settlement_ru,district_ru,street_ru,housenumber,current_zone,central_km,bam_km,current_expected_km,in_city_km,outside_city_km,crosses_boundary,reenters_city,first_exit_lonlat,eq_km_A,recalculated_zone_A,qa_flag
Парканы,Парканы,Комсомольская улица,115,3,4.6096,5.3409,4.645,1.597,3.0061,True,False,"[29.491402, 46.832239]",6.7166,3,
Парканы,Парканы,Комсомольская улица,116,3,4.9438,5.675,4.979,1.597,3.3402,True,False,"[29.491402, 46.832239]",7.2734,3,
Парканы,Парканы,Комсомольская улица,117,3,4.629,5.3602,4.665,1.597,3.0254,True,False,"[29.491402, 46.832239]",6.7487,3,
Парканы,Парканы,Комсомольская улица,118,3,4.9586,5.6899,4.994,1.597,3.355,True,False,"[29.491402, 46.832239]",7.2981,3,
Парканы,Парканы,Комсомольская улица,119,3,4.6488,5.3801,4.684,1.597,3.0453,True,False,"[29.491402, 46.832239]",6.7819,3,
Парканы,Парканы,Комсомольская улица,120,3,4.9678,5.6991,5.003,1.597,3.3641,True,False,"[29.491402, 46.832239]",7.3132,3,
Парканы,Парканы,Комсомольская улица,121,3,4.6658,5.3971,4.701,1.597,3.0623,True,False,"[29.491402, 46.832239]",6.8102,3,
Парканы,Парканы,Комсомольская улица,124,3,4.9898,5.7211,5.026,1.597,3.3862,True,False,"[29.491402, 46.832239]",7.3501,3,
Парканы,Парканы,Комсомольская улица,125,3,4.6814,5.4127,4.717,1.597,3.0779,True,False,"[29.491402, 46.832239]",6.8362,3,
Парканы,Парканы,Комсомольская улица,125,3,4.6985,5.4298,4.717,1.597,3.095,True,False,"[29.491402, 46.832239]",6.8647,3,
Парканы,Парканы,Комсомольская улица,126,3,5.0015,5.7328,5.037,1.597,3.3979,True,False,"[29.491402, 46.832239]",7.3696,3,
Парканы,Парканы,Комсомольская улица,127,3,4.7157,5.447,4.751,1.597,3.1122,True,False,"[29.491402, 46.832239]",6.8934,3,
Парканы,Парканы,Комсомольская улица,128,3,5.0154,5.7467,5.051,1.597,3.4117,True,False,"[29.491402, 46.832239]",7.3926,3,
Парканы,Парканы,Комсомольская улица,129,3,4.7296,5.4609,4.765,1.597,3.1261,True,False,"[29.491402, 46.832239]",6.9166,3,
