uid,settlement_ru,district,street_ru,housenumber,current_zone,snap_distance_m,central_A_duration_min,central_B_distance_km,central_C_generalized_km,central_D_time_value,central_shortest_distance_km,central_segment_status,central_segment_flags,bam_B_distance_km,outer_B_distance_km
w209267174,Бендеры,Борисовка,Одесская улица,6,3,55.8,7.18,4.722,4.7158,8.314,4.722,OWNER_REVIEW_ROUTE,segment_highway_service,1.3869,3.1765
w209267141,Бендеры,Борисовка,Одесская улица,8,3,14.2,7.54,4.826,4.8197,8.594,4.826,OWNER_REVIEW_ROUTE,segment_highway_service,1.4908,3.2805
w209267152,Бендеры,Борисовка,Одесская улица,10,3,13.3,7.75,4.8966,4.8903,8.77,4.8966,OWNER_REVIEW_ROUTE,segment_highway_service,1.5615,3.3511
w209267119,Бендеры,Борисовка,Одесская улица,12,3,13.3,7.89,4.9544,4.948,8.902,4.9544,OWNER_REVIEW_ROUTE,segment_highway_service,1.6193,3.4089
w209267172,Бендеры,Борисовка,Одесская улица,14,4,12.5,7.43,6.6819,6.6784,10.399,4.8076,OWNER_REVIEW_ROUTE,segment_highway_service,1.4724,3.2621
w209267114,Бендеры,Борисовка,Одесская улица,27,4,16.1,7.14,6.6502,6.6471,10.223,4.6361,OWNER_REVIEW_ROUTE,segment_highway_service,1.301,3.0906
w91848812,Бендеры,Борисовка,Одесская улица,33,2,15.1,6.86,4.4313,4.4255,7.862,4.4313,OWNER_REVIEW_ROUTE,segment_highway_service,1.0962,2.8858
w91848808,Бендеры,Борисовка,Одесская улица,35,2,15.8,6.89,4.457,4.4512,7.899,4.457,OWNER_REVIEW_ROUTE,segment_highway_service,1.1219,2.9115
w91848810,Бендеры,Борисовка,Одесская улица,37,3,15.4,7.08,4.5338,4.5279,8.071,4.5338,OWNER_REVIEW_ROUTE,segment_highway_service,1.1987,2.9884
w91848811,Бендеры,Борисовка,Одесская улица,39,3,17.7,7.01,4.5732,4.5672,8.077,4.5732,OWNER_REVIEW_ROUTE,segment_highway_service,1.2381,3.0277
w224682791,Бендеры,Борисовка,Одесская улица,67а,3,58.5,6.83,4.5904,4.5844,8.003,4.5904,OWNER_REVIEW_ROUTE,segment_highway_service,1.2553,3.0449
w209273611,Бендеры,Хомутяновка,Пионерская улица,3,4,13.6,7.33,6.3295,6.3256,9.995,5.7811,OWNER_REVIEW_ROUTE,segment_highway_service,2.446,4.2356
w209273594,Бендеры,Хомутяновка,Пионерская улица,5,4,15.3,7.51,6.3689,6.3649,10.123,5.8205,OWNER_REVIEW_ROUTE,segment_highway_service,2.4854,4.275
w209273613,Бендеры,Хомутяновка,Пионерская улица,5,4,14.3,7.29,6.3156,6.3117,9.963,5.7672,OWNER_REVIEW_ROUTE,segment_highway_service,2.4321,4.2217
w209273580,Бендеры,Борисовка,Пионерская улица,7,4,14.5,7.89,6.4348,6.4308,10.378,5.8864,OWNER_REVIEW_ROUTE,segment_highway_service,2.5513,4.3409
w209273616,Бендеры,Хомутяновка,Пионерская улица,7,4,14.7,7.67,6.3808,6.3769,10.217,5.8325,OWNER_REVIEW_ROUTE,segment_highway_service,2.4974,4.287
w209273593,Бендеры,Хомутяновка,Пионерская улица,9,4,12.7,7.42,6.3397,6.3358,10.05,5.7913,OWNER_REVIEW_ROUTE,segment_highway_service,2.4562,4.2458
w209273618,Бендеры,Борисовка,Пионерская улица,9,4,15.9,7.27,6.3028,6.299,9.939,5.7544,OWNER_REVIEW_ROUTE,segment_highway_service,2.4193,4.209
w352669559,Бендеры,Борисовка,Пионерская улица,15,4,18.6,7.46,6.4251,6.4211,10.157,6.4251,OWNER_REVIEW_ROUTE,segment_highway_service,2.5416,4.3312
w222986045,Бендеры,Борисовка,Пионерская улица,19,4,14.8,8.62,6.8098,6.8053,11.121,6.2615,OWNER_REVIEW_ROUTE,segment_highway_service,2.9264,4.716
w222986047,Бендеры,Борисовка,Пионерская улица,21,4,12.0,8.56,6.794,6.7894,11.073,6.2456,OWNER_REVIEW_ROUTE,segment_highway_service,2.9105,4.7001
w222986049,Бендеры,Борисовка,Пионерская улица,23,4,11.5,8.46,6.7681,6.7635,10.996,6.2197,OWNER_REVIEW_ROUTE,segment_highway_service,2.8846,4.6742
w103992693,Бендеры,Борисовка,Пионерская улица,27,4,14.7,9.01,6.9328,6.928,11.439,6.3844,OWNER_REVIEW_ROUTE,segment_highway_service,3.0493,4.839
w103992762,Бендеры,Борисовка,Пионерская улица,27,4,14.1,8.88,6.8993,6.8945,11.338,6.3509,OWNER_REVIEW_ROUTE,segment_highway_service,3.0158,4.8054
w103992885,Бендеры,Борисовка,Пионерская улица,27,4,13.9,8.76,6.8705,6.8658,11.253,6.3221,OWNER_REVIEW_ROUTE,segment_highway_service,2.987,4.7766
w352670176,Бендеры,Борисовка,Пионерская улица,27,4,21.1,8.3,6.7499,6.7453,10.899,6.2015,OWNER_REVIEW_ROUTE,segment_highway_service,2.8664,4.656
w103992864,Бендеры,Борисовка,Пионерская улица,31,4,14.3,9.11,6.9582,6.9533,11.515,6.4098,OWNER_REVIEW_ROUTE,segment_highway_service,3.0747,4.8643
w103992858,Бендеры,Борисовка,Пионерская улица,33,4,14.2,9.18,6.975,6.9701,11.566,6.4266,OWNER_REVIEW_ROUTE,segment_highway_service,3.0915,4.8812
w103992712,Бендеры,Борисовка,Пионерская улица,35,4,11.2,8.65,6.8606,6.8559,11.183,6.3122,OWNER_REVIEW_ROUTE,segment_highway_service,2.9771,4.7667
w103992696,Бендеры,Борисовка,Пионерская улица,37,4,14.0,8.73,6.8814,6.8767,11.246,6.333,OWNER_REVIEW_ROUTE,segment_highway_service,2.9979,4.7876
w318090605,Бендеры,Борисовка,Пионерский переулок,7,4,9.5,6.73,6.0966,6.0933,9.46,5.5483,OK,,2.2132,4.0028
w353044316,Бендеры,Хомутяновка,Протягайловская улица,12,3,12.5,7.77,4.7031,4.6984,8.587,4.7031,OWNER_REVIEW_ROUTE,segment_highway_service,4.3411,5.9556
w354630979,Бендеры,Хомутяновка,Протягайловская улица,13,3,12.4,5.47,4.2855,4.281,7.019,4.2855,OK,,4.6682,5.5379
w353044314,Бендеры,Хомутяновка,Протягайловская улица,16,3,16.6,5.63,4.3544,4.3502,7.17,4.3544,OK,,4.7371,5.6069
w353978195,Бендеры,Хомутяновка,Протягайловская улица,17,3,15.8,5.7,4.3813,4.377,7.23,4.3813,OK,,4.3583,5.6338
w353044313,Бендеры,Хомутяновка,Протягайловская улица,18,3,18.5,5.69,4.3765,4.3721,7.219,4.3765,OK,,4.3632,5.6289
w353975790,Бендеры,Хомутяновка,Протягайловская улица,19,3,12.9,5.75,4.4022,4.3979,7.276,4.4022,OK,,4.3375,5.6546
w353044312,Бендеры,Хомутяновка,Протягайловская улица,20,3,15.2,5.75,4.4021,4.3977,7.275,4.4021,OK,,4.3376,5.6545
w353044311,Бендеры,Хомутяновка,Протягайловская улица,22,3,21.0,5.8,4.4248,4.4204,7.326,4.4248,OK,,4.3149,5.6772
n2321993999,Бендеры,Хомутяновка,Путейская улица,2,3,3.4,5.95,5.1359,5.1321,8.112,5.1359,OK,,3.3963,6.3883
w301982104,Бендеры,Хомутяновка,Путейская улица,4,3,44.0,5.94,4.9066,4.9027,7.874,4.9066,OK,,3.4427,6.159
w301982107,Бендеры,Хомутяновка,Путейская улица,6,3,17.3,5.88,4.8846,4.8807,7.825,4.8846,OK,,3.4647,6.137
w301982108,Бендеры,Хомутяновка,Путейская улица,10,3,17.1,5.81,4.8532,4.8492,7.757,4.8532,OK,,3.4961,6.1056
w301982110,Бендеры,Хомутяновка,Путейская улица,10а,3,18.1,5.75,4.8308,4.8269,7.707,4.8308,OK,,3.5185,6.0832
w301982111,Бендеры,Хомутяновка,Путейская улица,12,3,18.2,5.72,4.818,4.8141,7.679,4.818,OK,,3.5313,6.0705
w301982112,Бендеры,Хомутяновка,Путейская улица,12а,3,28.3,5.68,4.802,4.7981,7.644,4.802,OK,,3.5472,6.0545
w301982113,Бендеры,Хомутяновка,Путейская улица,12б,3,14.3,5.69,4.8029,4.7989,7.646,4.8029,OK,,3.5464,6.0553
w352064506,Бендеры,Хомутяновка,Санаторная улица,2,3,26.8,6.3,5.525,5.5202,8.677,5.525,OK,,3.7854,5.5751
w352284664,Бендеры,Хомутяновка,Санаторная улица,56,3,21.1,7.1,5.807,5.8406,9.359,5.807,OK,,3.4365,5.2262
w352265835,Бендеры,Хомутяновка,Санаторная улица,58,4,19.6,7.19,5.8451,5.904,9.443,5.8451,OK,,3.4746,5.2642
w352163177,Бендеры,Хомутяновка,Санаторная улица,70,4,22.0,7.39,5.9252,6.0375,9.619,5.9252,OK,,3.5547,5.3443
w352163171,Бендеры,Хомутяновка,Санаторная улица,72,4,22.7,7.47,5.9607,6.0966,9.697,5.9607,OK,,3.5902,5.3798
w352163169,Бендеры,Хомутяновка,Санаторная улица,74,4,24.6,7.5,5.9702,6.1125,9.718,5.9702,OK,,3.5997,5.3893
w161058110,Бендеры,Хомутяновка,Севастопольская улица,1а,3,10.3,5.54,4.6997,4.6965,7.469,4.6997,OWNER_REVIEW_ROUTE,segment_highway_service,3.4162,5.9522
w302066913,Бендеры,Хомутяновка,Севастопольская улица,2,3,18.6,5.38,4.8973,4.8942,7.588,4.8973,OK,,3.1578,6.1498
w302066914,Бендеры,Хомутяновка,Севастопольская улица,4,3,21.0,5.43,4.9176,4.9144,7.633,4.9176,OK,,3.1781,6.1701
w161058104,Бендеры,Хомутяновка,Севастопольская улица,4а,3,29.6,5.44,4.7015,4.6981,7.424,4.7015,OWNER_REVIEW_ROUTE,segment_highway_service,3.4179,5.9539
w161058112,Бендеры,Хомутяновка,Севастопольская улица,5,3,41.5,5.49,4.7405,4.7373,7.486,4.7405,OWNER_REVIEW_ROUTE,segment_highway_service,3.3004,5.993
w302066902,Бендеры,Хомутяновка,Севастопольская улица,10,3,29.1,5.39,4.7313,4.7282,7.424,4.7313,OK,,3.246,5.9838
w302066901,Бендеры,Хомутяновка,Севастопольская улица,12,3,18.5,5.35,4.7181,4.7149,7.395,4.7181,OK,,3.2593,5.9705
w302066903,Бендеры,Хомутяновка,Севастопольская улица,14,3,19.4,5.31,4.7016,4.6984,7.358,4.7016,OK,,3.2758,5.954
w302066894,Бендеры,Хомутяновка,Севастопольская улица,16,3,18.5,5.25,4.6754,4.6722,7.3,4.6754,OK,,3.3919,5.9279
w303915676,Бендеры,Хомутяновка,Севастопольская улица,24,3,24.3,5.0,4.4406,4.4374,6.941,4.4406,OK,,3.5386,5.693
w304088452,Бендеры,Хомутяновка,Севастопольская улица,26,3,14.3,4.91,4.4029,4.3997,6.859,4.4029,OK,,3.614,5.6553
w302074753,Бендеры,Хомутяновка,Треугольный переулок,1,3,7.9,6.21,5.3013,5.2979,8.406,5.3013,OK,,2.8716,4.6612
w351854665,Бендеры,Хомутяновка,Треугольный переулок,2,3,8.1,6.21,5.2992,5.2958,8.402,5.2992,OK,,2.8695,4.6591
w302074755,Бендеры,Хомутяновка,Треугольный переулок,3,3,12.8,6.0,5.2124,5.2092,8.21,5.2124,OK,,2.7826,4.5722
w302369879,Бендеры,Хомутяновка,Треугольный переулок,4,3,12.7,6.11,5.2623,5.259,8.32,5.2623,OK,,2.8325,4.6222
w302074746,Бендеры,Хомутяновка,Треугольный переулок,5,3,14.6,6.0,5.2135,5.2103,8.213,5.2135,OK,,2.7838,4.5734
w302369878,Бендеры,Хомутяновка,Треугольный переулок,6,3,12.5,6.07,5.245,5.2417,8.282,5.245,OK,,2.8152,4.6049
w302074749,Бендеры,Хомутяновка,Треугольный переулок,7,3,14.4,6.11,5.2584,5.2551,8.312,5.2584,OK,,2.8286,4.6183
n4835076144,Бендеры,Хомутяновка,Треугольный переулок,8 кв. 2,3,15.0,6.28,5.3294,5.3259,8.468,5.3294,OK,,2.8996,4.6892
n4835076145,Бендеры,Хомутяновка,Треугольный переулок,8 кв. 3,3,27.5,6.26,5.3232,5.3197,8.454,5.3232,OK,,2.8934,4.6831
w302074748,Бендеры,Хомутяновка,Треугольный переулок,9,3,12.7,6.07,5.2427,5.2394,8.277,5.2427,OK,,2.8129,4.6025
w302074747,Бендеры,Хомутяновка,Треугольный переулок,11,3,13.5,6.03,5.2272,5.2239,8.243,5.2272,OK,,2.7974,4.5871
w209267179,Бендеры,Борисовка,Фонтанная улица,5,4,24.7,7.26,6.6232,6.6199,10.256,4.7489,OWNER_REVIEW_ROUTE,segment_highway_service,1.4138,3.2034
n2322107948,Бендеры,Борисовка,Фонтанная улица,8,4,20.1,7.28,6.5431,6.5397,10.184,4.7951,OWNER_REVIEW_ROUTE,segment_highway_service,1.46,3.2496
n5172818464,Бендеры,Борисовка,Фонтанная улица,18,4,17.8,7.11,6.4721,6.4686,10.027,4.8661,OWNER_REVIEW_ROUTE,segment_highway_service,1.531,3.3207
n2322107950,Бендеры,Борисовка,Фонтанная улица,22,4,13.8,7.01,6.4304,6.427,9.935,4.9078,OWNER_REVIEW_ROUTE,segment_highway_service,1.5727,3.3623
n2322107954,Бендеры,Борисовка,Фонтанная улица,24,4,15.6,6.94,6.3672,6.3637,9.839,5.2015,OWNER_REVIEW_ROUTE,segment_highway_service,1.8664,3.656
w319134694,Бендеры,Борисовка,Фонтанная улица,30,4,17.0,6.91,6.2634,6.2601,9.716,5.2273,OK,,1.8922,3.6818
n2322107952,Бендеры,Борисовка,Фонтанная улица,35,4,12.6,6.96,6.3735,6.3701,9.854,5.1489,,,1.8138,3.6034
n2322107955,Бендеры,Борисовка,Фонтанная улица,36,4,17.1,6.71,6.1812,6.1778,9.535,5.3431,,,2.008,3.7976
n2322107953,Бендеры,Борисовка,Фонтанная улица,41,4,9.9,6.96,6.2877,6.2843,9.769,5.2031,,,1.868,3.6576
w318090601,Бендеры,Борисовка,Фонтанная улица,41,4,20.1,6.96,6.2882,6.2849,9.77,5.2025,,,1.8674,3.657
w318090600,Бендеры,Борисовка,Фонтанная улица,43,4,20.2,6.93,6.2744,6.2711,9.74,5.2163,,,1.8812,3.6708
n2322107956,Бендеры,Борисовка,Фонтанная улица,59,4,15.4,6.73,6.1914,6.1881,9.558,5.3534,,,2.0182,3.8079
w318090596,Бендеры,Борисовка,Фонтанная улица,61,4,19.0,6.7,6.1762,6.1729,9.525,5.3381,,,2.003,3.7927
w352667497,Бендеры,Борисовка,Хотинская улица,4,2,18.4,7.19,4.3616,4.3563,7.958,4.3616,,,1.5166,2.8162
w352667495,Бендеры,Борисовка,Хотинская улица,4а,3,14.4,7.2,4.811,4.8049,8.409,4.811,,,1.4759,3.2655
w352667496,Бендеры,Борисовка,Хотинская улица,4б,3,15.2,7.24,4.8267,4.8206,8.444,4.8267,,,1.4916,3.2812
w352667493,Бендеры,Борисовка,Хотинская улица,6,2,15.2,7.06,4.3074,4.3022,7.839,4.3074,,,0.9723,2.7619
w352667488,Бендеры,Борисовка,Хотинская улица,18,3,14.0,7.13,4.7825,4.7764,8.347,4.7825,,,1.4474,3.237
w91848287,Бендеры,Борисовка,Хотинская улица,49,2,16.4,6.91,4.4407,4.4354,7.896,4.4407,,,1.1411,2.8952
w91848274,Бендеры,Борисовка,Хотинская улица,51,2,15.0,6.88,4.4483,4.4429,7.887,4.4483,,,1.1487,2.9028
w91848283,Бендеры,Борисовка,Хотинская улица,53,3,21.4,7.2,4.5063,4.5008,8.107,4.5063,,,1.2067,2.9608
w91848277,Бендеры,Борисовка,Хотинская улица,55,3,20.4,7.05,4.4992,4.4936,8.024,4.4992,,,1.1996,2.9537
w352153734,Бендеры,Борисовка,Хотинская улица,73,3,22.6,7.91,5.0561,5.0499,9.01,5.0561,,,1.721,3.5106
w352153729,Бендеры,Борисовка,Хотинская улица,77,3,18.0,7.74,5.0138,5.0076,8.883,5.0138,,,1.6787,3.4683
w352153731,Бендеры,Борисовка,Хотинская улица,144,3,18.8,6.91,4.6933,4.6874,8.15,4.6933,,,1.3582,3.1478
w352667484,Бендеры,Борисовка,Хотинская улица,146,3,18.2,6.89,4.7089,4.703,8.153,4.7089,,,1.3738,3.1634
w352667485,Бендеры,Борисовка,Хотинская улица,148,3,19.4,6.91,4.7286,4.7227,8.185,4.7286,,,1.3935,3.1832
w352667487,Бендеры,Борисовка,Хотинская улица,150,3,21.7,6.93,4.7408,4.7348,8.205,4.7408,,,1.4057,3.1953
w116073594,Бендеры,Борисовка,Хотинская улица,152,3,59.9,7.29,4.8783,4.8721,8.522,4.8783,,,1.5432,3.3328
w209287668,Бендеры,Хомутяновка,Школьная улица,4,3,11.1,5.66,4.7247,4.7213,7.552,4.7247,,,3.4412,5.9771
w209287692,Бендеры,Хомутяновка,Школьная улица,4,3,15.3,5.45,4.6732,4.67,7.397,4.6732,,,3.3897,5.9257
w302066931,Бендеры,Хомутяновка,Школьная улица,5,3,13.1,4.78,4.5184,4.5155,6.906,4.5184,,,3.2671,5.7709
w209287627,Бендеры,Хомутяновка,Школьная улица,6,3,41.1,5.94,4.9286,4.9247,7.901,4.9286,,,3.5379,6.181
w302066932,Бендеры,Хомутяновка,Школьная улица,7,3,23.9,4.97,4.5733,4.5703,7.057,4.5733,,,3.2898,5.8257
w302066945,Бендеры,Хомутяновка,Школьная улица,9,3,16.5,5.07,4.6162,4.613,7.153,4.6162,,,3.3326,5.8686
w302066949,Бендеры,Хомутяновка,Школьная улица,11,3,22.6,5.13,4.6398,4.6366,7.205,4.6398,,,3.3563,5.8922
w302066948,Бендеры,Хомутяновка,Школьная улица,13,3,17.7,5.18,4.6607,4.6575,7.251,4.6607,,,3.3772,5.9132
w302066951,Бендеры,Хомутяновка,Школьная улица,15,3,17.8,5.24,4.6836,4.6803,7.301,4.6836,,,3.4001,5.936
w302066947,Бендеры,Хомутяновка,Школьная улица,17,3,17.0,5.28,4.7027,4.6993,7.343,4.7027,,,3.4191,5.9551
w302066893,Бендеры,Хомутяновка,Школьная улица,18,3,24.8,4.98,4.6005,4.5974,7.091,4.6005,,,3.317,5.8529
w302066946,Бендеры,Хомутяновка,Школьная улица,19,3,17.3,5.32,4.7175,4.7141,7.376,4.7175,,,3.434,5.97
w302066953,Бендеры,Хомутяновка,Школьная улица,21,3,16.7,5.7,4.8069,4.8034,7.657,4.8069,,,3.5234,6.0594
w209287640,Бендеры,Хомутяновка,Школьная улица,23,3,15.7,6.17,4.8143,4.8105,7.901,4.8143,,,3.8669,6.0667
w209287688,Бендеры,Хомутяновка,Школьная улица,24,3,9.6,6.02,4.9259,4.922,7.935,4.9259,,,3.6424,6.1784
w209287701,Бендеры,Хомутяновка,Школьная улица,27,3,16.3,5.87,4.8974,4.8936,7.832,4.8974,,,3.6139,6.1498
w209287646,Бендеры,Хомутяновка,Школьная улица,29,3,11.0,6.01,4.9324,4.9285,7.937,4.9324,,,3.6489,6.1848
w302066895,Бендеры,Хомутяновка,Школьная улица,39,3,32.4,4.83,4.5796,4.5767,6.995,4.5796,,,3.2059,5.8321
w302066922,Бендеры,Хомутяновка,Школьная улица,41,3,13.4,4.74,4.4759,4.4729,6.843,4.4759,,,3.3096,5.7283
w209287680,Бендеры,Хомутяновка,Школьная улица,134,3,14.2,5.19,4.6285,4.6254,7.222,4.6285,,,3.3449,5.8809
w302066930,Бендеры,Хомутяновка,Школьная улица,136,3,14.3,4.75,4.486,4.483,6.858,4.486,,,3.2995,5.7384
w295998453,Бендеры,Хомутяновка,переулок Бородина,1,3,15.0,5.91,5.1725,5.1692,8.128,5.1725,,,2.9254,4.7151
w295998427,Бендеры,Хомутяновка,переулок Бородина,4,3,32.7,5.91,5.1712,5.1679,8.125,5.1712,,,2.9242,4.7138
w295998451,Бендеры,Хомутяновка,переулок Бородина,5,3,36.6,5.91,5.1723,5.1691,8.127,5.1723,,,2.9253,4.715
n4835076146,Бендеры,Хомутяновка,переулок Бородина,6 кв. 1,3,15.4,6.14,5.2684,5.2649,8.339,5.2684,,,3.0214,4.8111
n4835050373,Бендеры,Хомутяновка,переулок Бородина,6 кв. 2,3,13.0,6.11,5.2536,5.2502,8.306,5.2536,,,3.0066,4.7962
n2321994025,Бендеры,Хомутяновка,переулок Бородина,9,3,8.5,6.14,5.2664,5.2629,8.335,5.2664,,,3.0194,4.809
n4835050375,Бендеры,Хомутяновка,переулок Бородина,9,3,11.5,6.01,5.2129,5.2095,8.216,5.2129,,,2.9658,4.7555
w295088584,Бендеры,Хомутяновка,переулок Бородина,11,3,15.9,5.81,5.129,5.1259,8.031,5.129,,,2.882,4.6717
w295998452,Бендеры,Хомутяновка,переулок Бородина,11,3,16.3,5.85,5.1471,5.1439,8.071,5.1471,,,2.9001,4.6897
w315425226,Бендеры,Хомутяновка,переулок Лермонтова,1,3,12.1,5.96,5.2848,5.2812,8.263,5.2848,,,3.0211,4.8107
w315807200,Бендеры,Хомутяновка,переулок Лермонтова,7,3,13.9,6.11,5.3502,5.3465,8.407,5.3502,,,3.0865,4.8762
w209287634,Бендеры,Хомутяновка,переулок Лермонтова,13а,3,15.7,5.65,5.1631,5.16,7.989,5.1631,,,2.7632,4.5529
w209287672,Бендеры,Хомутяновка,переулок Лермонтова,15,3,21.1,5.23,5.015,5.0121,7.632,5.015,,,2.7705,4.5602
w318083438,Бендеры,Хомутяновка,переулок Лермонтова,16,3,8.6,6.14,5.4284,5.4244,8.5,5.4284,,,3.2941,5.0838
w315807198,Бендеры,Хомутяновка,переулок Лермонтова,17,3,10.7,6.21,5.3902,5.3863,8.495,5.3902,,,3.1265,4.9161
w317149371,Бендеры,Хомутяновка,переулок Лермонтова,17,3,11.7,6.37,5.5248,5.5205,8.711,5.5248,,,3.1978,4.9874
n5411906006,Бендеры,Хомутяновка,переулок Лермонтова,25,3,8.1,6.17,5.4418,5.4377,8.529,5.4418,,,3.2808,5.0704
w317149372,Бендеры,Хомутяновка,переулок Лермонтова,40,3,6.6,6.3,5.4268,5.4228,8.576,5.4268,,,3.1631,4.9528
w209287676,Бендеры,Хомутяновка,переулок Лермонтова,57,3,10.0,5.54,5.112,5.1088,7.884,5.112,,,2.8483,4.6379
w315425206,Бендеры,Хомутяновка,переулок Лермонтова,58,3,10.3,5.61,5.1406,5.1373,7.946,5.1406,,,2.8768,4.6665
w315425243,Бендеры,Хомутяновка,переулок Лермонтова,59,3,13.4,5.76,5.2047,5.2013,8.087,5.2047,,,2.941,4.7306
w315193166,Бендеры,Хомутяновка,переулок Лермонтова,60,3,9.6,5.61,5.1413,5.1381,7.948,5.1413,,,2.8776,4.6673
w315425207,Бендеры,Хомутяновка,переулок Лермонтова,64,3,13.9,5.87,5.2479,5.2444,8.182,5.2479,,,2.9842,4.7738
w315851315,Бендеры,Хомутяновка,переулок Лермонтова,64,3,13.7,6.06,5.3274,5.3237,8.357,5.3274,,,3.0637,4.8533
w315425222,Бендеры,Хомутяновка,переулок Лермонтова,66,3,11.7,5.86,5.2443,5.2408,8.173,5.2443,,,2.9806,4.7702
w315425235,Бендеры,Хомутяновка,переулок Лермонтова,66,3,13.2,6.06,5.3282,5.3245,8.358,5.3282,,,3.0645,4.8541
w315425255,Бендеры,Хомутяновка,переулок Лермонтова,67,3,14.3,5.99,5.2981,5.2945,8.292,5.2981,,,3.0344,4.824
w315425223,Бендеры,Хомутяновка,переулок Лермонтова,69,3,12.1,5.99,5.2967,5.2931,8.289,5.2967,,,3.033,4.8226
w209287636,Бендеры,Хомутяновка,переулок Лермонтова,90,3,22.6,5.31,5.0927,5.0898,7.745,5.0927,,,2.6928,4.4825
w209287664,Бендеры,Хомутяновка,переулок Лермонтова,92,3,22.5,5.29,5.0787,5.0758,7.725,5.0787,,,2.7068,4.4964
w209287686,Бендеры,Хомутяновка,переулок Лермонтова,94,3,23.2,5.28,5.0637,5.0607,7.702,5.0637,,,2.7219,4.5115
w209287635,Бендеры,Хомутяновка,переулок Лермонтова,96,3,23.3,5.26,5.0497,5.0468,7.682,5.0497,,,2.7358,4.5254
w209287663,Бендеры,Хомутяновка,переулок Лермонтова,98,3,8.9,5.39,5.0484,5.0454,7.744,5.0484,,,2.7847,4.5743
w209416044,Бендеры,Хомутяновка,переулок Лермонтова,100,3,9.7,5.39,5.0488,5.0458,7.745,5.0488,,,2.7851,4.5747
w209416040,Бендеры,Хомутяновка,переулок Лермонтова,102,3,22.6,5.21,4.9939,4.9909,7.601,4.9939,,,2.7917,4.5813
w209416045,Бендеры,Хомутяновка,переулок Лермонтова,104,3,21.4,5.2,4.9791,4.9762,7.579,4.9791,,,2.8064,4.596
w209273600,Бендеры,Хомутяновка,переулок Осипенко,1,4,10.3,7.59,6.4907,6.4864,10.288,5.9423,,,2.6072,4.3968
w209273620,Бендеры,Хомутяновка,переулок Осипенко,1,4,11.4,7.25,6.4032,6.399,10.026,5.8548,,,2.5197,4.3093
w209273631,Бендеры,Хомутяновка,переулок Осипенко,1,4,11.4,7.42,6.4456,6.4414,10.153,5.8973,,,2.5622,4.3518
w209273577,Бендеры,Хомутяновка,переулок Осипенко,2,4,17.2,6.87,6.3177,6.3137,9.754,5.7693,,,2.4342,4.2238
w209273606,Бендеры,Хомутяновка,переулок Осипенко,2,4,9.3,7.53,6.4825,6.4783,10.248,5.9341,,,2.599,4.3887
w209273627,Бендеры,Хомутяновка,переулок Осипенко,2,4,13.8,7.11,6.3852,6.381,9.943,5.8368,,,2.5017,4.2913
w209273583,Бендеры,Хомутяновка,переулок Осипенко,4,4,10.4,7.45,6.4762,6.472,10.201,5.9279,,,2.5928,4.3824
w209273635,Бендеры,Хомутяновка,переулок Осипенко,6,4,13.4,7.58,6.5371,6.5328,10.325,5.9887,,,2.6536,4.4432
w209273633,Бендеры,Хомутяновка,переулок Осипенко,9,4,10.9,7.69,6.5352,6.5308,10.378,5.9868,,,2.6517,4.4413
w209273588,Бендеры,Хомутяновка,переулок Осипенко,11,4,12.3,7.79,6.592,6.5876,10.489,6.0436,,,2.7085,4.4981
w231243207,Бендеры,Хомутяновка,переулок Осипенко,15,4,45.5,7.5,6.5368,6.5326,10.286,5.9885,,,2.6534,4.443
n2337865679,Бендеры,Хомутяновка,переулок Полоза,6,4,8.4,7.71,6.1955,6.1906,10.051,6.1955,,,3.2601,5.0497
w284637187,Бендеры,Хомутяновка,переулок Полоза,6,4,13.2,7.79,6.2271,6.2221,10.121,6.2271,,,3.2917,5.0813
w284637199,Бендеры,Хомутяновка,переулок Полоза,49,4,19.6,7.84,6.2119,6.2071,10.134,6.2119,,,3.2765,5.0661
w284637197,Бендеры,Хомутяновка,переулок Полоза,78,4,25.6,8.1,6.3173,6.3123,10.366,6.3173,,,3.3819,5.1716
w318090606,Бендеры,Борисовка,улица 12 Октября,9,4,18.6,6.71,6.127,6.1238,9.479,5.3593,,,2.0242,3.8139
w209267166,Бендеры,Борисовка,улица 12 Октября,10,3,12.9,8.15,5.0033,4.9967,9.081,5.0033,,,1.6682,3.4578
n8219706370,Бендеры,Борисовка,улица 12 Октября,15,4,21.1,6.83,6.1804,6.1772,9.596,5.4093,,,2.0742,3.8638
n2322118077,Бендеры,Борисовка,улица 12 Октября,16,4,7.9,6.81,6.1711,6.1678,9.575,5.3999,,,2.0648,3.8545
w319134604,Бендеры,Борисовка,улица 12 Октября,17,4,18.5,7.17,6.2586,6.2552,9.841,5.4874,,,2.1523,3.942
w319227705,Бендеры,Борисовка,улица 12 Октября,21,4,17.6,7.06,6.2739,6.2706,9.803,5.5028,,,2.1676,3.9573
w319227708,Бендеры,Борисовка,улица 12 Октября,23,4,14.7,7.12,6.2995,6.2963,9.86,5.3433,,,2.0082,3.7978
w319227709,Бендеры,Борисовка,улица 12 Октября,25,4,16.6,7.16,6.3161,6.3129,9.896,5.3267,,,1.9916,3.7813
w319227711,Бендеры,Борисовка,улица 12 Октября,27,4,15.3,7.2,6.333,6.3298,9.933,5.3098,,,1.9747,3.7643
