uid,settlement_ru,district,street_ru,housenumber,current_zone,snap_distance_m,central_A_duration_min,central_B_distance_km,central_C_generalized_km,central_D_time_value,central_shortest_distance_km,central_segment_status,central_segment_flags,bam_B_distance_km,outer_B_distance_km
w319144151,Бендеры,Борисовка,улица Петровского,35,2,22.3,5.46,3.6418,3.6379,6.374,3.6418,,,0.3067,2.0964
w319144149,Бендеры,Борисовка,улица Петровского,37,2,17.3,5.5,3.6567,3.6528,6.408,3.6567,,,0.3216,2.1113
w319144146,Бендеры,Борисовка,улица Петровского,39,2,18.9,5.54,3.6705,3.6665,6.438,3.6705,,,0.3354,2.125
w319142248,Бендеры,Борисовка,улица Петровского,43,2,18.3,5.62,3.7054,3.7013,6.515,3.7054,,,0.3703,2.1599
w91848269,Бендеры,Борисовка,улица Петровского,45,2,13.1,6.93,4.4471,4.4418,7.911,4.4471,,,0.9577,2.9016
w91848291,Бендеры,Борисовка,улица Петровского,47,2,12.4,7.07,4.2777,4.2726,7.814,4.2777,,,0.9426,2.7322
w319141461,Бендеры,Борисовка,улица Петровского,49,2,18.6,5.98,3.855,3.8506,6.843,3.855,,,0.5199,2.3095
w319141460,Бендеры,Борисовка,улица Петровского,51,2,21.1,6.03,3.8757,3.8713,6.889,3.8757,,,0.5406,2.3302
w319615906,Бендеры,Борисовка,улица Петровского,53,2,14.4,6.23,3.9621,3.9575,7.079,3.9621,,,0.627,2.4166
w352148088,Бендеры,Борисовка,улица Петровского,61,2,17.4,6.4,4.0305,4.0258,7.229,4.0305,,,0.6954,2.485
n2325729694,Бендеры,Борисовка,улица Петровского,65,2,16.4,6.5,4.0747,4.0699,7.326,4.0747,,,0.7396,2.5292
w317051450,Бендеры,Хомутяновка,улица Ползунова,2,3,11.4,6.16,5.6278,5.6246,8.705,5.6278,,,2.3876,4.1772
w317051449,Бендеры,Хомутяновка,улица Ползунова,4,3,15.7,6.19,5.6429,5.6398,8.739,5.6429,,,2.4028,4.1924
w317051446,Бендеры,Хомутяновка,улица Ползунова,6,3,12.8,6.16,5.5642,5.5611,8.643,5.5642,,,2.419,4.2087
w317051440,Бендеры,Хомутяновка,улица Ползунова,8,3,15.8,6.12,5.5496,5.5464,8.611,5.5496,,,2.4337,4.2233
w209416029,Бендеры,Хомутяновка,улица Ползунова,9,3,13.3,6.08,5.5321,5.5289,8.573,5.5321,,,2.4512,4.2408
w317051437,Бендеры,Хомутяновка,улица Ползунова,10,3,17.1,6.09,5.5366,5.5334,8.582,5.5366,,,2.4467,4.2363
w209416049,Бендеры,Хомутяновка,улица Ползунова,11,3,14.1,6.05,5.5174,5.5142,8.541,5.5174,,,2.575,4.3646
w317051435,Бендеры,Хомутяновка,улица Ползунова,12,3,15.2,6.06,5.5209,5.5178,8.548,5.5209,,,2.4623,4.252
w209416063,Бендеры,Хомутяновка,улица Ползунова,13,3,14.0,6.01,5.5035,5.5004,8.51,5.5035,,,2.5611,4.3508
w317051433,Бендеры,Хомутяновка,улица Ползунова,14,3,12.8,6.02,5.5066,5.5034,8.517,5.5066,,,2.5642,4.3539
w209416092,Бендеры,Хомутяновка,улица Ползунова,15,3,15.8,5.97,5.4878,5.4847,8.475,5.4878,,,2.5455,4.3351
w317051431,Бендеры,Хомутяновка,улица Ползунова,16,3,11.9,5.99,5.4942,5.491,8.489,5.4942,,,2.5518,4.3414
w315851326,Бендеры,Хомутяновка,улица Ползунова,21,3,14.4,6.04,5.4888,5.4856,8.506,5.4888,,,2.5464,4.3361
w316645117,Бендеры,Хомутяновка,улица Ползунова,22,3,14.7,6.03,5.4865,5.4833,8.501,5.4865,,,2.5441,4.3338
w209416082,Бендеры,Хомутяновка,улица Ползунова,23,3,14.9,6.03,5.4208,5.4176,8.434,5.4208,,,2.5625,4.3521
w316645115,Бендеры,Хомутяновка,улица Ползунова,24,3,20.2,6.04,5.4249,5.4217,8.443,5.4249,,,2.5584,4.3481
w209416028,Бендеры,Хомутяновка,улица Ползунова,25,3,14.7,5.99,5.4069,5.4037,8.404,5.4069,,,2.5764,4.366
w316645114,Бендеры,Хомутяновка,улица Ползунова,26,3,13.6,6.0,5.4094,5.4062,8.409,5.4094,,,2.5739,4.3635
w209416084,Бендеры,Хомутяновка,улица Ползунова,27,3,15.0,5.96,5.392,5.3888,8.371,5.392,,,2.5913,4.3809
w316645110,Бендеры,Хомутяновка,улица Ползунова,28,3,14.1,5.96,5.3943,5.3911,8.376,5.3943,,,2.589,4.3786
w209416042,Бендеры,Хомутяновка,улица Ползунова,29,3,14.5,5.92,5.3768,5.3737,8.338,5.3768,,,2.6064,4.3961
w316031270,Бендеры,Хомутяновка,улица Ползунова,30,3,13.2,5.93,5.3795,5.3763,8.344,5.3795,,,2.6038,4.3934
w209416038,Бендеры,Хомутяновка,улица Ползунова,31,3,15.5,5.89,5.3644,5.3612,8.31,5.3644,,,2.7182,4.5078
w316031267,Бендеры,Хомутяновка,улица Ползунова,32,3,14.5,5.89,5.3642,5.361,8.31,5.3642,,,2.718,4.5076
w209416078,Бендеры,Хомутяновка,улица Ползунова,33,3,15.2,5.85,5.3482,5.3451,8.275,5.3482,,,2.7021,4.4917
w316031266,Бендеры,Хомутяновка,улица Ползунова,34,3,13.5,5.86,5.3495,5.3463,8.278,5.3495,,,2.7033,4.4929
w316031264,Бендеры,Хомутяновка,улица Ползунова,36,3,13.0,5.82,5.3335,5.3303,8.243,5.3335,,,2.6873,4.4769
w315618146,Бендеры,Хомутяновка,улица Ползунова,38,3,14.1,5.88,5.3347,5.3315,8.273,5.3347,,,2.6885,4.4782
w209287675,Бендеры,Хомутяновка,улица Ползунова,39,3,14.9,5.91,5.3487,5.3455,8.304,5.3487,,,2.7025,4.4921
w315618137,Бендеры,Хомутяновка,улица Ползунова,40,3,16.2,5.94,5.3617,5.3585,8.333,5.3617,,,2.7155,4.5052
w209287666,Бендеры,Хомутяновка,улица Ползунова,41,3,16.7,5.92,5.2568,5.2537,8.219,5.2568,,,2.7319,4.5215
w315425217,Бендеры,Хомутяновка,улица Ползунова,42,3,13.6,5.93,5.2578,5.2546,8.222,5.2578,,,2.731,4.5206
w209287689,Бендеры,Хомутяновка,улица Ползунова,43,3,19.5,5.89,5.2437,5.2405,8.19,5.2437,,,2.745,4.5347
w315425216,Бендеры,Хомутяновка,улица Ползунова,44,3,13.8,5.89,5.2415,5.2383,8.186,5.2415,,,2.7472,4.5369
w209287698,Бендеры,Хомутяновка,улица Ползунова,45,3,15.1,5.85,5.2253,5.2221,8.15,5.2253,,,2.7635,4.5531
w315425215,Бендеры,Хомутяновка,улица Ползунова,46,3,13.2,5.86,5.2279,5.2247,8.156,5.2279,,,2.7608,4.5505
w209287642,Бендеры,Хомутяновка,улица Ползунова,47,3,14.5,5.81,5.21,5.2069,8.117,5.21,,,2.7787,4.5683
w315425213,Бендеры,Хомутяновка,улица Ползунова,48,3,15.1,5.83,5.2147,5.2115,8.127,5.2147,,,2.7741,4.5637
w209287665,Бендеры,Хомутяновка,улица Ползунова,49,3,14.4,5.78,5.1962,5.193,8.086,5.1962,,,2.7925,4.5822
w315425211,Бендеры,Хомутяновка,улица Ползунова,50,3,15.0,5.79,5.1997,5.1965,8.094,5.1997,,,2.7891,4.5787
w209287687,Бендеры,Хомутяновка,улица Ползунова,51,3,13.8,5.74,5.1811,5.1779,8.053,5.1811,,,2.9174,4.707
w315425210,Бендеры,Хомутяновка,улица Ползунова,52,3,14.1,5.75,5.1849,5.1817,8.062,5.1849,,,2.9212,4.7108
w209287654,Бендеры,Хомутяновка,улица Ползунова,53,3,14.4,5.71,5.1674,5.1642,8.023,5.1674,,,2.9037,4.6933
w315425209,Бендеры,Хомутяновка,улица Ползунова,54,3,14.3,5.72,5.1711,5.1679,8.031,5.1711,,,2.9074,4.697
w209287656,Бендеры,Хомутяновка,улица Ползунова,55,3,13.9,5.68,5.1546,5.1514,7.995,5.1546,,,2.8909,4.6805
w315425208,Бендеры,Хомутяновка,улица Ползунова,56,3,16.6,5.69,5.1567,5.1535,7.999,5.1567,,,2.893,4.6826
w209416055,Бендеры,Хомутяновка,улица Ползунова,59,3,13.8,5.7,5.1405,5.1373,7.991,5.1405,,,2.8768,4.6665
w209416076,Бендеры,Хомутяновка,улица Ползунова,61,3,14.4,5.74,5.1565,5.1533,8.026,5.1565,,,2.8928,4.6824
w315193168,Бендеры,Хомутяновка,улица Ползунова,62,3,14.9,5.72,5.1508,5.1476,8.013,5.1508,,,2.8871,4.6767
w209416019,Бендеры,Хомутяновка,улица Ползунова,63,3,15.0,5.75,5.0779,5.0747,7.951,5.0779,,,2.9065,4.6961
w315193162,Бендеры,Хомутяновка,улица Ползунова,64,3,14.7,5.76,5.0824,5.0792,7.962,5.0824,,,2.902,4.6916
w209416024,Бендеры,Хомутяновка,улица Ползунова,65,3,14.9,5.71,5.064,5.0609,7.921,5.064,,,2.9203,4.71
w315193161,Бендеры,Хомутяновка,улица Ползунова,66,3,14.8,5.72,5.0684,5.0652,7.931,5.0684,,,2.916,4.7056
w315193151,Бендеры,Хомутяновка,улица Ползунова,68,3,35.4,5.69,5.0547,5.0515,7.901,5.0547,,,2.9297,4.7193
w209416053,Бендеры,Хомутяновка,улица Ползунова,69,3,14.5,5.64,5.0339,5.0308,7.855,5.0339,,,2.9505,4.7401
w315193136,Бендеры,Хомутяновка,улица Ползунова,70,3,17.8,5.65,5.0365,5.0333,7.861,5.0365,,,2.9479,4.7375
w209416037,Бендеры,Хомутяновка,улица Ползунова,71,3,23.7,5.6,5.018,5.0148,7.82,5.018,,,2.9664,4.756
w315193137,Бендеры,Хомутяновка,улица Ползунова,72,3,16.7,5.62,5.0241,5.0209,7.833,5.0241,,,2.9603,4.7499
w209416054,Бендеры,Хомутяновка,улица Ползунова,73,3,14.7,5.57,5.0051,5.0019,7.791,5.0051,,,3.0904,4.88
w315425271,Бендеры,Хомутяновка,улица Ползунова,74,3,15.0,5.58,5.0096,5.0064,7.801,5.0096,,,3.0949,4.8845
w209416073,Бендеры,Хомутяновка,улица Ползунова,75,3,17.2,5.54,4.9931,4.9899,7.765,4.9931,,,3.0784,4.868
w315108395,Бендеры,Хомутяновка,улица Ползунова,76,3,23.1,5.54,4.9934,4.9902,7.766,4.9934,,,3.0788,4.8684
w209287651,Бендеры,Хомутяновка,улица Ползунова,86,3,25.7,5.33,5.1228,5.1199,7.789,5.1228,,,2.6627,4.4523
w209287673,Бендеры,Хомутяновка,улица Ползунова,88,3,22.4,5.32,5.1076,5.1047,7.768,5.1076,,,2.6779,4.4675
w352111747,Бендеры,Хомутяновка,улица Полоза,2,4,24.9,7.07,5.9276,5.9233,9.463,5.9276,,,2.9922,4.7818
w352111750,Бендеры,Хомутяновка,улица Полоза,2а,3,8.7,7.04,5.9127,5.9084,9.431,5.9127,,,2.9773,4.7669
w352265854,Бендеры,Хомутяновка,улица Полоза,3,4,11.6,7.13,5.9518,5.9475,9.517,5.9518,,,3.0164,4.8061
w91850337,Бендеры,Хомутяновка,улица Полоза,4,4,18.3,7.45,6.0384,6.034,9.763,6.0384,,,3.1031,4.8927
w352265855,Бендеры,Хомутяновка,улица Полоза,5,4,11.1,7.17,5.9675,5.9632,9.551,5.9675,,,3.0322,4.8218
w91850345,Бендеры,Хомутяновка,улица Полоза,6,4,15.5,7.54,6.0615,6.0569,9.832,6.0615,,,3.1261,4.9157
w209287637,Бендеры,Хомутяновка,улица Полоза,8,4,12.6,7.78,6.1218,6.1173,10.013,6.1218,,,3.1864,4.9761
w352263829,Бендеры,Хомутяновка,улица Полоза,9,4,10.3,7.27,6.0095,6.0051,9.644,6.0095,,,3.0741,4.8638
w209273564,Бендеры,Хомутяновка,улица Полоза,10,4,56.9,9.16,7.2199,7.2143,11.802,6.6715,,,3.3364,5.1261
w209287659,Бендеры,Хомутяновка,улица Полоза,10,4,13.5,7.96,6.1674,6.1628,10.15,6.1674,,,3.232,5.0216
w352263828,Бендеры,Хомутяновка,улица Полоза,11,4,10.9,7.3,6.0242,6.0197,9.676,6.0242,,,3.0888,4.8784
w209287667,Бендеры,Хомутяновка,улица Полоза,12,4,12.4,8.13,6.2089,6.2043,10.275,6.2089,,,3.2736,5.0632
w352263824,Бендеры,Хомутяновка,улица Полоза,13,4,11.0,7.34,6.0387,6.0341,9.707,6.0387,,,3.1033,4.8929
w209287681,Бендеры,Хомутяновка,улица Полоза,14,4,12.1,7.42,6.0457,6.0412,9.754,6.0457,,,3.1103,4.8999
w352263822,Бендеры,Хомутяновка,улица Полоза,15,4,13.2,7.38,6.0563,6.0517,9.746,6.0563,,,3.1209,4.9105
w209287660,Бендеры,Хомутяновка,улица Полоза,16,4,13.4,7.72,6.1222,6.1177,9.984,6.1222,,,3.1868,4.9764
w209287693,Бендеры,Хомутяновка,улица Полоза,18,4,18.5,7.49,6.0876,6.0831,9.833,6.0876,,,3.1523,4.9419
w209287671,Бендеры,Хомутяновка,улица Полоза,20,4,14.0,7.67,6.131,6.1264,9.963,6.131,,,3.1956,4.9853
w209654391,Бендеры,Хомутяновка,улица Сергея Ревенялэ,2,3,13.3,6.14,5.2416,5.2381,8.314,5.2416,,,3.0415,4.8311
w209654392,Бендеры,Хомутяновка,улица Сергея Ревенялэ,2,3,13.0,6.0,5.2045,5.201,8.203,5.2045,,,3.1184,4.908
w299629715,Бендеры,Хомутяновка,улица Сергея Ревенялэ,2а/1,3,17.9,6.15,5.0946,5.0911,8.171,5.0946,,,3.3551,6.347
w302074741,Бендеры,Хомутяновка,улица Сергея Ревенялэ,3,3,17.2,6.02,5.2323,5.2288,8.243,5.2323,,,3.1462,4.9358
w302074740,Бендеры,Хомутяновка,улица Сергея Ревенялэ,5,3,16.1,5.9,5.2172,5.2137,8.169,5.2172,,,3.1311,4.9207
n4835050372,Бендеры,Хомутяновка,улица Сергея Ревенялэ,"6 кв. 3,4",3,25.9,6.31,5.3508,5.3472,8.504,5.3508,,,2.9617,4.7514
w302074738,Бендеры,Хомутяновка,улица Сергея Ревенялэ,7,3,18.5,6.01,5.261,5.2574,8.265,5.261,,,3.1748,4.9645
n4835050371,Бендеры,Хомутяновка,улица Сергея Ревенялэ,8 кв. 1,3,15.2,6.35,5.3581,5.3546,8.531,5.3581,,,2.9283,4.7179
w302074736,Бендеры,Хомутяновка,улица Сергея Ревенялэ,9,3,18.6,6.05,5.1455,5.1419,8.171,5.1455,,,3.2065,4.9961
w302074735,Бендеры,Хомутяновка,улица Сергея Ревенялэ,11,3,15.8,6.0,5.1245,5.1209,8.125,5.1245,,,3.2274,5.0171
w302074727,Бендеры,Хомутяновка,улица Сергея Ревенялэ,13,3,16.6,5.92,5.0889,5.0853,8.046,5.0889,,,3.263,6.3413
w317053527,Бендеры,Хомутяновка,улица Спартака,1,3,9.1,6.58,5.7556,5.7516,9.047,5.7556,,,2.6473,4.4369
w317053524,Бендеры,Хомутяновка,улица Спартака,3,3,9.8,6.65,5.7824,5.7783,9.106,5.7824,,,2.6741,4.4637
w317053529,Бендеры,Хомутяновка,улица Спартака,4,3,15.6,6.66,5.7864,5.7824,9.115,5.7864,,,2.6781,4.4678
w317053522,Бендеры,Хомутяновка,улица Спартака,5,3,8.3,6.69,5.8018,5.7977,9.148,5.8018,,,2.6935,4.4831
w317053532,Бендеры,Хомутяновка,улица Спартака,6,3,14.6,6.7,5.8027,5.7986,9.151,5.8027,,,2.6944,4.4841
w317053530,Бендеры,Хомутяновка,улица Спартака,8,3,14.2,6.74,5.8201,5.816,9.189,5.8201,,,2.7118,4.5015
w315807407,Бендеры,Хомутяновка,улица Спартака,17,3,10.4,5.84,5.4479,5.4447,8.37,5.4479,,,2.5055,4.2951
w316172927,Бендеры,Хомутяновка,улица Спартака,17,3,12.3,6.07,5.5417,5.5383,8.577,5.5417,,,2.5993,4.3889
w316645123,Бендеры,Хомутяновка,улица Спартака,18,3,11.0,5.91,5.4749,5.4717,8.431,5.4749,,,2.5325,4.3221
w315851328,Бендеры,Хомутяновка,улица Спартака,19,3,13.6,5.83,5.4427,5.4396,8.359,5.4427,,,2.5003,4.29
w316645122,Бендеры,Хомутяновка,улица Спартака,19,3,9.7,6.07,5.5419,5.5385,8.578,5.5419,,,2.5996,4.3892
w316645118,Бендеры,Хомутяновка,улица Спартака,20,3,9.9,5.91,5.4754,5.4722,8.431,5.4754,,,2.533,4.3226
w317053545,Бендеры,Хомутяновка,улица Спартака,25,3,11.6,6.49,5.7161,5.7123,8.961,5.7161,,,2.7737,4.5634
w316785297,Бендеры,Хомутяновка,улица Спартака,27,3,8.9,6.49,5.7157,5.7118,8.96,5.7157,,,2.7733,4.5629
w317051454,Бендеры,Хомутяновка,улица Спартака,28,3,12.4,6.17,5.5824,5.5789,8.666,5.5824,,,2.64,4.4296
w317149184,Бендеры,Хомутяновка,улица Спартака,28,3,17.8,6.41,5.6823,5.6785,8.886,5.6823,,,2.7399,4.5295
w316785300,Бендеры,Хомутяновка,улица Спартака,29,3,26.5,6.47,5.7081,5.7043,8.943,5.7081,,,2.7657,4.5553
w316785289,Бендеры,Хомутяновка,улица Спартака,30,3,11.7,6.17,5.5817,5.5782,8.664,5.5817,,,2.6393,4.4289
w316785295,Бендеры,Хомутяновка,улица Спартака,30,3,10.4,6.36,5.6625,5.6588,8.842,5.6625,,,2.7201,4.5098
w317051455,Бендеры,Хомутяновка,улица Спартака,31,3,10.4,6.29,5.6327,5.6291,8.776,5.6327,,,2.6903,4.4799
w316785292,Бендеры,Хомутяновка,улица Спартака,33,3,8.1,6.28,5.6288,5.6252,8.768,5.6288,,,2.6864,4.476
w209416027,Бендеры,Хомутяновка,улица Спартака,54,3,21.8,5.6,5.4081,5.4052,8.206,5.4081,,,2.3775,4.1671
w209416068,Бендеры,Хомутяновка,улица Спартака,56,3,17.4,5.69,5.3856,5.3827,8.233,5.3856,,,2.4433,4.2329
w209416065,Бендеры,Хомутяновка,улица Спартака,58,3,14.1,5.69,5.3823,5.3794,8.226,5.3823,,,2.44,4.2296
w209416030,Бендеры,Хомутяновка,улица Спартака,60,3,19.1,5.53,5.334,5.331,8.098,5.334,,,2.4516,4.2412
w315851327,Бендеры,Хомутяновка,улица Спартака,62,3,21.6,5.52,5.3229,5.32,8.082,5.3229,,,2.4626,4.2522
w209416039,Бендеры,Хомутяновка,улица Спартака,64,3,19.3,5.5,5.3052,5.3023,8.056,5.3052,,,2.4803,4.27
w209416041,Бендеры,Хомутяновка,улица Спартака,66,3,21.0,5.49,5.2909,5.288,8.035,5.2909,,,2.4946,4.2842
w302074728,Бендеры,Хомутяновка,улица Старого,2,3,27.8,5.8,5.084,5.0803,7.985,5.084,,,3.3445,6.3364
w209654292,Бендеры,Хомутяновка,улица Старого,2а,3,22.3,5.65,4.9699,4.9665,7.797,4.9699,,,3.2304,6.2224
w302074726,Бендеры,Хомутяновка,улица Старого,2а,3,19.1,6.16,5.1769,5.1731,8.258,5.1769,,,3.4374,6.4294
w315193177,Бендеры,Хомутяновка,улица Старого,2а,3,21.9,5.83,5.0134,5.01,7.928,5.0134,,,3.2738,6.2658
w301982100,Бендеры,Хомутяновка,улица Старого,3,3,31.4,5.82,5.0901,5.0864,7.998,5.0901,,,3.3506,6.3425
w315618360,Бендеры,Хомутяновка,улица Старого,4,3,25.2,5.15,4.8079,4.8048,7.385,4.8079,,,3.0684,4.858
w315618358,Бендеры,Хомутяновка,улица Старого,6,3,23.7,5.17,4.8217,4.8187,7.409,4.8217,,,3.0822,4.8718
w315618357,Бендеры,Хомутяновка,улица Старого,8,3,23.1,5.2,4.8359,4.8327,7.434,4.8359,,,3.0963,4.886
w209287632,Бендеры,Хомутяновка,улица Старого,9,3,12.1,5.36,4.8443,4.8412,7.527,4.8443,,,3.1048,4.8944
w315618356,Бендеры,Хомутяновка,улица Старого,10,3,22.9,5.22,4.8492,4.8461,7.458,4.8492,,,3.1097,4.8993
w209287679,Бендеры,Хомутяновка,улица Старого,11,3,13.6,5.47,4.7997,4.7965,7.534,4.7997,,,3.1815,6.0521
w315618354,Бендеры,Хомутяновка,улица Старого,12,3,24.9,5.24,4.8622,4.859,7.481,4.8622,,,3.1226,4.9123
w209287650,Бендеры,Хомутяновка,улица Старого,13,3,12.3,5.81,5.0373,5.0337,7.941,5.0373,,,3.2978,5.0874
w315193207,Бендеры,Хомутяновка,улица Старого,14,3,22.6,5.25,4.875,4.8718,7.502,4.875,,,3.1355,4.9251
w315108398,Бендеры,Хомутяновка,улица Старого,16,3,22.2,5.28,4.8891,4.8859,7.527,4.8891,,,3.1496,4.9392
w315108397,Бендеры,Хомутяновка,улица Старого,18,3,22.1,5.3,4.9025,4.8992,7.551,4.9025,,,3.163,4.9526
w302074722,Бендеры,Хомутяновка,улица Старого,19,3,15.9,5.74,5.1,5.0962,7.972,5.1,,,3.3605,5.1501
w297019343,Бендеры,Хомутяновка,улица Старого,20,3,21.9,5.32,4.9159,4.9126,7.574,4.9159,,,3.1764,4.966
w209287631,Бендеры,Хомутяновка,улица Старого,21,3,11.9,5.88,5.1253,5.1215,8.064,5.1253,,,3.3858,5.1754
w209654357,Бендеры,Хомутяновка,улица Старого,21/1,3,25.3,5.04,4.8017,4.7988,7.319,4.8017,,,2.9838,4.7734
w302066909,Бендеры,Хомутяновка,улица Старого,23,3,20.3,4.98,4.7413,4.7384,7.232,4.7413,,,3.0443,5.9937
w302066911,Бендеры,Хомутяновка,улица Старого,25,3,35.8,4.96,4.7212,4.7182,7.202,4.7212,,,3.0644,5.9736
w302074721,Бендеры,Хомутяновка,улица Старого,27,3,27.9,5.96,4.9819,4.9783,7.964,4.9819,,,3.483,6.2343
w318120129,Бендеры,Хомутяновка,улица Старого,39,3,17.3,5.72,5.1813,5.1773,8.04,5.1813,,,3.4418,5.2314
n2321951516,Бендеры,Хомутяновка,улица Старого,40,3,10.4,5.79,5.2277,5.2236,8.12,5.2277,,,3.4882,5.2778
w315618362,Бендеры,Хомутяновка,улица Старого,126,3,22.6,5.04,4.8035,4.8006,7.322,4.8035,,,2.982,4.7717
w315618361,Бендеры,Хомутяновка,улица Старого,128,3,20.3,5.02,4.7868,4.7838,7.298,4.7868,,,2.9988,4.7884
w319366983,Бендеры,Хомутяновка,улица Старого,130Б,3,17.9,4.98,4.737,4.7341,7.225,4.737,,,3.0485,5.9895
w209287624,Бендеры,Хомутяновка,улица Старого,130а,3,22.6,5.31,4.8303,4.8273,7.484,4.8303,,,3.0908,4.8804
n2325366576,Бендеры,Борисовка,улица Титова,2а,2,12.7,6.28,4.2279,4.2226,7.368,4.2279,,,0.8928,2.6824
w319620037,Бендеры,Борисовка,улица Титова,3,2,16.4,6.71,4.4081,4.4025,7.763,4.4081,,,1.073,2.8627
w319139368,Бендеры,Борисовка,улица Титова,4,2,21.3,6.16,4.1632,4.158,7.241,4.1632,,,0.8281,2.6177
w319139367,Бендеры,Борисовка,улица Титова,6,2,16.4,6.11,4.1365,4.1314,7.194,4.1365,,,0.8014,2.591
n2325729699,Бендеры,Борисовка,улица Титова,7,2,6.0,6.61,4.3673,4.3617,7.674,4.3673,,,1.0322,2.8218
n2325729697,Бендеры,Борисовка,улица Титова,9,2,4.8,6.55,4.3418,4.3362,7.618,4.3418,,,1.0067,2.7963
w303917471,Бендеры,Борисовка,улица Титова,10/2,2,13.8,5.55,3.727,3.7233,6.503,3.727,,,0.4274,2.1815
w96821686,Бендеры,Борисовка,улица Титова,10а,2,15.2,7.04,4.1892,4.1846,7.712,4.1892,,,0.8541,2.6438
w319139364,Бендеры,Борисовка,улица Титова,12,2,11.1,5.99,4.0523,4.0474,7.046,4.0523,,,0.7171,2.5068
w319139360,Бендеры,Борисовка,улица Титова,14,2,16.7,5.91,4.0016,3.9969,6.957,4.0016,,,0.6665,2.4561
w319139359,Бендеры,Борисовка,улица Титова,16,2,15.2,5.88,3.9819,3.9772,6.924,3.9819,,,0.6468,2.4364
w319135682,Бендеры,Борисовка,улица Титова,18,2,18.9,5.86,3.9647,3.9601,6.893,3.9647,,,0.6296,2.4192
w319135681,Бендеры,Борисовка,улица Титова,20,2,30.1,5.81,3.9347,3.9302,6.841,3.9347,,,0.5996,2.3892
w318701775,Бендеры,Борисовка,улица Титова,24,2,31.4,5.67,3.8378,3.8335,6.671,3.8378,,,0.5027,2.2923
w318701776,Бендеры,Борисовка,улица Титова,26,2,20.4,5.65,3.8256,3.8213,6.65,3.8256,,,0.4905,2.2801
w318701779,Бендеры,Борисовка,улица Титова,30,2,14.2,5.59,3.7907,3.7865,6.588,3.7907,,,0.4556,2.2452
w318701793,Бендеры,Борисовка,улица Титова,32,2,12.6,5.57,3.7731,3.769,6.558,3.7731,,,0.438,2.2276
w318701796,Бендеры,Борисовка,улица Титова,34,2,14.5,5.55,3.7629,3.7588,6.54,3.7629,,,0.4278,2.2174
w318701800,Бендеры,Борисовка,улица Титова,36,2,27.7,5.53,3.7458,3.7418,6.51,3.7458,,,0.4107,2.2003
w319141437,Бендеры,Борисовка,улица Титова,37,2,16.8,6.04,4.0861,4.0811,7.105,4.0861,,,0.751,2.5407
w318701809,Бендеры,Борисовка,улица Титова,38,2,17.1,5.49,3.7215,3.7175,6.467,3.7215,,,0.3864,2.1761
w319141439,Бендеры,Борисовка,улица Титова,39,2,14.2,6.0,4.057,4.0521,7.055,4.057,,,0.7219,2.5115
w318701810,Бендеры,Борисовка,улица Титова,40,2,19.0,5.47,3.7043,3.7003,6.438,3.7043,,,0.3692,2.1588
w319141442,Бендеры,Борисовка,улица Титова,41,2,26.1,5.96,4.0324,4.0275,7.012,4.0324,,,0.6973,2.4869
w318701858,Бендеры,Борисовка,улица Титова,42,2,17.1,5.45,3.6918,3.6879,6.415,3.6918,,,0.3567,2.1464
w319141443,Бендеры,Борисовка,улица Титова,43,2,15.9,5.94,4.018,4.0132,6.986,4.018,,,0.6829,2.4726
w532689733,Бендеры,Борисовка,улица Титова,44,2,13.7,5.42,3.6726,3.6687,6.382,3.6726,,,0.3375,2.1271
w318701865,Бендеры,Борисовка,улица Титова,46,2,15.0,5.36,3.6375,3.6337,6.32,3.6375,,,0.3024,2.092
w319141423,Бендеры,Борисовка,улица Титова,47,2,20.6,5.86,3.9657,3.9611,6.895,3.9657,,,0.6306,2.4202
w318702077,Бендеры,Борисовка,улица Титова,48,2,18.8,5.33,3.6118,3.608,6.275,3.6118,,,0.2767,2.0663
w319141424,Бендеры,Борисовка,улица Титова,49,2,14.3,5.83,3.9458,3.9412,6.86,3.9458,,,0.6107,2.4003
w318702079,Бендеры,Борисовка,улица Титова,50,2,15.3,5.3,3.5951,3.5914,6.246,3.5951,,,0.26,2.0496
w319141427,Бендеры,Борисовка,улица Титова,51,2,20.0,5.8,3.9241,3.9196,6.822,3.9241,,,0.589,2.3786
w319144185,Бендеры,Борисовка,улица Титова,52,2,20.5,5.28,3.5807,3.577,6.221,3.5807,,,0.2456,2.0352
w318701866,Бендеры,Борисовка,улица Титова,53,2,38.3,5.36,3.6319,3.6281,6.31,3.6319,,,0.2968,2.0864
w319144188,Бендеры,Борисовка,улица Титова,54,2,17.3,5.25,3.5632,3.5596,6.191,3.5632,,,0.2281,2.0177
w319141431,Бендеры,Борисовка,улица Титова,55,2,20.3,5.67,3.8438,3.8395,6.681,3.8438,,,0.5087,2.2983
w319144191,Бендеры,Борисовка,улица Титова,56,2,15.5,5.24,3.5501,3.5465,6.168,3.5501,,,0.215,2.0046
w319141455,Бендеры,Борисовка,улица Титова,57,2,38.9,5.63,3.8133,3.8091,6.628,3.8133,,,0.4782,2.2678
w319144217,Бендеры,Борисовка,улица Титова,58,2,16.9,5.21,3.5335,3.53,6.139,3.5335,,,0.1984,1.9881
w319142246,Бендеры,Борисовка,улица Титова,59,2,17.7,5.56,3.7658,3.7617,6.545,3.7658,,,0.4307,2.2204
