uid,osm_type,osm_id,settlement,kind,housenumber,cluster_id,cluster_size,nearest_serviceable_road_m,lon,lat,flag,status
w285071047,w,285071047,protyagailovka,unaddressed_building,,32,5,203.8,29.43721,46.82921,possible_missing_or_unnamed_access_road,excluded_pending_owner_review
w285071050,w,285071050,protyagailovka,unaddressed_building,,32,5,178.6,29.43773,46.82865,possible_missing_or_unnamed_access_road,excluded_pending_owner_review
w426526610,w,426526610,protyagailovka,unaddressed_building,,32,5,181.8,29.43633,46.82941,possible_missing_or_unnamed_access_road,excluded_pending_owner_review
w428711639,w,428711639,protyagailovka,unaddressed_building,,32,5,241.1,29.43649,46.83,possible_missing_or_unnamed_access_road,excluded_pending_owner_review
w209267115,w,209267115,bender_core,unaddressed_building,,63,4,171.8,29.47502,46.83818,isolated_no_delivery_candidate,excluded_pending_owner_review
w209654343,w,209654343,bender_core,unaddressed_building,,35,4,167.7,29.47387,46.80489,isolated_no_delivery_candidate,excluded_pending_owner_review
w297019346,w,297019346,bender_core,unaddressed_building,,88,4,171.8,29.45237,46.83548,isolated_no_delivery_candidate,excluded_pending_owner_review
w306220581,w,306220581,bender_core,unaddressed_building,,63,4,175.5,29.47527,46.83833,isolated_no_delivery_candidate,excluded_pending_owner_review
w310492777,w,310492777,bender_core,unaddressed_building,,94,4,222.7,29.47944,46.80029,isolated_no_delivery_candidate,excluded_pending_owner_review
w315036785,w,315036785,bender_core,unaddressed_building,,35,4,255.4,29.47418,46.80395,isolated_no_delivery_candidate,excluded_pending_owner_review
w315036786,w,315036786,bender_core,unaddressed_building,,35,4,286.4,29.47387,46.80374,isolated_no_delivery_candidate,excluded_pending_owner_review
w318701787,w,318701787,bender_core,unaddressed_building,,63,4,162.4,29.47485,46.83812,isolated_no_delivery_candidate,excluded_pending_owner_review
w318701788,w,318701788,bender_core,unaddressed_building,,63,4,156.0,29.47472,46.83807,isolated_no_delivery_candidate,excluded_pending_owner_review
w320275317,w,320275317,bender_core,unaddressed_building,,94,4,223.1,29.47925,46.80061,isolated_no_delivery_candidate,excluded_pending_owner_review
w320287444,w,320287444,bender_core,unaddressed_building,,94,4,268.8,29.48014,46.80088,isolated_no_delivery_candidate,excluded_pending_owner_review
w352670638,w,352670638,bender_core,unaddressed_building,,88,4,210.6,29.45233,46.835,isolated_no_delivery_candidate,excluded_pending_owner_review
w352670639,w,352670639,bender_core,unaddressed_building,,88,4,165.9,29.45291,46.83517,isolated_no_delivery_candidate,excluded_pending_owner_review
w352670640,w,352670640,bender_core,unaddressed_building,,88,4,199.7,29.45175,46.83556,isolated_no_delivery_candidate,excluded_pending_owner_review
w41844125,w,41844125,bender_core,address,3,35,4,217.2,29.47396,46.80439,isolated_no_delivery_candidate,excluded_pending_owner_review
w707606986,w,707606986,bender_core,unaddressed_building,,94,4,241.5,29.47998,46.80112,isolated_no_delivery_candidate,excluded_pending_owner_review
w461204232,w,461204232,giska,unaddressed_building,,25,4,206.5,29.47417,46.78855,isolated_no_delivery_candidate,excluded_pending_owner_review
w531453713,w,531453713,giska,unaddressed_building,,25,4,195.4,29.47404,46.78864,isolated_no_delivery_candidate,excluded_pending_owner_review
w707610574,w,707610574,giska,unaddressed_building,,25,4,150.2,29.47353,46.78915,isolated_no_delivery_candidate,excluded_pending_owner_review
w707610576,w,707610576,giska,unaddressed_building,,25,4,163.9,29.47364,46.78873,isolated_no_delivery_candidate,excluded_pending_owner_review
n5653833606,n,5653833606,parkany,address,77,4,4,151.8,29.50913,46.84651,isolated_no_delivery_candidate,excluded_pending_owner_review
w284660839,w,284660839,parkany,unaddressed_building,,5,4,235.9,29.52801,46.83783,isolated_no_delivery_candidate,excluded_pending_owner_review
w284660843,w,284660843,parkany,unaddressed_building,,5,4,155.3,29.52831,46.83703,isolated_no_delivery_candidate,excluded_pending_owner_review
w284660844,w,284660844,parkany,unaddressed_building,,5,4,175.1,29.52792,46.83728,isolated_no_delivery_candidate,excluded_pending_owner_review
w284660845,w,284660845,parkany,unaddressed_building,,5,4,191.6,29.52826,46.83739,isolated_no_delivery_candidate,excluded_pending_owner_review
w320431685,w,320431685,parkany,unaddressed_building,,4,4,151.1,29.50913,46.84653,isolated_no_delivery_candidate,excluded_pending_owner_review
w320431689,w,320431689,parkany,unaddressed_building,,4,4,151.3,29.50885,46.84684,isolated_no_delivery_candidate,excluded_pending_owner_review
w320431690,w,320431690,parkany,unaddressed_building,,4,4,159.6,29.50884,46.8467,isolated_no_delivery_candidate,excluded_pending_owner_review
w477548340,w,477548340,protyagailovka,unaddressed_building,,33,4,154.4,29.43824,46.83135,isolated_no_delivery_candidate,excluded_pending_owner_review
w477548347,w,477548347,protyagailovka,unaddressed_building,,33,4,158.3,29.4378,46.832,isolated_no_delivery_candidate,excluded_pending_owner_review
w477548348,w,477548348,protyagailovka,unaddressed_building,,33,4,170.8,29.43763,46.83198,isolated_no_delivery_candidate,excluded_pending_owner_review
w477548349,w,477548349,protyagailovka,unaddressed_building,,33,4,159.9,29.43784,46.83189,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331350,w,115331350,bender_core,address,4,43,3,181.0,29.49354,46.78456,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331417,w,115331417,bender_core,address,8,43,3,240.1,29.49273,46.78378,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331504,w,115331504,bender_core,unaddressed_building,,56,3,201.2,29.48106,46.80152,isolated_no_delivery_candidate,excluded_pending_owner_review
w209654417,w,209654417,bender_core,unaddressed_building,,56,3,247.7,29.48139,46.80111,isolated_no_delivery_candidate,excluded_pending_owner_review
w209654419,w,209654419,bender_core,unaddressed_building,,56,3,162.5,29.48097,46.80187,isolated_no_delivery_candidate,excluded_pending_owner_review
w222637950,w,222637950,bender_core,address,6,43,3,240.3,29.49357,46.78398,isolated_no_delivery_candidate,excluded_pending_owner_review
w222802641,w,222802641,bender_core,unaddressed_building,,73,3,214.4,29.48572,46.79715,isolated_no_delivery_candidate,excluded_pending_owner_review
w224364417,w,224364417,bender_core,unaddressed_building,,76,3,195.0,29.47795,46.80632,isolated_no_delivery_candidate,excluded_pending_owner_review
w306499900,w,306499900,bender_core,unaddressed_building,,73,3,169.2,29.4866,46.79655,isolated_no_delivery_candidate,excluded_pending_owner_review
w307843686,w,307843686,bender_core,unaddressed_building,,76,3,184.2,29.47779,46.80609,isolated_no_delivery_candidate,excluded_pending_owner_review
w307843687,w,307843687,bender_core,unaddressed_building,,76,3,189.2,29.47777,46.80567,isolated_no_delivery_candidate,excluded_pending_owner_review
w315036784,w,315036784,bender_core,unaddressed_building,,101,3,218.4,29.47591,46.80417,isolated_no_delivery_candidate,excluded_pending_owner_review
w316026059,w,316026059,bender_core,unaddressed_building,,104,3,214.5,29.47075,46.84776,isolated_no_delivery_candidate,excluded_pending_owner_review
w316026063,w,316026063,bender_core,unaddressed_building,,104,3,155.2,29.4699,46.84773,isolated_no_delivery_candidate,excluded_pending_owner_review
w319384375,w,319384375,bender_core,unaddressed_building,,73,3,183.5,29.48627,46.79687,isolated_no_delivery_candidate,excluded_pending_owner_review
w320185193,w,320185193,bender_core,unaddressed_building,,101,3,171.4,29.47556,46.80457,isolated_no_delivery_candidate,excluded_pending_owner_review
w352151072,w,352151072,bender_core,unaddressed_building,,116,3,169.2,29.45826,46.84171,isolated_no_delivery_candidate,excluded_pending_owner_review
w352151074,w,352151074,bender_core,unaddressed_building,,116,3,154.4,29.45848,46.8413,isolated_no_delivery_candidate,excluded_pending_owner_review
w352155390,w,352155390,bender_core,unaddressed_building,,116,3,201.5,29.45785,46.84135,isolated_no_delivery_candidate,excluded_pending_owner_review
w481679930,w,481679930,bender_core,unaddressed_building,,101,3,197.5,29.47528,46.80433,isolated_no_delivery_candidate,excluded_pending_owner_review
w788926728,w,788926728,bender_core,unaddressed_building,,104,3,163.7,29.47049,46.84713,isolated_no_delivery_candidate,excluded_pending_owner_review
n457637238,n,457637238,bender_lipcani,address,1,59,3,218.4,29.47864,46.83958,isolated_no_delivery_candidate,excluded_pending_owner_review
w165762120,w,165762120,bender_lipcani,unaddressed_building,,59,3,152.1,29.47828,46.84029,isolated_no_delivery_candidate,excluded_pending_owner_review
w165762126,w,165762126,bender_lipcani,unaddressed_building,,59,3,212.6,29.47856,46.83965,isolated_no_delivery_candidate,excluded_pending_owner_review
w319144239,w,319144239,bender_lipcani,unaddressed_building,,109,3,569.0,29.48862,46.839,isolated_no_delivery_candidate,excluded_pending_owner_review
w319146323,w,319146323,bender_lipcani,unaddressed_building,,109,3,563.7,29.48786,46.8389,isolated_no_delivery_candidate,excluded_pending_owner_review
w797085134,w,797085134,bender_lipcani,unaddressed_building,,109,3,645.2,29.48876,46.8383,isolated_no_delivery_candidate,excluded_pending_owner_review
w1354934532,w,1354934532,giska,unaddressed_building,,20,3,300.7,29.45823,46.80261,isolated_no_delivery_candidate,excluded_pending_owner_review
w222870842,w,222870842,giska,address,20/3,17,3,403.7,29.44695,46.79918,isolated_no_delivery_candidate,excluded_pending_owner_review
w222870843,w,222870843,giska,address,20/2,17,3,391.7,29.44747,46.79922,isolated_no_delivery_candidate,excluded_pending_owner_review
w255716280,w,255716280,giska,unaddressed_building,,17,3,449.1,29.44687,46.79961,isolated_no_delivery_candidate,excluded_pending_owner_review
w315037921,w,315037921,giska,unaddressed_building,,20,3,216.0,29.45961,46.8027,isolated_no_delivery_candidate,excluded_pending_owner_review
w315037922,w,315037922,giska,unaddressed_building,,20,3,242.0,29.45907,46.80255,isolated_no_delivery_candidate,excluded_pending_owner_review
w405169676,w,405169676,giska,unaddressed_building,,22,3,161.1,29.47538,46.78903,isolated_no_delivery_candidate,excluded_pending_owner_review
w405169678,w,405169678,giska,unaddressed_building,,22,3,185.6,29.47535,46.78881,isolated_no_delivery_candidate,excluded_pending_owner_review
w406631304,w,406631304,giska,address,56,22,3,175.4,29.47553,46.78836,isolated_no_delivery_candidate,excluded_pending_owner_review
n2457786482,n,2457786482,parkany,address,47,2,3,150.2,29.51218,46.84295,isolated_no_delivery_candidate,excluded_pending_owner_review
n2457786483,n,2457786483,parkany,address,49,2,3,151.3,29.51207,46.84313,isolated_no_delivery_candidate,excluded_pending_owner_review
w304873380,w,304873380,parkany,unaddressed_building,,2,3,154.7,29.51215,46.84308,isolated_no_delivery_candidate,excluded_pending_owner_review
w103992687,w,103992687,bender_core,address,23,41,2,164.3,29.45396,46.83458,isolated_no_delivery_candidate,excluded_pending_owner_review
w103992695,w,103992695,bender_core,address,21,41,2,152.7,29.45382,46.8343,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331458,w,115331458,bender_core,unaddressed_building,,50,2,280.2,29.48279,46.79216,isolated_no_delivery_candidate,excluded_pending_owner_review
w295115438,w,295115438,bender_core,unaddressed_building,,86,2,170.4,29.48578,46.83157,isolated_no_delivery_candidate,excluded_pending_owner_review
w295115439,w,295115439,bender_core,unaddressed_building,,86,2,199.1,29.48532,46.8314,isolated_no_delivery_candidate,excluded_pending_owner_review
w310492778,w,310492778,bender_core,unaddressed_building,,95,2,193.7,29.47889,46.79881,isolated_no_delivery_candidate,excluded_pending_owner_review
w310492780,w,310492780,bender_core,unaddressed_building,,97,2,443.8,29.47922,46.79605,isolated_no_delivery_candidate,excluded_pending_owner_review
w310492781,w,310492781,bender_core,unaddressed_building,,97,2,419.6,29.47977,46.79652,isolated_no_delivery_candidate,excluded_pending_owner_review
w315035722,w,315035722,bender_core,unaddressed_building,,50,2,300.7,29.48368,46.79222,isolated_no_delivery_candidate,excluded_pending_owner_review
w316026061,w,316026061,bender_core,unaddressed_building,,106,2,242.6,29.47107,46.84883,isolated_no_delivery_candidate,excluded_pending_owner_review
w316026066,w,316026066,bender_core,unaddressed_building,,106,2,183.5,29.47023,46.84869,isolated_no_delivery_candidate,excluded_pending_owner_review
w342059481,w,342059481,bender_core,unaddressed_building,,114,2,169.2,29.501,46.79448,isolated_no_delivery_candidate,excluded_pending_owner_review
w587039250,w,587039250,bender_core,unaddressed_building,,114,2,222.5,29.50188,46.79462,isolated_no_delivery_candidate,excluded_pending_owner_review
w698278132,w,698278132,bender_core,unaddressed_building,,123,2,293.4,29.48895,46.83362,isolated_no_delivery_candidate,excluded_pending_owner_review
w707606985,w,707606985,bender_core,unaddressed_building,,95,2,202.3,29.47917,46.79905,isolated_no_delivery_candidate,excluded_pending_owner_review
w807752194,w,807752194,bender_core,unaddressed_building,,123,2,229.9,29.48916,46.83298,isolated_no_delivery_candidate,excluded_pending_owner_review
w286955639,w,286955639,bender_lipcani,unaddressed_building,,78,2,585.7,29.48595,46.83806,isolated_no_delivery_candidate,excluded_pending_owner_review
w289999164,w,289999164,bender_lipcani,unaddressed_building,,78,2,538.3,29.48592,46.83872,isolated_no_delivery_candidate,excluded_pending_owner_review
w222870844,w,222870844,giska,address,20/1,18,2,267.7,29.44772,46.79807,isolated_no_delivery_candidate,excluded_pending_owner_review
w255703825,w,255703825,giska,unaddressed_building,,18,2,282.8,29.44725,46.79803,isolated_no_delivery_candidate,excluded_pending_owner_review
w531692387,w,531692387,giska,unaddressed_building,,28,2,161.3,29.45759,46.78282,isolated_no_delivery_candidate,excluded_pending_owner_review
w531692388,w,531692388,giska,unaddressed_building,,28,2,163.1,29.45765,46.78267,isolated_no_delivery_candidate,excluded_pending_owner_review
w284660842,w,284660842,parkany,unaddressed_building,,6,2,171.7,29.52683,46.83717,isolated_no_delivery_candidate,excluded_pending_owner_review
w284829135,w,284829135,parkany,unaddressed_building,,8,2,231.9,29.52921,46.84313,isolated_no_delivery_candidate,excluded_pending_owner_review
w284829137,w,284829137,parkany,unaddressed_building,,8,2,274.6,29.52993,46.84319,isolated_no_delivery_candidate,excluded_pending_owner_review
w284981840,w,284981840,parkany,unaddressed_building,,6,2,155.8,29.52656,46.83765,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331406,w,115331406,bender_core,unaddressed_building,,45,1,166.8,29.48474,46.80089,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331413,w,115331413,bender_core,address,10,46,1,218.8,29.48692,46.7939,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331416,w,115331416,bender_core,unaddressed_building,,47,1,405.4,29.48101,46.79424,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331441,w,115331441,bender_core,address,10,48,1,218.2,29.49156,46.78381,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331456,w,115331456,bender_core,unaddressed_building,,49,1,406.1,29.48367,46.7932,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331467,w,115331467,bender_core,address,12,52,1,197.0,29.49038,46.78385,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331474,w,115331474,bender_core,unaddressed_building,,53,1,175.0,29.48699,46.79545,isolated_no_delivery_candidate,excluded_pending_owner_review
w115331494,w,115331494,bender_core,unaddressed_building,,54,1,430.3,29.48198,46.79366,isolated_no_delivery_candidate,excluded_pending_owner_review
w165631116,w,165631116,bender_core,unaddressed_building,,58,1,167.4,29.47926,46.83179,isolated_no_delivery_candidate,excluded_pending_owner_review
w184982168,w,184982168,bender_core,unaddressed_building,,60,1,160.7,29.45325,46.84552,isolated_no_delivery_candidate,excluded_pending_owner_review
w209287625,w,209287625,bender_core,address,8а,67,1,196.8,29.45242,46.83015,isolated_no_delivery_candidate,excluded_pending_owner_review
w209654281,w,209654281,bender_core,unaddressed_building,,68,1,243.1,29.47279,46.80456,isolated_no_delivery_candidate,excluded_pending_owner_review
w209654358,w,209654358,bender_core,unaddressed_building,,70,1,221.3,29.47094,46.806,isolated_no_delivery_candidate,excluded_pending_owner_review
w209654361,w,209654361,bender_core,unaddressed_building,,71,1,152.1,29.47071,46.807,isolated_no_delivery_candidate,excluded_pending_owner_review
w209654426,w,209654426,bender_core,unaddressed_building,,72,1,233.8,29.48282,46.8013,isolated_no_delivery_candidate,excluded_pending_owner_review
w223883584,w,223883584,bender_core,unaddressed_building,,74,1,152.7,29.45847,46.81375,isolated_no_delivery_candidate,excluded_pending_owner_review
w224357232,w,224357232,bender_core,unaddressed_building,,75,1,205.4,29.45592,46.81583,isolated_no_delivery_candidate,excluded_pending_owner_review
w285071410,w,285071410,bender_core,unaddressed_building,,77,1,193.5,29.457,46.81584,isolated_no_delivery_candidate,excluded_pending_owner_review
w299409799,w,299409799,bender_core,unaddressed_building,,90,1,175.7,29.47688,46.83325,isolated_no_delivery_candidate,excluded_pending_owner_review
w305769871,w,305769871,bender_core,unaddressed_building,,92,1,373.8,29.48249,46.79954,isolated_no_delivery_candidate,excluded_pending_owner_review
w310492779,w,310492779,bender_core,unaddressed_building,,96,1,232.8,29.47847,46.79796,isolated_no_delivery_candidate,excluded_pending_owner_review
w310492784,w,310492784,bender_core,unaddressed_building,,99,1,407.7,29.48435,46.79398,isolated_no_delivery_candidate,excluded_pending_owner_review
w314918729,w,314918729,bender_core,address,10б,100,1,153.6,29.46948,46.84303,isolated_no_delivery_candidate,excluded_pending_owner_review
w315717125,w,315717125,bender_core,unaddressed_building,,102,1,157.8,29.48386,46.78415,isolated_no_delivery_candidate,excluded_pending_owner_review
w315807405,w,315807405,bender_core,unaddressed_building,,103,1,153.9,29.46563,46.82783,isolated_no_delivery_candidate,excluded_pending_owner_review
w316026060,w,316026060,bender_core,unaddressed_building,,105,1,179.4,29.47183,46.84765,isolated_no_delivery_candidate,excluded_pending_owner_review
w316505550,w,316505550,bender_core,unaddressed_building,,107,1,391.7,29.47955,46.79507,isolated_no_delivery_candidate,excluded_pending_owner_review
w319384363,w,319384363,bender_core,unaddressed_building,,110,1,192.1,29.47914,46.79198,isolated_no_delivery_candidate,excluded_pending_owner_review
w319384376,w,319384376,bender_core,unaddressed_building,,111,1,294.7,29.48503,46.7962,isolated_no_delivery_candidate,excluded_pending_owner_review
w319401765,w,319401765,bender_core,address,228,112,1,173.8,29.45388,46.8497,isolated_no_delivery_candidate,excluded_pending_owner_review
w320184028,w,320184028,bender_core,unaddressed_building,,113,1,164.4,29.46496,46.84851,isolated_no_delivery_candidate,excluded_pending_owner_review
w352149221,w,352149221,bender_core,address,1,115,1,159.6,29.45231,46.84629,isolated_no_delivery_candidate,excluded_pending_owner_review
w352313731,w,352313731,bender_core,unaddressed_building,,117,1,231.4,29.4574,46.81488,isolated_no_delivery_candidate,excluded_pending_owner_review
w405093321,w,405093321,bender_core,unaddressed_building,,118,1,153.5,29.46845,46.85581,isolated_no_delivery_candidate,excluded_pending_owner_review
w415313080,w,415313080,bender_core,unaddressed_building,,119,1,157.4,29.47884,46.80761,isolated_no_delivery_candidate,excluded_pending_owner_review
w41844135,w,41844135,bender_core,unaddressed_building,,36,1,297.5,29.47507,46.80343,isolated_no_delivery_candidate,excluded_pending_owner_review
w450207734,w,450207734,bender_core,unaddressed_building,,120,1,157.4,29.45368,46.81575,isolated_no_delivery_candidate,excluded_pending_owner_review
w462664998,w,462664998,bender_core,unaddressed_building,,121,1,152.9,29.45959,46.83484,isolated_no_delivery_candidate,excluded_pending_owner_review
w47475166,w,47475166,bender_core,address,205,38,1,165.5,29.46487,46.80196,isolated_no_delivery_candidate,excluded_pending_owner_review
w706969526,w,706969526,bender_core,unaddressed_building,,124,1,292.4,29.4505,46.83508,isolated_no_delivery_candidate,excluded_pending_owner_review
w707606987,w,707606987,bender_core,unaddressed_building,,125,1,187.4,29.48387,46.80176,isolated_no_delivery_candidate,excluded_pending_owner_review
w209267148,w,209267148,bender_lipcani,unaddressed_building,,66,1,178.5,29.48426,46.84186,isolated_no_delivery_candidate,excluded_pending_owner_review
w289999163,w,289999163,bender_lipcani,unaddressed_building,,80,1,432.9,29.48426,46.83885,isolated_no_delivery_candidate,excluded_pending_owner_review
w289999167,w,289999167,bender_lipcani,unaddressed_building,,81,1,344.5,29.48412,46.84002,isolated_no_delivery_candidate,excluded_pending_owner_review
w293181396,w,293181396,bender_lipcani,unaddressed_building,,83,1,473.3,29.48131,46.83655,isolated_no_delivery_candidate,excluded_pending_owner_review
w295024423,w,295024423,bender_lipcani,unaddressed_building,,85,1,418.7,29.48174,46.83796,isolated_no_delivery_candidate,excluded_pending_owner_review
w295150811,w,295150811,bender_lipcani,unaddressed_building,,87,1,437.2,29.48525,46.83962,isolated_no_delivery_candidate,excluded_pending_owner_review
w222870845,w,222870845,giska,unaddressed_building,,19,1,187.1,29.44785,46.79726,isolated_no_delivery_candidate,excluded_pending_owner_review
w410936921,w,410936921,giska,unaddressed_building,,23,1,416.8,29.44837,46.79964,isolated_no_delivery_candidate,excluded_pending_owner_review
w424745865,w,424745865,giska,unaddressed_building,,24,1,165.4,29.42912,46.78246,isolated_no_delivery_candidate,excluded_pending_owner_review
w531957061,w,531957061,giska,unaddressed_building,,29,1,172.4,29.43762,46.77445,isolated_no_delivery_candidate,excluded_pending_owner_review
w589392319,w,589392319,giska,unaddressed_building,,31,1,526.1,29.40943,46.79402,isolated_no_delivery_candidate,excluded_pending_owner_review
w284662916,w,284662916,parkany,unaddressed_building,,7,1,153.6,29.52697,46.83915,isolated_no_delivery_candidate,excluded_pending_owner_review
w284829136,w,284829136,parkany,unaddressed_building,,9,1,227.7,29.52972,46.84409,isolated_no_delivery_candidate,excluded_pending_owner_review
w284981841,w,284981841,parkany,unaddressed_building,,11,1,202.8,29.52775,46.83857,isolated_no_delivery_candidate,excluded_pending_owner_review
w285017705,w,285017705,parkany,unaddressed_building,,12,1,200.3,29.52993,46.84175,isolated_no_delivery_candidate,excluded_pending_owner_review
w285017964,w,285017964,parkany,unaddressed_building,,13,1,157.6,29.52813,46.84237,isolated_no_delivery_candidate,excluded_pending_owner_review
w287722476,w,287722476,parkany,unaddressed_building,,14,1,181.7,29.52863,46.84677,isolated_no_delivery_candidate,excluded_pending_owner_review
w320431676,w,320431676,parkany,unaddressed_building,,15,1,158.9,29.50965,46.84562,isolated_no_delivery_candidate,excluded_pending_owner_review
