uid,osm_type,osm_id,settlement_ru,district_ru,street_ru,housenumber,full_address_ru,canonical_address_key,zone_id,expected_km,central_km,bam_km,service_status,address_status,assignment_basis,source_dataset_version,owner_review_required,direct_export_eligible
n4919312070,n,4919312070,Бендеры,,1-й Братский переулок,1 А,"Бендеры, 1-й Братский переулок, дом 1 А",бендеры||1-й братский переулок|1 а,2,3.873,4.284,0.949,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319402241,w,319402241,Бендеры,,1-й Братский переулок,12,"Бендеры, 1-й Братский переулок, дом 12",бендеры||1-й братский переулок|12,2,3.828,4.239,0.9037,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319305814,w,319305814,Бендеры,,1-й Братский переулок,14,"Бендеры, 1-й Братский переулок, дом 14",бендеры||1-й братский переулок|14,2,3.798,4.209,0.8739,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
n2325729678,n,2325729678,Бендеры,,1-й Братский переулок,16,"Бендеры, 1-й Братский переулок, дом 16",бендеры||1-й братский переулок|16,2,3.973,4.383,1.0484,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
n2325729685,n,2325729685,Бендеры,,1-й Братский переулок,23,"Бендеры, 1-й Братский переулок, дом 23",бендеры||1-й братский переулок|23,2,3.979,4.389,1.0543,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319402244,w,319402244,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.847,4.258,0.923,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319305817,w,319305817,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.86,4.271,0.9356,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523929,w,319523929,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.885,4.296,0.9612,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523930,w,319523930,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.888,4.298,0.9636,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319524379,w,319524379,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.891,4.302,0.9667,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319615912,w,319615912,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.891,4.302,0.9672,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523931,w,319523931,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.9,4.311,0.9757,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523932,w,319523932,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.902,4.313,0.9782,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319524377,w,319524377,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.905,4.316,0.981,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523933,w,319523933,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.914,4.324,0.9894,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319524376,w,319524376,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.92,4.331,0.9961,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523937,w,319523937,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.927,4.338,1.0029,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523939,w,319523939,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.935,4.346,1.0109,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319524375,w,319524375,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.937,4.348,1.0129,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523938,w,319523938,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.941,4.352,1.0172,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523940,w,319523940,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.956,4.367,1.032,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319524371,w,319524371,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.956,4.367,1.0316,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523942,w,319523942,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.97,4.381,1.0459,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319620054,w,319620054,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.971,4.381,1.0464,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319524372,w,319524372,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.977,4.388,1.0526,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523941,w,319523941,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,3.979,4.389,1.0544,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319523936,w,319523936,Бендеры,,1-й Братский переулок,,"Бендеры, 1-й Братский переулок",,2,4.045,4.456,1.121,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w515864768,w,515864768,Бендеры,,1-й Измаильский переулок,3,"Бендеры, 1-й Измаильский переулок, дом 3",бендеры||1-й измаильский переулок|3,3,4.962,4.633,7.3247,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863623,w,515863623,Бендеры,,1-й Измаильский переулок,4,"Бендеры, 1-й Измаильский переулок, дом 4",бендеры||1-й измаильский переулок|4,3,5.16,4.83,7.5221,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515864766,w,515864766,Бендеры,,1-й Измаильский переулок,5,"Бендеры, 1-й Измаильский переулок, дом 5",бендеры||1-й измаильский переулок|5,3,4.994,4.664,7.3561,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863622,w,515863622,Бендеры,,1-й Измаильский переулок,6,"Бендеры, 1-й Измаильский переулок, дом 6",бендеры||1-й измаильский переулок|6,3,5.185,4.855,7.547,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515864767,w,515864767,Бендеры,,1-й Измаильский переулок,7,"Бендеры, 1-й Измаильский переулок, дом 7",бендеры||1-й измаильский переулок|7,3,5.009,4.679,7.3711,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863618,w,515863618,Бендеры,,1-й Измаильский переулок,8,"Бендеры, 1-й Измаильский переулок, дом 8",бендеры||1-й измаильский переулок|8,3,5.204,4.874,7.5663,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863636,w,515863636,Бендеры,,1-й Измаильский переулок,9,"Бендеры, 1-й Измаильский переулок, дом 9",бендеры||1-й измаильский переулок|9,3,5.024,4.695,7.3868,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515829316,w,515829316,Бендеры,,1-й Измаильский переулок,10,"Бендеры, 1-й Измаильский переулок, дом 10",бендеры||1-й измаильский переулок|10,3,5.226,4.896,7.5884,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863635,w,515863635,Бендеры,,1-й Измаильский переулок,11,"Бендеры, 1-й Измаильский переулок, дом 11",бендеры||1-й измаильский переулок|11,3,5.037,4.708,7.3998,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515862141,w,515862141,Бендеры,,1-й Измаильский переулок,12,"Бендеры, 1-й Измаильский переулок, дом 12",бендеры||1-й измаильский переулок|12,3,5.245,4.915,7.6073,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863633,w,515863633,Бендеры,,1-й Измаильский переулок,13,"Бендеры, 1-й Измаильский переулок, дом 13",бендеры||1-й измаильский переулок|13,3,5.052,4.722,7.4144,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863631,w,515863631,Бендеры,,1-й Измаильский переулок,15,"Бендеры, 1-й Измаильский переулок, дом 15",бендеры||1-й измаильский переулок|15,3,5.067,4.738,7.4299,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863629,w,515863629,Бендеры,,1-й Измаильский переулок,17,"Бендеры, 1-й Измаильский переулок, дом 17",бендеры||1-й измаильский переулок|17,3,5.082,4.753,7.4447,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863628,w,515863628,Бендеры,,1-й Измаильский переулок,19,"Бендеры, 1-й Измаильский переулок, дом 19",бендеры||1-й измаильский переулок|19,3,5.098,4.768,7.46,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863627,w,515863627,Бендеры,,1-й Измаильский переулок,21,"Бендеры, 1-й Измаильский переулок, дом 21",бендеры||1-й измаильский переулок|21,3,5.112,4.782,7.4743,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863626,w,515863626,Бендеры,,1-й Измаильский переулок,23,"Бендеры, 1-й Измаильский переулок, дом 23",бендеры||1-й измаильский переулок|23,3,5.126,4.796,7.4886,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863625,w,515863625,Бендеры,,1-й Измаильский переулок,25,"Бендеры, 1-й Измаильский переулок, дом 25",бендеры||1-й измаильский переулок|25,3,5.14,4.81,7.5024,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863624,w,515863624,Бендеры,,1-й Измаильский переулок,27,"Бендеры, 1-й Измаильский переулок, дом 27",бендеры||1-й измаильский переулок|27,3,5.157,4.827,7.5195,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515864764,w,515864764,Бендеры,,1-й Измаильский переулок,29,"Бендеры, 1-й Измаильский переулок, дом 29",бендеры||1-й измаильский переулок|29,3,5.17,4.841,7.5326,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863621,w,515863621,Бендеры,,1-й Измаильский переулок,31,"Бендеры, 1-й Измаильский переулок, дом 31",бендеры||1-й измаильский переулок|31,3,5.185,4.855,7.547,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863620,w,515863620,Бендеры,,1-й Измаильский переулок,33,"Бендеры, 1-й Измаильский переулок, дом 33",бендеры||1-й измаильский переулок|33,3,5.201,4.871,7.5631,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863616,w,515863616,Бендеры,,1-й Измаильский переулок,35,"Бендеры, 1-й Измаильский переулок, дом 35",бендеры||1-й измаильский переулок|35,3,5.225,4.895,7.5871,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515863617,w,515863617,Бендеры,,1-й Измаильский переулок,37,"Бендеры, 1-й Измаильский переулок, дом 37",бендеры||1-й измаильский переулок|37,3,5.241,4.912,7.6039,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w528387455,w,528387455,Бендеры,,1-й Измаильский переулок,56,"Бендеры, 1-й Измаильский переулок, дом 56",бендеры||1-й измаильский переулок|56,3,4.887,4.558,7.2495,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w528387454,w,528387454,Бендеры,,1-й Измаильский переулок,58,"Бендеры, 1-й Измаильский переулок, дом 58",бендеры||1-й измаильский переулок|58,3,4.847,4.578,7.2696,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w528387457,w,528387457,Бендеры,,1-й Измаильский переулок,58,"Бендеры, 1-й Измаильский переулок, дом 58",бендеры||1-й измаильский переулок|58,3,4.847,4.518,7.2098,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w528387456,w,528387456,Бендеры,,1-й Измаильский переулок,60,"Бендеры, 1-й Измаильский переулок, дом 60",бендеры||1-й измаильский переулок|60,3,4.924,4.594,7.2864,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w528387459,w,528387459,Бендеры,,1-й Измаильский переулок,60А,"Бендеры, 1-й Измаильский переулок, дом 60А",бендеры||1-й измаильский переулок|60а,3,4.877,4.548,7.2397,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w531443830,w,531443830,Бендеры,,1-й Измаильский переулок,62,"Бендеры, 1-й Измаильский переулок, дом 62",бендеры||1-й измаильский переулок|62,3,4.966,4.636,7.328,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w531443831,w,531443831,Бендеры,,1-й Измаильский переулок,64,"Бендеры, 1-й Измаильский переулок, дом 64",бендеры||1-й измаильский переулок|64,3,4.982,4.652,7.3445,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w531466227,w,531466227,Бендеры,,1-й Измаильский переулок,151,"Бендеры, 1-й Измаильский переулок, дом 151",бендеры||1-й измаильский переулок|151,3,4.835,4.505,7.1969,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w528387461,w,528387461,Бендеры,,1-й Измаильский переулок,153,"Бендеры, 1-й Измаильский переулок, дом 153",бендеры||1-й измаильский переулок|153,3,4.851,4.521,7.2132,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
n5160467350,n,5160467350,Бендеры,,1-й Измаильский переулок,155,"Бендеры, 1-й Измаильский переулок, дом 155",бендеры||1-й измаильский переулок|155,3,4.869,4.54,7.2317,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w531466228,w,531466228,Бендеры,,1-й Измаильский переулок,159,"Бендеры, 1-й Измаильский переулок, дом 159",бендеры||1-й измаильский переулок|159,3,4.819,4.489,7.1816,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w528387460,w,528387460,Бендеры,,1-й Измаильский переулок,167,"Бендеры, 1-й Измаильский переулок, дом 167",бендеры||1-й измаильский переулок|167,3,4.88,4.551,7.2427,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515864773,w,515864773,Бендеры,,1-й Измаильский переулок,169,"Бендеры, 1-й Измаильский переулок, дом 169",бендеры||1-й измаильский переулок|169,3,4.897,4.567,7.2593,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515864772,w,515864772,Бендеры,,1-й Измаильский переулок,171,"Бендеры, 1-й Измаильский переулок, дом 171",бендеры||1-й измаильский переулок|171,3,4.918,4.589,7.2809,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w515864769,w,515864769,Бендеры,,1-й Измаильский переулок,173,"Бендеры, 1-й Измаильский переулок, дом 173",бендеры||1-й измаильский переулок|173,3,4.934,4.604,7.2963,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w531446214,w,531446214,Бендеры,,1-й Измаильский переулок,175,"Бендеры, 1-й Измаильский переулок, дом 175",бендеры||1-й измаильский переулок|175,3,5.057,4.728,7.4197,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w528387458,w,528387458,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,4.859,4.53,7.2217,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w707610579,w,707610579,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,4.865,4.535,7.2273,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w689858950,w,689858950,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,4.969,4.639,7.3316,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w531471912,w,531471912,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,4.971,4.641,7.3335,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w689858951,w,689858951,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,5.003,4.673,7.3654,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w515863634,w,515863634,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,5.053,4.723,7.4149,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w515863632,w,515863632,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,5.074,4.744,7.4361,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w993445725,w,993445725,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,5.104,4.775,7.4666,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w515864765,w,515864765,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,5.168,4.838,7.5304,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w515863619,w,515863619,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,5.196,4.866,7.558,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w515856077,w,515856077,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,3,5.229,4.899,7.5914,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w531443832,w,531443832,Бендеры,,1-й Измаильский переулок,,"Бендеры, 1-й Измаильский переулок",,4,8.366,8.045,10.6254,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319141459,w,319141459,Бендеры,,1-й переулок Петровского,1,"Бендеры, 1-й переулок Петровского, дом 1",бендеры||1-й переулок петровского|1,2,3.514,3.925,0.5899,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319141457,w,319141457,Бендеры,,1-й переулок Петровского,3,"Бендеры, 1-й переулок Петровского, дом 3",бендеры||1-й переулок петровского|3,2,3.569,3.956,0.8569,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319615907,w,319615907,Бендеры,,1-й переулок Петровского,4,"Бендеры, 1-й переулок Петровского, дом 4",бендеры||1-й переулок петровского|4,2,3.526,3.937,0.6017,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319615909,w,319615909,Бендеры,,1-й переулок Петровского,6,"Бендеры, 1-й переулок Петровского, дом 6",бендеры||1-й переулок петровского|6,2,3.568,3.955,0.8584,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319402243,w,319402243,Бендеры,,1-й переулок Петровского,10,"Бендеры, 1-й переулок Петровского, дом 10",бендеры||1-й переулок петровского|10,2,3.737,4.148,0.8132,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319141434,w,319141434,Бендеры,,1-й переулок Петровского,11,"Бендеры, 1-й переулок Петровского, дом 11",бендеры||1-й переулок петровского|11,2,3.795,4.205,0.8706,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319227866,w,319227866,Бендеры,,1-й переулок Петровского,16,"Бендеры, 1-й переулок Петровского, дом 16",бендеры||1-й переулок петровского|16,2,3.773,4.184,0.8486,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
n2325366583,n,2325366583,Бендеры,,1-й переулок Петровского,29,"Бендеры, 1-й переулок Петровского, дом 29",бендеры||1-й переулок петровского|29,2,3.748,4.159,0.8242,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w319141458,w,319141458,Бендеры,,1-й переулок Петровского,,"Бендеры, 1-й переулок Петровского",,2,3.572,3.96,0.8532,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319141419,w,319141419,Бендеры,,1-й переулок Петровского,,"Бендеры, 1-й переулок Петровского",,2,3.583,3.973,0.8401,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319141433,w,319141433,Бендеры,,1-й переулок Петровского,,"Бендеры, 1-й переулок Петровского",,2,3.774,4.184,0.8494,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319305811,w,319305811,Бендеры,,1-й переулок Петровского,,"Бендеры, 1-й переулок Петровского",,2,3.787,4.198,0.8632,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319141451,w,319141451,Бендеры,,1-й переулок Петровского,,"Бендеры, 1-й переулок Петровского",,2,3.804,4.214,0.8795,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w319141446,w,319141446,Бендеры,,1-й переулок Петровского,,"Бендеры, 1-й переулок Петровского",,2,3.816,4.227,0.8922,standard,unaddressed_delivery_unit,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,False
w299347937,w,299347937,Бендеры,,2-й Береговой переулок,13,"Бендеры, 2-й Береговой переулок, дом 13",бендеры||2-й береговой переулок|13,1,1.508,1.375,2.7566,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w299347938,w,299347938,Бендеры,,2-й Береговой переулок,15,"Бендеры, 2-й Береговой переулок, дом 15",бендеры||2-й береговой переулок|15,1,1.49,1.357,2.7391,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
w299347940,w,299347940,Бендеры,,2-й Береговой переулок,17,"Бендеры, 2-й Береговой переулок, дом 17",бендеры||2-й береговой переулок|17,1,1.514,1.381,2.763,standard,verified_osm_address,osrm_road_km_0.85_0.15 | K=4 Scenario A (owner-approved),moldova-pbf:09ba0c058e89,False,True
