uid,settlement_ru,district_ru,street_ru,housenumber,current_zone,in_city_km,outside_city_km,raw_km_A,eq_km_A,eq_km_B,recalculated_zone_A,recalculated_zone_B,reason_A
w286134134,Бендеры,Центр,Коммунистическая улица,65,1,0.5967,0.0,1.0079,1.0066,0.9325,1,1,stable
w289102411,Бендеры,Центр,Коммунистическая улица,67,1,0.6004,0.0,1.0115,1.0103,0.9362,1,1,stable
w289102413,Бендеры,Центр,Коммунистическая улица,71,1,0.6424,0.0,1.0536,1.0523,0.9782,1,1,stable
w289102414,Бендеры,Центр,Коммунистическая улица,73,1,0.6652,0.0,1.0764,1.0751,1.001,1,1,stable
w289102415,Бендеры,Центр,Коммунистическая улица,75,1,0.6825,0.0,1.0937,1.0924,1.0183,1,1,stable
w164986730,Бендеры,Центр,Коммунистическая улица,76,1,0.8758,0.0,1.2873,1.2854,1.2114,1,1,stable
w164988237,Бендеры,Центр,Коммунистическая улица,77,1,0.7618,0.0,1.1731,1.1717,1.0976,1,1,stable
w352767283,Бендеры,Центр,Коммунистическая улица,78,1,0.5913,0.0,1.0025,1.0012,0.9271,1,1,stable
w289100567,Бендеры,Центр,Коммунистическая улица,80,1,0.609,0.0,1.0202,1.0189,0.9448,1,1,stable
w289102408,Бендеры,Центр,Коммунистическая улица,82,1,0.6253,0.0,1.0365,1.0352,0.9611,1,1,stable
w285073254,Бендеры,Центр,Коммунистическая улица,83,1,0.8041,0.0,1.2153,1.214,1.1399,1,1,stable
w289102409,Бендеры,Центр,Коммунистическая улица,84,1,0.6424,0.0,1.0536,1.0523,0.9782,1,1,stable
w285073257,Бендеры,Центр,Коммунистическая улица,85,1,0.8312,0.0,1.2424,1.2411,1.167,1,1,stable
w289102410,Бендеры,Центр,Коммунистическая улица,86,1,0.6679,0.0,1.079,1.0778,1.0037,1,1,stable
w285073259,Бендеры,Центр,Коммунистическая улица,87,1,0.8492,0.0,1.2604,1.2591,1.185,1,1,stable
w285074328,Бендеры,Центр,Коммунистическая улица,89,1,0.8635,0.0,1.2746,1.2734,1.1993,1,1,stable
w333967536,Бендеры,Центр,Коммунистическая улица,90,1,0.7732,0.0,1.1844,1.1831,1.109,1,1,stable
w285074326,Бендеры,Центр,Коммунистическая улица,91,1,1.0264,0.0,1.4314,1.4298,1.3558,1,1,stable
w285073917,Бендеры,Центр,Коммунистическая улица,92,1,0.8031,0.0,1.2143,1.213,1.1389,1,1,stable
w285074327,Бендеры,Центр,Коммунистическая улица,93,1,1.0264,0.0,1.4314,1.4298,1.3558,1,1,stable
w352769456,Бендеры,Центр,Коммунистическая улица,94,1,0.814,0.0,1.2251,1.2239,1.1498,1,1,stable
w285073260,Бендеры,Центр,Коммунистическая улица,96,1,0.8287,0.0,1.2399,1.2386,1.1645,1,1,stable
w422854008,Бендеры,Центр,Коммунистическая улица,97,1,0.99,0.0,1.4012,1.3999,1.3258,1,1,stable
w285073914,Бендеры,Центр,Коммунистическая улица,98,1,0.8487,0.0,1.2599,1.2586,1.1845,1,1,stable
w285073929,Бендеры,Центр,Коммунистическая улица,98Б,1,0.8611,0.0,1.2723,1.271,1.1969,1,1,stable
w285073931,Бендеры,Центр,Коммунистическая улица,100,1,0.8702,0.0,1.2813,1.2801,1.206,1,1,stable
w285073932,Бендеры,Центр,Коммунистическая улица,102,1,0.8812,0.0,1.2923,1.2911,1.217,1,1,stable
w290336188,Бендеры,Центр,Коммунистическая улица,103,1,1.0118,0.0,1.423,1.4217,1.3476,1,1,stable
w290334244,Бендеры,Центр,Коммунистическая улица,103а,1,1.0693,0.0,1.4805,1.4792,1.4051,1,1,stable
w285073928,Бендеры,Центр,Коммунистическая улица,104,1,0.8943,0.0,1.3054,1.3042,1.2301,1,1,stable
w422854010,Бендеры,Центр,Коммунистическая улица,105,1,1.0229,0.0,1.4341,1.4328,1.3587,1,1,stable
w290334307,Бендеры,Центр,Коммунистическая улица,107,1,1.0313,0.0,1.4425,1.4412,1.3671,1,1,stable
w290295804,Бендеры,Центр,Коммунистическая улица,108,1,0.976,0.0,1.3871,1.3859,1.3118,1,1,stable
w290295808,Бендеры,Центр,Коммунистическая улица,108,1,0.9898,0.0,1.4009,1.3997,1.3256,1,1,stable
w290334308,Бендеры,Центр,Коммунистическая улица,109,1,1.0404,0.0,1.4515,1.4503,1.3762,1,1,stable
w290295809,Бендеры,Центр,Коммунистическая улица,110,1,1.0147,0.0,1.4259,1.4246,1.3505,1,1,stable
w290334304,Бендеры,Центр,Коммунистическая улица,111,1,1.0549,0.0,1.4661,1.4648,1.3907,1,1,stable
w290295811,Бендеры,Центр,Коммунистическая улица,112,1,1.0306,0.0,1.4418,1.4405,1.3664,1,1,stable
w290334303,Бендеры,Центр,Коммунистическая улица,113,1,1.0794,0.0,1.4906,1.4893,1.4152,1,1,stable
w290334306,Бендеры,Центр,Коммунистическая улица,113,1,1.0663,0.0,1.4775,1.4762,1.4021,1,1,stable
w291377853,Бендеры,Центр,Коммунистическая улица,114,1,1.0429,0.0,1.4541,1.4528,1.3787,1,1,stable
w290334301,Бендеры,Центр,Коммунистическая улица,115,1,1.0913,0.0,1.5025,1.5012,1.4271,1,1,stable
w290334242,Бендеры,Центр,Коммунистическая улица,116а,1,1.0571,0.0,1.4683,1.467,1.3929,1,1,stable
w290334247,Бендеры,Центр,Коммунистическая улица,117,1,1.1261,0.0,1.5373,1.536,1.4619,1,1,stable
w295153386,Бендеры,Балка,Коммунистическая улица,119,1,1.4204,0.0,1.8315,1.8303,1.7562,1,1,stable
w290334241,Бендеры,Центр,Коммунистическая улица,120,1,1.0885,0.0,1.4997,1.4984,1.4243,1,1,stable
w295153384,Бендеры,Балка,Коммунистическая улица,121,1,1.4313,0.0,1.8424,1.8412,1.7671,1,1,stable
w222787503,Бендеры,Центр,Коммунистическая улица,122,1,1.1171,0.0,1.5283,1.527,1.4529,1,1,stable
w295153381,Бендеры,Балка,Коммунистическая улица,123,1,1.4491,0.0,1.8603,1.859,1.7849,1,1,stable
w295423303,Бендеры,Балка,Коммунистическая улица,124,1,1.4259,0.0,1.8371,1.8358,1.7617,1,1,stable
w295153382,Бендеры,Балка,Коммунистическая улица,125,1,1.4605,0.0,1.8716,1.8704,1.7963,1,1,stable
w295153394,Бендеры,Балка,Коммунистическая улица,125а,1,1.4643,0.0,1.8755,1.8742,1.8001,1,1,stable
w295153396,Бендеры,Балка,Коммунистическая улица,125в,1,1.4813,0.0,1.8925,1.8912,1.8171,1,1,stable
w295423304,Бендеры,Балка,Коммунистическая улица,126,1,1.4341,0.0,1.8452,1.844,1.7699,1,1,stable
w295153393,Бендеры,Балка,Коммунистическая улица,127,1,1.4773,0.0,1.8884,1.8872,1.8131,1,1,stable
w295423305,Бендеры,Балка,Коммунистическая улица,128,1,1.4483,0.0,1.8595,1.8582,1.7841,1,1,stable
w295423306,Бендеры,Балка,Коммунистическая улица,130,1,1.4597,0.0,1.8708,1.8696,1.7955,1,1,stable
w295423309,Бендеры,Балка,Коммунистическая улица,132,1,1.4722,0.0,1.8833,1.8821,1.808,1,1,stable
w295423302,Бендеры,Балка,Коммунистическая улица,134а/1,1,1.5065,0.0,1.9177,1.9164,1.8423,1,1,stable
n2323031531,Бендеры,Балка,Коммунистическая улица,138,1,1.4915,0.0,1.9027,1.9014,1.8273,1,1,stable
w295619138,Бендеры,Балка,Коммунистическая улица,141,1,1.6937,0.0,2.105,2.1036,2.0295,1,1,stable
w295619153,Бендеры,Балка,Коммунистическая улица,150,1,1.7121,0.0,2.1234,2.122,2.0479,1,1,stable
w299349210,Бендеры,Балка,Коммунистическая улица,153а,1,1.795,0.0,2.2063,2.2049,2.1308,1,1,stable
w302537732,Бендеры,Балка,Коммунистическая улица,155,1,1.8056,0.0,2.2169,2.2155,2.1414,1,1,stable
w299349211,Бендеры,Балка,Коммунистическая улица,157,1,1.8279,0.0,2.2392,2.2378,2.1637,1,1,stable
w302537734,Бендеры,Балка,Коммунистическая улица,159,1,1.8396,0.0,2.2509,2.2495,2.1754,1,1,stable
w302537735,Бендеры,Балка,Коммунистическая улица,160,1,1.8345,0.0,2.2458,2.2444,2.1703,1,1,stable
w303140596,Бендеры,Балка,Коммунистическая улица,165,1,1.9739,0.0,2.3852,2.3838,2.3097,1,1,stable
w303140609,Бендеры,Балка,Коммунистическая улица,168,1,1.9535,0.0,2.3648,2.3634,2.2893,1,1,stable
w222787494,Бендеры,Балка,Коммунистическая улица,169,1,2.0178,0.0,2.4292,2.4277,2.3536,1,1,stable
w303317657,Бендеры,Балка,Коммунистическая улица,171,1,2.0735,0.0,2.4849,2.4834,2.4093,1,1,stable
w223883817,Бендеры,Балка,Коммунистическая улица,173,2,2.4884,0.0,2.9107,2.9089,2.8313,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w303140615,Бендеры,Балка,Коммунистическая улица,174,1,1.9952,0.0,2.4065,2.4051,2.331,1,1,stable
w303140617,Бендеры,Балка,Коммунистическая улица,176,1,2.0071,0.0,2.4185,2.417,2.3429,1,1,stable
w303140618,Бендеры,Балка,Коммунистическая улица,178,1,2.0204,0.0,2.4318,2.4303,2.3562,1,1,stable
w303140619,Бендеры,Балка,Коммунистическая улица,180,1,2.0794,0.0,2.4908,2.4893,2.4152,1,1,stable
w303985841,Бендеры,Балка,Коммунистическая улица,182а,1,2.0834,0.0,2.4948,2.4933,2.4192,1,1,stable
w303985843,Бендеры,Балка,Коммунистическая улица,184,2,2.1149,0.0,2.5264,2.5248,2.4507,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w303985844,Бендеры,Балка,Коммунистическая улица,186,2,2.1318,0.0,2.5432,2.5417,2.4676,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w161048769,Бендеры,Ленинский,Коммунистическая улица,187,2,2.7031,0.0,3.0917,3.0898,3.0235,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w303985845,Бендеры,Балка,Коммунистическая улица,188,2,2.1473,0.0,2.5587,2.5572,2.4831,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w47475186,Бендеры,Ленинский,Коммунистическая улица,189,2,2.7272,0.0,3.1158,3.1139,3.0476,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w47475184,Бендеры,Ленинский,Коммунистическая улица,189а,2,2.811,0.0,3.1996,3.1977,3.1314,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w161048746,Бендеры,Ленинский,Коммунистическая улица,191,2,2.8057,0.0,3.1944,3.1924,3.1261,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w303985848,Бендеры,Балка,Коммунистическая улица,192,2,2.1798,0.0,2.5912,2.5897,2.5156,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w161048739,Бендеры,Ленинский,Коммунистическая улица,195,2,2.8841,0.0,3.2728,3.2708,3.2045,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w161048749,Бендеры,Ленинский,Коммунистическая улица,197,2,2.9689,0.0,3.3577,3.3556,3.2893,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w47475158,Бендеры,Ленинский,Коммунистическая улица,199,2,2.9318,0.0,3.3206,3.3185,3.2522,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w47475167,Бендеры,Ленинский,Коммунистическая улица,201,2,3.2291,0.0,3.6181,3.6158,3.5495,2,2,stable
w47475164,Бендеры,Ленинский,Коммунистическая улица,203,2,3.2641,0.0,3.653,3.6508,3.5845,2,2,stable
w47475165,Бендеры,Ленинский,Коммунистическая улица,205,2,3.3288,0.0,3.7178,3.7155,3.6492,2,2,stable
w47475149,Бендеры,Ленинский,Коммунистическая улица,207,3,4.2171,0.0,4.5636,4.5598,4.506,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w47475152,Бендеры,Ленинский,Коммунистическая улица,209,2,3.3991,0.0,3.788,3.7858,3.7195,2,2,stable
w161058098,Бендеры,Хомутяновка,Комсомольская улица,1,1,1.5749,0.0,1.9877,1.9848,1.9107,1,1,stable
w211496794,Бендеры,Хомутяновка,Комсомольская улица,2,1,1.5222,0.0,1.9348,1.9321,1.858,1,1,stable
w446490135,Бендеры,Хомутяновка,Комсомольская улица,2,1,1.4989,0.0,1.9114,1.9088,1.8347,1,1,stable
w295088581,Бендеры,Хомутяновка,Комсомольская улица,2б,1,1.5951,0.0,2.0079,2.005,1.9309,1,1,stable
w211496742,Бендеры,Хомутяновка,Комсомольская улица,4,1,1.5194,0.0,1.932,1.9293,1.8552,1,1,stable
w211496784,Бендеры,Хомутяновка,Комсомольская улица,5,1,1.5154,0.0,1.9279,1.9253,1.8512,1,1,stable
w211496787,Бендеры,Хомутяновка,Комсомольская улица,6,1,1.549,0.0,1.9615,1.9589,1.8848,1,1,stable
w211496781,Бендеры,Хомутяновка,Комсомольская улица,7A,1,1.4428,0.0,1.8552,1.8527,1.7786,1,1,stable
w211496770,Бендеры,Хомутяновка,Комсомольская улица,8,1,1.5638,0.0,1.9763,1.9737,1.8996,1,1,stable
w295076555,Бендеры,Нижний Днестр,Комсомольская улица,9,1,1.1503,0.0,1.5558,1.5537,1.4797,1,1,stable
w415723868,Бендеры,Хомутяновка,Комсомольская улица,10,1,1.5638,0.0,1.9763,1.9737,1.8996,1,1,stable
w289022008,Бендеры,Центр,Комсомольская улица,14,1,1.163,0.0,1.5747,1.5729,1.4988,1,1,stable
w289022006,Бендеры,Центр,Комсомольская улица,16,1,1.1349,0.0,1.5465,1.5448,1.4707,1,1,stable
w164988229,Бендеры,Центр,Комсомольская улица,19,1,1.1767,0.0,1.5883,1.5866,1.5125,1,1,stable
w289022017,Бендеры,Центр,Комсомольская улица,20,1,1.0439,0.0,1.4553,1.4538,1.3797,1,1,stable
w164988230,Бендеры,Центр,Комсомольская улица,21,1,0.9875,0.0,1.3923,1.3909,1.3169,1,1,stable
w290295803,Бендеры,Центр,Комсомольская улица,24,1,1.0172,0.0,1.4286,1.4271,1.353,1,1,stable
w290295805,Бендеры,Центр,Комсомольская улица,24/5,1,0.9906,0.0,1.4018,1.4005,1.3264,1,1,stable
