settlement_or_district,uid,street,house,current_zone,current_route_km,current_route_s,reverse_route_km,corridorA_km,corridorA_s,corridorB_km,corridorB_s,shortest_valid_km,best_valid_km,chosen_route,difference_current_minus_best_km,driver_cost_current,provisional_proposed_zone,owner_review_required
Хомутяновка,w373899387,улица 50 лет ВЛКСМ,6,4,6.3929,430.2,6.3929,7.683,480.1,6.9381,538.6,5.8445,5.8445,shortest,0.548,8.544,4,True
Хомутяновка,n3773251959,улица 50 лет ВЛКСМ,6а,3,6.3985,416.2,6.3985,7.6886,466.1,6.9437,524.6,5.8501,5.8501,shortest,0.548,8.479,4,True
Хомутяновка,w373899213,улица 50 лет ВЛКСМ,6а,3,5.9638,492.5,6.5254,7.2539,542.4,6.509,600.9,5.9638,5.9638,fastest,0.0,8.426,4,True
Хомутяновка,n4162783293,улица 50 лет ВЛКСМ,7а,4,5.991,417.1,5.991,7.2812,467,6.5362,525.5,5.991,5.991,fastest,0.0,8.076,4,True
Хомутяновка,n8929118892,улица 50 лет ВЛКСМ,7а,4,6.0101,418.9,6.0101,7.3002,468.8,6.5553,527.3,5.9756,5.9756,shortest,0.035,8.105,4,True
Хомутяновка,w209273607,улица 50 лет ВЛКСМ,7а,4,6.6681,470.3,6.2191,7.9582,520.2,7.2133,578.7,6.1197,6.1197,shortest,0.548,9.02,4,True
Хомутяновка,w209273604,улица 50 лет ВЛКСМ,11,4,6.3757,428.1,6.3757,7.6658,478,6.9209,536.5,5.8273,5.8273,shortest,0.548,8.516,4,True
Хомутяновка,w209273610,улица 50 лет ВЛКСМ,13,3,6.0127,395.8,6.0127,7.3028,445.7,6.5579,504.2,5.3049,5.3049,shortest,0.708,7.992,3,True
Хомутяновка,w209273585,улица 50 лет ВЛКСМ,50а,3,5.9893,388.7,5.9893,7.2794,438.6,6.5345,497.1,5.2815,5.2815,shortest,0.708,7.933,3,True
Хомутяновка,w304053793,улица 50 лет ВЛКСМ,52б,3,5.7543,355.2,5.7543,7.0444,405.1,6.2995,463.6,5.7543,5.7543,fastest,0.0,7.53,4,True
Хомутяновка,w161058100,улица Академика Фёдорова,3,1,1.3544,137.4,1.3544,6.2929,430.4,4.657,421.7,1.3544,1.3544,fastest,0.0,2.041,1,True
Хомутяновка,w161058096,улица Академика Фёдорова,5,1,1.4735,139.3,1.4735,6.4121,432.3,4.7761,423.6,1.4386,1.4386,shortest,0.035,2.17,1,True
Хомутяновка,w222774404,улица Академика Фёдорова,16,1,1.3179,116.8,1.3179,6.2565,409.8,4.6205,401.1,1.283,1.283,shortest,0.035,1.902,1,True
Хомутяновка,w222774405,улица Академика Фёдорова,16,1,1.3519,120.1,1.244,6.2905,413.1,4.6545,404.4,1.244,1.244,shortest,0.108,1.952,1,True
Хомутяновка,w222774403,улица Академика Фёдорова,18,1,1.4397,144.6,1.4397,6.3782,437.6,4.7422,428.9,1.4047,1.4047,shortest,0.035,2.163,1,True
Хомутяновка,w222774402,улица Академика Фёдорова,20,1,1.4103,130.2,1.4103,6.3489,423.2,4.7129,414.5,1.3754,1.3754,shortest,0.035,2.061,1,True
Хомутяновка,w222774401,улица Академика Фёдорова,24,1,1.4447,135.1,1.4447,6.3833,428.1,4.7473,419.4,1.4098,1.4098,shortest,0.035,2.12,1,True
Хомутяновка,w222774400,улица Академика Фёдорова,26,1,1.485,140.9,1.485,6.4236,433.9,4.7876,425.2,1.4501,1.4501,shortest,0.035,2.19,1,True
Хомутяновка,w222774399,улица Академика Фёдорова,28,1,1.5231,146.4,1.5231,6.1245,438.4,4.4886,429.7,1.4881,1.4881,shortest,0.035,2.255,1,True
Хомутяновка,w136395357,улица Академика Фёдорова,30,1,1.5513,150.5,1.5513,6.0963,434.3,4.4603,425.6,1.5164,1.5164,shortest,0.035,2.304,1,True
Хомутяновка,w315109552,улица Бориса Главана,3,3,4.328,280.6,4.328,5.6182,330.5,4.8732,389,4.328,4.328,fastest,0.0,5.731,3,True
Хомутяновка,w315109554,улица Бориса Главана,5,3,4.3105,283.2,4.3105,5.6006,333.1,4.8557,391.6,4.3105,4.3105,fastest,0.0,5.726,3,True
Хомутяновка,w315109553,улица Бориса Главана,5а,3,4.2761,284.8,4.2761,5.5662,334.7,4.8213,393.2,4.2761,4.2761,fastest,0.0,5.7,3,True
Хомутяновка,w319386246,улица Бориса Главана,7,3,4.3749,292.4,4.3749,5.665,342.3,4.9201,400.8,4.3749,4.3749,fastest,0.0,5.837,3,True
Хомутяновка,w319386245,улица Бориса Главана,9,3,4.4143,298.2,4.4143,5.7044,348.1,4.9595,406.6,4.4143,4.4143,fastest,0.0,5.905,3,True
Хомутяновка,w352314379,улица Бориса Главана,11,3,4.4535,303.9,4.4535,5.7436,353.8,4.9987,412.3,4.4535,4.4535,fastest,0.0,5.973,3,True
Хомутяновка,w352314370,улица Бориса Главана,13,3,4.5029,310.9,4.5029,5.7931,360.8,5.0482,419.3,4.5029,4.5029,fastest,0.0,6.057,3,True
Хомутяновка,w352314367,улица Бориса Главана,15,3,4.5377,315.9,4.5377,5.8279,365.8,5.0829,424.3,4.5377,4.5377,fastest,0.0,6.117,3,True
Хомутяновка,w304088451,улица Бориса Главана,16,3,4.3461,283.2,4.3461,5.6363,333.1,4.8914,391.6,4.3461,4.3461,fastest,0.0,5.762,3,True
Хомутяновка,w352314365,улица Бориса Главана,17,3,4.5574,318.7,4.5574,5.8476,368.6,5.1026,427.1,4.5574,4.5574,fastest,0.0,6.151,3,True
Хомутяновка,w304088450,улица Бориса Главана,18,3,4.3291,280.8,4.3291,5.6192,330.7,4.8743,389.2,4.3291,4.3291,fastest,0.0,5.733,3,True
Хомутяновка,w352313738,улица Бориса Главана,19,3,4.6125,328.1,4.6125,5.9026,378,5.1577,436.5,4.6125,4.6125,fastest,0.0,6.253,3,True
Хомутяновка,w315109561,улица Бориса Главана,20,3,4.3172,284.2,4.3172,5.6073,334.1,4.8624,392.6,4.3172,4.3172,fastest,0.0,5.738,3,True
Хомутяновка,w315109559,улица Бориса Главана,22,3,4.3303,286,4.3303,5.6204,335.9,4.8755,394.4,4.3303,4.3303,fastest,0.0,5.76,3,True
Хомутяновка,n4988630721,улица Бориса Главана,24,3,4.3511,289,4.3511,5.6412,338.9,4.8963,397.4,4.3511,4.3511,fastest,0.0,5.796,3,True
Хомутяновка,w318406787,улица Бориса Главана,24а,3,4.4155,298.4,4.4155,5.7057,348.3,4.9607,406.8,4.4155,4.4155,fastest,0.0,5.907,3,True
Хомутяновка,w318406793,улица Бориса Главана,32а,3,4.6368,336.3,4.6368,5.9269,386.2,5.182,444.7,4.6368,4.6368,fastest,0.0,6.318,3,True
Хомутяновка,w320343108,улица Бориса Главана,34,3,4.6584,339.4,4.7402,5.9485,389.3,5.2036,447.8,4.6584,4.6584,fastest,0.0,6.355,3,True
Хомутяновка,w352285322,улица Бориса Главана,40,3,4.5989,326.1,4.5989,5.889,376,5.1441,434.5,4.5989,4.5989,fastest,0.0,6.229,3,True
Хомутяновка,w352314106,улица Бориса Главана,42,3,4.6103,327.8,4.6103,5.9004,377.7,5.1555,436.2,4.6103,4.6103,fastest,0.0,6.249,3,True
Хомутяновка,w352314156,улица Бориса Главана,44,3,4.6677,336,4.6677,5.9578,385.9,5.2129,444.4,4.6677,4.6677,fastest,0.0,6.348,3,True
Хомутяновка,w285071411,улица Бориса Главана,46,3,4.724,344.2,4.724,6.0141,394.1,5.2692,452.6,4.724,4.724,fastest,0.0,6.445,3,True
Хомутяновка,w304088445,улица Бориса Главана,47,3,4.3446,276.7,4.3446,5.6347,326.6,4.8898,385.1,4.3446,4.3446,fastest,0.0,5.728,3,True
Хомутяновка,w285071413,улица Бориса Главана,48,3,4.7598,349.4,4.7598,6.05,399.3,5.305,457.8,4.7598,4.7598,fastest,0.0,6.507,3,True
Хомутяновка,w304088447,улица Бориса Главана,49,3,4.3294,275.9,4.3294,5.6196,325.8,4.8746,384.3,4.3294,4.3294,fastest,0.0,5.709,3,True
Хомутяновка,w352365957,улица Бориса Главана,50,3,4.7768,351.9,4.7768,6.0669,401.8,5.322,460.3,4.7768,4.7768,fastest,0.0,6.536,3,True
Хомутяновка,w304088449,улица Бориса Главана,51,3,4.312,274.9,4.312,5.6021,324.8,4.8572,383.3,4.312,4.312,fastest,0.0,5.687,3,True
Хомутяновка,w352365954,улица Бориса Главана,52,3,4.8045,355.9,4.8045,6.0946,405.8,5.3497,464.3,4.8045,4.8045,fastest,0.0,6.584,3,True
Хомутяновка,w315109562,улица Бориса Главана,144,3,4.3259,275.7,4.3259,5.616,325.6,4.8711,384.1,4.3259,4.3259,fastest,0.0,5.704,3,True
Хомутяновка,w302369880,улица Бородина,1,3,5.3291,346.1,5.3291,6.6193,396,5.8743,454.5,5.3291,5.3291,fastest,0.0,7.06,3,True
Хомутяновка,w302369881,улица Бородина,1,3,5.3467,348.6,5.3467,6.6368,398.5,5.8919,457,5.3467,5.3467,fastest,0.0,7.09,3,True
Хомутяновка,w209287633,улица Бородина,2,3,5.2068,341.2,5.2068,6.4969,391.1,5.752,449.6,5.2068,5.2068,fastest,0.0,6.913,3,True
Хомутяновка,w209287684,улица Бородина,2,3,5.1636,339.5,5.1636,6.4538,389.4,5.7088,447.9,5.1636,5.1636,fastest,0.0,6.861,3,True
Хомутяновка,w302074745,улица Бородина,7,3,5.1565,349.9,5.1565,6.4466,399.8,5.7017,458.3,5.1565,5.1565,fastest,0.0,6.906,3,True
Хомутяновка,w209287662,улица Бородина,9,3,5.158,321.9,5.158,6.4481,371.8,5.7032,430.3,5.158,5.158,fastest,0.0,6.768,3,True
Хомутяновка,w295088583,улица Бородина,9,3,5.1388,347.4,5.1388,6.429,397.3,5.6841,455.8,5.1388,5.1388,fastest,0.0,6.876,3,True
Хомутяновка,w209287658,улица Бородина,13,3,5.1143,319.6,5.1143,6.4045,369.5,5.6595,428,5.1143,5.1143,fastest,0.0,6.712,3,True
Хомутяновка,w295998442,улица Бородина,13,3,5.0802,338.8,5.0802,6.3703,388.7,5.6254,447.2,5.0802,5.0802,fastest,0.0,6.774,3,True
Хомутяновка,w295998440,улица Бородина,15,3,5.0642,336.6,5.0642,6.3544,386.5,5.6094,445,5.0642,5.0642,fastest,0.0,6.747,3,True
Хомутяновка,n2321994021,улица Бородина,17,3,5.0373,332.7,5.0373,6.3274,382.6,5.5825,441.1,5.0373,5.0373,fastest,0.0,6.701,3,True
Хомутяновка,w209654275,улица Бородина,17,3,5.0641,336.5,5.0641,6.3542,386.4,5.6093,444.9,5.0641,5.0641,fastest,0.0,6.747,3,True
Хомутяновка,w209287645,улица Бородина,78,3,5.18,323.1,5.18,6.4701,373,5.7252,431.5,5.18,5.18,fastest,0.0,6.795,3,True
Хомутяновка,w209287674,улица Бородина,80,3,5.1652,322.3,5.1652,6.4554,372.2,5.7104,430.7,5.1652,5.1652,fastest,0.0,6.777,3,True
Хомутяновка,w209287638,улица Бородина,82,3,5.1502,321.5,5.1502,6.4404,371.4,5.6954,429.9,5.1502,5.1502,fastest,0.0,6.758,3,True
Хомутяновка,w209287699,улица Бородина,84,3,5.1367,320.8,5.1367,6.4268,370.7,5.6819,429.2,5.1367,5.1367,fastest,0.0,6.741,3,True
Хомутяновка,w222764128,улица Георге Асаке,8,2,2.4511,236.5,2.4511,5.571,410.9,3.935,402.2,2.4511,2.4511,fastest,0.0,3.634,2,True
Хомутяновка,w317149178,улица Гоголя,1,4,6.1953,399.4,6.1953,7.4854,449.3,6.7405,507.8,5.6469,5.6469,shortest,0.548,8.192,4,True
Хомутяновка,w318070643,улица Гоголя,2,4,6.2273,404,6.2273,7.5174,453.9,6.7725,512.4,5.6789,5.6789,shortest,0.548,8.247,4,True
Хомутяновка,w317149177,улица Гоголя,3,4,6.2129,401.9,6.2129,7.503,451.8,6.7581,510.3,5.6645,5.6645,shortest,0.548,8.222,4,True
Хомутяновка,w318070647,улица Гоголя,4,3,5.8883,403.5,6.2434,7.1784,453.4,6.4335,511.9,5.6951,5.6951,shortest,0.193,7.906,4,True
Хомутяновка,w317149174,улица Гоголя,5,4,6.2301,404.4,6.2301,7.5202,454.3,6.7753,512.8,5.6817,5.6817,shortest,0.548,8.252,4,True
Хомутяновка,w318070648,улица Гоголя,6,3,5.8739,401.4,5.8739,7.164,451.3,6.4191,509.8,5.7095,5.7095,shortest,0.164,7.881,4,True
Хомутяновка,w317149169,улица Гоголя,7,3,5.8871,403.3,6.2446,7.1773,453.2,6.4323,511.7,5.6962,5.6962,shortest,0.191,7.904,4,True
Хомутяновка,w318070642,улица Гоголя,8,3,5.8573,399,5.8573,7.1474,448.9,6.4025,507.4,5.7261,5.7261,shortest,0.131,7.852,4,True
Хомутяновка,w317149168,улица Гоголя,9,3,5.8724,401.2,5.8724,7.1625,451.1,6.4176,509.6,5.711,5.711,shortest,0.161,7.878,4,True
Хомутяновка,w318070638,улица Гоголя,10,3,5.843,396.9,5.843,7.1331,446.8,6.3882,505.3,5.7404,5.7404,shortest,0.103,7.827,4,True
Хомутяновка,w317149167,улица Гоголя,11,3,5.8573,399,5.8573,7.1474,448.9,6.4025,507.4,5.7261,5.7261,shortest,0.131,7.852,4,True
Хомутяновка,w317149166,улица Гоголя,13,3,5.8407,396.6,5.8407,7.1308,446.5,6.3859,505,5.7427,5.7427,shortest,0.098,7.824,4,True
Хомутяновка,w318070633,улица Гоголя,14,3,5.8169,396.6,5.8169,7.1071,446.5,6.3621,505,5.8169,5.8169,fastest,0.0,7.8,4,True
Хомутяновка,w318070632,улица Гоголя,16,3,5.7666,398.6,5.8353,7.0567,448.5,6.3118,507,5.7666,5.7666,fastest,0.0,7.76,4,True
Хомутяновка,w318070628,улица Гоголя,18,3,5.7502,396.2,5.8517,7.0404,446.1,6.2955,504.6,5.7502,5.7502,fastest,0.0,7.731,4,True
Хомутяновка,w317051479,улица Гоголя,19,3,5.7649,398.3,5.8371,7.055,448.2,6.3101,506.7,5.7649,5.7649,fastest,0.0,7.756,4,True
Хомутяновка,w318070625,улица Гоголя,20,3,5.7338,393.8,5.7338,7.0239,443.7,6.279,502.2,5.7338,5.7338,fastest,0.0,7.703,4,True
Хомутяновка,w317051473,улица Гоголя,21,3,5.7501,396.2,5.8518,7.0403,446.1,6.2953,504.6,5.7501,5.7501,fastest,0.0,7.731,4,True
Хомутяновка,w317149194,улица Гоголя,22,3,5.7168,391.4,5.7168,7.0069,441.3,6.262,499.8,5.7168,5.7168,fastest,0.0,7.674,4,True
Хомутяновка,w317051468,улица Гоголя,23,3,5.7331,393.7,5.7331,7.0232,443.6,6.2783,502.1,5.7331,5.7331,fastest,0.0,7.702,4,True
Хомутяновка,w317149190,улица Гоголя,24,3,5.7016,389.2,5.7016,6.9917,439.1,6.2468,497.6,5.7016,5.7016,fastest,0.0,7.648,4,True
Хомутяновка,w317051471,улица Гоголя,25,3,5.7184,391.6,5.7184,7.0085,441.5,6.2636,500,5.7184,5.7184,fastest,0.0,7.676,4,True
Хомутяновка,w317149187,улица Гоголя,26,3,5.6872,387.1,5.6872,6.9773,437,6.2324,495.5,5.6872,5.6872,fastest,0.0,7.623,4,True
Хомутяновка,w317051463,улица Гоголя,27,3,5.7015,389.2,5.7015,6.9916,439.1,6.2467,497.6,5.7015,5.7015,fastest,0.0,7.647,4,True
Хомутяновка,w317051459,улица Гоголя,29,3,5.6847,386.7,5.6847,6.9748,436.6,6.2299,495.1,5.6847,5.6847,fastest,0.0,7.618,4,True
Хомутяновка,w316785294,улица Гоголя,32,3,5.6784,389.3,5.6784,6.9685,439.2,6.2236,497.7,5.6784,5.6784,fastest,0.0,7.625,4,True
Хомутяновка,w316759508,улица Гоголя,34,3,5.6101,389,5.6957,6.9002,438.9,6.1553,497.4,5.6101,5.6101,fastest,0.0,7.555,4,True
Хомутяновка,w316785291,улица Гоголя,35,3,5.6815,389.8,5.6815,6.9716,439.7,6.2267,498.2,5.6815,5.6815,fastest,0.0,7.63,4,True
Хомутяновка,w316759464,улица Гоголя,36,3,5.5951,386.8,5.5951,6.8852,436.7,6.1403,495.2,5.5951,5.5951,fastest,0.0,7.529,4,True
Хомутяновка,w316785290,улица Гоголя,37,3,5.6055,388.3,5.7003,6.8956,438.2,6.1507,496.7,5.6055,5.6055,fastest,0.0,7.547,4,True
Хомутяновка,w316759219,улица Гоголя,38,3,5.5735,383.7,5.5735,6.8636,433.6,6.1187,492.1,5.5735,5.5735,fastest,0.0,7.492,3,True
Хомутяновка,w316759038,улица Гоголя,39,3,5.5916,386.3,5.5916,6.8817,436.2,6.1368,494.7,5.5916,5.5916,fastest,0.0,7.523,4,True
Хомутяновка,w316759216,улица Гоголя,40,3,5.5602,381.8,5.5602,6.8504,431.7,6.1055,490.2,5.5602,5.5602,fastest,0.0,7.469,3,True
Хомутяновка,w316758839,улица Гоголя,41,3,5.5773,384.3,5.5773,6.8674,434.2,6.1225,492.7,5.5773,5.5773,fastest,0.0,7.499,4,True
Хомутяновка,w316759045,улица Гоголя,42,3,5.5425,379.2,5.5425,6.8326,429.1,6.0877,487.6,5.5425,5.5425,fastest,0.0,7.439,3,True
Хомутяновка,w316758835,улица Гоголя,43,3,5.5626,382.1,5.5626,6.8527,432,6.1078,490.5,5.5626,5.5626,fastest,0.0,7.473,3,True
Хомутяновка,w316759046,улица Гоголя,44,3,5.5221,376.3,5.5221,6.8122,426.2,6.0673,484.7,5.5221,5.5221,fastest,0.0,7.404,3,True
Хомутяновка,w316665821,улица Гоголя,45,3,5.5417,379.1,5.5417,6.8318,429,6.0869,487.5,5.5417,5.5417,fastest,0.0,7.437,3,True
Хомутяновка,w315618168,улица Гоголя,46,3,5.5226,379.8,5.5226,6.8127,429.7,6.0678,488.2,5.5226,5.5226,fastest,0.0,7.422,3,True
Хомутяновка,w315618169,улица Гоголя,48,3,5.5406,382.4,5.5406,6.8307,432.3,6.0858,490.8,5.5406,5.5406,fastest,0.0,7.453,3,True
Хомутяновка,w315618156,улица Гоголя,49,3,5.5238,380,5.5238,6.814,429.9,6.069,488.4,5.5238,5.5238,fastest,0.0,7.424,3,True
Хомутяновка,w315807232,улица Гоголя,50,3,5.4507,383.2,5.5581,6.7408,433.1,5.9959,491.6,5.4507,5.4507,fastest,0.0,7.367,3,True
Хомутяновка,w315618162,улица Гоголя,51,3,5.5415,382.5,5.5415,6.8317,432.4,6.0867,490.9,5.5415,5.5415,fastest,0.0,7.454,3,True
Хомутяновка,w315851303,улица Гоголя,52,3,5.4331,380.7,5.4331,6.7232,430.6,5.9783,489.1,5.4331,5.4331,fastest,0.0,7.337,3,True
Хомутяновка,w315618163,улица Гоголя,53,3,5.4509,383.2,5.5579,6.741,433.1,5.9961,491.6,5.4509,5.4509,fastest,0.0,7.367,3,True
Хомутяновка,w315851304,улица Гоголя,54,3,5.4157,378.2,5.4157,6.7059,428.1,5.9609,486.6,5.4157,5.4157,fastest,0.0,7.307,3,True
Хомутяновка,w315618164,улица Гоголя,55,3,5.4364,381.2,5.5723,6.7266,431.1,5.9816,489.6,5.4364,5.4364,fastest,0.0,7.342,3,True
Хомутяновка,w315851301,улица Гоголя,56,3,5.3995,375.8,5.3995,6.6897,425.7,5.9447,484.2,5.3995,5.3995,fastest,0.0,7.278,3,True
Хомутяновка,w315618152,улица Гоголя,57,3,5.4167,378.3,5.4167,6.7068,428.2,5.9619,486.7,5.4167,5.4167,fastest,0.0,7.308,3,True
Хомутяновка,w315851305,улица Гоголя,58,3,5.3841,373.6,5.3841,6.6743,423.5,5.9293,482,5.3841,5.3841,fastest,0.0,7.252,3,True
Хомутяновка,w315618153,улица Гоголя,59,3,5.3969,375.5,5.3969,6.687,425.4,5.9421,483.9,5.3969,5.3969,fastest,0.0,7.274,3,True
Хомутяновка,w315851312,улица Гоголя,60,3,5.3646,370.8,5.3646,6.6547,420.7,5.9098,479.2,5.3646,5.3646,fastest,0.0,7.219,3,True
Хомутяновка,w315618151,улица Гоголя,61,3,5.3819,373.3,5.3819,6.672,423.2,5.9271,481.7,5.3819,5.3819,fastest,0.0,7.248,3,True
Хомутяновка,w315851314,улица Гоголя,62,3,5.3445,367.9,5.3445,6.6346,417.8,5.8897,476.3,5.3445,5.3445,fastest,0.0,7.184,3,True
Хомутяновка,w315618136,улица Гоголя,63,3,5.363,370.6,5.363,6.6531,420.5,5.9082,479,5.363,5.363,fastest,0.0,7.216,3,True
Хомутяновка,w315618134,улица Гоголя,65,3,5.347,368.3,5.347,6.6372,418.2,5.8922,476.7,5.347,5.347,fastest,0.0,7.189,3,True
Хомутяновка,w315807206,улица Гоголя,68,3,5.3568,373.4,5.3568,6.6469,423.3,5.902,481.8,5.3568,5.3568,fastest,0.0,7.224,3,True
Хомутяновка,w315425228,улица Гоголя,69,3,5.3609,374,5.3609,6.651,423.9,5.9061,482.4,5.3609,5.3609,fastest,0.0,7.231,3,True
Хомутяновка,w315807207,улица Гоголя,70,3,5.3687,375.1,5.3687,6.6588,425,5.9139,483.5,5.3687,5.3687,fastest,0.0,7.244,3,True
Хомутяновка,w315425242,улица Гоголя,73,3,5.3754,376.1,5.3754,6.6655,426,5.9206,484.5,5.3754,5.3754,fastest,0.0,7.256,3,True
Хомутяновка,w211496773,улица Дзержинского,12,1,1.4457,145.1,1.4457,5.8243,411.3,4.1884,402.6,1.4457,1.4457,fastest,0.0,2.171,1,True
Хомутяновка,w291423975,улица Дзержинского,36,1,1.2239,113.2,1.2239,6.1625,406.2,4.5265,397.5,1.2239,1.2239,fastest,0.0,1.79,1,True
Хомутяновка,w291423977,улица Дзержинского,38,1,1.2567,117.9,1.2567,6.1952,410.9,4.5593,402.2,1.2567,1.2567,fastest,0.0,1.846,1,True
Хомутяновка,w290851735,улица Дзержинского,42,1,1.3203,127.1,1.3203,5.9431,411.1,4.3071,402.4,1.3203,1.3203,fastest,0.0,1.956,1,True
Хомутяновка,w290851733,улица Дзержинского,42A,1,1.2967,123.7,1.2967,5.9668,414.5,4.3308,405.8,1.2967,1.2967,fastest,0.0,1.915,1,True
Хомутяновка,w222767138,улица Дзержинского,46,1,1.507,153.9,1.507,5.7631,402.5,4.1271,393.8,1.507,1.507,fastest,0.0,2.276,1,True
Хомутяновка,w209416057,улица Добродеева,1,3,4.8947,316.6,4.8947,6.1848,366.5,5.4399,425,4.8947,4.8947,fastest,0.0,6.478,3,True
Хомутяновка,w315425259,улица Добродеева,2,3,5.1058,346.8,5.1058,6.396,396.7,5.651,455.2,5.1058,5.1058,fastest,0.0,6.84,3,True
Хомутяновка,w209416077,улица Добродеева,3,3,4.9091,318.6,4.9091,6.1993,368.5,5.4543,427,4.9091,4.9091,fastest,0.0,6.502,3,True
Хомутяновка,w318083426,улица Добродеева,4,3,5.3125,361.2,5.3125,6.6027,411.1,5.8577,469.6,5.3125,5.3125,fastest,0.0,7.119,3,True
Хомутяновка,w209416021,улица Добродеева,5,3,4.9236,320.7,4.9236,6.2138,370.6,5.4688,429.1,4.9236,4.9236,fastest,0.0,6.527,3,True
Хомутяновка,w209416026,улица Добродеева,7,3,4.9363,322.5,4.9363,6.2264,372.4,5.4815,430.9,4.9363,4.9363,fastest,0.0,6.549,3,True
Хомутяновка,w209416056,улица Добродеева,9,3,4.9503,324.5,4.9503,6.2404,374.4,5.4955,432.9,4.9503,4.9503,fastest,0.0,6.573,3,True
Хомутяновка,w209416015,улица Добродеева,11,3,4.9644,326.5,4.9644,6.2545,376.4,5.5096,434.9,4.9644,4.9644,fastest,0.0,6.597,3,True
Хомутяновка,w209416050,улица Добродеева,13,3,4.9788,328.6,4.9788,6.269,378.5,5.524,437,4.9788,4.9788,fastest,0.0,6.622,3,True
Хомутяновка,w209416072,улица Добродеева,15,3,4.9915,330.4,4.9915,6.2816,380.3,5.5367,438.8,4.9915,4.9915,fastest,0.0,6.644,3,True
Хомутяновка,w209416033,улица Добродеева,17,3,5.0049,332.3,5.0049,6.295,382.2,5.5501,440.7,5.0049,5.0049,fastest,0.0,6.666,3,True
Хомутяновка,w209416059,улица Добродеева,19,3,5.0161,333.9,5.0161,6.3062,383.8,5.5613,442.3,5.0161,5.0161,fastest,0.0,6.686,3,True
Хомутяновка,w318044640,улица Добродеева,21,3,5.0927,344.9,5.0927,6.3828,394.8,5.6379,453.3,5.0927,5.0927,fastest,0.0,6.817,3,True
Хомутяновка,w318044639,улица Добродеева,23,3,5.1071,347,5.1071,6.3972,396.9,5.6523,455.4,5.1071,5.1071,fastest,0.0,6.842,3,True
Хомутяновка,w318044638,улица Добродеева,25,3,5.1219,349.1,5.1219,6.412,399,5.6671,457.5,5.1219,5.1219,fastest,0.0,6.867,3,True
Хомутяновка,w318044637,улица Добродеева,27,3,5.135,351,5.135,6.4251,400.9,5.6802,459.4,5.135,5.135,fastest,0.0,6.89,3,True
Хомутяновка,w318044635,улица Добродеева,29,3,5.1498,353.3,5.1498,6.4399,403.2,5.695,461.7,5.1498,5.1498,fastest,0.0,6.916,3,True
Хомутяновка,w318044453,улица Добродеева,31,3,5.165,355.4,5.165,6.4551,405.3,5.7102,463.8,5.165,5.165,fastest,0.0,6.942,3,True
Хомутяновка,w318043422,улица Добродеева,33,3,5.1921,359.3,5.1921,6.4822,409.2,5.7373,467.7,5.1921,5.1921,fastest,0.0,6.989,3,True
Хомутяновка,n2321855336,улица Добродеева,35,3,5.2635,363.3,5.2635,6.5536,413.2,5.8087,471.7,5.2635,5.2635,fastest,0.0,7.08,3,True
Хомутяновка,n2321855335,улица Добродеева,37,3,5.3275,363.3,5.3275,6.6176,413.2,5.8727,471.7,5.3275,5.3275,fastest,0.0,7.144,3,True
Хомутяновка,w318043420,улица Добродеева,59,3,5.2514,359.5,5.2155,6.5415,409.4,5.7966,467.9,5.2514,5.2514,fastest,0.0,7.049,3,True
Хомутяновка,w315108367,улица Добродеева,79,3,5.0153,333.8,5.0153,6.3054,383.7,5.5605,442.2,5.0153,5.0153,fastest,0.0,6.684,3,True
Хомутяновка,n4397874158,улица Добродеева,79а,3,4.9258,321,4.9258,6.216,370.9,5.471,429.4,4.9258,4.9258,fastest,0.0,6.531,3,True
Хомутяновка,w315108368,улица Добродеева,81,3,5.0273,335.5,5.0273,6.3174,385.4,5.5725,443.9,5.0273,5.0273,fastest,0.0,6.705,3,True
Хомутяновка,w315193134,улица Добродеева,82,3,5.0694,341.6,5.0694,6.3595,391.5,5.6146,450,5.0694,5.0694,fastest,0.0,6.777,3,True
Хомутяновка,w302074725,улица Добродеева,84,3,5.0706,341.8,5.0706,6.3607,391.7,5.6158,450.2,5.0706,5.0706,fastest,0.0,6.78,3,True
Хомутяновка,w209416052,улица Добродеева,116,3,4.8939,307.2,4.8939,6.184,357.1,5.4391,415.6,4.8939,4.8939,fastest,0.0,6.43,3,True
Хомутяновка,w209416051,улица Добродеева,118,3,4.8776,306.4,4.8776,6.1677,356.3,5.4228,414.8,4.8776,4.8776,fastest,0.0,6.41,3,True
Хомутяновка,w209416089,улица Добродеева,120,3,4.8706,313.1,4.8706,6.1607,363,5.4158,421.5,4.8706,4.8706,fastest,0.0,6.436,3,True
Хомутяновка,n4162783497,улица Добродеева,122,3,4.833,303.9,4.833,6.1231,353.8,5.3782,412.3,4.833,4.833,fastest,0.0,6.353,3,True
Хомутяновка,w209416036,улица Добродеева,122,3,4.8708,313.1,4.8708,6.1609,363,5.416,421.5,4.8708,4.8708,fastest,0.0,6.436,3,True
Хомутяновка,w315618365,улица Добродеева,124,3,4.8178,303,4.8178,6.1079,352.9,5.363,411.4,4.8178,4.8178,fastest,0.0,6.333,3,True
Хомутяновка,w209273575,улица Ивана Шимкова,52,3,5.9985,387.1,5.9985,7.2887,437,6.5437,495.5,5.4502,5.4502,shortest,0.548,7.934,3,True
