settlement_or_district,uid,street,house,current_zone,current_route_km,current_route_s,reverse_route_km,corridorA_km,corridorA_s,corridorB_km,corridorB_s,shortest_valid_km,best_valid_km,chosen_route,difference_current_minus_best_km,driver_cost_current,provisional_proposed_zone,owner_review_required
Хомутяновка,n2337985509,Гербовецкая улица,1,3,5.6548,385.5,5.6548,6.9449,435.4,6.2,493.9,5.3955,5.3955,shortest,0.259,7.582,3,True
Хомутяновка,w352064505,Гербовецкая улица,4,3,5.5325,374.5,5.5325,6.8226,424.4,6.0777,482.9,5.5325,5.5325,fastest,0.0,7.405,3,True
Хомутяновка,w352064507,Гербовецкая улица,6,3,5.5546,376.5,5.5546,6.8447,426.4,6.0998,484.9,5.5546,5.5546,fastest,0.0,7.437,3,True
Хомутяновка,w352161715,Гербовецкая улица,8,3,5.5698,377.8,5.5698,6.8599,427.7,6.115,486.2,5.4804,5.4804,shortest,0.089,7.459,3,True
Хомутяновка,w352161714,Гербовецкая улица,10,3,5.588,379.5,5.588,6.8782,429.4,6.1332,487.9,5.4622,5.4622,shortest,0.126,7.486,3,True
Хомутяновка,w352161713,Гербовецкая улица,12,3,5.6035,380.9,5.6035,6.8936,430.8,6.1487,489.3,5.4468,5.4468,shortest,0.157,7.508,3,True
Хомутяновка,w352161711,Гербовецкая улица,14,3,5.629,383.2,5.629,6.9192,433.1,6.1742,491.6,5.4212,5.4212,shortest,0.208,7.545,3,True
Хомутяновка,w352161710,Гербовецкая улица,16,3,5.6425,384.4,5.6425,6.9326,434.3,6.1877,492.8,5.4077,5.4077,shortest,0.235,7.564,3,True
Хомутяновка,w352161708,Гербовецкая улица,18,3,5.6594,385.9,5.6594,6.9496,435.8,6.2046,494.3,5.3908,5.3908,shortest,0.269,7.589,3,True
Хомутяновка,w352161709,Гербовецкая улица,20,3,5.6775,387.5,5.6775,6.9677,437.4,6.2227,495.9,5.3727,5.3727,shortest,0.305,7.615,3,True
Хомутяновка,w352161707,Гербовецкая улица,22,3,5.6977,389.4,5.6977,6.9878,439.3,6.2429,497.8,5.6977,5.6977,fastest,0.0,7.645,4,True
Хомутяновка,w352161706,Гербовецкая улица,24,3,5.7168,391.1,5.7168,7.0069,441,6.262,499.5,5.7168,5.7168,fastest,0.0,7.672,4,True
Хомутяновка,w352161705,Гербовецкая улица,26,3,5.7332,392.5,5.7332,7.0233,442.4,6.2784,500.9,5.7332,5.7332,fastest,0.0,7.696,4,True
Хомутяновка,w352161717,Гербовецкая улица,28,3,5.7422,393.4,5.7422,7.0323,443.3,6.2874,501.8,5.7422,5.7422,fastest,0.0,7.709,4,True
Хомутяновка,w352161704,Гербовецкая улица,30,4,5.7561,394.6,5.7561,7.0462,444.5,6.3013,503,5.7561,5.7561,fastest,0.0,7.729,4,True
Хомутяновка,n2321951519,Гербовецкая улица,43,3,5.2933,353.1,5.2933,6.5835,403,5.8386,461.5,5.2933,5.2933,fastest,0.0,7.059,3,True
Хомутяновка,n4919309516,Гербовецкая улица,45,3,5.3283,356.2,5.3283,6.6185,406.1,5.8736,464.6,5.3283,5.3283,fastest,0.0,7.109,3,True
Хомутяновка,w320440076,Гербовецкая улица,49,3,5.5426,375.4,5.5426,6.8327,425.3,6.0878,483.8,5.5426,5.5426,fastest,0.0,7.42,3,True
Хомутяновка,w353974419,Главная улица,1,3,4.505,366.9,4.505,5.7952,416.8,5.0502,475.3,4.505,4.505,fastest,0.0,6.339,3,True
Хомутяновка,w353974255,Главная улица,3,3,4.4589,360.2,4.4589,5.749,410.1,5.0041,468.6,4.4589,4.4589,fastest,0.0,6.26,3,True
Хомутяновка,w318084711,Глинная улица,1,3,5.5873,388,5.5873,6.8775,437.9,6.1325,496.4,5.5873,5.5873,fastest,0.0,7.527,4,True
Хомутяновка,w318548578,Глинная улица,3,3,5.6022,390.1,5.6022,6.8923,440,6.1474,498.5,5.6022,5.6022,fastest,0.0,7.553,4,True
Хомутяновка,w318548576,Глинная улица,5,3,5.6238,393.2,5.6238,6.9139,443.1,6.169,501.6,5.6238,5.6238,fastest,0.0,7.59,4,True
Хомутяновка,w318548577,Глинная улица,7,3,5.6359,395,5.6359,6.926,444.9,6.1811,503.4,5.6359,5.6359,fastest,0.0,7.611,4,True
Хомутяновка,w318084713,Глинная улица,9,3,5.5473,382.2,5.5473,6.8374,432.1,6.0925,490.6,5.5473,5.5473,fastest,0.0,7.458,3,True
Хомутяновка,w315109557,Дачная улица,1,3,4.4611,308.2,4.4611,5.7512,358.1,5.0063,416.6,4.4611,4.4611,fastest,0.0,6.002,3,True
Хомутяновка,w315109558,Дачная улица,3,3,4.4421,305.5,4.4421,5.7323,355.4,4.9873,413.9,4.4421,4.4421,fastest,0.0,5.97,3,True
Хомутяновка,w318406782,Дачная улица,4,3,4.48,311,4.5544,5.7701,360.9,5.0252,419.4,4.48,4.48,fastest,0.0,6.035,3,True
Хомутяновка,w318406783,Дачная улица,6,3,4.4625,308.5,4.5719,5.7526,358.4,5.0077,416.9,4.4625,4.4625,fastest,0.0,6.005,3,True
Хомутяновка,w318406789,Дачная улица,8,3,4.4457,306,4.4457,5.7358,355.9,4.9909,414.4,4.4457,4.4457,fastest,0.0,5.976,3,True
Хомутяновка,w318406792,Дачная улица,10,3,4.4294,303.7,4.4294,5.7196,353.6,4.9746,412.1,4.4294,4.4294,fastest,0.0,5.948,3,True
Хомутяновка,w299956671,Деповская улица,5,4,7.4577,505.9,4.7509,8.7478,555.8,8.0029,614.3,5.2194,5.2194,shortest,2.238,9.987,3,True
Хомутяновка,w317051444,Железнодорожная улица,3,3,5.678,385.7,5.7445,6.9681,435.6,6.2232,494.1,5.678,5.678,fastest,0.0,7.606,4,True
Хомутяновка,w317149176,Железнодорожная улица,4,3,5.8281,394.8,5.8281,7.1183,444.7,6.3734,503.2,5.6302,5.6302,shortest,0.198,7.802,4,True
Хомутяновка,w317051443,Железнодорожная улица,5,3,5.6646,383.8,5.7579,6.9547,433.7,6.2098,492.2,5.6646,5.6646,fastest,0.0,7.584,4,True
Хомутяновка,w317149175,Железнодорожная улица,6,3,5.8127,392.6,5.8127,7.1028,442.5,6.3579,501,5.6456,5.6456,shortest,0.167,7.776,4,True
Хомутяновка,w317051442,Железнодорожная улица,7,3,5.648,381.4,5.648,6.9381,431.3,6.1932,489.8,5.648,5.648,fastest,0.0,7.555,4,True
Хомутяновка,w317051499,Железнодорожная улица,8,3,5.788,389,5.788,7.0781,438.9,6.3332,497.4,5.6704,5.6704,shortest,0.118,7.733,4,True
Хомутяновка,w317051441,Железнодорожная улица,9,3,5.6341,379.4,5.6341,6.9243,429.3,6.1793,487.8,5.6341,5.6341,fastest,0.0,7.531,4,True
Хомутяновка,w317051496,Железнодорожная улица,10,3,5.7555,384.4,5.7555,7.0456,434.3,6.3007,492.8,5.7555,5.7555,fastest,0.0,7.677,4,True
Хомутяновка,w317051439,Железнодорожная улица,11,3,5.6219,377.7,5.6219,6.912,427.6,6.1671,486.1,5.6219,5.6219,fastest,0.0,7.51,4,True
Хомутяновка,w317051432,Железнодорожная улица,13,3,5.605,375.2,5.605,6.8951,425.1,6.1502,483.6,5.605,5.605,fastest,0.0,7.481,4,True
Хомутяновка,w317051487,Железнодорожная улица,16,3,5.6766,385.5,5.7459,6.9667,435.4,6.2218,493.9,5.6766,5.6766,fastest,0.0,7.604,4,True
Хомутяновка,n9170522018,Железнодорожная улица,17,3,5.5758,371,5.5758,6.8659,420.9,6.121,479.4,5.5758,5.5758,fastest,0.0,7.431,3,True
Хомутяновка,w317051467,Железнодорожная улица,18,3,5.6608,383.3,5.7617,6.9509,433.2,6.206,491.7,5.6608,5.6608,fastest,0.0,7.577,4,True
Хомутяновка,w317051466,Железнодорожная улица,20,3,5.6442,380.9,5.6442,6.9344,430.8,6.1894,489.3,5.6442,5.6442,fastest,0.0,7.549,4,True
Хомутяновка,w316645121,Железнодорожная улица,21,3,5.5868,376,5.5868,6.8769,425.9,6.132,484.4,5.5868,5.5868,fastest,0.0,7.467,4,True
Хомутяновка,w317051464,Железнодорожная улица,22,3,5.6271,378.4,5.6271,6.9173,428.3,6.1723,486.8,5.6271,5.6271,fastest,0.0,7.519,4,True
Хомутяновка,w316645120,Железнодорожная улица,23,3,5.5237,376.5,5.5993,6.8138,426.4,6.0689,484.9,5.5237,5.5237,fastest,0.0,7.406,3,True
Хомутяновка,w317051462,Железнодорожная улица,24,3,5.6118,376.2,5.6118,6.902,426.1,6.157,484.6,5.6118,5.6118,fastest,0.0,7.493,4,True
Хомутяновка,w317051457,Железнодорожная улица,26,3,5.597,374.1,5.597,6.8872,424,6.1422,482.5,5.597,5.597,fastest,0.0,7.468,4,True
Хомутяновка,w316645010,Железнодорожная улица,27,3,5.4932,372.1,5.4932,6.7833,422,6.0384,480.5,5.4932,5.4932,fastest,0.0,7.354,3,True
Хомутяновка,w316645009,Железнодорожная улица,29,3,5.4799,370.2,5.4799,6.77,420.1,6.0251,478.6,5.4799,5.4799,fastest,0.0,7.331,3,True
Хомутяновка,w316645008,Железнодорожная улица,31,3,5.4658,368.2,5.4658,6.7559,418.1,6.011,476.6,5.4658,5.4658,fastest,0.0,7.307,3,True
Хомутяновка,w316645007,Железнодорожная улица,33,3,5.4516,366.1,5.4516,6.7417,416,5.9968,474.5,5.4516,5.4516,fastest,0.0,7.282,3,True
Хомутяновка,w316785287,Железнодорожная улица,34,3,5.5179,375.6,5.6051,6.808,425.5,6.0631,484,5.5179,5.5179,fastest,0.0,7.396,3,True
Хомутяновка,w561469641,Железнодорожная улица,36,3,5.5015,373.3,5.5015,6.7916,423.2,6.0467,481.7,5.5015,5.5015,fastest,0.0,7.368,3,True
Хомутяновка,w316758837,Железнодорожная улица,38,3,5.4846,370.9,5.4846,6.7747,420.8,6.0298,479.3,5.4846,5.4846,fastest,0.0,7.339,3,True
Хомутяновка,w315618139,Железнодорожная улица,39,3,5.4452,368.4,5.4452,6.7353,418.3,5.9904,476.8,5.4452,5.4452,fastest,0.0,7.287,3,True
Хомутяновка,w316758836,Железнодорожная улица,40,3,5.4703,368.8,5.4703,6.7604,418.7,6.0155,477.2,5.4703,5.4703,fastest,0.0,7.314,3,True
Хомутяновка,w315618140,Железнодорожная улица,41,3,5.4591,370.4,5.4591,6.7492,420.3,6.0043,478.8,5.4591,5.4591,fastest,0.0,7.311,3,True
Хомутяновка,w316665822,Железнодорожная улица,42,3,5.4539,366.4,5.4539,6.744,416.3,5.9991,474.8,5.4539,5.4539,fastest,0.0,7.286,3,True
Хомутяновка,w315618141,Железнодорожная улица,43,3,5.3614,370.6,5.4743,6.6515,420.5,5.9066,479,5.3614,5.3614,fastest,0.0,7.214,3,True
Хомутяновка,w315618142,Железнодорожная улица,45,3,5.3465,368.5,5.4892,6.6366,418.4,5.8917,476.9,5.3465,5.3465,fastest,0.0,7.189,3,True
Хомутяновка,w315618133,Железнодорожная улица,47,3,5.3328,366.5,5.3328,6.6229,416.4,5.878,474.9,5.3328,5.3328,fastest,0.0,7.165,3,True
Хомутяновка,w315618160,Железнодорожная улица,48,3,5.4502,369.1,5.4502,6.7403,419,5.9954,477.5,5.4502,5.4502,fastest,0.0,7.296,3,True
Хомутяновка,w315618131,Железнодорожная улица,49,3,5.3175,364.3,5.3175,6.6076,414.2,5.8627,472.7,5.3175,5.3175,fastest,0.0,7.139,3,True
Хомутяновка,w315618161,Железнодорожная улица,50,3,5.3664,371.3,5.4693,6.6565,421.2,5.9116,479.7,5.3664,5.3664,fastest,0.0,7.223,3,True
Хомутяновка,w315618129,Железнодорожная улица,51,3,5.3038,362.3,5.3038,6.5939,412.2,5.849,470.7,5.3038,5.3038,fastest,0.0,7.115,3,True
Хомутяновка,w315618165,Железнодорожная улица,52,3,5.3488,368.8,5.4869,6.6389,418.7,5.894,477.2,5.3488,5.3488,fastest,0.0,7.193,3,True
Хомутяновка,w184989544,Железнодорожная улица,52а,3,5.7032,371.2,5.7032,6.9933,421.1,6.2484,479.6,5.7032,5.7032,fastest,0.0,7.559,4,True
Хомутяновка,w315425254,Железнодорожная улица,53,3,5.289,360.2,5.289,6.5791,410.1,5.8342,468.6,5.289,5.289,fastest,0.0,7.09,3,True
Хомутяновка,w315618154,Железнодорожная улица,54,3,5.332,366.4,5.332,6.6221,416.3,5.8772,474.8,5.332,5.332,fastest,0.0,7.164,3,True
Хомутяновка,w315425247,Железнодорожная улица,55,3,5.2711,357.6,5.2711,6.5613,407.5,5.8163,466,5.2711,5.2711,fastest,0.0,7.059,3,True
Хомутяновка,w315618155,Железнодорожная улица,56,3,5.3163,364.1,5.3163,6.6065,414,5.8615,472.5,5.3163,5.3163,fastest,0.0,7.137,3,True
Хомутяновка,w315425245,Железнодорожная улица,57,3,5.2581,355.7,5.2581,6.5482,405.6,5.8033,464.1,5.2581,5.2581,fastest,0.0,7.037,3,True
Хомутяновка,w315425252,Железнодорожная улица,58,3,5.2983,361.5,5.2983,6.5884,411.4,5.8435,469.9,5.2983,5.2983,fastest,0.0,7.106,3,True
Хомутяновка,w315425250,Железнодорожная улица,60,3,5.2821,359.2,5.2821,6.5722,409.1,5.8273,467.6,5.2821,5.2821,fastest,0.0,7.078,3,True
Хомутяновка,w315425248,Железнодорожная улица,62,3,5.2649,356.7,5.2649,6.555,406.6,5.8101,465.1,5.2649,5.2649,fastest,0.0,7.048,3,True
Хомутяновка,w315193170,Железнодорожная улица,63,3,5.2539,358.4,5.2539,6.544,408.3,5.7991,466.8,5.2539,5.2539,fastest,0.0,7.046,3,True
Хомутяновка,w315193163,Железнодорожная улица,65,3,5.1815,356.8,5.2699,6.4716,406.7,5.7267,465.2,5.1815,5.1815,fastest,0.0,6.965,3,True
Хомутяновка,w315193149,Железнодорожная улица,67,3,5.1687,354.9,5.1687,6.4588,404.8,5.7139,463.3,5.1687,5.1687,fastest,0.0,6.943,3,True
Хомутяновка,w315425219,Железнодорожная улица,68,3,5.2534,358.4,5.2534,6.5436,408.3,5.7986,466.8,5.2534,5.2534,fastest,0.0,7.045,3,True
Хомутяновка,w315193143,Железнодорожная улица,69,3,5.1541,352.8,5.1541,6.4443,402.7,5.6994,461.2,5.1541,5.1541,fastest,0.0,6.918,3,True
Хомутяновка,w315425218,Железнодорожная улица,70,3,5.1792,356.4,5.2723,6.4693,406.3,5.7244,464.8,5.1792,5.1792,fastest,0.0,6.961,3,True
Хомутяновка,w315108372,Железнодорожная улица,71,3,5.1417,351.1,5.1417,6.4319,401,5.6869,459.5,5.1417,5.1417,fastest,0.0,6.897,3,True
Хомутяновка,w315193130,Железнодорожная улица,72,3,5.1631,354.1,5.1631,6.4532,404,5.7083,462.5,5.1631,5.1631,fastest,0.0,6.934,3,True
Хомутяновка,w315108371,Железнодорожная улица,73,3,5.1251,348.7,5.1251,6.4152,398.6,5.6703,457.1,5.1251,5.1251,fastest,0.0,6.869,3,True
Хомутяновка,w315193155,Железнодорожная улица,74,3,5.1461,351.7,5.1461,6.4362,401.6,5.6913,460.1,5.1461,5.1461,fastest,0.0,6.905,3,True
Хомутяновка,w315108370,Железнодорожная улица,75,3,5.1094,346.3,5.1094,6.3995,396.2,5.6546,454.7,5.1094,5.1094,fastest,0.0,6.841,3,True
Хомутяновка,w315108369,Железнодорожная улица,77,3,5.0944,344.1,5.0944,6.3845,394,5.6396,452.5,5.0944,5.0944,fastest,0.0,6.815,3,True
Хомутяновка,w315193133,Железнодорожная улица,80,3,5.0859,342.9,5.0859,6.376,392.8,5.6311,451.3,5.0859,5.0859,fastest,0.0,6.8,3,True
Хомутяновка,w302074717,Железнодорожная улица,85,3,5.0226,333.9,5.0226,6.3128,383.8,5.5678,442.3,5.0226,5.0226,fastest,0.0,6.692,3,True
Хомутяновка,w302074724,Железнодорожная улица,86,3,5.0224,333.8,5.0224,6.3125,383.7,5.5676,442.2,5.0224,5.0224,fastest,0.0,6.691,3,True
Хомутяновка,w302074719,Железнодорожная улица,87,3,5.0045,331.3,5.0045,6.2946,381.2,5.5497,439.7,5.0045,5.0045,fastest,0.0,6.661,3,True
Хомутяновка,w302074718,Железнодорожная улица,88,3,5.0052,331.4,5.0052,6.2953,381.3,5.5504,439.8,5.0052,5.0052,fastest,0.0,6.662,3,True
Хомутяновка,w302074720,Железнодорожная улица,89,3,4.9856,328.6,4.9856,6.2757,378.5,5.5308,437,4.9856,4.9856,fastest,0.0,6.629,3,True
Хомутяновка,w297019342,Железнодорожная улица,90,3,4.9833,328.2,4.9833,6.2734,378.1,5.5285,436.6,4.9833,4.9833,fastest,0.0,6.624,3,True
Хомутяновка,w209287641,Железнодорожная улица,93,3,4.8727,352.5,4.927,6.1629,402.4,5.418,460.9,4.8727,4.8727,fastest,0.0,6.635,3,True
Хомутяновка,w318406781,Железнодорожная улица,95,3,4.6572,327.4,4.6572,5.9473,377.3,5.2024,435.8,4.6572,4.6572,fastest,0.0,6.294,3,True
Хомутяновка,w318406779,Железнодорожная улица,97а,3,4.5702,323.6,4.5702,5.8604,373.5,5.1154,432,4.5702,4.5702,fastest,0.0,6.188,3,True
Хомутяновка,w209287691,Железнодорожная улица,98,3,4.7993,332.7,4.7993,6.0895,382.6,5.3446,441.1,4.7993,4.7993,fastest,0.0,6.463,3,True
Хомутяновка,w209287682,Железнодорожная улица,100,3,4.8288,352.3,4.7498,6.1189,402.2,5.374,460.7,4.8288,4.8288,fastest,0.0,6.59,3,True
Хомутяновка,w302067664,Железнодорожная улица,102,3,4.6443,322,4.6443,5.9344,371.9,5.1895,430.4,4.6443,4.6443,fastest,0.0,6.254,3,True
Хомутяновка,w302067666,Железнодорожная улица,104,3,4.6275,319.6,4.6275,5.9176,369.5,5.1727,428,4.6275,4.6275,fastest,0.0,6.226,3,True
Хомутяновка,w318406795,Железнодорожная улица,116,3,4.5334,318.3,4.5334,5.8236,368.2,5.0786,426.7,4.5334,4.5334,fastest,0.0,6.125,3,True
Хомутяновка,n2339105464,Железнодорожный тупик,2,3,5.1385,355.9,5.1385,6.4287,405.8,5.6837,464.3,5.1385,5.1385,fastest,0.0,6.918,3,True
Хомутяновка,w315425256,Железнодорожный тупик,5,3,5.179,361.7,5.179,6.4691,411.6,5.7242,470.1,5.179,5.179,fastest,0.0,6.987,3,True
Хомутяновка,w315193157,Железнодорожный тупик,76,3,5.1298,354.6,5.1298,6.42,404.5,5.6751,463,5.1298,5.1298,fastest,0.0,6.903,3,True
Хомутяновка,w315193131,Железнодорожный тупик,78,3,5.1322,355,5.1322,6.4223,404.9,5.6774,463.4,5.1322,5.1322,fastest,0.0,6.907,3,True
Хомутяновка,w91850354,Кагульская улица,2,3,5.6821,408.5,5.6821,6.9722,458.4,6.2273,516.9,5.6821,5.6821,fastest,0.0,7.725,4,True
Хомутяновка,w209273586,Кагульская улица,4,4,5.975,447.2,5.975,7.2651,497.1,6.5202,555.6,5.975,5.975,fastest,0.0,8.211,4,True
Хомутяновка,w352110827,Кагульская улица,5,3,5.802,419.5,5.802,7.0921,469.4,6.3472,527.9,5.802,5.802,fastest,0.0,7.899,4,True
Хомутяновка,w352111432,Кагульская улица,7,3,5.8226,422.5,5.8226,7.1127,472.4,6.3678,530.9,5.8226,5.8226,fastest,0.0,7.935,4,True
Хомутяновка,w352111431,Кагульская улица,9,3,5.8427,425.4,5.8427,7.1328,475.3,6.3879,533.8,5.8427,5.8427,fastest,0.0,7.97,4,True
Хомутяновка,w352064500,Кагульская улица,11,3,5.8659,428.7,5.8659,7.156,478.6,6.4111,537.1,5.8659,5.8659,fastest,0.0,8.009,4,True
Хомутяновка,w528507076,Кагульская улица,13,3,5.8941,432.8,5.9693,7.1842,482.7,6.4393,541.2,5.8941,5.8941,fastest,0.0,8.058,4,True
Хомутяновка,w302368617,Киевская улица,1,3,4.7145,325.3,4.7145,6.0046,375.2,5.2597,433.7,4.7145,4.7145,fastest,0.0,6.341,3,True
Хомутяновка,w303915694,Киевская улица,3,3,4.6846,321,4.6846,5.9748,370.9,5.2298,429.4,4.6846,4.6846,fastest,0.0,6.29,3,True
Хомутяновка,w161058108,Киевская улица,6,3,4.6243,320.1,4.6243,5.9144,370,5.1695,428.5,4.6243,4.6243,fastest,0.0,6.225,3,True
Хомутяновка,w303915689,Киевская улица,7,3,4.6051,309.5,4.6051,5.8952,359.4,5.1503,417.9,4.6051,4.6051,fastest,0.0,6.153,3,True
Хомутяновка,w303915687,Киевская улица,8а,3,4.6118,317.1,4.6118,5.9019,367,5.157,425.5,4.6118,4.6118,fastest,0.0,6.197,3,True
Хомутяновка,w303915686,Киевская улица,9,3,4.5763,305.3,4.5763,5.8664,355.2,5.1215,413.7,4.5763,4.5763,fastest,0.0,6.103,3,True
Хомутяновка,w302066925,Киевская улица,10,3,4.4665,289.6,4.4665,5.7566,339.5,5.0117,398,4.4665,4.4665,fastest,0.0,5.915,3,True
Хомутяновка,w301982088,Киевская улица,11,3,4.6919,322.1,4.6919,5.982,372,5.2371,430.5,4.6919,4.6919,fastest,0.0,6.302,3,True
Хомутяновка,w303915681,Киевская улица,11,3,4.5556,302.4,4.5556,5.8458,352.3,5.1009,410.8,4.5556,4.5556,fastest,0.0,6.068,3,True
Хомутяновка,w302066923,Киевская улица,12,3,4.4292,284.2,4.4292,5.7193,334.1,4.9744,392.6,4.4292,4.4292,fastest,0.0,5.85,3,True
Хомутяновка,w303915677,Киевская улица,17,3,4.4769,291.1,4.4769,5.767,341,5.0221,399.5,4.4769,4.4769,fastest,0.0,5.932,3,True
Хомутяновка,w304088436,Киевская улица,19,3,4.4639,289.2,4.4639,5.754,339.1,5.0091,397.6,4.4639,4.4639,fastest,0.0,5.91,3,True
Хомутяновка,w304088437,Киевская улица,21,3,4.4469,286.8,4.4469,5.7371,336.7,4.9921,395.2,4.4469,4.4469,fastest,0.0,5.881,3,True
Хомутяновка,w302066924,Киевская улица,22/1,3,4.485,292.3,4.485,5.7751,342.2,5.0302,400.7,4.485,4.485,fastest,0.0,5.947,3,True
Хомутяновка,w304088440,Киевская улица,23,3,4.3959,279.6,4.3959,5.6861,329.5,4.9412,388,4.3959,4.3959,fastest,0.0,5.794,3,True
Хомутяновка,w310488383,Киевская улица,25,3,4.4245,288.5,4.4245,5.7146,338.4,4.9697,396.9,4.4245,4.4245,fastest,0.0,5.867,3,True
Хомутяновка,w310488384,Киевская улица,27,3,4.4511,292.3,4.4511,5.7412,342.2,4.9963,400.7,4.4511,4.4511,fastest,0.0,5.913,3,True
Хомутяновка,w310488385,Киевская улица,29,3,4.4659,294.5,4.4659,5.7561,344.4,5.0111,402.9,4.4659,4.4659,fastest,0.0,5.938,3,True
Хомутяновка,w310488387,Киевская улица,31,3,4.5275,308.3,4.5275,5.8177,358.2,5.0728,416.7,4.5275,4.5275,fastest,0.0,6.069,3,True
Хомутяновка,w318406775,Киевская улица,33,3,4.5554,307.3,4.5554,5.8456,357.2,5.1006,415.7,4.5554,4.5554,fastest,0.0,6.092,3,True
Хомутяновка,w318406776,Киевская улица,33а,3,4.5396,305,4.5396,5.8297,354.9,5.0848,413.4,4.5396,4.5396,fastest,0.0,6.065,3,True
Хомутяновка,w318406774,Киевская улица,35,3,4.5744,310,4.5744,5.8645,359.9,5.1196,418.4,4.5744,4.5744,fastest,0.0,6.124,3,True
Хомутяновка,w209287696,Киевская улица,36,3,4.5785,310.6,4.5785,5.8686,360.5,5.1237,419,4.5785,4.5785,fastest,0.0,6.131,3,True
Хомутяновка,w318406772,Киевская улица,37,3,4.5922,312.5,4.5922,5.8823,362.4,5.1374,420.9,4.5922,4.5922,fastest,0.0,6.155,3,True
Хомутяновка,n2322107937,Киевская улица,43,3,4.3796,278.7,4.3796,5.6697,328.6,4.9248,387.1,4.3796,4.3796,fastest,0.0,5.773,3,True
Хомутяновка,w304088444,Киевская улица,45,3,4.3595,277.6,4.3595,5.6496,327.5,4.9047,386,4.3595,4.3595,fastest,0.0,5.747,3,True
Хомутяновка,w302066929,Киевская улица,138,3,4.462,283.3,4.462,5.7521,333.2,5.0072,391.7,4.462,4.462,fastest,0.0,5.878,3,True
Хомутяновка,n2334239345,Киевская улица,140,3,4.3803,278.7,4.3803,5.6704,328.6,4.9255,387.1,4.3803,4.3803,fastest,0.0,5.774,3,True
Хомутяновка,w310488388,Киевская улица,142,3,4.3567,277.4,4.3567,5.6468,327.3,4.9019,385.8,4.3567,4.3567,fastest,0.0,5.744,3,True
Хомутяновка,w161058098,Комсомольская улица,1,1,1.5774,165.2,1.5774,6.1671,450.6,4.5312,441.9,1.5425,1.5425,shortest,0.035,2.403,1,True
Хомутяновка,w211496794,Комсомольская улица,2,1,1.5245,156.4,1.5245,6.0236,420.8,4.3876,412.1,1.5245,1.5245,fastest,0.0,2.306,1,True
Хомутяновка,w446490135,Комсомольская улица,2,1,1.5011,160.5,1.5011,6.0002,424.9,4.3642,416.2,1.5011,1.5011,fastest,0.0,2.304,1,True
Хомутяновка,w295088581,Комсомольская улица,2б,1,1.5976,157,1.5976,6.1113,439.1,4.4753,430.4,1.5626,1.5626,shortest,0.035,2.383,1,True
Хомутяновка,w211496742,Комсомольская улица,4,1,1.5217,165.4,1.5217,6.0207,429.8,4.3848,421.1,1.5217,1.5217,fastest,0.0,2.349,1,True
Хомутяновка,w211496784,Комсомольская улица,5,1,1.5176,161.2,1.5176,6.0167,425.6,4.3808,416.9,1.5176,1.5176,fastest,0.0,2.324,1,True
Хомутяновка,w211496787,Комсомольская улица,6,1,1.5512,172.5,1.5512,6.0503,436.9,4.4143,428.2,1.5512,1.5512,fastest,0.0,2.414,1,True
Хомутяновка,w211496781,Комсомольская улица,7A,1,1.4449,144.9,1.4449,5.944,409.3,4.308,400.6,1.4449,1.4449,fastest,0.0,2.169,1,True
Хомутяновка,w211496770,Комсомольская улица,8,1,1.566,176.1,1.566,6.0651,440.5,4.4291,431.8,1.566,1.566,fastest,0.0,2.446,1,True
Хомутяновка,w415723868,Комсомольская улица,10,1,1.566,176.1,1.566,6.0651,440.5,4.4291,431.8,1.566,1.566,fastest,0.0,2.446,1,True
Хомутяновка,w290334258,Комсомольская улица,44,1,1.4077,139.6,1.4077,5.9068,404,4.2708,395.3,1.4077,1.4077,fastest,0.0,2.106,1,True
Хомутяновка,w352263831,Лесовой переулок,2,4,6.0645,447.3,6.0645,7.3546,497.2,6.6097,555.7,6.0645,6.0645,fastest,0.0,8.301,4,True
Хомутяновка,n2337880821,Лесовой переулок,3,4,6.0295,442.3,6.0295,7.3197,492.2,6.5747,550.7,6.0295,6.0295,fastest,0.0,8.241,4,True
Хомутяновка,w352263797,Лесовой переулок,5,4,6.0782,449.3,6.0782,7.3683,499.2,6.6234,557.7,6.0782,6.0782,fastest,0.0,8.325,4,True
Хомутяновка,w352265856,Лесовой переулок,7,4,6.0099,439.5,6.0099,7.3001,489.4,6.5551,547.9,6.0099,6.0099,fastest,0.0,8.207,4,True
Хомутяновка,w352263835,Лесовой переулок,22,4,6.0989,452.3,6.0989,7.389,502.2,6.6441,560.7,6.0989,6.0989,fastest,0.0,8.36,4,True
Хомутяновка,w352263837,Лесовой переулок,22а,4,6.1103,453.9,6.1103,7.4004,503.8,6.6555,562.3,6.1103,6.1103,fastest,0.0,8.38,4,True
Хомутяновка,w317051448,Молодёжная улица,1,3,5.6937,373.6,5.6937,6.9838,423.5,6.2389,482,5.6937,5.6937,fastest,0.0,7.562,4,True
Хомутяновка,w318070636,Молодёжная улица,9,3,5.8656,398.3,5.8656,7.1558,448.2,6.4109,506.7,5.8656,5.8656,fastest,0.0,7.857,4,True
Хомутяновка,w318070630,Молодёжная улица,11,3,5.8658,398.4,5.8658,7.156,448.3,6.411,506.8,5.8658,5.8658,fastest,0.0,7.858,4,True
Хомутяновка,w317051494,Молодёжная улица,12,3,5.7326,379.1,5.7326,7.0227,429,6.2778,487.5,5.7326,5.7326,fastest,0.0,7.628,4,True
