current_zone,directed_states,district,house,km_10c,km_10d,off_road_m,owner_review_required,status,street,uid
2,2,Борисовка,1 А,4.3612,4.1049,17.54,True,OK,1-й Братский переулок,n4919312070
2,2,Борисовка,12,4.0399,4.0506,14.36,True,OK,1-й Братский переулок,w319402241
2,2,Борисовка,14,4.0489,4.0584,15.28,True,OK,1-й Братский переулок,w319305814
2,2,Борисовка,16,4.2718,4.1942,15.49,True,OK,1-й Братский переулок,n2325729678
2,2,Борисовка,23,4.1995,4.2103,17.03,True,OK,1-й Братский переулок,n2325729685
2,2,Борисовка,1,3.9116,3.9224,14.18,True,OK,1-й переулок Петровского,w319141459
2,2,Борисовка,3,4.1491,3.954,14.88,True,OK,1-й переулок Петровского,w319141457
2,2,Борисовка,4,3.9361,3.9469,20.09,True,OK,1-й переулок Петровского,w319615907
2,2,Борисовка,6,3.9522,3.963,14.2,True,OK,1-й переулок Петровского,w319615909
2,2,Борисовка,10,4.0954,4.0123,21.79,True,OK,1-й переулок Петровского,w319402243
2,2,Борисовка,11,4.1638,4.051,16.55,True,OK,1-й переулок Петровского,w319141434
2,2,Борисовка,16,4.0764,4.0872,22.9,True,OK,1-й переулок Петровского,w319227866
2,2,Борисовка,29,4.1085,4.1064,5.6,True,OK,1-й переулок Петровского,n2325366583
2,2,Борисовка,1,4.3081,4.0273,15.49,True,OK,2-й Братский переулок,w319305819
2,2,Борисовка,2,4.3284,4.007,0.1,True,OK,2-й Братский переулок,n2325729693
2,2,Борисовка,3,4.0564,4.0672,11.59,True,OK,2-й Братский переулок,w319615908
2,2,Борисовка,5,4.2311,4.1043,16.54,True,OK,2-й Братский переулок,w351855709
2,2,Борисовка,6 Б,3.9763,3.9871,9.19,True,OK,2-й Братский переулок,n4919312077
2,2,Борисовка,7,4.1077,4.1185,30.4,True,OK,2-й Братский переулок,w351855710
2,2,Борисовка,9,4.1303,4.1411,15.39,True,OK,2-й Братский переулок,w351855713
2,2,Борисовка,12,4.1949,4.1406,3.82,True,OK,2-й Братский переулок,n2325729692
2,2,Борисовка,4,4.0676,4.0354,22.93,True,OK,2-й переулок Петровского,w319141416
2,2,Борисовка,4,4.1036,3.9995,13.62,True,OK,2-й переулок Петровского,w319141422
2,2,Борисовка,5,4.0767,4.0264,13.64,True,OK,2-й переулок Петровского,w319141417
2,2,Борисовка,8,4.0337,4.0445,17.99,True,OK,2-й переулок Петровского,w319141418
2,2,Борисовка,15,4.0709,4.0322,14.49,True,OK,2-й переулок Петровского,n5708918557
2,2,Борисовка,45,4.1348,3.9683,9.25,True,OK,2-й переулок Петровского,w319139366
3,2,Борисовка,23,5.1635,4.9288,26.67,True,OK,Безымянный переулок,w317148593
3,2,Борисовка,42,4.8638,4.8867,28.39,True,OK,Безымянный переулок,w209273615
3,2,Борисовка,44,5.1957,4.8967,19.01,True,OK,Безымянный переулок,w317055539
3,2,Борисовка,46,5.1718,4.9205,20.35,True,OK,Безымянный переулок,w209273643
3,2,Борисовка,48,4.9901,5.0009,15.64,True,OK,Безымянный переулок,w209273632
3,2,Борисовка,50в,5.1011,5.0621,14.32,True,OK,Безымянный переулок,w209273614
4,2,Борисовка,63,5.1345,5.1029,22.22,True,OK,Безымянный переулок,w318090595
3,1,Борисовка,1,4.4386,4.4494,17.24,True,OK,Бельцкая улица,w319139357
3,1,Борисовка,2,4.5027,4.5135,12.35,True,OK,Бельцкая улица,w318185745
3,1,Борисовка,3,4.4554,4.4662,23.15,True,OK,Бельцкая улица,n4580309456
3,1,Борисовка,4,4.5872,4.598,12.03,True,OK,Бельцкая улица,w318058451
3,1,Борисовка,5,4.4679,4.4787,35.94,True,OK,Бельцкая улица,w319139352
3,1,Борисовка,7,4.495,4.5058,21.36,True,OK,Бельцкая улица,w319139353
3,1,Борисовка,8,4.6062,4.617,13.0,True,OK,Бельцкая улица,w318058455
3,1,Борисовка,9,4.5204,4.5312,32.45,True,OK,Бельцкая улица,w319139349
3,1,Борисовка,10,4.4418,4.4526,17.47,True,OK,Бельцкая улица,n2325366580
3,1,Борисовка,11,4.5503,4.561,36.55,True,OK,Бельцкая улица,w319139344
3,1,Борисовка,13,4.5765,4.5872,17.43,True,OK,Бельцкая улица,w319135683
3,1,Борисовка,14,4.4931,4.5039,10.07,True,OK,Бельцкая улица,w532689734
3,1,Борисовка,15,4.594,4.6048,17.65,True,OK,Бельцкая улица,w319139342
2,1,Борисовка,16,3.9865,3.9973,16.04,True,OK,Бельцкая улица,w306219486
3,1,Борисовка,17,4.613,4.6238,17.8,True,OK,Бельцкая улица,w319139341
2,1,Борисовка,18,4.0074,4.0182,16.19,True,OK,Бельцкая улица,w306219483
3,1,Борисовка,19,4.6275,4.6383,17.06,True,OK,Бельцкая улица,w319139339
2,1,Борисовка,20,4.0264,4.0372,16.58,True,OK,Бельцкая улица,w306219470
3,1,Борисовка,21,4.3878,4.3985,23.78,True,OK,Бельцкая улица,w319135680
2,1,Борисовка,22,4.0454,4.0562,20.37,True,OK,Бельцкая улица,w306219469
3,1,Борисовка,23,4.4136,4.4244,20.3,True,OK,Бельцкая улица,w318701784
2,1,Борисовка,24,4.0691,4.0799,19.66,True,OK,Бельцкая улица,w306219468
3,1,Борисовка,25,4.4298,4.4406,19.79,True,OK,Бельцкая улица,w318701782
2,1,Борисовка,26,4.0867,4.0975,15.9,True,OK,Бельцкая улица,w306219466
3,1,Борисовка,27,4.4834,4.4942,28.24,True,OK,Бельцкая улица,w317148288
2,1,Борисовка,28,4.104,4.1148,16.53,True,OK,Бельцкая улица,w306219465
4,2,Борисовка,29,4.5984,4.5431,17.78,True,OK,Бельцкая улица,w209267155
2,1,Борисовка,33,3.9844,3.9952,21.81,True,OK,Бельцкая улица,w318701773
2,2,Борисовка,33б,4.8105,4.3298,18.28,True,OK,Бельцкая улица,w295571380
3,1,Борисовка,34,4.5574,4.5682,13.86,True,OK,Бельцкая улица,w318058442
2,1,Борисовка,35,4.007,4.0178,18.5,True,OK,Бельцкая улица,w318701778
2,1,Борисовка,36/36а,3.59,3.6007,24.76,True,OK,Бельцкая улица,w319144223
2,1,Борисовка,37,4.0314,4.0422,18.82,True,OK,Бельцкая улица,w318701780
2,1,Борисовка,41,4.0583,4.0691,21.39,True,OK,Бельцкая улица,w318701795
2,1,Борисовка,43,4.0845,4.0953,18.55,True,OK,Бельцкая улица,w318701803
2,1,Борисовка,45,4.1043,4.1151,17.78,True,OK,Бельцкая улица,w318701805
2,1,Борисовка,49,4.1398,4.1506,22.9,True,OK,Бельцкая улица,w532689732
2,1,Борисовка,51,4.1708,4.169,26.25,True,OK,Бельцкая улица,w318701862
2,1,Борисовка,55,4.2206,4.2314,28.14,True,OK,Бельцкая улица,w318702082
2,1,Борисовка,57,4.2432,4.254,19.04,True,OK,Бельцкая улица,w318702083
3,2,Борисовка,92,4.644,4.4962,29.04,True,OK,Бельцкая улица,w318185749
3,1,Борисовка,94,4.4615,4.4723,16.05,True,OK,Бельцкая улица,w318072708
3,2,Борисовка,98,4.6869,4.4534,6.24,True,OK,Бельцкая улица,n2325366572
2,2,Борисовка,100,4.7231,4.4172,7.0,True,OK,Бельцкая улица,n2325366573
2,1,Борисовка,104,4.7279,4.4368,34.5,True,OK,Бельцкая улица,w319139358
2,2,Борисовка,106,4.3604,4.3984,38.38,True,OK,Бельцкая улица,w319139372
2,2,Борисовка,7,4.2117,4.1237,16.41,True,OK,Братская улица,n2337855688
2,2,Борисовка,8,4.1908,4.1446,21.66,True,OK,Братская улица,w297047299
2,2,Борисовка,10,4.1702,4.1652,21.36,True,OK,Братская улица,w297047300
2,2,Борисовка,11,4.1892,4.1463,16.12,True,OK,Братская улица,n2337855692
2,2,Борисовка,12,4.1594,4.1752,15.13,True,OK,Братская улица,w319615914
2,2,Борисовка,12/1,4.1652,4.1828,19.44,True,OK,Братская улица,n5682775200
2,2,Борисовка,13,4.1749,4.1857,16.72,True,OK,Братская улица,n2337855693
2,2,Борисовка,14,4.1882,4.199,16.22,True,OK,Братская улица,w319620058
2,2,Борисовка,22,4.2692,4.2806,10.75,True,OK,Братская улица,n2325729703
3,2,Борисовка,1,4.5638,4.3386,15.89,True,OK,Варницкий тупик,n2325729718
3,2,Борисовка,9,4.3022,4.313,9.7,True,OK,Варницкий тупик,w352110120
3,2,Борисовка,13,4.4193,4.4301,23.71,True,OK,Варницкий тупик,n2325729715
3,2,Борисовка,14,4.4971,4.4053,18.72,True,OK,Варницкий тупик,w352667478
3,2,Борисовка,16,4.4166,4.4274,19.43,True,OK,Варницкий тупик,w352667476
3,2,Хомутяновка,1,5.2524,5.2076,27.21,True,OK,Гербовецкая улица,n2337985509
3,2,Хомутяновка,4,5.3735,5.0866,28.61,True,OK,Гербовецкая улица,w352064505
3,2,Хомутяновка,6,5.3514,5.1086,29.03,True,OK,Гербовецкая улица,w352064507
3,2,Хомутяновка,8,5.1572,5.1238,30.43,True,OK,Гербовецкая улица,w352161715
3,2,Хомутяновка,10,5.318,5.1421,34.12,True,OK,Гербовецкая улица,w352161714
3,2,Хомутяновка,12,5.3027,5.1573,28.85,True,OK,Гербовецкая улица,w352161713
3,2,Хомутяновка,14,5.2168,5.1834,39.59,True,OK,Гербовецкая улица,w352161711
3,2,Хомутяновка,16,5.2635,5.1966,27.93,True,OK,Гербовецкая улица,w352161710
3,2,Хомутяновка,18,5.2472,5.2129,42.01,True,OK,Гербовецкая улица,w352161708
3,2,Хомутяновка,20,5.2285,5.1951,29.43,True,OK,Гербовецкая улица,w352161709
3,2,Хомутяновка,22,5.5147,5.1918,27.99,True,OK,Гербовецкая улица,w352161707
3,2,Хомутяновка,24,5.2442,5.2108,28.64,True,OK,Гербовецкая улица,w352161706
3,2,Хомутяновка,26,5.4791,5.2274,39.22,True,OK,Гербовецкая улица,w352161705
3,2,Хомутяновка,28,5.4701,5.2365,43.98,True,OK,Гербовецкая улица,w352161717
4,2,Хомутяновка,30,5.2836,5.2502,40.0,True,OK,Гербовецкая улица,w352161704
3,2,Хомутяновка,43,5.0392,5.0059,7.08,True,OK,Гербовецкая улица,n2321951519
3,2,Хомутяновка,45,5.076,5.0427,20.94,True,OK,Гербовецкая улица,n4919309516
3,2,Хомутяновка,49,5.1295,5.0961,19.02,True,OK,Гербовецкая улица,w320440076
3,2,Хомутяновка,1,4.3685,4.3257,19.14,True,OK,Главная улица,w353974419
3,2,Хомутяновка,3,4.4096,4.2846,21.52,True,OK,Главная улица,w353974255
3,2,Хомутяновка,1,5.694,5.3526,11.38,True,OK,Глинная улица,w318084711
3,2,Хомутяновка,3,5.3988,5.3654,25.98,True,OK,Глинная улица,w318548578
3,2,Хомутяновка,5,5.4222,5.3889,12.1,True,OK,Глинная улица,w318548576
3,2,Хомутяновка,7,6.0288,5.4012,10.05,True,OK,Глинная улица,w318548577
3,2,Хомутяновка,9,5.3463,5.3129,9.26,True,OK,Глинная улица,w318084713
3,2,Хомутяновка,1,4.4262,4.2914,21.12,True,OK,Дачная улица,w315109557
3,2,Хомутяновка,3,4.3053,4.2719,19.06,True,OK,Дачная улица,w315109558
3,2,Хомутяновка,4,4.417,4.3007,16.74,True,OK,Дачная улица,w318406782
3,2,Хомутяновка,6,4.3164,4.283,17.59,True,OK,Дачная улица,w318406783
3,2,Хомутяновка,8,4.2989,4.2655,20.25,True,OK,Дачная улица,w318406789
3,2,Хомутяновка,10,4.4675,4.2501,16.53,True,OK,Дачная улица,w318406792
4,2,Хомутяновка,5,,5.19,23.81,True,OK,Деповская улица,w299956671
3,2,Хомутяновка,3,5.5396,5.5062,19.05,True,OK,Железнодорожная улица,w317051444
3,2,Хомутяновка,4,5.6741,5.4445,20.97,True,OK,Железнодорожная улица,w317149176
3,2,Хомутяновка,5,5.5264,5.493,20.21,True,OK,Железнодорожная улица,w317051443
3,2,Хомутяновка,6,5.6594,5.4592,18.3,True,OK,Железнодорожная улица,w317149175
3,2,Хомутяновка,7,5.5105,5.4772,22.99,True,OK,Железнодорожная улица,w317051442
3,2,Хомутяновка,8,5.4737,5.4845,20.38,True,OK,Железнодорожная улица,w317051499
3,2,Хомутяновка,9,5.4953,5.4619,17.78,True,OK,Железнодорожная улица,w317051441
3,2,Хомутяновка,10,5.5053,5.5161,17.02,True,OK,Железнодорожная улица,w317051496
3,2,Хомутяновка,11,5.6248,5.4501,19.42,True,OK,Железнодорожная улица,w317051439
3,2,Хомутяновка,13,5.6414,5.4335,20.68,True,OK,Железнодорожная улица,w317051432
3,2,Хомутяновка,16,5.5288,5.4954,18.7,True,OK,Железнодорожная улица,w317051487
3,2,Хомутяновка,17,5.435,5.4017,9.78,True,OK,Железнодорожная улица,n9170522018
3,2,Хомутяновка,18,5.5951,5.4798,17.73,True,OK,Железнодорожная улица,w317051467
3,2,Хомутяновка,20,5.6122,5.4627,19.8,True,OK,Железнодорожная улица,w317051466
3,2,Хомутяновка,21,5.4388,5.3679,26.61,True,OK,Железнодорожная улица,w316645121
3,2,Хомутяновка,22,5.6292,5.4457,19.3,True,OK,Железнодорожная улица,w317051464
3,2,Хомутяновка,23,5.4523,5.3499,17.96,True,OK,Железнодорожная улица,w316645120
3,2,Хомутяновка,24,5.4634,5.43,20.89,True,OK,Железнодорожная улица,w317051462
3,2,Хомутяновка,26,5.4488,5.4154,20.2,True,OK,Железнодорожная улица,w317051457
3,2,Хомутяновка,27,5.4822,5.32,20.33,True,OK,Железнодорожная улица,w316645010
3,2,Хомутяновка,29,5.3396,5.3063,18.45,True,OK,Железнодорожная улица,w316645009
3,2,Хомутяновка,31,5.5092,5.293,21.76,True,OK,Железнодорожная улица,w316645008
3,2,Хомутяновка,33,5.5239,5.2783,20.2,True,OK,Железнодорожная улица,w316645007
3,2,Хомутяновка,34,5.3662,5.3329,24.6,True,OK,Железнодорожная улица,w316785287
3,2,Хомутяновка,36,5.486,5.3162,25.54,True,OK,Железнодорожная улица,w561469641
3,2,Хомутяновка,38,5.3331,5.2997,23.88,True,OK,Железнодорожная улица,w316758837
3,2,Хомутяновка,39,5.245,5.2117,20.45,True,OK,Железнодорожная улица,w315618139
3,2,Хомутяновка,40,5.5161,5.2861,21.34,True,OK,Железнодорожная улица,w316758836
3,2,Хомутяновка,41,5.3102,5.1978,20.55,True,OK,Железнодорожная улица,w315618140
3,2,Хомутяновка,42,5.5328,5.2694,22.28,True,OK,Железнодорожная улица,w316665822
3,2,Хомутяновка,43,5.3254,5.1826,20.21,True,OK,Железнодорожная улица,w315618141
3,2,Хомутяновка,45,5.3403,5.1677,20.63,True,OK,Железнодорожная улица,w315618142
3,2,Хомутяновка,47,5.1877,5.1543,21.48,True,OK,Железнодорожная улица,w315618133
3,2,Хомутяновка,48,5.2287,5.1954,21.69,True,OK,Железнодорожная улица,w315618160
3,2,Хомутяновка,49,5.3683,5.1398,24.5,True,OK,Железнодорожная улица,w315618131
3,2,Хомутяновка,50,5.3314,5.1766,19.98,True,OK,Железнодорожная улица,w315618161
3,2,Хомутяновка,51,5.3828,5.1252,21.24,True,OK,Железнодорожная улица,w315618129
3,2,Хомутяновка,52,5.349,5.159,20.43,True,OK,Железнодорожная улица,w315618165
3,2,Хомутяновка,52а,5.3521,5.3629,57.01,True,OK,Железнодорожная улица,w184989544
3,2,Хомутяновка,53,5.1442,5.1108,22.41,True,OK,Железнодорожная улица,w315425254
3,2,Хомутяновка,54,5.1727,5.1393,30.95,True,OK,Железнодорожная улица,w315618154
3,2,Хомутяновка,55,5.1302,5.0067,42.59,True,OK,Железнодорожная улица,w315425247
3,2,Хомутяновка,56,5.3826,5.1254,24.58,True,OK,Железнодорожная улица,w315618155
3,2,Хомутяновка,57,5.1146,5.0176,29.57,True,OK,Железнодорожная улица,w315425245
3,2,Хомутяновка,58,5.3992,5.1088,19.07,True,OK,Железнодорожная улица,w315425252
3,2,Хомутяновка,60,5.1259,5.0925,19.08,True,OK,Железнодорожная улица,w315425250
3,2,Хомутяновка,62,5.4323,5.0758,18.02,True,OK,Железнодорожная улица,w315425248
3,2,Хомутяновка,63,5.1022,5.03,25.35,True,OK,Железнодорожная улица,w315193170
3,2,Хомутяновка,65,5.1181,5.0082,22.78,True,OK,Железнодорожная улица,w315193163
3,2,Хомутяновка,67,5.1311,4.9952,22.1,True,OK,Железнодорожная улица,w315193149
3,2,Хомутяновка,68,5.0482,5.0148,17.23,True,OK,Железнодорожная улица,w315425219
3,2,Хомутяновка,69,5.0144,4.981,23.51,True,OK,Железнодорожная улица,w315193143
3,2,Хомутяновка,70,5.029,4.9957,18.77,True,OK,Железнодорожная улица,w315425218
3,2,Хомутяновка,71,5.1563,4.9701,29.21,True,OK,Железнодорожная улица,w315108372
3,2,Хомутяновка,72,5.0118,4.9785,23.44,True,OK,Железнодорожная улица,w315193130
3,2,Хомутяновка,73,4.9851,4.9517,22.25,True,OK,Железнодорожная улица,w315108371
3,2,Хомутяновка,74,4.9961,4.9627,18.13,True,OK,Железнодорожная улица,w315193155
3,2,Хомутяновка,75,5.1933,4.9357,22.43,True,OK,Железнодорожная улица,w315108370
3,2,Хомутяновка,77,4.9546,4.9213,22.59,True,OK,Железнодорожная улица,w315108369
3,2,Хомутяновка,80,5.2242,4.9021,19.05,True,OK,Железнодорожная улица,w315193133
3,2,Хомутяновка,85,4.8825,4.8577,26.44,True,OK,Железнодорожная улица,w302074717
3,2,Хомутяновка,86,4.9381,4.8385,19.2,True,OK,Железнодорожная улица,w302074724
3,2,Хомутяновка,87,4.8646,4.8313,21.89,True,OK,Железнодорожная улица,w302074719
3,2,Хомутяновка,88,4.955,4.8216,18.4,True,OK,Железнодорожная улица,w302074718
3,2,Хомутяновка,89,4.7883,4.7549,24.47,True,OK,Железнодорожная улица,w302074720
3,2,Хомутяновка,90,4.8329,4.7971,22.39,True,OK,Железнодорожная улица,w297019342
3,2,Хомутяновка,93,4.614,4.5806,9.85,True,OK,Железнодорожная улица,w209287641
3,2,Хомутяновка,95,4.5099,4.4273,21.44,True,OK,Железнодорожная улица,w318406781
3,2,Хомутяновка,97а,4.4328,4.4007,20.86,True,OK,Железнодорожная улица,w318406779
3,2,Хомутяновка,98,4.6969,4.617,27.96,True,OK,Железнодорожная улица,w209287691
3,2,Хомутяновка,100,4.605,4.5716,9.64,True,OK,Железнодорожная улица,w209287682
3,2,Хомутяновка,102,4.6971,4.5834,29.95,True,OK,Железнодорожная улица,w302067664
3,2,Хомутяновка,104,4.4824,4.4491,12.48,True,OK,Железнодорожная улица,w302067666
3,2,Хомутяновка,116,4.3887,4.3554,9.82,True,OK,Железнодорожная улица,w318406795
3,2,Хомутяновка,2,,4.9586,7.58,True,OK,Железнодорожный тупик,n2339105464
3,2,Хомутяновка,5,5.035,5.0017,12.6,True,OK,Железнодорожный тупик,w315425256
3,2,Хомутяновка,76,,4.9491,13.41,True,OK,Железнодорожный тупик,w315193157
3,2,Хомутяновка,78,4.9881,4.9547,10.46,True,OK,Железнодорожный тупик,w315193131
3,2,Хомутяновка,2,5.4862,5.4528,17.17,True,OK,Кагульская улица,w91850354
4,2,Хомутяновка,4,5.7708,5.7375,15.96,True,OK,Кагульская улица,w209273586
3,2,Хомутяновка,5,5.859,5.5709,8.32,True,OK,Кагульская улица,w352110827
3,2,Хомутяновка,7,5.6279,5.5946,19.18,True,OK,Кагульская улица,w352111432
3,2,Хомутяновка,9,5.8158,5.6141,20.92,True,OK,Кагульская улица,w352111431
3,2,Хомутяновка,11,5.7933,5.6367,17.73,True,OK,Кагульская улица,w352064500
3,2,Хомутяновка,13,5.6966,5.6632,10.95,True,OK,Кагульская улица,w528507076
3,2,Хомутяновка,1,4.6973,4.539,9.74,True,OK,Киевская улица,w302368617
3,2,Хомутяновка,3,4.7271,4.5092,18.2,True,OK,Киевская улица,w303915694
3,2,Хомутяновка,6,4.4859,4.4525,13.88,True,OK,Киевская улица,w161058108
3,2,Хомутяновка,7,4.56,4.4303,10.8,True,OK,Киевская улица,w303915689
3,2,Хомутяновка,8а,4.5668,4.4333,13.63,True,OK,Киевская улица,w303915687
3,2,Хомутяновка,9,4.5885,4.4018,15.98,True,OK,Киевская улица,w303915686
3,2,Хомутяновка,10,4.3247,4.2913,12.64,True,OK,Киевская улица,w302066925
3,2,Хомутяновка,11,4.72,4.5163,10.61,True,OK,Киевская улица,w301982088
3,2,Хомутяновка,11,4.4146,4.3812,15.2,True,OK,Киевская улица,w303915681
3,2,Хомутяновка,12,4.2874,4.2541,15.2,True,OK,Киевская улица,w302066923
3,2,Хомутяновка,17,4.3901,4.3023,15.59,True,OK,Киевская улица,w303915677
3,2,Хомутяновка,19,4.3227,4.2893,15.08,True,OK,Киевская улица,w304088436
3,2,Хомутяновка,21,4.4199,4.2725,19.99,True,OK,Киевская улица,w304088437
3,2,Хомутяновка,22/1,4.3827,4.3097,16.38,True,OK,Киевская улица,w302066924
3,2,Хомутяновка,23,4.4674,4.2436,15.53,True,OK,Киевская улица,w304088440
3,2,Хомутяновка,25,4.2847,4.2514,14.64,True,OK,Киевская улица,w310488383
3,2,Хомутяновка,27,4.4394,4.2782,18.12,True,OK,Киевская улица,w310488384
3,2,Хомутяновка,29,4.3264,4.2931,17.92,True,OK,Киевская улица,w310488385
3,2,Хомутяновка,31,4.3808,4.3178,19.82,True,OK,Киевская улица,w310488387
3,2,Хомутяновка,33,4.5549,4.3824,14.88,True,OK,Киевская улица,w318406775
3,2,Хомутяновка,33а,4.5707,4.3666,15.17,True,OK,Киевская улица,w318406776
3,2,Хомутяновка,35,4.4351,4.4017,17.77,True,OK,Киевская улица,w318406774
3,2,Хомутяновка,36,4.5368,4.4004,20.68,True,OK,Киевская улица,w209287696
3,2,Хомутяновка,37,4.4522,4.4188,13.35,True,OK,Киевская улица,w318406772
3,2,Хомутяновка,43,4.4805,4.2509,34.72,True,OK,Киевская улица,n2322107937
3,2,Хомутяновка,45,4.2234,4.1901,20.96,True,OK,Киевская улица,w304088444
3,2,Хомутяновка,138,4.6307,4.2813,23.78,True,OK,Киевская улица,w302066929
3,2,Хомутяновка,140,4.4904,4.202,14.12,True,OK,Киевская улица,n2334239345
3,2,Хомутяновка,142,4.2088,4.1755,25.5,True,OK,Киевская улица,w310488388
4,2,Борисовка,1,4.7115,4.5631,41.89,True,OK,Кишинёвская улица,w209267167
4,2,Борисовка,1а,4.5948,4.6055,21.71,True,OK,Кишинёвская улица,w209267130
4,2,Борисовка,1б,,4.5842,14.92,True,OK,Кишинёвская улица,w209267161
4,2,Борисовка,3,4.5164,4.5272,31.13,True,OK,Кишинёвская улица,w316027129
4,2,Борисовка,4,,4.9137,0.15,True,OK,Кишинёвская улица,n2334331709
4,2,Борисовка,5,4.8965,4.5161,11.18,True,OK,Кишинёвская улица,w316027128
4,2,Борисовка,7,4.5483,4.5591,17.56,True,OK,Кишинёвская улица,w316027126
4,2,Борисовка,8,4.9325,4.9433,14.12,True,OK,Кишинёвская улица,w303915656
4,2,Борисовка,8/1,,4.9013,11.23,True,OK,Кишинёвская улица,n5172819425
4,2,Борисовка,8/2,,4.9123,5.5,True,OK,Кишинёвская улица,n5172818452
4,2,Борисовка,9,4.5404,4.5512,19.37,True,OK,Кишинёвская улица,w316027125
4,2,Борисовка,10,,4.9142,14.87,True,OK,Кишинёвская улица,w303915657
4,2,Борисовка,12,4.8481,4.8589,31.62,True,OK,Кишинёвская улица,w303915659
4,2,Борисовка,12/3,,4.8487,22.97,True,OK,Кишинёвская улица,n5172818844
4,2,Борисовка,14,4.876,4.8868,27.04,True,OK,Кишинёвская улица,w303915660
4,2,Борисовка,16,4.8198,4.8306,22.6,True,OK,Кишинёвская улица,n2334331706
4,2,Борисовка,20,4.797,4.8078,12.51,True,OK,Кишинёвская улица,n2334331710
4,2,Борисовка,24,,4.7579,27.5,True,OK,Кишинёвская улица,n2334331711
4,2,Борисовка,34/2,4.8935,4.6399,29.8,True,OK,Кишинёвская улица,n5172818456
2,2,Борисовка,54,4.7538,4.3996,30.92,True,OK,Кишинёвская улица,w316027473
4,2,Борисовка,60,4.4629,4.4737,28.78,True,OK,Кишинёвская улица,w316027884
4,2,Борисовка,76,4.6342,4.645,11.27,True,OK,Кишинёвская улица,n2325366591
4,2,Борисовка,78,4.616,4.6337,45.82,True,OK,Кишинёвская улица,n4886201637
4,2,Борисовка,32,4.8246,4.7088,23.82,True,OK,Кишинёвский переулок,n2334331712
4,2,Борисовка,34,4.8347,4.6988,13.42,True,OK,Кишинёвский переулок,n2334331713
4,2,Борисовка,38,4.7912,4.7351,46.07,True,OK,Кишинёвский переулок,w316027138
2,2,Борисовка,1,4.3482,4.359,7.85,True,OK,Кишинёвский тупик,w319620046
2,2,Борисовка,1,4.5806,4.398,15.14,True,OK,Кишинёвский тупик,w352667518
3,2,Борисовка,2,4.2884,4.2991,10.93,True,OK,Кишинёвский тупик,w352148079
3,2,Борисовка,2а,4.3192,4.3247,9.21,True,OK,Кишинёвский тупик,w352110238
2,2,Борисовка,3,4.3518,4.3626,16.51,True,OK,Кишинёвский тупик,w352155392
3,2,Борисовка,4,4.2634,4.2742,10.97,True,OK,Кишинёвский тупик,w352148078
2,2,Борисовка,5,4.4314,4.3461,13.97,True,OK,Кишинёвский тупик,w352110239
3,2,Борисовка,7,4.3178,4.3286,15.69,True,OK,Кишинёвский тупик,w352155391
2,2,Борисовка,8а,4.5615,4.2159,15.11,True,OK,Кишинёвский тупик,w352148076
2,2,Борисовка,10,4.5771,4.1925,15.92,True,OK,Кишинёвский тупик,n2325729708
1,2,Хомутяновка,1,,1.4884,10.24,True,OK,Комсомольская улица,w161058098
1,2,Хомутяновка,2,1.7067,1.5068,19.75,True,OK,Комсомольская улица,w211496794
1,2,Хомутяновка,2,,1.4846,15.62,True,OK,Комсомольская улица,w446490135
1,2,Хомутяновка,2б,,1.5407,21.88,True,OK,Комсомольская улица,w295088581
1,2,Хомутяновка,4,1.5949,1.5083,27.62,True,OK,Комсомольская улица,w211496742
1,2,Хомутяновка,5,1.5881,1.5016,13.99,True,OK,Комсомольская улица,w211496784
1,2,Хомутяновка,6,1.6217,1.5352,17.34,True,OK,Комсомольская улица,w211496787
1,2,Хомутяновка,7A,1.7934,1.4201,28.96,True,OK,Комсомольская улица,w211496781
1,2,Хомутяновка,8,,1.5454,18.19,True,OK,Комсомольская улица,w211496770
1,2,Хомутяновка,10,,1.5454,22.32,True,OK,Комсомольская улица,w415723868
1,2,Хомутяновка,44,1.4694,1.3829,29.42,True,OK,Комсомольская улица,w290334258
2,2,Борисовка,5,4.0249,4.0357,16.37,True,OK,Кооперативный тупик,w318057741
2,2,Борисовка,6,4.0249,4.0357,16.58,True,OK,Кооперативный тупик,w318071328
4,2,Хомутяновка,2,5.8669,5.7978,14.26,True,OK,Лесовой переулок,w352263831
4,2,Хомутяновка,3,5.8272,5.7938,5.96,True,OK,Лесовой переулок,n2337880821
4,2,Хомутяновка,5,5.8272,5.7938,13.76,True,OK,Лесовой переулок,w352263797
4,2,Хомутяновка,7,5.8058,5.7724,11.71,True,OK,Лесовой переулок,w352265856
4,2,Хомутяновка,22,5.9015,5.766,10.93,True,OK,Лесовой переулок,w352263835
4,2,Хомутяновка,22а,5.7946,5.7612,11.91,True,OK,Лесовой переулок,w352263837
3,2,Хомутяновка,1,5.5471,5.5137,14.13,True,OK,Молодёжная улица,w317051448
3,2,Хомутяновка,9,5.6392,5.648,18.38,True,OK,Молодёжная улица,w318070636
3,2,Хомутяновка,11,5.6421,5.645,15.47,True,OK,Молодёжная улица,w318070630
3,2,Хомутяновка,12,5.651,5.548,18.14,True,OK,Молодёжная улица,w317051494
3,2,Хомутяновка,14,5.6457,5.5533,13.54,True,OK,Молодёжная улица,w317051475
3,2,Хомутяновка,15,5.6163,5.5827,23.41,True,OK,Молодёжная улица,w317051503
3,2,Хомутяновка,17,5.5946,5.6044,14.94,True,OK,Молодёжная улица,w317051477
