current_zone,directed_states,district,house,km_10c,km_10d,off_road_m,owner_review_required,status,street,uid
3,2,Хомутяновка,23,5.3592,5.2484,15.39,True,OK,улица Ползунова,w209416082
3,2,Хомутяновка,24,5.2764,5.243,20.96,True,OK,улица Ползунова,w316645115
3,2,Хомутяновка,25,5.3731,5.2345,15.28,True,OK,улица Ползунова,w209416028
3,2,Хомутяновка,26,5.2627,5.2293,14.07,True,OK,улица Ползунова,w316645114
3,2,Хомутяновка,27,5.388,5.2196,15.48,True,OK,улица Ползунова,w209416084
3,2,Хомутяновка,28,5.2474,5.214,14.63,True,OK,улица Ползунова,w316645110
3,2,Хомутяновка,29,5.4033,5.2043,14.92,True,OK,улица Ползунова,w209416042
3,2,Хомутяновка,30,5.2329,5.1995,13.67,True,OK,улица Ползунова,w316031270
3,2,Хомутяновка,31,5.4154,5.1922,16.02,True,OK,улица Ползунова,w209416038
3,2,Хомутяновка,32,5.4237,5.1839,15.0,True,OK,улица Ползунова,w316031267
3,2,Хомутяновка,33,5.4317,5.1759,15.77,True,OK,улица Ползунова,w209416078
3,2,Хомутяновка,34,5.4382,5.1694,14.04,True,OK,улица Ползунова,w316031266
3,2,Хомутяновка,36,5.1868,5.1501,17.63,True,OK,улица Ползунова,w316031264
3,2,Хомутяновка,38,5.1968,5.1564,18.78,True,OK,улица Ползунова,w315618146
3,2,Хомутяновка,39,5.1444,5.111,15.41,True,OK,улица Ползунова,w209287675
3,2,Хомутяновка,40,5.2244,5.0895,16.8,True,OK,улица Ползунова,w315618137
3,2,Хомутяновка,41,5.2319,5.082,17.25,True,OK,улица Ползунова,w209287666
3,2,Хомутяновка,42,5.2391,5.0748,14.06,True,OK,улица Ползунова,w315425217
3,2,Хомутяновка,43,5.2442,5.0697,20.14,True,OK,улица Ползунова,w209287689
3,2,Хомутяновка,44,5.2554,5.0585,14.36,True,OK,улица Ползунова,w315425216
3,2,Хомутяновка,45,5.2639,5.05,15.59,True,OK,улица Ползунова,w209287698
3,2,Хомутяновка,46,5.0784,5.045,13.74,True,OK,улица Ползунова,w315425215
3,2,Хомутяновка,47,5.0681,5.0347,14.98,True,OK,улица Ползунова,w209287642
3,2,Хомутяновка,48,5.0647,5.0313,15.71,True,OK,улица Ползунова,w315425213
3,2,Хомутяновка,49,5.2931,5.0208,14.84,True,OK,улица Ползунова,w209287665
3,2,Хомутяновка,50,5.2975,5.0164,15.56,True,OK,улица Ползунова,w315425211
3,2,Хомутяновка,51,5.0389,5.0055,14.23,True,OK,улица Ползунова,w209287687
3,2,Хомутяновка,52,5.0353,5.0019,14.64,True,OK,улица Ползунова,w315425210
3,2,Хомутяновка,53,5.0253,4.992,14.84,True,OK,улица Ползунова,w209287654
3,2,Хомутяновка,54,5.326,4.988,14.79,True,OK,улица Ползунова,w315425209
3,2,Хомутяновка,55,5.0124,4.9791,14.39,True,OK,улица Ползунова,w209287656
3,2,Хомутяновка,56,5.0062,4.9729,17.21,True,OK,улица Ползунова,w315425208
3,2,Хомутяновка,59,4.9951,4.9394,14.47,True,OK,улица Ползунова,w209416055
3,2,Хомутяновка,61,5.0109,4.9205,14.84,True,OK,улица Ползунова,w209416076
3,2,Хомутяновка,62,5.0131,4.9184,15.45,True,OK,улица Ползунова,w315193168
3,2,Хомутяновка,63,5.0244,4.907,15.5,True,OK,улица Ползунова,w209416019
3,2,Хомутяновка,64,4.9368,4.9035,15.23,True,OK,улица Ползунова,w315193162
3,2,Хомутяновка,65,4.9265,4.8931,15.4,True,OK,улица Ползунова,w209416024
3,2,Хомутяновка,66,4.9229,4.8896,15.33,True,OK,улица Ползунова,w315193161
3,2,Хомутяновка,68,5.0613,4.8702,36.72,True,OK,улица Ползунова,w315193151
3,2,Хомутяновка,69,5.0685,4.863,15.07,True,OK,улица Ползунова,w209416053
3,2,Хомутяновка,70,5.0747,4.8568,18.4,True,OK,улица Ползунова,w315193136
3,2,Хомутяновка,71,5.082,4.8495,24.56,True,OK,улица Ползунова,w209416037
3,2,Хомутяновка,72,4.878,4.8447,17.28,True,OK,улица Ползунова,w315193137
3,2,Хомутяновка,73,4.8675,4.8342,15.18,True,OK,улица Ползунова,w209416054
3,2,Хомутяновка,74,4.864,4.8306,15.55,True,OK,улица Ползунова,w315425271
3,2,Хомутяновка,75,4.8562,4.8229,17.81,True,OK,улица Ползунова,w209416073
3,2,Хомутяновка,76,4.8456,4.8123,24.0,True,OK,улица Ползунова,w315108395
3,2,Хомутяновка,86,5.1464,4.9414,26.56,True,OK,улица Ползунова,w209287651
3,2,Хомутяновка,88,5.1608,4.927,23.15,True,OK,улица Ползунова,w209287673
4,2,Хомутяновка,2,5.7346,5.7013,25.97,True,OK,улица Полоза,w352111747
3,2,Хомутяновка,2а,5.7151,5.6817,9.01,True,OK,улица Полоза,w352111750
4,2,Хомутяновка,3,5.7549,5.7216,12.0,True,OK,улица Полоза,w352265854
4,2,Хомутяновка,4,,5.8053,18.29,True,OK,улица Полоза,w91850337
4,2,Хомутяновка,5,5.7705,5.7372,11.6,True,OK,улица Полоза,w352265855
4,2,Хомутяновка,6,,5.8288,15.5,True,OK,улица Полоза,w91850345
4,2,Хомутяновка,8,,5.8866,12.67,True,OK,улица Полоза,w209287637
4,2,Хомутяновка,9,6.1011,5.7783,10.71,True,OK,улица Полоза,w352263829
4,2,Хомутяновка,10,,6.364,58.26,True,OK,улица Полоза,w209273564
4,2,Хомутяновка,10,,5.9338,13.52,True,OK,улица Полоза,w209287659
4,2,Хомутяновка,11,5.8269,5.7936,11.28,True,OK,улица Полоза,w352263828
4,2,Хомутяновка,12,,5.9748,12.43,True,OK,улица Полоза,w209287667
4,2,Хомутяновка,13,5.8414,5.8081,11.42,True,OK,улица Полоза,w352263824
4,2,Хомутяновка,14,5.846,5.8126,12.11,True,OK,улица Полоза,w209287681
4,2,Хомутяновка,15,5.8597,5.8263,13.72,True,OK,улица Полоза,w352263822
4,2,Хомутяновка,16,5.9214,5.8881,13.43,True,OK,улица Полоза,w209287660
4,2,Хомутяновка,18,,5.8552,18.52,True,OK,улица Полоза,w209287693
4,2,Хомутяновка,20,5.9312,5.8979,14.0,True,OK,улица Полоза,w209287671
3,2,Хомутяновка,2,5.0603,5.027,13.45,True,OK,улица Сергея Ревенялэ,w209654391
3,2,Хомутяновка,2,5.0234,4.9901,13.21,True,OK,улица Сергея Ревенялэ,w209654392
3,2,Хомутяновка,2а/1,,4.884,18.11,True,OK,улица Сергея Ревенялэ,w299629715
3,2,Хомутяновка,3,5.1968,4.9554,17.52,True,OK,улица Сергея Ревенялэ,w302074741
3,2,Хомутяновка,5,4.9632,4.9298,16.39,True,OK,улица Сергея Ревенялэ,w302074740
3,2,Хомутяновка,"6 кв. 3,4",5.105,5.0477,34.65,True,OK,улица Сергея Ревенялэ,n4835050372
3,2,Хомутяновка,7,5.1151,4.8866,18.94,True,OK,улица Сергея Ревенялэ,w302074738
3,2,Хомутяновка,8 кв. 1,5.1344,5.108,15.79,True,OK,улица Сергея Ревенялэ,n4835050371
3,2,Хомутяновка,9,5.1468,4.8549,19.05,True,OK,улица Сергея Ревенялэ,w302074736
3,2,Хомутяновка,11,5.1684,4.8334,16.18,True,OK,улица Сергея Ревенялэ,w302074735
3,2,Хомутяновка,13,5.2032,4.7985,17.09,True,OK,улица Сергея Ревенялэ,w302074727
3,2,Хомутяновка,1,5.6448,5.5311,9.24,True,OK,улица Спартака,w317053527
3,2,Хомутяновка,3,5.618,5.5579,9.87,True,OK,улица Спартака,w317053524
3,2,Хомутяновка,4,5.6176,5.5582,15.84,True,OK,улица Спартака,w317053529
3,2,Хомутяновка,5,5.6104,5.5654,8.4,True,OK,улица Спартака,w317053522
3,2,Хомутяновка,6,5.608,5.5678,14.68,True,OK,улица Спартака,w317053532
3,2,Хомутяновка,8,5.6254,5.5505,14.4,True,OK,улица Спартака,w317053530
3,2,Хомутяновка,17,5.3362,5.2714,10.5,True,OK,улица Спартака,w315807407
3,2,Хомутяновка,17,5.3978,5.3644,12.45,True,OK,улица Спартака,w316172927
3,2,Хомутяновка,18,5.5042,5.298,11.09,True,OK,улица Спартака,w316645123
3,2,Хомутяновка,19,5.3031,5.2697,13.71,True,OK,улица Спартака,w315851328
3,2,Хомутяновка,19,5.4012,5.3678,9.75,True,OK,улица Спартака,w316645122
3,2,Хомутяновка,20,5.3349,5.3015,10.03,True,OK,улица Спартака,w316645118
3,2,Хомутяновка,25,5.5646,5.5313,11.72,True,OK,улица Спартака,w317053545
3,2,Хомутяновка,27,5.5668,5.5335,8.97,True,OK,улица Спартака,w316785297
3,2,Хомутяновка,28,5.4372,5.4038,12.56,True,OK,улица Спартака,w317051454
3,2,Хомутяновка,28,5.5301,5.4967,17.98,True,OK,улица Спартака,w317149184
3,2,Хомутяновка,29,5.5749,5.5282,26.71,True,OK,улица Спартака,w316785300
3,2,Хомутяновка,30,5.5697,5.4067,11.83,True,OK,улица Спартака,w316785289
3,2,Хомутяновка,30,5.5141,5.4807,10.55,True,OK,улица Спартака,w316785295
3,2,Хомутяновка,31,5.4877,5.4543,10.6,True,OK,улица Спартака,w317051455
3,2,Хомутяновка,33,5.5232,5.4532,8.18,True,OK,улица Спартака,w316785292
3,2,Хомутяновка,54,5.2612,5.2278,22.43,True,OK,улица Спартака,w209416027
3,2,Хомутяновка,56,5.2417,5.2084,17.57,True,OK,улица Спартака,w209416068
3,2,Хомутяновка,58,5.398,5.2096,14.17,True,OK,улица Спартака,w209416065
3,2,Хомутяновка,60,5.4532,5.1543,19.64,True,OK,улица Спартака,w209416030
3,2,Хомутяновка,62,5.176,5.1426,22.32,True,OK,улица Спартака,w315851327
3,2,Хомутяновка,64,5.4821,5.1254,19.92,True,OK,улица Спартака,w209416039
3,2,Хомутяновка,66,5.4968,5.1107,21.73,True,OK,улица Спартака,w209416041
3,2,Хомутяновка,2,4.8564,4.7955,28.49,True,OK,улица Старого,w302074728
3,2,Хомутяновка,2а,4.8009,4.7675,23.31,True,OK,улица Старого,w209654292
3,2,Хомутяновка,2а,,4.8471,19.54,True,OK,улица Старого,w302074726
3,2,Хомутяновка,2а,4.8466,4.8132,23.28,True,OK,улица Старого,w315193177
3,2,Хомутяновка,3,4.863,4.7889,32.12,True,OK,улица Старого,w301982100
3,2,Хомутяновка,4,4.7706,4.6294,25.49,True,OK,улица Старого,w315618360
3,2,Хомутяновка,6,4.6767,4.6434,23.88,True,OK,улица Старого,w315618358
3,2,Хомутяновка,8,4.6909,4.6576,23.35,True,OK,улица Старого,w315618357
3,2,Хомутяновка,9,4.729,4.6709,12.11,True,OK,улица Старого,w209287632
3,2,Хомутяновка,10,4.7331,4.671,23.04,True,OK,улица Старого,w315618356
3,2,Хомутяновка,11,4.6547,4.6213,13.99,True,OK,улица Старого,w209287679
3,2,Хомутяновка,12,4.7169,4.6839,25.09,True,OK,улица Старого,w315618354
3,2,Хомутяновка,13,4.8312,4.7979,12.51,True,OK,улица Старого,w209287650
3,2,Хомутяновка,14,4.7266,4.6932,22.75,True,OK,улица Старого,w315193207
3,2,Хомутяновка,16,4.8933,4.7073,22.4,True,OK,улица Старого,w315108398
3,2,Хомутяновка,18,4.7541,4.7207,22.24,True,OK,улица Старого,w315108397
3,2,Хомутяновка,19,4.9085,4.8774,16.44,True,OK,улица Старого,w302074722
3,2,Хомутяновка,20,4.7675,4.7341,22.09,True,OK,улица Старого,w297019343
3,2,Хомутяновка,21,4.937,4.9037,11.91,True,OK,улица Старого,w209287631
3,2,Хомутяновка,21/1,4.6672,4.6339,26.21,True,OK,улица Старого,w209654357
3,2,Хомутяновка,23,4.802,4.6047,22.2,True,OK,улица Старого,w302066909
3,2,Хомутяновка,25,4.5747,4.617,43.06,True,OK,улица Старого,w302066911
3,2,Хомутяновка,27,,4.8066,27.9,True,OK,улица Старого,w302074721
3,2,Хомутяновка,39,4.9839,4.9505,17.4,True,OK,улица Старого,w318120129
3,2,Хомутяновка,40,5.0265,4.9932,10.41,True,OK,улица Старого,n2321951516
3,2,Хомутяновка,126,4.656,4.6226,23.36,True,OK,улица Старого,w315618362
3,2,Хомутяновка,128,4.6399,4.6047,24.41,True,OK,улица Старого,w315618361
3,2,Хомутяновка,130Б,4.8161,4.5555,22.36,True,OK,улица Старого,w319366983
3,2,Хомутяновка,130а,4.6889,4.6272,25.5,True,OK,улица Старого,w209287624
2,1,Борисовка,2а,4.1829,4.1924,13.46,True,OK,улица Титова,n2325366576
2,2,Борисовка,3,4.3535,4.3643,17.34,True,OK,улица Титова,w319620037
2,1,Борисовка,4,4.1197,4.1305,21.83,True,OK,улица Титова,w319139368
2,1,Борисовка,6,4.0918,4.1026,16.7,True,OK,улица Титова,w319139367
2,2,Борисовка,7,4.4503,4.3272,6.39,True,OK,улица Титова,n2325729699
2,2,Борисовка,9,4.3253,4.3022,5.1,True,OK,улица Титова,n2325729697
2,2,Борисовка,10/2,3.7756,3.735,14.59,True,OK,улица Титова,w303917471
2,2,Борисовка,10а,,4.1972,16.09,True,OK,улица Титова,w96821686
2,1,Борисовка,12,4.0048,4.0156,11.04,True,OK,улица Титова,w319139364
2,1,Борисовка,14,3.9523,3.9631,16.72,True,OK,улица Титова,w319139360
2,1,Борисовка,16,3.9329,3.9437,15.21,True,OK,улица Титова,w319139359
2,1,Борисовка,18,3.9155,3.9262,18.91,True,OK,улица Титова,w319135682
2,1,Борисовка,20,3.8847,3.8955,30.15,True,OK,улица Титова,w319135681
2,1,Борисовка,24,3.8216,3.8324,32.44,True,OK,улица Титова,w318701775
2,1,Борисовка,26,3.8123,3.8231,21.07,True,OK,улица Титова,w318701776
2,1,Борисовка,30,3.7791,3.7899,14.75,True,OK,улица Титова,w318701779
2,1,Борисовка,32,3.7621,3.7728,12.98,True,OK,улица Титова,w318701793
2,1,Борисовка,34,3.7513,3.7621,14.94,True,OK,улица Титова,w318701796
2,1,Борисовка,36,3.7309,3.7417,28.65,True,OK,улица Титова,w318701800
2,1,Борисовка,37,4.0344,4.0452,17.2,True,OK,улица Титова,w319141437
2,1,Борисовка,38,3.7094,3.7202,17.61,True,OK,улица Титова,w318701809
2,1,Борисовка,39,4.0082,4.019,14.23,True,OK,улица Титова,w319141439
2,1,Борисовка,40,3.6917,3.7025,19.62,True,OK,улица Титова,w318701810
2,1,Борисовка,41,3.9846,3.9954,26.09,True,OK,улица Титова,w319141442
2,1,Борисовка,42,3.6798,3.6906,17.56,True,OK,улица Титова,w318701858
2,1,Борисовка,43,3.9702,3.981,15.91,True,OK,улица Титова,w319141443
2,1,Борисовка,44,3.6614,3.6722,14.16,True,OK,улица Титова,w532689733
2,1,Борисовка,46,3.6261,3.6369,15.57,True,OK,улица Титова,w318701865
2,1,Борисовка,47,3.9196,3.9304,20.72,True,OK,улица Титова,w319141423
2,1,Борисовка,48,3.5995,3.6103,19.46,True,OK,улица Титова,w318702077
2,1,Борисовка,49,3.8993,3.9101,14.36,True,OK,улица Титова,w319141424
2,1,Борисовка,50,3.5838,3.5946,15.73,True,OK,улица Титова,w318702079
2,1,Борисовка,51,3.8781,3.8889,20.14,True,OK,улица Титова,w319141427
2,1,Борисовка,52,3.568,3.5788,21.19,True,OK,улица Титова,w319144185
2,1,Борисовка,53,3.6147,3.6255,39.56,True,OK,улица Титова,w318701866
2,1,Борисовка,54,3.5515,3.5623,17.84,True,OK,улица Титова,w319144188
2,1,Борисовка,55,3.841,3.8518,20.98,True,OK,улица Титова,w319141431
2,1,Борисовка,56,3.5389,3.5497,16.01,True,OK,улица Титова,w319144191
2,1,Борисовка,57,3.8155,3.8262,40.29,True,OK,улица Титова,w319141455
2,1,Борисовка,58,3.522,3.5328,17.44,True,OK,улица Титова,w319144217
2,1,Борисовка,59,3.7626,3.7734,18.32,True,OK,улица Титова,w319142246
2,1,Борисовка,60,3.5062,3.517,13.71,True,OK,улица Титова,w319144220
2,1,Борисовка,61,3.7436,3.7543,17.94,True,OK,улица Титова,w319144136
2,1,Борисовка,62,3.5027,3.5122,12.27,True,OK,улица Титова,n4515161591
2,2,Борисовка,62,4.4036,3.5127,15.28,True,OK,улица Титова,w532689729
2,1,Борисовка,67,3.69,3.7008,16.32,True,OK,улица Титова,w319144143
2,1,Борисовка,73,3.6433,3.6541,15.82,True,OK,улица Титова,w319144200
2,1,Борисовка,73,3.6253,3.6361,18.43,True,OK,улица Титова,w319144203
2,2,Борисовка,112,4.2951,4.3059,7.72,True,OK,улица Титова,n2325366574
2,2,Борисовка,114,4.696,4.2826,7.01,True,OK,улица Титова,n2325366575
2,2,Борисовка,118,4.3486,4.2825,35.98,True,OK,улица Титова,w319523921
2,2,Борисовка,120,4.3395,4.3004,36.32,True,OK,улица Титова,w319523923
2,2,Борисовка,122,4.3575,4.3683,6.07,True,OK,улица Титова,n2325729632
2,2,Борисовка,124,4.5858,4.3928,29.72,True,OK,улица Титова,w319523925
2,2,Борисовка,126,4.3685,4.3793,27.55,True,OK,улица Титова,w319620040
3,2,Борисовка,128,4.4517,4.3954,26.02,True,OK,улица Титова,w319620039
2,2,Борисовка,130,4.5523,4.4263,15.05,True,OK,улица Титова,w319620043
3,2,Хомутяновка,3,5.6705,5.6388,15.52,True,OK,улица Толстого,w224621713
3,2,Хомутяновка,5,5.6137,5.5804,14.33,True,OK,улица Толстого,w317053537
3,2,Хомутяновка,7,5.7839,5.5615,32.02,True,OK,улица Толстого,w317053531
3,2,Хомутяновка,8,5.7903,5.5645,16.84,True,OK,улица Толстого,w318085557
3,2,Хомутяновка,10,5.5847,5.5513,15.58,True,OK,улица Толстого,w318085558
3,2,Хомутяновка,11,5.5322,5.4989,18.17,True,OK,улица Толстого,w317053518
3,2,Хомутяновка,12,5.5711,5.5377,10.69,True,OK,улица Толстого,w318085555
3,2,Хомутяновка,13,5.6917,5.4842,16.81,True,OK,улица Толстого,w317053517
3,2,Хомутяновка,14,5.656,5.5199,16.86,True,OK,улица Толстого,w318085552
3,2,Хомутяновка,15,5.7051,5.4708,17.73,True,OK,улица Толстого,w317053514
3,2,Хомутяновка,16,5.6723,5.5035,14.95,True,OK,улица Толстого,w318085548
3,2,Хомутяновка,17,5.7203,5.4556,17.46,True,OK,улица Толстого,w317053513
3,2,Хомутяновка,18,5.5196,5.4862,12.72,True,OK,улица Толстого,w318085547
3,2,Хомутяновка,19,5.7333,5.4426,19.14,True,OK,улица Толстого,w317053508
3,2,Хомутяновка,20,5.4928,5.4594,10.88,True,OK,улица Толстого,w318085081
3,2,Хомутяновка,21,5.7585,5.4174,11.42,True,OK,улица Толстого,n2321833111
3,2,Хомутяновка,21,5.4668,5.4215,41.12,True,OK,улица Толстого,w317053507
3,2,Хомутяновка,1,4.7271,4.6937,1.83,True,OK,улица Тургенева,n2321994003
3,2,Хомутяновка,3,4.932,4.6571,12.88,True,OK,улица Тургенева,w301982096
3,2,Хомутяновка,4,4.5565,4.5231,11.56,True,OK,улица Тургенева,w161058107
3,2,Хомутяновка,4,4.5548,4.4181,9.94,True,OK,улица Тургенева,w303915690
3,2,Хомутяновка,7,4.9903,4.5988,20.97,True,OK,улица Тургенева,w301982090
3,2,Хомутяновка,9,4.654,4.5632,23.06,True,OK,улица Тургенева,w301982089
3,2,Хомутяновка,13,4.7386,4.4785,12.62,True,OK,улица Тургенева,w303915693
3,2,Хомутяновка,15,4.5249,4.4654,16.59,True,OK,улица Тургенева,w303915696
3,2,Хомутяновка,17,4.4828,4.4495,14.77,True,OK,улица Тургенева,w303915697
3,2,Хомутяновка,2а/1,,4.8546,11.05,True,OK,улица Халтурина,w299629712
3,2,Хомутяновка,6,5.0196,4.9822,14.69,True,OK,улица Халтурина,w184989535
3,2,Хомутяновка,19,4.8325,4.7991,29.38,True,OK,улица Халтурина,w209287700
3,2,Хомутяновка,106,5.1464,4.7851,23.08,True,OK,улица Халтурина,w209416061
3,2,Хомутяновка,108,5.1607,4.7708,23.65,True,OK,улица Халтурина,w209416080
3,2,Хомутяновка,110,5.2406,4.755,21.66,True,OK,улица Халтурина,w209416062
3,2,Хомутяновка,112,4.7745,4.7412,21.69,True,OK,улица Халтурина,w209416081
3,2,Хомутяновка,114,4.761,4.7277,20.97,True,OK,улица Халтурина,w209416025
3,2,Хомутяновка,1,4.9398,4.8726,16.13,True,OK,улица Чайковского,w209287626
3,2,Хомутяновка,2,5.0565,4.8887,23.95,True,OK,улица Чайковского,w318120131
3,2,Хомутяновка,3,4.9135,4.793,12.69,True,OK,улица Чайковского,w209287677
3,2,Хомутяновка,4,5.0888,4.8564,19.62,True,OK,улица Чайковского,w318120134
3,2,Хомутяновка,6,5.1057,4.8395,18.98,True,OK,улица Чайковского,w318120136
3,2,Хомутяновка,8,4.8624,4.8291,16.77,True,OK,улица Чайковского,w318120137
3,2,Хомутяновка,12,4.9624,4.7487,20.97,True,OK,улица Чайковского,w319366987
3,2,Хомутяновка,14,4.9952,4.7159,13.02,True,OK,улица Чайковского,w319367001
3,2,Хомутяновка,26,4.3053,4.272,8.7,True,OK,улица Чернышевского,n2337992799
3,2,Хомутяновка,1,4.6998,4.6141,10.57,True,OK,улица Чехова,n4997937710
3,2,Хомутяновка,1,4.6836,4.57,13.49,True,OK,улица Чехова,w209287678
3,2,Хомутяновка,2,4.6579,4.6245,13.36,True,OK,улица Чехова,w209287628
3,2,Хомутяновка,3,4.8898,4.7578,16.94,True,OK,улица Чехова,w209287648
3,2,Хомутяновка,4,4.9294,4.7491,12.48,True,OK,улица Чехова,w209287690
3,2,Хомутяновка,8,,4.7954,16.84,True,OK,улица Чехова,w209287649
3,2,Хомутяновка,10,4.9673,4.8452,13.81,True,OK,улица Чехова,w209287629
3,2,Хомутяновка,10,4.9848,4.8273,13.95,True,OK,улица Чехова,w319366988
3,2,Хомутяновка,14а,,4.7035,13.63,True,OK,улица Чехова,w209287657
3,2,Хомутяновка,27,4.5534,4.5275,24.21,True,OK,улица Чехова,w302066907
3,2,Хомутяновка,29,4.5358,4.51,21.43,True,OK,улица Чехова,w302066906
3,2,Хомутяновка,30,4.9453,4.8667,6.3,True,OK,улица Чехова,n2321951523
3,2,Хомутяновка,31,4.6601,4.4936,20.92,True,OK,улица Чехова,w302066905
3,2,Хомутяновка,130,4.6899,4.6565,14.65,True,OK,улица Чехова,w209287630
3,2,Хомутяновка,132,4.5413,4.511,12.42,True,OK,улица Чехова,w209287661
4,2,Северный,11,7.5621,7.5729,17.05,True,OK,Strada Dimitrie Cantemir,w407342975
4,2,Северный,31/2,7.1978,7.1296,17.72,True,OK,Strada Tighina,w407326357
4,2,Северный,31/3,7.066,7.074,29.17,True,OK,Strada Tighina,w407342982
4,2,Северный,31/4,7.0537,7.0645,20.24,True,OK,Strada Tighina,w407326369
4,2,Северный,31/5,7.0589,7.0695,26.77,True,OK,Strada Tighina,w407342969
4,2,Северный,31/6,7.1399,7.0497,39.99,True,OK,Strada Tighina,w407342966
4,2,Северный,31/7,6.9205,6.9227,27.17,True,OK,Strada Tighina,w407342964
4,2,Гиска,8,7.3448,6.1816,9.46,True,OK,Госпитальная улица,n2321749482
4,2,Гиска,10а,6.1511,6.1178,8.25,True,OK,Госпитальная улица,n2321749483
4,2,Гиска,12,6.0037,5.9703,11.87,True,OK,Госпитальная улица,n2321749484
4,2,Гиска,12 В,6.0744,6.041,20.79,True,OK,Госпитальная улица,n4905411576
4,2,Гиска,14а,6.2494,5.9686,18.77,True,OK,Госпитальная улица,n2321749486
4,2,Гиска,16,6.4059,6.0193,21.4,True,OK,Госпитальная улица,n2321749485
4,2,Гиска,20,6.1572,6.1238,12.43,True,OK,Госпитальная улица,n2321749474
4,2,Гиска,24,6.0356,5.888,21.46,True,OK,Госпитальная улица,n2321749465
4,2,Гиска,31,5.9179,5.8846,10.82,True,OK,Госпитальная улица,n2321749466
4,2,Гиска,35,,6.2808,15.43,True,OK,Госпитальная улица,n2321749478
4,2,Гиска,37,6.1919,6.1659,11.45,True,OK,Госпитальная улица,n2321749479
4,2,Гиска,39,6.3023,6.2689,17.46,True,OK,Госпитальная улица,n2321749477
4,2,Гиска,45,6.228,6.1762,30.0,True,OK,Госпитальная улица,n2321749476
4,2,Гиска,47,6.3335,6.0916,28.99,True,OK,Госпитальная улица,n2321749475
4,2,Гиска,52,6.6494,5.7757,8.46,True,OK,Госпитальная улица,n2321749472
4,2,Гиска,53,6.2804,5.9376,21.58,True,OK,Госпитальная улица,n2321749447
4,2,Гиска,54,6.2257,5.7074,14.2,True,OK,Госпитальная улица,n2321749473
4,2,Гиска,55,6.2875,5.929,31.82,True,OK,Госпитальная улица,n2321749445
4,2,Гиска,56,5.8132,5.7799,11.88,True,OK,Госпитальная улица,n2321749469
4,2,Гиска,63,6.1124,6.0791,11.28,True,OK,Госпитальная улица,n4905411564
4,2,Гиска,78,5.9984,5.9347,8.62,True,OK,Госпитальная улица,n2321749467
4,2,Гиска,87,,5.7751,13.19,True,OK,Госпитальная улица,n2321749471
4,2,Гиска,89,6.1533,5.7799,35.3,True,OK,Госпитальная улица,n2321749470
4,2,Гиска,105,5.9814,5.9481,21.21,True,OK,Госпитальная улица,n2321749468
4,2,Гиска,13,7.0809,6.8563,19.36,True,OK,Заречная улица,n4991183336
4,2,Гиска,1,5.4112,5.3778,7.89,True,OK,Молодёжная улица,n2321749419
4,2,Гиска,2,5.4089,5.3756,29.62,True,OK,Молодёжная улица,n2321749421
4,2,Гиска,19,5.4844,5.451,12.61,True,OK,Молодёжная улица,n2321749420
4,2,Гиска,21,5.4771,5.4438,13.42,True,OK,Молодёжная улица,n2321749422
4,2,Гиска,48,5.8762,5.5937,1.96,True,OK,Молодёжная улица,n2321749424
4,2,Гиска,51,5.7995,5.6705,18.17,True,OK,Молодёжная улица,w406639375
4,2,Гиска,61,5.3327,5.2994,40.35,True,OK,Молодёжная улица,n2321749432
4,2,Гиска,6,7.9656,7.9323,3.07,True,OK,Октябрьская улица,n2341956702
4,2,Гиска,8,8.029,7.9956,0.08,True,OK,Октябрьская улица,n2341956704
4,2,Гиска,16,8.1477,8.1144,14.99,True,OK,Октябрьская улица,n2341956705
4,2,Гиска,22,8.4969,8.0923,6.54,True,OK,Октябрьская улица,n2341956706
4,2,Гиска,23,8.3663,8.2251,13.14,True,OK,Октябрьская улица,n2341956726
4,2,Гиска,32,8.3798,8.2108,8.06,True,OK,Октябрьская улица,n2341956725
4,2,Гиска,20,8.2733,8.0309,18.9,True,OK,Октябрьский переулок,n2341956707
4,2,Гиска,249,8.0226,7.9892,7.72,True,OK,Октябрьский переулок,n2341956708
3,2,Гиска,4,4.2114,4.178,17.87,True,OK,Первомайская улица,w222864363
3,2,Гиска,6,4.4388,4.3949,45.49,True,OK,Первомайская улица,w222871672
3,2,Гиска,29,4.5154,4.482,20.22,True,OK,Первомайская улица,w410936927
3,2,Гиска,31,4.5359,4.5026,22.72,True,OK,Первомайская улица,w410936926
3,2,Гиска,33,4.5764,4.543,22.12,True,OK,Первомайская улица,w1011535183
3,2,Гиска,35,4.6008,4.5675,21.55,True,OK,Первомайская улица,w1011535184
3,2,Гиска,9,4.8802,4.5719,13.07,True,OK,Приднестровская улица,n5627150211
4,2,Гиска,1,8.8957,8.8624,21.96,True,OK,Садовая улица,n2341956738
4,2,Гиска,5,,8.3588,22.12,True,OK,Садовая улица,n2341956729
4,2,Гиска,11,8.2609,8.2131,27.62,True,OK,Садовая улица,n2341956776
4,2,Гиска,13,8.2443,8.211,26.38,True,OK,Садовая улица,n2341956778
4,2,Гиска,14,,8.9796,11.93,True,OK,Садовая улица,n2341956742
4,2,Гиска,17,8.3729,8.3323,24.74,True,OK,Садовая улица,n2341956779
4,2,Гиска,22,,8.9082,0.38,True,OK,Садовая улица,n2341956741
4,2,Гиска,24,,8.8679,0.15,True,OK,Садовая улица,n2341956740
