settlement,osm_type,osm_id,name,name_ru,name_ro,official_name,alt_name,old_name,ru_display,ru_source,ru_status,road_class,is_address_street,needs_name_classification_review
bender,way,222702910,переулок Карбышева,переулок Карбышева,Stradela Carbîșev,,,,переулок Карбышева,name:ru,ok,service,False,True
bender,way,223692025,переулок Куйбышева,переулок Куйбышева,Strada Kuibișev,,,,переулок Куйбышева,name:ru,ok,address_street,True,False
bender,way,45858828,переулок Лермонтова,переулок Лермонтова,Stradela Lermontov,,,,переулок Лермонтова,name:ru,ok,address_street,True,False
bender,way,165943497,переулок Менделеева,переулок Менделеева,Stradela Mendeleev,,,,переулок Менделеева,name:ru,ok,address_street,True,False
bender,way,222776787,переулок Мира,переулок Мира,Stradela Păcii,,,,переулок Мира,name:ru,ok,address_street,True,False
bender,way,225085705,переулок Мичурина,переулок Мичурина,Stradela Miciurin,,,,переулок Мичурина,name:ru,ok,address_street,True,False
bender,way,222699796,переулок Некрасова,переулок Некрасова,Stradela Necrasov,,,,переулок Некрасова,name:ru,ok,address_street,True,False
bender,way,222986039,переулок Осипенко,переулок Осипенко,Stradela Osipenco,,,,переулок Осипенко,name:ru,ok,address_street,True,False
bender,way,222660151,переулок Павлова,переулок Павлова,Stradela Pavlov,,,,переулок Павлова,name:ru,ok,address_street,True,False
bender,way,165943496,переулок Пирогова,переулок Пирогова,Stradela Pirogov,,,,переулок Пирогова,name:ru,ok,address_street,True,False
bender,way,230698195,переулок Полоза,переулок Полоза,Stradela Poloz,,,,переулок Полоза,name:ru,ok,address_street,True,False
bender,way,91430797,переулок Разина,переулок Разина,Stradela Razin,,,,переулок Разина,name:ru,ok,address_street,True,False
bender,way,115331374,переулок Строителей,переулок Строителей,,,,,переулок Строителей,name:ru,ok,address_street,True,True
bender,way,87502090,переулок Суворова,переулок Суворова,Stradela Suvorov,,,,переулок Суворова,name:ru,ok,address_street,True,False
bender,way,96404883,переулок Текстильщиков,переулок Текстильщиков,,,,,переулок Текстильщиков,name:ru,ok,address_street,True,False
bender,way,224928886,переулок Щорса,переулок Щорса,Stradela Șciors,,,,переулок Щорса,name:ru,ok,service,False,True
bender,way,223694600,переулок Энгельса,переулок Энгельса,Stradela Engels,,,,переулок Энгельса,name:ru,ok,address_street,True,False
bender,way,305226282,площадь Освобождения,площадь Освобождения,Piața Eliberării,,,,площадь Освобождения,name:ru,ok,address_street,True,False
bender,way,222699794,тупик Некрасова,тупик Некрасова,Fundătura Necrasov,,,,тупик Некрасова,name:ru,ok,address_street,True,False
bender,way,326376188,тупик Пирогова,тупик Пирогова,Fundătura Pirogov,,,,тупик Пирогова,name:ru,ok,address_street,True,True
bender,way,91850365,улица 12 Октября,улица 12 Октября,Strada 12 Octombrie,,,,улица 12 Октября,name:ru,ok,address_street,True,False
bender,way,87497008,улица 23 Августа,улица 23 Августа,Strada 23 August,,,,улица 23 Августа,name:ru,ok,address_street,True,False
bender,way,87506329,улица 28 Июня,улица 28 Июня,Strada 28 Iunie,,,,улица 28 Июня,name:ru,ok,address_street,True,False
bender,way,87506332,улица 40 лет ВЛКСМ,улица 40 лет ВЛКСМ,40 de ani ai Uniunii Tineretului Leninist Comunist,,,,улица 40 лет ВЛКСМ,name:ru,ok,address_street,True,False
bender,way,48175206,улица 40 лет МССР,улица 40 лет МССР,Strada 40 de ani în RSSM,,,,улица 40 лет МССР,name:ru,ok,intercity,False,False
bender,way,47475975,улица 40 лет Победы,улица 40 лет Победы,Strada 40 de ani ai Biruinței,,,,улица 40 лет Победы,name:ru,ok,address_street,True,False
bender,way,45858829,улица 40 лет Советской Пионерии,улица 40 лет Советской Пионерии,,,,,улица 40 лет Советской Пионерии,name:ru,ok,address_street,True,False
bender,way,224635705,улица 5 Декабря,улица 5 Декабря,Strada 5 Decembrie,,,,улица 5 Декабря,name:ru,ok,address_street,True,True
bender,way,64716999,улица 50 лет ВЛКСМ,улица 50 лет ВЛКСМ,50 de ani ai Uniunii Tineretului Leninist Comunist,,,,улица 50 лет ВЛКСМ,name:ru,ok,address_street,True,False
bender,way,222663028,улица 7 Ноября,улица 7 Ноября,Strada 7 Noiembrie,,,,улица 7 Ноября,name:ru,ok,address_street,True,False
bender,way,115331354,улица 8 Марта,улица 8 Марта,Strada 8 Martie,,,,улица 8 Марта,name:ru,ok,service,False,True
bender,way,41749661,улица Академика Фёдорова,улица Академика Фёдорова,Strada Academician Fiodorov,,,,улица Академика Фёдорова,name:ru,ok,address_street,True,False
bender,way,161058089,улица Асаке,улица Асаке,Strada Asachi,,,Заводская улица,улица Асаке,name:ru,ok,address_street,True,False
bender,way,224364421,улица Баумана,улица Баумана,Strada Bauman,,,,улица Баумана,name:ru,ok,address_street,True,False
bender,way,63221784,улица Бендерского Восстания,улица Бендерского Восстания,Strada Răscoalei din Bender,,,,улица Бендерского Восстания,name:ru,ok,intercity,False,False
bender,way,46581879,улица Богдана Хмельницкого,улица Богдана Хмельницкого,Strada Bogdan Hmelnițki,,,,улица Богдана Хмельницкого,name:ru,ok,address_street,True,False
bender,way,87496986,улица Бориса Главана,улица Бориса Главана,Strada Boris Glavan,,,,улица Бориса Главана,name:ru,ok,address_street,True,False
bender,way,161635490,улица Бородина,улица Бородина,Strada Borodin,,,,улица Бородина,name:ru,ok,address_street,True,False
bender,way,41749655,улица Гагарина,улица Гагарина,Strada Gagarin,,,Почтовая улица,улица Гагарина,name:ru,ok,address_street,True,False
bender,way,160164521,улица Гайдара,улица Гайдара,Strada Gaidar,,,,улица Гайдара,name:ru,ok,address_street,True,False
bender,way,91850343,улица Гастелло,улица Гастелло,Strada Gastello,,,,улица Гастелло,name:ru,ok,address_street,True,False
bender,way,41749662,улица Георге Асаке,улица Георге Асаке,Strada Asachi,,,Заводская улица,улица Георге Асаке,name:ru,ok,address_street,True,False
bender,way,91850346,улица Герцена,улица Герцена,Strada Gherțen,,,,улица Герцена,name:ru,ok,address_street,True,False
bender,way,60739676,улица Глядковской,улица Глядковской,Strada Gladcovscaia,,,Кооперативная улица,улица Глядковской,name:ru,ok,address_street,True,False
bender,way,45858825,улица Гоголя,улица Гоголя,Strada Gogol,,,,улица Гоголя,name:ru,ok,address_street,True,False
bender,way,87502093,улица Горького,улица Горького,Strada Gorki,,,,улица Горького,name:ru,ok,address_street,True,False
bender,way,87497006,улица Дзержинского,улица Дзержинского,Strada Dzerjinski,,,,улица Дзержинского,name:ru,ok,address_street,True,False
bender,way,165943503,улица Димитрова,улица Димитрова,Strada Dimitrov,,,,улица Димитрова,name:ru,ok,address_street,True,False
bender,way,45858830,улица Добродеева,улица Добродеева,Strada Dobrodeev,,,Могилёвская улица,улица Добродеева,name:ru,ok,address_street,True,False
bender,way,45858821,улица Дружбы,улица Дружбы,Strada Prieteniei,,,,улица Дружбы,name:ru,ok,address_street,True,False
bender,way,224360307,улица Емилиана Букова,улица Емилиана Букова,Strada Emilian Bucov,,,улица Жданова,улица Емилиана Букова,name:ru,ok,address_street,True,True
bender,way,38633120,улица Ермакова,улица Ермакова,Strada Ermacov,,,,улица Ермакова,name:ru,ok,intercity,False,False
bender,way,63221780,улица Ечина,улица Ечина,Strada Ecin,,,Совхозная улица,улица Ечина,name:ru,ok,intercity,False,False
bender,way,63221747,улица Зои Космодемьянской,улица Зои Космодемьянской,Strada Zoia Cosmodemianscaia,,,Кладбищенская улица,улица Зои Космодемьянской,name:ru,ok,address_street,True,False
bender,way,91850335,улица Ивана Федько,улица Ивана Федько,Strada Ivan Fedico,,,,улица Ивана Федько,name:ru,ok,address_street,True,False
bender,way,91850352,улица Ивана Шимкова,улица Ивана Шимкова,Strada Ivan Șimcov,,,Подгорная улица,улица Ивана Шимкова,name:ru,ok,address_street,True,False
bender,way,91850331,улица Интернационалистов,улица Интернационалистов,Strada Internaționaliștilor,,,,улица Интернационалистов,name:ru,ok,address_street,True,False
bender,way,165636729,улица Иона Солтыса,улица Иона Солтыса,Strada Ion Soltîs,,,,улица Иона Солтыса,name:ru,ok,address_street,True,False
bender,way,87502094,улица Кавриаго,улица Кавриаго,Strada Cavriago,,,,улица Кавриаго,name:ru,ok,address_street,True,False
bender,way,87496982,улица Калашникова,улица Калашникова,Strada Calașnicov,,,Красная улица,улица Калашникова,name:ru,ok,address_street,True,True
bender,way,87496983,улица Калинина,улица Калинина,Strada Kalinin,,,Александровская улица,улица Калинина,name:ru,ok,address_street,True,False
bender,way,222702909,улица Карбышева,улица Карбышева,Strada Carbîșev,,,,улица Карбышева,name:ru,ok,address_street,True,False
bender,way,41851869,улица Кирова,улица Кирова,Strada Kirov,,,,улица Кирова,name:ru,ok,address_street,True,False
bender,way,91850342,улица Клары Цеткин,улица Клары Цеткин,Strada Clara Zetkin,,,,улица Клары Цеткин,name:ru,ok,address_street,True,False
bender,way,63221789,улица Космонавтов,улица Космонавтов,Strada Cosmonauților,,,,улица Космонавтов,name:ru,ok,address_street,True,False
bender,way,38633107,улица Котовского,улица Котовского,Strada Kotovski,,,Сергеевская улица,улица Котовского,name:ru,ok,intercity,False,False
bender,way,91850344,улица Кошевого,улица Кошевого,Strada Coșevoi,,,,улица Кошевого,name:ru,ok,address_street,True,False
bender,way,115331520,улица Крупской,улица Крупской,Strada Krupskaia,,,,улица Крупской,name:ru,ok,address_street,True,False
bender,way,161630390,улица Крянгэ,улица Крянгэ,Strada Creangă,,,,улица Крянгэ,name:ru,ok,address_street,True,False
bender,way,223691987,улица Куйбышева,улица Куйбышева,Strada Kuibișev,,,,улица Куйбышева,name:ru,ok,address_street,True,False
bender,way,47475976,улица Курило,улица Курило,Strada Curilo,,,,улица Курило,name:ru,ok,address_street,True,False
bender,way,160164518,улица Кутузова,улица Кутузова,Strada Kutuzov,,,,улица Кутузова,name:ru,ok,address_street,True,False
bender,way,87497002,улица Ленина,улица Ленина,Strada Lenin,,,,улица Ленина,name:ru,ok,address_street,True,False
bender,way,91850364,улица Лермонтова,улица Лермонтова,Strada Lermontov,,,,улица Лермонтова,name:ru,ok,address_street,True,False
bender,way,209668149,улица Ломоносова,улица Ломоносова,Strada Lomonosov,,,,улица Ломоносова,name:ru,ok,address_street,True,True
bender,way,402416688,улица Луначарского,улица Луначарского,Strada Lunacearski,,,,улица Луначарского,name:ru,ok,address_street,True,False
bender,way,91850361,улица Матросова,улица Матросова,Strada Matrosov,,,,улица Матросова,name:ru,ok,address_street,True,False
bender,way,103643506,улица Мацнева,улица Мацнева,Strada Mațnev,,,,улица Мацнева,name:ru,ok,address_street,True,True
bender,way,41749658,улица Маяковского,улица Маяковского,Strada Maiacovschi,,,,улица Маяковского,name:ru,ok,address_street,True,False
bender,way,165943499,улица Менделеева,улица Менделеева,Strada Mendeleev,,,,улица Менделеева,name:ru,ok,address_street,True,False
bender,way,115331483,улица Мира,улица Мира,Strada Păcii,,,,улица Мира,name:ru,ok,address_street,True,False
bender,way,165943510,улица Мичурина,улица Мичурина,Strada Miciurin,,,,улица Мичурина,name:ru,ok,address_street,True,False
bender,way,41844062,улица Некрасова,улица Некрасова,Strada Necrasov,,,,улица Некрасова,name:ru,ok,address_street,True,False
bender,way,115331480,улица Няги,улица Няги,Strada Neaga,,,,улица Няги,name:ru,ok,address_street,True,True
bender,way,45858827,улица Осипенко,улица Осипенко,Strada Osipenco,,,,улица Осипенко,name:ru,ok,address_street,True,False
bender,way,87496995,улица Островского,улица Островского,Strada Ostrovski,,,,улица Островского,name:ru,ok,address_street,True,False
bender,way,209668156,улица Павлика Морозова,улица Павлика Морозова,Strada Pavlik Morozov,,,,улица Павлика Морозова,name:ru,ok,address_street,True,False
bender,way,165943506,улица Павлова,улица Павлова,Strada Pavlov,,,,улица Павлова,name:ru,ok,address_street,True,False
bender,way,38633115,улица Панина,улица Панина,Strada Panin,,,,улица Панина,name:ru,ok,address_street,True,True
bender,way,91850333,улица Панфилова,улица Панфилова,Strada Panfilov,,,,улица Панфилова,name:ru,ok,address_street,True,False
bender,way,60739704,улица Петровского,улица Петровского,Strada Petrovski,,,,улица Петровского,name:ru,ok,address_street,True,False
bender,way,165943498,улица Пирогова,улица Пирогова,Strada Pirogov,,,,улица Пирогова,name:ru,ok,address_street,True,False
bender,way,161630393,улица Победы,улица Победы,Strada Biruinței,,,,улица Победы,name:ru,ok,address_street,True,False
bender,way,45858826,улица Ползунова,улица Ползунова,Strada Polzunov,,,,улица Ползунова,name:ru,ok,address_street,True,False
bender,way,91850338,улица Полоза,улица Полоза,Strada Poloz,,,Лесовая улица,улица Полоза,name:ru,ok,address_street,True,False
bender,way,222660149,улица Правды,улица Правды,Strada Adevărul,,,,улица Правды,name:ru,ok,address_street,True,False
bender,way,222776786,улица Пугачёва,улица Пугачёва,Strada Pugaciov,,,,улица Пугачёва,name:ru,ok,address_street,True,False
bender,way,41851867,улица Пушкина,улица Пушкина,Strada Pușkin,,,,улица Пушкина,name:ru,ok,address_street,True,False
bender,way,91430822,улица Разина,улица Разина,Strada Razin,,,,улица Разина,name:ru,ok,address_street,True,False
bender,way,41749660,улица Сергея Лазо,улица Сергея Лазо,Strada Serghei Lazo,,,,улица Сергея Лазо,name:ru,ok,address_street,True,True
bender,way,161635491,улица Сергея Ревенялэ,улица Сергея Ревенялэ,Strada Serghei Reveneală,,,Треугольная улица,улица Сергея Ревенялэ,name:ru,ok,address_street,True,False
bender,way,115331475,улица Советской Армии,улица Советской Армии,Strada Armata Sovietică,,,,улица Советской Армии,name:ru,ok,address_street,True,False
bender,way,91850340,улица Спартака,улица Спартака,Strada Spartac,,,,улица Спартака,name:ru,ok,address_street,True,False
bender,way,525055331,улица Старого,улица Старого,Strada Starîi,,,,улица Старого,name:ru,ok,address_street,True,False
bender,way,115331515,улица Строителей,улица Строителей,Strada Constructorilor,,,,улица Строителей,name:ru,ok,address_street,True,True
bender,way,58427502,улица Суворова,улица Суворова,Strada Suvorov,,,,улица Суворова,name:ru,ok,address_street,True,False
bender,way,91430809,улица Тамары Кручок,улица Тамары Кручок,Strada Tamara Crucioc,,,,улица Тамары Кручок,name:ru,ok,address_street,True,False
bender,way,224693667,улица Текстильщиков,улица Текстильщиков,,,,,улица Текстильщиков,name:ru,ok,service,False,True
bender,way,165943500,улица Тельмана,улица Тельмана,Strada Thälmann,,,,улица Тельмана,name:ru,ok,address_street,True,False
bender,way,133021436,улица Тимирязева,улица Тимирязева,Strada Timireazev,,,,улица Тимирязева,name:ru,ok,address_street,True,False
bender,way,87499736,улица Титова,улица Титова,Strada Titov,,,,улица Титова,name:ru,ok,address_street,True,False
bender,way,38633095,улица Ткаченко,улица Ткаченко,Strada Tcacenco,,,,улица Ткаченко,name:ru,ok,address_street,True,False
bender,way,115331424,улица Толбухина,улица Толбухина,Strada Tolbuhin,,,,улица Толбухина,name:ru,ok,address_street,True,False
bender,way,91850341,улица Толстого,улица Толстого,Strada Tolstoi,,,,улица Толстого,name:ru,ok,address_street,True,False
bender,way,87496996,улица Тургенева,улица Тургенева,Strada Turghenev,,,,улица Тургенева,name:ru,ok,address_street,True,False
bender,way,47475967,улица Урицкого,улица Урицкого,Strada Urițkii,,,,улица Урицкого,name:ru,ok,address_street,True,False
bender,way,225249096,улица Франко,улица Франко,Strada Franko,,,,улица Франко,name:ru,ok,address_street,True,True
bender,way,165943501,улица Фрунзе,улица Фрунзе,Strada Frunze,,,,улица Фрунзе,name:ru,ok,address_street,True,False
bender,way,161635492,улица Халтурина,улица Халтурина,Strada Halturin,,,,улица Халтурина,name:ru,ok,address_street,True,False
bender,way,64717017,улица Чайковского,улица Чайковского,Strada Ceaikovski,,,,улица Чайковского,name:ru,ok,address_street,True,False
bender,way,161126085,улица Чапаева,улица Чапаева,Strada Ceapaev,,,,улица Чапаева,name:ru,ok,address_street,True,False
bender,way,223883053,улица Чернышевского,улица Чернышевского,Strada Cernîșevskii,,,,улица Чернышевского,name:ru,ok,address_street,True,True
bender,way,87496994,улица Чехова,улица Чехова,Strada Cehov,,,,улица Чехова,name:ru,ok,address_street,True,False
bender,way,222660150,улица Чкалова,улица Чкалова,Strada Cikalov,,,,улица Чкалова,name:ru,ok,address_street,True,False
bender,way,87506355,улица Шевченко,улица Шевченко,Strada Șevcenco,,,Шевская улица,улица Шевченко,name:ru,ok,address_street,True,False
bender,way,223422015,улица Шестакова,улица Шестакова,Strada Șestacov,,,,улица Шестакова,name:ru,ok,address_street,True,False
bender,way,60739725,улица Шмидта,улица Шмидта,Strada Schmidt,,,,улица Шмидта,name:ru,ok,address_street,True,False
bender,way,87496985,улица Щорса,улица Щорса,Strada Șciors,,,,улица Щорса,name:ru,ok,address_street,True,False
bender,way,136388030,улица Энгельса,улица Энгельса,Strada Engels,,,,улица Энгельса,name:ru,ok,address_street,True,False
giska,way,1262895332,Gîsca-Zolotievcа,Гыска-Золотиевка,Gîsca-Zolotievcа,,,,Гыска-Золотиевка,name:ru,ok,address_street,True,False
giska,way,90414304,Strada Ștefan cel Mare și Sfânt,,,,,,улица Штефан чел Маре ши Сфынт,local_table,ok,address_street,True,False
giska,way,223226239,Госпитальная улица,Госпитальная улица,,,,,Госпитальная улица,name:ru,ok,address_street,True,False
giska,way,674138530,Гыска-Золотиевка,Гыска-Золотиевка,Gîsca-Zolotievcа,,,,Гыска-Золотиевка,name:ru,ok,address_street,True,False
giska,way,223678956,Заречная улица,Заречная улица,,,,,Заречная улица,name:ru,ok,address_street,True,True
giska,way,223225486,Молодёжная улица,Молодёжная улица,Strada Tineretului,,,,Молодёжная улица,name:ru,ok,address_street,True,False
giska,way,223677079,Октябрьская улица,Октябрьская улица,Strada Octombrie,,,,Октябрьская улица,name:ru,ok,address_street,True,False
giska,way,223676960,Октябрьский переулок,Октябрьский переулок,Stradela Octombrie,,,,Октябрьский переулок,name:ru,ok,address_street,True,False
giska,way,222899721,Первомайская улица,Первомайская улица,Strada 1 Mai,,,,Первомайская улица,name:ru,ok,address_street,True,True
giska,way,352361041,Приднестровская улица,Приднестровская улица,Strada Pridnestrovscaia,,,,Приднестровская улица,name:ru,ok,address_street,True,False
giska,way,223673077,Садовая улица,Садовая улица,Strada Livezilor,,,,Садовая улица,name:ru,ok,address_street,True,False
giska,way,222899723,Студенческая улица,Студенческая улица,Strada Studențească,,,,Студенческая улица,name:ru,ok,address_street,True,True
giska,way,223684900,Театральная улица,Театральная улица,Strada Teatrală,,,,Театральная улица,name:ru,ok,address_street,True,True
giska,way,223668765,Учительская улица,Учительская улица,Strada Ucitelscaia,,,,Учительская улица,name:ru,ok,address_street,True,False
giska,way,223256046,Школьная улица,Школьная улица,Strada Școlii,,,,Школьная улица,name:ru,ok,address_street,True,False
giska,way,223669261,Школьный переулок,Школьный переулок,Stradela Școlii,,,,Школьный переулок,name:ru,ok,address_street,True,False
giska,way,223225649,переулок Мира,переулок Мира,Stradela Păcii,,,,переулок Мира,name:ru,ok,address_street,True,False
giska,way,223224975,переулок Суворова,переулок Суворова,Stradela Suvorov,,,,переулок Суворова,name:ru,ok,address_street,True,True
giska,way,223433474,улица 40 лет МССР,улица 40 лет МССР,Strada 40 de ani în RSSM,,,,улица 40 лет МССР,name:ru,ok,address_street,True,False
giska,way,223226306,улица 60 лет Октября,улица 60 лет Октября,Strada 60 de ani în Octombrie,,,,улица 60 лет Октября,name:ru,ok,address_street,True,False
giska,way,223226396,улица Бориса Главана,улица Бориса Главана,Strada Boris Glavan,,,,улица Бориса Главана,name:ru,ok,address_street,True,False
giska,way,223677259,улица Гагарина,улица Гагарина,Strada Gagarin,,,Почтовая улица,улица Гагарина,name:ru,ok,address_street,True,False
giska,way,223225568,улица Гоголя,улица Гоголя,Strada Gogol,,,,улица Гоголя,name:ru,ok,address_street,True,False
giska,way,1354633408,улица Интернациональная,улица Интернационалистов,Strada Internaționaliștilor,,,,улица Интернационалистов,name:ru,ok,address_street,True,False
giska,way,223970478,улица Кирова,улица Кирова,Strada Kirov,,,,улица Кирова,name:ru,ok,address_street,True,False
giska,way,223232234,улица Курило,улица Курило,Strada Curilo,,,,улица Курило,name:ru,ok,address_street,True,True
giska,way,223231541,улица Ленина,улица Ленина,Strada Lenin,,,,улица Ленина,name:ru,ok,address_street,True,False
giska,way,223225831,улица Мира,улица Мира,Strada Păcii,,,,улица Мира,name:ru,ok,address_street,True,True
giska,way,223669589,улица Мичурина,улица Мичурина,Strada Miciurin,,,,улица Мичурина,name:ru,ok,address_street,True,False
giska,way,223669725,улица Победы,улица Победы,Strada Biruinței,,,,улица Победы,name:ru,ok,address_street,True,False
