district,uid,entry_id,entry_road,entry_basis,via_distance_km,via_duration_s,unrestricted_distance_km,delta_km
Хомутяновка,w352161710,Хом-140,улица Ивана Шимкова,address_hull_buffer,8.6059,589.9,5.6425,2.9634
Хомутяновка,w352161710,Хом-141,улица 12 Октября,address_hull_buffer,9.0364,654.5,5.6425,3.3939
Хомутяновка,w352161708,Хом-130,Московская улица,address_hull_buffer,6.5363,513,5.6594,0.8769
Хомутяновка,w352161708,Хом-131,улица Академика Фёдорова,address_hull_buffer,6.8211,492.2,5.6594,1.1617
Хомутяновка,w352161708,Хом-132,улица Георге Асаке,address_hull_buffer,6.9992,610.8,5.6594,1.3398
Хомутяновка,w352161708,Хом-133,Кишинёвская улица,address_hull_buffer,10.5933,779.1,5.6594,4.9339
Хомутяновка,w352161708,Хом-134,Главная улица,address_hull_buffer,5.6982,526.8,5.6594,0.0388
Хомутяновка,w352161708,Хом-135,улица Ленина,address_hull_buffer,6.7012,518.2,5.6594,1.0418
Хомутяновка,w352161708,Хом-136,улица Дзержинского,address_hull_buffer,6.3788,539.2,5.6594,0.7194
Хомутяновка,w352161708,Хом-137,улица Кавриаго,address_hull_buffer,6.5292,537.7,5.6594,0.8698
Хомутяновка,w352161708,Хом-138,улица Интернационалистов,address_hull_buffer,8.6549,692.4,5.6594,2.9955
Хомутяновка,w352161708,Хом-139,Фонтанная улица,address_hull_buffer,8.7908,613.9,5.6594,3.1314
Хомутяновка,w352161708,Хом-140,улица Ивана Шимкова,address_hull_buffer,8.6229,591.4,5.6594,2.9635
Хомутяновка,w352161708,Хом-141,улица 12 Октября,address_hull_buffer,9.0534,656,5.6594,3.394
Хомутяновка,w352161709,Хом-130,Московская улица,address_hull_buffer,6.5544,514.6,5.6775,0.8769
Хомутяновка,w352161709,Хом-131,улица Академика Фёдорова,address_hull_buffer,6.8392,493.8,5.6775,1.1617
Хомутяновка,w352161709,Хом-132,улица Георге Асаке,address_hull_buffer,7.0173,612.4,5.6775,1.3398
Хомутяновка,w352161709,Хом-133,Кишинёвская улица,address_hull_buffer,10.6114,780.7,5.6775,4.9339
Хомутяновка,w352161709,Хом-134,Главная улица,address_hull_buffer,5.6801,525.2,5.6775,0.0026
Хомутяновка,w352161709,Хом-135,улица Ленина,address_hull_buffer,6.7193,519.8,5.6775,1.0418
Хомутяновка,w352161709,Хом-136,улица Дзержинского,address_hull_buffer,6.3969,540.8,5.6775,0.7194
Хомутяновка,w352161709,Хом-137,улица Кавриаго,address_hull_buffer,6.5473,539.3,5.6775,0.8698
Хомутяновка,w352161709,Хом-138,улица Интернационалистов,address_hull_buffer,8.673,694,5.6775,2.9955
Хомутяновка,w352161709,Хом-139,Фонтанная улица,address_hull_buffer,8.8089,615.5,5.6775,3.1314
Хомутяновка,w352161709,Хом-140,улица Ивана Шимкова,address_hull_buffer,8.641,593,5.6775,2.9635
Хомутяновка,w352161709,Хом-141,улица 12 Октября,address_hull_buffer,9.0715,657.6,5.6775,3.394
