settlement_or_district,uid,street,house,current_zone,current_route_km,current_route_s,reverse_route_km,corridorA_km,corridorA_s,corridorB_km,corridorB_s,shortest_valid_km,best_valid_km,chosen_route,difference_current_minus_best_km,driver_cost_current,provisional_proposed_zone,owner_review_required
Протягайловка,w442395855,Совхозная улица,6,4,7.9505,597.8,7.9505,9.2407,647.7,8.4957,706.2,7.9505,7.9505,fastest,0.0,10.939,4,True
Протягайловка,w442395856,Совхозная улица,8,4,7.9733,601.1,7.9733,9.2634,651,8.5185,709.5,7.9733,7.9733,fastest,0.0,10.979,4,True
Протягайловка,w421314022,Совхозная улица,50,4,8.4356,667.6,8.4356,9.7257,717.5,8.9808,776,8.4356,8.4356,fastest,0.0,11.774,4,True
Протягайловка,w421314023,Совхозная улица,52,4,8.4531,670.2,8.4531,9.7432,720.1,8.9983,778.6,8.4531,8.4531,fastest,0.0,11.804,4,True
Протягайловка,w421314025,Совхозная улица,54,4,8.471,672.8,8.471,9.7612,722.7,9.0163,781.2,8.471,8.471,fastest,0.0,11.835,4,True
Протягайловка,w421314024,Совхозная улица,56,4,8.4994,676.8,8.4994,9.7895,726.7,9.0446,785.2,8.4994,8.4994,fastest,0.0,11.883,4,True
Протягайловка,n2337929294,Совхозная улица,58,4,8.5388,682.5,8.5388,9.8289,732.4,9.084,790.9,8.5388,8.5388,fastest,0.0,11.951,4,True
Протягайловка,n2337929293,Совхозная улица,70,4,8.7045,706.4,8.7045,9.9947,756.3,9.2497,814.8,8.7045,8.7045,fastest,0.0,12.236,4,True
Протягайловка,n2337934502,Совхозная улица,185,4,7.8976,588.2,7.8976,9.1877,638.1,8.4428,696.6,7.8976,7.8976,fastest,0.0,10.839,4,True
Протягайловка,n2337934498,Совхозная улица,206,4,7.8523,585.9,7.8523,9.1424,635.8,8.3975,694.3,7.8523,7.8523,fastest,0.0,10.782,4,True
Протягайловка,w320344002,переулок Куйбышева,1,3,4.7356,362.4,4.7356,6.0257,412.3,5.2808,470.8,4.7356,4.7356,fastest,0.0,6.548,3,True
Протягайловка,w352285316,переулок Куйбышева,2,3,4.8348,376.7,4.8348,6.1249,426.6,5.38,485.1,4.8348,4.8348,fastest,0.0,6.718,3,True
Протягайловка,w352285305,переулок Куйбышева,3,3,4.7357,362.4,4.7357,6.0258,412.3,5.2809,470.8,4.7357,4.7357,fastest,0.0,6.548,3,True
Протягайловка,w352285318,переулок Куйбышева,3,3,4.7768,368.4,4.7768,6.0669,418.3,5.322,476.8,4.7768,4.7768,fastest,0.0,6.619,3,True
Протягайловка,w677073030,переулок Куйбышева,5,3,4.8087,372.9,4.8087,6.0988,422.8,5.3539,481.3,4.8087,4.8087,fastest,0.0,6.673,3,True
Протягайловка,w352313737,переулок Куйбышева,7,3,4.8239,375.1,4.8239,6.114,425,5.3691,483.5,4.8239,4.8239,fastest,0.0,6.699,3,True
Протягайловка,w284637172,улица 50 лет Победы,1,4,6.5454,518.7,6.5454,7.8355,568.6,7.0906,627.1,6.5454,6.5454,fastest,0.0,9.139,4,True
Протягайловка,w284637201,улица 50 лет Победы,2,4,6.4186,507.1,6.4186,7.7088,557,6.9639,615.5,6.4186,6.4186,fastest,0.0,8.954,4,True
Протягайловка,w284637171,улица 50 лет Победы,3,4,6.4499,511.6,6.4499,7.74,561.5,6.9951,620,6.4499,6.4499,fastest,0.0,9.008,4,True
Протягайловка,w284637175,улица 50 лет Победы,5,4,6.4147,506.5,6.4147,7.7048,556.4,6.9599,614.9,6.4147,6.4147,fastest,0.0,8.947,4,True
Протягайловка,w284637202,улица 50 лет Победы,6,4,6.3817,501.7,6.3817,7.6718,551.6,6.9269,610.1,6.3817,6.3817,fastest,0.0,8.89,4,True
Протягайловка,w284637176,улица 50 лет Победы,7,4,6.3956,503.7,6.3956,7.6858,553.6,6.9408,612.1,6.3956,6.3956,fastest,0.0,8.914,4,True
Протягайловка,w284637203,улица 50 лет Победы,8,4,6.3587,498.4,6.3587,7.6488,548.3,6.9039,606.8,6.3587,6.3587,fastest,0.0,8.851,4,True
Протягайловка,w284637185,улица 50 лет Победы,14,4,6.3028,490.4,6.3028,7.5929,540.3,6.848,598.8,6.3028,6.3028,fastest,0.0,8.755,4,True
Протягайловка,n2337863649,улица 50 лет Победы,16,4,6.2656,485,6.2656,7.5557,534.9,6.8108,593.4,6.2656,6.2656,fastest,0.0,8.691,4,True
Протягайловка,w284637252,улица 50 лет Победы,18,4,6.2356,480.7,6.2356,7.5257,530.6,6.7808,589.1,6.2356,6.2356,fastest,0.0,8.639,4,True
Протягайловка,w284637253,улица 50 лет Победы,20,4,6.2144,485.1,6.2144,7.5045,535,6.7596,593.5,6.2144,6.2144,fastest,0.0,8.64,4,True
Протягайловка,w284637189,улица 50 лет Победы,21,4,6.2533,483.2,6.2533,7.5434,533.1,6.7985,591.6,6.2533,6.2533,fastest,0.0,8.669,4,True
Протягайловка,w284637190,улица 50 лет Победы,23,4,6.2335,480.4,6.2335,7.5236,530.3,6.7787,588.8,6.2335,6.2335,fastest,0.0,8.636,4,True
Протягайловка,w352285814,улица 50 лет Победы,29,4,6.21,483.9,6.21,7.5001,533.8,6.7552,592.3,6.21,6.21,fastest,0.0,8.63,4,True
Протягайловка,w339209786,улица 50 лет Победы,33,4,6.1614,476.9,6.1614,7.4516,526.8,6.7066,585.3,6.1614,6.1614,fastest,0.0,8.546,4,True
Протягайловка,w352326955,улица 50 лет Победы,36,4,6.0771,464.7,6.0771,7.3673,514.6,6.6223,573.1,6.0771,6.0771,fastest,0.0,8.401,4,True
Протягайловка,w352326122,улица 50 лет Победы,45,4,6.0859,469.6,6.0859,7.376,519.5,6.6311,578,6.0859,6.0859,fastest,0.0,8.434,4,True
Протягайловка,w352326121,улица 50 лет Победы,47,4,6.1258,475.3,6.1258,7.416,525.2,6.671,583.7,6.1258,6.1258,fastest,0.0,8.502,4,True
Протягайловка,w352326119,улица 50 лет Победы,49,4,6.1438,477.9,6.1438,7.4339,527.8,6.689,586.3,6.1438,6.1438,fastest,0.0,8.533,4,True
Протягайловка,w352326118,улица 50 лет Победы,51,4,6.1645,480.9,6.1645,7.4546,530.8,6.7097,589.3,6.1645,6.1645,fastest,0.0,8.569,4,True
Протягайловка,w352326114,улица 50 лет Победы,52,4,6.2015,486.2,6.2015,7.4917,536.1,6.7467,594.6,6.2015,6.2015,fastest,0.0,8.633,4,True
Протягайловка,w352326117,улица 50 лет Победы,53,4,6.1843,483.8,6.1843,7.4744,533.7,6.7295,592.2,6.1843,6.1843,fastest,0.0,8.603,4,True
Протягайловка,w352326113,улица 50 лет Победы,57,4,6.2439,492.3,6.2439,7.534,542.2,6.7891,600.7,6.2439,6.2439,fastest,0.0,8.705,4,True
Протягайловка,w352326115,улица 50 лет Победы,58,4,6.2635,495.1,6.2635,7.5537,545,6.8087,603.5,6.2635,6.2635,fastest,0.0,8.739,4,True
Протягайловка,w352326112,улица 50 лет Победы,59,4,6.2632,495.1,6.2632,7.5533,545,6.8084,603.5,6.2632,6.2632,fastest,0.0,8.739,4,True
Протягайловка,w352326116,улица 50 лет Победы,60,4,6.2851,498.3,6.2851,7.5752,548.2,6.8303,606.7,6.2851,6.2851,fastest,0.0,8.777,4,True
Протягайловка,w352265836,улица 50 лет Победы,61,4,6.2828,497.9,6.2828,7.5729,547.8,6.828,606.3,6.2828,6.2828,fastest,0.0,8.772,4,True
Протягайловка,w352163175,улица 50 лет Победы,62,4,5.9067,440.6,5.9067,7.1969,490.5,6.4519,549,5.9067,5.9067,fastest,0.0,8.11,4,True
Протягайловка,w352163174,улица 50 лет Победы,64,4,5.9268,443.5,5.9268,7.2169,493.4,6.472,551.9,5.9268,5.9268,fastest,0.0,8.144,4,True
Протягайловка,w352163176,улица 50 лет Победы,66,4,6.3448,506.8,6.3448,7.6349,556.7,6.89,615.2,6.3448,6.3448,fastest,0.0,8.879,4,True
Протягайловка,w352163170,улица 50 лет Победы,68,4,5.9505,446.9,5.9505,7.2406,496.8,6.4957,555.3,5.9505,5.9505,fastest,0.0,8.185,4,True
Протягайловка,n4988629683,улица Академика Берга,8,4,8.0032,614,7.7506,12.1523,740.8,11.4074,799.3,8.0032,8.0032,fastest,0.0,11.073,4,True
Протягайловка,n4988630197,улица Академика Берга,9,4,8.029,615.9,7.7763,12.1781,742.7,11.4332,801.2,8.029,8.029,fastest,0.0,11.108,4,True
Протягайловка,n4988629868,улица Академика Берга,10,4,8.0559,617.9,7.8033,12.205,744.7,11.4601,803.2,8.0559,8.0559,fastest,0.0,11.145,4,True
Протягайловка,n4988629869,улица Академика Берга,11,4,8.0789,619.7,7.8262,12.228,746.5,11.4831,805,8.0789,8.0789,fastest,0.0,11.177,4,True
Протягайловка,n4988629682,улица Академика Берга,13,4,8.1327,623.7,7.8801,12.2819,750.5,11.5369,809,8.1327,8.1327,fastest,0.0,11.251,4,True
Протягайловка,n4988630196,улица Академика Берга,14,4,8.1531,625.2,7.9004,12.3022,752,11.5573,810.5,8.1531,8.1531,fastest,0.0,11.279,4,True
Протягайловка,n4988629681,улица Академика Берга,16,4,8.2059,629.2,7.9532,12.355,756,11.6101,814.5,8.2059,8.2059,fastest,0.0,11.352,4,True
Протягайловка,n4988630195,улица Академика Берга,17,4,8.2321,631.2,7.9794,12.3812,758,11.6363,816.5,8.2321,8.2321,fastest,0.0,11.388,4,True
Протягайловка,n4988630004,улица Академика Берга,18,4,8.2546,632.8,8.002,12.4037,759.6,11.6588,818.1,8.2546,8.2546,fastest,0.0,11.419,4,True
Протягайловка,n4988629680,улица Академика Берга,19,4,8.2791,634.7,8.0265,10.5051,730.5,9.7602,789,8.2791,8.2791,fastest,0.0,11.453,4,True
Протягайловка,n4988630194,улица Академика Берга,21,4,8.3316,638.6,8.079,10.4526,726.6,9.7077,785.1,8.3316,8.3316,fastest,0.0,11.525,4,True
Протягайловка,n4988629867,улица Академика Берга,25,4,8.2009,628.8,7.9482,12.35,755.6,11.6051,814.1,8.2009,8.2009,fastest,0.0,11.345,4,True
Протягайловка,n4988630003,улица Академика Берга,29,4,8.5416,675,8.289,10.3553,715.5,9.6104,774,8.5416,8.5416,fastest,0.0,11.917,4,True
Протягайловка,n4988629679,улица Академика Берга,30,4,8.5938,686.8,8.3412,10.222,745.1,9.4771,803.6,8.5938,8.5938,fastest,0.0,12.028,4,True
Протягайловка,n4988629853,улица Академика Берга,57,4,8.6084,690,8.3558,10.2074,741.9,9.4625,800.4,8.6084,8.6084,fastest,0.0,12.058,4,True
Протягайловка,n2337908046,улица Академика Берга,82,4,8.3715,641.6,8.1188,10.4127,723.6,9.6678,782.1,8.3715,8.3715,fastest,0.0,11.579,4,True
Протягайловка,n2337908047,улица Академика Берга,121,4,8.5912,686.2,8.3386,10.2246,745.7,9.4797,804.2,8.5912,8.5912,fastest,0.0,12.022,4,True
Протягайловка,n4988629677,улица Академика Берга,144,4,8.7835,661.9,8.7835,10.0736,711.8,9.3287,770.3,8.7835,8.7835,fastest,0.0,12.093,4,True
Протягайловка,n4988630198,улица Академика Берга,вагончик,4,8.3742,646.4,8.1215,10.4384,733.1,9.6935,791.6,8.3742,8.3742,fastest,0.0,11.606,4,True
Протягайловка,w401161045,улица Алеку Руссо,1,4,6.4092,496.5,5.4189,7.6993,546.4,6.9544,604.9,6.4092,6.4092,fastest,0.0,8.892,4,True
Протягайловка,w353143628,улица Алеку Руссо,2,4,6.4086,496.4,5.4183,7.6987,546.3,6.9538,604.8,6.4086,6.4086,fastest,0.0,8.891,4,True
Протягайловка,w401161048,улица Алеку Руссо,3,4,6.4306,499.6,5.4403,7.7207,549.5,6.9758,608,6.4306,6.4306,fastest,0.0,8.929,4,True
Протягайловка,w401161036,улица Алеку Руссо,4,4,6.435,500.2,5.4448,7.7252,550.1,6.9802,608.6,6.435,6.435,fastest,0.0,8.936,4,True
Протягайловка,w405000974,улица Алеку Руссо,5,4,6.4552,503.1,5.4649,7.7453,553,7.0004,611.5,6.4552,6.4552,fastest,0.0,8.971,4,True
Протягайловка,w401161038,улица Алеку Руссо,6,4,6.4595,503.8,5.4693,7.7497,553.7,7.0047,612.2,6.4595,6.4595,fastest,0.0,8.979,4,True
Протягайловка,w405000973,улица Алеку Руссо,7,4,6.4822,507,5.4919,7.7723,556.9,7.0274,615.4,6.4822,6.4822,fastest,0.0,9.017,4,True
Протягайловка,w401161039,улица Алеку Руссо,8,4,6.488,507.9,5.4977,7.7781,557.8,7.0332,616.3,6.488,6.488,fastest,0.0,9.027,4,True
Протягайловка,w405000976,улица Алеку Руссо,9,4,6.51,511,5.5198,7.8002,560.9,7.0552,619.4,6.51,6.51,fastest,0.0,9.065,4,True
Протягайловка,w405000972,улица Алеку Руссо,10,4,6.5157,511.9,5.5254,7.8058,561.8,7.0609,620.3,6.5157,6.5157,fastest,0.0,9.075,4,True
Протягайловка,w405000977,улица Алеку Руссо,11,4,6.5296,513.9,5.5394,7.8197,563.8,7.0748,622.3,6.5296,6.5296,fastest,0.0,9.099,4,True
Протягайловка,w405000975,улица Алеку Руссо,12,4,6.5417,515.6,5.5514,7.8318,565.5,7.0869,624,6.5417,6.5417,fastest,0.0,9.12,4,True
Протягайловка,w405000978,улица Алеку Руссо,13,4,6.5566,517.8,5.5663,7.8467,567.7,7.1018,626.2,6.5566,6.5566,fastest,0.0,9.146,4,True
Протягайловка,w405000979,улица Алеку Руссо,14,4,6.5681,519.4,5.5779,7.8583,569.3,7.1133,627.8,6.5681,6.5681,fastest,0.0,9.165,4,True
Протягайловка,w405000981,улица Алеку Руссо,15,4,6.5819,521.4,5.5917,7.8721,571.3,7.1271,629.8,6.5819,6.5819,fastest,0.0,9.189,4,True
Протягайловка,w424745276,улица Алеку Руссо,16,4,6.5955,523.4,5.6053,7.8857,573.3,7.1407,631.8,6.5955,6.5955,fastest,0.0,9.213,4,True
Протягайловка,w424745274,улица Алеку Руссо,17,4,6.6076,525.1,5.6173,7.8977,575,7.1528,633.5,6.6076,6.6076,fastest,0.0,9.233,4,True
Протягайловка,w424745278,улица Алеку Руссо,18,4,6.6215,527.1,5.6312,7.9116,577,7.1667,635.5,6.6215,6.6215,fastest,0.0,9.257,4,True
Протягайловка,w424745277,улица Алеку Руссо,19,4,6.6335,528.9,5.6433,7.9237,578.8,7.1788,637.3,6.6335,6.6335,fastest,0.0,9.278,4,True
Протягайловка,w425915838,улица Алеку Руссо,20,4,6.648,530.9,5.6578,7.9382,580.8,7.1932,639.3,6.648,6.648,fastest,0.0,9.302,4,True
Протягайловка,w425915837,улица Алеку Руссо,21,4,6.6573,532.3,5.667,7.9474,582.2,7.2025,640.7,6.6573,6.6573,fastest,0.0,9.319,4,True
Протягайловка,w441641177,улица Алеку Руссо,22,4,6.6745,534.8,5.6843,7.9647,584.7,7.2197,643.2,6.6745,6.6745,fastest,0.0,9.348,4,True
Протягайловка,w441641179,улица Алеку Руссо,23,4,6.6757,534.9,5.6854,7.9658,584.8,7.2209,643.3,6.6757,6.6757,fastest,0.0,9.35,4,True
Протягайловка,w442395866,улица Алеку Руссо,24,4,6.7041,539,5.7138,7.9942,588.9,7.2493,647.4,6.7041,6.7041,fastest,0.0,9.399,4,True
Протягайловка,w441641178,улица Алеку Руссо,25,4,6.7103,539.9,5.72,8.0004,589.8,7.2555,648.3,6.7103,6.7103,fastest,0.0,9.41,4,True
Протягайловка,w442395865,улица Алеку Руссо,26,4,6.7275,542.4,5.7372,8.0176,592.3,7.2727,650.8,6.7275,6.7275,fastest,0.0,9.44,4,True
Протягайловка,w441641182,улица Алеку Руссо,27,4,6.7347,543.4,5.7444,8.0248,593.3,7.2799,651.8,6.7347,6.7347,fastest,0.0,9.452,4,True
Протягайловка,w442395864,улица Алеку Руссо,28,4,6.7545,546.3,5.7643,8.0447,596.2,7.2997,654.7,6.7545,6.7545,fastest,0.0,9.486,4,True
Протягайловка,w441641823,улица Алеку Руссо,29,4,6.7632,547.5,5.7729,8.0533,597.4,7.3084,655.9,6.7632,6.7632,fastest,0.0,9.501,4,True
Протягайловка,w442395863,улица Алеку Руссо,30,4,6.781,550.1,5.7907,8.0711,600,7.3262,658.5,6.781,6.781,fastest,0.0,9.531,4,True
Протягайловка,w441641825,улица Алеку Руссо,31,4,6.7857,550.7,5.7955,8.0759,600.6,7.331,659.1,6.7857,6.7857,fastest,0.0,9.539,4,True
Протягайловка,w442395862,улица Алеку Руссо,32,4,6.8088,554.1,5.8185,8.0989,604,7.354,662.5,6.8088,6.8088,fastest,0.0,9.579,4,True
Протягайловка,w441641826,улица Алеку Руссо,33,4,6.8122,554.6,5.8219,8.1023,604.5,7.3574,663,6.8122,6.8122,fastest,0.0,9.585,4,True
Протягайловка,w441641827,улица Алеку Руссо,35,4,6.8374,558.2,5.8471,8.1275,608.1,7.3826,666.6,6.8374,6.8374,fastest,0.0,9.628,4,True
Протягайловка,w441641829,улица Алеку Руссо,37,4,6.8644,562.1,5.8741,8.1545,612,7.4096,670.5,6.8644,6.8644,fastest,0.0,9.675,4,True
Протягайловка,w441641830,улица Алеку Руссо,38,4,6.8603,561.5,5.87,8.1504,611.4,7.4055,669.9,6.8603,6.8603,fastest,0.0,9.668,4,True
Протягайловка,w231243206,улица Космонавтов,1,4,6.3477,467.1,6.3477,7.6378,517,6.8929,575.5,6.3477,6.3477,fastest,0.0,8.683,4,True
Протягайловка,w231243208,улица Космонавтов,1a,4,6.3827,475.7,6.3827,7.6728,525.6,6.9279,584.1,6.3827,6.3827,fastest,0.0,8.761,4,True
Протягайловка,n2337912625,улица Космонавтов,2а,4,6.3968,477.8,6.3968,7.6869,527.7,6.942,586.2,6.3968,6.3968,fastest,0.0,8.786,4,True
Протягайловка,w352042541,улица Космонавтов,3,4,6.3707,470.4,6.3707,7.6608,520.3,6.9159,578.8,6.3707,6.3707,fastest,0.0,8.723,4,True
Протягайловка,w352160049,улица Космонавтов,4,4,6.349,470.9,6.349,7.6391,520.8,6.8942,579.3,6.349,6.349,fastest,0.0,8.704,4,True
Протягайловка,w352042540,улица Космонавтов,5,4,6.3884,472.9,6.3884,7.6785,522.8,6.9336,581.3,6.3884,6.3884,fastest,0.0,8.753,4,True
Протягайловка,w231243205,улица Космонавтов,6,4,6.3465,466.9,6.3465,7.6366,516.8,6.8917,575.3,6.3465,6.3465,fastest,0.0,8.681,4,True
Протягайловка,w352160030,улица Космонавтов,7,4,6.4426,480.7,6.4426,7.7328,530.6,6.9878,589.1,6.4426,6.4426,fastest,0.0,8.846,4,True
Протягайловка,w352156643,улица Космонавтов,12,4,6.2541,451.9,6.2541,7.5443,501.8,6.7993,560.3,6.2541,6.2541,fastest,0.0,8.514,4,True
Протягайловка,n2337912620,улица Космонавтов,46,4,6.7461,524.4,6.7461,8.0363,574.3,7.2913,632.8,6.7461,6.7461,fastest,0.0,9.368,4,True
Протягайловка,w352285324,улица Мира,1,3,4.9001,386,4.9001,6.1902,435.9,5.4453,494.4,4.9001,4.9001,fastest,0.0,6.83,3,True
Протягайловка,w352285325,улица Мира,3,3,4.9238,389.4,4.9238,6.214,439.3,5.4691,497.8,4.9238,4.9238,fastest,0.0,6.871,3,True
Протягайловка,w352285315,улица Мира,4,3,4.8999,386,4.8999,6.19,435.9,5.4451,494.4,4.8999,4.8999,fastest,0.0,6.83,3,True
Протягайловка,w352285326,улица Мира,5,3,4.9448,392.4,4.9448,6.2349,442.3,5.49,500.8,4.9448,4.9448,fastest,0.0,6.907,3,True
Протягайловка,w352285314,улица Мира,6,3,4.9223,389.2,4.9223,6.2124,439.1,5.4675,497.6,4.9223,4.9223,fastest,0.0,6.868,3,True
Протягайловка,w677073031,улица Мира,7,3,4.9564,394.1,4.9564,6.2465,444,5.5016,502.5,4.9564,4.9564,fastest,0.0,6.927,3,True
Протягайловка,w352285313,улица Мира,8,3,4.9384,391.5,4.9384,6.2286,441.4,5.4837,499.9,4.9384,4.9384,fastest,0.0,6.896,3,True
Протягайловка,w352285327,улица Мира,9,3,4.9931,399.3,4.9931,6.2832,449.2,5.5383,507.7,4.9931,4.9931,fastest,0.0,6.99,3,True
Протягайловка,w339300187,улица Мира,10,3,4.9636,395.1,4.9636,6.2537,445,5.5088,503.5,4.9636,4.9636,fastest,0.0,6.939,3,True
Протягайловка,w352285330,улица Мира,11,3,5.0135,402.3,5.0135,6.3036,452.2,5.5587,510.7,5.0135,5.0135,fastest,0.0,7.025,3,True
Протягайловка,w352265869,улица Мира,12,3,4.997,399.9,4.997,6.2872,449.8,5.5422,508.3,4.997,4.997,fastest,0.0,6.996,3,True
Протягайловка,w352316544,улица Мира,13,3,5.04,406.1,5.04,6.3301,456,5.5852,514.5,5.04,5.04,fastest,0.0,7.071,3,True
Протягайловка,w352316547,улица Мира,14,3,5.0403,406.1,5.0403,6.3304,456,5.5855,514.5,5.0403,5.0403,fastest,0.0,7.071,3,True
Протягайловка,w352316543,улица Мира,15,3,5.0607,409.1,5.0607,6.3509,459,5.6059,517.5,5.0607,5.0607,fastest,0.0,7.106,3,True
Протягайловка,w352317981,улица Мира,16,3,5.0616,409.2,5.0616,6.3518,459.1,5.6068,517.6,5.0616,5.0616,fastest,0.0,7.108,3,True
Протягайловка,w352316545,улица Мира,17,3,5.0898,413.3,5.0898,6.3799,463.2,5.635,521.7,5.0898,5.0898,fastest,0.0,7.156,3,True
Протягайловка,w352317980,улица Мира,18,3,5.0795,411.8,5.0795,6.3696,461.7,5.6247,520.2,5.0795,5.0795,fastest,0.0,7.139,3,True
Протягайловка,w352317984,улица Мира,19,3,5.1201,417.7,5.1201,6.4103,467.6,5.6653,526.1,5.1201,5.1201,fastest,0.0,7.209,3,True
Протягайловка,w352317982,улица Мира,20,3,5.1012,414.9,5.1012,6.3914,464.8,5.6465,523.3,5.1012,5.1012,fastest,0.0,7.176,3,True
Протягайловка,w352318381,улица Мира,21,3,5.1426,420.9,5.1426,6.4328,470.8,5.6879,529.3,5.1426,5.1426,fastest,0.0,7.247,3,True
Протягайловка,w352317983,улица Мира,22,3,5.1212,417.8,5.1212,6.4113,467.7,5.6664,526.2,5.1212,5.1212,fastest,0.0,7.21,3,True
Протягайловка,w352318377,улица Мира,23,3,5.1608,423.5,5.1608,6.4509,473.4,5.706,531.9,5.1608,5.1608,fastest,0.0,7.278,3,True
Протягайловка,w352316542,улица Мира,24,3,5.1435,421.1,5.1435,6.4336,471,5.6887,529.5,5.1435,5.1435,fastest,0.0,7.249,3,True
Протягайловка,w352318380,улица Мира,25,4,5.8706,423.1,5.8706,7.1608,473,6.4159,531.5,5.535,5.535,shortest,0.336,7.986,3,True
Протягайловка,w352316541,улица Мира,26,3,5.1608,423.5,5.1608,6.4509,473.4,5.706,531.9,5.1608,5.1608,fastest,0.0,7.278,3,True
Протягайловка,w352318379,улица Мира,27,4,5.8528,420.5,5.8528,7.1429,470.4,6.398,528.9,5.5529,5.5529,shortest,0.3,7.955,3,True
Протягайловка,w352316540,улица Мира,28,4,5.8752,423.7,5.8752,7.1653,473.6,6.4204,532.1,5.5305,5.5305,shortest,0.345,7.994,3,True
Протягайловка,w352318002,улица Мира,29,4,5.8177,415.5,5.8177,7.1078,465.4,6.3629,523.9,5.588,5.588,shortest,0.23,7.895,4,True
Протягайловка,w352316539,улица Мира,30,4,5.8563,421,5.8563,7.1464,470.9,6.4015,529.4,5.5493,5.5493,shortest,0.307,7.961,3,True
Протягайловка,w352318003,улица Мира,31,4,5.7666,408.1,5.7666,7.0567,458,6.3118,516.5,5.7666,5.7666,fastest,0.0,7.807,4,True
Протягайловка,w352316538,улица Мира,32,4,5.8359,418.1,5.8359,7.1261,468,6.3811,526.5,5.5697,5.5697,shortest,0.266,7.926,3,True
Протягайловка,w352161719,улица Мира,33,3,5.6618,393,5.6618,6.9519,442.9,6.207,501.4,5.6618,5.6618,fastest,0.0,7.627,4,True
Протягайловка,w352265862,улица Мира,34,4,5.8044,413.5,5.8044,7.0945,463.4,6.3496,521.9,5.8044,5.8044,fastest,0.0,7.872,4,True
Протягайловка,w352265861,улица Мира,36,4,5.784,410.6,5.784,7.0742,460.5,6.3292,519,5.784,5.784,fastest,0.0,7.837,4,True
Протягайловка,w352265860,улица Мира,38,4,5.7556,406.5,5.7556,7.0457,456.4,6.3008,514.9,5.7556,5.7556,fastest,0.0,7.788,4,True
Протягайловка,w352265859,улица Мира,40,3,5.7245,402,5.7245,7.0146,451.9,6.2697,510.4,5.7245,5.7245,fastest,0.0,7.734,4,True
Протягайловка,w352265858,улица Мира,42,3,5.7015,398.7,5.7015,6.9916,448.6,6.2467,507.1,5.7015,5.7015,fastest,0.0,7.695,4,True
Протягайловка,w428711653,улица Мира,44,3,5.6711,394.3,5.6711,6.9612,444.2,6.2163,502.7,5.6711,5.6711,fastest,0.0,7.643,4,True
Протягайловка,w352161999,улица Мира,46,3,5.6486,391.1,5.6486,6.9388,441,6.1939,499.5,5.6486,5.6486,fastest,0.0,7.604,4,True
Протягайловка,n2337948161,улица Мунтяна,1,4,6.7637,501.7,6.7637,8.0538,551.6,7.3089,610.1,6.7637,6.7637,fastest,0.0,9.272,4,True
Протягайловка,w352680193,улица Мунтяна,1,4,6.8463,513.6,6.8463,8.1364,563.5,7.3915,622,6.8463,6.8463,fastest,0.0,9.414,4,True
Протягайловка,w352334980,улица Мунтяна,2,4,6.7499,493.3,6.7499,8.0401,543.2,7.2951,601.7,6.7499,6.7499,fastest,0.0,9.216,4,True
Протягайловка,w352334984,улица Мунтяна,2,4,6.8095,502,6.8095,8.0997,551.9,7.3548,610.4,6.8095,6.8095,fastest,0.0,9.319,4,True
Протягайловка,w353259236,улица Мунтяна,3,4,6.8648,516.2,6.8648,8.1549,566.1,7.41,624.6,6.8648,6.8648,fastest,0.0,9.446,4,True
Протягайловка,w353259629,улица Мунтяна,5,4,6.8996,521.2,6.8996,8.1897,571.1,7.4448,629.6,6.8996,6.8996,fastest,0.0,9.506,4,True
Протягайловка,w352347156,улица Мунтяна,6,4,6.7865,505,6.7865,8.0766,554.9,7.3317,613.4,6.7865,6.7865,fastest,0.0,9.312,4,True
Протягайловка,w353259631,улица Мунтяна,7,4,6.9264,525.1,6.9264,8.2165,575,7.4716,633.5,6.9264,6.9264,fastest,0.0,9.552,4,True
Протягайловка,w352347160,улица Мунтяна,8,4,6.8098,508.3,6.8098,8.0999,558.2,7.355,616.7,6.8098,6.8098,fastest,0.0,9.351,4,True
Протягайловка,w424795691,улица Мунтяна,9,4,6.9665,530.9,6.9665,8.2566,580.8,7.5117,639.3,6.9665,6.9665,fastest,0.0,9.621,4,True
Протягайловка,w352347162,улица Мунтяна,10,4,6.8305,511.3,6.8305,8.1207,561.2,7.3757,619.7,6.8305,6.8305,fastest,0.0,9.387,4,True
Протягайловка,w426526607,улица Мунтяна,11,4,6.9904,534.3,6.9904,8.2805,584.2,7.5356,642.7,6.9904,6.9904,fastest,0.0,9.662,4,True
Протягайловка,n2337948160,улица Мунтяна,12,4,6.8496,514.1,6.8496,8.1397,564,7.3948,622.5,6.8496,6.8496,fastest,0.0,9.42,4,True
Протягайловка,w426526609,улица Мунтяна,13,4,7.0118,537.4,7.0118,8.302,587.3,7.557,645.8,7.0118,7.0118,fastest,0.0,9.699,4,True
Протягайловка,n2337948159,улица Мунтяна,14,4,7.0265,539.5,7.0265,8.3166,589.4,7.5717,647.9,7.0265,7.0265,fastest,0.0,9.724,4,True
Протягайловка,w428711640,улица Мунтяна,14,4,7.0281,539.7,7.0281,8.3182,589.6,7.5733,648.1,7.0281,7.0281,fastest,0.0,9.727,4,True
Протягайловка,w428711641,улица Мунтяна,16,4,7.0571,543.9,7.0571,8.3472,593.8,7.6023,652.3,7.0571,7.0571,fastest,0.0,9.777,4,True
