uid,settlement_ru,district_ru,street_ru,housenumber,current_zone,why,fastest_distance_km,fastest_duration_s,min_alt_distance_km,n_alternatives,straight_line_km,detour_ratio,in_city_km,outside_city_km,snap_distance_m,nearest_road_highway,flags,verdict
w319141430,Бендеры,Борисовка,улица Зои Космодемьянской,53,2,district_Борисовка,3.8235,353.2,3.8235,0,1.97,1.941,3.8193,0.0,15.9,tertiary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317484800,Бендеры,Борисовка,улица Ивана Федько,2,2,district_Борисовка;neighbour_jump_2v4,4.3742,420.9,4.3742,1,1.698,2.577,4.3695,0.0,17.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316027892,Бендеры,Борисовка,улица Ивана Федько,3,2,district_Борисовка;neighbour_jump_2v4,4.3578,418.6,4.3578,1,1.686,2.585,4.3532,0.0,18.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317484802,Бендеры,Борисовка,улица Ивана Федько,4,2,district_Борисовка;neighbour_jump_2v4,4.3888,423,4.3888,1,1.713,2.563,4.3841,0.0,15.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316027893,Бендеры,Борисовка,улица Ивана Федько,5,2,district_Борисовка;neighbour_jump_2v4,4.3729,420.7,4.3729,1,1.7,2.572,4.3682,0.0,15.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317484803,Бендеры,Борисовка,улица Ивана Федько,6,2,district_Борисовка;neighbour_jump_2v4,4.4034,425.1,4.4034,1,1.727,2.55,4.3987,0.0,17.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316027896,Бендеры,Борисовка,улица Ивана Федько,7,2,district_Борисовка;neighbour_jump_2v4,4.3868,422.8,4.3868,1,1.714,2.559,4.3822,0.0,14.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317484816,Бендеры,Борисовка,улица Ивана Федько,8,2,district_Борисовка;neighbour_jump_2v4,4.4174,427.2,4.4174,1,1.741,2.538,4.4127,0.0,18.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317484798,Бендеры,Борисовка,улица Ивана Федько,9,2,district_Борисовка;neighbour_jump_2v4,4.4017,424.9,4.4017,1,1.729,2.546,4.397,0.0,15.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318048547,Бендеры,Борисовка,улица Ивана Федько,10,2,district_Борисовка;neighbour_jump_2v4,4.4359,429.8,4.4359,1,1.759,2.522,4.4311,0.0,18.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317484806,Бендеры,Борисовка,улица Ивана Федько,11,2,district_Борисовка;neighbour_jump_2v4,4.4185,427.3,4.4185,1,1.745,2.532,4.4137,0.0,14.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318048549,Бендеры,Борисовка,улица Ивана Федько,12,2,district_Борисовка;neighbour_jump_2v4,4.4502,431.9,4.4502,1,1.773,2.51,4.4455,0.0,18.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317484807,Бендеры,Борисовка,улица Ивана Федько,13,2,district_Борисовка;neighbour_jump_2v4,4.4347,429.6,4.4347,1,1.761,2.518,4.4299,0.0,13.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318048550,Бендеры,Борисовка,улица Ивана Федько,14,2,district_Борисовка;neighbour_jump_2v4,4.4646,433.9,4.4646,1,1.788,2.497,4.4598,0.0,16.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317484810,Бендеры,Борисовка,улица Ивана Федько,15,2,district_Борисовка;neighbour_jump_2v4,4.4481,431.6,4.4481,1,1.776,2.505,4.4434,0.0,21.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318048552,Бендеры,Борисовка,улица Ивана Федько,16,2,district_Борисовка;neighbour_jump_2v4,4.4794,436.1,4.4794,1,1.802,2.485,4.4746,0.0,16.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318048553,Бендеры,Борисовка,улица Ивана Федько,18,3,district_Борисовка,4.7367,434.9,4.7367,1,1.817,2.607,4.7305,0.0,18.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
n2325366600,Бендеры,Борисовка,улица Ивана Федько,19,2,district_Борисовка;neighbour_jump_2v4,4.4695,434.6,4.4695,1,1.796,2.488,4.4647,0.0,18.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318048555,Бендеры,Борисовка,улица Ивана Федько,20,3,district_Борисовка,4.722,432.8,4.722,1,1.832,2.578,4.7158,0.0,15.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318048554,Бендеры,Борисовка,улица Ивана Федько,22,3,district_Борисовка,4.7068,430.6,4.7068,1,1.846,2.549,4.7007,0.0,20.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318051688,Бендеры,Борисовка,улица Ивана Федько,24,3,district_Борисовка,4.6909,428.3,4.6909,1,1.862,2.519,4.6847,0.0,16.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318051689,Бендеры,Борисовка,улица Ивана Федько,26,3,district_Борисовка,4.6769,426.3,4.6769,1,1.876,2.493,4.6707,0.0,17.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318058436,Бендеры,Борисовка,улица Ивана Федько,28,3,district_Борисовка,4.6616,424.1,4.6616,1,1.889,2.468,4.6554,0.0,44.9,tertiary,snap_gt_40m;detour_gt_1.5,WRONG_ADDRESS_SNAP
w318058445,Бендеры,Борисовка,улица Ивана Федько,30,3,district_Борисовка,4.6307,419.7,4.6307,1,1.922,2.409,4.6245,0.0,15.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318058443,Бендеры,Борисовка,улица Ивана Федько,32,3,district_Борисовка,4.6196,418.1,4.6196,1,1.934,2.389,4.6135,0.0,12.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318184631,Бендеры,Борисовка,улица Ивана Федько,35,3,district_Борисовка,4.6279,419.3,4.6279,1,1.929,2.4,4.6218,0.0,18.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318185748,Бендеры,Борисовка,улица Ивана Федько,37,3,district_Борисовка,4.6106,416.8,4.6106,1,1.946,2.37,4.6045,0.0,16.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318072352,Бендеры,Борисовка,улица Ивана Шимкова,1,4,in_city_zone4;district_Борисовка,6.4959,418,4.8667,1,1.864,3.484,6.4927,0.0,18.0,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n2322107940,Бендеры,Борисовка,улица Ивана Шимкова,2,4,in_city_zone4;district_Борисовка,6.5154,420.8,4.8862,1,1.888,3.451,6.5122,0.0,19.3,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318072351,Бендеры,Борисовка,улица Ивана Шимкова,3,4,in_city_zone4;district_Борисовка,6.5089,419.9,4.8797,1,1.859,3.501,6.5057,0.0,16.8,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318072344,Бендеры,Борисовка,улица Ивана Шимкова,5,4,in_city_zone4;district_Борисовка,6.4298,420.6,4.8932,1,1.848,3.479,6.4266,0.0,22.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318072345,Бендеры,Борисовка,улица Ивана Шимкова,7,4,in_city_zone4;district_Борисовка,6.4141,418.3,4.9089,1,1.847,3.473,6.4109,0.0,15.4,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318072346,Бендеры,Борисовка,улица Ивана Шимкова,9,4,in_city_zone4;district_Борисовка,6.399,416.1,4.924,1,1.84,3.477,6.3958,0.0,14.9,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w209267184,Бендеры,Борисовка,улица Ивана Шимкова,10,4,in_city_zone4;district_Борисовка,6.3128,386.3,4.8079,1,1.81,3.487,6.3099,0.0,45.1,primary,snap_gt_40m;detour_gt_1.5;alt_>10pct_shorter,WRONG_ADDRESS_SNAP
w318072347,Бендеры,Борисовка,улица Ивана Шимкова,11,4,in_city_zone4;district_Борисовка,6.3838,414,4.9392,1,1.83,3.488,6.3806,0.0,18.3,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318072358,Бендеры,Борисовка,улица Ивана Шимкова,13,4,in_city_zone4;district_Борисовка,6.3582,410.3,5.082,1,1.812,3.509,6.355,0.0,26.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318071345,Бендеры,Борисовка,улица Ивана Шимкова,14,4,in_city_zone4;district_Борисовка,6.288,384.9,4.8326,1,1.793,3.506,6.2851,0.0,38.8,primary,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318071364,Бендеры,Борисовка,улица Ивана Шимкова,15,4,in_city_zone4;district_Борисовка,6.3399,407.6,5.0638,1,1.811,3.502,6.3368,0.0,18.5,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318071363,Бендеры,Борисовка,улица Ивана Шимкова,17,4,in_city_zone4;district_Борисовка,6.3275,405.8,5.0513,1,1.809,3.499,6.3243,0.0,14.9,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n2322107942,Бендеры,Борисовка,улица Ивана Шимкова,22,4,in_city_zone4;district_Борисовка,6.3255,405.6,5.0494,1,1.837,3.444,6.3223,0.0,17.0,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318071348,Бендеры,Борисовка,улица Ивана Шимкова,23,4,in_city_zone4;district_Борисовка,6.2752,403.7,5.0505,1,1.785,3.515,6.272,0.0,15.4,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318071349,Бендеры,Борисовка,улица Ивана Шимкова,25,4,in_city_zone4;district_Борисовка,6.2637,402,5.098,1,1.781,3.518,6.2605,0.0,16.0,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318072382,Бендеры,Борисовка,улица Ивана Шимкова,26,4,in_city_zone4;district_Борисовка,6.2755,403.7,5.0502,1,1.811,3.464,6.2723,0.0,12.6,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w317055545,Бендеры,Борисовка,улица Ивана Шимкова,27,4,in_city_zone4;district_Борисовка,6.229,394.6,5.0633,1,1.77,3.519,6.2258,0.0,11.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n6428859910,Бендеры,Борисовка,улица Ивана Шимкова,27А,4,in_city_zone4;district_Борисовка,6.2193,393.2,5.0536,1,1.761,3.532,6.2162,0.0,12.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318072377,Бендеры,Борисовка,улица Ивана Шимкова,28,4,in_city_zone4;district_Борисовка,6.2617,401.8,5.096,1,1.806,3.467,6.2585,0.0,12.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w317055544,Бендеры,Борисовка,улица Ивана Шимкова,29,4,in_city_zone4;district_Борисовка,6.2726,406.1,5.1069,1,1.762,3.559,6.2694,0.0,17.7,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318072372,Бендеры,Борисовка,улица Ивана Шимкова,30,4,in_city_zone4;district_Борисовка,6.2567,398.6,5.091,1,1.796,3.484,6.2535,0.0,10.4,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w317055542,Бендеры,Борисовка,улица Ивана Шимкова,31,4,in_city_zone4;district_Борисовка,6.2018,407,5.121,1,1.758,3.528,6.1986,0.0,16.9,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318072374,Бендеры,Борисовка,улица Ивана Шимкова,32,4,in_city_zone4;district_Борисовка,6.2715,406,5.1058,1,1.789,3.505,6.2683,0.0,11.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w317055540,Бендеры,Борисовка,улица Ивана Шимкова,33,4,in_city_zone4;district_Борисовка,6.1871,404.9,5.1357,1,1.752,3.532,6.1839,0.0,17.9,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w209267129,Бендеры,Борисовка,улица Ивана Шимкова,34,3,district_Борисовка,6.1141,375.1,5.0066,1,1.704,3.588,6.1112,0.0,20.7,primary,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090588,Бендеры,Борисовка,улица Ивана Шимкова,34,3,district_Борисовка,6.2031,407.2,5.1196,1,1.784,3.476,6.2,0.0,11.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w317055538,Бендеры,Борисовка,улица Ивана Шимкова,35,4,in_city_zone4;district_Борисовка,6.173,402.9,5.1498,1,1.747,3.533,6.1698,0.0,17.2,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w209267147,Бендеры,Борисовка,улица Ивана Шимкова,36,3,district_Борисовка,6.099,374.3,5.0216,1,1.698,3.592,6.0962,0.0,20.4,primary,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090593,Бендеры,Борисовка,улица Ивана Шимкова,36,3,district_Борисовка,6.1773,403.5,5.1455,1,1.796,3.439,6.1741,0.0,33.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w317055533,Бендеры,Борисовка,улица Ивана Шимкова,37,4,in_city_zone4;district_Борисовка,6.1569,400.6,5.1658,1,1.741,3.536,6.1537,0.0,17.7,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w209267171,Бендеры,Борисовка,улица Ивана Шимкова,38,3,district_Борисовка,6.0841,373.5,5.0365,1,1.692,3.595,6.0813,0.0,20.1,primary,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090587,Бендеры,Борисовка,улица Ивана Шимкова,38,3,district_Борисовка,6.1722,402.8,5.1506,1,1.773,3.481,6.169,0.0,10.3,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w317055528,Бендеры,Борисовка,улица Ивана Шимкова,39,4,in_city_zone4;district_Борисовка,6.1444,398.8,5.1784,1,1.737,3.538,6.1412,0.0,18.0,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w209267138,Бендеры,Борисовка,улица Ивана Шимкова,40,3,district_Борисовка,6.069,372.6,5.0516,1,1.687,3.597,6.0661,0.0,20.6,primary,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090586,Бендеры,Борисовка,улица Ивана Шимкова,40,3,district_Борисовка,6.1581,400.7,5.1647,1,1.769,3.481,6.1549,0.0,11.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w317055532,Бендеры,Борисовка,улица Ивана Шимкова,41,4,in_city_zone4;district_Борисовка,6.1237,395.8,5.2856,1,1.73,3.54,6.1205,0.0,18.3,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090584,Бендеры,Борисовка,улица Ивана Шимкова,42,4,in_city_zone4;district_Борисовка,6.1432,398.6,5.1796,1,1.764,3.483,6.14,0.0,10.8,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090583,Бендеры,Борисовка,улица Ивана Шимкова,44,4,in_city_zone4;district_Борисовка,6.1281,396.4,5.29,1,1.767,3.468,6.1249,0.0,19.3,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090582,Бендеры,Борисовка,улица Ивана Шимкова,46,3,district_Борисовка,6.1122,394.1,5.2741,1,1.753,3.486,6.109,0.0,10.0,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090581,Бендеры,Борисовка,улица Ивана Шимкова,48,3,district_Борисовка,6.0973,392,5.2592,1,1.752,3.48,6.0941,0.0,13.7,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w209273592,Бендеры,Борисовка,улица Ивана Шимкова,50,4,in_city_zone4;district_Борисовка,6.1494,406.8,5.3113,1,1.738,3.539,6.1462,0.0,12.2,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w209273608,Бендеры,Борисовка,улица Ивана Шимкова,50б,3,district_Борисовка,6.0206,393.4,5.4722,1,1.692,3.558,6.0173,0.0,13.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209273575,Бендеры,Хомутяновка,улица Ивана Шимкова,52,3,district_Хомутяновка,5.9985,387.1,5.4502,1,1.72,3.488,5.9953,0.0,13.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w224943526,Бендеры,Хомутяновка,улица Ивана Шимкова,52а,3,district_Хомутяновка,6.0217,399.1,5.3139,1,1.678,3.588,6.0186,0.0,16.0,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w103992856,Бендеры,Борисовка,улица Интернационалистов,2,4,in_city_zone4;district_Борисовка,6.7697,497.9,6.2214,1,2.353,2.877,6.7651,0.0,14.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992874,Бендеры,Борисовка,улица Интернационалистов,2,4,in_city_zone4;district_Борисовка,6.8053,506.5,6.257,1,2.333,2.918,6.8006,0.0,13.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992827,Бендеры,Борисовка,улица Интернационалистов,4,4,in_city_zone4;district_Борисовка,6.8492,507,6.3008,1,2.396,2.859,6.8444,0.0,11.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w222986042,Бендеры,Борисовка,улица Интернационалистов,4,4,in_city_zone4;district_Борисовка,6.8206,500.2,6.2723,1,2.39,2.854,6.8159,0.0,13.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209273570,Бендеры,Хомутяновка,улица Интернационалистов,5,4,in_city_zone4;district_Хомутяновка,7.2531,563.3,6.7048,2,2.565,2.828,7.2476,0.0,12.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209273565,Бендеры,Хомутяновка,улица Интернационалистов,7,4,in_city_zone4;district_Хомутяновка,7.1343,532.2,6.5859,1,2.591,2.753,7.1287,0.0,18.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992714,Бендеры,Борисовка,улица Интернационалистов,8,4,in_city_zone4;district_Борисовка,6.9051,513.1,6.3568,1,2.431,2.841,6.9002,0.0,11.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209273568,Бендеры,Хомутяновка,улица Интернационалистов,9,4,in_city_zone4;district_Хомутяновка,7.3109,576.9,6.7625,2,2.608,2.803,7.3052,0.0,13.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992745,Бендеры,Борисовка,улица Интернационалистов,10,4,in_city_zone4;district_Борисовка,6.8801,507.1,6.3317,1,2.425,2.837,6.8752,0.0,11.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209273567,Бендеры,Хомутяновка,улица Интернационалистов,11,4,in_city_zone4;district_Хомутяновка,7.1755,540.6,6.6271,2,2.633,2.725,7.1698,0.0,12.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91850356,Бендеры,Хомутяновка,улица Интернационалистов,13,4,in_city_zone4;district_Хомутяновка,7.2609,541.1,6.7125,2,2.665,2.724,7.255,0.0,12.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w222986064,Бендеры,Хомутяновка,улица Интернационалистов,13а,4,in_city_zone4;district_Хомутяновка,6.6682,532.9,6.6682,1,2.713,2.458,6.3909,0.2718,18.2,residential,leaves_and_reenters_city;detour_gt_1.5,INSUFFICIENT_EVIDENCE
w442395876,Бендеры,Хомутяновка,улица Интернационалистов,13б,4,in_city_zone4;district_Хомутяновка,6.6479,528,6.6479,1,2.725,2.439,6.3706,0.2718,18.1,residential,leaves_and_reenters_city;detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91850336,Бендеры,Хомутяновка,улица Интернационалистов,15,4,in_city_zone4;district_Хомутяновка,6.3696,524,6.3696,1,2.759,2.309,6.3646,0.0,14.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w222986044,Бендеры,Борисовка,улица Интернационалистов,25,4,in_city_zone4;district_Борисовка,6.9296,541.1,6.3812,1,2.45,2.828,6.9247,0.0,26.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319366971,Бендеры,Хомутяновка,улица Калашникова,3,3,district_Хомутяновка,4.6192,333.2,4.6192,1,2.099,2.2,4.6157,0.0,11.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302067676,Бендеры,Хомутяновка,улица Калашникова,4,3,district_Хомутяновка,4.6623,339.4,4.6623,1,2.085,2.236,4.6587,0.0,22.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319366972,Бендеры,Хомутяновка,улица Калашникова,5,3,district_Хомутяновка,4.6381,335.9,4.6381,1,2.107,2.201,4.6345,0.0,12.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302067678,Бендеры,Хомутяновка,улица Калашникова,6,3,district_Хомутяновка,4.7323,350.8,4.7323,1,2.107,2.246,4.7287,0.0,18.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287670,Бендеры,Хомутяновка,улица Калашникова,6а,3,district_Хомутяновка,4.7858,369.4,4.7858,1,2.119,2.258,4.782,0.0,12.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319366973,Бендеры,Хомутяновка,улица Калашникова,7,3,district_Хомутяновка,4.6489,337.5,4.6489,1,2.111,2.203,4.6453,0.0,11.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
n2330549402,Бендеры,Хомутяновка,улица Калашникова,8,3,district_Хомутяновка,4.8956,373,4.8956,0,2.194,2.231,4.8918,0.0,9.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319366997,Бендеры,Хомутяновка,улица Калашникова,8,3,district_Хомутяновка,4.9323,378.3,4.9323,0,2.202,2.239,4.9285,0.0,19.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319366974,Бендеры,Хомутяновка,улица Калашникова,9,3,district_Хомутяновка,4.6602,339.1,4.6602,1,2.115,2.204,4.6566,0.0,11.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319366975,Бендеры,Хомутяновка,улица Калашникова,11,3,district_Хомутяновка,4.6772,341.5,4.6772,1,2.122,2.205,4.6736,0.0,11.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w320437630,Бендеры,Хомутяновка,улица Калашникова,12,3,district_Хомутяновка,5.0328,392.9,5.0328,0,2.255,2.232,5.0289,0.0,19.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319366977,Бендеры,Хомутяновка,улица Калашникова,13,3,district_Хомутяновка,4.6907,343.5,4.6907,1,2.126,2.206,4.6871,0.0,10.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w320437642,Бендеры,Хомутяновка,улица Калашникова,14а,3,district_Хомутяновка,5.5804,391.6,5.5609,1,2.275,2.453,5.5756,0.0,19.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w757835185,Бендеры,Хомутяновка,улица Калашникова,15,3,district_Хомутяновка,4.7093,346.2,4.7093,1,2.141,2.2,4.7057,0.0,18.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w320342794,Бендеры,Хомутяновка,улица Калашникова,17,3,district_Хомутяновка,4.7321,349.6,4.7321,1,2.147,2.204,4.7285,0.0,15.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w320342787,Бендеры,Хомутяновка,улица Калашникова,19,3,district_Хомутяновка,4.7426,351.1,4.7426,1,2.168,2.187,4.7389,0.0,34.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w320342632,Бендеры,Хомутяновка,улица Калашникова,21,3,district_Хомутяновка,4.7974,359,4.7974,1,2.176,2.204,4.7936,0.0,17.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
n2330549398,Бендеры,Хомутяновка,улица Калашникова,22,3,district_Хомутяновка,5.4833,377.7,5.4833,0,2.341,2.343,5.4785,0.0,5.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319370825,Бендеры,Хомутяновка,улица Калашникова,23,3,district_Хомутяновка,4.8246,362.9,4.8246,0,2.186,2.207,4.8209,0.0,15.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287695,Бендеры,Хомутяновка,улица Калашникова,25,3,district_Хомутяновка,4.7956,368,4.7956,1,2.087,2.298,4.7919,0.0,10.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319370824,Бендеры,Хомутяновка,улица Калашникова,25,3,district_Хомутяновка,4.8399,365,4.8399,0,2.192,2.208,4.8361,0.0,16.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319370823,Бендеры,Хомутяновка,улица Калашникова,29,3,district_Хомутяновка,4.8629,368.3,4.8629,0,2.207,2.204,4.8591,0.0,21.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319370821,Бендеры,Хомутяновка,улица Калашникова,31,3,district_Хомутяновка,4.8789,370.6,4.8789,0,2.21,2.208,4.8751,0.0,16.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319370820,Бендеры,Хомутяновка,улица Калашникова,33,3,district_Хомутяновка,4.8961,373.1,4.8961,0,2.218,2.207,4.8922,0.0,17.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319367003,Бендеры,Хомутяновка,улица Калашникова,35,3,district_Хомутяновка,4.9231,377,4.9231,0,2.233,2.205,4.9192,0.0,19.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w319366999,Бендеры,Хомутяновка,улица Калашникова,37,3,district_Хомутяновка,4.9391,379.3,4.9391,0,2.238,2.207,4.9353,0.0,17.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w297019345,Бендеры,Хомутяновка,улица Калашникова,39,3,district_Хомутяновка,4.9581,382,4.9581,0,2.246,2.207,4.9542,0.0,16.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w297019344,Бендеры,Хомутяновка,улица Калашникова,41,3,district_Хомутяновка,5.0014,397.6,5.0014,0,2.255,2.218,4.9975,0.0,9.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w320438933,Бендеры,Хомутяновка,улица Калашникова,43,3,district_Хомутяновка,5.0082,389.3,5.0082,0,2.273,2.204,5.0043,0.0,17.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
