uid,street,house,current_zone,snap_m,true_shortest_unconstrained_km,best_entry_id,best_entry_road,best_via_entry_km,via_entry_minus_free_km,entries_evaluated,all_entry_km_json,owner_review_required
w353143172,Главный переулок,4,4,29.0,5.1568,Про-028,Главная улица,5.1568,0.0,21,"{""Про-028"": 5.1568, ""Про-029"": 7.6873, ""Про-030"": 6.7431, ""Про-031"": 5.644, ""Про-032"": 9.7558, ""Про-033"": 6.4185, ""Про-034"": 5.8763, ""Про-035"": 5.8763, ""Про-036"": 5.8763, ""Про-037"": 8.6399, ""Про-038"": 7.3107, ""Про-039"": 8.2774, ""Про-040"": 7.7971, ""Про-041"": 8.604, ""Про-042"": 9.4623, ""Про-043"": 8.9163, ""Про-044"": 8.6966, ""Про-045"": 8.5176, ""Про-046"": 8.8021, ""Про-047"": 13.2398, ""Про-048"": 11.597}",True
w353143173,Главный переулок,5,4,16.8,5.1568,Про-028,Главная улица,5.1568,0.0,21,"{""Про-028"": 5.1568, ""Про-029"": 7.6873, ""Про-030"": 6.7431, ""Про-031"": 5.644, ""Про-032"": 9.7558, ""Про-033"": 6.4185, ""Про-034"": 5.8763, ""Про-035"": 5.8763, ""Про-036"": 5.8763, ""Про-037"": 8.6399, ""Про-038"": 7.3107, ""Про-039"": 8.2774, ""Про-040"": 7.7971, ""Про-041"": 8.604, ""Про-042"": 9.4623, ""Про-043"": 8.9163, ""Про-044"": 8.6966, ""Про-045"": 8.5176, ""Про-046"": 8.8021, ""Про-047"": 13.2398, ""Про-048"": 11.597}",True
w353143627,Главный переулок,6,4,30.8,5.1568,Про-028,Главная улица,5.1568,0.0,21,"{""Про-028"": 5.1568, ""Про-029"": 7.6873, ""Про-030"": 6.7431, ""Про-031"": 5.644, ""Про-032"": 9.7558, ""Про-033"": 6.4185, ""Про-034"": 5.8763, ""Про-035"": 5.8763, ""Про-036"": 5.8763, ""Про-037"": 8.6399, ""Про-038"": 7.3107, ""Про-039"": 8.2774, ""Про-040"": 7.7971, ""Про-041"": 8.604, ""Про-042"": 9.4623, ""Про-043"": 8.9163, ""Про-044"": 8.6966, ""Про-045"": 8.5176, ""Про-046"": 8.8021, ""Про-047"": 13.2398, ""Про-048"": 11.597}",True
w353143544,Главный переулок,7,4,33.3,5.1568,Про-028,Главная улица,5.1568,0.0,21,"{""Про-028"": 5.1568, ""Про-029"": 7.6873, ""Про-030"": 6.7431, ""Про-031"": 5.644, ""Про-032"": 9.7558, ""Про-033"": 6.4185, ""Про-034"": 5.8763, ""Про-035"": 5.8763, ""Про-036"": 5.8763, ""Про-037"": 8.6399, ""Про-038"": 7.3107, ""Про-039"": 8.2774, ""Про-040"": 7.7971, ""Про-041"": 8.604, ""Про-042"": 9.4623, ""Про-043"": 8.9163, ""Про-044"": 8.6966, ""Про-045"": 8.5176, ""Про-046"": 8.8021, ""Про-047"": 13.2398, ""Про-048"": 11.597}",True
n2337985527,Комсомольская улица,1,3,23.0,4.6258,Про-028,Главная улица,4.647,0.0212,21,"{""Про-028"": 4.647, ""Про-029"": 8.1231, ""Про-030"": 7.119, ""Про-031"": 4.7701, ""Про-032"": 9.3885, ""Про-033"": 6.6158, ""Про-034"": 6.0737, ""Про-035"": 5.0081, ""Про-036"": 5.2974, ""Про-037"": 8.6003, ""Про-038"": 7.6866, ""Про-039"": 8.7133, ""Про-040"": 8.233, ""Про-041"": 9.0399, ""Про-042"": 9.0949, ""Про-043"": 9.3522, ""Про-044"": 9.1325, ""Про-045"": 8.9534, ""Про-046"": 9.2379, ""Про-047"": 14.1772, ""Про-048"": 12.0328}",True
n2337985520,Комсомольская улица,2,3,25.1,4.5374,Про-028,Главная улица,4.5374,0.0,21,"{""Про-028"": 4.5374, ""Про-029"": 7.9603, ""Про-030"": 6.9561, ""Про-031"": 4.5374, ""Про-032"": 9.2971, ""Про-033"": 6.453, ""Про-034"": 5.9108, ""Про-035"": 4.9166, ""Про-036"": 5.206, ""Про-037"": 8.5089, ""Про-038"": 7.5237, ""Про-039"": 8.5505, ""Про-040"": 8.0702, ""Про-041"": 8.8771, ""Про-042"": 9.0035, ""Про-043"": 9.1894, ""Про-044"": 8.9696, ""Про-045"": 8.7906, ""Про-046"": 9.0751, ""Про-047"": 13.9726, ""Про-048"": 11.87}",True
n2337985521,Комсомольская улица,3,3,27.4,4.5374,Про-028,Главная улица,4.5374,0.0,21,"{""Про-028"": 4.5374, ""Про-029"": 7.9603, ""Про-030"": 6.9561, ""Про-031"": 4.5374, ""Про-032"": 9.2971, ""Про-033"": 6.453, ""Про-034"": 5.9108, ""Про-035"": 4.9166, ""Про-036"": 5.206, ""Про-037"": 8.5089, ""Про-038"": 7.5237, ""Про-039"": 8.5505, ""Про-040"": 8.0702, ""Про-041"": 8.8771, ""Про-042"": 9.0035, ""Про-043"": 9.1894, ""Про-044"": 8.9696, ""Про-045"": 8.7906, ""Про-046"": 9.0751, ""Про-047"": 13.9726, ""Про-048"": 11.87}",True
n2337985506,Комсомольская улица,10,4,17.4,5.1068,Про-028,Главная улица,5.1068,0.0,21,"{""Про-028"": 5.1068, ""Про-029"": 7.3909, ""Про-030"": 6.3868, ""Про-031"": 5.1068, ""Про-032"": 9.2876, ""Про-033"": 5.8836, ""Про-034"": 5.3415, ""Про-035"": 5.3415, ""Про-036"": 5.3415, ""Про-037"": 8.3435, ""Про-038"": 6.9544, ""Про-039"": 7.9811, ""Про-040"": 7.5008, ""Про-041"": 8.3077, ""Про-042"": 8.994, ""Про-043"": 8.62, ""Про-044"": 8.4002, ""Про-045"": 8.2212, ""Про-046"": 8.5057, ""Про-047"": 13.4033, ""Про-048"": 11.3006}",True
n2337985517,Комсомольская улица,14,3,26.5,4.6806,Про-028,Главная улица,4.6806,0.0,21,"{""Про-028"": 4.6806, ""Про-029"": 7.8171, ""Про-030"": 6.8129, ""Про-031"": 4.6806, ""Про-032"": 9.4402, ""Про-033"": 6.3098, ""Про-034"": 5.7677, ""Про-035"": 5.0598, ""Про-036"": 5.3492, ""Про-037"": 8.6521, ""Про-038"": 7.3806, ""Про-039"": 8.4073, ""Про-040"": 7.927, ""Про-041"": 8.7339, ""Про-042"": 9.1467, ""Про-043"": 9.0462, ""Про-044"": 8.8264, ""Про-045"": 8.6474, ""Про-046"": 8.9319, ""Про-047"": 13.8295, ""Про-048"": 11.7268}",True
n2337985516,Комсомольская улица,19,3,14.7,4.6806,Про-028,Главная улица,4.6806,0.0,21,"{""Про-028"": 4.6806, ""Про-029"": 7.8171, ""Про-030"": 6.8129, ""Про-031"": 4.6806, ""Про-032"": 9.4402, ""Про-033"": 6.3098, ""Про-034"": 5.7677, ""Про-035"": 5.0598, ""Про-036"": 5.3492, ""Про-037"": 8.6521, ""Про-038"": 7.3806, ""Про-039"": 8.4073, ""Про-040"": 7.927, ""Про-041"": 8.7339, ""Про-042"": 9.1467, ""Про-043"": 9.0462, ""Про-044"": 8.8264, ""Про-045"": 8.6474, ""Про-046"": 8.9319, ""Про-047"": 13.8295, ""Про-048"": 11.7268}",True
w352325330,Комсомольская улица,20,3,18.8,4.7227,Про-028,Главная улица,4.7227,0.0,21,"{""Про-028"": 4.7227, ""Про-029"": 7.775, ""Про-030"": 6.7709, ""Про-031"": 4.7227, ""Про-032"": 9.4823, ""Про-033"": 6.2677, ""Про-034"": 5.7256, ""Про-035"": 5.1019, ""Про-036"": 5.3913, ""Про-037"": 8.6942, ""Про-038"": 7.3385, ""Про-039"": 8.3652, ""Про-040"": 7.8849, ""Про-041"": 8.6918, ""Про-042"": 9.1888, ""Про-043"": 9.0041, ""Про-044"": 8.7844, ""Про-045"": 8.6053, ""Про-046"": 8.8898, ""Про-047"": 13.7874, ""Про-048"": 11.6847}",True
n2337985514,Комсомольская улица,32,3,58.5,4.8844,Про-028,Главная улица,4.8844,0.0,21,"{""Про-028"": 4.8844, ""Про-029"": 7.6133, ""Про-030"": 6.6091, ""Про-031"": 4.8844, ""Про-032"": 9.5099, ""Про-033"": 6.106, ""Про-034"": 5.5638, ""Про-035"": 5.2636, ""Про-036"": 5.553, ""Про-037"": 8.5659, ""Про-038"": 7.1767, ""Про-039"": 8.2035, ""Про-040"": 7.7232, ""Про-041"": 8.5301, ""Про-042"": 9.2164, ""Про-043"": 8.8424, ""Про-044"": 8.6226, ""Про-045"": 8.4436, ""Про-046"": 8.7281, ""Про-047"": 13.6256, ""Про-048"": 11.523}",True
w352322795,Комсомольская улица,36,3,29.0,4.8844,Про-028,Главная улица,4.8844,0.0,21,"{""Про-028"": 4.8844, ""Про-029"": 7.6133, ""Про-030"": 6.6091, ""Про-031"": 4.8844, ""Про-032"": 9.5099, ""Про-033"": 6.106, ""Про-034"": 5.5638, ""Про-035"": 5.2636, ""Про-036"": 5.553, ""Про-037"": 8.5659, ""Про-038"": 7.1767, ""Про-039"": 8.2035, ""Про-040"": 7.7232, ""Про-041"": 8.5301, ""Про-042"": 9.2164, ""Про-043"": 8.8424, ""Про-044"": 8.6226, ""Про-045"": 8.4436, ""Про-046"": 8.7281, ""Про-047"": 13.6256, ""Про-048"": 11.523}",True
n2337985515,Комсомольская улица,37,3,53.5,4.761,Про-028,Главная улица,4.761,0.0,21,"{""Про-028"": 4.761, ""Про-029"": 7.7367, ""Про-030"": 6.7326, ""Про-031"": 4.761, ""Про-032"": 9.5206, ""Про-033"": 6.2294, ""Про-034"": 5.6873, ""Про-035"": 5.1402, ""Про-036"": 5.4296, ""Про-037"": 8.6893, ""Про-038"": 7.3002, ""Про-039"": 8.3269, ""Про-040"": 7.8466, ""Про-041"": 8.6535, ""Про-042"": 9.2271, ""Про-043"": 8.9658, ""Про-044"": 8.746, ""Про-045"": 8.567, ""Про-046"": 8.8515, ""Про-047"": 13.7491, ""Про-048"": 11.6464}",True
w352631872,Комсомольская улица,53,3,55.4,5.0277,Про-028,Главная улица,5.0277,0.0,21,"{""Про-028"": 5.0277, ""Про-029"": 7.47, ""Про-030"": 6.4658, ""Про-031"": 5.0277, ""Про-032"": 9.3667, ""Про-033"": 5.9627, ""Про-034"": 5.4206, ""Про-035"": 5.4069, ""Про-036"": 5.4206, ""Про-037"": 8.4226, ""Про-038"": 7.0335, ""Про-039"": 8.0602, ""Про-040"": 7.5799, ""Про-041"": 8.3868, ""Про-042"": 9.0731, ""Про-043"": 8.6991, ""Про-044"": 8.4793, ""Про-045"": 8.3003, ""Про-046"": 8.5848, ""Про-047"": 13.4824, ""Про-048"": 11.3797}",True
w352318007,Комсомольская улица,60,4,20.1,5.124,Про-028,Главная улица,5.124,0.0,21,"{""Про-028"": 5.124, ""Про-029"": 7.3737, ""Про-030"": 6.3695, ""Про-031"": 5.124, ""Про-032"": 9.2704, ""Про-033"": 5.8664, ""Про-034"": 5.3243, ""Про-035"": 5.3243, ""Про-036"": 5.3243, ""Про-037"": 8.3263, ""Про-038"": 6.9372, ""Про-039"": 7.9639, ""Про-040"": 7.4836, ""Про-041"": 8.2905, ""Про-042"": 8.9768, ""Про-043"": 8.6028, ""Про-044"": 8.383, ""Про-045"": 8.204, ""Про-046"": 8.4885, ""Про-047"": 13.3861, ""Про-048"": 11.2834}",True
w352161718,Комсомольская улица,62,3,24.0,5.124,Про-028,Главная улица,5.124,0.0,21,"{""Про-028"": 5.124, ""Про-029"": 7.3737, ""Про-030"": 6.3695, ""Про-031"": 5.124, ""Про-032"": 9.2704, ""Про-033"": 5.8664, ""Про-034"": 5.3243, ""Про-035"": 5.3243, ""Про-036"": 5.3243, ""Про-037"": 8.3263, ""Про-038"": 6.9372, ""Про-039"": 7.9639, ""Про-040"": 7.4836, ""Про-041"": 8.2905, ""Про-042"": 8.9768, ""Про-043"": 8.6028, ""Про-044"": 8.383, ""Про-045"": 8.204, ""Про-046"": 8.4885, ""Про-047"": 13.3861, ""Про-048"": 11.2834}",True
w352161716,Комсомольская улица,64,3,22.0,5.1943,Про-028,Главная улица,5.1943,0.0,21,"{""Про-028"": 5.1943, ""Про-029"": 7.3035, ""Про-030"": 6.2993, ""Про-031"": 5.1943, ""Про-032"": 9.2001, ""Про-033"": 5.7961, ""Про-034"": 5.254, ""Про-035"": 5.254, ""Про-036"": 5.254, ""Про-037"": 8.2561, ""Про-038"": 6.8669, ""Про-039"": 7.8937, ""Про-040"": 7.4134, ""Про-041"": 8.2203, ""Про-042"": 8.9066, ""Про-043"": 8.5325, ""Про-044"": 8.3128, ""Про-045"": 8.1338, ""Про-046"": 8.4183, ""Про-047"": 13.3158, ""Про-048"": 11.2132}",True
n2337985508,Комсомольская улица,65,4,43.4,5.0277,Про-028,Главная улица,5.0277,0.0,21,"{""Про-028"": 5.0277, ""Про-029"": 7.47, ""Про-030"": 6.4658, ""Про-031"": 5.0277, ""Про-032"": 9.3667, ""Про-033"": 5.9627, ""Про-034"": 5.4206, ""Про-035"": 5.4069, ""Про-036"": 5.4206, ""Про-037"": 8.4226, ""Про-038"": 7.0335, ""Про-039"": 8.0602, ""Про-040"": 7.5799, ""Про-041"": 8.3868, ""Про-042"": 9.0731, ""Про-043"": 8.6991, ""Про-044"": 8.4793, ""Про-045"": 8.3003, ""Про-046"": 8.5848, ""Про-047"": 13.4824, ""Про-048"": 11.3797}",True
w352630240,Комсомольская улица,71,3,11.1,5.1585,Про-028,Главная улица,5.1585,0.0,21,"{""Про-028"": 5.1585, ""Про-029"": 7.3393, ""Про-030"": 6.3351, ""Про-031"": 5.1585, ""Про-032"": 9.2359, ""Про-033"": 5.8319, ""Про-034"": 5.2898, ""Про-035"": 5.2898, ""Про-036"": 5.2898, ""Про-037"": 8.2919, ""Про-038"": 6.9027, ""Про-039"": 7.9294, ""Про-040"": 7.4491, ""Про-041"": 8.256, ""Про-042"": 8.9424, ""Про-043"": 8.5683, ""Про-044"": 8.3486, ""Про-045"": 8.1696, ""Про-046"": 8.4541, ""Про-047"": 13.3516, ""Про-048"": 11.249}",True
n2337964966,Комсомольский переулок,1,4,18.8,5.5113,Про-028,Главная улица,5.5113,0.0,21,"{""Про-028"": 5.5113, ""Про-029"": 7.3819, ""Про-030"": 6.4377, ""Про-031"": 5.5113, ""Про-032"": 9.4505, ""Про-033"": 6.1131, ""Про-034"": 5.571, ""Про-035"": 5.571, ""Про-036"": 5.571, ""Про-037"": 8.3345, ""Про-038"": 7.0054, ""Про-039"": 7.9721, ""Про-040"": 7.4918, ""Про-041"": 8.2987, ""Про-042"": 9.1569, ""Про-043"": 8.611, ""Про-044"": 8.3913, ""Про-045"": 8.2123, ""Про-046"": 8.4967, ""Про-047"": 13.391, ""Про-048"": 11.2916}",True
w352628940,Комсомольский переулок,1,4,22.0,5.3489,Про-028,Главная улица,5.3489,0.0,21,"{""Про-028"": 5.3489, ""Про-029"": 7.2196, ""Про-030"": 6.2754, ""Про-031"": 5.3489, ""Про-032"": 9.2881, ""Про-033"": 5.9507, ""Про-034"": 5.4086, ""Про-035"": 5.4086, ""Про-036"": 5.4086, ""Про-037"": 8.1722, ""Про-038"": 6.843, ""Про-039"": 7.8097, ""Про-040"": 7.3294, ""Про-041"": 8.1363, ""Про-042"": 8.9945, ""Про-043"": 8.4486, ""Про-044"": 8.2289, ""Про-045"": 8.0499, ""Про-046"": 8.3344, ""Про-047"": 13.2286, ""Про-048"": 11.1293}",True
n2337964967,Комсомольский переулок,2,4,10.1,5.5289,Про-028,Главная улица,5.5289,0.0,21,"{""Про-028"": 5.5289, ""Про-029"": 7.3996, ""Про-030"": 6.4554, ""Про-031"": 5.5289, ""Про-032"": 9.4681, ""Про-033"": 6.1308, ""Про-034"": 5.5887, ""Про-035"": 5.5887, ""Про-036"": 5.5887, ""Про-037"": 8.3522, ""Про-038"": 7.023, ""Про-039"": 7.9898, ""Про-040"": 7.5095, ""Про-041"": 8.3164, ""Про-042"": 9.1746, ""Про-043"": 8.6287, ""Про-044"": 8.4089, ""Про-045"": 8.2299, ""Про-046"": 8.5144, ""Про-047"": 13.4087, ""Про-048"": 11.3093}",True
n2337964968,Комсомольский переулок,4,4,22.8,5.5113,Про-028,Главная улица,5.5113,0.0,21,"{""Про-028"": 5.5113, ""Про-029"": 7.3819, ""Про-030"": 6.4377, ""Про-031"": 5.5113, ""Про-032"": 9.4505, ""Про-033"": 6.1131, ""Про-034"": 5.571, ""Про-035"": 5.571, ""Про-036"": 5.571, ""Про-037"": 8.3345, ""Про-038"": 7.0054, ""Про-039"": 7.9721, ""Про-040"": 7.4918, ""Про-041"": 8.2987, ""Про-042"": 9.1569, ""Про-043"": 8.611, ""Про-044"": 8.3913, ""Про-045"": 8.2123, ""Про-046"": 8.4967, ""Про-047"": 13.391, ""Про-048"": 11.2916}",True
n2337964969,Комсомольский переулок,8,4,13.9,5.4373,Про-028,Главная улица,5.4373,0.0,21,"{""Про-028"": 5.4373, ""Про-029"": 7.308, ""Про-030"": 6.3638, ""Про-031"": 5.4373, ""Про-032"": 9.3765, ""Про-033"": 6.0392, ""Про-034"": 5.4971, ""Про-035"": 5.4971, ""Про-036"": 5.4971, ""Про-037"": 8.2606, ""Про-038"": 6.9314, ""Про-039"": 7.8982, ""Про-040"": 7.4179, ""Про-041"": 8.2248, ""Про-042"": 9.083, ""Про-043"": 8.537, ""Про-044"": 8.3173, ""Про-045"": 8.1383, ""Про-046"": 8.4228, ""Про-047"": 13.3171, ""Про-048"": 11.2177}",True
n2337964965,Комсомольский переулок,9,4,24.6,5.3806,Про-028,Главная улица,5.3806,0.0,21,"{""Про-028"": 5.3806, ""Про-029"": 7.2513, ""Про-030"": 6.3071, ""Про-031"": 5.3806, ""Про-032"": 9.3198, ""Про-033"": 5.9825, ""Про-034"": 5.4404, ""Про-035"": 5.4404, ""Про-036"": 5.4404, ""Про-037"": 8.2039, ""Про-038"": 6.8747, ""Про-039"": 7.8415, ""Про-040"": 7.3612, ""Про-041"": 8.1681, ""Про-042"": 9.0263, ""Про-043"": 8.4804, ""Про-044"": 8.2606, ""Про-045"": 8.0816, ""Про-046"": 8.3661, ""Про-047"": 13.2604, ""Про-048"": 11.161}",True
n2337964964,Комсомольский переулок,13,4,33.2,5.3806,Про-028,Главная улица,5.3806,0.0,21,"{""Про-028"": 5.3806, ""Про-029"": 7.2513, ""Про-030"": 6.3071, ""Про-031"": 5.3806, ""Про-032"": 9.3198, ""Про-033"": 5.9825, ""Про-034"": 5.4404, ""Про-035"": 5.4404, ""Про-036"": 5.4404, ""Про-037"": 8.2039, ""Про-038"": 6.8747, ""Про-039"": 7.8415, ""Про-040"": 7.3612, ""Про-041"": 8.1681, ""Про-042"": 9.0263, ""Про-043"": 8.4804, ""Про-044"": 8.2606, ""Про-045"": 8.0816, ""Про-046"": 8.3661, ""Про-047"": 13.2604, ""Про-048"": 11.161}",True
n2337934500,Лесовая улица,1,4,35.0,6.8579,Про-028,Главная улица,6.8579,0.0,21,"{""Про-028"": 6.8579, ""Про-029"": 8.225, ""Про-030"": 7.8986, ""Про-031"": 7.2066, ""Про-032"": 10.7374, ""Про-033"": 7.8085, ""Про-034"": 7.2664, ""Про-035"": 7.2664, ""Про-036"": 7.2664, ""Про-037"": 9.1776, ""Про-038"": 8.1964, ""Про-039"": 8.8152, ""Про-040"": 8.3349, ""Про-041"": 9.1418, ""Про-042"": 10.4438, ""Про-043"": 9.4541, ""Про-044"": 9.2344, ""Про-045"": 9.0554, ""Про-046"": 9.3399, ""Про-047"": 11.3035, ""Про-048"": 11.4778}",True
n2337934501,Лесовая улица,2,4,25.5,6.8823,Про-028,Главная улица,6.8823,0.0,21,"{""Про-028"": 6.8823, ""Про-029"": 8.2007, ""Про-030"": 7.8742, ""Про-031"": 7.1822, ""Про-032"": 10.713, ""Про-033"": 7.7841, ""Про-034"": 7.242, ""Про-035"": 7.242, ""Про-036"": 7.242, ""Про-037"": 9.1533, ""Про-038"": 8.172, ""Про-039"": 8.7909, ""Про-040"": 8.3105, ""Про-041"": 9.1175, ""Про-042"": 10.4194, ""Про-043"": 9.4297, ""Про-044"": 9.21, ""Про-045"": 9.031, ""Про-046"": 9.3155, ""Про-047"": 11.3279, ""Про-048"": 11.4534}",True
n2337929303,Лесовая улица,12,4,19.1,7.0265,Про-028,Главная улица,7.0265,0.0,21,"{""Про-028"": 7.0265, ""Про-029"": 8.3448, ""Про-030"": 8.0184, ""Про-031"": 7.3264, ""Про-032"": 10.8572, ""Про-033"": 7.9283, ""Про-034"": 7.3862, ""Про-035"": 7.3862, ""Про-036"": 7.3862, ""Про-037"": 9.2974, ""Про-038"": 8.3162, ""Про-039"": 8.935, ""Про-040"": 8.4547, ""Про-041"": 9.2616, ""Про-042"": 10.5636, ""Про-043"": 9.5739, ""Про-044"": 9.3542, ""Про-045"": 9.1752, ""Про-046"": 9.4596, ""Про-047"": 11.472, ""Про-048"": 11.3092}",True
n2337929302,Лесовая улица,14,4,22.0,7.0265,Про-028,Главная улица,7.0265,0.0,21,"{""Про-028"": 7.0265, ""Про-029"": 8.3448, ""Про-030"": 8.0184, ""Про-031"": 7.3264, ""Про-032"": 10.8572, ""Про-033"": 7.9283, ""Про-034"": 7.3862, ""Про-035"": 7.3862, ""Про-036"": 7.3862, ""Про-037"": 9.2974, ""Про-038"": 8.3162, ""Про-039"": 8.935, ""Про-040"": 8.4547, ""Про-041"": 9.2616, ""Про-042"": 10.5636, ""Про-043"": 9.5739, ""Про-044"": 9.3542, ""Про-045"": 9.1752, ""Про-046"": 9.4596, ""Про-047"": 11.472, ""Про-048"": 11.3092}",True
w421314032,Лесовая улица,45,4,13.8,7.5504,Про-028,Главная улица,7.5504,0.0,21,"{""Про-028"": 7.5504, ""Про-029"": 8.8688, ""Про-030"": 8.5423, ""Про-031"": 7.8503, ""Про-032"": 10.7827, ""Про-033"": 8.4522, ""Про-034"": 7.9101, ""Про-035"": 7.9101, ""Про-036"": 7.9101, ""Про-037"": 9.8214, ""Про-038"": 8.8401, ""Про-039"": 9.459, ""Про-040"": 8.9787, ""Про-041"": 9.7856, ""Про-042"": 11.0876, ""Про-043"": 10.0978, ""Про-044"": 9.8781, ""Про-045"": 9.6991, ""Про-046"": 9.9836, ""Про-047"": 11.996, ""Про-048"": 10.9492}",True
w421314030,Лесовая улица,47,4,27.6,7.5504,Про-028,Главная улица,7.5504,0.0,21,"{""Про-028"": 7.5504, ""Про-029"": 8.8688, ""Про-030"": 8.5423, ""Про-031"": 7.8503, ""Про-032"": 10.7827, ""Про-033"": 8.4522, ""Про-034"": 7.9101, ""Про-035"": 7.9101, ""Про-036"": 7.9101, ""Про-037"": 9.8214, ""Про-038"": 8.8401, ""Про-039"": 9.459, ""Про-040"": 8.9787, ""Про-041"": 9.7856, ""Про-042"": 11.0876, ""Про-043"": 10.0978, ""Про-044"": 9.8781, ""Про-045"": 9.6991, ""Про-046"": 9.9836, ""Про-047"": 11.996, ""Про-048"": 10.9492}",True
w421314029,Лесовая улица,49,4,46.1,7.5504,Про-028,Главная улица,7.5504,0.0,21,"{""Про-028"": 7.5504, ""Про-029"": 8.8688, ""Про-030"": 8.5423, ""Про-031"": 7.8503, ""Про-032"": 10.7827, ""Про-033"": 8.4522, ""Про-034"": 7.9101, ""Про-035"": 7.9101, ""Про-036"": 7.9101, ""Про-037"": 9.8214, ""Про-038"": 8.8401, ""Про-039"": 9.459, ""Про-040"": 8.9787, ""Про-041"": 9.7856, ""Про-042"": 11.0876, ""Про-043"": 10.0978, ""Про-044"": 9.8781, ""Про-045"": 9.6991, ""Про-046"": 9.9836, ""Про-047"": 11.996, ""Про-048"": 10.9492}",True
w421314028,Лесовая улица,51,4,29.8,7.638,Про-028,Главная улица,7.638,0.0,21,"{""Про-028"": 7.638, ""Про-029"": 8.9564, ""Про-030"": 8.63, ""Про-031"": 7.938, ""Про-032"": 10.6951, ""Про-033"": 8.5398, ""Про-034"": 7.9977, ""Про-035"": 7.9977, ""Про-036"": 7.9977, ""Про-037"": 9.909, ""Про-038"": 8.9278, ""Про-039"": 9.5466, ""Про-040"": 9.0663, ""Про-041"": 9.8732, ""Про-042"": 11.1752, ""Про-043"": 10.1855, ""Про-044"": 9.9657, ""Про-045"": 9.7867, ""Про-046"": 10.0712, ""Про-047"": 11.9119, ""Про-048"": 10.8616}",True
w421314026,Лесовая улица,53,4,23.0,7.638,Про-028,Главная улица,7.638,0.0,21,"{""Про-028"": 7.638, ""Про-029"": 8.9564, ""Про-030"": 8.63, ""Про-031"": 7.938, ""Про-032"": 10.6951, ""Про-033"": 8.5398, ""Про-034"": 7.9977, ""Про-035"": 7.9977, ""Про-036"": 7.9977, ""Про-037"": 9.909, ""Про-038"": 8.9278, ""Про-039"": 9.5466, ""Про-040"": 9.0663, ""Про-041"": 9.8732, ""Про-042"": 11.1752, ""Про-043"": 10.1855, ""Про-044"": 9.9657, ""Про-045"": 9.7867, ""Про-046"": 10.0712, ""Про-047"": 11.9119, ""Про-048"": 10.8616}",True
n2337929295,Лесовая улица,55,4,26.2,7.638,Про-028,Главная улица,7.638,0.0,21,"{""Про-028"": 7.638, ""Про-029"": 8.9564, ""Про-030"": 8.63, ""Про-031"": 7.938, ""Про-032"": 10.6951, ""Про-033"": 8.5398, ""Про-034"": 7.9977, ""Про-035"": 7.9977, ""Про-036"": 7.9977, ""Про-037"": 9.909, ""Про-038"": 8.9278, ""Про-039"": 9.5466, ""Про-040"": 9.0663, ""Про-041"": 9.8732, ""Про-042"": 11.1752, ""Про-043"": 10.1855, ""Про-044"": 9.9657, ""Про-045"": 9.7867, ""Про-046"": 10.0712, ""Про-047"": 11.9119, ""Про-048"": 10.8616}",True
n2337929297,Лесовая улица,58,4,33.1,7.638,Про-028,Главная улица,7.638,0.0,21,"{""Про-028"": 7.638, ""Про-029"": 8.9564, ""Про-030"": 8.63, ""Про-031"": 7.938, ""Про-032"": 10.6951, ""Про-033"": 8.5398, ""Про-034"": 7.9977, ""Про-035"": 7.9977, ""Про-036"": 7.9977, ""Про-037"": 9.909, ""Про-038"": 8.9278, ""Про-039"": 9.5466, ""Про-040"": 9.0663, ""Про-041"": 9.8732, ""Про-042"": 11.1752, ""Про-043"": 10.1855, ""Про-044"": 9.9657, ""Про-045"": 9.7867, ""Про-046"": 10.0712, ""Про-047"": 11.9119, ""Про-048"": 10.8616}",True
w489021267,Лесовая улица,70,4,32.8,7.638,Про-028,Главная улица,7.638,0.0,21,"{""Про-028"": 7.638, ""Про-029"": 8.9564, ""Про-030"": 8.63, ""Про-031"": 7.938, ""Про-032"": 10.6951, ""Про-033"": 8.5398, ""Про-034"": 7.9977, ""Про-035"": 7.9977, ""Про-036"": 7.9977, ""Про-037"": 9.909, ""Про-038"": 8.9278, ""Про-039"": 9.5466, ""Про-040"": 9.0663, ""Про-041"": 9.8732, ""Про-042"": 11.1752, ""Про-043"": 10.1855, ""Про-044"": 9.9657, ""Про-045"": 9.7867, ""Про-046"": 10.0712, ""Про-047"": 11.9119, ""Про-048"": 10.8616}",True
n2337929292,Лесовая улица,80,4,21.0,7.8501,Про-028,Главная улица,7.8501,0.0,21,"{""Про-028"": 7.8501, ""Про-029"": 9.1685, ""Про-030"": 8.8421, ""Про-031"": 8.1501, ""Про-032"": 10.483, ""Про-033"": 8.752, ""Про-034"": 8.2098, ""Про-035"": 8.2098, ""Про-036"": 8.2098, ""Про-037"": 10.1211, ""Про-038"": 9.1399, ""Про-039"": 9.7587, ""Про-040"": 9.2784, ""Про-041"": 10.0853, ""Про-042"": 11.3873, ""Про-043"": 10.3976, ""Про-044"": 10.1778, ""Про-045"": 9.9988, ""Про-046"": 10.2833, ""Про-047"": 12.1185, ""Про-048"": 10.6495}",True
