uid,settlement_ru,district_ru,street_ru,housenumber,lat,lon,snap_distance_m,snapped_name,nearest_road_name,nearest_road_highway,nearest_road_dist_m
w352155387,Бендеры,Борисовка,улица 12 Октября,67,46.83844,29.46041,21.6,улица 12 Октября,улица 12 Октября,residential,31.5
w352155388,Бендеры,Борисовка,улица 12 Октября,69,46.8386,29.46054,9.1,улица 12 Октября,улица 12 Октября,residential,13.4
w352668649,Бендеры,Борисовка,улица 12 Октября,71,46.83886,29.46014,34.6,улица 12 Октября,улица 12 Октября,residential,50.4
w352668646,Бендеры,Борисовка,улица 12 Октября,73,46.83907,29.46027,23.1,улица 12 Октября,улица 12 Октября,residential,33.8
w352668652,Бендеры,Борисовка,улица 12 Октября,75,46.83926,29.46029,20.3,улица 12 Октября,улица 12 Октября,residential,29.9
w352668630,Бендеры,Борисовка,улица 12 Октября,76,46.84022,29.46079,20.4,улица 12 Октября,улица 12 Октября,residential,30.0
w352668654,Бендеры,Борисовка,улица 12 Октября,77,46.83954,29.46033,16.3,улица 12 Октября,улица 12 Октября,residential,23.9
w352153727,Бендеры,Борисовка,улица 12 Октября,79,46.84189,29.46109,14.5,,Кишинёвская улица,primary,29.6
w318120142,Бендеры,Хомутяновка,улица 23 Августа,1,46.82241,29.45469,16.3,улица 23 Августа,улица 23 Августа,residential,22.7
n2330549394,Бендеры,Хомутяновка,улица 23 Августа,2,46.82232,29.45436,5.6,улица 23 Августа,улица 23 Августа,residential,8.2
w320437638,Бендеры,Хомутяновка,улица 23 Августа,2,46.82238,29.45419,19.9,улица 23 Августа,улица 23 Августа,residential,28.2
w318120135,Бендеры,Хомутяновка,улица 23 Августа,3,46.8221,29.45466,22.4,улица 23 Августа,улица 23 Августа,residential,31.5
w320437637,Бендеры,Хомутяновка,улица 23 Августа,4,46.82225,29.45412,21.5,улица 23 Августа,улица 23 Августа,residential,30.5
w318120138,Бендеры,Хомутяновка,улица 23 Августа,5,46.82199,29.45453,15.9,улица 23 Августа,улица 23 Августа,residential,22.2
w320437636,Бендеры,Хомутяновка,улица 23 Августа,6,46.82212,29.45409,20.2,улица 23 Августа,улица 23 Августа,residential,28.6
w318120139,Бендеры,Хомутяновка,улица 23 Августа,7,46.82184,29.45445,14.0,улица 23 Августа,улица 23 Августа,residential,19.6
w320437634,Бендеры,Хомутяновка,улица 23 Августа,8,46.822,29.45409,16.9,улица 23 Августа,улица 23 Августа,residential,24.0
w320437632,Бендеры,Хомутяновка,улица 23 Августа,10,46.82187,29.45404,17.0,улица 23 Августа,улица 23 Августа,residential,24.2
w320437631,Бендеры,Хомутяновка,улица 23 Августа,12,46.82168,29.45398,15.7,улица 23 Августа,улица 23 Августа,residential,21.9
w320437629,Бендеры,Хомутяновка,улица 23 Августа,14,46.82146,29.45392,12.3,улица 23 Августа,улица 23 Августа,residential,17.2
w319366994,Бендеры,Хомутяновка,улица 23 Августа,39,46.82153,29.45433,14.8,улица 23 Августа,улица Чехова,residential,16.3
w318120143,Бендеры,Хомутяновка,улица 23 Августа,41,46.82254,29.45474,16.4,улица 23 Августа,улица Старого,tertiary,18.1
w115331367,Бендеры,Шёлковый,улица 40 лет ВЛКСМ,12,46.78599,29.4854,12.3,,улица 40 лет ВЛКСМ,residential,27.0
w315807223,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,3,46.82632,29.45744,15.6,улица 40 лет Советской Пионерии,улица 40 лет Советской Пионерии,residential,16.0
w317053500,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,4,46.82666,29.45735,19.6,улица 40 лет Советской Пионерии,улица 40 лет Советской Пионерии,residential,19.6
w315851332,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,5,46.82637,29.45702,17.6,улица 40 лет Советской Пионерии,улица 40 лет Советской Пионерии,residential,18.1
w315851334,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,9,46.82642,29.45679,16.1,улица 40 лет Советской Пионерии,улица 40 лет Советской Пионерии,residential,16.8
w318120122,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,12,46.82672,29.45598,20.4,улица 40 лет Советской Пионерии,улица 40 лет Советской Пионерии,residential,20.6
w318120121,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,14,46.82667,29.45575,18.8,улица 40 лет Советской Пионерии,улица 40 лет Советской Пионерии,residential,18.8
