settlement,street_ru,osm_ids,confirmed_addresses,confirmed_residential_buildings,probable_residential_buildings,apartment_buildings,nonresidential_buildings,outbuildings,abandoned_or_ruin,official_web_evidence,civic_or_commercial_pois,connected_to_core,distance_to_core_by_road_km,demand_tier,affects_zone_pricing,service_status,reason
protyagailovka,Банный переулок,60739723;525039132;525039136,15,13,43,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Виноградная,224903381;1540927202,0,0,1,0,0,0,0,False,0,False,,C,False,no_delivery,at_most_2_probable_residences
protyagailovka,Вишневая,224903379;1540927200,0,0,0,0,0,0,0,False,0,False,,C,False,no_delivery,at_most_2_probable_residences
protyagailovka,Гербовецкая улица,222904316;224954327,76,62,214,0,0,0,0,True,5,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Гербовецкий переулок,60739714;728335944;728335945,28,22,13,0,0,0,0,True,1,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Главная улица,60739683;60739688,76,47,361,0,0,0,0,False,5,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Главный переулок,222904317,26,18,13,0,0,0,0,False,1,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Комсомольская улица,184989528,28,25,83,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Комсомольский переулок,224903410;682049176,13,12,27,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Лесовая улица,60739686,16,35,103,0,0,0,0,False,1,False,0.635,A,True,standard,confirmed_addresses>=5
protyagailovka,Луговая улица,224903408;224903409,22,19,4,0,0,0,0,True,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Мирная улица,316847103;1355173466,4,2,9,0,0,0,0,False,0,False,,A,True,standard,residential_buildings>=8
protyagailovka,Молодёжная улица,224898448;525036244;525036245,14,14,13,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Молодёжный переулок,224898440,18,18,11,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Первомайская улица,224898439,80,65,174,0,0,0,0,True,2,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Первомайский переулок,224898441,23,23,10,0,0,0,0,True,1,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Полевая,1265061308,0,0,0,0,0,0,0,False,0,False,,C,False,no_delivery,at_most_2_probable_residences
protyagailovka,Полевой переулок,222904322,7,6,25,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Садовая улица,224903393;224914988;315968143;315968586;315969111,31,28,36,0,0,0,0,True,0,False,,A,True,standard,confirmed_addresses>=5
protyagailovka,Санаторная улица,224914996,40,46,0,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,Славянская улица,224882001,26,3,55,0,0,0,1,True,0,False,,A,True,standard,confirmed_addresses>=5
protyagailovka,Сливовая,224903380;1540927206,0,0,1,0,0,0,0,False,0,False,,C,False,no_delivery,at_most_2_probable_residences
protyagailovka,Совхозная улица,222904324,12,31,39,0,0,0,0,False,0,False,,A,True,standard,confirmed_addresses>=5
protyagailovka,переулок Куйбышева,223692025,12,11,10,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,улица 50 лет Победы,209668169,74,76,5,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,улица Академика Берга,224903396;477428081;477428082,35,5,30,0,0,0,2,True,0,False,,A,True,standard,confirmed_addresses>=5
protyagailovka,улица Алеку Руссо,222904321,52,45,21,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,улица Космонавтов,224898438;224950638,19,18,46,0,0,0,0,True,1,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,улица Мира,223691988,54,52,33,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
protyagailovka,улица Мунтяна,224898442;224898444;422053167;720975117;771705652,75,96,51,3,0,0,0,True,0,True,0.0,A,True,standard,apartment_building
protyagailovka,улица Николая Белана,224903405;315962739;315964706,30,7,20,0,0,0,1,False,0,False,,A,True,standard,confirmed_addresses>=5
protyagailovka,улица Серикова,315963790,14,0,33,0,0,0,0,True,0,False,,A,True,standard,confirmed_addresses>=5
protyagailovka,улица Штефан чел Маре,222904320,50,36,15,0,0,0,0,False,0,True,0.0,A,True,standard,confirmed_addresses>=5
