canonical_address,full_address_ru,display_address_ru,settlement_ru,district_ru,street_ru,housenumber,coordinate_spread_m,candidate_uid,lon,lat,expected_km,status,resolution,direct_export_eligible
парканы||комсомольская улица|2,"Парканы, Комсомольская улица, дом 2",Комсомольская улица (Парканы),Парканы,,Комсомольская улица,2,1644,n2323152067,29.52448,46.82041,5.351,disputed,owner_review_required,False
парканы||комсомольская улица|2,"Парканы, Комсомольская улица, дом 2",Комсомольская улица (Парканы),Парканы,,Комсомольская улица,2,1644,n2323152071,29.52391,46.82111,5.264,disputed,owner_review_required,False
парканы||комсомольская улица|2,"Парканы, Комсомольская улица, дом 2",Комсомольская улица (Парканы),Парканы,,Комсомольская улица,2,1644,n2323152093,29.51491,46.83522,3.628,disputed,owner_review_required,False
парканы||улица будённого|164,"Парканы, улица Будённого, дом 164",улица Будённого,Парканы,,улица Будённого,164,201,n2323152074,29.52678,46.82207,5.629,disputed,owner_review_required,False
парканы||улица будённого|164,"Парканы, улица Будённого, дом 164",улица Будённого,Парканы,,улица Будённого,164,201,n2323152079,29.52414,46.82153,5.292,disputed,owner_review_required,False
парканы||комсомольская улица|18,"Парканы, Комсомольская улица, дом 18",Комсомольская улица (Парканы),Парканы,,Комсомольская улица,18,159,n2323152092,29.51421,46.8352,3.525,disputed,owner_review_required,False
парканы||комсомольская улица|18,"Парканы, Комсомольская улица, дом 18",Комсомольская улица (Парканы),Парканы,,Комсомольская улица,18,159,n2456772560,29.5152,46.83377,3.791,disputed,owner_review_required,False
парканы||улица фрунзе|28,"Парканы, улица Фрунзе, дом 28",улица Фрунзе (Парканы),Парканы,,улица Фрунзе,28,240,n2323152102,29.52325,46.83528,4.221,disputed,owner_review_required,False
парканы||улица фрунзе|28,"Парканы, улица Фрунзе, дом 28",улица Фрунзе (Парканы),Парканы,,улица Фрунзе,28,240,w285191965,29.52326,46.83312,4.429,disputed,owner_review_required,False
парканы||улица чкалова|34,"Парканы, улица Чкалова, дом 34",улица Чкалова (Парканы),Парканы,,улица Чкалова,34,255,n2323152103,29.52496,46.8353,4.35,disputed,owner_review_required,False
парканы||улица чкалова|34,"Парканы, улица Чкалова, дом 34",улица Чкалова (Парканы),Парканы,,улица Чкалова,34,255,n2451248436,29.52601,46.833,4.658,disputed,owner_review_required,False
парканы||комсомольская улица|40,"Парканы, Комсомольская улица, дом 40",Комсомольская улица (Парканы),Парканы,,Комсомольская улица,40,837,n2323152153,29.51542,46.83197,3.91,disputed,owner_review_required,False
парканы||комсомольская улица|40,"Парканы, Комсомольская улица, дом 40",Комсомольская улица (Парканы),Парканы,,Комсомольская улица,40,837,n2323152158,29.52001,46.82443,4.789,disputed,owner_review_required,False
парканы||комсомольская улица|24,"Парканы, Комсомольская улица, дом 24",Комсомольская улица (Парканы),Парканы,,Комсомольская улица,24,823,n2323152156,29.51913,46.82592,4.612,disputed,owner_review_required,False
парканы||комсомольская улица|24,"Парканы, Комсомольская улица, дом 24",Комсомольская улица (Парканы),Парканы,,Комсомольская улица,24,823,n2456772563,29.51526,46.83333,3.84,disputed,owner_review_required,False
парканы||улица ленина|2,"Парканы, улица Ленина, дом 2",улица Ленина (Парканы),Парканы,,улица Ленина,2,1263,n2323343686,29.51485,46.82293,4.575,disputed,owner_review_required,False
парканы||улица ленина|2,"Парканы, улица Ленина, дом 2",улица Ленина (Парканы),Парканы,,улица Ленина,2,1263,n2323343712,29.50964,46.83431,3.241,disputed,owner_review_required,False
парканы||улица шевченко|1,"Парканы, улица Шевченко, дом 1",улица Шевченко (Парканы),Парканы,,улица Шевченко,1,349,n2323352003,29.51167,46.8356,3.426,disputed,owner_review_required,False
парканы||улица шевченко|1,"Парканы, улица Шевченко, дом 1",улица Шевченко (Парканы),Парканы,,улица Шевченко,1,349,n2457615990,29.51222,46.83597,3.473,disputed,owner_review_required,False
парканы||улица шевченко|1,"Парканы, улица Шевченко, дом 1",улица Шевченко (Парканы),Парканы,,улица Шевченко,1,349,w284651642,29.51626,46.83566,3.686,disputed,owner_review_required,False
парканы||улица карла маркса|83,"Парканы, улица Карла Маркса, дом 83",улица Карла Маркса,Парканы,,улица Карла Маркса,83,961,n2323352004,29.52141,46.8375,4.507,disputed,owner_review_required,False
парканы||улица карла маркса|83,"Парканы, улица Карла Маркса, дом 83",улица Карла Маркса,Парканы,,улица Карла Маркса,83,961,n2458660239,29.51764,46.84616,5.166,disputed,owner_review_required,False
парканы||улица карла маркса|83,"Парканы, улица Карла Маркса, дом 83",улица Карла Маркса,Парканы,,улица Карла Маркса,83,961,w320431710,29.51768,46.84604,5.153,disputed,owner_review_required,False
парканы||улица благоева|2,"Парканы, улица Благоева, дом 2",улица Благоева,Парканы,,улица Благоева,2,440,n2323352008,29.5125,46.83712,3.65,disputed,owner_review_required,False
парканы||улица благоева|2,"Парканы, улица Благоева, дом 2",улица Благоева,Парканы,,улица Благоева,2,440,n6861215978,29.51022,46.84009,4.11,disputed,owner_review_required,False
парканы||улица благоева|2,"Парканы, улица Благоева, дом 2",улица Благоева,Парканы,,улица Благоева,2,440,n6861288076,29.51029,46.83952,4.174,disputed,owner_review_required,False
парканы||улица благоева|2,"Парканы, улица Благоева, дом 2",улица Благоева,Парканы,,улица Благоева,2,440,w284652546,29.5118,46.83613,3.444,disputed,owner_review_required,False
парканы||улица гоголя|11,"Парканы, улица Гоголя, дом 11",улица Гоголя (Парканы),Парканы,,улица Гоголя,11,685,n2323352010,29.51538,46.83816,3.894,disputed,owner_review_required,False
парканы||улица гоголя|11,"Парканы, улица Гоголя, дом 11",улица Гоголя (Парканы),Парканы,,улица Гоголя,11,685,n2323674219,29.52439,46.84004,4.994,disputed,owner_review_required,False
парканы||улица гоголя|1,"Парканы, улица Гоголя, дом 1",улица Гоголя (Парканы),Парканы,,улица Гоголя,1,166,n2323407168,29.51432,46.83865,3.929,disputed,owner_review_required,False
парканы||улица гоголя|1,"Парканы, улица Гоголя, дом 1",улица Гоголя (Парканы),Парканы,,улица Гоголя,1,166,w284659755,29.51651,46.8384,3.985,disputed,owner_review_required,False
парканы||улица чехова|1,"Парканы, улица Чехова, дом 1",улица Чехова (Парканы),Парканы,,улица Чехова,1,419,n2323407287,29.50745,46.8422,4.063,disputed,owner_review_required,False
парканы||улица чехова|1,"Парканы, улица Чехова, дом 1",улица Чехова (Парканы),Парканы,,улица Чехова,1,419,n2323407296,29.51228,46.84534,4.742,disputed,owner_review_required,False
парканы||улица чехова|1,"Парканы, улица Чехова, дом 1",улица Чехова (Парканы),Парканы,,улица Чехова,1,419,n2323407297,29.51296,46.84571,4.808,disputed,owner_review_required,False
парканы||улица чехова|25,"Парканы, улица Чехова, дом 25",улица Чехова (Парканы),Парканы,,улица Чехова,25,619,n2323588978,29.51824,46.84808,5.422,disputed,owner_review_required,False
парканы||улица чехова|25,"Парканы, улица Чехова, дом 25",улица Чехова (Парканы),Парканы,,улица Чехова,25,619,n2459760173,29.5101,46.84398,4.768,disputed,owner_review_required,False
парканы||улица петра николаева|133,"Парканы, улица Петра Николаева, дом 133",улица Петра Николаева,Парканы,,улица Петра Николаева,133,168,n2323589074,29.50494,46.85229,5.618,disputed,owner_review_required,False
парканы||улица петра николаева|133,"Парканы, улица Петра Николаева, дом 133",улица Петра Николаева,Парканы,,улица Петра Николаева,133,168,n2459722038,29.50313,46.85346,5.891,disputed,owner_review_required,False
парканы||улица петра николаева|133,"Парканы, улица Петра Николаева, дом 133",улица Петра Николаева,Парканы,,улица Петра Николаева,133,168,n4818943346,29.50295,46.8538,5.931,disputed,owner_review_required,False
парканы||улица петра николаева|135,"Парканы, улица Петра Николаева, дом 135",улица Петра Николаева,Парканы,,улица Петра Николаева,135,172,n2323589080,29.50483,46.85249,5.65,disputed,owner_review_required,False
парканы||улица петра николаева|135,"Парканы, улица Петра Николаева, дом 135",улица Петра Николаева,Парканы,,улица Петра Николаева,135,172,n2459722041,29.50308,46.85359,5.905,disputed,owner_review_required,False
парканы||улица петра николаева|135,"Парканы, улица Петра Николаева, дом 135",улица Петра Николаева,Парканы,,улица Петра Николаева,135,172,n4818943278,29.50278,46.85404,5.96,disputed,owner_review_required,False
парканы||улица петра николаева|167,"Парканы, улица Петра Николаева, дом 167",улица Петра Николаева,Парканы,,улица Петра Николаева,167,154,n2323589093,29.50412,46.8558,6.042,disputed,owner_review_required,False
парканы||улица петра николаева|167,"Парканы, улица Петра Николаева, дом 167",улица Петра Николаева,Парканы,,улица Петра Николаева,167,154,n2459722094,29.50231,46.85636,6.247,disputed,owner_review_required,False
парканы||улица петра николаева|167,"Парканы, улица Петра Николаева, дом 167",улица Петра Николаева,Парканы,,улица Петра Николаева,167,154,n4818943265,29.50219,46.85646,6.255,disputed,owner_review_required,False
парканы||улица петра николаева|167,"Парканы, улица Петра Николаева, дом 167",улица Петра Николаева,Парканы,,улица Петра Николаева,167,154,n5130968321,29.50422,46.85573,6.002,disputed,owner_review_required,False
парканы||улица благоева|4,"Парканы, улица Благоева, дом 4",улица Благоева,Парканы,,улица Благоева,4,157,n2344905452,29.51065,46.83643,3.469,disputed,owner_review_required,False
парканы||улица благоева|4,"Парканы, улица Благоева, дом 4",улица Благоева,Парканы,,улица Благоева,4,157,n2460744713,29.51271,46.83715,3.667,disputed,owner_review_required,False
парканы||улица благоева|4,"Парканы, улица Благоева, дом 4",улица Благоева,Парканы,,улица Благоева,4,157,w284652438,29.511,46.83638,3.465,disputed,owner_review_required,False
парканы||улица благоева|4,"Парканы, улица Благоева, дом 4",улица Благоева,Парканы,,улица Благоева,4,157,w428539146,29.51175,46.83633,3.466,disputed,owner_review_required,False
парканы||улица чапаева|16,"Парканы, улица Чапаева, дом 16",улица Чапаева (Парканы),Парканы,,улица Чапаева,16,445,n2345390823,29.52365,46.84435,5.499,disputed,owner_review_required,False
парканы||улица чапаева|16,"Парканы, улица Чапаева, дом 16",улица Чапаева (Парканы),Парканы,,улица Чапаева,16,445,n2459051271,29.52463,46.84034,5.047,disputed,owner_review_required,False
парканы||улица чкалова|26,"Парканы, улица Чкалова, дом 26",улица Чкалова (Парканы),Парканы,,улица Чкалова,26,226,n2451248432,29.52578,46.83345,4.605,disputed,owner_review_required,False
парканы||улица чкалова|26,"Парканы, улица Чкалова, дом 26",улица Чкалова (Парканы),Парканы,,улица Чкалова,26,226,n2459417281,29.52412,46.83549,4.287,disputed,owner_review_required,False
парканы||улица чкалова|28,"Парканы, улица Чкалова, дом 28",улица Чкалова (Парканы),Парканы,,улица Чкалова,28,245,n2451248433,29.52586,46.83333,4.62,disputed,owner_review_required,False
парканы||улица чкалова|28,"Парканы, улица Чкалова, дом 28",улица Чкалова (Парканы),Парканы,,улица Чкалова,28,245,n2459417285,29.52583,46.83554,4.417,disputed,owner_review_required,False
парканы||улица чкалова|32,"Парканы, улица Чкалова, дом 32",улица Чкалова (Парканы),Парканы,,улица Чкалова,32,241,n2451248435,29.52596,46.83312,4.644,disputed,owner_review_required,False
парканы||улица чкалова|32,"Парканы, улица Чкалова, дом 32",улица Чкалова (Парканы),Парканы,,улица Чкалова,32,241,n2459417171,29.52436,46.83529,4.305,disputed,owner_review_required,False
парканы||улица чкалова|93,"Парканы, улица Чкалова, дом 93",улица Чкалова (Парканы),Парканы,,улица Чкалова,93,236,n2452549562,29.52748,46.82908,5.109,disputed,owner_review_required,False
парканы||улица чкалова|93,"Парканы, улица Чкалова, дом 93",улица Чкалова (Парканы),Парканы,,улица Чкалова,93,236,w306084790,29.52718,46.82695,5.248,disputed,owner_review_required,False
парканы||улица ворошилова|19,"Парканы, улица Ворошилова, дом 19",улица Ворошилова,Парканы,,улица Ворошилова,19,223,n2453643624,29.5207,46.83371,4.168,disputed,owner_review_required,False
парканы||улица ворошилова|19,"Парканы, улица Ворошилова, дом 19",улица Ворошилова,Парканы,,улица Ворошилова,19,223,w284650841,29.51882,46.83572,3.882,disputed,owner_review_required,False
парканы||улица ворошилова|21,"Парканы, улица Ворошилова, дом 21",улица Ворошилова,Парканы,,улица Ворошилова,21,242,n2453643625,29.52076,46.83357,4.184,disputed,owner_review_required,False
парканы||улица ворошилова|21,"Парканы, улица Ворошилова, дом 21",улица Ворошилова,Парканы,,улица Ворошилова,21,242,w284650840,29.51898,46.83575,3.894,disputed,owner_review_required,False
парканы||улица ворошилова|23,"Парканы, улица Ворошилова, дом 23",улица Ворошилова,Парканы,,улица Ворошилова,23,252,n2453643626,29.52084,46.83342,4.202,disputed,owner_review_required,False
парканы||улица ворошилова|23,"Парканы, улица Ворошилова, дом 23",улица Ворошилова,Парканы,,улица Ворошилова,23,252,w284650842,29.51923,46.83569,3.913,disputed,owner_review_required,False
парканы||улица котовского|15,"Парканы, улица Котовского, дом 15",улица Котовского,Парканы,,улица Котовского,15,228,n2454871406,29.51808,46.83361,4.0,disputed,owner_review_required,False
парканы||улица котовского|15,"Парканы, улица Котовского, дом 15",улица Котовского,Парканы,,улица Котовского,15,228,n5653835185,29.51818,46.83369,3.992,disputed,owner_review_required,False
парканы||улица котовского|15,"Парканы, улица Котовского, дом 15",улица Котовского,Парканы,,улица Котовского,15,228,w284650836,29.5184,46.83566,3.85,disputed,owner_review_required,False
парканы||улица котовского|17,"Парканы, улица Котовского, дом 17",улица Котовского,Парканы,,улица Котовского,17,242,n2454871407,29.51811,46.83348,4.015,disputed,owner_review_required,False
парканы||улица котовского|17,"Парканы, улица Котовского, дом 17",улица Котовского,Парканы,,улица Котовского,17,242,n5653834960,29.51813,46.83351,4.011,disputed,owner_review_required,False
парканы||улица котовского|17,"Парканы, улица Котовского, дом 17",улица Котовского,Парканы,,улица Котовского,17,242,w284650839,29.51865,46.83566,3.869,disputed,owner_review_required,False
парканы||улица котовского|22,"Парканы, улица Котовского, дом 22",улица Котовского,Парканы,,улица Котовского,22,255,n2454871423,29.51768,46.83296,4.069,disputed,owner_review_required,False
парканы||улица котовского|22,"Парканы, улица Котовского, дом 22",улица Котовского,Парканы,,улица Котовского,22,255,n2459417156,29.51645,46.83526,3.702,disputed,owner_review_required,False
парканы||улица котовского|24,"Парканы, улица Котовского, дом 24",улица Котовского,Парканы,,улица Котовского,24,280,n2454871424,29.5177,46.83272,4.096,disputed,owner_review_required,False
парканы||улица котовского|24,"Парканы, улица Котовского, дом 24",улица Котовского,Парканы,,улица Котовского,24,280,n2459417160,29.51693,46.83524,3.739,disputed,owner_review_required,False
парканы||улица калинина|6,"Парканы, улица Калинина, дом 6",улица Калинина (Парканы),Парканы,,улица Калинина,6,151,n2457583289,29.51693,46.82213,4.831,disputed,owner_review_required,False
парканы||улица калинина|6,"Парканы, улица Калинина, дом 6",улица Калинина (Парканы),Парканы,,улица Калинина,6,151,n2457583299,29.51892,46.82274,4.998,disputed,owner_review_required,False
парканы||улица ленина|41,"Парканы, улица Ленина, дом 41",улица Ленина (Парканы),Парканы,,улица Ленина,41,198,n2457586654,29.51069,46.83194,3.515,disputed,owner_review_required,False
парканы||улица ленина|41,"Парканы, улица Ленина, дом 41",улица Ленина (Парканы),Парканы,,улица Ленина,41,198,n2457589698,29.51113,46.83016,3.715,disputed,owner_review_required,False
парканы||улица ленина|43,"Парканы, улица Ленина, дом 43",улица Ленина (Парканы),Парканы,,улица Ленина,43,198,n2457586655,29.51073,46.83183,3.53,disputed,owner_review_required,False
парканы||улица ленина|43,"Парканы, улица Ленина, дом 43",улица Ленина (Парканы),Парканы,,улица Ленина,43,198,n2457589699,29.51119,46.83005,3.728,disputed,owner_review_required,False
парканы||улица шевченко|3,"Парканы, улица Шевченко, дом 3",улица Шевченко (Парканы),Парканы,,улица Шевченко,3,303,n2457615991,29.51252,46.83601,3.496,disputed,owner_review_required,False
парканы||улица шевченко|3,"Парканы, улица Шевченко, дом 3",улица Шевченко (Парканы),Парканы,,улица Шевченко,3,303,w284651644,29.51651,46.83565,3.705,disputed,owner_review_required,False
парканы||улица шевченко|5,"Парканы, улица Шевченко, дом 5",улица Шевченко (Парканы),Парканы,,улица Шевченко,5,304,n2457615992,29.51272,46.83604,3.512,disputed,owner_review_required,False
парканы||улица шевченко|5,"Парканы, улица Шевченко, дом 5",улица Шевченко (Парканы),Парканы,,улица Шевченко,5,304,w284651643,29.51672,46.83566,3.721,disputed,owner_review_required,False
парканы||улица карла маркса|26,"Парканы, улица Карла Маркса, дом 26",улица Карла Маркса,Парканы,,улица Карла Маркса,26,355,n2457626527,29.52136,46.83841,4.409,disputed,owner_review_required,False
парканы||улица карла маркса|26,"Парканы, улица Карла Маркса, дом 26",улица Карла Маркса,Парканы,,улица Карла Маркса,26,355,w284650889,29.52126,46.83521,4.069,disputed,owner_review_required,False
парканы||улица карла маркса|28,"Парканы, улица Карла Маркса, дом 28",улица Карла Маркса,Парканы,,улица Карла Маркса,28,388,n2457626530,29.5213,46.83866,4.38,disputed,owner_review_required,False
парканы||улица карла маркса|28,"Парканы, улица Карла Маркса, дом 28",улица Карла Маркса,Парканы,,улица Карла Маркса,28,388,w284650890,29.52156,46.83516,4.092,disputed,owner_review_required,False
парканы||улица благоева|29,"Парканы, улица Благоева, дом 29",улица Благоева,Парканы,,улица Благоева,29,168,n2457739757,29.51313,46.84114,4.221,disputed,owner_review_required,False
парканы||улица благоева|29,"Парканы, улица Благоева, дом 29",улица Благоева,Парканы,,улица Благоева,29,168,n2458454737,29.51092,46.8412,4.118,disputed,owner_review_required,False
парканы||улица сергея лазо|36,"Парканы, улица Сергея Лазо, дом 36",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,36,160,n2457739758,29.51312,46.84169,4.28,disputed,owner_review_required,False
парканы||улица сергея лазо|36,"Парканы, улица Сергея Лазо, дом 36",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,36,160,n5653834958,29.51362,46.84129,4.226,disputed,owner_review_required,False
парканы||улица сергея лазо|36,"Парканы, улица Сергея Лазо, дом 36",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,36,160,w284829109,29.51522,46.84203,4.433,disputed,owner_review_required,False
парканы||улица сергея лазо|48,"Парканы, улица Сергея Лазо, дом 48",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,48,154,n2457739769,29.51261,46.84273,4.402,disputed,owner_review_required,False
парканы||улица сергея лазо|48,"Парканы, улица Сергея Лазо, дом 48",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,48,154,w284829111,29.51464,46.84341,4.593,disputed,owner_review_required,False
парканы||улица сергея лазо|46,"Парканы, улица Сергея Лазо, дом 46",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,46,157,n2457739770,29.51268,46.84259,4.386,disputed,owner_review_required,False
парканы||улица сергея лазо|46,"Парканы, улица Сергея Лазо, дом 46",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,46,157,w294956281,29.51475,46.84316,4.564,disputed,owner_review_required,False
парканы||улица сергея лазо|44,"Парканы, улица Сергея Лазо, дом 44",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,44,158,n2457739771,29.51274,46.84246,4.37,disputed,owner_review_required,False
парканы||улица сергея лазо|44,"Парканы, улица Сергея Лазо, дом 44",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,44,158,w294956283,29.51482,46.84294,4.539,disputed,owner_review_required,False
парканы||улица сергея лазо|42,"Парканы, улица Сергея Лазо, дом 42",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,42,166,n2457739772,29.51285,46.84224,4.345,disputed,owner_review_required,False
парканы||улица сергея лазо|42,"Парканы, улица Сергея Лазо, дом 42",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,42,166,w294956269,29.51503,46.84259,4.497,disputed,owner_review_required,False
парканы||улица сергея лазо|40,"Парканы, улица Сергея Лазо, дом 40",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,40,160,n2457739773,29.51296,46.84203,4.319,disputed,owner_review_required,False
парканы||улица сергея лазо|40,"Парканы, улица Сергея Лазо, дом 40",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,40,160,w294944244,29.51506,46.84247,4.484,disputed,owner_review_required,False
парканы||улица сергея лазо|38,"Парканы, улица Сергея Лазо, дом 38",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,38,163,n2457739774,29.51303,46.84187,4.301,disputed,owner_review_required,False
парканы||улица сергея лазо|38,"Парканы, улица Сергея Лазо, дом 38",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,38,163,w284829105,29.51518,46.84227,4.46,disputed,owner_review_required,False
парканы||улица сергея лазо|34,"Парканы, улица Сергея Лазо, дом 34",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,34,168,n2457739775,29.51323,46.84143,4.249,disputed,owner_review_required,False
парканы||улица сергея лазо|34,"Парканы, улица Сергея Лазо, дом 34",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,34,168,w284829114,29.51544,46.8418,4.404,disputed,owner_review_required,False
парканы||улица сергея лазо|32,"Парканы, улица Сергея Лазо, дом 32",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,32,166,n2457746121,29.51337,46.84119,4.222,disputed,owner_review_required,False
парканы||улица сергея лазо|32,"Парканы, улица Сергея Лазо, дом 32",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,32,166,w284829095,29.51556,46.84157,4.377,disputed,owner_review_required,False
парканы||улица сергея лазо|30,"Парканы, улица Сергея Лазо, дом 30",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,30,169,n2457746124,29.51346,46.84097,4.196,disputed,owner_review_required,False
парканы||улица сергея лазо|30,"Парканы, улица Сергея Лазо, дом 30",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,30,169,w284829104,29.51569,46.84132,4.348,disputed,owner_review_required,False
парканы||улица сергея лазо|28,"Парканы, улица Сергея Лазо, дом 28",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,28,170,n2457746127,29.51358,46.84077,4.171,disputed,owner_review_required,False
парканы||улица сергея лазо|28,"Парканы, улица Сергея Лазо, дом 28",улица Сергея Лазо (Парканы),Парканы,,улица Сергея Лазо,28,170,w287016199,29.51582,46.84114,4.325,disputed,owner_review_required,False
парканы||улица гоголя|12,"Парканы, улица Гоголя, дом 12",улица Гоголя (Парканы),Парканы,,улица Гоголя,12,189,n2457746137,29.51438,46.83904,3.97,disputed,owner_review_required,False
парканы||улица гоголя|12,"Парканы, улица Гоголя, дом 12",улица Гоголя (Парканы),Парканы,,улица Гоголя,12,189,n2460744728,29.5136,46.83734,3.737,disputed,owner_review_required,False
парканы||улица гоголя|10,"Парканы, улица Гоголя, дом 10",улица Гоголя (Парканы),Парканы,,улица Гоголя,10,179,n2457746138,29.51444,46.83891,3.955,disputed,owner_review_required,False
парканы||улица гоголя|10,"Парканы, улица Гоголя, дом 10",улица Гоголя (Парканы),Парканы,,улица Гоголя,10,179,n2460744725,29.51339,46.8373,3.721,disputed,owner_review_required,False
парканы||улица гоголя|10,"Парканы, улица Гоголя, дом 10",улица Гоголя (Парканы),Парканы,,улица Гоголя,10,179,w284659740,29.51469,46.83885,3.943,disputed,owner_review_required,False
парканы||улица благоева|11,"Парканы, улица Благоева, дом 11",улица Благоева,Парканы,,улица Благоева,11,163,n2457786465,29.51378,46.83972,4.057,disputed,owner_review_required,False
парканы||улица благоева|11,"Парканы, улица Благоева, дом 11",улица Благоева,Парканы,,улица Благоева,11,163,n2458446897,29.51163,46.83959,3.928,disputed,owner_review_required,False
парканы||улица благоева|13,"Парканы, улица Благоева, дом 13",улица Благоева,Парканы,,улица Благоева,13,160,n2457786466,29.5137,46.83991,4.079,disputed,owner_review_required,False
парканы||улица благоева|13,"Парканы, улица Благоева, дом 13",улица Благоева,Парканы,,улица Благоева,13,160,n2458446901,29.51159,46.83973,3.947,disputed,owner_review_required,False
парканы||улица благоева|19,"Парканы, улица Благоева, дом 19",улица Благоева,Парканы,,улица Благоева,19,164,n2457786467,29.51351,46.84035,4.129,disputed,owner_review_required,False
парканы||улица благоева|19,"Парканы, улица Благоева, дом 19",улица Благоева,Парканы,,улица Благоева,19,164,n2458454732,29.51135,46.84025,4.007,disputed,owner_review_required,False
парканы||улица благоева|21,"Парканы, улица Благоева, дом 21",улица Благоева,Парканы,,улица Благоева,21,161,n2457786468,29.51341,46.84046,4.144,disputed,owner_review_required,False
парканы||улица благоева|21,"Парканы, улица Благоева, дом 21",улица Благоева,Парканы,,улица Благоева,21,161,n2458454733,29.51129,46.8404,4.025,disputed,owner_review_required,False
парканы||улица благоева|15,"Парканы, улица Благоева, дом 15",улица Благоева,Парканы,,улица Благоева,15,160,n2457786469,29.51364,46.84007,4.096,disputed,owner_review_required,False
парканы||улица благоева|15,"Парканы, улица Благоева, дом 15",улица Благоева,Парканы,,улица Благоева,15,160,n2458446905,29.51153,46.83985,3.96,disputed,owner_review_required,False
парканы||улица благоева|15,"Парканы, улица Благоева, дом 15",улица Благоева,Парканы,,улица Благоева,15,160,n4552707593,29.51168,46.83981,3.953,disputed,owner_review_required,False
парканы||улица благоева|17,"Парканы, улица Благоева, дом 17",улица Благоева,Парканы,,улица Благоева,17,161,n2457786470,29.51358,46.84021,4.112,disputed,owner_review_required,False
парканы||улица благоева|17,"Парканы, улица Благоева, дом 17",улица Благоева,Парканы,,улица Благоева,17,161,n2458446910,29.51146,46.84001,3.979,disputed,owner_review_required,False
парканы||улица благоева|23,"Парканы, улица Благоева, дом 23",улица Благоева,Парканы,,улица Благоева,23,166,n2457786471,29.51333,46.84062,4.162,disputed,owner_review_required,False
парканы||улица благоева|23,"Парканы, улица Благоева, дом 23",улица Благоева,Парканы,,улица Благоева,23,166,n2458454734,29.51115,46.84063,4.052,disputed,owner_review_required,False
парканы||улица благоева|23,"Парканы, улица Благоева, дом 23",улица Благоева,Парканы,,улица Благоева,23,166,n5653833917,29.51329,46.84064,4.165,disputed,owner_review_required,False
парканы||улица благоева|25,"Парканы, улица Благоева, дом 25",улица Благоева,Парканы,,улица Благоева,25,166,n2457786472,29.51324,46.84075,4.178,disputed,owner_review_required,False
парканы||улица благоева|25,"Парканы, улица Благоева, дом 25",улица Благоева,Парканы,,улица Благоева,25,166,n2458454735,29.51106,46.84086,4.079,disputed,owner_review_required,False
парканы||улица благоева|27,"Парканы, улица Благоева, дом 27",улица Благоева,Парканы,,улица Благоева,27,168,n2457786473,29.51318,46.84096,4.202,disputed,owner_review_required,False
парканы||улица благоева|27,"Парканы, улица Благоева, дом 27",улица Благоева,Парканы,,улица Благоева,27,168,n2458454736,29.51097,46.84104,4.1,disputed,owner_review_required,False
парканы||улица благоева|31,"Парканы, улица Благоева, дом 31",улица Благоева,Парканы,,улица Благоева,31,170,n2457786474,29.51303,46.84138,4.25,disputed,owner_review_required,False
парканы||улица благоева|31,"Парканы, улица Благоева, дом 31",улица Благоева,Парканы,,улица Благоева,31,170,n2458454738,29.51079,46.84141,4.145,disputed,owner_review_required,False
парканы||улица благоева|31,"Парканы, улица Благоева, дом 31",улица Благоева,Парканы,,улица Благоева,31,170,n5653832470,29.51288,46.8414,4.256,disputed,owner_review_required,False
парканы||улица благоева|33,"Парканы, улица Благоева, дом 33",улица Благоева,Парканы,,улица Благоева,33,179,n2457786475,29.51293,46.84153,4.268,disputed,owner_review_required,False
парканы||улица благоева|33,"Парканы, улица Благоева, дом 33",улица Благоева,Парканы,,улица Благоева,33,179,n2458454739,29.51058,46.84168,4.179,disputed,owner_review_required,False
парканы||улица благоева|33,"Парканы, улица Благоева, дом 33",улица Благоева,Парканы,,улица Благоева,33,179,n5653835182,29.51283,46.84156,4.273,disputed,owner_review_required,False
