canonical_address,full_address_ru,display_address_ru,settlement_ru,district_ru,street_ru,housenumber,coordinate_spread_m,candidate_uid,lon,lat,expected_km,status,resolution,direct_export_eligible
парканы||улица петра николаева|109,"Парканы, улица Петра Николаева, дом 109",улица Петра Николаева,Парканы,,улица Петра Николаева,109,230,n2459722001,29.50359,46.85183,5.779,disputed,owner_review_required,False
парканы||улица петра николаева|111,"Парканы, улица Петра Николаева, дом 111",улица Петра Николаева,Парканы,,улица Петра Николаева,111,274,n2457994876,29.50635,46.84993,5.336,disputed,owner_review_required,False
парканы||улица петра николаева|111,"Парканы, улица Петра Николаева, дом 111",улица Петра Николаева,Парканы,,улица Петра Николаева,111,274,n2459722004,29.50354,46.85198,5.762,disputed,owner_review_required,False
парканы||улица петра николаева|111,"Парканы, улица Петра Николаева, дом 111",улица Петра Николаева,Парканы,,улица Петра Николаева,111,274,n4466335885,29.5033,46.8524,5.772,disputed,owner_review_required,False
парканы||улица петра николаева|113,"Парканы, улица Петра Николаева, дом 113",улица Петра Николаева,Парканы,,улица Петра Николаева,113,229,n2457994882,29.50626,46.85005,5.351,disputed,owner_review_required,False
парканы||улица петра николаева|113,"Парканы, улица Петра Николаева, дом 113",улица Петра Николаева,Парканы,,улица Петра Николаева,113,229,n2459722007,29.50349,46.85211,5.746,disputed,owner_review_required,False
парканы||улица петра николаева|115,"Парканы, улица Петра Николаева, дом 115",улица Петра Николаева,Парканы,,улица Петра Николаева,115,230,n2457994887,29.50617,46.85019,5.368,disputed,owner_review_required,False
парканы||улица петра николаева|115,"Парканы, улица Петра Николаева, дом 115",улица Петра Николаева,Парканы,,улица Петра Николаева,115,230,n2459722010,29.50344,46.85226,5.756,disputed,owner_review_required,False
парканы||улица петра николаева|117,"Парканы, улица Петра Николаева, дом 117",улица Петра Николаева,Парканы,,улица Петра Николаева,117,273,n2457994892,29.50609,46.8503,5.382,disputed,owner_review_required,False
парканы||улица петра николаева|117,"Парканы, улица Петра Николаева, дом 117",улица Петра Николаева,Парканы,,улица Петра Николаева,117,273,n2459722013,29.50342,46.85238,5.769,disputed,owner_review_required,False
парканы||улица петра николаева|117,"Парканы, улица Петра Николаева, дом 117",улица Петра Николаева,Парканы,,улица Петра Николаева,117,273,n4818943352,29.50305,46.85276,5.816,disputed,owner_review_required,False
парканы||улица петра николаева|119,"Парканы, улица Петра Николаева, дом 119",улица Петра Николаева,Парканы,,улица Петра Николаева,119,271,n2457994897,29.50599,46.85046,5.401,disputed,owner_review_required,False
парканы||улица петра николаева|119,"Парканы, улица Петра Николаева, дом 119",улица Петра Николаева,Парканы,,улица Петра Николаева,119,271,n2459722017,29.50337,46.8525,5.782,disputed,owner_review_required,False
парканы||улица петра николаева|119,"Парканы, улица Петра Николаева, дом 119",улица Петра Николаева,Парканы,,улица Петра Николаева,119,271,n4818943283,29.50316,46.8529,5.829,disputed,owner_review_required,False
парканы||улица петра николаева|121,"Парканы, улица Петра Николаева, дом 121",улица Петра Николаева,Парканы,,улица Петра Николаева,121,272,n2457994903,29.50589,46.8506,5.418,disputed,owner_review_required,False
парканы||улица петра николаева|121,"Парканы, улица Петра Николаева, дом 121",улица Петра Николаева,Парканы,,улица Петра Николаева,121,272,n2459722020,29.50334,46.85262,5.796,disputed,owner_review_required,False
парканы||улица петра николаева|121,"Парканы, улица Петра Николаева, дом 121",улица Петра Николаева,Парканы,,улица Петра Николаева,121,272,n4466336279,29.50315,46.85302,5.843,disputed,owner_review_required,False
парканы||улица петра николаева|121,"Парканы, улица Петра Николаева, дом 121",улица Петра Николаева,Парканы,,улица Петра Николаева,121,272,n4818943349,29.5031,46.85305,5.846,disputed,owner_review_required,False
парканы||улица петра николаева|123,"Парканы, улица Петра Николаева, дом 123",улица Петра Николаева,Парканы,,улица Петра Николаева,123,260,n2457994907,29.50575,46.85081,5.444,disputed,owner_review_required,False
парканы||улица петра николаева|123,"Парканы, улица Петра Николаева, дом 123",улица Петра Николаева,Парканы,,улица Петра Николаева,123,260,n2459722022,29.50329,46.85274,5.81,disputed,owner_review_required,False
парканы||улица петра николаева|123,"Парканы, улица Петра Николаева, дом 123",улица Петра Николаева,Парканы,,улица Петра Николаева,123,260,n4818943282,29.50304,46.85315,5.858,disputed,owner_review_required,False
парканы||улица петра николаева|131,"Парканы, улица Петра Николаева, дом 131",улица Петра Николаева,Парканы,,улица Петра Николаева,131,201,n2457994917,29.50516,46.85186,5.568,disputed,owner_review_required,False
парканы||улица петра николаева|131,"Парканы, улица Петра Николаева, дом 131",улица Петра Николаева,Парканы,,улица Петра Николаева,131,201,n2459722035,29.50316,46.85331,5.874,disputed,owner_review_required,False
парканы||улица петра николаева|131,"Парканы, улица Петра Николаева, дом 131",улица Петра Николаева,Парканы,,улица Петра Николаева,131,201,n4466336278,29.50294,46.85366,5.915,disputed,owner_review_required,False
парканы||улица петра николаева|131,"Парканы, улица Петра Николаева, дом 131",улица Петра Николаева,Парканы,,улица Петра Николаева,131,201,n4818943280,29.50294,46.85367,5.917,disputed,owner_review_required,False
парканы||улица петра николаева|129,"Парканы, улица Петра Николаева, дом 129",улица Петра Николаева,Парканы,,улица Петра Николаева,129,208,n2457994922,29.50524,46.85166,5.545,disputed,owner_review_required,False
парканы||улица петра николаева|129,"Парканы, улица Петра Николаева, дом 129",улица Петра Николаева,Парканы,,улица Петра Николаева,129,208,n2459722031,29.50319,46.85318,5.86,disputed,owner_review_required,False
парканы||улица петра николаева|129,"Парканы, улица Петра Николаева, дом 129",улица Петра Николаева,Парканы,,улица Петра Николаева,129,208,n4818938124,29.50295,46.85353,5.902,disputed,owner_review_required,False
парканы||улица петра николаева|127,"Парканы, улица Петра Николаева, дом 127",улица Петра Николаева,Парканы,,улица Петра Николаева,127,221,n2457994927,29.50536,46.85147,5.522,disputed,owner_review_required,False
парканы||улица петра николаева|127,"Парканы, улица Петра Николаева, дом 127",улица Петра Николаева,Парканы,,улица Петра Николаева,127,221,n2459722028,29.50321,46.85303,5.843,disputed,owner_review_required,False
парканы||улица петра николаева|127,"Парканы, улица Петра Николаева, дом 127",улица Петра Николаева,Парканы,,улица Петра Николаева,127,221,n4818943281,29.50312,46.85346,5.891,disputed,owner_review_required,False
парканы||улица петра николаева|125,"Парканы, улица Петра Николаева, дом 125",улица Петра Николаева,Парканы,,улица Петра Николаева,125,250,n2457994936,29.5056,46.85106,5.473,disputed,owner_review_required,False
парканы||улица петра николаева|125,"Парканы, улица Петра Николаева, дом 125",улица Петра Николаева,Парканы,,улица Петра Николаева,125,250,n2459722025,29.50325,46.85289,5.827,disputed,owner_review_required,False
парканы||улица петра николаева|125,"Парканы, улица Петра Николаева, дом 125",улица Петра Николаева,Парканы,,улица Петра Николаева,125,250,n4466335364,29.50307,46.85328,5.872,disputed,owner_review_required,False
парканы||улица петра николаева|125,"Парканы, улица Петра Николаева, дом 125",улица Петра Николаева,Парканы,,улица Петра Николаева,125,250,n4818943348,29.50316,46.85331,5.874,disputed,owner_review_required,False
парканы||улица петра николаева|137,"Парканы, улица Петра Николаева, дом 137",улица Петра Николаева,Парканы,,улица Петра Николаева,137,183,n2458002327,29.50476,46.85267,5.661,disputed,owner_review_required,False
парканы||улица петра николаева|137,"Парканы, улица Петра Николаева, дом 137",улица Петра Николаева,Парканы,,улица Петра Николаева,137,183,n2459722044,29.50297,46.85386,5.937,disputed,owner_review_required,False
парканы||улица петра николаева|137,"Парканы, улица Петра Николаева, дом 137",улица Петра Николаева,Парканы,,улица Петра Николаева,137,183,n4466336277,29.50272,46.8542,5.978,disputed,owner_review_required,False
парканы||улица петра николаева|137,"Парканы, улица Петра Николаева, дом 137",улица Петра Николаева,Парканы,,улица Петра Николаева,137,183,n4818943277,29.50271,46.85432,5.991,disputed,owner_review_required,False
парканы||улица петра николаева|139,"Парканы, улица Петра Николаева, дом 139",улица Петра Николаева,Парканы,,улица Петра Николаева,139,185,n2458002328,29.50471,46.85281,5.678,disputed,owner_review_required,False
парканы||улица петра николаева|139,"Парканы, улица Петра Николаева, дом 139",улица Петра Николаева,Парканы,,улица Петра Николаева,139,185,n2459722050,29.5029,46.85401,5.955,disputed,owner_review_required,False
парканы||улица петра николаева|139,"Парканы, улица Петра Николаева, дом 139",улица Петра Николаева,Парканы,,улица Петра Николаева,139,185,n4818943274,29.50267,46.85448,6.009,disputed,owner_review_required,False
парканы||улица петра николаева|141,"Парканы, улица Петра Николаева, дом 141",улица Петра Николаева,Парканы,,улица Петра Николаева,141,176,n2458002329,29.50465,46.85298,5.697,disputed,owner_review_required,False
парканы||улица петра николаева|141,"Парканы, улица Петра Николаева, дом 141",улица Петра Николаева,Парканы,,улица Петра Николаева,141,176,n2459722053,29.50285,46.85416,5.972,disputed,owner_review_required,False
парканы||улица петра николаева|141,"Парканы, улица Петра Николаева, дом 141",улица Петра Николаева,Парканы,,улица Петра Николаева,141,176,n4466335362,29.50249,46.85457,6.022,disputed,owner_review_required,False
парканы||улица петра николаева|141,"Парканы, улица Петра Николаева, дом 141",улица Петра Николаева,Парканы,,улица Петра Николаева,141,176,n4818943340,29.50254,46.85457,6.021,disputed,owner_review_required,False
парканы||улица петра николаева|143,"Парканы, улица Петра Николаева, дом 143",улица Петра Николаева,Парканы,,улица Петра Николаева,143,175,n2458002330,29.50458,46.85315,5.715,disputed,owner_review_required,False
парканы||улица петра николаева|143,"Парканы, улица Петра Николаева, дом 143",улица Петра Николаева,Парканы,,улица Петра Николаева,143,175,n2459722056,29.50281,46.85431,5.989,disputed,owner_review_required,False
парканы||улица петра николаева|143,"Парканы, улица Петра Николаева, дом 143",улица Петра Николаева,Парканы,,улица Петра Николаева,143,175,n4818943272,29.50267,46.85473,6.037,disputed,owner_review_required,False
парканы||улица петра николаева|145,"Парканы, улица Петра Николаева, дом 145",улица Петра Николаева,Парканы,,улица Петра Николаева,145,175,n2458002331,29.50453,46.85332,5.735,disputed,owner_review_required,False
парканы||улица петра николаева|145,"Парканы, улица Петра Николаева, дом 145",улица Петра Николаева,Парканы,,улица Петра Николаева,145,175,n2459722059,29.50277,46.85446,6.006,disputed,owner_review_required,False
парканы||улица петра николаева|145,"Парканы, улица Петра Николаева, дом 145",улица Петра Николаева,Парканы,,улица Петра Николаева,145,175,n4466335361,29.50262,46.8549,6.255,disputed,owner_review_required,False
парканы||улица петра николаева|145,"Парканы, улица Петра Николаева, дом 145",улица Петра Николаева,Парканы,,улица Петра Николаева,145,175,n4818943338,29.50263,46.85486,6.259,disputed,owner_review_required,False
парканы||улица петра николаева|153,"Парканы, улица Петра Николаева, дом 153",улица Петра Николаева,Парканы,,улица Петра Николаева,153,153,n2458002335,29.50435,46.8543,5.843,disputed,owner_review_required,False
парканы||улица петра николаева|153,"Парканы, улица Петра Николаева, дом 153",улица Петра Николаева,Парканы,,улица Петра Николаева,153,153,n2459722067,29.50255,46.85503,6.24,disputed,owner_review_required,False
парканы||улица петра николаева|153,"Парканы, улица Петра Николаева, дом 153",улица Петра Николаева,Парканы,,улица Петра Николаева,153,153,n4466336274,29.50234,46.8553,6.209,disputed,owner_review_required,False
парканы||улица петра николаева|177,"Парканы, улица Петра Николаева, дом 177",улица Петра Николаева,Парканы,,улица Петра Николаева,177,150,n2458005803,29.50396,46.85668,6.11,disputed,owner_review_required,False
парканы||улица петра николаева|177,"Парканы, улица Петра Николаева, дом 177",улица Петра Николаева,Парканы,,улица Петра Николаева,177,150,n2459722112,29.50206,46.85721,6.315,disputed,owner_review_required,False
парканы||улица петра николаева|177,"Парканы, улица Петра Николаева, дом 177",улица Петра Николаева,Парканы,,улица Петра Николаева,177,150,n4818943328,29.50198,46.8573,6.325,disputed,owner_review_required,False
парканы||улица петра николаева|195,"Парканы, улица Петра Николаева, дом 195",улица Петра Николаева,Парканы,,улица Петра Николаева,195,152,n2458009121,29.50366,46.85849,6.312,disputed,owner_review_required,False
парканы||улица петра николаева|195,"Парканы, улица Петра Николаева, дом 195",улица Петра Николаева,Парканы,,улица Петра Николаева,195,152,n2459722155,29.5018,46.85861,6.471,disputed,owner_review_required,False
парканы||улица петра николаева|195,"Парканы, улица Петра Николаева, дом 195",улица Петра Николаева,Парканы,,улица Петра Николаева,195,152,n4818938934,29.50166,46.85901,6.802,disputed,owner_review_required,False
парканы||улица благоева|3,"Парканы, улица Благоева, дом 3",улица Благоева,Парканы,,улица Благоева,3,168,n2458446857,29.51172,46.83884,3.843,disputed,owner_review_required,False
парканы||улица благоева|3,"Парканы, улица Благоева, дом 3",улица Благоева,Парканы,,улица Благоева,3,168,n6861252013,29.51011,46.84035,4.078,disputed,owner_review_required,False
парканы||улица чапаева|18,"Парканы, улица Чапаева, дом 18",улица Чапаева (Парканы),Парканы,,улица Чапаева,18,440,n2459051275,29.52458,46.84053,5.069,disputed,owner_review_required,False
парканы||улица чапаева|18,"Парканы, улица Чапаева, дом 18",улица Чапаева (Парканы),Парканы,,улица Чапаева,18,440,n2459051356,29.52361,46.84449,5.514,disputed,owner_review_required,False
парканы||улица чапаева|20,"Парканы, улица Чапаева, дом 20",улица Чапаева (Парканы),Парканы,,улица Чапаева,20,433,n2459051278,29.52454,46.84072,5.09,disputed,owner_review_required,False
парканы||улица чапаева|20,"Парканы, улица Чапаева, дом 20",улица Чапаева (Парканы),Парканы,,улица Чапаева,20,433,n2459051357,29.5236,46.84462,5.529,disputed,owner_review_required,False
парканы||улица фрунзе|30,"Парканы, улица Фрунзе, дом 30",улица Фрунзе (Парканы),Парканы,,улица Фрунзе,30,258,n2459417169,29.52383,46.83529,4.264,disputed,owner_review_required,False
парканы||улица фрунзе|30,"Парканы, улица Фрунзе, дом 30",улица Фрунзе (Парканы),Парканы,,улица Фрунзе,30,258,w285193316,29.52331,46.83297,4.445,disputed,owner_review_required,False
парканы||улица фрунзе|24,"Парканы, улица Фрунзе, дом 24",улица Фрунзе (Парканы),Парканы,,улица Фрунзе,24,228,n2459417233,29.52241,46.83554,4.156,disputed,owner_review_required,False
парканы||улица фрунзе|24,"Парканы, улица Фрунзе, дом 24",улица Фрунзе (Парканы),Парканы,,улица Фрунзе,24,228,w284982257,29.52309,46.83349,4.385,disputed,owner_review_required,False
парканы||улица петра николаева|95,"Парканы, улица Петра Николаева, дом 95",улица Петра Николаева,Парканы,,улица Петра Николаева,95,297,n2459721980,29.5039,46.85075,5.901,disputed,owner_review_required,False
парканы||улица петра николаева|95,"Парканы, улица Петра Николаева, дом 95",улица Петра Николаева,Парканы,,улица Петра Николаева,95,297,n5653832467,29.50766,46.84815,5.117,disputed,owner_review_required,False
парканы||улица петра николаева|95,"Парканы, улица Петра Николаева, дом 95",улица Петра Николаева,Парканы,,улица Петра Николаева,95,297,n5653834954,29.50778,46.84807,5.104,disputed,owner_review_required,False
парканы||улица петра николаева|97,"Парканы, улица Петра Николаева, дом 97",улица Петра Николаева,Парканы,,улица Петра Николаева,97,282,n2459721982,29.50386,46.85094,5.88,disputed,owner_review_required,False
парканы||улица петра николаева|97,"Парканы, улица Петра Николаева, дом 97",улица Петра Николаева,Парканы,,улица Петра Николаева,97,282,n5653832468,29.50737,46.8484,5.152,disputed,owner_review_required,False
парканы||улица фрунзе|25,"Парканы, улица Фрунзе, дом 25",улица Фрунзе (Парканы),Парканы,,улица Фрунзе,25,270,w223417682,29.52351,46.8358,4.24,disputed,owner_review_required,False
парканы||улица фрунзе|25,"Парканы, улица Фрунзе, дом 25",улица Фрунзе (Парканы),Парканы,,улица Фрунзе,25,270,w284982263,29.52386,46.83337,4.415,disputed,owner_review_required,False
гиска||улица мира|26,"Гиска, улица Мира, дом 26",улица Мира (Гиска),Гиска,,улица Мира,26,1564,n2321749449,29.45563,46.78785,6.53,disputed,owner_review_required,False
гиска||улица мира|26,"Гиска, улица Мира, дом 26",улица Мира (Гиска),Гиска,,улица Мира,26,1564,w367553687,29.47621,46.79113,4.25,disputed,owner_review_required,False
гиска||улица мира|30,"Гиска, улица Мира, дом 30",улица Мира (Гиска),Гиска,,улица Мира,30,1551,n2321749450,29.45591,46.78862,6.064,disputed,owner_review_required,False
гиска||улица мира|30,"Гиска, улица Мира, дом 30",улица Мира (Гиска),Гиска,,улица Мира,30,1551,w367553683,29.47632,46.79083,4.283,disputed,owner_review_required,False
гиска||улица мира|1,"Гиска, улица Мира, дом 1",улица Мира (Гиска),Гиска,,улица Мира,1,2044,n2321749455,29.4483,46.78472,5.913,disputed,owner_review_required,False
гиска||улица мира|1,"Гиска, улица Мира, дом 1",улица Мира (Гиска),Гиска,,улица Мира,1,2044,w367553689,29.47519,46.79038,4.432,disputed,owner_review_required,False
гиска||школьный переулок|3,"Гиска, Школьный переулок, дом 3",Школьный переулок (Гиска),Гиска,,Школьный переулок,3,242,n2341956540,29.44147,46.78044,6.569,disputed,owner_review_required,False
гиска||школьный переулок|3,"Гиска, Школьный переулок, дом 3",Школьный переулок (Гиска),Гиска,,Школьный переулок,3,242,n2341956571,29.43828,46.77955,6.938,disputed,owner_review_required,False
гиска||улица ленина|174,"Гиска, улица Ленина, дом 174",улица Ленина (Гиска),Гиска,,улица Ленина,174,160,n2341956691,29.42692,46.78125,7.665,disputed,owner_review_required,False
гиска||улица ленина|174,"Гиска, улица Ленина, дом 174",улица Ленина (Гиска),Гиска,,улица Ленина,174,160,w299376078,29.42902,46.78137,7.564,disputed,owner_review_required,False
гиска||садовая улица|3,"Гиска, Садовая улица, дом 3",Садовая улица (Гиска),Гиска,,Садовая улица,3,585,n2341956727,29.41476,46.78307,8.661,disputed,owner_review_required,False
гиска||садовая улица|3,"Гиска, Садовая улица, дом 3",Садовая улица (Гиска),Гиска,,Садовая улица,3,585,n2341956739,29.40884,46.78834,9.263,disputed,owner_review_required,False
гиска||садовая улица|36,"Гиска, Садовая улица, дом 36",Садовая улица (Гиска),Гиска,,Садовая улица,36,417,n2341956728,29.41437,46.78181,8.727,disputed,owner_review_required,False
гиска||садовая улица|36,"Гиска, Садовая улица, дом 36",Садовая улица (Гиска),Гиска,,Садовая улица,36,417,n2341956780,29.41445,46.77805,8.723,disputed,owner_review_required,False
гиска||улица ленина|2,"Гиска, улица Ленина, дом 2",улица Ленина (Гиска),Гиска,,улица Ленина,2,169,w222864357,29.45817,46.79779,4.202,disputed,owner_review_required,False
гиска||улица ленина|2,"Гиска, улица Ленина, дом 2",улица Ленина (Гиска),Гиска,,улица Ленина,2,169,w222864360,29.456,46.79627,4.451,disputed,owner_review_required,False
гиска||улица суворова|13,"Гиска, улица Суворова, дом 13",улица Суворова (Гиска),Гиска,,улица Суворова,13,1626,w255960444,29.45262,46.79271,5.005,disputed,owner_review_required,False
гиска||улица суворова|13,"Гиска, улица Суворова, дом 13",улица Суворова (Гиска),Гиска,,улица Суворова,13,1626,w353389131,29.47402,46.79228,4.334,disputed,owner_review_required,False
гиска||улица суворова|12,"Гиска, улица Суворова, дом 12",улица Суворова (Гиска),Гиска,,улица Суворова,12,158,w353388715,29.47416,46.79266,4.331,disputed,owner_review_required,False
гиска||улица суворова|12,"Гиска, улица Суворова, дом 12",улица Суворова (Гиска),Гиска,,улица Суворова,12,158,w353619676,29.47624,46.79283,4.061,disputed,owner_review_required,False
гиска||улица суворова|14,"Гиска, улица Суворова, дом 14",улица Суворова (Гиска),Гиска,,улица Суворова,14,179,w353388717,29.47388,46.79269,4.352,disputed,owner_review_required,False
гиска||улица суворова|14,"Гиска, улица Суворова, дом 14",улица Суворова (Гиска),Гиска,,улица Суворова,14,179,w446100565,29.47623,46.79263,4.083,disputed,owner_review_required,False
гиска||улица суворова|16,"Гиска, улица Суворова, дом 16",улица Суворова (Гиска),Гиска,,улица Суворова,16,179,w353388718,29.47364,46.79276,4.372,disputed,owner_review_required,False
гиска||улица суворова|16,"Гиска, улица Суворова, дом 16",улица Суворова (Гиска),Гиска,,улица Суворова,16,179,w353619681,29.476,46.79245,4.188,disputed,owner_review_required,False
гиска||улица суворова|18,"Гиска, улица Суворова, дом 18",улица Суворова (Гиска),Гиска,,улица Суворова,18,214,w353389122,29.47336,46.79278,4.393,disputed,owner_review_required,False
гиска||улица суворова|18,"Гиска, улица Суворова, дом 18",улица Суворова (Гиска),Гиска,,улица Суворова,18,214,w353822504,29.47618,46.79182,4.173,disputed,owner_review_required,False
гиска||улица суворова|20,"Гиска, улица Суворова, дом 20",улица Суворова (Гиска),Гиска,,улица Суворова,20,216,w353389123,29.4731,46.79278,4.412,disputed,owner_review_required,False
гиска||улица суворова|20,"Гиска, улица Суворова, дом 20",улица Суворова (Гиска),Гиска,,улица Суворова,20,216,w353822505,29.47594,46.79172,4.184,disputed,owner_review_required,False
гиска||улица кирова|21,"Гиска, улица Кирова, дом 21",улица Кирова (Гиска),Гиска,,улица Кирова,21,377,w353389127,29.47315,46.79242,4.434,disputed,owner_review_required,False
гиска||улица кирова|21,"Гиска, улица Кирова, дом 21",улица Кирова (Гиска),Гиска,,улица Кирова,21,377,w353610690,29.47203,46.7904,4.699,disputed,owner_review_required,False
гиска||улица кирова|21,"Гиска, улица Кирова, дом 21",улица Кирова (Гиска),Гиска,,улица Кирова,21,377,w402777362,29.47189,46.78902,4.854,disputed,owner_review_required,False
гиска||улица мира|28,"Гиска, улица Мира, дом 28",улица Мира (Гиска),Гиска,,улица Мира,28,1560,w367553688,29.47612,46.79097,4.267,disputed,owner_review_required,False
гиска||улица мира|28,"Гиска, улица Мира, дом 28",улица Мира (Гиска),Гиска,,улица Мира,28,1560,n4905411596,29.4556,46.78782,6.526,disputed,owner_review_required,False
бендеры||южная улица|46,"Бендеры, Южная улица, дом 46",Южная улица,Бендеры,,Южная улица,46,243,w405169677,29.47612,46.78906,4.48,disputed,owner_review_required,False
бендеры||южная улица|46,"Бендеры, Южная улица, дом 46",Южная улица,Бендеры,,Южная улица,46,243,w325664975,29.47932,46.78709,4.841,disputed,owner_review_required,False
бендеры||южная улица|48,"Бендеры, Южная улица, дом 48",Южная улица,Бендеры,,Южная улица,48,262,w405169679,29.47606,46.78887,4.501,disputed,owner_review_required,False
бендеры||южная улица|48,"Бендеры, Южная улица, дом 48",Южная улица,Бендеры,,Южная улица,48,262,w325664976,29.47951,46.78708,4.827,disputed,owner_review_required,False
протягайловка||садовая улица|1,"Протягайловка, Садовая улица, дом 1",Садовая улица (Протягайловка),Протягайловка,,Садовая улица,1,1495,n2337900321,29.4436,46.83492,7.412,disputed,owner_review_required,False
протягайловка||садовая улица|1,"Протягайловка, Садовая улица, дом 1",Садовая улица (Протягайловка),Протягайловка,,Садовая улица,1,1495,n2337904424,29.43417,46.84813,7.685,disputed,owner_review_required,False
протягайловка||садовая улица|1,"Протягайловка, Садовая улица, дом 1",Садовая улица (Протягайловка),Протягайловка,,Садовая улица,1,1495,n2337904426,29.43477,46.84839,7.631,disputed,owner_review_required,False
протягайловка||садовая улица|2,"Протягайловка, Садовая улица, дом 2",Садовая улица (Протягайловка),Протягайловка,,Садовая улица,2,1431,n2337900325,29.44342,46.83534,7.458,disputed,owner_review_required,False
протягайловка||садовая улица|2,"Протягайловка, Садовая улица, дом 2",Садовая улица (Протягайловка),Протягайловка,,Садовая улица,2,1431,n2337904425,29.4345,46.84823,7.644,disputed,owner_review_required,False
протягайловка||главная улица|2,"Протягайловка, Главная улица, дом 2",Главная улица (Протягайловка),Протягайловка,,Главная улица,2,1364,n2337938415,29.43229,46.82475,7.017,disputed,owner_review_required,False
протягайловка||главная улица|2,"Протягайловка, Главная улица, дом 2",Главная улица (Протягайловка),Протягайловка,,Главная улица,2,1364,n2337985529,29.45024,46.81606,4.521,disputed,owner_review_required,False
протягайловка||первомайская улица|31,"Протягайловка, Первомайская улица, дом 31",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,31,1122,w352042588,29.44187,46.82794,6.413,disputed,owner_review_required,False
протягайловка||первомайская улица|31,"Протягайловка, Первомайская улица, дом 31",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,31,1122,n5108197319,29.43718,46.83805,7.511,disputed,owner_review_required,False
протягайловка||первомайская улица|56,"Протягайловка, Первомайская улица, дом 56",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,56,507,w352156648,29.44492,46.824,5.919,disputed,owner_review_required,False
протягайловка||первомайская улица|56,"Протягайловка, Первомайская улица, дом 56",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,56,507,w352346385,29.44211,46.82857,6.471,disputed,owner_review_required,False
протягайловка||первомайская улица|22,"Протягайловка, Первомайская улица, дом 22",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,22,1320,w352160028,29.44367,46.82609,6.169,disputed,owner_review_required,False
протягайловка||первомайская улица|22,"Протягайловка, Первомайская улица, дом 22",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,22,1320,w525027265,29.43833,46.83798,7.492,disputed,owner_review_required,False
бендеры||улица куйбышева|38,"Бендеры, улица Куйбышева, дом 38",улица Куйбышева,Бендеры,,улица Куйбышева,38,324,w352285319,29.45558,46.81799,4.618,disputed,owner_review_required,False
бендеры||улица куйбышева|38,"Бендеры, улица Куйбышева, дом 38",улица Куйбышева,Бендеры,,улица Куйбышева,38,324,w320440060,29.4529,46.82091,4.998,disputed,owner_review_required,False
протягайловка||первомайская улица|33,"Протягайловка, Первомайская улица, дом 33",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,33,1118,w352342442,29.44185,46.82815,6.434,disputed,owner_review_required,False
протягайловка||первомайская улица|33,"Протягайловка, Первомайская улица, дом 33",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,33,1118,n5108197521,29.43715,46.83822,7.524,disputed,owner_review_required,False
протягайловка||первомайская улица|37,"Протягайловка, Первомайская улица, дом 37",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,37,1146,w352342449,29.4417,46.82841,6.466,disputed,owner_review_required,False
протягайловка||первомайская улица|37,"Протягайловка, Первомайская улица, дом 37",Первомайская улица (Протягайловка),Протягайловка,,Первомайская улица,37,1146,n5108197523,29.43716,46.83873,8.302,disputed,owner_review_required,False
протягайловка||главная улица|5,"Протягайловка, Главная улица, дом 5",Главная улица (Протягайловка),Протягайловка,,Главная улица,5,1380,w353974347,29.45,46.81596,4.526,disputed,owner_review_required,False
протягайловка||главная улица|5,"Протягайловка, Главная улица, дом 5",Главная улица (Протягайловка),Протягайловка,,Главная улица,5,1380,w450204070,29.43184,46.82418,7.085,disputed,owner_review_required,False
бендеры||первомайская улица|135,"Бендеры, Первомайская улица, дом 135",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,135,170,n2323072594,29.47951,46.81419,1.532,disputed,owner_review_required,False
бендеры||первомайская улица|135,"Бендеры, Первомайская улица, дом 135",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,135,170,w295335645,29.48175,46.81446,1.822,disputed,owner_review_required,False
бендеры||2-й переулок кутузова|10а,"Бендеры, Липканы, 2-й переулок Кутузова, дом 10а",2-й переулок Кутузова,Бендеры,Липканы,2-й переулок Кутузова,10а,173,n2325809645,29.4849,46.85013,3.893,disputed,owner_review_required,False
бендеры||2-й переулок кутузова|10а,"Бендеры, Липканы, 2-й переулок Кутузова, дом 10а",2-й переулок Кутузова,Бендеры,Липканы,2-й переулок Кутузова,10а,173,w404774419,29.48263,46.85035,3.918,disputed,owner_review_required,False
бендеры||улица петровского|4,"Бендеры, улица Петровского, дом 4",улица Петровского,Бендеры,,улица Петровского,4,544,n4393903809,29.47323,46.84067,3.061,disputed,owner_review_required,False
бендеры||улица петровского|4,"Бендеры, улица Петровского, дом 4",улица Петровского,Бендеры,,улица Петровского,4,544,w116073006,29.47104,46.84049,3.299,disputed,owner_review_required,False
бендеры||улица петровского|4,"Бендеры, улица Петровского, дом 4",улица Петровского,Бендеры,,улица Петровского,4,544,w165763750,29.47321,46.84067,3.062,disputed,owner_review_required,False
