uid,district,street,house,current_zone,snap_m,true_shortest_km,current_osrm_km,current_minus_true_km,overstated_gt_10pct,owner_review_required
n2457591900,Парканы,улица Ленина,89,3,34.4,3.8591,,,False,True
n2457584928,Парканы,улица Ленина,90,3,33.8,3.7221,,,False,True
n2457591901,Парканы,улица Ленина,91,3,18.3,3.8816,,,False,True
n2457584929,Парканы,улица Ленина,92,3,34.0,3.7819,,,False,True
n2457591902,Парканы,улица Ленина,93,3,9.5,3.8816,,,False,True
n2457584930,Парканы,улица Ленина,94,3,27.3,3.7819,,,False,True
n2457591903,Парканы,улица Ленина,95,3,19.7,3.8816,,,False,True
n2457584931,Парканы,улица Ленина,96,3,29.5,3.7819,,,False,True
n2457591904,Парканы,улица Ленина,97,3,34.3,3.8816,,,False,True
n2457584932,Парканы,улица Ленина,98,3,40.6,3.7819,,,False,True
n2457591905,Парканы,улица Ленина,99,3,34.8,3.9764,,,False,True
n2457584933,Парканы,улица Ленина,100,3,56.3,3.7819,,,False,True
n2457591906,Парканы,улица Ленина,101,3,29.1,3.9764,,,False,True
n2457584934,Парканы,улица Ленина,102,3,45.8,3.8816,,,False,True
n2457584935,Парканы,улица Ленина,104,3,35.6,3.8816,,,False,True
n2323343683,Парканы,улица Ленина,105,3,26.7,3.9819,,,False,True
n2457584936,Парканы,улица Ленина,106,3,30.2,3.8816,,,False,True
n2457584903,Парканы,улица Ленина,107,3,47.5,3.9819,,,False,True
n2457584937,Парканы,улица Ленина,108,3,30.6,3.8816,,,False,True
n2457584904,Парканы,улица Ленина,109,3,76.6,3.9819,,,False,True
n2457584905,Парканы,улица Ленина,109,3,61.9,4.1381,,,False,True
n2457584938,Парканы,улица Ленина,110,3,40.2,3.8816,,,False,True
n2457584906,Парканы,улица Ленина,111,3,36.2,4.1381,,,False,True
n2457584939,Парканы,улица Ленина,112,3,53.7,3.8816,,,False,True
n2323343684,Парканы,улица Ленина,113,3,26.9,4.1381,,,False,True
n2457584940,Парканы,улица Ленина,114,3,47.0,3.9819,,,False,True
n2457583320,Парканы,улица Ленина,115,3,62.8,4.3478,,,False,True
n2323343723,Парканы,улица Ленина,116,3,27.9,3.9819,,,False,True
n2323343689,Парканы,улица Ленина,117,3,23.0,4.3478,,,False,True
n2323343724,Парканы,улица Ленина,118,3,22.8,3.9819,,,False,True
n2457591915,Парканы,улица Ленина,119,3,25.9,4.4037,,,False,True
n2457584921,Парканы,улица Ленина,120,3,31.9,3.9819,,,False,True
n2457591916,Парканы,улица Ленина,121,3,15.4,4.4037,,,False,True
n2457584922,Парканы,улица Ленина,122,3,45.5,3.9819,,,False,True
n2457591917,Парканы,улица Ленина,123,3,13.6,4.4037,,,False,True
n2457584923,Парканы,улица Ленина,124,3,59.5,3.9819,,,False,True
n2457591918,Парканы,улица Ленина,125,3,27.2,4.4037,,,False,True
n2457584924,Парканы,улица Ленина,126,3,74.3,3.9819,,,False,True
n2457591920,Парканы,улица Ленина,127,3,40.6,4.4037,,,False,True
n2457584925,Парканы,улица Ленина,128,3,71.2,4.1381,,,False,True
n2457591919,Парканы,улица Ленина,129,3,56.1,4.4037,,,False,True
n2457584920,Парканы,улица Ленина,130,3,48.7,4.1381,,,False,True
n2323343700,Парканы,улица Ленина,131,3,47.3,4.5216,,,False,True
n2457584919,Парканы,улица Ленина,132,3,31.7,4.1381,,,False,True
n2323343710,Парканы,улица Ленина,133,3,50.4,4.7512,,,False,True
w299374553,Парканы,улица Ленина,133а,3,29.8,4.6836,,,False,True
n2457584918,Парканы,улица Ленина,134,3,18.3,4.1381,,,False,True
n2457584917,Парканы,улица Ленина,136,3,21.7,4.1381,,,False,True
n2457584916,Парканы,улица Ленина,138,3,36.0,4.1971,,,False,True
n2457584915,Парканы,улица Ленина,140,3,22.7,4.1971,,,False,True
n2457584914,Парканы,улица Ленина,142,3,24.0,4.1971,,,False,True
n2457591907,Парканы,улица Ленина,144,3,32.5,4.1971,,,False,True
n2457591908,Парканы,улица Ленина,146,3,41.9,4.1971,,,False,True
n2457591909,Парканы,улица Ленина,148,3,53.0,4.1971,,,False,True
n2457591910,Парканы,улица Ленина,150,3,70.6,4.1971,,,False,True
n2457591911,Парканы,улица Ленина,152,3,69.9,4.3478,,,False,True
n2457591912,Парканы,улица Ленина,154,3,51.9,4.3478,,,False,True
n2457591913,Парканы,улица Ленина,156,3,33.5,4.3478,,,False,True
n2457591914,Парканы,улица Ленина,158,3,28.4,4.3478,,,False,True
n2323343727,Парканы,улица Ленина,160,3,36.1,4.4037,,,False,True
w315801269,Парканы,улица Ленина,200,4,112.5,5.6473,,,False,True
n2323152069,Парканы,улица Маяковского,1,3,94.8,4.9642,,,False,True
n2323152072,Парканы,улица Маяковского,3,3,82.6,5.2063,,,False,True
n2457518544,Парканы,улица Маяковского,4,3,30.8,5.0089,,,False,True
n2457518545,Парканы,улица Маяковского,6,3,43.9,5.0089,,,False,True
n2457518546,Парканы,улица Маяковского,8,3,60.2,5.0089,,,False,True
n2457518547,Парканы,улица Маяковского,10,3,73.8,5.0089,,,False,True
n2457518548,Парканы,улица Маяковского,14,3,77.2,5.1726,,,False,True
n2457518549,Парканы,улица Маяковского,16,3,76.2,5.1726,,,False,True
n2457518550,Парканы,улица Маяковского,18,3,77.8,5.1726,,,False,True
n2457518551,Парканы,улица Маяковского,20,3,83.2,5.2063,,,False,True
n2457518552,Парканы,улица Маяковского,22,3,61.3,5.2063,,,False,True
n2457518553,Парканы,улица Маяковского,24,3,39.6,5.2063,,,False,True
n2457518554,Парканы,улица Маяковского,26,3,26.6,5.2063,,,False,True
n2457518555,Парканы,улица Маяковского,28,4,31.6,5.2063,,,False,True
n2457518556,Парканы,улица Маяковского,30,4,43.7,5.2063,,,False,True
n2457518557,Парканы,улица Маяковского,32,4,56.3,5.2063,,,False,True
n2457518558,Парканы,улица Маяковского,34,4,68.8,5.2063,5.5921,0.3858,False,True
n2457518559,Парканы,улица Маяковского,36,4,66.8,5.3505,,,False,True
n2457518560,Парканы,улица Маяковского,38,4,53.4,5.3505,,,False,True
n2457518561,Парканы,улица Маяковского,40,4,39.6,5.3505,,,False,True
n2457518562,Парканы,улица Маяковского,42,4,26.9,5.3505,,,False,True
n2457518563,Парканы,улица Маяковского,46,4,22.1,5.3505,,,False,True
n2323152066,Парканы,улица Маяковского,48,4,27.7,5.3505,,,False,True
n2323152132,Парканы,улица Маяковского,165,3,16.1,5.2063,,,False,True
n2323152073,Парканы,улица Маяковского,168,3,23.0,5.2063,,,False,True
n2323152065,Парканы,улица Маяковского,185,4,22.2,5.3505,,,False,True
n2323152064,Парканы,улица Маяковского,198,4,20.4,5.3505,,,False,True
n2323407298,Парканы,улица Мичурина,2,3,14.7,4.2514,,,False,True
n2458371475,Парканы,улица Мичурина,3,3,31.6,4.2514,,,False,True
n2458367773,Парканы,улица Мичурина,4,3,46.2,4.3455,,,False,True
n2458371479,Парканы,улица Мичурина,5,3,44.0,4.2514,,,False,True
n2458367772,Парканы,улица Мичурина,6,3,11.4,4.3455,,,False,True
n2458371480,Парканы,улица Мичурина,7,3,39.8,4.3455,,,False,True
n2458367771,Парканы,улица Мичурина,8,3,5.8,4.3455,,,False,True
n2458371478,Парканы,улица Мичурина,9,3,26.6,4.3455,,,False,True
n2458367770,Парканы,улица Мичурина,10,3,18.2,4.3455,,,False,True
n2458371477,Парканы,улица Мичурина,11,3,15.9,4.3455,,,False,True
n2458367768,Парканы,улица Мичурина,12,3,40.9,4.3455,,,False,True
n2458371476,Парканы,улица Мичурина,13,3,22.8,4.3455,,,False,True
n2458363389,Парканы,улица Мичурина,14,3,40.2,4.4415,,,False,True
n2458367769,Парканы,улица Мичурина,15,3,35.0,4.3455,,,False,True
n2458363386,Парканы,улица Мичурина,16,3,27.5,4.4415,,,False,True
n2458363390,Парканы,улица Мичурина,17,3,50.1,4.3455,,,False,True
n2458363380,Парканы,улица Мичурина,18,3,13.2,4.4415,,,False,True
n2458363382,Парканы,улица Мичурина,19,3,34.4,4.4415,,,False,True
n2458363376,Парканы,улица Мичурина,20,3,17.4,4.4415,,,False,True
n2458363381,Парканы,улица Мичурина,21,3,22.7,4.4415,,,False,True
n2458363375,Парканы,улица Мичурина,22,3,41.7,4.4415,5.0202,0.5787,True,True
n2458363379,Парканы,улица Мичурина,23,3,23.3,4.4415,,,False,True
n2458363374,Парканы,улица Мичурина,24,3,38.5,4.5369,,,False,True
n2458363378,Парканы,улица Мичурина,25,3,34.7,4.4415,,,False,True
n2458363371,Парканы,улица Мичурина,26,3,24.6,4.5369,,,False,True
n2458363377,Парканы,улица Мичурина,27,3,47.4,4.4415,,,False,True
n2458363370,Парканы,улица Мичурина,28,3,8.5,4.5369,,,False,True
n2458363372,Парканы,улица Мичурина,29,3,29.4,4.5369,,,False,True
n2458363373,Парканы,улица Мичурина,29,3,42.8,4.5369,,,False,True
n2458363363,Парканы,улица Мичурина,30,3,35.0,4.5369,,,False,True
n2458363369,Парканы,улица Мичурина,30а,3,20.8,4.5369,,,False,True
n2458363368,Парканы,улица Мичурина,31,3,20.9,4.5369,5.3422,0.8053,True,True
n2458363362,Парканы,улица Мичурина,32,3,42.7,4.6305,,,False,True
n2458363366,Парканы,улица Мичурина,33,3,20.1,4.5369,,,False,True
n2458363361,Парканы,улица Мичурина,34,3,21.9,4.6305,,,False,True
n2458363365,Парканы,улица Мичурина,35,3,36.4,4.5369,,,False,True
n2458363364,Парканы,улица Мичурина,37,3,47.0,4.6305,,,False,True
n2323589109,Парканы,улица Мичурина,38,3,21.6,4.6305,,,False,True
n2458363360,Парканы,улица Мичурина,39,3,33.1,4.6305,,,False,True
n2458243391,Парканы,улица Мичурина,40,3,29.4,4.7071,,,False,True
n2323589102,Парканы,улица Мичурина,41,3,19.6,4.6305,,,False,True
n2458353526,Парканы,улица Мичурина,42,3,10.9,4.7071,,,False,True
n2323589104,Парканы,улица Мичурина,43,3,20.9,4.6305,,,False,True
n2458317624,Парканы,улица Мичурина,44,3,29.1,4.7071,,,False,True
n2458354171,Парканы,улица Мичурина,46,3,56.4,4.7071,,,False,True
n2458317621,Парканы,улица Мичурина,47,3,34.7,4.7071,,,False,True
n2458354172,Парканы,улица Мичурина,48,3,79.9,4.7071,,,False,True
n2458352180,Парканы,улица Мичурина,49,3,17.0,4.7071,,,False,True
n2458317634,Парканы,улица Мичурина,50,3,99.4,4.9109,,,False,True
n2458352183,Парканы,улица Мичурина,51,3,30.3,4.7071,,,False,True
n2458317637,Парканы,улица Мичурина,52,3,70.8,4.9109,,,False,True
n2458352186,Парканы,улица Мичурина,53,3,52.0,4.7071,,,False,True
n2458355834,Парканы,улица Мичурина,54,3,50.8,4.9109,,,False,True
n2458352883,Парканы,улица Мичурина,55,3,75.8,4.7071,,,False,True
n2458317700,Парканы,улица Мичурина,56,3,33.2,4.9109,,,False,True
n2458350592,Парканы,улица Мичурина,57,3,84.4,4.7288,,,False,True
n2458317698,Парканы,улица Мичурина,58,3,19.5,4.9109,,,False,True
n2458350591,Парканы,улица Мичурина,59,3,75.0,4.9109,,,False,True
n2458317695,Парканы,улица Мичурина,60,3,16.8,4.9109,,,False,True
n2458350590,Парканы,улица Мичурина,61,3,53.5,4.9109,,,False,True
n2458317693,Парканы,улица Мичурина,62,4,30.6,4.9109,,,False,True
n2458350589,Парканы,улица Мичурина,63,3,32.9,4.9402,,,False,True
n2458317680,Парканы,улица Мичурина,64,4,45.1,4.9109,,,False,True
n2458350588,Парканы,улица Мичурина,65,3,17.2,4.9402,,,False,True
n2458317678,Парканы,улица Мичурина,66,4,64.2,4.9109,,,False,True
n2458350587,Парканы,улица Мичурина,67,3,20.4,4.9109,,,False,True
n2458317676,Парканы,улица Мичурина,68,4,84.3,4.9109,,,False,True
n2458317691,Парканы,улица Мичурина,69,4,38.5,4.9109,,,False,True
n2458317672,Парканы,улица Мичурина,70,4,68.7,5.0789,,,False,True
n2458317689,Парканы,улица Мичурина,71,4,57.1,4.9109,,,False,True
n2458317670,Парканы,улица Мичурина,72,4,49.2,5.0789,,,False,True
n2458317686,Парканы,улица Мичурина,73,4,75.4,4.9109,,,False,True
n2458317668,Парканы,улица Мичурина,74,4,33.7,5.0789,,,False,True
n2458317684,Парканы,улица Мичурина,75,4,77.7,5.0789,,,False,True
n2458317666,Парканы,улица Мичурина,76,4,18.8,5.0789,,,False,True
n2458317682,Парканы,улица Мичурина,77,4,64.2,5.0789,,,False,True
n2458317664,Парканы,улица Мичурина,78,4,13.7,5.0789,,,False,True
n4505716990,Парканы,улица Мичурина,78,4,30.4,5.0789,,,False,True
n2458317674,Парканы,улица Мичурина,79,4,45.3,5.0789,,,False,True
n2458317654,Парканы,улица Мичурина,80,4,30.6,5.0789,,,False,True
n2458317662,Парканы,улица Мичурина,81,4,25.0,5.0789,,,False,True
n2458317652,Парканы,улица Мичурина,82,4,50.4,5.0789,,,False,True
n2458317660,Парканы,улица Мичурина,83,4,17.8,5.0789,,,False,True
n4505714558,Парканы,улица Мичурина,83,4,16.9,5.0789,,,False,True
n2458317649,Парканы,улица Мичурина,84,4,52.0,5.2012,,,False,True
n2458317658,Парканы,улица Мичурина,85,4,25.5,5.0789,,,False,True
n2458243384,Парканы,улица Мичурина,86,4,34.9,5.2012,,,False,True
n2458317656,Парканы,улица Мичурина,87,4,38.1,5.0789,,,False,True
n2323589118,Парканы,улица Мичурина,88,4,23.2,5.2012,,,False,True
n2458317647,Парканы,улица Мичурина,89,4,53.8,5.0789,,,False,True
n2323589121,Парканы,улица Мичурина,90,4,24.8,5.2012,,,False,True
n2458317645,Парканы,улица Мичурина,91,4,57.6,5.2012,,,False,True
n2458243387,Парканы,улица Мичурина,93,4,38.6,5.2012,,,False,True
n2323589112,Парканы,улица Мичурина,95,4,26.8,5.2012,,,False,True
n2323589115,Парканы,улица Мичурина,97,4,18.1,5.2012,,,False,True
n2458208198,Парканы,улица Мичурина,99,4,28.4,5.2012,,,False,True
n2458187362,Парканы,улица Мичурина,100,4,22.9,5.2512,,,False,True
n2458208199,Парканы,улица Мичурина,101,4,16.0,5.2512,,,False,True
n2458187365,Парканы,улица Мичурина,102,4,18.2,5.304,,,False,True
n2458208200,Парканы,улица Мичурина,103,4,14.9,5.2512,,,False,True
n2458208202,Парканы,улица Мичурина,103,4,20.3,5.304,,,False,True
n4478927871,Парканы,улица Мичурина,103,4,30.2,5.2012,,,False,True
n2458187368,Парканы,улица Мичурина,104,4,16.0,5.304,,,False,True
n2458208214,Парканы,улица Мичурина,104,4,97.1,5.304,,,False,True
n2458208201,Парканы,улица Мичурина,105,4,26.7,5.2512,,,False,True
n2458208204,Парканы,улица Мичурина,105,4,11.7,5.304,,,False,True
n2458208209,Парканы,улица Мичурина,106,4,30.7,5.304,,,False,True
n2458208213,Парканы,улица Мичурина,106,4,113.3,5.5411,,,False,True
n2458208205,Парканы,улица Мичурина,107,4,18.7,5.304,,,False,True
n2458208210,Парканы,улица Мичурина,108,4,49.7,5.304,,,False,True
n2458208212,Парканы,улица Мичурина,108,4,90.6,5.5411,,,False,True
n2458208206,Парканы,улица Мичурина,109,4,36.7,5.304,,,False,True
n2458187359,Парканы,улица Мичурина,110,4,65.9,5.5411,,,False,True
n2458208211,Парканы,улица Мичурина,110,4,69.3,5.304,,,False,True
n2458208207,Парканы,улица Мичурина,111,4,53.6,5.304,,,False,True
n2458208208,Парканы,улица Мичурина,113,4,74.0,5.304,,,False,True
n2458187353,Парканы,улица Мичурина,114,4,29.2,5.5411,,,False,True
n2458187349,Парканы,улица Мичурина,116,4,9.3,5.5411,,,False,True
n2458125641,Парканы,улица Мичурина,118,4,23.3,5.5411,,,False,True
n2458125642,Парканы,улица Мичурина,120,4,20.2,5.6088,,,False,True
n2458187356,Парканы,улица Мичурина,120,4,46.5,5.5411,,,False,True
n2458208567,Парканы,улица Мичурина,121,4,97.2,5.304,,,False,True
n2458125643,Парканы,улица Мичурина,122,4,12.1,5.6088,,,False,True
n4478922973,Парканы,улица Мичурина,122,4,20.8,5.5411,,,False,True
n2458209279,Парканы,улица Мичурина,123,4,113.4,5.5668,,,False,True
n2458125644,Парканы,улица Мичурина,124,4,13.1,5.6337,,,False,True
n2458208568,Парканы,улица Мичурина,125,4,93.3,5.5668,,,False,True
n2458166488,Парканы,улица Мичурина,126,4,18.7,5.6615,,,False,True
n2458125639,Парканы,улица Мичурина,127,4,69.0,5.5668,,,False,True
n2458166489,Парканы,улица Мичурина,128,4,11.9,5.6878,,,False,True
n2323589124,Парканы,улица Мичурина,129,4,33.2,5.5668,,,False,True
n2458166493,Парканы,улица Мичурина,130,4,18.0,5.7184,,,False,True
n2323589127,Парканы,улица Мичурина,131,4,16.8,5.5668,,,False,True
n2458166494,Парканы,улица Мичурина,132,4,14.7,5.7184,,,False,True
n2458125640,Парканы,улица Мичурина,133,4,35.8,5.5668,,,False,True
n2458166495,Парканы,улица Мичурина,134,4,30.8,5.7184,,,False,True
n2458166486,Парканы,улица Мичурина,135,4,22.8,5.6088,,,False,True
n2458166496,Парканы,улица Мичурина,136,4,48.8,5.7184,,,False,True
n2458166487,Парканы,улица Мичурина,137,4,15.1,5.6088,,,False,True
n2458166497,Парканы,улица Мичурина,138,4,49.6,5.833,,,False,True
n2458166485,Парканы,улица Мичурина,139,4,11.7,5.6337,,,False,True
n2458166498,Парканы,улица Мичурина,140,4,25.9,5.833,,,False,True
n4552707595,Парканы,улица Мичурина,140,4,43.1,5.7184,,,False,True
n2458166490,Парканы,улица Мичурина,141,4,20.9,5.6615,,,False,True
n2458166499,Парканы,улица Мичурина,142,4,12.1,5.833,,,False,True
n2458166491,Парканы,улица Мичурина,143,4,16.5,5.6615,,,False,True
n2458166500,Парканы,улица Мичурина,144,4,31.1,5.833,,,False,True
n2458166492,Парканы,улица Мичурина,145,4,21.7,5.6878,,,False,True
n2458166504,Парканы,улица Мичурина,145а,4,20.6,5.6878,,,False,True
n2458166501,Парканы,улица Мичурина,146,4,13.5,5.893,,,False,True
n2458166505,Парканы,улица Мичурина,147,4,18.1,5.7184,,,False,True
n2458166502,Парканы,улица Мичурина,148,4,22.2,5.893,,,False,True
n2458166506,Парканы,улица Мичурина,149,4,19.2,5.7184,,,False,True
n2458166503,Парканы,улица Мичурина,150,4,14.6,5.9422,,,False,True
n2458166507,Парканы,улица Мичурина,151,4,35.5,5.7184,,,False,True
n2458166508,Парканы,улица Мичурина,153,4,52.6,5.7184,,,False,True
n2458166522,Парканы,улица Мичурина,154,4,60.7,5.9422,,,False,True
n2458166509,Парканы,улица Мичурина,155,4,48.6,5.833,,,False,True
n2458166523,Парканы,улица Мичурина,156,4,78.5,5.9422,,,False,True
n2458166524,Парканы,улица Мичурина,156а,4,95.1,5.9422,,,False,True
n2458166510,Парканы,улица Мичурина,157,4,28.0,5.833,,,False,True
n2458166525,Парканы,улица Мичурина,158,4,85.8,6.1355,,,False,True
n2458166511,Парканы,улица Мичурина,159,4,27.2,5.833,,,False,True
n4478922972,Парканы,улица Мичурина,159,4,63.7,5.833,,,False,True
n2458166528,Парканы,улица Мичурина,160,4,66.5,6.1355,,,False,True
n2458166512,Парканы,улица Мичурина,161,4,23.6,5.893,,,False,True
n2458166527,Парканы,улица Мичурина,162,4,46.7,6.1355,,,False,True
n2458166513,Парканы,улица Мичурина,163,4,28.8,5.893,,,False,True
n2458166529,Парканы,улица Мичурина,164,4,31.8,6.1355,,,False,True
n2458166514,Парканы,улица Мичурина,165,4,19.4,5.9422,,,False,True
n2458170163,Парканы,улица Мичурина,166,4,20.3,6.1355,,,False,True
n2458166515,Парканы,улица Мичурина,167,4,21.4,5.9422,,,False,True
n2458170184,Парканы,улица Мичурина,168,4,23.8,6.1355,,,False,True
n2458166516,Парканы,улица Мичурина,169,4,41.6,5.9422,,,False,True
n2458170187,Парканы,улица Мичурина,170,4,36.6,6.1355,,,False,True
n2458166517,Парканы,улица Мичурина,171,4,58.3,5.9422,,,False,True
n2458166518,Парканы,улица Мичурина,171а,4,77.8,5.9422,,,False,True
n2458170190,Парканы,улица Мичурина,172,4,58.2,6.1355,,,False,True
n2458166519,Парканы,улица Мичурина,173,4,96.5,5.9422,,,False,True
n2458170193,Парканы,улица Мичурина,174,4,83.4,6.1355,,,False,True
n2458166520,Парканы,улица Мичурина,175,4,80.3,6.1355,,,False,True
n4393903885,Парканы,улица Мичурина,175,4,82.9,5.9422,,,False,True
n2458170196,Парканы,улица Мичурина,176,4,88.4,6.3262,,,False,True
n2458166521,Парканы,улица Мичурина,177,4,56.2,6.1355,,,False,True
n2458170199,Парканы,улица Мичурина,178,4,67.4,6.3262,,,False,True
n2458166526,Парканы,улица Мичурина,179,4,35.8,6.1355,,,False,True
n2458170202,Парканы,улица Мичурина,180,4,30.5,6.3262,,,False,True
n2458170166,Парканы,улица Мичурина,181,4,21.0,6.1355,,,False,True
n2458170169,Парканы,улица Мичурина,183,4,13.8,6.1355,,,False,True
n2458170173,Парканы,улица Мичурина,185,4,28.5,6.1355,,,False,True
n2458170176,Парканы,улица Мичурина,187,4,45.8,6.1355,,,False,True
n2323589133,Парканы,улица Мичурина,188,4,51.1,6.3262,,,False,True
n2458170179,Парканы,улица Мичурина,189,4,63.6,6.1355,,,False,True
n2458170182,Парканы,улица Мичурина,191,4,82.6,6.1355,,,False,True
n2458170212,Парканы,улица Мичурина,193,4,87.8,6.3262,,,False,True
n2458170209,Парканы,улица Мичурина,195,4,70.2,6.3262,,,False,True
n2458170206,Парканы,улица Мичурина,197,4,48.5,6.3262,,,False,True
n2458170203,Парканы,улица Мичурина,199,4,31.0,6.3262,,,False,True
n2323589130,Парканы,улица Мичурина,201,4,19.7,6.3262,,,False,True
n2323407290,Парканы,улица Петра Николаева,1,3,22.4,3.8347,,,False,True
n2323407291,Парканы,улица Петра Николаева,2,3,13.9,3.8481,,,False,True
n2459682666,Парканы,улица Петра Николаева,3,3,40.5,3.8347,,,False,True
n2459682646,Парканы,улица Петра Николаева,4,3,30.1,3.8481,,,False,True
n2459682667,Парканы,улица Петра Николаева,5,3,20.7,3.9146,,,False,True
n2459682647,Парканы,улица Петра Николаева,6,3,33.3,3.9146,,,False,True
n2459682668,Парканы,улица Петра Николаева,7,3,11.7,3.9146,,,False,True
n2459682648,Парканы,улица Петра Николаева,8,3,19.6,3.9146,,,False,True
n2459682669,Парканы,улица Петра Николаева,9,3,33.9,3.9146,,,False,True
n2459682649,Парканы,улица Петра Николаева,10,3,4.3,3.9146,,,False,True
n2459682670,Парканы,улица Петра Николаева,11,3,54.6,3.9146,,,False,True
n2459682650,Парканы,улица Петра Николаева,12,3,14.1,3.9146,,,False,True
n2459682671,Парканы,улица Петра Николаева,13,3,73.9,3.9146,,,False,True
n2459682651,Парканы,улица Петра Николаева,14,3,30.8,3.9146,,,False,True
n2459682672,Парканы,улица Петра Николаева,15,3,97.9,3.9146,,,False,True
n2459682652,Парканы,улица Петра Николаева,16,3,43.3,3.9146,,,False,True
n2459682673,Парканы,улица Петра Николаева,17,3,88.4,4.1244,,,False,True
n2459682653,Парканы,улица Петра Николаева,18,3,63.2,3.9146,,,False,True
n2459682674,Парканы,улица Петра Николаева,19,3,68.1,4.1244,,,False,True
n2459682654,Парканы,улица Петра Николаева,20,3,79.4,3.9146,,,False,True
n2459682675,Парканы,улица Петра Николаева,21,3,45.4,4.1244,,,False,True
n2459682655,Парканы,улица Петра Николаева,22,3,102.5,3.9146,,,False,True
n2459682676,Парканы,улица Петра Николаева,23,3,22.4,4.1244,,,False,True
n2459682656,Парканы,улица Петра Николаева,24,3,79.4,4.1244,,,False,True
n2459682677,Парканы,улица Петра Николаева,25,3,11.3,4.1244,,,False,True
n2459682657,Парканы,улица Петра Николаева,26,3,57.2,4.1244,,,False,True
n2459682678,Парканы,улица Петра Николаева,27,3,26.5,4.1244,,,False,True
n2459682658,Парканы,улица Петра Николаева,28,3,34.7,4.1244,,,False,True
n2459682679,Парканы,улица Петра Николаева,29,3,47.0,4.1244,,,False,True
n2459682659,Парканы,улица Петра Николаева,30,3,15.1,4.1244,,,False,True
n2459682680,Парканы,улица Петра Николаева,31,3,75.5,4.1244,,,False,True
n2459682660,Парканы,улица Петра Николаева,32,3,11.4,4.1244,,,False,True
n2459682681,Парканы,улица Петра Николаева,33,3,47.1,4.2763,,,False,True
n2459682661,Парканы,улица Петра Николаева,34,3,33.2,4.1244,,,False,True
n2459682682,Парканы,улица Петра Николаева,35,3,26.2,4.2763,,,False,True
n2459682662,Парканы,улица Петра Николаева,36,3,63.3,4.1244,,,False,True
n2323589031,Парканы,улица Петра Николаева,37,3,6.9,4.2929,,,False,True
n2459682663,Парканы,улица Петра Николаева,38,3,63.5,4.2973,,,False,True
n2459721898,Парканы,улица Петра Николаева,39,3,23.5,4.2929,,,False,True
n2459682664,Парканы,улица Петра Николаева,40,3,42.5,4.2973,,,False,True
n2459721901,Парканы,улица Петра Николаева,41,3,40.2,4.2929,,,False,True
n2459682665,Парканы,улица Петра Николаева,42,3,21.3,4.2763,,,False,True
n2459721904,Парканы,улица Петра Николаева,43,3,55.7,4.2929,,,False,True
n2323589027,Парканы,улица Петра Николаева,44,3,11.6,4.2973,,,False,True
n2459721907,Парканы,улица Петра Николаева,45,3,70.4,4.2929,,,False,True
n2459682683,Парканы,улица Петра Николаева,46,3,32.8,4.2763,,,False,True
n2459721910,Парканы,улица Петра Николаева,47,3,85.0,4.2929,,,False,True
n2459682684,Парканы,улица Петра Николаева,48,3,66.2,4.2763,,,False,True
n2459721913,Парканы,улица Петра Николаева,49,3,101.3,4.2929,,,False,True
n2459682685,Парканы,улица Петра Николаева,50,3,97.3,4.2763,,,False,True
n2459721915,Парканы,улица Петра Николаева,51,3,121.6,4.2929,,,False,True
n2459682686,Парканы,улица Петра Николаева,52,3,130.7,4.2929,,,False,True
n2459721918,Парканы,улица Петра Николаева,53,3,115.9,4.4052,,,False,True
n2459682687,Парканы,улица Петра Николаева,54,3,136.0,4.4052,,,False,True
n2459721921,Парканы,улица Петра Николаева,55,3,112.4,4.4052,,,False,True
n2459682688,Парканы,улица Петра Николаева,56,3,134.8,4.4052,,,False,True
n2459721924,Парканы,улица Петра Николаева,57,3,107.5,4.4052,,,False,True
n2459682689,Парканы,улица Петра Николаева,58,3,133.9,4.4052,,,False,True
n2459721927,Парканы,улица Петра Николаева,59,3,106.6,4.4052,,,False,True
n2459682690,Парканы,улица Петра Николаева,60,3,130.5,4.6322,,,False,True
n2459721930,Парканы,улица Петра Николаева,61,3,108.2,4.4052,,,False,True
n2459682691,Парканы,улица Петра Николаева,62,3,106.7,4.6322,,,False,True
n2459721932,Парканы,улица Петра Николаева,63,3,109.9,4.4052,,,False,True
n2459682692,Парканы,улица Петра Николаева,64,3,80.0,4.6322,,,False,True
n2459721934,Парканы,улица Петра Николаева,65,3,114.8,4.4052,,,False,True
n2459682693,Парканы,улица Петра Николаева,66,3,54.7,4.6322,,,False,True
n2459721935,Парканы,улица Петра Николаева,67,3,111.8,4.6322,,,False,True
n2459682694,Парканы,улица Петра Николаева,68,3,32.4,4.6322,,,False,True
n2459721936,Парканы,улица Петра Николаева,69,3,94.5,4.6322,,,False,True
n2459682695,Парканы,улица Петра Николаева,70,3,13.7,4.6322,,,False,True
n2459721939,Парканы,улица Петра Николаева,71,3,79.7,4.6322,,,False,True
n2459682696,Парканы,улица Петра Николаева,72,3,17.1,4.6322,,,False,True
n2459721943,Парканы,улица Петра Николаева,73,3,62.8,4.6322,,,False,True
n2459682697,Парканы,улица Петра Николаева,74,4,36.8,4.6322,,,False,True
n2459721946,Парканы,улица Петра Николаева,75,3,50.0,4.6322,,,False,True
n2459682698,Парканы,улица Петра Николаева,76,4,55.8,4.6322,,,False,True
n2459721949,Парканы,улица Петра Николаева,77,3,35.8,4.6322,,,False,True
