uid,district,street,house,current_zone,snap_m,true_shortest_km,current_osrm_km,current_minus_true_km,overstated_gt_10pct,owner_review_required
w209416017,Хомутяновка,улица 40 лет Советской Пионерии,72,3,37.4,5.0519,5.2476,0.1957,False,True
w209416090,Хомутяновка,улица 40 лет Советской Пионерии,74,3,24.0,5.0519,5.2371,0.1852,False,True
w209287683,Хомутяновка,улица 40 лет Советской Пионерии,76,3,22.6,5.0325,5.2375,0.205,False,True
w318070645,Хомутяновка,улица 50 лет ВЛКСМ,1,4,28.4,5.2166,6.251,1.0344,True,True
w318072368,Борисовка,улица 50 лет ВЛКСМ,5,3,24.0,4.5765,6.0936,1.5171,True,True
w399052058,Хомутяновка,улица 50 лет ВЛКСМ,5а/1,3,43.1,4.8575,5.8865,1.029,True,True
w184989565,Хомутяновка,улица 50 лет ВЛКСМ,5а/4,3,108.4,4.8225,5.855,1.0325,True,True
w373899387,Хомутяновка,улица 50 лет ВЛКСМ,6,4,23.4,5.3514,6.3929,1.0415,True,True
n3773251959,Хомутяновка,улица 50 лет ВЛКСМ,6а,3,28.2,5.3514,6.3985,1.0471,True,True
w373899213,Хомутяновка,улица 50 лет ВЛКСМ,6а,3,31.7,5.3642,5.9638,0.5996,True,True
n4162783293,Хомутяновка,улица 50 лет ВЛКСМ,7а,4,9.0,5.4835,5.991,0.5075,False,True
n8929118892,Хомутяновка,улица 50 лет ВЛКСМ,7а,4,18.9,5.4803,6.0101,0.5298,False,True
w209273607,Хомутяновка,улица 50 лет ВЛКСМ,7а,4,18.4,5.4871,6.6681,1.181,True,True
w209273604,Хомутяновка,улица 50 лет ВЛКСМ,11,4,33.1,5.3167,6.3757,1.059,True,True
w209273610,Хомутяновка,улица 50 лет ВЛКСМ,13,3,22.0,4.7835,6.0127,1.2292,True,True
w516134057,Борисовка,улица 50 лет ВЛКСМ,19а,3,8.0,4.6951,5.9445,1.2494,True,True
w317148591,Борисовка,улица 50 лет ВЛКСМ,21,3,26.5,4.7054,5.9833,1.2779,True,True
w317148594,Борисовка,улица 50 лет ВЛКСМ,25,3,52.2,4.832,6.0371,1.2051,True,True
w317148596,Борисовка,улица 50 лет ВЛКСМ,27,3,36.7,4.832,6.0536,1.2216,True,True
w317148597,Борисовка,улица 50 лет ВЛКСМ,29,3,21.4,4.832,6.0796,1.2476,True,True
w317148599,Борисовка,улица 50 лет ВЛКСМ,31,3,17.6,4.832,6.0875,1.2555,True,True
w209273637,Борисовка,улица 50 лет ВЛКСМ,50,3,24.5,4.7233,6.0618,1.3385,True,True
w209273585,Хомутяновка,улица 50 лет ВЛКСМ,50а,3,20.5,4.7835,5.9893,1.2058,True,True
w304053793,Хомутяновка,улица 50 лет ВЛКСМ,52б,3,27.4,4.8594,5.7543,0.8949,True,True
w161058100,Хомутяновка,улица Академика Фёдорова,3,1,19.0,1.3537,1.3544,0.0007,False,True
w161058096,Хомутяновка,улица Академика Фёдорова,5,1,39.5,1.4742,1.4735,-0.0007,False,True
w222774404,Хомутяновка,улица Академика Фёдорова,16,1,17.7,1.282,1.3179,0.0359,False,True
w222774405,Хомутяновка,улица Академика Фёдорова,16,1,39.4,1.282,1.3519,0.0699,False,True
w222774403,Хомутяновка,улица Академика Фёдорова,18,1,19.4,1.3725,1.4397,0.0672,False,True
w222774402,Хомутяновка,улица Академика Фёдорова,20,1,23.5,1.3725,1.4103,0.0378,False,True
w222774401,Хомутяновка,улица Академика Фёдорова,24,1,25.3,1.3968,1.4447,0.0479,False,True
w222774400,Хомутяновка,улица Академика Фёдорова,26,1,48.8,1.4954,1.485,-0.0104,False,True
w222774399,Хомутяновка,улица Академика Фёдорова,28,1,20.8,1.4954,1.5231,0.0277,False,True
w136395357,Хомутяновка,улица Академика Фёдорова,30,1,34.8,1.5333,1.5513,0.018,False,True
w319223038,Борисовка,улица Богдана Хмельницкого,1,4,41.7,4.5423,6.4421,1.8998,True,True
n2322112854,Борисовка,улица Богдана Хмельницкого,2,4,36.5,4.5839,6.4332,1.8493,True,True
w209267135,Борисовка,улица Богдана Хмельницкого,3,4,26.1,4.385,6.2743,1.8893,True,True
w209267157,Борисовка,улица Богдана Хмельницкого,16,4,29.2,4.3222,6.2697,1.9475,True,True
w318071344,Борисовка,улица Богдана Хмельницкого,18,4,48.4,4.385,6.2572,1.8722,True,True
w318071347,Борисовка,улица Богдана Хмельницкого,19,4,23.0,4.5126,6.279,1.7664,True,True
w209267146,Борисовка,улица Богдана Хмельницкого,20,4,25.2,4.385,6.2398,1.8548,True,True
w318071350,Борисовка,улица Богдана Хмельницкого,21,4,22.8,4.5126,6.28,1.7674,True,True
w209267170,Борисовка,улица Богдана Хмельницкого,22,4,20.9,4.385,6.2241,1.8391,True,True
w209267180,Борисовка,улица Богдана Хмельницкого,24,4,22.5,4.4129,6.2196,1.8067,True,True
w318072376,Борисовка,улица Богдана Хмельницкого,24,4,17.7,4.5126,6.3129,1.8003,True,True
w209267156,Борисовка,улица Богдана Хмельницкого,26,4,24.3,4.4129,6.219,1.8061,True,True
w209267127,Борисовка,улица Богдана Хмельницкого,28,4,34.3,4.4129,6.1715,1.7586,True,True
w315109552,Хомутяновка,улица Бориса Главана,3,3,43.5,4.1232,4.328,0.2048,False,True
w315109554,Хомутяновка,улица Бориса Главана,5,3,27.5,4.1232,4.3105,0.1873,False,True
w315109553,Хомутяновка,улица Бориса Главана,5а,3,22.4,4.1121,4.2761,0.164,False,True
w319386246,Хомутяновка,улица Бориса Главана,7,3,19.9,4.2261,4.3749,0.1488,False,True
w319386245,Хомутяновка,улица Бориса Главана,9,3,28.3,4.2261,4.4143,0.1882,False,True
w352314379,Хомутяновка,улица Бориса Главана,11,3,45.0,4.331,4.4535,0.1225,False,True
w352314370,Хомутяновка,улица Бориса Главана,13,3,18.2,4.331,4.5029,0.1719,False,True
w352314367,Хомутяновка,улица Бориса Главана,15,3,38.3,4.4081,4.5377,0.1296,False,True
w304088451,Хомутяновка,улица Бориса Главана,16,3,38.7,4.2106,4.3461,0.1355,False,True
w352314365,Хомутяновка,улица Бориса Главана,17,3,28.3,4.4081,4.5574,0.1493,False,True
w304088450,Хомутяновка,улица Бориса Главана,18,3,45.2,4.1232,4.3291,0.2059,False,True
w352313738,Хомутяновка,улица Бориса Главана,19,3,27.2,4.4258,4.6125,0.1867,False,True
w315109561,Хомутяновка,улица Бориса Главана,20,3,33.9,4.1232,4.3172,0.194,False,True
w315109559,Хомутяновка,улица Бориса Главана,22,3,50.8,4.1232,4.3303,0.2071,False,True
n4988630721,Хомутяновка,улица Бориса Главана,24,3,43.5,4.2261,4.3511,0.125,False,True
w318406787,Хомутяновка,улица Бориса Главана,24а,3,31.9,4.2261,4.4155,0.1894,False,True
w318406793,Хомутяновка,улица Бориса Главана,32а,3,22.6,4.4567,4.6368,0.1801,False,True
w320343108,Хомутяновка,улица Бориса Главана,34,3,41.0,4.4567,4.6584,0.2017,False,True
w352285322,Хомутяновка,улица Бориса Главана,40,3,18.8,4.4258,4.5989,0.1731,False,True
w352314106,Хомутяновка,улица Бориса Главана,42,3,25.7,4.4258,4.6103,0.1845,False,True
w352314156,Хомутяновка,улица Бориса Главана,44,3,63.1,4.5622,4.6677,0.1055,False,True
w285071411,Хомутяновка,улица Бориса Главана,46,3,15.2,4.5622,4.724,0.1618,False,True
w304088445,Хомутяновка,улица Бориса Главана,47,3,59.7,4.1232,4.3446,0.2214,False,True
w285071413,Хомутяновка,улица Бориса Главана,48,3,25.0,4.5727,4.7598,0.1871,False,True
w304088447,Хомутяновка,улица Бориса Главана,49,3,45.1,4.1232,4.3294,0.2062,False,True
w352365957,Хомутяновка,улица Бориса Главана,50,3,30.0,4.5727,4.7768,0.2041,False,True
w304088449,Хомутяновка,улица Бориса Главана,51,3,31.0,4.1232,4.312,0.1888,False,True
w352365954,Хомутяновка,улица Бориса Главана,52,3,27.3,4.5374,4.8045,0.2671,False,True
w315109562,Хомутяновка,улица Бориса Главана,144,3,41.5,4.1232,4.3259,0.2027,False,True
w302369880,Хомутяновка,улица Бородина,1,3,21.9,5.0944,5.3291,0.2347,False,True
w302369881,Хомутяновка,улица Бородина,1,3,32.0,5.0338,5.3467,0.3129,False,True
w209287633,Хомутяновка,улица Бородина,2,3,12.0,5.0337,5.2068,0.1731,False,True
w209287684,Хомутяновка,улица Бородина,2,3,16.2,4.9876,5.1636,0.176,False,True
w302074745,Хомутяновка,улица Бородина,7,3,33.0,4.9648,5.1565,0.1917,False,True
w209287662,Хомутяновка,улица Бородина,9,3,26.7,4.9755,5.158,0.1825,False,True
w295088583,Хомутяновка,улица Бородина,9,3,27.1,4.9648,5.1388,0.174,False,True
w209287658,Хомутяновка,улица Бородина,13,3,29.4,4.9288,5.1143,0.1855,False,True
w295998442,Хомутяновка,улица Бородина,13,3,33.7,4.9425,5.0802,0.1377,False,True
w295998440,Хомутяновка,улица Бородина,15,3,46.5,4.9425,5.0642,0.1217,False,True
n2321994021,Хомутяновка,улица Бородина,17,3,28.7,4.8481,5.0373,0.1892,False,True
w209654275,Хомутяновка,улица Бородина,17,3,44.5,4.9425,5.0641,0.1216,False,True
w209287645,Хомутяновка,улица Бородина,78,3,28.2,5.0325,5.18,0.1475,False,True
w209287674,Хомутяновка,улица Бородина,80,3,34.0,4.9755,5.1652,0.1897,False,True
w209287638,Хомутяновка,улица Бородина,82,3,24.6,4.9755,5.1502,0.1747,False,True
w209287699,Хомутяновка,улица Бородина,84,3,21.7,4.9755,5.1367,0.1612,False,True
w318051676,Борисовка,улица Гастелло,1,2,16.7,3.8652,4.2329,0.3677,False,True
w318051675,Борисовка,улица Гастелло,2,2,42.8,3.7985,4.2618,0.4633,True,True
w318051677,Борисовка,улица Гастелло,3,2,32.2,3.8652,4.2483,0.3831,False,True
w318051682,Борисовка,улица Гастелло,4,2,47.7,3.7985,4.2785,0.48,True,True
w318051680,Борисовка,улица Гастелло,5,2,44.5,3.8652,4.2633,0.3981,True,True
w318051685,Борисовка,улица Гастелло,6,2,55.4,3.7985,4.2925,0.494,True,True
w318051681,Борисовка,улица Гастелло,7,2,60.2,3.8652,4.2796,0.4144,True,True
w318051687,Борисовка,улица Гастелло,8,2,67.0,3.7985,4.3068,0.5083,True,True
w318051683,Борисовка,улица Гастелло,9,2,74.0,3.8652,4.2935,0.4283,True,True
w318051690,Борисовка,улица Гастелло,10,2,58.9,3.717,4.3224,0.6054,True,True
w318051686,Борисовка,улица Гастелло,11,2,79.5,4.131,4.3087,0.1777,False,True
w318057739,Борисовка,улица Гастелло,12,2,63.6,3.717,4.3351,0.6181,True,True
w318051691,Борисовка,улица Гастелло,13,2,78.7,4.131,4.3226,0.1916,False,True
w318057740,Борисовка,улица Гастелло,14,2,52.9,4.1177,4.3532,0.2355,False,True
w318051694,Борисовка,улица Гастелло,15,2,75.1,4.131,4.3375,0.2065,False,True
w318057742,Борисовка,улица Гастелло,16,2,45.0,4.1177,4.3652,0.2475,False,True
w318057744,Борисовка,улица Гастелло,17,2,73.1,4.0691,4.354,0.2849,False,True
w318057743,Борисовка,улица Гастелло,18,2,33.9,4.1177,4.3809,0.2632,False,True
w318057745,Борисовка,улица Гастелло,19,2,62.7,4.0691,4.3664,0.2973,False,True
w318058440,Борисовка,улица Гастелло,21,2,45.6,4.0691,4.3825,0.3134,False,True
w318058441,Борисовка,улица Гастелло,23,3,20.3,4.0691,4.7035,0.6344,True,True
w222764128,Хомутяновка,улица Георге Асаке,8,2,75.5,2.313,2.4511,0.1381,False,True
n2322107957,Борисовка,улица Герцена,1,4,62.6,4.3161,6.6465,2.3304,True,True
w319226856,Борисовка,улица Герцена,2,4,34.9,4.3161,6.7108,2.3947,True,True
w319226855,Борисовка,улица Герцена,4,4,45.8,4.3161,6.7225,2.4064,True,True
w319226853,Борисовка,улица Герцена,6,4,62.0,4.3161,6.6484,2.3323,True,True
w319226848,Борисовка,улица Герцена,8,4,79.3,4.3161,6.6316,2.3155,True,True
w319226838,Борисовка,улица Герцена,9,4,109.6,4.3161,6.6001,2.284,True,True
n2322112853,Борисовка,улица Герцена,17,4,45.3,4.5423,6.5265,1.9842,True,True
n2337326463,Борисовка,улица Глядковской,1,3,23.5,4.155,4.495,0.34,False,True
n2337326464,Борисовка,улица Глядковской,3,2,0.4,4.0685,4.425,0.3565,False,True
n2337326466,Борисовка,улица Глядковской,7,2,22.7,3.8562,4.2318,0.3756,False,True
w297047597,Борисовка,улица Глядковской,7,2,78.9,3.8562,4.2184,0.3622,False,True
w316026073,Борисовка,улица Глядковской,7,2,45.3,3.9816,4.3348,0.3532,False,True
w316026076,Борисовка,улица Глядковской,7,2,10.7,3.8562,4.2045,0.3483,False,True
w306219481,Борисовка,улица Глядковской,7а,2,62.8,3.9075,4.2505,0.343,False,True
w223680351,Борисовка,улица Глядковской,9,2,78.7,3.9943,4.1264,0.1321,False,True
w223680911,Борисовка,улица Глядковской,9а,2,60.7,3.8562,4.1541,0.2979,False,True
w316026074,Борисовка,улица Глядковской,9б,2,52.6,3.9943,4.3503,0.356,False,True
w223680282,Борисовка,улица Глядковской,11,2,44.4,3.6929,4.0874,0.3945,True,True
w306219488,Борисовка,улица Глядковской,12а,2,18.9,3.6549,4.0189,0.364,False,True
w306219489,Борисовка,улица Глядковской,14,2,22.4,3.6549,3.9968,0.3419,False,True
w317149178,Хомутяновка,улица Гоголя,1,4,26.3,5.1161,6.1953,1.0792,True,True
w318070643,Хомутяновка,улица Гоголя,2,4,50.7,5.1197,6.2273,1.1076,True,True
w317149177,Хомутяновка,улица Гоголя,3,4,39.5,5.1197,6.2129,1.0932,True,True
w318070647,Хомутяновка,улица Гоголя,4,3,64.3,5.2166,5.8883,0.6717,True,True
w317149174,Хомутяновка,улица Гоголя,5,4,57.0,5.1197,6.2301,1.1104,True,True
w318070648,Хомутяновка,улица Гоголя,6,3,60.0,5.2166,5.8739,0.6573,True,True
w317149169,Хомутяновка,улица Гоголя,7,3,69.6,5.1197,5.8871,0.7674,True,True
w318070642,Хомутяновка,улица Гоголя,8,3,57.4,5.2166,5.8573,0.6407,True,True
w317149168,Хомутяновка,улица Гоголя,9,3,72.4,5.2698,5.8724,0.6026,True,True
w318070638,Хомутяновка,улица Гоголя,10,3,47.7,5.2698,5.843,0.5732,True,True
w317149167,Хомутяновка,улица Гоголя,11,3,58.0,5.2698,5.8573,0.5875,True,True
w317149166,Хомутяновка,улица Гоголя,13,3,42.1,5.2698,5.8407,0.5709,True,True
w318070633,Хомутяновка,улица Гоголя,14,3,16.7,5.2698,5.8169,0.5471,True,True
w318070632,Хомутяновка,улица Гоголя,16,3,33.3,5.2698,5.7666,0.4968,False,True
w318070628,Хомутяновка,улица Гоголя,18,3,49.4,5.2698,5.7502,0.4804,False,True
w317051479,Хомутяновка,улица Гоголя,19,3,38.2,5.2698,5.7649,0.4951,False,True
w318070625,Хомутяновка,улица Гоголя,20,3,65.7,5.2698,5.7338,0.464,False,True
w317051473,Хомутяновка,улица Гоголя,21,3,51.9,5.2698,5.7501,0.4803,False,True
w317149194,Хомутяновка,улица Гоголя,22,3,66.2,5.4167,5.7168,0.3001,False,True
w317051468,Хомутяновка,улица Гоголя,23,3,68.3,5.2698,5.7331,0.4633,False,True
w317149190,Хомутяновка,улица Гоголя,24,3,51.5,5.4167,5.7016,0.2849,False,True
w317051471,Хомутяновка,улица Гоголя,25,3,76.8,5.4167,5.7184,0.3017,False,True
w317149187,Хомутяновка,улица Гоголя,26,3,37.0,5.4167,5.6872,0.2705,False,True
w317051463,Хомутяновка,улица Гоголя,27,3,53.1,5.4167,5.7015,0.2848,False,True
w317051459,Хомутяновка,улица Гоголя,29,3,38.3,5.4167,5.6847,0.268,False,True
w316785294,Хомутяновка,улица Гоголя,32,3,29.1,5.4167,5.6784,0.2617,False,True
w316759508,Хомутяновка,улица Гоголя,34,3,45.6,5.4167,5.6101,0.1934,False,True
w316785291,Хомутяновка,улица Гоголя,35,3,35.9,5.4167,5.6815,0.2648,False,True
w316759464,Хомутяновка,улица Гоголя,36,3,60.1,5.4167,5.5951,0.1784,False,True
w316785290,Хомутяновка,улица Гоголя,37,3,53.8,5.4167,5.6055,0.1888,False,True
w316759219,Хомутяновка,улица Гоголя,38,3,71.9,5.33,5.5735,0.2435,False,True
w316759038,Хомутяновка,улица Гоголя,39,3,65.3,5.4167,5.5916,0.1749,False,True
w316759216,Хомутяновка,улица Гоголя,40,3,56.4,5.33,5.5602,0.2302,False,True
w316758839,Хомутяновка,улица Гоголя,41,3,74.2,5.33,5.5773,0.2473,False,True
w316759045,Хомутяновка,улица Гоголя,42,3,41.3,5.33,5.5425,0.2125,False,True
w316758835,Хомутяновка,улица Гоголя,43,3,61.5,5.33,5.5626,0.2326,False,True
w316759046,Хомутяновка,улица Гоголя,44,3,20.8,5.33,5.5221,0.1921,False,True
w316665821,Хомутяновка,улица Гоголя,45,3,40.5,5.33,5.5417,0.2117,False,True
w315618168,Хомутяновка,улица Гоголя,46,3,21.3,5.33,5.5226,0.1926,False,True
w315618169,Хомутяновка,улица Гоголя,48,3,38.7,5.33,5.5406,0.2106,False,True
w315618156,Хомутяновка,улица Гоголя,49,3,26.0,5.33,5.5238,0.1938,False,True
w315807232,Хомутяновка,улица Гоголя,50,3,55.4,5.33,5.4507,0.1207,False,True
w315618162,Хомутяновка,улица Гоголя,51,3,39.9,5.33,5.5415,0.2115,False,True
w315851303,Хомутяновка,улица Гоголя,52,3,71.8,5.33,5.4331,0.1031,False,True
w315618163,Хомутяновка,улица Гоголя,53,3,56.4,5.33,5.4509,0.1209,False,True
w315851304,Хомутяновка,улица Гоголя,54,3,89.8,5.33,5.4157,0.0857,False,True
w315618164,Хомутяновка,улица Гоголя,55,3,69.4,5.33,5.4364,0.1064,False,True
w315851301,Хомутяновка,улица Гоголя,56,3,88.5,5.1393,5.3995,0.2602,False,True
w315618152,Хомутяновка,улица Гоголя,57,3,88.5,5.33,5.4167,0.0867,False,True
w315851305,Хомутяновка,улица Гоголя,58,3,74.0,5.1393,5.3841,0.2448,False,True
w315618153,Хомутяновка,улица Гоголя,59,3,90.2,5.1393,5.3969,0.2576,False,True
w315851312,Хомутяновка,улица Гоголя,60,3,54.0,5.1393,5.3646,0.2253,False,True
w315618151,Хомутяновка,улица Гоголя,61,3,70.5,5.1393,5.3819,0.2426,False,True
w315851314,Хомутяновка,улица Гоголя,62,3,34.3,5.1393,5.3445,0.2052,False,True
w315618136,Хомутяновка,улица Гоголя,63,3,53.0,5.1393,5.363,0.2237,False,True
w315618134,Хомутяновка,улица Гоголя,65,3,40.9,5.1393,5.347,0.2077,False,True
w315807206,Хомутяновка,улица Гоголя,68,3,28.3,5.2084,5.3568,0.1484,False,True
w315425228,Хомутяновка,улица Гоголя,69,3,24.7,5.2084,5.3609,0.1525,False,True
w315807207,Хомутяновка,улица Гоголя,70,3,16.7,5.2084,5.3687,0.1603,False,True
w315425242,Хомутяновка,улица Гоголя,73,3,15.3,5.2084,5.3754,0.167,False,True
w211496773,Хомутяновка,улица Дзержинского,12,1,65.9,1.5562,1.4457,-0.1105,False,True
w291423975,Хомутяновка,улица Дзержинского,36,1,67.2,1.2812,1.2239,-0.0573,False,True
w291423977,Хомутяновка,улица Дзержинского,38,1,88.7,1.2812,1.2567,-0.0245,False,True
w290851735,Хомутяновка,улица Дзержинского,42,1,72.5,1.3674,1.3203,-0.0471,False,True
w290851733,Хомутяновка,улица Дзержинского,42A,1,89.2,1.5242,1.2967,-0.2275,False,True
w222767138,Хомутяновка,улица Дзержинского,46,1,72.9,1.5914,1.507,-0.0844,False,True
w209416057,Хомутяновка,улица Добродеева,1,3,45.0,4.6685,4.8947,0.2262,False,True
w315425259,Хомутяновка,улица Добродеева,2,3,42.7,4.9761,5.1058,0.1297,False,True
w209416077,Хомутяновка,улица Добродеева,3,3,43.1,4.7854,4.9091,0.1237,False,True
w318083426,Хомутяновка,улица Добродеева,4,3,20.6,5.0741,5.3125,0.2384,False,True
w209416021,Хомутяновка,улица Добродеева,5,3,29.8,4.7854,4.9236,0.1382,False,True
w209416026,Хомутяновка,улица Добродеева,7,3,20.1,4.7854,4.9363,0.1509,False,True
w209416056,Хомутяновка,улица Добродеева,9,3,15.5,4.7854,4.9503,0.1649,False,True
w209416015,Хомутяновка,улица Добродеева,11,3,21.5,4.7854,4.9644,0.179,False,True
w209416050,Хомутяновка,улица Добродеева,13,3,32.7,4.7854,4.9788,0.1934,False,True
w209416072,Хомутяновка,улица Добродеева,15,3,44.2,4.7854,4.9915,0.2061,False,True
w209416033,Хомутяновка,улица Добродеева,17,3,46.2,4.8803,5.0049,0.1246,False,True
w209416059,Хомутяновка,улица Добродеева,19,3,34.3,4.8803,5.0161,0.1358,False,True
w318044640,Хомутяновка,улица Добродеева,21,3,45.3,4.8803,5.0927,0.2124,False,True
w318044639,Хомутяновка,улица Добродеева,23,3,39.6,4.9761,5.1071,0.131,False,True
w318044638,Хомутяновка,улица Добродеева,25,3,26.2,4.9761,5.1219,0.1458,False,True
w318044637,Хомутяновка,улица Добродеева,27,3,17.1,4.9761,5.135,0.1589,False,True
w318044635,Хомутяновка,улица Добродеева,29,3,13.2,4.9761,5.1498,0.1737,False,True
w318044453,Хомутяновка,улица Добродеева,31,3,23.2,4.9761,5.165,0.1889,False,True
w318043422,Хомутяновка,улица Добродеева,33,3,45.1,5.0524,5.1921,0.1397,False,True
n2321855336,Хомутяновка,улица Добродеева,35,3,35.8,5.0524,5.2635,0.2111,False,True
n2321855335,Хомутяновка,улица Добродеева,37,3,21.1,5.0491,5.3275,0.2784,False,True
w318043420,Хомутяновка,улица Добродеева,59,3,22.4,5.0524,5.2514,0.199,False,True
w315108367,Хомутяновка,улица Добродеева,79,3,45.0,4.8803,5.0153,0.135,False,True
n4397874158,Хомутяновка,улица Добродеева,79а,3,25.3,4.7854,4.9258,0.1404,False,True
w315108368,Хомутяновка,улица Добродеева,81,3,24.8,4.8803,5.0273,0.147,False,True
w315193134,Хомутяновка,улица Добродеева,82,3,26.6,4.8803,5.0694,0.1891,False,True
w302074725,Хомутяновка,улица Добродеева,84,3,24.7,4.8803,5.0706,0.1903,False,True
w209416052,Хомутяновка,улица Добродеева,116,3,47.0,4.772,4.8939,0.1219,False,True
w209416051,Хомутяновка,улица Добродеева,118,3,34.7,4.6862,4.8776,0.1914,False,True
w209416089,Хомутяновка,улица Добродеева,120,3,22.0,4.6862,4.8706,0.1844,False,True
n4162783497,Хомутяновка,улица Добродеева,122,3,11.8,4.6685,4.833,0.1645,False,True
w209416036,Хомутяновка,улица Добродеева,122,3,21.5,4.6685,4.8708,0.2023,False,True
w315618365,Хомутяновка,улица Добродеева,124,3,25.6,4.6685,4.8178,0.1493,False,True
n2325366582,Борисовка,улица Зои Космодемьянской,1,2,38.2,3.6158,3.9373,0.3215,False,True
w319141456,Борисовка,улица Зои Космодемьянской,4,2,33.4,3.4437,3.7897,0.346,True,True
w165763748,Борисовка,улица Зои Космодемьянской,6,2,44.6,3.4132,3.7123,0.2991,False,True
w116073008,Борисовка,улица Зои Космодемьянской,8-Б,2,62.2,3.5849,4.0216,0.4367,True,True
w165763747,Борисовка,улица Зои Космодемьянской,8а,2,66.5,3.5849,3.8837,0.2988,False,True
w321410561,Борисовка,улица Зои Космодемьянской,10/1,2,9.6,3.8323,4.1483,0.316,False,True
w165763743,Борисовка,улица Зои Космодемьянской,14,2,35.5,3.8166,4.2359,0.4193,True,True
w91848279,Борисовка,улица Зои Космодемьянской,16,2,19.4,4.0424,4.3748,0.3324,False,True
w91848271,Борисовка,улица Зои Космодемьянской,18,2,36.5,4.0754,4.4206,0.3452,False,True
w317148284,Борисовка,улица Зои Космодемьянской,29,2,28.7,3.6158,3.9461,0.3303,False,True
w165765812,Борисовка,улица Зои Космодемьянской,39,2,52.9,3.9099,4.4158,0.5059,True,True
w91848285,Борисовка,улица Зои Космодемьянской,41,2,25.5,4.0299,4.3727,0.3428,False,True
w91848293,Борисовка,улица Зои Космодемьянской,43,2,21.9,4.0299,4.4097,0.3798,False,True
w319141430,Борисовка,улица Зои Космодемьянской,53,2,31.7,3.5352,3.8235,0.2883,False,True
w317484800,Борисовка,улица Ивана Федько,2,2,26.6,3.9984,4.3742,0.3758,False,True
w316027892,Борисовка,улица Ивана Федько,3,2,19.2,3.9984,4.3578,0.3594,False,True
w317484802,Борисовка,улица Ивана Федько,4,2,37.9,3.9984,4.3888,0.3904,False,True
w316027893,Борисовка,улица Ивана Федько,5,2,24.3,3.9984,4.3729,0.3745,False,True
w317484803,Борисовка,улица Ивана Федько,6,2,52.1,3.9984,4.4034,0.405,True,True
w316027896,Борисовка,улица Ивана Федько,7,2,35.9,3.9984,4.3868,0.3884,False,True
w317484816,Борисовка,улица Ивана Федько,8,2,65.7,3.9984,4.4174,0.419,True,True
w317484798,Борисовка,улица Ивана Федько,9,2,49.9,3.9984,4.4017,0.4033,True,True
w318048547,Борисовка,улица Ивана Федько,10,2,54.1,4.131,4.4359,0.3049,False,True
w317484806,Борисовка,улица Ивана Федько,11,2,65.8,3.9984,4.4185,0.4201,True,True
w318048549,Борисовка,улица Ивана Федько,12,2,40.9,4.131,4.4502,0.3192,False,True
w317484807,Борисовка,улица Ивана Федько,13,2,53.8,4.131,4.4347,0.3037,False,True
w318048550,Борисовка,улица Ивана Федько,14,2,27.7,4.131,4.4646,0.3336,False,True
w317484810,Борисовка,улица Ивана Федько,15,2,44.5,4.131,4.4481,0.3171,False,True
w318048552,Борисовка,улица Ивана Федько,16,2,17.6,4.131,4.4794,0.3484,False,True
w318048553,Борисовка,улица Ивана Федько,18,3,19.3,4.131,4.7367,0.6057,True,True
n2325366600,Борисовка,улица Ивана Федько,19,2,25.2,4.131,4.4695,0.3385,False,True
w318048555,Борисовка,улица Ивана Федько,20,3,26.7,4.131,4.722,0.591,True,True
w318048554,Борисовка,улица Ивана Федько,22,3,42.3,4.131,4.7068,0.5758,True,True
w318051688,Борисовка,улица Ивана Федько,24,3,55.3,4.131,4.6909,0.5599,True,True
w318051689,Борисовка,улица Ивана Федько,26,3,69.0,4.131,4.6769,0.5459,True,True
w318058436,Борисовка,улица Ивана Федько,28,3,56.4,4.0691,4.6616,0.5925,True,True
w318058445,Борисовка,улица Ивана Федько,30,3,52.8,4.2229,4.6307,0.4078,False,True
w318058443,Борисовка,улица Ивана Федько,32,3,41.4,4.2229,4.6196,0.3967,False,True
w318184631,Борисовка,улица Ивана Федько,35,3,51.3,4.2229,4.6279,0.405,False,True
w318185748,Борисовка,улица Ивана Федько,37,3,34.8,4.2229,4.6106,0.3877,False,True
w318072352,Борисовка,улица Ивана Шимкова,1,4,20.9,4.384,6.4959,2.1119,True,True
n2322107940,Борисовка,улица Ивана Шимкова,2,4,42.0,4.4168,6.5154,2.0986,True,True
w318072351,Борисовка,улица Ивана Шимкова,3,4,33.5,4.384,6.5089,2.1249,True,True
w318072344,Борисовка,улица Ивана Шимкова,5,4,45.8,4.384,6.4298,2.0458,True,True
w318072345,Борисовка,улица Ивана Шимкова,7,4,62.3,4.384,6.4141,2.0301,True,True
w318072346,Борисовка,улица Ивана Шимкова,9,4,77.3,4.384,6.399,2.015,True,True
w209267184,Борисовка,улица Ивана Шимкова,10,4,48.6,4.3167,6.3128,1.9961,True,True
w318072347,Борисовка,улица Ивана Шимкова,11,4,81.6,4.3222,6.3838,2.0616,True,True
w318072358,Борисовка,улица Ивана Шимкова,13,4,65.3,4.5126,6.3582,1.8456,True,True
w318071345,Борисовка,улица Ивана Шимкова,14,4,38.8,4.3222,6.288,1.9658,True,True
w318071364,Борисовка,улица Ивана Шимкова,15,4,45.6,4.5126,6.3399,1.8273,True,True
w318071363,Борисовка,улица Ивана Шимкова,17,4,32.7,4.5126,6.3275,1.8149,True,True
