uid,osm_type,osm_id,unit_type,settlement,street_ru,housenumber,tier,lon,lat,weight,expected_km,expected_min,central_km,central_min,bam_km,bam_min,worst_origin_km,band_k4,band_k5
n2321749491,n,2321749491,addressed_residential_building,giska,улица Курило,1,A,29.4441,46.78373,1.0,6.016,6.951,5.928,6.823,8.5414,9.567,8.541,3,4
n2458208199,n,2458208199,addressed_residential_building,parkany,улица Мичурина,101,A,29.50721,46.85364,1.0,6.016,7.163,5.888,6.963,6.5858,8.218,8.355,3,4
w315108143,w,315108143,addressed_residential_building,protyagailovka,Гербовецкая улица,60,A,29.44326,46.82472,1.0,6.016,7.187,6.21,7.293,4.5038,5.905,6.293,3,4
w319227719,w,319227719,unaddressed_residential_building,bender_core,улица Богдана Хмельницкого,,A,29.46221,46.83467,0.5,6.016,6.761,6.469,7.107,1.8907,3.055,6.469,3,4
w319227720,w,319227720,unaddressed_residential_building,bender_core,улица Герцена,,A,29.46312,46.83497,0.5,6.016,6.848,6.492,7.198,1.6541,3.093,6.492,3,4
n2322112853,n,2322112853,addressed_residential_building,bender_core,улица Герцена,17,A,29.46276,46.83505,1.0,6.017,6.851,6.493,7.202,1.653,3.09,6.493,3,4
n2459722038,n,2459722038,addressed_residential_building,parkany,улица Петра Николаева,133,A,29.50313,46.85346,1.0,6.017,7.2,5.888,7.0,6.5865,8.255,8.355,3,4
n4816664634,n,4816664634,standalone_address_node,parkany,Молодёжная улица,24,A,29.52477,46.84703,1.0,6.017,8.941,5.888,8.742,6.5866,9.997,8.356,3,4
n4818943281,n,4818943281,standalone_address_node,parkany,улица Петра Николаева,127,A,29.50312,46.85346,1.0,6.017,7.201,5.888,7.002,6.5866,8.257,8.356,3,4
w317656046,w,317656046,unaddressed_residential_building,parkany,Молодёжная улица,,A,29.52406,46.84695,0.5,6.017,8.943,5.889,8.743,6.5867,9.998,8.356,3,4
w420012795,w,420012795,unaddressed_residential_building,parkany,улица Русакова,,A,29.5184,46.85063,0.5,6.017,7.518,5.889,7.318,6.5867,8.573,8.356,3,4
w445974183,w,445974183,unaddressed_residential_building,giska,Учительская улица,,A,29.44447,46.78211,0.5,6.017,6.893,5.929,6.765,8.5424,9.508,8.542,3,4
n2460033743,n,2460033743,addressed_residential_building,parkany,улица Романенко,66,A,29.51134,46.8529,1.0,6.018,7.688,5.889,7.488,6.5871,8.743,8.356,3,4
w352669562,w,352669562,unaddressed_residential_building,bender_core,Пионерская улица,,A,29.45821,46.83356,0.5,6.018,7.08,6.406,7.365,2.5556,3.982,6.406,3,4
w353045998,w,353045998,unaddressed_residential_building,parkany,улица Чапаева,,A,29.52302,46.84786,0.5,6.018,8.835,5.89,8.635,6.5876,9.89,8.357,3,4
w445974174,w,445974174,unaddressed_residential_building,giska,улица Ленина,,A,29.44324,46.78233,0.5,6.018,6.743,5.93,6.615,8.5434,9.358,8.543,3,4
w445974178,w,445974178,unaddressed_residential_building,giska,улица Ленина,,A,29.44296,46.78259,0.5,6.018,6.743,5.93,6.615,8.5434,9.358,8.543,3,4
w460212937,w,460212937,unaddressed_residential_building,parkany,улица Петра Николаева,,A,29.50446,46.85092,0.5,6.018,7.26,5.889,7.06,6.5874,8.315,8.356,3,4
n2321749467,n,2321749467,addressed_residential_building,giska,Госпитальная улица,78,A,29.44651,46.78213,1.0,6.019,7.139,5.931,7.012,8.5443,9.755,8.544,3,4
n2450951762,n,2450951762,addressed_residential_building,parkany,улица Горького,153,A,29.52949,46.82301,1.0,6.019,8.548,5.89,8.348,6.5883,9.603,8.357,3,4
n2459682702,n,2459682702,addressed_residential_building,parkany,улица Петра Николаева,84,A,29.50426,46.85088,1.0,6.019,7.263,5.891,7.063,6.589,8.318,8.358,3,4
w284637181,w,284637181,unaddressed_residential_building,protyagailovka,улица 50 лет Победы,,A,29.44701,46.82922,0.5,6.019,8.023,6.301,8.205,3.6265,5.967,6.301,3,4
w318185755,w,318185755,unaddressed_residential_building,bender_core,Бельцкая улица,,A,29.46658,46.83732,0.5,6.019,6.271,6.539,6.682,1.2131,1.903,6.539,3,4
w513700723,w,513700723,unaddressed_residential_building,giska,улица Мира,,A,29.45296,46.78665,0.5,6.019,7.103,5.931,6.975,8.5441,9.718,8.544,3,4
w531482494,w,531482494,unaddressed_residential_building,giska,улица 60 лет Октября,,A,29.45212,46.78547,0.5,6.019,7.539,5.931,7.412,8.5442,10.155,8.544,3,4
n2323588993,n,2323588993,addressed_residential_building,parkany,улица Русакова,57,A,29.51774,46.8512,1.0,6.02,7.53,5.892,7.33,6.5898,8.585,8.359,3,4
w315658902,w,315658902,unaddressed_residential_building,parkany,улица Горького,,A,29.52945,46.82303,0.5,6.02,8.553,5.892,8.353,6.5901,9.608,8.359,3,4
w319226815,w,319226815,unaddressed_residential_building,bender_core,улица Герцена,,A,29.46276,46.83486,0.5,6.02,6.808,6.473,7.153,1.8948,3.102,6.473,3,4
w420012793,w,420012793,unaddressed_residential_building,parkany,улица Русакова,,A,29.51781,46.85053,0.5,6.02,7.526,5.892,7.327,6.5901,8.582,8.359,3,4
w531700729,w,531700729,unaddressed_residential_building,giska,Госпитальная улица,,A,29.44668,46.78192,0.5,6.02,7.141,5.931,7.013,8.5448,9.757,8.545,3,4
n2459265240,n,2459265240,addressed_residential_building,parkany,Молодёжная улица,25,A,29.52425,46.84701,1.0,6.021,8.953,5.893,8.753,6.5909,10.008,8.36,3,4
n2459281692,n,2459281692,addressed_residential_building,parkany,Степная улица,30,A,29.52556,46.84683,1.0,6.021,8.891,5.892,8.692,6.5904,9.947,8.359,3,4
n4466336185,n,4466336185,standalone_address_node,parkany,улица Карла Маркса,200,A,29.51493,46.8525,1.0,6.021,7.29,5.892,7.09,6.5904,8.345,8.359,3,4
w319226822,w,319226822,unaddressed_residential_building,bender_core,улица Герцена,,A,29.46281,46.83509,0.5,6.021,6.862,6.499,7.215,1.6474,3.077,6.499,3,4
w531942995,w,531942995,unaddressed_residential_building,giska,улица Курило,,A,29.44362,46.78397,0.5,6.021,6.963,5.933,6.835,8.5462,9.578,8.546,3,4
n2459780629,n,2459780629,addressed_residential_building,parkany,улица Романенко,61,A,29.51088,46.85279,1.0,6.022,7.698,5.893,7.498,6.5911,8.753,8.36,3,4
w284637163,w,284637163,addressed_residential_building,protyagailovka,Санаторная улица,14,A,29.44745,46.82936,1.0,6.022,7.843,6.324,8.065,3.4217,5.383,6.324,3,4
w353054733,w,353054733,addressed_residential_building,protyagailovka,Главный переулок,1,A,29.44337,46.82012,1.0,6.022,7.746,6.216,7.852,4.5103,6.463,6.3,3,4
w353258755,w,353258755,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.44257,46.82117,0.5,6.022,7.627,6.217,7.733,4.5106,6.345,6.3,3,4
w403149044,w,403149044,unaddressed_residential_building,parkany,улица Русакова,,A,29.51774,46.85122,0.5,6.022,7.535,5.894,7.335,6.592,8.59,8.361,3,4
w531690361,w,531690361,unaddressed_residential_building,giska,Госпитальная улица,,A,29.4511,46.78435,0.5,6.022,7.366,5.934,7.238,8.5474,9.982,8.547,3,4
w317656171,w,317656171,unaddressed_residential_building,parkany,Молодёжная улица,,A,29.52474,46.84708,0.5,6.023,8.955,5.894,8.755,6.5922,10.01,8.361,3,4
w319226819,w,319226819,unaddressed_residential_building,bender_core,улица Герцена,,A,29.46247,46.83518,0.5,6.023,6.866,6.501,7.22,1.645,3.072,6.501,3,4
w353046017,w,353046017,unaddressed_residential_building,parkany,улица Чапаева,,A,29.52233,46.84782,0.5,6.023,8.846,5.894,8.647,6.5921,9.902,8.361,3,4
w460212934,w,460212934,unaddressed_residential_building,parkany,улица Петра Николаева,,A,29.50371,46.85076,0.5,6.023,7.273,5.895,7.073,6.5931,8.328,8.362,3,4
w513700724,w,513700724,unaddressed_residential_building,giska,улица Мира,,A,29.4531,46.78655,0.5,6.023,7.109,5.935,6.982,8.5487,9.725,8.549,3,4
n2321749490,n,2321749490,addressed_residential_building,giska,улица Курило,2,A,29.44374,46.78396,1.0,6.024,6.969,5.935,6.842,8.5491,9.585,8.549,3,4
n2459081228,n,2459081228,addressed_residential_building,parkany,улица Чапаева,119,A,29.52239,46.84784,1.0,6.024,8.85,5.896,8.65,6.5938,9.905,8.363,3,4
w317484804,w,317484804,unaddressed_residential_building,bender_core,Кишинёвская улица,,A,29.46794,46.83562,0.5,6.024,6.398,6.523,6.792,1.4302,2.2,6.523,3,4
w353046234,w,353046234,addressed_residential_building,protyagailovka,Главный переулок,2,A,29.44302,46.82035,1.0,6.024,7.751,6.219,7.857,4.5126,6.468,6.302,3,4
n2458317649,n,2458317649,addressed_residential_building,parkany,улица Мичурина,84,A,29.50795,46.85294,1.0,6.025,7.153,5.896,6.953,6.5945,8.208,8.364,3,4
n2458684434,n,2458684434,addressed_residential_building,parkany,улица Карла Маркса,155,A,29.51445,46.85249,1.0,6.025,7.295,5.896,7.095,6.5946,8.35,8.364,3,4
n2458700723,n,2458700723,addressed_residential_building,parkany,улица Карла Маркса,202,A,29.5149,46.85254,1.0,6.025,7.295,5.897,7.095,6.5947,8.35,8.364,3,4
n2460690903,n,2460690903,addressed_residential_building,parkany,улица Русакова,53,A,29.5178,46.85049,1.0,6.025,7.538,5.897,7.338,6.5949,8.593,8.364,3,4
n2460690932,n,2460690932,addressed_residential_building,parkany,улица Русакова,72,A,29.51826,46.85054,1.0,6.025,7.536,5.896,7.337,6.5942,8.592,8.363,3,4
w209273631,w,209273631,addressed_residential_building,bender_core,переулок Осипенко,1,A,29.4587,46.83064,1.0,6.025,7.086,6.412,7.372,2.5619,3.988,6.412,3,4
w319227721,w,319227721,unaddressed_residential_building,bender_core,улица Герцена,,A,29.46231,46.83522,0.5,6.025,6.87,6.503,7.225,1.6434,3.067,6.503,3,4
w352736531,w,352736531,addressed_residential_building,protyagailovka,Главная улица,86,A,29.44283,46.82148,1.0,6.025,7.634,6.219,7.74,4.5128,6.352,6.302,3,4
w438189015,w,438189015,unaddressed_residential_building,parkany,улица Чапаева,,A,29.52291,46.84791,0.5,6.025,8.851,5.897,8.652,6.5946,9.907,8.364,3,4
n2321749468,n,2321749468,addressed_residential_building,giska,Госпитальная улица,105,A,29.44657,46.78173,1.0,6.026,7.084,5.937,6.957,8.5509,9.7,8.551,3,4
n2457979571,n,2457979571,addressed_residential_building,parkany,улица Петра Николаева,180а,A,29.50464,46.85483,1.0,6.026,6.713,5.897,6.513,6.5954,7.768,8.364,3,4
n2459760241,n,2459760241,addressed_residential_building,parkany,улица Кирова,59,A,29.50702,46.85179,1.0,6.026,7.163,5.897,6.963,6.5954,8.218,8.364,3,4
w445974175,w,445974175,unaddressed_residential_building,giska,улица Ленина,,A,29.44323,46.78223,0.5,6.026,6.751,5.937,6.623,8.5509,9.367,8.551,3,4
w827864400,w,827864400,unaddressed_residential_building,parkany,улица Ковалёва,,A,29.51662,46.85193,0.5,6.026,7.551,5.898,7.352,6.5961,8.607,8.365,3,4
n2459147556,n,2459147556,addressed_residential_building,parkany,улица Чапаева,64,A,29.52276,46.84791,1.0,6.027,8.856,5.899,8.657,6.5965,9.912,8.366,3,4
n2459682711,n,2459682711,addressed_residential_building,parkany,улица Петра Николаева,106,A,29.50342,46.85359,1.0,6.027,7.225,5.898,7.025,6.5964,8.28,8.365,3,4
n2459721980,n,2459721980,addressed_residential_building,parkany,улица Петра Николаева,95,A,29.5039,46.85075,1.0,6.027,7.281,5.898,7.082,6.5965,8.337,8.366,3,4
w318185750,w,318185750,unaddressed_residential_building,bender_core,Бельцкая улица,,A,29.46647,46.83739,0.5,6.027,6.282,6.55,6.695,1.2028,1.89,6.55,3,4
w319135416,w,319135416,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46438,46.83585,0.5,6.027,6.871,6.525,7.275,1.4453,2.577,6.525,3,4
w352156643,w,352156643,addressed_residential_building,protyagailovka,улица Космонавтов,12,A,29.44425,46.82514,1.0,6.027,7.386,6.221,7.492,4.515,6.103,6.304,3,4
n2458317645,n,2458317645,addressed_residential_building,parkany,улица Мичурина,91,A,29.50761,46.85281,1.0,6.028,7.16,5.899,6.96,6.5975,8.215,8.366,3,4
n2459265267,n,2459265267,addressed_residential_building,parkany,Молодёжная улица,30,A,29.5245,46.8471,1.0,6.028,8.968,5.9,8.768,6.5977,10.023,8.367,3,4
n2460744693,n,2460744693,addressed_residential_building,parkany,улица Ковалёва,12,A,29.51659,46.85194,1.0,6.028,7.555,5.899,7.355,6.5974,8.61,8.366,3,4
n4818938124,n,4818938124,standalone_address_node,parkany,улица Петра Николаева,129,A,29.50295,46.85353,1.0,6.028,7.226,5.899,7.027,6.5975,8.282,8.367,3,4
w315357737,w,315357737,unaddressed_residential_building,parkany,улица Горького,,A,29.52894,46.82316,0.5,6.028,8.571,5.9,8.372,6.5977,9.627,8.367,3,4
w403149067,w,403149067,unaddressed_residential_building,parkany,улица Русакова,,A,29.51846,46.85053,0.5,6.028,7.545,5.9,7.345,6.5979,8.6,8.367,3,4
w460212936,w,460212936,unaddressed_residential_building,parkany,улица Петра Николаева,,A,29.50398,46.85076,0.5,6.028,7.283,5.899,7.083,6.5973,8.338,8.366,3,4
w513698410,w,513698410,unaddressed_residential_building,giska,улица Мира,,A,29.45288,46.78698,0.5,6.028,7.116,5.94,6.988,8.5536,9.732,8.554,3,4
w531700734,w,531700734,unaddressed_residential_building,giska,Госпитальная улица,,A,29.44571,46.78157,0.5,6.028,7.089,5.94,6.962,8.5533,9.705,8.553,3,4
n2458002337,n,2458002337,addressed_residential_building,parkany,улица Петра Николаева,157,A,29.50428,46.85484,1.0,6.029,6.716,5.901,6.517,6.5988,7.772,8.368,3,4
w315801269,w,315801269,addressed_residential_building,parkany,улица Ленина,200,A,29.52107,46.81181,1.0,6.029,8.043,5.901,7.843,6.5991,9.098,8.368,3,4
w319135417,w,319135417,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46464,46.83583,0.5,6.029,6.877,6.527,7.282,1.4424,2.57,6.527,3,4
w319226824,w,319226824,unaddressed_residential_building,bender_core,улица Герцена,,A,29.46276,46.83518,0.5,6.029,6.879,6.508,7.237,1.6386,3.055,6.508,3,4
w351860340,w,351860340,unaddressed_residential_building,giska,улица Ленина,,A,29.44361,46.78183,0.5,6.029,6.754,5.941,6.627,8.5542,9.37,8.554,3,4
w352326948,w,352326948,unaddressed_residential_building,protyagailovka,улица 50 лет Победы,,A,29.45008,46.82398,0.5,6.029,8.212,6.311,8.405,3.6367,6.053,6.311,3,4
w420012796,w,420012796,unaddressed_residential_building,parkany,улица Русакова,,A,29.51877,46.8507,0.5,6.029,7.491,5.901,7.292,6.5988,8.547,8.368,3,4
w460212925,w,460212925,unaddressed_residential_building,parkany,улица Кирова,,A,29.50703,46.85174,0.5,6.029,7.171,5.901,6.972,6.5988,8.227,8.368,3,4
n2458208200,n,2458208200,addressed_residential_building,parkany,улица Мичурина,103,A,29.50715,46.85377,1.0,6.03,7.196,5.902,6.997,6.5996,8.252,8.369,3,4
w319227722,w,319227722,unaddressed_residential_building,bender_core,улица Герцена,,A,29.46213,46.83531,0.5,6.03,6.882,6.509,7.24,1.6368,3.052,6.509,3,4
w352163176,w,352163176,addressed_residential_building,protyagailovka,улица 50 лет Победы,66,A,29.4499,46.82392,1.0,6.03,8.212,6.311,8.405,3.6374,6.053,6.311,3,4
w353046018,w,353046018,unaddressed_residential_building,parkany,улица Чапаева,,A,29.5221,46.84786,0.5,6.03,8.865,5.902,8.665,6.5998,9.92,8.369,3,4
w531700727,w,531700727,unaddressed_residential_building,giska,Госпитальная улица,,A,29.44678,46.78203,0.5,6.03,7.168,5.942,7.04,8.5557,9.783,8.556,3,4
n2450962265,n,2450962265,addressed_residential_building,parkany,улица Горького,178,A,29.52895,46.82318,1.0,6.031,8.576,5.902,8.377,6.6003,9.632,8.369,3,4
w315108139,w,315108139,addressed_residential_building,protyagailovka,Гербовецкая улица,62,A,29.44312,46.82483,1.0,6.031,7.224,6.226,7.33,4.5194,5.942,6.309,3,4
w319223035,w,319223035,addressed_residential_building,bender_core,улица Богдана Хмельницкого,32,A,29.46201,46.83462,1.0,6.031,6.798,6.484,7.143,1.9063,3.092,6.484,3,4
w352042424,w,352042424,addressed_residential_building,protyagailovka,Первомайская улица,14,A,29.44411,46.82541,1.0,6.031,7.362,6.225,7.468,4.5187,6.08,6.308,3,4
w403149043,w,403149043,unaddressed_residential_building,parkany,улица Русакова,,A,29.51773,46.8513,0.5,6.031,7.555,5.903,7.355,6.6008,8.61,8.37,3,4
w420012790,w,420012790,unaddressed_residential_building,parkany,улица Русакова,,A,29.5179,46.85045,0.5,6.031,7.553,5.903,7.353,6.601,8.608,8.37,3,4
w420012794,w,420012794,unaddressed_residential_building,parkany,улица Русакова,,A,29.51766,46.85042,0.5,6.031,7.553,5.903,7.353,6.601,8.608,8.37,3,4
n2459722041,n,2459722041,addressed_residential_building,parkany,улица Петра Николаева,135,A,29.50308,46.85359,1.0,6.032,7.236,5.903,7.037,6.6014,8.292,8.37,3,4
w450207736,w,450207736,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.44232,46.82107,0.5,6.032,7.651,6.226,7.757,4.52,6.368,6.309,3,4
w513698413,w,513698413,unaddressed_residential_building,giska,улица Мира,,A,29.45313,46.7867,0.5,6.032,7.123,5.944,6.995,8.5577,9.738,8.558,3,4
w531704967,w,531704967,unaddressed_residential_building,giska,улица Курило,,A,29.44408,46.7839,0.5,6.032,6.988,5.943,6.86,8.5569,9.603,8.557,3,4
n2341959262,n,2341959262,addressed_residential_building,giska,Учительская улица,2,A,29.44429,46.7818,1.0,6.033,6.931,5.944,6.803,8.5578,9.547,8.558,3,4
w209267167,w,209267167,addressed_residential_building,bender_core,Кишинёвская улица,1,A,29.46735,46.83524,1.0,6.033,6.413,6.532,6.807,1.4395,2.215,6.532,3,4
