model_id,address_a,address_b,street_a,distance_m,zone_a,zone_b,fee_a_rub,fee_b_rub,price_jump_rub
CITY_K4R_dp_optimal_jenks,w209267155,w319139352,Бельцкая улица,109.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267155,w319139358,Бельцкая улица,92.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267155,w319139367,Бельцкая улица,190.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267155,w319139368,Бельцкая улица,187.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267155,w319139372,Бельцкая улица,109.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267155,w319141437,Бельцкая улица,231.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267155,w319227866,Бельцкая улица,247.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267155,w91848812,Бельцкая улица,143.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267155,w319139364,Бельцкая улица,225.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267155,w319141439,Бельцкая улица,241.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267157,w316027473,улица Богдана Хмельницкого,241.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267157,w316027892,улица Богдана Хмельницкого,241.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267157,w316027893,улица Богдана Хмельницкого,242.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267157,w316027896,улица Богдана Хмельницкого,242.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267157,w317484798,улица Богдана Хмельницкого,241.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267157,w317484806,улица Богдана Хмельницкого,243.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267157,w317484807,улица Богдана Хмельницкого,246.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267157,w317484810,улица Богдана Хмельницкого,240.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w223691986,Кишинёвская улица,202.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w316027473,Кишинёвская улица,159.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w316027892,Кишинёвская улица,176.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w316027893,Кишинёвская улица,181.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w316027896,Кишинёвская улица,185.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w317484800,Кишинёвская улица,214.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w317484798,Кишинёвская улица,188.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w317484802,Кишинёвская улица,214.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w317484803,Кишинёвская улица,220.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w317484806,Кишинёвская улица,195.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w317484807,Кишинёвская улица,203.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w317484810,Кишинёвская улица,202.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w317484816,Кишинёвская улица,225.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w318048547,Кишинёвская улица,232.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w318048549,Кишинёвская улица,238.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267161,w318048550,Кишинёвская улица,243.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w352155384,улица 12 Октября,103.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w352155385,улица 12 Октября,101.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w352155386,улица 12 Октября,106.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w352155387,улица 12 Октября,128.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w352155388,улица 12 Октября,128.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w352668646,улица 12 Октября,178.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w352668649,улица 12 Октября,170.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w352668652,улица 12 Октября,192.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w352668654,улица 12 Октября,215.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w209267174,улица 12 Октября,94.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w91848805,улица 12 Октября,132.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w91848807,улица 12 Октября,167.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w91848808,улица 12 Октября,185.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w91848810,улица 12 Октября,201.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w91848811,улица 12 Октября,203.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w295571380,улица 12 Октября,220.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267166,w91848812,улица 12 Октября,188.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w223691986,Кишинёвская улица,163.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w316027473,Кишинёвская улица,166.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w316027892,Кишинёвская улица,126.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w316027893,Кишинёвская улица,125.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w316027896,Кишинёвская улица,124.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w317484800,Кишинёвская улица,158.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318184631,Кишинёвская улица,239.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w223681290,Кишинёвская улица,246.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w223681291,Кишинёвская улица,215.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w317484798,Кишинёвская улица,123.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w317484802,Кишинёвская улица,154.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w317484803,Кишинёвская улица,156.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w317484806,Кишинёвская улица,126.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w317484807,Кишинёвская улица,131.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w317484810,Кишинёвская улица,128.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w317484816,Кишинёвская улица,158.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318048547,Кишинёвская улица,162.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318048549,Кишинёвская улица,166.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318048550,Кишинёвская улица,170.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318048552,Кишинёвская улица,176.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318048553,Кишинёвская улица,185.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318048554,Кишинёвская улица,204.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318048555,Кишинёвская улица,191.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051676,Кишинёвская улица,223.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051677,Кишинёвская улица,219.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051680,Кишинёвская улица,225.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051681,Кишинёвская улица,227.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051683,Кишинёвская улица,230.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051686,Кишинёвская улица,234.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051688,Кишинёвская улица,211.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051689,Кишинёвская улица,222.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051691,Кишинёвская улица,239.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267167,w318051694,Кишинёвская улица,239.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w318072708,Одесская улица,185.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w318184631,Одесская улица,249.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w318185745,Одесская улица,224.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w318185748,Одесская улица,246.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w318185749,Одесская улица,182.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w319139353,Одесская улица,233.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w319139357,Одесская улица,184.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w91848805,Одесская улица,190.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w295571380,Одесская улица,174.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w319139352,Одесская улица,219.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w319139358,Одесская улица,186.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w319139372,Одесская улица,197.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267172,w91848812,Одесская улица,157.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267174,w352148094,Одесская улица,245.1,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w352148095,Одесская улица,225.4,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w352148098,Одесская улица,227.9,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w352155381,Одесская улица,181.9,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w352155383,Одесская улица,170.4,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w319226862,Одесская улица,233.2,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w319226864,Одесская улица,221.5,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w319227728,Одесская улица,227.7,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w319227729,Одесская улица,244.5,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w91848803,Одесская улица,143.1,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w91848809,Одесская улица,238.7,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267174,w91848801,Одесская улица,81.6,3,4,18,26,8
CITY_K4R_dp_optimal_jenks,w209267177,w316027473,улица Панфилова,239.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267177,w316027892,улица Панфилова,224.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267177,w316027893,улица Панфилова,224.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267177,w316027896,улица Панфилова,222.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267177,w317484798,улица Панфилова,220.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267177,w317484806,улица Панфилова,220.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267177,w317484807,улица Панфилова,222.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267177,w317484810,улица Панфилова,215.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267179,w318072708,Фонтанная улица,234.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267179,w318185749,Фонтанная улица,224.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267179,w319139357,Фонтанная улица,242.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267179,w295571380,Фонтанная улица,247.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267179,w319139358,Фонтанная улица,248.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267179,w91848812,Фонтанная улица,231.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w223691986,улица Панфилова,189.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w316027473,улица Панфилова,214.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w316027892,улица Панфилова,147.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w316027893,улица Панфилова,141.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w316027896,улица Панфилова,135.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w317484800,улица Панфилова,170.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318058442,улица Панфилова,232.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318058443,улица Панфилова,219.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318072708,улица Панфилова,232.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318184631,улица Панфилова,193.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318185745,улица Панфилова,230.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318185748,улица Панфилова,208.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318185749,улица Панфилова,208.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w223681291,улица Панфилова,228.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w317484798,улица Панфилова,128.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w317484802,улица Панфилова,162.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w317484803,улица Панфилова,159.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w317484806,улица Панфилова,124.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w317484807,улица Панфилова,122.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w317484810,улица Панфилова,113.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w317484816,улица Панфилова,156.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318048547,улица Панфилова,153.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318048549,улица Панфилова,153.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318048550,улица Панфилова,152.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318048552,улица Панфилова,154.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318048553,улица Панфилова,159.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318048554,улица Панфилова,173.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318048555,улица Панфилова,162.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051675,улица Панфилова,246.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051676,улица Панфилова,224.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051677,улица Панфилова,216.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051680,улица Панфилова,217.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051681,улица Панфилова,217.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051682,улица Панфилова,247.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051683,улица Панфилова,216.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051685,улица Панфилова,248.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051686,улица Панфилова,217.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051687,улица Панфилова,248.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051688,улица Панфилова,176.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051689,улица Панфилова,185.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051691,улица Панфилова,218.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318051694,улица Панфилова,215.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318057744,улица Панфилова,225.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318057745,улица Панфилова,225.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318058436,улица Панфилова,216.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318058440,улица Панфилова,237.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318058445,улица Панфилова,213.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318058451,улица Панфилова,242.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267181,w318058455,улица Панфилова,247.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267184,w316027892,улица Ивана Шимкова,237.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267184,w316027893,улица Ивана Шимкова,235.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267184,w316027896,улица Ивана Шимкова,232.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267184,w317484798,улица Ивана Шимкова,228.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267184,w317484806,улица Ивана Шимкова,226.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267184,w317484807,улица Ивана Шимкова,226.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209267184,w317484810,улица Ивана Шимкова,218.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287624,w302066895,улица Старого,172.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287624,w302066931,улица Старого,221.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287624,w302066932,улица Старого,227.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287627,w318406775,Школьная улица,239.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287627,w318406776,Школьная улица,249.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287628,w302066895,улица Чехова,134.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287628,w302066922,улица Чехова,208.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287628,w302066929,улица Чехова,210.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287628,w302066930,улица Чехова,189.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287628,w302066931,улица Чехова,159.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287628,w302066932,улица Чехова,159.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287630,w302066895,улица Чехова,136.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287630,w302066922,улица Чехова,226.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287630,w302066929,улица Чехова,233.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287630,w302066930,улица Чехова,210.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287630,w302066931,улица Чехова,178.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287630,w302066932,улица Чехова,183.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287632,w302066895,улица Старого,188.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287632,w302066931,улица Старого,227.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287632,w302066932,улица Старого,229.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287640,w318406795,Школьная улица,230.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287640,w302066932,Школьная улица,246.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287640,w310488387,Школьная улица,241.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287640,w318406775,Школьная улица,186.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287640,w318406776,Школьная улица,198.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287640,w318406782,Школьная улица,229.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287640,w318406783,Школьная улица,241.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w302066895,Железнодорожная улица,214.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w302066922,Железнодорожная улица,226.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w302066929,Железнодорожная улица,204.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w302066930,Железнодорожная улица,197.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w302066931,Железнодорожная улица,183.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w302066932,Железнодорожная улица,164.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w310488384,Железнодорожная улица,245.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w310488385,Железнодорожная улица,237.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w310488387,Железнодорожная улица,227.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w318406775,Железнодорожная улица,202.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w318406776,Железнодорожная улица,205.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287641,w318406782,Железнодорожная улица,239.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287650,w302066895,улица Старого,248.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w302066895,улица Чехова,96.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w302066922,улица Чехова,156.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w302066923,улица Чехова,201.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w302066924,улица Чехова,212.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w302066925,улица Чехова,210.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w302066929,улица Чехова,157.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w302066930,улица Чехова,136.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w302066931,улица Чехова,106.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w302066932,улица Чехова,105.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w303915677,улица Чехова,240.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w304088436,улица Чехова,236.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w304088437,улица Чехова,238.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w304088440,улица Чехова,231.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w310488383,улица Чехова,226.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w310488384,улица Чехова,227.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w310488385,улица Чехова,227.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w310488387,улица Чехова,231.1,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w318406775,улица Чехова,241.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287661,w318406776,улица Чехова,237.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w302066895,Школьная улица,192.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w302066922,Школьная улица,191.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w302066923,Школьная улица,218.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w302066925,Школьная улица,244.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w302066929,Школьная улица,166.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w302066930,Школьная улица,162.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w302066931,Школьная улица,151.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w302066932,Школьная улица,129.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w304088440,Школьная улица,237.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w310488383,Школьная улица,218.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w310488384,Школьная улица,206.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w310488385,Школьная улица,198.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w310488387,Школьная улица,189.7,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w310488388,Школьная улица,241.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w315109557,Школьная улица,232.5,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w315109558,Школьная улица,249.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w318406775,Школьная улица,168.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w318406776,Школьная улица,171.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w318406782,Школьная улица,203.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w318406783,Школьная улица,220.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287668,w318406789,Школьная улица,237.0,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287670,w318406795,улица Калашникова,218.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287670,w318406775,улица Калашникова,203.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287670,w318406776,улица Калашникова,218.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287670,w318406782,улица Калашникова,245.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287679,w302066895,улица Старого,192.4,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287679,w302066930,улица Старого,241.9,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287679,w302066931,улица Старого,213.3,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287679,w302066932,улица Старого,209.6,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287680,w304088447,Школьная улица,248.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287680,w315109562,Школьная улица,245.8,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287680,w302066895,Школьная улица,78.2,4,3,26,18,8
CITY_K4R_dp_optimal_jenks,w209287680,w302066922,Школьная улица,111.2,4,3,26,18,8
