model_id,address_a,address_b,street_a,distance_m,zone_a,zone_b,fee_a_rub,fee_b_rub,price_jump_rub
CITY_K4R_dp_optimal_jenks,n2334331706,w302370519,Кишинёвская улица,237.9,4,1,26,13,13
CITY_K4R_dp_optimal_jenks,n2334331709,w302370519,Кишинёвская улица,194.0,4,1,26,13,13
CITY_K4R_dp_optimal_jenks,n5172818452,w302370519,Кишинёвская улица,196.8,4,1,26,13,13
CITY_K4R_dp_optimal_jenks,n5172818844,w302370519,Кишинёвская улица,225.4,4,1,26,13,13
CITY_K4R_dp_optimal_jenks,n5172819425,w302370519,Кишинёвская улица,207.5,4,1,26,13,13
CITY_K4R_dp_optimal_jenks,w107683766,w299956671,улица Сергея Лазо,207.2,1,4,13,26,13
CITY_K4R_dp_optimal_jenks,w165631093,w303915656,улица Дзержинского,238.5,1,4,13,26,13
CITY_K4R_dp_optimal_jenks,w165631109,w303915656,улица Дзержинского,249.8,1,4,13,26,13
CITY_K4R_dp_optimal_jenks,w222773039,w299956671,улица Дзержинского,208.2,1,4,13,26,13
CITY_K4R_dp_optimal_jenks,w290851742,w299956671,улица Академика Фёдорова,182.6,1,4,13,26,13
CITY_K4R_dp_optimal_jenks,w302370519,w303915657,улица Дзержинского,198.1,1,4,13,26,13
CITY_K4R_dp_optimal_jenks,w302370519,w303915656,улица Дзержинского,175.4,1,4,13,26,13
CITY_K4R_dp_optimal_jenks,w302370519,w303915659,улица Дзержинского,214.6,1,4,13,26,13
CITY_K4R_dp_optimal_jenks,w302370519,w303915660,улица Дзержинского,197.2,1,4,13,26,13
CITY_K4R_dp_optimal_jenks,n2321993999,w222764128,Путейская улица,136.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,n2321993999,w295009405,Путейская улица,185.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,n2321993999,w295009406,Путейская улица,199.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,n2321993999,w295009407,Путейская улица,213.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,n2321993999,w302368270,Путейская улица,239.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,n2321994003,w222764128,улица Тургенева,195.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,n2321994003,w295009405,улица Тургенева,248.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058107,w303915713,улица Тургенева,206.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058107,w303915714,улица Тургенева,212.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058107,w303915715,улица Тургенева,215.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058107,w303915716,улица Тургенева,224.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058107,w303915718,улица Тургенева,233.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058107,w303915719,улица Тургенева,245.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058107,w222764128,улица Тургенева,214.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058108,w303915713,Киевская улица,244.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058108,w303915714,Киевская улица,246.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w161058108,w303915715,Киевская улица,245.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982089,улица Георге Асаке,165.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982090,улица Георге Асаке,160.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982096,улица Георге Асаке,172.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w302368617,улица Георге Асаке,172.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w303915693,улица Георге Асаке,230.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w303915694,улица Георге Асаке,203.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w303915696,улица Георге Асаке,233.5,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w303915697,улица Георге Асаке,242.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w303915700,улица Георге Асаке,201.9,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w303915703,улица Георге Асаке,218.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w303915704,улица Георге Асаке,194.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982104,улица Георге Асаке,142.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982107,улица Георге Асаке,110.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982108,улица Георге Асаке,104.9,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982110,улица Георге Асаке,108.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982111,улица Георге Асаке,111.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982112,улица Георге Асаке,126.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982113,улица Георге Асаке,113.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w301982100,улица Георге Асаке,150.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w302074727,улица Георге Асаке,216.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w302074728,улица Георге Асаке,191.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w222764128,w302074735,улица Георге Асаке,246.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982089,улица Георге Асаке,208.9,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982090,улица Георге Асаке,208.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982096,улица Георге Асаке,225.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w302368617,улица Георге Асаке,203.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w303915694,улица Георге Асаке,233.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w303915700,улица Георге Асаке,224.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w303915703,улица Георге Асаке,235.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w303915704,улица Георге Асаке,212.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982104,улица Георге Асаке,195.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982107,улица Георге Асаке,162.9,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982108,улица Георге Асаке,155.5,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982110,улица Георге Асаке,155.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982111,улица Георге Асаке,155.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982112,улица Георге Асаке,168.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982113,улица Георге Асаке,154.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w301982100,улица Георге Асаке,201.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009405,w302074728,улица Георге Асаке,239.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982089,улица Георге Асаке,202.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982090,улица Георге Асаке,206.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982096,улица Георге Асаке,229.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w302368617,улица Георге Асаке,189.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w303915693,улица Георге Асаке,249.6,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w303915694,улица Георге Асаке,219.5,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w303915696,улица Георге Асаке,248.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w303915700,улица Георге Асаке,206.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w303915703,улица Георге Асаке,215.6,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w303915704,улица Георге Асаке,194.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982104,улица Георге Асаке,202.6,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982107,улица Георге Асаке,168.6,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982108,улица Георге Асаке,156.6,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982110,улица Георге Асаке,152.6,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982111,улица Георге Асаке,151.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982112,улица Георге Асаке,161.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982113,улица Георге Асаке,147.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009406,w301982100,улица Георге Асаке,212.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982089,улица Георге Асаке,205.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982090,улица Георге Асаке,212.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982096,улица Георге Асаке,238.9,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w302368617,улица Георге Асаке,186.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w303915693,улица Георге Асаке,246.9,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w303915694,улица Георге Асаке,216.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w303915696,улица Георге Асаке,245.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w303915697,улица Георге Асаке,249.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w303915700,улица Георге Асаке,200.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w303915703,улица Георге Асаке,207.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w303915704,улица Георге Асаке,186.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982104,улица Георге Асаке,213.5,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982107,улица Георге Асаке,179.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982108,улица Георге Асаке,164.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982110,улица Георге Асаке,158.6,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982111,улица Георге Асаке,155.9,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982112,улица Георге Асаке,164.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982113,улица Георге Асаке,150.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w295009407,w301982100,улица Георге Асаке,225.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w301982089,w302368616,улица Тургенева,211.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w303836250,улица Тургенева,248.5,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w303915713,улица Тургенева,174.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w303915714,улица Тургенева,183.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w303915715,улица Тургенева,189.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w303915716,улица Тургенева,201.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w303915718,улица Тургенева,212.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w303915719,улица Тургенева,225.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w303915721,улица Тургенева,233.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w303915722,улица Тургенева,243.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w705834164,улица Тургенева,231.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w705834165,улица Тургенева,235.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w302368270,улица Тургенева,207.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982089,w302368615,улица Тургенева,220.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982090,w302368616,улица Тургенева,230.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982090,w303915713,улица Тургенева,200.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982090,w303915714,улица Тургенева,210.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982090,w303915715,улица Тургенева,218.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982090,w303915716,улица Тургенева,231.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982090,w303915718,улица Тургенева,243.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982090,w302368270,улица Тургенева,219.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982090,w302368615,улица Тургенева,237.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982100,w302368270,улица Старого,248.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982104,w303915713,Путейская улица,243.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982104,w302368270,Путейская улица,232.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982107,w302368616,Путейская улица,223.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982107,w303915713,Путейская улица,212.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982107,w303915714,Путейская улица,225.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982107,w303915715,Путейская улица,238.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982107,w705834164,Путейская улица,247.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982107,w302368270,Путейская улица,197.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982107,w302368615,Путейская улица,224.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w302368616,Путейская улица,199.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w302492922,Путейская улица,249.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w303836250,Путейская улица,244.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w303915713,Путейская улица,183.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w303915714,Путейская улица,196.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w303915715,Путейская улица,208.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w303915716,Путейская улица,222.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w303915718,Путейская улица,236.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w705816382,Путейская улица,241.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w705834164,Путейская улица,223.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w705834165,Путейская улица,230.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w302368270,Путейская улица,178.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982108,w302368615,Путейская улица,202.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w302368616,Путейская улица,185.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w302492922,Путейская улица,237.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w302492924,Путейская улица,249.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w303836248,Путейская улица,248.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w303836250,Путейская улица,228.5,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w303915713,Путейская улица,164.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w303915714,Путейская улица,176.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w303915715,Путейская улица,187.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w303915716,Путейская улица,202.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w303915718,Путейская улица,215.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w303915719,Путейская улица,229.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w303915721,Путейская улица,239.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w705816382,Путейская улица,228.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w705834164,Путейская улица,207.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w705834165,Путейская улица,214.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w302368270,Путейская улица,168.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982110,w302368615,Путейская улица,189.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w302368616,Путейская улица,176.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w302492922,Путейская улица,230.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w302492924,Путейская улица,243.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w302492928,Путейская улица,246.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303836248,Путейская улица,239.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303836250,Путейская улица,219.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303915713,Путейская улица,153.5,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303915714,Путейская улица,165.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303915715,Путейская улица,176.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303915716,Путейская улица,190.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303915718,Путейская улица,203.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303915719,Путейская улица,217.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303915721,Путейская улица,227.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w303915722,Путейская улица,238.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w705816382,Путейская улица,221.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w705834164,Путейская улица,199.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w705834165,Путейская улица,205.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w302368270,Путейская улица,162.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982111,w302368615,Путейская улица,182.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w302368616,Путейская улица,175.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w302492922,Путейская улица,231.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w302492924,Путейская улица,244.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w302492928,Путейская улица,245.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303836248,Путейская улица,234.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303836250,Путейская улица,216.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303915713,Путейская улица,146.5,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303915714,Путейская улица,156.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303915715,Путейская улица,166.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303915716,Путейская улица,179.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303915718,Путейская улица,192.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303915719,Путейская улица,206.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303915721,Путейская улица,215.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303915722,Путейская улица,226.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w303915723,Путейская улица,238.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w705816382,Путейская улица,222.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w705834164,Путейская улица,197.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w705834165,Путейская улица,202.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w302368270,Путейская улица,167.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982112,w302368615,Путейская улица,183.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w302368616,Путейская улица,164.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w302492922,Путейская улица,219.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w302492924,Путейская улица,232.4,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w302492926,Путейская улица,242.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w302492928,Путейская улица,234.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303833096,Путейская улица,245.3,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303836248,Путейская улица,225.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303836250,Путейская улица,206.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915713,Путейская улица,138.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915714,Путейская улица,150.0,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915715,Путейская улица,160.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915716,Путейская улица,174.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915718,Путейская улица,187.5,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915719,Путейская улица,201.8,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915721,Путейская улица,211.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915722,Путейская улица,222.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915723,Путейская улица,234.9,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w303915724,Путейская улица,247.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w705816382,Путейская улица,210.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w705834164,Путейская улица,186.6,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w705834165,Путейская улица,192.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w302368270,Путейская улица,154.1,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w301982113,w302368615,Путейская улица,171.2,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915706,Путейская улица,244.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w302368617,Путейская улица,178.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915693,Путейская улица,236.5,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915694,Путейская улица,205.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915696,Путейская улица,232.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915697,Путейская улица,234.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915700,Путейская улица,184.5,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915701,Путейская улица,236.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915703,Путейская улица,187.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915704,Путейская улица,168.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368270,w303915705,Путейская улица,236.5,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915706,улица Георге Асаке,231.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915708,улица Георге Асаке,236.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915709,улица Георге Асаке,243.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w302368617,улица Георге Асаке,182.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915693,улица Георге Асаке,237.3,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915694,улица Георге Асаке,206.9,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915696,улица Георге Асаке,231.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915697,улица Георге Асаке,231.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915700,улица Георге Асаке,180.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915701,улица Георге Асаке,230.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915703,улица Георге Асаке,177.6,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915704,улица Георге Асаке,161.9,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368615,w303915705,улица Георге Асаке,227.1,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915706,улица Георге Асаке,211.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915708,улица Георге Асаке,216.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915709,улица Георге Асаке,223.4,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w302368617,улица Георге Асаке,168.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915693,улица Георге Асаке,221.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915694,улица Георге Асаке,191.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915696,улица Георге Асаке,214.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915697,улица Георге Асаке,213.7,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915700,улица Георге Асаке,163.0,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915701,улица Георге Асаке,212.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915703,улица Георге Асаке,158.8,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915704,улица Георге Асаке,144.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368616,w303915705,улица Георге Асаке,208.2,2,4,14,26,12
CITY_K4R_dp_optimal_jenks,w302368617,w302492922,Киевская улица,227.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w302368617,w302492924,Киевская улица,241.7,4,2,26,14,12
CITY_K4R_dp_optimal_jenks,w302368617,w302492928,Киевская улица,234.6,4,2,26,14,12
