address_id,address_release_version,territory,district,street,house_number,destination_lat,destination_lon,router_status,router_distance_km,router_duration_min,straight_line_km,detour_factor,snapped_origin_lat,snapped_origin_lon,origin_snap_distance_m,snapped_destination_lat,snapped_destination_lon,destination_snap_distance_m,router_main_streets,route_node_count,route_first_nodes,route_last_nodes,terminal_node_signature,corridor_signature,bridge_or_rail,uturn,route_geometry_hash,probable_anomaly,anomaly_severity,owner_review_required
w315425250,1.1.0,Бендеры,,Железнодорожная улица,60,46.82483,29.45934,ROUTABLE,5.2821,5.987,1.8131,2.913,46.8241540,29.4833040,33.23,46.8247840,29.4595720,18.43,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,8a38b1290ad818198493fb4ca0aa29e481ccb97905286eeadcb750177c44811b,NONE,NONE,False
w315425252,1.1.0,Бендеры,,Железнодорожная улица,58,46.82497,29.4594,ROUTABLE,5.2983,6.025,1.8095,2.928,46.8241540,29.4833040,33.23,46.8249240,29.4596310,18.35,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,f4b41c87519d3a402253de41d1f135b806f795a90e11d2aae0bcd907b1379605,NONE,NONE,False
w315425254,1.1.0,Бендеры,,Железнодорожная улица,53,46.82479,29.45987,ROUTABLE,5.2890,6.003,1.7726,2.984,46.8241540,29.4833040,33.23,46.8248440,29.4595980,21.61,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,548f72e73fdc384a8fd67f3473846d4094d304d6c4759d32a5e6f0c914294159,NONE,NONE,False
w315425255,1.1.0,Бендеры,,переулок Лермонтова,67,46.82462,29.45855,ROUTABLE,5.2981,5.988,1.8720,2.830,46.8241540,29.4833040,33.23,46.8244970,29.4584970,14.26,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629133,eff3e396202bd6ed886a,a1ccffda166756199b42,NONE_OBSERVED,NO,5368414d24ed090416082e98ba5e7406072ffadfccb513c8f87e342f68abfc74,NONE,NONE,False
w315425256,1.1.0,Бендеры,,Железнодорожный тупик,5,46.8234,29.45812,ROUTABLE,5.1790,6.028,1.9036,2.721,46.8241540,29.4833040,33.23,46.8235080,29.4581620,12.43,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица Старого; Железнодорожная улица; Железнодорожный тупик,107,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,5642523704;346864412;6431002355;3404915379;583629121;583629126;2339105460;2339105461,d2654f74083bfb7a3e81,167f40f3ed96ccf353aa,NONE_OBSERVED,NO,11a7b99b68f3c7165709ef5b021f5e38598e00c8665ee9e482b6619fafe4ccb3,NONE,NONE,False
w315425259,1.1.0,Бендеры,,улица Добродеева,2,46.82309,29.45814,ROUTABLE,5.1058,5.780,1.9034,2.682,46.8241540,29.4833040,33.23,46.8229400,29.4580780,17.33,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица Добродеева,106,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,6367865568;5642523704;346864412;6367865569;583629127;583629123;583629126;1067380693,03a200304761a3cdcf48,b6633a68db14db061fcd,NONE_OBSERVED,NO,fc3ce128063fe78feb3063efcf5d403e13702ca8542cded52e15f84cf4f84de1,NONE,NONE,False
w315425263,1.1.0,Бендеры,,улица Матросова,35,46.82326,29.45777,ROUTABLE,5.1663,5.933,1.9307,2.676,46.8241540,29.4833040,33.23,46.8232230,29.4575250,19.14,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица Добродеева; улица Матросова,107,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,5642523704;346864412;6367865569;583629127;583629123;583629126;1067380693;583629141,35368b86423a0ecbde4e,b6633a68db14db061fcd,NONE_OBSERVED,NO,7c7d81df2de168941b35b4637dbdbf9182fc560e96c397fe9bc6bd8124bef5f9,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,HIGH,True
w315425271,1.1.0,Бендеры,,улица Ползунова,74,46.82314,29.46008,ROUTABLE,5.0096,5.583,1.7557,2.853,46.8241540,29.4833040,33.23,46.8231040,29.4602700,15.04,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица Добродеева; улица Ползунова,105,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,5642523708;6367865568;5642523704;346864412;6367865569;583629127;583629123;583629150,c85135a7b291382192d4,b6633a68db14db061fcd,NONE_OBSERVED,NO,4d716bbbe5fc56e088fd93be22dc586c1198bbbc314c0a90cc75b4b191fe9588,NONE,NONE,False
w315618129,1.1.0,Бендеры,,Железнодорожная улица,51,46.82492,29.45991,ROUTABLE,5.3038,6.038,1.7704,2.996,46.8241540,29.4833040,33.23,46.8249720,29.4596520,20.52,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,ee1fbbd538d256482b1a4e5113b072c8dddaa8ca6a4a17c957c26fec0b6294ae,NONE,NONE,False
w315618131,1.1.0,Бендеры,,Железнодорожная улица,49,46.82503,29.46,ROUTABLE,5.3175,6.072,1.7645,3.014,46.8241540,29.4833040,33.23,46.8250900,29.4597020,23.70,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,b1deb1780a8d3ad2b55d18fe96d09135661049f8c87a4843e9bdf35a3549cebf,NONE,NONE,False
w315618133,1.1.0,Бендеры,,Железнодорожная улица,47,46.82517,29.46002,ROUTABLE,5.3328,6.108,1.7641,3.023,46.8241540,29.4833040,33.23,46.8252220,29.4597590,20.74,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,5ffeb9769f9a416190771a98ede041594697a6e02f5a4dd43b1553c66d8d478a,NONE,NONE,False
w315618134,1.1.0,Бендеры,,улица Гоголя,65,46.82478,29.45871,ROUTABLE,5.3470,6.138,1.8607,2.874,46.8241540,29.4833040,33.23,46.8248310,29.4584230,22.62,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; улица Гоголя,109,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,6367865569;583629127;1736087555;583629152;583629150;583629131;583629133;583629134,a5b5eb1c8f0d376b79d8,a1ccffda166756199b42,NONE_OBSERVED,NO,2b17c05718243fe6216550ae5485801645c1599049d318b6681f5c9e25ca09d0,NONE,NONE,False
w315618136,1.1.0,Бендеры,,улица Гоголя,63,46.82493,29.4587,ROUTABLE,5.3630,6.177,1.8624,2.880,46.8241540,29.4833040,33.23,46.8249700,29.4584760,17.66,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; улица Гоголя,109,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,6367865569;583629127;1736087555;583629152;583629150;583629131;583629133;583629134,a5b5eb1c8f0d376b79d8,a1ccffda166756199b42,NONE_OBSERVED,NO,f3a8e9c672cfaf3c502e38b65d83931381dd15307293fcd4471ade15086c2741,NONE,NONE,False
w315618137,1.1.0,Бендеры,,улица Ползунова,40,46.82539,29.46097,ROUTABLE,5.3617,5.942,1.6943,3.164,46.8241540,29.4833040,33.23,46.8253520,29.4611750,16.20,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии; улица Ползунова,113,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,5110069339;2319384714;2319384708;5110069338;3594902144;583629156;583629148;583629150,878bd0ef95608533a82c,89b34c168532ab9bdf48,NONE_OBSERVED,NO,04d87a73b502aec9f03bb51ecf6f3fecf24440eff7cf74205fedc5096092cbfa,NONE,NONE,False
w315618139,1.1.0,Бендеры,,Железнодорожная улица,39,46.82567,29.46022,ROUTABLE,5.4452,6.140,1.7544,3.104,46.8241540,29.4833040,33.23,46.8257200,29.4599710,19.80,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии; Железнодорожная улица,114,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2319384714;2319384708;5110069338;3594902144;583629156;583629148;583629154;583629131,8113b4ef0bd5664edab0,89b34c168532ab9bdf48,NONE_OBSERVED,NO,6d7f17e408e64798c181bdb262a1bce31bdf3c1fa339f04b0973797786467003,NONE,NONE,False
w315618140,1.1.0,Бендеры,,Железнодорожная улица,41,46.82555,29.46017,ROUTABLE,5.4591,6.173,1.7567,3.108,46.8241540,29.4833040,33.23,46.8256000,29.4599200,19.87,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии; Железнодорожная улица,114,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2319384714;2319384708;5110069338;3594902144;583629156;583629148;583629154;583629131,8113b4ef0bd5664edab0,89b34c168532ab9bdf48,NONE_OBSERVED,NO,64d9347dbf1157a489a26505e9ddf95b1e0c9e0d2350f45a57873e5a8e02f874,NONE,NONE,False
w315618141,1.1.0,Бендеры,,Железнодорожная улица,43,46.82542,29.46011,ROUTABLE,5.3614,6.177,1.7598,3.047,46.8241540,29.4833040,33.23,46.8254690,29.4598640,19.55,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,ca3561bf38a8856349b9819147dbe797a85f9270e448dafb1bf992eda089249e,NONE,NONE,False
w315618142,1.1.0,Бендеры,,Железнодорожная улица,45,46.82529,29.46006,ROUTABLE,5.3465,6.142,1.7622,3.034,46.8241540,29.4833040,33.23,46.8253400,29.4598090,19.94,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,7c72bd92f124869b6f4e4b76700245cfc61cb7a63e40fd77cdd2270636f1bfcf,NONE,NONE,False
w315618146,1.1.0,Бендеры,,улица Ползунова,38,46.82562,29.46109,ROUTABLE,5.3347,5.877,1.6880,3.160,46.8241540,29.4833040,33.23,46.8255860,29.4612690,14.17,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии; улица Ползунова,113,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,5110069339;2319384714;2319384708;5110069338;3594902144;583629156;583629148;583629150,878bd0ef95608533a82c,89b34c168532ab9bdf48,NONE_OBSERVED,NO,3b4abdd10e68e51a644acebbd36684aeaa6fecc47f4adb6fbe31a677a508e727,NONE,NONE,False
w315618151,1.1.0,Бендеры,,улица Гоголя,61,46.8251,29.45873,ROUTABLE,5.3819,6.222,1.8614,2.891,46.8241540,29.4833040,33.23,46.8251340,29.4585390,15.06,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; улица Гоголя,109,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,6367865569;583629127;1736087555;583629152;583629150;583629131;583629133;583629134,a5b5eb1c8f0d376b79d8,a1ccffda166756199b42,NONE_OBSERVED,NO,3560425d9d8e886747373ca4914d2a8e805d97dd0ae2106fd691f64d9944e110,NONE,NONE,False
w315618152,1.1.0,Бендеры,,улица Гоголя,57,46.8254,29.45886,ROUTABLE,5.4167,6.305,1.8543,2.921,46.8241540,29.4833040,33.23,46.8254370,29.4586540,16.25,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; улица Гоголя,109,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,6367865569;583629127;1736087555;583629152;583629150;583629131;583629133;583629134,a5b5eb1c8f0d376b79d8,a1ccffda166756199b42,NONE_OBSERVED,NO,81be2cc882506a339bfee6b0c3adba6b79ccac5bcb3216f311776fe7b99e159b,NONE,NONE,False
w315618153,1.1.0,Бендеры,,улица Гоголя,59,46.82519,29.45901,ROUTABLE,5.3969,6.258,1.8409,2.932,46.8241540,29.4833040,33.23,46.8252650,29.4585890,33.19,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; улица Гоголя,109,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,6367865569;583629127;1736087555;583629152;583629150;583629131;583629133;583629134,a5b5eb1c8f0d376b79d8,a1ccffda166756199b42,NONE_OBSERVED,NO,e8808068ff5c5454f089fa7e7e88c2410b6a13a76335c7e603f76ea007eebfc6,DESTINATION_SNAP_GT30M,MEDIUM,True
w315618154,1.1.0,Бендеры,,Железнодорожная улица,54,46.82529,29.45938,ROUTABLE,5.3320,6.107,1.8138,2.940,46.8241540,29.4833040,33.23,46.8252150,29.4597560,29.88,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,e2a39d700b2991131d606cebd1266136b0125054c5fdee65f128a9abc125b47b,NONE,NONE,False
w315618155,1.1.0,Бендеры,,Железнодорожная улица,56,46.82514,29.4594,ROUTABLE,5.3163,6.068,1.8109,2.936,46.8241540,29.4833040,33.23,46.8250800,29.4596980,23.70,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,bf15a72827b48ff46b138017a8ca1e4ca0e253a6881ce731135141267c4cd904,NONE,NONE,False
w315618156,1.1.0,Бендеры,,улица Гоголя,49,46.82599,29.45911,ROUTABLE,5.5238,6.333,1.8425,2.998,46.8241540,29.4833040,33.23,46.8260310,29.4588810,18.06,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии; улица Гоголя,115,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2319384708;5110069338;3594902144;583629156;583629148;583629154;583629134;583629133,4df3e8e2c42f46651004,89b34c168532ab9bdf48,NONE_OBSERVED,NO,0a5b68c8c870860792dcb59ceba7d777194dc80b4419745815287ac6194b3f93,NONE,NONE,False
w315618157,1.1.0,Бендеры,,улица 40 лет Советской Пионерии,46,46.82587,29.45976,ROUTABLE,5.4354,6.030,1.7918,3.034,46.8241540,29.4833040,33.23,46.8260290,29.4598240,18.34,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии,114,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2319384714;2319384708;5110069338;3594902144;583629156;583629148;583629154;583629134,b166f5226b0ddd10fabb,89b34c168532ab9bdf48,NONE_OBSERVED,NO,b4cf7855bc5510aeff2939f5af0475e31a6a458b66557971c3166a1115069719,NONE,NONE,False
w315618160,1.1.0,Бендеры,,Железнодорожная улица,48,46.82573,29.45969,ROUTABLE,5.4502,6.152,1.7952,3.036,46.8241540,29.4833040,33.23,46.8256770,29.4599530,20.91,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии; Железнодорожная улица,114,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2319384714;2319384708;5110069338;3594902144;583629156;583629148;583629154;583629131,8113b4ef0bd5664edab0,89b34c168532ab9bdf48,NONE_OBSERVED,NO,a13eb2b773d1d150c0fb7fbf34ed4f2e53a5bff31d85c2d3e93951473260f53b,NONE,NONE,False
w315618161,1.1.0,Бендеры,,Железнодорожная улица,50,46.82556,29.45964,ROUTABLE,5.3664,6.188,1.7969,2.986,46.8241540,29.4833040,33.23,46.8255120,29.4598820,19.22,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,851907a0ed5f158e9c594fa26356a9cdf9a0827234c7f82ddc5fd6182a4af021,NONE,NONE,False
w315618162,1.1.0,Бендеры,,улица Гоголя,51,46.82584,29.45903,ROUTABLE,5.5415,6.375,1.8465,3.001,46.8241540,29.4833040,33.23,46.8258770,29.4588220,16.40,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии; улица Гоголя,115,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2319384708;5110069338;3594902144;583629156;583629148;583629154;583629134;583629133,4df3e8e2c42f46651004,89b34c168532ab9bdf48,NONE_OBSERVED,NO,8937b8b3a90cb9b20648da8ca2a8ba2bf50bcda9fe8f0c3e0d596510cfd784d5,NONE,NONE,False
w315618163,1.1.0,Бендеры,,улица Гоголя,53,46.82569,29.45902,ROUTABLE,5.4509,6.387,1.8454,2.954,46.8241540,29.4833040,33.23,46.8257350,29.4587680,19.87,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; улица Гоголя,109,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,6367865569;583629127;1736087555;583629152;583629150;583629131;583629133;583629134,a5b5eb1c8f0d376b79d8,a1ccffda166756199b42,NONE_OBSERVED,NO,84165754c136bbf7df2937560bd24796d88d557cba17621c9215af95e29f86ef,NONE,NONE,False
w315618164,1.1.0,Бендеры,,улица Гоголя,55,46.82557,29.45894,ROUTABLE,5.4364,6.353,1.8500,2.939,46.8241540,29.4833040,33.23,46.8256090,29.4587200,17.34,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; улица Гоголя,109,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,6367865569;583629127;1736087555;583629152;583629150;583629131;583629133;583629134,a5b5eb1c8f0d376b79d8,a1ccffda166756199b42,NONE_OBSERVED,NO,58e5746c00c7845e4208280676abd4028e35e7e9e5671fdd0df0ac0a48825462,NONE,NONE,False
w315618165,1.1.0,Бендеры,,Железнодорожная улица,52,46.82541,29.45957,ROUTABLE,5.3488,6.147,1.8006,2.971,46.8241540,29.4833040,33.23,46.8253600,29.4598180,19.72,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; Железнодорожная улица,108,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864412;6367865569;583629127;1736087555;583629152;583629150;583629131;583629154,40211affcd7c124832c3,a1ccffda166756199b42,NONE_OBSERVED,NO,233ea51d5a6e3af2145eac651db1e1d961ccf7ae651595ab8d4bfa8e8304fa8d,NONE,NONE,False
w315618168,1.1.0,Бендеры,,улица Гоголя,46,46.82607,29.45873,ROUTABLE,5.5226,6.330,1.8723,2.950,46.8241540,29.4833040,33.23,46.8260420,29.4588850,12.23,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии; улица Гоголя,115,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2319384708;5110069338;3594902144;583629156;583629148;583629154;583629134;583629133,4df3e8e2c42f46651004,89b34c168532ab9bdf48,NONE_OBSERVED,NO,e2396284bfba637d4d33844c29891bf0c7bef0865b690c46c310fd14dbe7d6da,NONE,NONE,False
w315618169,1.1.0,Бендеры,,улица Гоголя,48,46.82592,29.45863,ROUTABLE,5.5406,6.373,1.8778,2.951,46.8241540,29.4833040,33.23,46.8258850,29.4588250,15.38,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии; улица Гоголя,115,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2319384708;5110069338;3594902144;583629156;583629148;583629154;583629134;583629133,4df3e8e2c42f46651004,89b34c168532ab9bdf48,NONE_OBSERVED,NO,ed925af8e7ff6924a2b4deb367b2ac59829a994b419c6251e14fbe8faa54abd9,NONE,NONE,False
w315618170,1.1.0,Бендеры,,улица 40 лет Советской Пионерии,44,46.82619,29.45989,ROUTABLE,5.4353,6.030,1.7867,3.042,46.8241540,29.4833040,33.23,46.8260290,29.4598260,18.55,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица 40 лет Советской Пионерии,114,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2319384714;2319384708;5110069338;3594902144;583629156;583629148;583629154;583629134,b166f5226b0ddd10fabb,89b34c168532ab9bdf48,NONE_OBSERVED,NO,83aeebd124939293c8a57c542e5a615696ca3f8854b410832e11763bb6871939,NONE,NONE,False
w315618171,1.1.0,Бендеры,,улица Матросова,15,46.82587,29.45701,ROUTABLE,5.5332,6.562,1.9996,2.767,46.8241540,29.4833040,33.23,46.8258210,29.4566900,25.02,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; улица Матросова,111,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,1736087555;583629152;583629150;583629131;583629133;583629136;583629141;583629145,2c016759548c40b4e649,a1ccffda166756199b42,NONE_OBSERVED,NO,e787d527eac7cc5175eca5a10b94047e38ed382447d55ea93c10ef7b13de982d,NONE,NONE,False
w315618172,1.1.0,Бендеры,,улица Осипенко,30,46.82537,29.45715,ROUTABLE,5.4657,6.422,1.9836,2.755,46.8241540,29.4833040,33.23,46.8253200,29.4574220,21.49,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; переулок Лермонтова; улица Осипенко,110,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,583629127;1736087555;583629152;583629150;583629131;583629133;583629136;583629137,5c5d9e7a5f4d6a747d09,a1ccffda166756199b42,NONE_OBSERVED,NO,a1ff268e26ece885a2806cfa179b0b430bd819716c96caf4f10a3e2e06724265,NONE,NONE,False
w315618173,1.1.0,Бендеры,,улица Матросова,29,46.82371,29.45761,ROUTABLE,5.2179,6.057,1.9418,2.687,46.8241540,29.4833040,33.23,46.8236760,29.4573800,17.95,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица Добродеева; улица Матросова,107,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,5642523704;346864412;6367865569;583629127;583629123;583629126;1067380693;583629141,35368b86423a0ecbde4e,b6633a68db14db061fcd,NONE_OBSERVED,NO,cd6ffba5650cd44f20214e57544931a4208a762b252caeddcfe4d8697f0a32cb,NONE,NONE,False
w315618354,1.1.0,Бендеры,,улица Старого,12,46.82203,29.45983,ROUTABLE,4.8622,5.237,1.7847,2.724,46.8241540,29.4833040,33.23,46.8218140,29.4597450,24.87,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица Старого,103,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,646891528;1017799997;5642523708;6367865568;5642523704;346864412;6431002355;3404915379,912c7791ce44c91306da,167f40f3ed96ccf353aa,NONE_OBSERVED,NO,968c2b5cf14ac50334d88204325967ec31ff129e192a02c9ee9d84890efb9c29,NONE,NONE,False
w315618356,1.1.0,Бендеры,,улица Старого,10,46.82198,29.45999,ROUTABLE,4.8492,5.217,1.7733,2.735,46.8241540,29.4833040,33.23,46.8217820,29.4599080,22.88,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица Старого,103,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,646891528;1017799997;5642523708;6367865568;5642523704;346864412;6431002355;3404915379,912c7791ce44c91306da,167f40f3ed96ccf353aa,NONE_OBSERVED,NO,bf7e2f3544de8785d811008a4c286aa70b5ef67233fe6d444ecf12d0f7ca73b1,NONE,NONE,False
w315618357,1.1.0,Бендеры,,улица Старого,8,46.82195,29.46016,ROUTABLE,4.8359,5.197,1.7608,2.746,46.8241540,29.4833040,33.23,46.8217500,29.4600770,23.12,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица Старого,103,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,646891528;1017799997;5642523708;6367865568;5642523704;346864412;6431002355;3404915379,912c7791ce44c91306da,167f40f3ed96ccf353aa,NONE_OBSERVED,NO,4ecbc6f561a77b2a6c5e88e0f66bd7e1a1cb520b0d0fdbb7b63704ec0ec0eb38,NONE,NONE,False
w315618358,1.1.0,Бендеры,,улица Старого,6,46.82192,29.46034,ROUTABLE,4.8217,5.175,1.7476,2.759,46.8241540,29.4833040,33.23,46.8217150,29.4602550,23.69,улица Сергея Лазо; Коммунистическая улица; улица Ечина; улица Бендерского Восстания; улица Старого,103,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,646891528;1017799997;5642523708;6367865568;5642523704;346864412;6431002355;3404915379,912c7791ce44c91306da,167f40f3ed96ccf353aa,NONE_OBSERVED,NO,0acb64bc4b64e252ba4374c9ff3f9fc05f13a259438e938c8584c8633cb1e8ea,NONE,NONE,False
