address_id,address_release_version,territory,district,street,house_number,destination_lat,destination_lon,router_status,router_distance_km,router_duration_min,straight_line_km,detour_factor,snapped_origin_lat,snapped_origin_lon,origin_snap_distance_m,snapped_destination_lat,snapped_destination_lon,destination_snap_distance_m,router_main_streets,route_node_count,route_first_nodes,route_last_nodes,terminal_node_signature,corridor_signature,bridge_or_rail,uturn,route_geometry_hash,probable_anomaly,anomaly_severity,owner_review_required
n2323271510,1.1.0,Бендеры,,Комсомольская улица,62,46.81801,29.49008,ROUTABLE,1.0414,1.793,0.8400,1.240,46.8241540,29.4833040,33.23,46.8181830,29.4900970,19.28,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; Комсомольская улица,30,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,4774382726;1017949378;3330082117;3244625696;514211170;2317760172;514211155;514211162,0ed6e1a259143abfdb1b,d342336fd28d6579856e,NONE_OBSERVED,NO,2e24102b9b73c6d5a7a8a4a0c3c80004941c2889719d2de4758726699f294700,ROUTE_STREET_LOOP,MEDIUM,True
n2323280410,1.1.0,Бендеры,,улица Ткаченко,4в,46.82897,29.48888,ROUTABLE,1.2667,1.930,0.7153,1.771,46.8241540,29.4833040,33.23,46.8289960,29.4890980,16.88,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Карпатская улица; улица Ткаченко,36,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,1017949217;10846699108;1062096625;1017948920;1017949015;514211183;1772918903;5687929754,46373c1c91f6f49cab34,0a21bd22b7a9dc37654d,NONE_OBSERVED,NO,1d8cb1cb518f25f554f3135b3c72ab35c1b6036b91984bf80122fb6f6a055420,NONE,NONE,False
n2323280446,1.1.0,Бендеры,,улица Ткаченко,19,46.83082,29.49057,ROUTABLE,1.5103,2.442,0.9570,1.578,46.8241540,29.4833040,33.23,46.8311140,29.4887770,140.66,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Карпатская улица; улица Ткаченко,42,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,1772918903;5687929754;7553639717;7415898059;7415898060;6840424184;8931017759;8931017758,46373c1c91f6f49cab34,0a21bd22b7a9dc37654d,NONE_OBSERVED,NO,5d02f973c9dd4832d5ddf3b5e305fadb7d5ca545d0b27fd424808ca0b4157b7c,DESTINATION_SNAP_GT100M;STREET_DURATION_CONTINUITY_OUTLIER,CRITICAL,True
n2323343667,1.1.0,Парканы,,Пионерская улица,2,46.82494,29.51491,ROUTABLE,4.3410,5.635,2.4208,1.793,46.8241540,29.4833040,33.23,46.8251340,29.5148200,22.63,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; Пионерская улица,85,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2892084110;10881679315;6584024376;2955556168;2955556154;6584024362;966102369;5165367428,3829ff3d409d241c37dc,682f54dadfe015d30e5b,NONE_OBSERVED,NO,63843990555f17101321878cde62fcb3442b01aade8f75a1254524ea95e34636,ROUTE_STREET_LOOP,MEDIUM,True
n2323343668,1.1.0,Парканы,,Комсомольская улица,168,46.81989,29.52433,ROUTABLE,5.3917,7.270,3.1660,1.703,46.8241540,29.4833040,33.23,46.8198300,29.5243570,6.98,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; Тираспольское шоссе; улица Пушкина; Пионерская улица; Комсомольская улица,103,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,6825119067;966102293;6825119056;6825119054;5685586423;6825119055;966102222;2922714107,288743691ca0e7520863,682f54dadfe015d30e5b,NONE_OBSERVED,NO,b5951ca0f534e8748cc25843b66eb8c3a04c2fb0fc215d8649e30a95f1e48417,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,HIGH,True
n2323343670,1.1.0,Парканы,,улица Пушкина,47,46.83134,29.51358,ROUTABLE,3.7326,4.578,2.4606,1.517,46.8241540,29.4833040,33.23,46.8313180,29.5135170,5.39,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; Тираспольское шоссе; улица Пушкина,77,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,457637167;6829889297;541430435;7415898053;966102493;8931017773;966102283;6825119064,028fee5af3f3bb1d0596,682f54dadfe015d30e5b,NONE_OBSERVED,NO,234afa556cf813d86e888bd81bbf2120502ea1ab5a6bc355a113e0ba4fe4378c,NONE,NONE,False
n2323343672,1.1.0,Парканы,,улица Пушкина,46,46.8315,29.51319,ROUTABLE,3.7237,4.612,2.4389,1.527,46.8241540,29.4833040,33.23,46.8314600,29.5132100,4.70,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; Тираспольское шоссе; улица Пушкина,77,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,457637167;6829889297;541430435;7415898053;966102493;8931017773;966102283;966102372,028fee5af3f3bb1d0596,682f54dadfe015d30e5b,NONE_OBSERVED,NO,a6eb6879dba79919d248d16f884b72b1304b72e0a048af063653b50cb64aa5ac,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,HIGH,True
n2323343677,1.1.0,Парканы,,улица Пушкина,48,46.83065,29.51376,ROUTABLE,3.8072,4.690,2.4489,1.555,46.8241540,29.4833040,33.23,46.8307220,29.5139640,17.50,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; Тираспольское шоссе; улица Пушкина,77,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,457637167;6829889297;541430435;7415898053;966102493;8931017773;966102283;6825119064,028fee5af3f3bb1d0596,682f54dadfe015d30e5b,NONE_OBSERVED,NO,0b583f8f88717e9fb3af38fbaea60dd1b9b882b4fbb622533e91f6a19cb5cae6,NONE,NONE,False
n2323343678,1.1.0,Парканы,,улица Пушкина,101,46.82593,29.51756,ROUTABLE,4.4062,5.588,2.6294,1.676,46.8241540,29.4833040,33.23,46.8259010,29.5174690,7.66,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; Тираспольское шоссе; улица Пушкина,79,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,541430435;7415898053;966102493;8931017773;966102283;6825119064;6825119063;11980240405,028fee5af3f3bb1d0596,682f54dadfe015d30e5b,NONE_OBSERVED,NO,a2cf3fb56e833afb735c92d172d28c5bb0bdc68ce70ede3335c96c19c9b12d75,STREET_DISTANCE_CONTINUITY_OUTLIER,HIGH,True
n2323343679,1.1.0,Парканы,,улица Пушкина,110,46.82586,29.51731,ROUTABLE,4.4051,5.587,2.6098,1.688,46.8241540,29.4833040,33.23,46.8259100,29.5174630,12.93,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; Тираспольское шоссе; улица Пушкина,79,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,541430435;7415898053;966102493;8931017773;966102283;6825119064;6825119063;11980240405,028fee5af3f3bb1d0596,682f54dadfe015d30e5b,NONE_OBSERVED,NO,96ca30c89a69c8707914ab997ff108aaed7a98949b48dc154da8dc27965d4cc8,STREET_DISTANCE_CONTINUITY_OUTLIER,HIGH,True
n2323343680,1.1.0,Парканы,,Пионерская улица,3,46.82556,29.51637,ROUTABLE,4.5088,5.837,2.5359,1.778,46.8241540,29.4833040,33.23,46.8254960,29.5164010,7.50,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; Тираспольское шоссе; улица Пушкина; Пионерская улица,81,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,966102493;8931017773;966102283;6825119064;6825119063;11980240405;11980240406;5165367428,af0653116b2938bb09b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,60a74c04846648ca31e67e1410b1e9530f280edcf5df72bd0f944541fe4f67c3,NONE,NONE,False
n2323343681,1.1.0,Парканы,,Пионерская улица,1,46.82537,29.51555,ROUTABLE,4.4022,5.782,2.4722,1.781,46.8241540,29.4833040,33.23,46.8253070,29.5155810,7.39,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; Пионерская улица,86,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,10881679315;6584024376;2955556168;2955556154;6584024362;966102369;5165367428;11980240406,3829ff3d409d241c37dc,682f54dadfe015d30e5b,NONE_OBSERVED,NO,e8e6ab86981295b186d0cf8a6813e86c644d151ab878ec81bbf94f173aab5c24,ROUTE_STREET_LOOP,MEDIUM,True
n2323343682,1.1.0,Парканы,,Пионерская улица,103,46.8252,29.51444,ROUTABLE,4.3156,5.573,2.3867,1.808,46.8241540,29.4833040,33.23,46.8250650,29.5145030,15.76,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; Пионерская улица,85,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2892084110;10881679315;6584024376;2955556168;2955556154;6584024362;966102369;5165367428,3829ff3d409d241c37dc,682f54dadfe015d30e5b,NONE_OBSERVED,NO,735c18cf9f6040f43496b1894e314947b269bae57650ab24d2c92cf8da1a7c50,ROUTE_STREET_LOOP,MEDIUM,True
n2323343683,1.1.0,Парканы,,улица Ленина,105,46.82482,29.51449,ROUTABLE,4.3219,5.480,2.3883,1.810,46.8241540,29.4833040,33.23,46.8248150,29.5143080,13.90,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,85,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2892084110;10881679315;6584024376;2955556168;2955556154;6584024362;966102369;966102273,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,12b366b86a101d7be0fdeb48c4b4aa4e8909ee5a327d70126d26bdff6577f77b,ROUTE_STREET_LOOP,MEDIUM,True
n2323343684,1.1.0,Парканы,,улица Ленина,113,46.82349,29.51468,ROUTABLE,4.4747,5.710,2.4009,1.864,46.8241540,29.4833040,33.23,46.8234470,29.5144430,18.71,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,86,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,10881679315;6584024376;2955556168;2955556154;6584024362;966102369;966102273;966102397,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,c558142de0e7aa52abeab6802e303cad248d3c6af14c110bbe9a7fb1a6d0fb5d,ROUTE_STREET_LOOP,MEDIUM,True
n2323343685,1.1.0,Парканы,,Коммунистическая улица,1,46.82331,29.5149,ROUTABLE,4.5458,5.948,2.4180,1.880,46.8241540,29.4833040,33.23,46.8232130,29.5149590,11.69,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; Коммунистическая улица,87,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,6584024376;2955556168;2955556154;6584024362;966102369;966102273;966102397;966102227,20bcbe293e4138ed1add,682f54dadfe015d30e5b,NONE_OBSERVED,NO,7b9db4ea72407f26e56c34ff917efe49ba9399bd75c43222f2658c1bead4a744,ROUTE_STREET_LOOP,MEDIUM,True
n2323343687,1.1.0,Парканы,,Коммунистическая улица,4,46.82301,29.51514,ROUTABLE,4.5498,5.958,2.4374,1.867,46.8241540,29.4833040,33.23,46.8232270,29.5150080,26.14,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; Коммунистическая улица,87,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,6584024376;2955556168;2955556154;6584024362;966102369;966102273;966102397;966102227,20bcbe293e4138ed1add,682f54dadfe015d30e5b,NONE_OBSERVED,NO,1c0ac41187b4b915c9a4aebb4cb9c9ff28b83eb58c6788f0b2973def3c9c504d,ROUTE_STREET_LOOP,MEDIUM,True
n2323343688,1.1.0,Парканы,,улица Калинина,1,46.82204,29.51545,ROUTABLE,4.6890,6.152,2.4676,1.900,46.8241540,29.4833040,33.23,46.8219180,29.5155310,14.90,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; улица Калинина,88,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2955556168;2955556154;6584024362;966102369;966102273;966102397;966102442;966102386,713ef34dccfc81e9957f,682f54dadfe015d30e5b,NONE_OBSERVED,NO,0e32bdd8071364059214f32acf90a8ac0c7e7fe1423364e4abda1f2da488eb41,ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,HIGH,True
n2323343689,1.1.0,Парканы,,улица Ленина,117,46.82173,29.51551,ROUTABLE,4.6820,6.023,2.4752,1.892,46.8241540,29.4833040,33.23,46.8216830,29.5153190,15.48,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,88,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2955556168;2955556154;6584024362;966102369;966102273;966102397;966102442;966102345,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,2ffd930f17c54ab13d01d92cc2db6f36f3be10d789df01a2bf6067a2b19e3922,ROUTE_STREET_LOOP,MEDIUM,True
n2323343690,1.1.0,Парканы,,улица Калинина,2,46.822,29.51658,ROUTABLE,4.7656,6.335,2.5536,1.866,46.8241540,29.4833040,33.23,46.8222020,29.5164450,24.71,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; улица Калинина,88,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2955556168;2955556154;6584024362;966102369;966102273;966102397;966102442;966102386,713ef34dccfc81e9957f,682f54dadfe015d30e5b,NONE_OBSERVED,NO,dcfd5152c470cea3b94378da9430fb5e6e37c6ccd06606a2e2cb09ef831f6186,ROUTE_STREET_LOOP,MEDIUM,True
n2323343691,1.1.0,Парканы,,улица Калинина,27,46.82283,29.51822,ROUTABLE,4.9178,6.700,2.6724,1.840,46.8241540,29.4833040,33.23,46.8227680,29.5182610,7.57,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; улица Калинина,88,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2955556168;2955556154;6584024362;966102369;966102273;966102397;966102442;966102386,713ef34dccfc81e9957f,682f54dadfe015d30e5b,NONE_OBSERVED,NO,1347473b8a6c36c3f635d4bfb688d77c2be8061764ec67994c4c070bb7f730a3,ROUTE_STREET_LOOP,MEDIUM,True
n2323343692,1.1.0,Парканы,,улица Калинина,20,46.82254,29.5183,ROUTABLE,4.9100,6.682,2.6801,1.832,46.8241540,29.4833040,33.23,46.8227390,29.5181680,24.31,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; улица Калинина,88,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2955556168;2955556154;6584024362;966102369;966102273;966102397;966102442;966102386,713ef34dccfc81e9957f,682f54dadfe015d30e5b,NONE_OBSERVED,NO,8568640fec0a3e284a71ac2aba61bb2c30ac2c80935a8fed510b1a5cc8a8184b,ROUTE_STREET_LOOP,MEDIUM,True
n2323343693,1.1.0,Парканы,,Коммунистическая улица,26,46.82373,29.51758,ROUTABLE,4.7525,6.443,2.6212,1.813,46.8241540,29.4833040,33.23,46.8239270,29.5174600,23.74,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; Коммунистическая улица,87,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,6584024376;2955556168;2955556154;6584024362;966102369;966102273;966102397;966102227,20bcbe293e4138ed1add,682f54dadfe015d30e5b,NONE_OBSERVED,NO,47a8c189fb8452052c4be64e9ac9633e2ba856db704079f397b4c1cd64ba60e4,ROUTE_STREET_LOOP,MEDIUM,True
n2323343694,1.1.0,Парканы,,Красный переулок,2,46.82377,29.51808,ROUTABLE,4.8430,6.693,2.6592,1.821,46.8241540,29.4833040,33.23,46.8238390,29.5183170,19.64,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; Коммунистическая улица; Красный переулок,88,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2955556168;2955556154;6584024362;966102369;966102273;966102397;966102227;966102416,a1bffbb5de8489a50639,682f54dadfe015d30e5b,NONE_OBSERVED,NO,e58af50c9a13eb994c85dbb446deb5cc8c46890f23051267b0b5147c1f563c81,ROUTE_STREET_LOOP,MEDIUM,True
n2323343695,1.1.0,Парканы,,улица Гагарина,14,46.82215,29.51934,ROUTABLE,5.1182,7.213,2.7618,1.853,46.8241540,29.4833040,33.23,46.8219970,29.5194710,19.73,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; улица Калинина; Красный переулок; улица Гагарина,94,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,966102442;966102386;6827404396;6827404397;966102395;6827404395;6827404394;966102242,3fae15778fa88af48e4c,682f54dadfe015d30e5b,NONE_OBSERVED,NO,391820e3c3eee1be73f7eeaaaec2b8aa4b24f9c25ee11a49b5d58475ce38b82f,ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,HIGH,True
n2323343700,1.1.0,Парканы,,улица Ленина,131,46.82083,29.51609,ROUTABLE,4.7935,6.188,2.5306,1.894,46.8241540,29.4833040,33.23,46.8207730,29.5159270,13.96,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,89,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2955556154;6584024362;966102369;966102273;966102397;966102442;966102345;2323343697,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,d1dfe8a7c5cc7e03e74fea631b0b0e6e6acd4cb9531d35f9962a59fb7ebb70e8,ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,HIGH,True
n2323343701,1.1.0,Парканы,,улица Гагарина,2,46.82169,29.5188,ROUTABLE,5.1554,7.302,2.7249,1.892,46.8241540,29.4833040,33.23,46.8217950,29.5191300,27.75,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; улица Калинина; Красный переулок; улица Гагарина,97,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,6827404397;966102395;6827404395;6827404394;966102242;6827404393;6827404392;2999673637,3fae15778fa88af48e4c,682f54dadfe015d30e5b,NONE_OBSERVED,NO,db0d67274792e4f99ee9e0580da403310ad848f8d185ce14832a757754faa72d,ROUTE_STREET_LOOP,MEDIUM,True
n2323343702,1.1.0,Парканы,,улица Гагарина,40,46.81914,29.52062,ROUTABLE,5.4512,7.615,2.9008,1.879,46.8241540,29.4833040,33.23,46.8192170,29.5208740,21.19,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; улица Гагарина,95,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,966102345;2323343697;3109015279;966102478;2323343699;966102431;6827404389;6827404390,a35610ad813da5c68a84,682f54dadfe015d30e5b,NONE_OBSERVED,NO,05697033b968f938c0a391a6b9853b8adb93694d7704a7cb48df0be4cde0f1b0,ROUTE_STREET_LOOP,MEDIUM,True
n2323343703,1.1.0,Парканы,,улица Гагарина,1,46.82172,29.51932,ROUTABLE,5.1690,7.335,2.7640,1.870,46.8241540,29.4833040,33.23,46.8216840,29.5192060,9.58,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; улица Калинина; Красный переулок; улица Гагарина,98,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,966102395;6827404395;6827404394;966102242;6827404393;6827404392;2999673637;6827404391,3fae15778fa88af48e4c,682f54dadfe015d30e5b,NONE_OBSERVED,NO,aa47bcce162244863c74296d2932de4ce086bde2730d9d71fdeed9352fd393cd,ROUTE_STREET_LOOP,MEDIUM,True
n2323343704,1.1.0,Парканы,,улица Гагарина,43,46.81906,29.52115,ROUTABLE,5.4310,7.490,2.9421,1.846,46.8241540,29.4833040,33.23,46.8189800,29.5212040,9.80,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,94,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,966102442;966102345;2323343697;3109015279;966102478;2323343699;966102431;2323343706,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,dc3f3e6893ed7e544d643c25f23fe856bcc3c57819dba991c3efbda6795558ed,ROUTE_STREET_LOOP;STREET_DURATION_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH,HIGH,True
n2323343707,1.1.0,Парканы,,Красный переулок,28,46.82396,29.5184,ROUTABLE,4.8331,6.668,2.6835,1.801,46.8241540,29.4833040,33.23,46.8239210,29.5182660,11.11,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; Коммунистическая улица; Красный переулок,88,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2955556168;2955556154;6584024362;966102369;966102273;966102397;966102227;966102416,a1bffbb5de8489a50639,682f54dadfe015d30e5b,NONE_OBSERVED,NO,5c895729965d9edf8135b959f7878a18affe5fee0cc114d079894cdad43f5731,ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER,HIGH,True
n2323343708,1.1.0,Парканы,,Красный переулок,1,46.82364,29.51857,ROUTABLE,4.8709,6.760,2.6966,1.806,46.8241540,29.4833040,33.23,46.8236080,29.5184610,9.05,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; Коммунистическая улица; Красный переулок,88,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2955556168;2955556154;6584024362;966102369;966102273;966102397;966102227;966102416,a1bffbb5de8489a50639,682f54dadfe015d30e5b,NONE_OBSERVED,NO,6bc1b01deaaf7e3c81d7e0edba9bf7343c11bf8cf494492cf9a6bd608bbcc142,ROUTE_STREET_LOOP,MEDIUM,True
n2323343709,1.1.0,Парканы,,Красный переулок,15,46.82209,29.51989,ROUTABLE,5.0967,7.163,2.8040,1.818,46.8241540,29.4833040,33.23,46.8221210,29.5196710,17.06,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина; улица Калинина; Красный переулок,90,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,6584024362;966102369;966102273;966102397;966102442;966102386;6827404396;6827404397,cc328ef3acb4d796fc2a,682f54dadfe015d30e5b,NONE_OBSERVED,NO,b39c5b48ca2fde7e4727637fc0d6a38c0ccea9cb1bf4aa0108316541e50f6d2c,ROUTE_STREET_LOOP,MEDIUM,True
n2323343710,1.1.0,Парканы,,улица Ленина,133,46.81971,29.51752,ROUTABLE,5.0780,6.897,2.6574,1.911,46.8241540,29.4833040,33.23,46.8193910,29.5179740,49.57,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,92,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,966102273;966102397;966102442;966102345;2323343697;3109015279;3109015280;3109015281,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,6ddb906216475be5ff6f5d214e019ab69e216bdc6880bc68caec7ff3f8f26313,DESTINATION_SNAP_GT30M;ROBUST_HIGH_DETOUR_FACTOR;ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,HIGH,True
n2323343711,1.1.0,Парканы,,улица Ленина,1,46.83471,29.50995,ROUTABLE,3.1663,3.752,2.3693,1.336,46.8241540,29.4833040,33.23,46.8346940,29.5097780,13.24,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,75,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,7997260293;966102495;457637167;6829889297;541430435;8931017772;8931017771;1720907300,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,cc597a3c4a98fc357337e8e4b628e15ab092d2ef463a45c5a611f03e924fa36c,HOUSE_NUMBER_DISAGREEMENT;ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,HIGH,True
n2323343713,1.1.0,Парканы,,улица Ленина,53,46.83115,29.51113,ROUTABLE,3.5756,4.362,2.2785,1.569,46.8241540,29.4833040,33.23,46.8311090,29.5109570,13.97,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,77,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,457637167;6829889297;541430435;8931017772;8931017771;1720907300;541430433;966102372,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,c85147f4e1858b38690de64b93cf37dedde95cbe12831c6c268eaefe15b3e3ff,ROUTE_STREET_LOOP,MEDIUM,True
n2323343723,1.1.0,Парканы,,улица Ленина,116,46.82508,29.51394,ROUTABLE,4.2845,5.425,2.3479,1.825,46.8241540,29.4833040,33.23,46.8251450,29.5142380,23.86,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,84,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,966102372;2892084110;10881679315;6584024376;2955556168;2955556154;6584024362;966102369,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,2bc101608faa91c74dfc08b23ac62ec89928756199898f1784fe1896f361530b,ROUTE_STREET_LOOP,MEDIUM,True
n2323343724,1.1.0,Парканы,,улица Ленина,118,46.82496,29.51401,ROUTABLE,4.3049,5.455,2.3525,1.830,46.8241540,29.4833040,33.23,46.8249680,29.5142990,22.07,улица Сергея Лазо; улица Суворова; улица Ленина; улица Котовского; Кишинёв-Тирасполь; улица Ленина,85,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2892084110;10881679315;6584024376;2955556168;2955556154;6584024362;966102369;966102273,d4d678a6f490586f49b6,682f54dadfe015d30e5b,NONE_OBSERVED,NO,637c160a822edd74414d84dc352d1be530e89c74ba8f6e88c9e3934530fd033b,ROUTE_STREET_LOOP,MEDIUM,True
