address_id,street,house_number,router_distance_km,nearest_threshold_km,distance_to_threshold_m,provisional_zone,neighbor_zone_discontinuity,snap_risk,manual_review_required,reason
w318083474,улица Матросова,36,5.4502,5.577,126.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w318083475,улица Лермонтова,35,5.4423,5.577,134.7,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w318083477,улица Матросова,34,5.4685,5.577,108.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w318083480,улица Матросова,32,5.4844,5.577,92.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318083482,улица Лермонтова,33,5.4566,5.577,120.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w318084686,улица Лермонтова,31,5.4740,5.577,103.0,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w318084687,улица Матросова,30,5.5012,5.577,75.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318084689,улица Матросова,28,5.5203,5.577,56.7,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318084690,улица Лермонтова,29,5.4926,5.577,84.4,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318084693,улица Матросова,18,5.5873,5.577,10.3,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318084696,улица Лермонтова,21,5.5608,5.577,16.2,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318084700,улица Матросова,26,5.5360,5.577,41.0,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318084701,улица Матросова,22,5.5539,5.577,23.1,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318084702,улица Матросова,20,5.5710,5.577,6.0,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318084704,улица Лермонтова,23,5.5427,5.577,34.3,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318084707,улица Лермонтова,25,5.5228,5.577,54.2,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318084710,улица Крянгэ,7,5.4947,5.577,82.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318084711,Глинная улица,1,5.5873,5.577,10.3,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318084713,Глинная улица,9,5.5473,5.577,29.7,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318120119,улица Лермонтова,16,5.7199,5.577,142.9,Zone 4,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318120121,улица 40 лет Советской Пионерии,14,5.7303,5.577,153.3,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w318120123,улица Матросова,10,5.7224,5.577,145.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w318185749,Бельцкая улица,92,4.5238,4.076,447.8,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w318548576,Глинная улица,5,5.6238,5.577,46.8,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318548577,Глинная улица,7,5.6359,5.577,58.9,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318548578,Глинная улица,3,5.6022,5.577,25.2,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318701773,Бельцкая улица,33,4.0376,4.076,38.4,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318701778,Бельцкая улица,35,4.0594,4.076,16.6,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318701780,Бельцкая улица,37,4.0840,4.076,8.0,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w318701795,Бельцкая улица,41,4.1116,4.076,35.6,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318701803,Бельцкая улица,43,4.1371,4.076,61.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318701805,Бельцкая улица,45,4.1568,4.076,80.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w318702083,Бельцкая улица,57,4.2963,4.076,220.3,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w318702491,Спортивная улица,5,4.1831,4.076,107.1,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w319132158,улица Крянгэ,20,5.4443,5.577,132.7,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w319133046,улица Крянгэ,22,5.4611,5.577,115.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w319133048,улица Крянгэ,24,5.4795,5.577,97.5,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319133052,улица Крянгэ,36,5.5824,5.577,5.4,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319133053,улица Крянгэ,34,5.5671,5.577,9.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319135682,улица Титова,18,3.9647,4.076,111.3,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w319139359,улица Титова,16,3.9819,4.076,94.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319139360,улица Титова,14,4.0016,4.076,74.4,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319139364,улица Титова,12,4.0523,4.076,23.7,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319139366,2-й переулок Петровского,45,4.0068,4.076,69.2,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319139367,улица Титова,6,4.1365,4.076,60.5,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319139368,улица Титова,4,4.1632,4.076,87.2,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319141416,2-й переулок Петровского,4,4.0793,4.076,3.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319141417,2-й переулок Петровского,5,4.1288,4.076,52.8,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319141418,2-й переулок Петровского,8,4.1119,4.076,35.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319141423,улица Титова,47,3.9657,4.076,110.3,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w319141434,1-й переулок Петровского,11,4.2061,4.076,130.1,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w319141437,улица Титова,37,4.0861,4.076,10.1,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319141439,улица Титова,39,4.0570,4.076,19.0,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319141442,улица Титова,41,4.0324,4.076,43.6,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319141443,улица Титова,43,4.0180,4.076,58.0,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319141457,1-й переулок Петровского,3,3.9567,4.076,119.3,Zone 2,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319141459,1-й переулок Петровского,1,3.9248,4.076,151.2,Zone 2,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w319144223,Бельцкая улица,36/36а,3.5915,4.076,484.5,Zone 2,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w319227728,улица 12 Октября,48,6.7751,5.577,1198.1,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w319227866,1-й переулок Петровского,16,4.1841,4.076,108.1,Zone 3,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319305819,2-й Братский переулок,1,4.0201,4.076,55.9,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319401764,Каховский тупик,228,5.6626,5.577,85.6,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319402243,1-й переулок Петровского,10,4.1477,4.076,71.7,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319549551,улица Разина,26,2.3498,2.424,74.2,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w319615906,улица Петровского,53,3.9621,4.076,113.9,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w319615907,1-й переулок Петровского,4,3.9369,4.076,139.1,Zone 2,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w319615908,2-й Братский переулок,3,4.0612,4.076,14.8,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319615909,1-й переулок Петровского,6,3.9552,4.076,120.8,Zone 2,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319615914,Братская улица,12,4.1731,4.076,97.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319620058,Братская улица,14,4.1968,4.076,120.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w319697053,улица Разина,28,2.3310,2.424,93.0,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w319850087,Кирпичный переулок,5,2.4272,2.424,3.2,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319850088,Кирпичный переулок,3,2.4215,2.424,2.5,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319850089,Кирпичный переулок,1,2.4089,2.424,15.1,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w319850091,Кирпичная улица,12,2.3259,2.424,98.1,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w319850092,Кирпичная улица,10,2.3463,2.424,77.7,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w319850093,Кирпичная улица,8,2.3640,2.424,60.0,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319850095,Кирпичный переулок,6,2.3662,2.424,57.8,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319856586,улица Разина,193,2.3353,2.424,88.7,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w319856591,Кирпичный переулок,4а,2.3842,2.424,39.8,Zone 1,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319856592,Кирпичная улица,4,2.3388,2.424,85.2,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w319857611,Кирпичная улица,3,2.3329,2.424,91.1,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w319857612,Кирпичная улица,7,2.3824,2.424,41.6,Zone 1,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319857613,Кирпичная улица,9,2.3647,2.424,59.3,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w319857615,улица Мира,3,2.4202,2.424,3.8,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320112485,переулок 28 Июня,6,2.8455,2.424,421.5,Zone 2,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w320112491,переулок 28 Июня,44,2.3110,2.424,113.0,Zone 1,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w320187936,Колодезная улица,17,2.2894,2.424,134.6,Zone 1,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w320266322,Кирпичная улица,13,2.3315,2.424,92.5,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w320266323,Кирпичная улица,11,2.3477,2.424,76.3,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w320266328,переулок 28 Июня,2,2.3282,2.424,95.8,Zone 1,True,False,True,WITHIN_100M_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320266330,улица Мира,207,2.3344,2.424,89.6,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w320266334,улица Мира,1,2.3656,2.424,58.4,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320266339,улица Мира,4,2.3805,2.424,43.5,Zone 1,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320266340,улица Мира,7,2.4374,2.424,13.4,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320267175,улица Мира,9,2.4453,2.424,21.3,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320267178,улица Мира,11,2.4627,2.424,38.7,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320267180,улица Мира,13,2.4781,2.424,54.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320271098,улица Мира,15,2.4925,2.424,68.5,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320271099,улица Мира,17,2.5078,2.424,83.8,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD
w320271100,улица Мира,19,2.5223,2.424,98.3,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD
w320273758,улица 28 Июня,34,2.4614,2.424,37.4,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320273760,улица 28 Июня,36,2.4940,2.424,70.0,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320273761,улица 28 Июня,32,2.4667,2.424,42.7,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320273764,улица Мира,2,2.4250,2.424,1.0,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320273765,улица Советской Армии,1,2.4228,2.424,1.2,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320273766,улица Советской Армии,3,2.4596,2.424,35.6,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320273768,улица Мира,6,2.4663,2.424,42.3,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320273769,улица Мира,8,2.4792,2.424,55.2,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320273770,улица Мира,10,2.4968,2.424,72.8,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD
w320273771,улица Мира,12,2.5105,2.424,86.5,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD
w320275338,улица Советской Армии,5,2.4749,2.424,50.9,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320275339,улица Советской Армии,7,2.4901,2.424,66.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320275344,улица Советской Армии,9,2.5054,2.424,81.4,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD
w320275345,улица Советской Армии,11,2.5221,2.424,98.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD
w320276660,улица Мира,4а/1,2.3995,2.424,24.5,Zone 1,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320276666,улица Советской Армии,6,2.4561,2.424,32.1,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320276671,улица Мира,211,2.3420,2.424,82.0,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w320276672,улица 28 Июня,213,2.3567,2.424,67.3,Zone 1,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320276674,улица Мира,4а/2,2.4141,2.424,9.9,Zone 1,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320287582,улица Советской Армии,8,2.4683,2.424,44.3,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320437629,улица 23 Августа,14,5.4185,5.577,158.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w320437630,улица Калашникова,12,5.0328,5.577,544.2,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w320437642,улица Калашникова,14а,5.5804,5.577,3.4,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320438935,улица Калашникова,45,5.0260,5.577,551.0,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w320438936,улица Куйбышева,37,5.6594,5.577,82.4,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320438940,улица Калашникова,47,5.0460,5.577,531.0,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w320438942,улица Калашникова,49,5.5935,5.577,16.5,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320438943,улица Калашникова,53,5.5674,5.577,9.6,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320438948,улица Калашникова,57,5.5363,5.577,40.7,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320439366,улица Куйбышева,51,5.6755,5.577,98.5,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320439368,улица Куйбышева,48,5.6302,5.577,53.2,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320439372,улица Куйбышева,50,5.6046,5.577,27.6,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320440052,улица Куйбышева,37а,5.6852,5.577,108.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w320440053,улица Куйбышева,42,5.6987,5.577,121.7,Zone 4,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320440054,улица Куйбышева,35,5.7085,5.577,131.5,Zone 4,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320440055,улица Куйбышева,39,5.6272,5.577,50.2,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w320440057,улица Куйбышева,40,5.0600,5.577,517.0,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w320440062,улица Куйбышева,33,5.0466,5.577,530.4,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w320440063,улица Куйбышева,52,5.5404,5.577,36.6,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w320440076,Гербовецкая улица,49,5.5426,5.577,34.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w321410561,улица Зои Космодемьянской,10/1,4.1483,4.076,72.3,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w324427421,улица Советской Армии,32в,2.4230,2.424,1.0,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w324427752,улица 28 Июня,28,2.4728,2.424,48.8,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w337742114,улица Мичурина,2,2.4866,2.424,62.6,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w351855709,2-й Братский переулок,5,4.0969,4.076,20.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w351855710,2-й Братский переулок,7,4.1069,4.076,30.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w351855713,2-й Братский переулок,9,4.1341,4.076,58.1,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w352064505,Гербовецкая улица,4,5.5325,5.577,44.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w352064506,Санаторная улица,2,5.5250,5.577,52.0,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w352064507,Гербовецкая улица,6,5.5546,5.577,22.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w352148088,улица Петровского,61,4.0305,4.076,45.5,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w352148094,улица 12 Октября,51,6.7684,5.577,1191.4,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w352148095,улица 12 Октября,53,5.0255,5.577,551.5,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w352148098,улица 12 Октября,55,5.0000,5.577,577.0,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w352149217,Каховский тупик,226,5.3082,5.577,268.8,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w352149226,Каховский тупик,2,5.3389,5.577,238.1,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w352149826,Каховский тупик,5,5.6782,5.577,101.2,Zone 4,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w352149827,Каховский тупик,3,5.2821,5.577,294.9,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
