address_id,street,house_number,router_distance_km,nearest_threshold_km,distance_to_threshold_m,provisional_zone,neighbor_zone_discontinuity,snap_risk,manual_review_required,reason
n2321749418,улица Гоголя,59,5.4940,5.577,83.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2321749419,Молодёжная улица,1,5.4060,5.577,171.0,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2321749420,Молодёжная улица,19,5.5564,5.577,20.6,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749421,Молодёжная улица,2,5.3988,5.577,178.2,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2321749422,Молодёжная улица,21,5.6095,5.577,32.5,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749424,Молодёжная улица,48,5.6228,5.577,45.8,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749432,Молодёжная улица,61,5.3224,5.577,254.6,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2321749433,улица Ленина,71,5.4656,5.577,111.4,Zone 3,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749435,улица Ленина,75,5.6383,5.577,61.3,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749436,улица Ленина,77,5.6195,5.577,42.5,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749437,улица Ленина,90а,5.5705,5.577,6.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749438,улица Ленина,92,5.6416,5.577,64.6,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749439,улица Мира,82,5.5594,5.577,17.6,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749440,улица Мира,80,5.5590,5.577,18.0,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749441,улица Мира,93,5.5763,5.577,0.7,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749442,улица Мира,95,5.5758,5.577,1.2,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749444,улица Ленина,101,5.6427,5.577,65.7,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321749446,улица Мира,30а,6.1753,5.577,598.3,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2321749451,улица 60 лет Октября,2,5.6964,5.577,119.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2321749452,улица 60 лет Октября,1,5.6868,5.577,109.8,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2321749456,улица 60 лет Октября,3,5.6183,5.577,41.3,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2321749458,улица 60 лет Октября,4,5.6382,5.577,61.2,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2321749459,улица Бориса Главана,5,5.6816,5.577,104.6,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2321749460,улица Бориса Главана,6,5.7248,5.577,147.8,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2321749462,улица Бориса Главана,7,5.7221,5.577,145.1,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2321749473,Госпитальная улица,54,5.7299,5.577,152.9,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2321749487,улица Ленина,15,5.7142,5.577,137.2,Zone 4,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2321833111,улица Толстого,21,5.7248,5.577,147.8,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2321834521,улица Лермонтова,18,5.5622,5.577,14.8,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2321834524,улица Лермонтова,39,5.4197,5.577,157.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2321834527,улица Лермонтова,38,5.4143,5.577,162.7,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323152060,улица Горького,126,5.4634,5.577,113.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323152061,улица Горького,128,5.5354,5.577,41.6,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323152062,улица Будённого,190,5.7488,5.577,171.8,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2323152064,улица Маяковского,198,5.6542,5.577,77.2,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323152065,улица Маяковского,185,5.6907,5.577,113.7,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323152066,улица Маяковского,48,5.6839,5.577,106.9,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323152072,улица Маяковского,3,5.4432,5.577,133.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323152073,улица Маяковского,168,5.5084,5.577,68.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323152075,улица Будённого,24,5.5496,5.577,27.4,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323152099,улица Ворошилова,2,3.9576,4.076,118.4,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323152115,улица Фрунзе,122,5.4632,5.577,113.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323152117,улица Ворошилова,25,4.1810,4.076,105.0,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323152119,улица Ворошилова,30,4.1785,4.076,102.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323152130,улица Будённого,155,5.6209,5.577,43.9,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323152131,улица Ворошилова,157,5.6259,5.577,48.9,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323152132,улица Маяковского,165,5.5399,5.577,37.1,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323152138,улица Котовского,31,4.1206,4.076,44.6,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323152139,улица Котовского,26,4.1183,4.076,42.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323152140,улица Котовского,28,4.1221,4.076,46.1,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323152152,Комсомольская улица,39,3.9900,4.076,86.0,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323343702,улица Гагарина,40,5.4512,5.577,125.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323343704,улица Гагарина,43,5.4310,5.577,146.0,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323352013,улица Сергея Лазо,2,3.9858,4.076,90.2,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323352014,улица Гоголя,15,4.0362,4.076,39.8,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323352015,улица Энгельса,1,4.1467,4.076,70.7,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323352016,улица Энгельса,2,4.1500,4.076,74.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323352017,улица Гоголя,17,4.1806,4.076,104.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323407151,улица Благоева,49,4.1914,4.076,115.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323407154,улица Димитрова,44,4.0073,4.076,68.7,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323407157,улица Чехова,2,4.0325,4.076,43.5,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323407160,улица Чехова,8,4.1353,4.076,59.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323407237,улица Карла Маркса,119,5.6156,5.577,38.6,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323407240,улица Карла Маркса,166,5.6131,5.577,36.1,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323407244,улица Карла Маркса,125,5.6375,5.577,60.5,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323407247,улица Карла Маркса,172,5.6314,5.577,54.4,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323407288,Садовая улица,54,4.0750,4.076,1.0,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323407289,улица Чехова,15,4.1224,4.076,46.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323407290,улица Петра Николаева,1,4.1703,4.076,94.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323407291,улица Петра Николаева,2,4.1665,4.076,90.5,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323588981,улица Русакова,23,5.4891,5.577,87.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323588984,улица Русакова,1,5.7162,5.577,139.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323588987,улица Русакова,2,5.7298,5.577,152.8,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323589034,улица Петра Николаева,96,5.7233,5.577,146.3,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323589038,улица Петра Николаева,98,5.7229,5.577,145.9,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323589077,улица Кирова,150,5.5765,5.577,0.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323589084,улица Кирова,156,5.6617,5.577,84.7,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323589100,улица Кирова,154,5.6867,5.577,109.7,Zone 4,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323674179,улица Романенко,26,5.4955,5.577,81.5,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323674180,улица Романенко,28,5.4608,5.577,116.2,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323674181,улица Романенко,29,5.4760,5.577,101.0,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2323674182,улица Романенко,31,5.5619,5.577,15.1,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323674206,улица Суворова,83,5.4854,5.577,91.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323674207,улица Суворова,88,5.4862,5.577,90.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323674208,улица Суворова,85,5.5557,5.577,21.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323674209,улица Суворова,90,5.5551,5.577,21.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323674223,улица Чапаева,87,5.6299,5.577,52.9,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323674224,улица Чапаева,89,5.6652,5.577,88.2,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323674233,Молодёжная улица,1,5.5550,5.577,22.0,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323674234,Молодёжная улица,2,5.5806,5.577,3.6,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323674245,Степная улица,2,5.6131,5.577,36.1,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2323734818,улица Советской Армии,30,2.4216,2.424,2.4,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323734825,улица Советской Армии,4а,2.4149,2.424,9.1,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323793868,Кирпичный переулок,30,2.4185,2.424,5.5,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323793924,улица 28 Июня,116,2.4156,2.424,8.4,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2323793925,улица 28 Июня,120,2.4779,2.424,53.9,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2325366583,1-й переулок Петровского,29,4.1587,4.076,82.7,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2325729692,2-й Братский переулок,12,4.1395,4.076,63.5,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2325729693,2-й Братский переулок,2,4.0045,4.076,71.5,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2325729694,улица Петровского,65,4.0747,4.076,1.3,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2325729708,Кишинёвский тупик,10,4.1961,4.076,120.1,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2325809586,улица Гайдара,12,4.0460,4.076,30.0,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2328051595,Индустриальная улица,18,4.0875,4.076,11.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2328051598,Индустриальная улица,145,4.0906,4.076,14.6,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2330549398,улица Калашникова,22,5.4833,5.577,93.7,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2337855688,Братская улица,7,4.1273,4.076,51.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2337855692,Братская улица,11,4.1498,4.076,73.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2337855693,Братская улица,13,4.1953,4.076,119.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2337985508,Комсомольская улица,65,5.8176,5.577,240.6,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2337985509,Гербовецкая улица,1,5.6548,5.577,77.8,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2345373678,улица Русакова,36,5.4107,5.577,166.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2345390824,улица Чапаева,61,5.4372,5.577,139.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450882397,улица Горького,120,5.4144,5.577,162.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450882398,улица Горького,122,5.4312,5.577,145.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450882399,улица Горького,124,5.4467,5.577,130.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450934185,улица Горького,99,5.4207,5.577,156.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450934186,улица Горького,101,5.4464,5.577,130.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450934187,улица Горького,103,5.4677,5.577,109.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450934188,улица Горького,105,5.5159,5.577,61.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2450934189,улица Горького,109,5.5403,5.577,36.7,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2450934190,улица Горького,111,5.5647,5.577,12.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2450934191,улица Горького,113,5.5913,5.577,14.3,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2450934192,улица Горького,115,5.6148,5.577,37.8,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2450934193,улица Горького,117,5.6394,5.577,62.4,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2450934194,улица Горького,119,5.6660,5.577,89.0,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2450934195,улица Горького,121,5.6918,5.577,114.8,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450934196,улица Горького,123,5.7107,5.577,133.7,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450934197,улица Горького,125,5.7279,5.577,150.9,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450951710,улица Горького,127,5.7433,5.577,166.3,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450962238,улица Горького,130,5.5511,5.577,25.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2450962239,улица Горького,132,5.5721,5.577,4.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2450962240,улица Горького,134,5.5878,5.577,10.8,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2450962241,улица Горького,136,5.6058,5.577,28.8,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2450962242,улица Горького,138,5.6235,5.577,46.5,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2450962243,улица Горького,140,5.6414,5.577,64.4,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2450962244,улица Горького,142,5.6569,5.577,79.9,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2450962245,улица Горького,144,5.6712,5.577,94.2,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2450962246,улица Горького,146,5.6880,5.577,111.0,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450962247,улица Горького,148,5.7058,5.577,128.8,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450962248,улица Горького,150,5.7203,5.577,143.3,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2450962249,улица Горького,152,5.7386,5.577,161.6,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2453493584,улица Фрунзе,109,5.4567,5.577,120.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2453493588,улица Фрунзе,111,5.4842,5.577,92.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453493590,улица Фрунзе,111а,5.4714,5.577,105.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2453493591,улица Фрунзе,113,5.5004,5.577,76.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453493592,улица Фрунзе,115,5.5160,5.577,61.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453493593,улица Фрунзе,117,5.5316,5.577,45.4,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453641356,улица Фрунзе,110,5.5143,5.577,62.7,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453641357,улица Фрунзе,112,5.5357,5.577,41.3,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453641359,улица Фрунзе,114,5.5704,5.577,6.6,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453641361,улица Фрунзе,116,5.5282,5.577,48.8,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453641362,улица Фрунзе,118,5.5066,5.577,70.4,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453641363,улица Фрунзе,120,5.4867,5.577,90.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643607,улица Ворошилова,145,5.4281,5.577,148.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2453643608,улица Ворошилова,147,5.4454,5.577,131.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2453643609,улица Ворошилова,149,5.4621,5.577,114.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2453643610,улица Ворошилова,151,5.4822,5.577,94.8,Zone 3,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643611,улица Ворошилова,153,5.6309,5.577,53.9,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643612,улица Ворошилова,159,5.6417,5.577,64.7,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643613,улица Ворошилова,161,5.6595,5.577,82.5,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643614,улица Ворошилова,163,5.5513,5.577,25.7,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
