probability_sample_id,address_id,territory,district,street,house_number,lat,lon,deliverable_status,street_group_size,number_type,geographic_stratum,inclusion_probability,sampling_weight,selection_seed,already_reviewed,linked_forward_sample_id
YPS-0105,w305767359,Бендеры,,Песчанный переулок,12,46.81019,29.4837,DELIVERABLE,9,ORDINARY,Бендеры:SE,0.035040431267,28.538461538462,20260727,False,
YPS-0106,w209267141,Бендеры,,Одесская улица,8,46.8382,29.46278,DELIVERABLE,15,ORDINARY,Бендеры:NW,0.033557046980,29.800000000000,20260727,False,
YPS-0107,w224936656,Протягайловка,,Гербовецкая улица,15,46.82621,29.44143,DELIVERABLE,53,ORDINARY,Протягайловка:NW,0.042253521127,23.666666666667,20260727,False,
YPS-0108,n2459596475,Парканы,,Садовая улица,53,46.8405,29.50646,DELIVERABLE,115,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0109,n2456715976,Парканы,,улица Котовского,148,46.82307,29.52324,DELIVERABLE,163,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0110,w352469720,Бендеры,,улица Мичурина,53,46.80932,29.45875,DELIVERABLE,27,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0111,n2323407234,Парканы,,улица Карла Маркса,136,46.84759,29.51715,DELIVERABLE,295,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0112,n2459682697,Парканы,,улица Петра Николаева,74,46.84995,29.50455,DELIVERABLE,223,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0113,n2459265318,Парканы,,Молодёжная улица,100,46.85474,29.5227,DELIVERABLE,114,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0114,w405297662,Бендеры,,3-й Индустриальный переулок,9,46.79128,29.49398,DELIVERABLE,8,ORDINARY,Бендеры:SE,0.035040431267,28.538461538462,20260727,False,
YPS-0115,w164985956,Бендеры,,улица Ленина,12,46.82417,29.47758,DELIVERABLE,26,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0116,n2459780622,Парканы,,улица Романенко,45,46.85162,29.51173,DELIVERABLE,181,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0117,w295422788,Бендеры,,Почтовый переулок,4Б,46.82747,29.48563,DELIVERABLE,12,LETTERED,Бендеры:NE,0.080000000000,12.500000000000,20260727,False,
YPS-0118,w315425245,Бендеры,,Железнодорожная улица,57,46.82451,29.45982,DELIVERABLE,74,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0119,w115331420,Бендеры,,улица Тимирязева,24а,46.78518,29.48814,DELIVERABLE,16,LETTERED,Бендеры:SE,0.076923076923,13.000000000000,20260727,False,
YPS-0120,n2458498623,Парканы,,улица Энгельса,44,46.84291,29.5167,DELIVERABLE,85,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0121,n2460055558,Парканы,,улица Карла Маркса,316,46.86037,29.51318,DELIVERABLE,295,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0122,w399048811,Бендеры,Липканы,Подольская улица,2,46.84481,29.48156,DELIVERABLE,5,ORDINARY,Бендеры:NE,0.080000000000,12.500000000000,20260727,False,
YPS-0123,n2454871434,Парканы,,улица Котовского,44,46.83079,29.51841,DELIVERABLE,163,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0124,w445972315,Бендеры,,Красноармейский переулок,5,46.7893,29.48055,DELIVERABLE,14,ORDINARY,Бендеры:SE,0.035040431267,28.538461538462,20260727,False,
YPS-0125,w318188298,Бендеры,Липканы,улица Иона Солтыса,24,46.84312,29.47968,DELIVERABLE,16,ORDINARY,Бендеры:NE,0.035714285714,28.000000000000,20260727,False,
YPS-0126,w302074755,Бендеры,,Треугольный переулок,3,46.82439,29.46375,DELIVERABLE,11,ORDINARY,Бендеры:NW,0.033557046980,29.800000000000,20260727,False,
YPS-0127,n2457631785,Парканы,,улица Чапаева,8,46.83955,29.52494,DELIVERABLE,179,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0128,w47475169,Бендеры,,улица Победы,2а,46.80366,29.46457,DELIVERABLE,12,LETTERED,Бендеры:SW,0.090909090909,11.000000000000,20260727,False,
YPS-0129,w289022017,Бендеры,,Комсомольская улица,20,46.82049,29.47546,DELIVERABLE,65,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0130,n2452549467,Парканы,,улица Чкалова,27,46.83354,29.52616,DELIVERABLE,96,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0131,w582365653,Протягайловка,,улица Штефан чел Маре,9,46.82047,29.44103,DELIVERABLE,16,ORDINARY,Протягайловка:SW,0.153846153846,6.500000000000,20260727,False,
YPS-0132,n2459682715,Парканы,,улица Петра Николаева,114,46.85482,29.50299,DELIVERABLE,223,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0133,w165627354,Бендеры,,Коммунистическая улица,54,46.82693,29.47878,DELIVERABLE,138,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0134,w319697053,Бендеры,,улица Разина,28,46.80615,29.48125,DELIVERABLE,39,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0135,w404798026,Бендеры,Липканы,переулок Грибоедова,4а,46.84598,29.48499,DELIVERABLE,2,LETTERED,Бендеры:NE,1.000000000000,1.000000000000,20260727,False,
YPS-0136,n2459459685,Парканы,,улица Пушкина,72,46.8288,29.51517,DELIVERABLE,104,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0137,w353389130,Гиска,,улица Суворова,15,46.79232,29.47377,DELIVERABLE,39,ORDINARY,Гиска:NE,0.043478260870,23.000000000000,20260727,False,
YPS-0138,w209273567,Бендеры,,улица Интернационалистов,11,46.83109,29.45016,DELIVERABLE,13,ORDINARY,Бендеры:NW,0.033557046980,29.800000000000,20260727,False,
YPS-0139,w352468386,Бендеры,,Загородная улица,14а,46.80844,29.46184,DELIVERABLE,48,LETTERED,Бендеры:SW,0.060000000000,16.666666666667,20260727,False,
YPS-0140,w353042920,Протягайловка,,Гербовецкий переулок,2а,46.82097,29.44399,DELIVERABLE,12,LETTERED,Протягайловка:SE,0.333333333333,3.000000000000,20260727,False,
YPS-0141,w284652434,Парканы,,улица Благоева,10,46.83701,29.51212,DELIVERABLE,41,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0142,w91847455,Бендеры,,улица Курило,46,46.85043,29.46536,DELIVERABLE,11,ORDINARY,Бендеры:NW,0.033557046980,29.800000000000,20260727,False,
YPS-0143,n4818943343,Парканы,,улица Петра Николаева,137 А,46.85442,29.50268,UNKNOWN_REQUIRES_REVIEW,223,LETTERED,Парканы:NW,1.000000000000,1.000000000000,20260727,True,YAV-0704
YPS-0144,w319139359,Бендеры,,улица Титова,16,46.83864,29.46871,DELIVERABLE,55,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0145,n2459265297,Парканы,,Молодёжная улица,65,46.85147,29.52313,DELIVERABLE,114,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0146,w315618365,Бендеры,,улица Добродеева,124,46.8221,29.46093,DELIVERABLE,32,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0147,n2459081217,Парканы,,улица Чапаева,115а,46.84763,29.52247,DELIVERABLE,179,LETTERED,Парканы:NE,0.181818181818,5.500000000000,20260727,False,
YPS-0148,n2450882358,Парканы,,улица Горького,40,46.83332,29.5281,DELIVERABLE,174,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0149,n2457586644,Парканы,,улица Ленина,21,46.83324,29.51035,DELIVERABLE,145,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0150,w284829134,Парканы,,Заводская улица,4 А,46.8612,29.51534,DELIVERABLE,3,LETTERED,Парканы:NW,1.000000000000,1.000000000000,20260727,False,
YPS-0151,n2458675449,Парканы,,улица Карла Маркса,140,46.84783,29.51699,DELIVERABLE,295,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0152,w528387461,Бендеры,,1-й Измаильский переулок,153,46.78572,29.47688,DELIVERABLE,38,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0153,n2458166490,Парканы,,улица Мичурина,141,46.85728,29.50635,DELIVERABLE,184,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0154,n2323793911,Бендеры,,улица Няги,77,46.81041,29.48637,UNKNOWN_REQUIRES_REVIEW,18,ORDINARY,Бендеры:SE,0.333333333333,3.000000000000,20260727,True,YAV-0139
YPS-0155,n2341956753,Гиска,,улица Мичурина,2а,46.77761,29.43003,DELIVERABLE,10,LETTERED,Гиска:SW,0.090909090909,11.000000000000,20260727,False,
YPS-0156,w295088584,Бендеры,,переулок Бородина,11,46.82366,29.46331,DELIVERABLE,7,ORDINARY,Бендеры:NW,0.033557046980,29.800000000000,20260727,False,
YPS-0157,w319697056,Бендеры,,Кирпичная улица,199,46.80578,29.4807,DELIVERABLE,28,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0158,w136387824,Бендеры,,улица Сергея Лазо,33,46.82484,29.48185,DELIVERABLE,29,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0159,w299374553,Парканы,,улица Ленина,133а,46.81928,29.51734,DELIVERABLE,145,LETTERED,Парканы:SE,0.095238095238,10.500000000000,20260727,False,
YPS-0160,w353389393,Гиска,,улица Кирова,9а,46.79147,29.47279,DELIVERABLE,37,LETTERED,Гиска:NE,0.153846153846,6.500000000000,20260727,False,
YPS-0161,w161635484,Бендеры,,Киркаештская улица,105в,46.78778,29.49427,DELIVERABLE,10,LETTERED,Бендеры:SE,0.076923076923,13.000000000000,20260727,False,
YPS-0162,w352263801,Бендеры,,улица Ломоносова,45,46.82877,29.44942,DELIVERABLE,31,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0163,n4243884391,Бендеры,Липканы,улица Титова,3/3,46.84304,29.4723,UNKNOWN_REQUIRES_REVIEW,4,FRACTIONAL,Бендеры:NW,1.000000000000,1.000000000000,20260727,True,YAV-0676
YPS-0164,w302365005,Бендеры,,Песчанная улица,14,46.81171,29.48401,DELIVERABLE,46,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0165,w284637175,Протягайловка,,улица 50 лет Победы,5,46.8299,29.44663,DELIVERABLE,31,ORDINARY,Протягайловка:NE,0.048387096774,20.666666666667,20260727,False,
YPS-0166,w209287651,Бендеры,,улица Ползунова,86,46.82475,29.46196,DELIVERABLE,64,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0167,w165763737,Бендеры,,улица Петровского,7,46.84137,29.46761,DELIVERABLE,29,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0168,w405169696,Бендеры,,улица Тамары Кручок,96,46.80012,29.48875,DELIVERABLE,85,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0169,n2337938418,Протягайловка,,Банный переулок,9,46.8249,29.43362,DELIVERABLE,5,ORDINARY,Протягайловка:SW,0.166666666667,6.000000000000,20260727,False,
YPS-0170,n2457590777,Парканы,,улица Ленина,59,46.82943,29.51209,DELIVERABLE,145,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0171,w295078903,Бендеры,,переулок Суворова,68,46.81578,29.47978,DELIVERABLE,24,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0172,n2459893739,Парканы,,улица Романенко,152,46.86122,29.50783,DELIVERABLE,181,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0173,w289102413,Бендеры,,Коммунистическая улица,71,46.82294,29.47839,DELIVERABLE,138,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0174,n11888388469,Бендеры,Липканы,улица Титова,80,46.84501,29.47388,UNKNOWN_REQUIRES_REVIEW,4,ORDINARY,Бендеры:NE,1.000000000000,1.000000000000,20260727,True,YAV-0002
YPS-0175,w317149376,Бендеры,,улица Лермонтова,45,46.82431,29.45634,DELIVERABLE,31,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0176,n2341956759,Гиска,,улица Мичурина,24,46.77495,29.43114,DELIVERABLE,10,ORDINARY,Гиска:SW,0.040404040404,24.750000000000,20260727,False,
YPS-0177,n2452549455,Парканы,,улица Чкалова,5,46.83501,29.52567,DELIVERABLE,96,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0178,n2454871476,Парканы,,улица Котовского,61,46.82982,29.51967,DELIVERABLE,163,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0179,w319381971,Бендеры,,улица Толбухина,23,46.809,29.48354,DELIVERABLE,16,ORDINARY,Бендеры:SE,0.035040431267,28.538461538462,20260727,False,
YPS-0180,w115331384,Бендеры,,улица Крупской,3а,46.78862,29.48388,DELIVERABLE,5,LETTERED,Бендеры:SE,0.500000000000,2.000000000000,20260727,False,
YPS-0181,w302364399,Бендеры,,улица Няги,9,46.81034,29.48811,DELIVERABLE,18,ORDINARY,Бендеры:SE,0.035040431267,28.538461538462,20260727,False,
YPS-0182,n2450951755,Парканы,,улица Горького,151,46.82329,29.52954,DELIVERABLE,174,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0183,n2459596453,Парканы,,Садовая улица,11,46.83693,29.50721,DELIVERABLE,115,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0184,w165627348,Бендеры,,площадь Освобождения,55A,46.82361,29.48425,DELIVERABLE,11,LETTERED,Бендеры:NE,0.080000000000,12.500000000000,20260727,False,
YPS-0185,w441641832,Протягайловка,,улица Штефан чел Маре,33,46.82232,29.43734,DELIVERABLE,16,ORDINARY,Протягайловка:SW,0.153846153846,6.500000000000,20260727,False,
YPS-0186,w161058100,Бендеры,,улица Академика Фёдорова,3,46.82349,29.47015,DELIVERABLE,10,ORDINARY,Бендеры:NW,0.033557046980,29.800000000000,20260727,False,
YPS-0187,w320270288,Бендеры,,улица Тамары Кручок,55,46.80294,29.48708,DELIVERABLE,85,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0188,w299629712,Бендеры,,улица Халтурина,2а/1,46.82204,29.46379,DELIVERABLE,8,FRACTIONAL,Бендеры:NW,0.100000000000,10.000000000000,20260727,False,
YPS-0189,w352306781,Бендеры,,улица Павлова,14,46.80994,29.46632,DELIVERABLE,26,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0190,n2460055530,Парканы,,улица Свердлова,126,46.86265,29.50919,DELIVERABLE,109,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0191,n2459459683,Парканы,,улица Пушкина,70,46.82899,29.51498,DELIVERABLE,104,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0192,n2458684436,Парканы,,улица Карла Маркса,159,46.85278,29.51437,DELIVERABLE,295,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0193,w209654269,Бендеры,,улица 28 Июня,3,46.8031,29.48181,DELIVERABLE,16,ORDINARY,Бендеры:SE,0.035040431267,28.538461538462,20260727,False,
YPS-0194,w318058441,Бендеры,,улица Гастелло,23,46.83771,29.46848,DELIVERABLE,21,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0195,w352155387,Бендеры,,улица 12 Октября,67,46.83844,29.46041,DELIVERABLE,56,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0196,w184989544,Бендеры,,Железнодорожная улица,52а,46.82973,29.46329,DELIVERABLE,74,LETTERED,Бендеры:NW,0.068965517241,14.500000000000,20260727,False,
YPS-0197,n4919312077,Бендеры,,2-й Братский переулок,6 Б,46.84018,29.46759,UNKNOWN_REQUIRES_REVIEW,8,LETTERED,Бендеры:NW,0.333333333333,3.000000000000,20260727,True,YAV-0737
YPS-0198,n2323674226,Парканы,,улица Чапаева,74,46.84861,29.52256,DELIVERABLE,179,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0199,n2459760159,Парканы,,улица Чехова,3,46.84234,29.50779,DELIVERABLE,44,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0200,w306081930,Парканы,,Светлая улица,5,46.81967,29.5265,DELIVERABLE,1,ORDINARY,Парканы:SE,1.000000000000,1.000000000000,20260727,False,
YPS-0201,n2345372390,Парканы,,улица Романенко,73,46.85429,29.50989,DELIVERABLE,181,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0202,n2337863649,Протягайловка,,улица 50 лет Победы,16,46.82855,29.44696,UNKNOWN_REQUIRES_REVIEW,31,ORDINARY,Протягайловка:NE,1.000000000000,1.000000000000,20260727,True,YAV-0177
YPS-0203,n2460702950,Парканы,,улица Русакова,67,46.85361,29.51728,DELIVERABLE,79,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0204,n2460033816,Парканы,,улица Свердлова,18а,46.85532,29.51094,DELIVERABLE,109,LETTERED,Парканы:NW,0.046511627907,21.500000000000,20260727,False,
YPS-0205,w224861630,Гиска,,улица Ленина,73/A,46.78532,29.44707,DELIVERABLE,74,FRACTIONAL,Гиска:SW,1.000000000000,1.000000000000,20260727,False,
YPS-0206,w315425210,Бендеры,,улица Ползунова,52,46.82462,29.46069,DELIVERABLE,64,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0207,n2321749415,Гиска,,улица Гоголя,2,46.78814,29.44956,DELIVERABLE,6,ORDINARY,Гиска:NE,0.060606060606,16.500000000000,20260727,True,YAV-0009
YPS-0208,w295707143,Бендеры,,Херсонская улица,8,46.81348,29.47455,DELIVERABLE,25,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0209,w323694275,Бендеры,,улица Чкалова,22,46.80944,29.46548,DELIVERABLE,10,ORDINARY,Бендеры:SW,0.035532994924,28.142857142857,20260727,False,
YPS-0210,w317149166,Бендеры,,улица Гоголя,13,46.82904,29.46034,DELIVERABLE,60,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0211,w421314022,Протягайловка,,Совхозная улица,50,46.83522,29.42049,DELIVERABLE,12,ORDINARY,Протягайловка:NW,0.051724137931,19.333333333333,20260727,False,
YPS-0212,w352285326,Протягайловка,,улица Мира,5,46.81858,29.45292,DELIVERABLE,39,ORDINARY,Протягайловка:SE,0.037037037037,27.000000000000,20260727,False,
YPS-0213,w525027750,Протягайловка,,Садовая улица,20,46.83767,29.43877,DELIVERABLE,19,ORDINARY,Протягайловка:NW,0.051724137931,19.333333333333,20260727,False,
YPS-0214,n2341956722,Гиска,,улица Гагарина,57,46.78646,29.40953,DELIVERABLE,12,ORDINARY,Гиска:NW,0.100000000000,10.000000000000,20260727,False,
YPS-0215,w115331412,Бендеры,,Индустриальная улица,14,46.79027,29.48334,DELIVERABLE,56,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0216,n2457441374,Парканы,,Коммунистическая улица,23,46.82406,29.5175,DELIVERABLE,37,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0217,n2457566457,Парканы,,улица Гагарина,28,46.81995,29.52005,DELIVERABLE,43,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0218,w211496759,Бендеры,,Московская улица,17,46.82366,29.47331,DELIVERABLE,49,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0219,w303833027,Бендеры,,улица Карбышева,13/1,46.81503,29.46901,DELIVERABLE,45,FRACTIONAL,Бендеры:SW,0.153846153846,6.500000000000,20260727,False,
YPS-0220,w255958964,Гиска,,Студенческая улица,7/A,46.79753,29.45658,DELIVERABLE,7,FRACTIONAL,Гиска:NE,1.000000000000,1.000000000000,20260727,False,
YPS-0221,n2457591905,Парканы,,улица Ленина,99,46.82552,29.51424,DELIVERABLE,145,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0222,w352341364,Протягайловка,,Молодёжный переулок,5,46.82809,29.44042,DELIVERABLE,7,ORDINARY,Протягайловка:NW,0.051724137931,19.333333333333,20260727,False,
YPS-0223,n2323152157,Парканы,,Коммунистическая улица,41,46.82472,29.51984,DELIVERABLE,37,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0224,n2458439687,Парканы,,улица Димитрова,34,46.8414,29.5082,DELIVERABLE,27,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0225,w96821606,Бендеры,,улица Гагарина,41,46.82617,29.48571,DELIVERABLE,33,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0226,n2323407300,Парканы,,улица Чехова,39,46.84677,29.51535,DELIVERABLE,44,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0227,n2321749490,Гиска,,улица Курило,2,46.78396,29.44374,DELIVERABLE,4,ORDINARY,Гиска:SW,0.166666666667,6.000000000000,20260727,False,
YPS-0228,n2450934173,Парканы,,улица Горького,77,46.82956,29.52949,DELIVERABLE,174,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0229,n4243940691,Бендеры,,Советская улица,5А,46.82794,29.4847,UNKNOWN_REQUIRES_REVIEW,48,LETTERED,Бендеры:NE,0.333333333333,3.000000000000,20260727,True,YAV-0677
YPS-0230,n2457394304,Парканы,,Комсомольская улица,86,46.82747,29.51768,DELIVERABLE,154,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0231,w315108143,Протягайловка,,Гербовецкая улица,60,46.82472,29.44326,DELIVERABLE,53,ORDINARY,Протягайловка:SE,0.037037037037,27.000000000000,20260727,False,
YPS-0232,n2459893732,Парканы,,улица Романенко,166,46.86252,29.50759,DELIVERABLE,181,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0233,w160140720,Бендеры,,улица Ленина,23а,46.82213,29.48566,DELIVERABLE,26,LETTERED,Бендеры:NE,0.041666666667,24.000000000000,20260727,False,
YPS-0234,n2458735973,Парканы,,улица Карла Маркса,225,46.85783,29.51328,DELIVERABLE,295,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0235,w284637253,Протягайловка,,улица 50 лет Победы,20,46.828,29.44717,DELIVERABLE,31,ORDINARY,Протягайловка:NE,0.048387096774,20.666666666667,20260727,False,
YPS-0236,w428711646,Протягайловка,,улица Мунтяна,17а,46.82811,29.43452,DELIVERABLE,39,LETTERED,Протягайловка:NW,0.500000000000,2.000000000000,20260727,False,
YPS-0237,w209287701,Бендеры,,Школьная улица,27,46.82008,29.4561,DELIVERABLE,20,ORDINARY,Бендеры:NW,0.033557046980,29.800000000000,20260727,False,
YPS-0238,w414674700,Бендеры,,улица Тамары Кручок,132,46.79636,29.49436,DELIVERABLE,85,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0239,w352285810,Бендеры,,улица Калашникова,48,46.82714,29.4496,DELIVERABLE,47,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0240,n2325366583,Бендеры,,1-й переулок Петровского,29,46.83911,29.46661,DELIVERABLE,8,ORDINARY,Бендеры:NW,0.033557046980,29.800000000000,20260727,False,
YPS-0241,n4682684591,Гиска,,улица Ткаченко,10,46.77618,29.43917,UNKNOWN_REQUIRES_REVIEW,6,ORDINARY,Гиска:SW,0.500000000000,2.000000000000,20260727,True,YAV-0699
YPS-0242,w318122810,Бендеры,,улица Менделеева,8,46.81305,29.46311,DELIVERABLE,21,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0243,n2460033787,Парканы,,улица Свердлова,43,46.8596,29.50961,DELIVERABLE,109,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0244,n4988630197,Протягайловка,,улица Академика Берга,9,46.84775,29.4361,UNKNOWN_REQUIRES_REVIEW,19,ORDINARY,Протягайловка:NW,0.125000000000,8.000000000000,20260727,True,YAV-0753
YPS-0245,n2459281738,Парканы,,Степная улица,62,46.84906,29.52506,DELIVERABLE,48,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0246,w319228132,Бендеры,,улица Разина,5,46.80786,29.48172,DELIVERABLE,39,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0247,n2457615995,Парканы,,улица Шевченко,11,46.83609,29.51345,DELIVERABLE,39,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0248,w531442968,Гиска,,улица 40 лет МССР,76,46.78222,29.47522,DELIVERABLE,10,ORDINARY,Гиска:SE,0.142857142857,7.000000000000,20260727,False,
YPS-0249,w295151358,Бендеры,,улица Шестакова,100,46.81485,29.48339,DELIVERABLE,80,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0250,w290334307,Бендеры,,Коммунистическая улица,107,46.81961,29.47686,DELIVERABLE,138,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0251,w295401031,Бендеры,,улица Маяковского,87,46.81367,29.48803,DELIVERABLE,60,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0252,n2450934148,Парканы,,улица Горького,23,46.83355,29.52842,DELIVERABLE,174,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0253,w224865587,Гиска,,Театральная улица,168,46.78132,29.43086,DELIVERABLE,17,ORDINARY,Гиска:SW,0.040404040404,24.750000000000,20260727,False,
YPS-0254,w303319360,Бендеры,,улица Некрасова,98а,46.80937,29.47555,DELIVERABLE,106,LETTERED,Бендеры:SE,0.051282051282,19.500000000000,20260727,False,
YPS-0255,w302375946,Бендеры,,Первомайская улица,24,46.81672,29.46892,DELIVERABLE,119,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0256,n2457739763,Парканы,,улица Чехова,60,46.84371,29.51206,DELIVERABLE,44,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0257,w306078210,Парканы,,улица Будённого,3,46.82204,29.52602,DELIVERABLE,15,ORDINARY,Парканы:SE,0.068965517241,14.500000000000,20260727,False,
YPS-0258,n4818941315,Парканы,,улица Петра Николаева,156,46.86021,29.50249,UNKNOWN_REQUIRES_REVIEW,223,ORDINARY,Парканы:NW,1.000000000000,1.000000000000,20260727,True,YAV-0703
YPS-0259,n2458735942,Парканы,,улица Карла Маркса,207,46.85668,29.51354,DELIVERABLE,295,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0260,w406631306,Бендеры,,Южная улица,10,46.78933,29.47758,DELIVERABLE,51,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
