reconciliation_id,yandex_observation_id,yandex_territory,yandex_street,yandex_house_number,yandex_lat,yandex_lon,nearest_canonical_address_id,canonical_street,canonical_house_number,canonical_lat,canonical_lon,distance_between_points_m,canonical_yandex_status,canonical_number_visible_in_yandex,yandex_number_present_in_pinned_source,same_building_or_parcel,numbering_pattern,relationship_type,gross_yandex_only,gross_canonical_only,net_inventory_effect,confidence,owner_review_required,evidence_summary,notes
YNR-0001,YOX-0001,Бендеры,Советская улица,31,46.823889,29.482151,w96821604,Советская улица,36,46.82497,29.48242,121.9,UNREVIEWED,False,False,Unknown,36 -> 31,UNRESOLVED,True,True,UNKNOWN,LOW,True,Nearest same-street canonical point is 36 at 121.9 m. The Yandex-only card is retained as gross evidence; net effect is conservative. Exact coordinates also coincide with conflict YAV-0668 on a different canonical street.,No release or canonical record was changed.
YNR-0002,YOX-0002,Бендеры,улица Ленина,9,46.824900,29.476994,w164985956,улица Ленина,12,46.82417,29.47758,92.6,UNREVIEWED,False,False,Unknown,12 -> 9,UNRESOLVED,True,False,UNKNOWN,LOW,True,Nearest same-street canonical point is 12 at 92.6 m. The Yandex-only card is retained as gross evidence; net effect is conservative.,No release or canonical record was changed.
YNR-0003,YOX-0003,Бендеры,Коммунистическая улица,187А,46.806621,29.467607,w161048769,Коммунистическая улица,187,46.80657,29.46777,13.6,UNREVIEWED,False,False,True,187 -> 187А,SAME_BUILDING_DIFFERENT_NUMBER,True,True,ZERO_SUBSTITUTION,HIGH,True,Nearest same-street canonical point is 187 at 13.6 m. The Yandex-only card is retained as gross evidence; net effect is conservative.,No release or canonical record was changed.
YNR-0004,YOX-0004,Бендеры,Индустриальная улица,14А,46.786349,29.488601,n5162957729,Индустриальная улица,12,46.78733,29.48759,133.5,UNREVIEWED,False,False,Unknown,12 -> 14А,UNRESOLVED,True,False,UNKNOWN,LOW,True,Nearest same-street canonical point is 12 at 133.5 m. The Yandex-only card is retained as gross evidence; net effect is conservative.,No release or canonical record was changed.
YNR-0005,YOX-0005,Гиска,Молодёжная улица,3,46.787392,29.449551,n2321749419,Молодёжная улица,1,46.78731,29.44941,14.1,UNREVIEWED,False,False,True,1 -> 3,SAME_BUILDING_DIFFERENT_NUMBER,True,True,ZERO_SUBSTITUTION,MEDIUM,True,Nearest same-street canonical point is 1 at 14.1 m. The Yandex-only card is retained as gross evidence; net effect is conservative.,No release or canonical record was changed.
YNR-0006,YOX-0006,Гиска,Молодёжная улица,49,46.789527,29.455363,w406639375,Молодёжная улица,51,46.78955,29.45541,4.4,UNREVIEWED,False,False,True,51 -> 49,SAME_BUILDING_DIFFERENT_NUMBER,True,True,ZERO_SUBSTITUTION,HIGH,True,Nearest same-street canonical point is 51 at 4.4 m. The Yandex-only card is retained as gross evidence; net effect is conservative.,No release or canonical record was changed.
YNR-0007,YOX-0007,Гиска,улица Ленина,61,46.786923,29.448293,n2321749431,улица Ленина,59,46.78737,29.4486,54.9,DIFFERENT_HOUSE_NUMBER,false,False,Unknown,59 -> 61,NUMBER_SHIFT_ON_SAME_STREET,True,True,ZERO_SUBSTITUTION,MEDIUM,True,Nearest same-street canonical point is 59 at 54.9 m. The Yandex-only card is retained as gross evidence; net effect is conservative.,No release or canonical record was changed.
