uid,address,territory,is_city,route_km,base_price,external_status,external_km,external_surcharge,reference_price,old_k4_zone_id,proposed_zone
w295620281,"Бендеры, Первомайская улица, 120",Бендеры,True,1.331,14.0,n/a (city),0.0,0.0,14.0,1,1
w295638544,"Бендеры, Первомайская улица, 122",Бендеры,True,1.301,14.0,n/a (city),0.0,0.0,14.0,1,1
w295638549,"Бендеры, Первомайская улица, 128",Бендеры,True,1.268,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707126,"Бендеры, Рыбницкая улица, 27",Бендеры,True,1.817,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707127,"Бендеры, Рыбницкая улица, 25",Бендеры,True,1.832,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707130,"Бендеры, Рыбницкая улица, 23",Бендеры,True,1.848,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707132,"Бендеры, Первомайская улица, 58",Бендеры,True,1.728,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707134,"Бендеры, Рыбницкая улица, 21",Бендеры,True,1.861,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707136,"Бендеры, Рыбницкая улица, 19",Бендеры,True,1.878,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707138,"Бендеры, Херсонская улица, 147",Бендеры,True,1.756,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707139,"Бендеры, Херсонская улица, 2",Бендеры,True,1.791,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707140,"Бендеры, Херсонская улица, 4",Бендеры,True,1.806,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707142,"Бендеры, Херсонская улица, 6",Бендеры,True,1.821,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707143,"Бендеры, Херсонская улица, 8",Бендеры,True,1.696,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707144,"Бендеры, Херсонская улица, 10",Бендеры,True,1.682,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707146,"Бендеры, Херсонская улица, 12",Бендеры,True,1.667,14.0,n/a (city),0.0,0.0,14.0,1,1
w295707148,"Бендеры, Херсонская улица, 14",Бендеры,True,1.653,14.0,n/a (city),0.0,0.0,14.0,1,1
w295850166,"Бендеры, Херсонская улица, 16",Бендеры,True,1.641,14.0,n/a (city),0.0,0.0,14.0,1,1
w295850168,"Бендеры, Херсонская улица, 18",Бендеры,True,1.625,14.0,n/a (city),0.0,0.0,14.0,1,1
w295850169,"Бендеры, Херсонская улица, 20",Бендеры,True,1.637,14.0,n/a (city),0.0,0.0,14.0,1,1
w295850170,"Бендеры, Херсонская улица, 22",Бендеры,True,1.571,14.0,n/a (city),0.0,0.0,14.0,1,1
w295850172,"Бендеры, Херсонская улица, 24",Бендеры,True,1.597,14.0,n/a (city),0.0,0.0,14.0,1,1
w295850173,"Бендеры, Херсонская улица, 24а",Бендеры,True,1.601,14.0,n/a (city),0.0,0.0,14.0,1,1
w295998427,"Бендеры, переулок Бородина, 4",Бендеры,True,5.172,22.688,n/a (city),0.0,0.0,22.688,3,2
w295998440,"Бендеры, улица Бородина, 15",Бендеры,True,5.064,22.256,n/a (city),0.0,0.0,22.256,3,2
w295998451,"Бендеры, переулок Бородина, 5",Бендеры,True,5.172,22.688,n/a (city),0.0,0.0,22.688,3,2
w295998453,"Бендеры, переулок Бородина, 1",Бендеры,True,5.173,22.692,n/a (city),0.0,0.0,22.692,3,2
w296175715,"Бендеры, Дубоссарская улица, 15",Бендеры,True,2.348,14.0,n/a (city),0.0,0.0,14.0,2,1
w297019342,"Бендеры, Железнодорожная улица, 90",Бендеры,True,4.984,21.936,n/a (city),0.0,0.0,21.936,3,2
w297019343,"Бендеры, улица Старого, 20",Бендеры,True,4.916,21.664,n/a (city),0.0,0.0,21.664,3,2
w297019344,"Бендеры, улица Калашникова, 41",Бендеры,True,5.002,22.008,n/a (city),0.0,0.0,22.008,3,2
w297019345,"Бендеры, улица Калашникова, 39",Бендеры,True,4.958,21.832,n/a (city),0.0,0.0,21.832,3,2
w297047299,"Бендеры, Братская улица, 8",Бендеры,True,4.135,18.54,n/a (city),0.0,0.0,18.54,2,2
w297047300,"Бендеры, Братская улица, 10",Бендеры,True,4.155,18.62,n/a (city),0.0,0.0,18.62,2,2
w298266136,"Бендеры, Советская улица, 29б",Бендеры,True,1.072,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266531,"Бендеры, Первомайская улица, 132",Бендеры,True,1.284,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266532,"Бендеры, Первомайская улица, 134",Бендеры,True,1.306,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266534,"Бендеры, Первомайская улица, 130",Бендеры,True,1.262,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266535,"Бендеры, Первомайская улица, 136",Бендеры,True,1.328,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266536,"Бендеры, Первомайская улица, 138",Бендеры,True,1.349,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266537,"Бендеры, Первомайская улица, 140",Бендеры,True,1.365,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266538,"Бендеры, Первомайская улица, 142",Бендеры,True,2.013,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266541,"Бендеры, Херсонская улица, 137",Бендеры,True,1.289,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266543,"Бендеры, Херсонская улица, 139",Бендеры,True,1.319,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266607,"Бендеры, Первомайская улица, 50",Бендеры,True,1.768,14.0,n/a (city),0.0,0.0,14.0,1,1
w298266608,"Бендеры, Первомайская улица, 54",Бендеры,True,1.759,14.0,n/a (city),0.0,0.0,14.0,1,1
w299220284,"Бендеры, Песчанная улица, 132а",Бендеры,True,1.89,14.0,n/a (city),0.0,0.0,14.0,1,1
w299220528,"Бендеры, Песчанная улица, 130",Бендеры,True,1.951,14.0,n/a (city),0.0,0.0,14.0,1,1
w299220529,"Бендеры, Песчанная улица, 132",Бендеры,True,1.934,14.0,n/a (city),0.0,0.0,14.0,1,1
w299339811,"Бендеры, Коммунистическая улица, 8",Бендеры,True,0.956,14.0,n/a (city),0.0,0.0,14.0,1,1
w299339812,"Бендеры, Коммунистическая улица, 6",Бендеры,True,0.998,14.0,n/a (city),0.0,0.0,14.0,1,1
w299339814,"Бендеры, Коммунистическая улица, 7/1",Бендеры,True,0.953,14.0,n/a (city),0.0,0.0,14.0,1,1
w299339815,"Бендеры, Коммунистическая улица, 7",Бендеры,True,0.995,14.0,n/a (city),0.0,0.0,14.0,1,1
w299339816,"Бендеры, Коммунистическая улица, 5",Бендеры,True,1.04,14.0,n/a (city),0.0,0.0,14.0,1,1
w299339817,"Бендеры, Коммунистическая улица, 3",Бендеры,True,1.083,14.0,n/a (city),0.0,0.0,14.0,1,1
w299339961,"Бендеры, Тираспольская улица, 1А",Бендеры,True,1.069,14.0,n/a (city),0.0,0.0,14.0,1,1
w299340246,"Бендеры, улица Калинина, 3",Бендеры,True,1.127,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347921,"Бендеры, улица Ткаченко, 27",Бендеры,True,1.22,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347924,"Бендеры, 4-й Береговой переулок, 25",Бендеры,True,1.276,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347928,"Бендеры, 4-й Береговой переулок, 23",Бендеры,True,1.276,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347929,"Бендеры, улица Ткаченко, 5",Бендеры,True,1.428,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347932,"Бендеры, улица Ткаченко, 7",Бендеры,True,1.399,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347934,"Бендеры, улица Ткаченко, 9",Бендеры,True,1.38,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347935,"Бендеры, улица Ткаченко, 11",Бендеры,True,1.359,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347937,"Бендеры, 2-й Береговой переулок, 13",Бендеры,True,1.375,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347938,"Бендеры, 2-й Береговой переулок, 15",Бендеры,True,1.357,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347940,"Бендеры, 2-й Береговой переулок, 17",Бендеры,True,1.381,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347941,"Бендеры, 4-й Береговой переулок, 19",Бендеры,True,1.302,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347943,"Бендеры, 4-й Береговой переулок, 1",Бендеры,True,1.331,14.0,n/a (city),0.0,0.0,14.0,1,1
w299347945,"Бендеры, 4-й Береговой переулок, 21",Бендеры,True,1.318,14.0,n/a (city),0.0,0.0,14.0,1,1
w299348682,"Бендеры, Херсонская улица, 141",Бендеры,True,1.409,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349210,"Бендеры, Коммунистическая улица, 153а",Бендеры,True,1.796,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349211,"Бендеры, Коммунистическая улица, 157",Бендеры,True,1.829,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349213,"Бендеры, Херсонская улица, 92",Бендеры,True,1.38,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349818,"Бендеры, Херсонская улица, 90а",Бендеры,True,1.368,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349821,"Бендеры, Херсонская улица, 94",Бендеры,True,1.385,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349823,"Бендеры, Херсонская улица, 96",Бендеры,True,1.4,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349826,"Бендеры, Первомайская улица, 144",Бендеры,True,2.012,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349828,"Бендеры, Первомайская улица, 145",Бендеры,True,1.991,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349830,"Бендеры, Первомайская улица, 147",Бендеры,True,1.975,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349832,"Бендеры, Первомайская улица, 149",Бендеры,True,1.962,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349833,"Бендеры, Песчанная улица, 151",Бендеры,True,1.945,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349835,"Бендеры, Песчанная улица, 153",Бендеры,True,1.933,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349839,"Бендеры, Первомайская улица, 146",Бендеры,True,1.452,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349841,"Бендеры, Первомайская улица, 148",Бендеры,True,1.467,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349843,"Бендеры, Первомайская улица, 150",Бендеры,True,1.479,14.0,n/a (city),0.0,0.0,14.0,1,1
w299349849,"Бендеры, Первомайская улица, 152",Бендеры,True,1.525,14.0,n/a (city),0.0,0.0,14.0,1,1
w299357218,"Бендеры, тупик Некрасова, 6",Бендеры,True,2.473,14.0,n/a (city),0.0,0.0,14.0,2,1
w299357219,"Бендеры, тупик Некрасова, 7",Бендеры,True,2.474,14.0,n/a (city),0.0,0.0,14.0,2,1
w299357717,"Бендеры, Первомайская улица, 46",Бендеры,True,1.817,14.0,n/a (city),0.0,0.0,14.0,1,1
w299357718,"Бендеры, Рыбницкий переулок, 44",Бендеры,True,1.884,14.0,n/a (city),0.0,0.0,14.0,1,1
w299357719,"Бендеры, Первомайская улица, 42",Бендеры,True,1.871,14.0,n/a (city),0.0,0.0,14.0,1,1
w299357720,"Бендеры, Рыбницкая улица, 17",Бендеры,True,1.892,14.0,n/a (city),0.0,0.0,14.0,1,1
w299374553,"Парканы, улица Ленина, 133а",Парканы,False,5.028,22.112,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
w299409645,"Бендеры, Индустриальная улица, 10",Бендеры,True,3.709,16.836,n/a (city),0.0,0.0,16.836,2,1
w299629688,"Бендеры, улица 40 лет Советской Пионерии, 37",Бендеры,True,5.299,23.196,n/a (city),0.0,0.0,23.196,3,3
w299629712,"Бендеры, улица Халтурина, 2а/1",Бендеры,True,5.066,22.264,n/a (city),0.0,0.0,22.264,3,2
w299629715,"Бендеры, улица Сергея Ревенялэ, 2а/1",Бендеры,True,5.095,22.38,n/a (city),0.0,0.0,22.38,3,2
w299629718,"Бендеры, Дубоссарская улица, 17",Бендеры,True,2.363,14.0,n/a (city),0.0,0.0,14.0,2,1
w299629721,"Бендеры, Дубоссарская улица, 21",Бендеры,True,2.378,14.0,n/a (city),0.0,0.0,14.0,2,1
w299629722,"Бендеры, Дубоссарская улица, 23",Бендеры,True,2.393,14.0,n/a (city),0.0,0.0,14.0,2,1
w299629871,"Бендеры, Первомайская улица, 26/4",Бендеры,True,2.06,14.0,n/a (city),0.0,0.0,14.0,1,1
w299797685,"Бендеры, улица Маяковского, 21",Бендеры,True,0.921,14.0,n/a (city),0.0,0.0,14.0,1,1
w299800907,"Бендеры, Херсонская улица, 98",Бендеры,True,1.426,14.0,n/a (city),0.0,0.0,14.0,1,1
w299800908,"Бендеры, Херсонская улица, 100",Бендеры,True,1.439,14.0,n/a (city),0.0,0.0,14.0,1,1
w299800909,"Бендеры, Песчанная улица, 102",Бендеры,True,1.452,14.0,n/a (city),0.0,0.0,14.0,1,1
w299800910,"Бендеры, Песчанная улица, 104",Бендеры,True,1.464,14.0,n/a (city),0.0,0.0,14.0,1,1
w299801037,"Бендеры, Песчанная улица, 143",Бендеры,True,1.424,14.0,n/a (city),0.0,0.0,14.0,1,1
w299801040,"Бендеры, Песчанная улица, 145",Бендеры,True,1.442,14.0,n/a (city),0.0,0.0,14.0,1,1
w299956671,"Бендеры, Деповская улица, 5",Бендеры,True,7.458,31.832,n/a (city),0.0,0.0,31.832,4,3
w301224316,"Бендеры, Садовая улица, 172а",Бендеры,True,1.564,14.0,n/a (city),0.0,0.0,14.0,1,1
w301224317,"Бендеры, Садовая улица, 172",Бендеры,True,1.541,14.0,n/a (city),0.0,0.0,14.0,1,1
w301224319,"Бендеры, Первомайская улица, 156",Бендеры,True,1.593,14.0,n/a (city),0.0,0.0,14.0,1,1
w301224321,"Бендеры, Первомайская улица, 156а",Бендеры,True,1.575,14.0,n/a (city),0.0,0.0,14.0,1,1
w301224323,"Бендеры, Первомайская улица, 154",Бендеры,True,1.549,14.0,n/a (city),0.0,0.0,14.0,1,1
w301224324,"Бендеры, Первомайская улица, 158а",Бендеры,True,1.615,14.0,n/a (city),0.0,0.0,14.0,1,1
w301225908,"Бендеры, Первомайская улица, 158",Бендеры,True,1.635,14.0,n/a (city),0.0,0.0,14.0,1,1
w301226096,"Бендеры, Первомайская улица, 160",Бендеры,True,1.66,14.0,n/a (city),0.0,0.0,14.0,1,1
w301226098,"Бендеры, Первомайская улица, 162а",Бендеры,True,1.669,14.0,n/a (city),0.0,0.0,14.0,1,1
w301226099,"Бендеры, Первомайская улица, 162",Бендеры,True,1.679,14.0,n/a (city),0.0,0.0,14.0,1,1
w301226100,"Бендеры, Первомайская улица, 164а",Бендеры,True,1.69,14.0,n/a (city),0.0,0.0,14.0,1,1
w301226103,"Бендеры, Первомайская улица, 170",Бендеры,True,1.534,14.0,n/a (city),0.0,0.0,14.0,1,1
w301226105,"Бендеры, Первомайская улица, 168",Бендеры,True,1.543,14.0,n/a (city),0.0,0.0,14.0,1,1
w301440291,"Бендеры, Рыбницкая улица, 15",Бендеры,True,1.905,14.0,n/a (city),0.0,0.0,14.0,1,1
w301440598,"Бендеры, Первомайская улица, 180",Бендеры,True,1.668,14.0,n/a (city),0.0,0.0,14.0,1,1
w301442644,"Бендеры, Первомайская улица, 182",Бендеры,True,1.65,14.0,n/a (city),0.0,0.0,14.0,1,1
w301442645,"Бендеры, Первомайская улица, 184",Бендеры,True,1.641,14.0,n/a (city),0.0,0.0,14.0,1,1
w301442647,"Бендеры, Первомайская улица, 186",Бендеры,True,1.629,14.0,n/a (city),0.0,0.0,14.0,1,1
w301442648,"Бендеры, Первомайская улица, 188",Бендеры,True,1.615,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630521,"Бендеры, Садовая улица, 73 A",Бендеры,True,1.592,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630523,"Бендеры, Садовая улица, 75",Бендеры,True,1.626,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630524,"Бендеры, Садовая улица, 75а",Бендеры,True,1.645,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630525,"Бендеры, Садовая улица, 62",Бендеры,True,1.631,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630526,"Бендеры, Садовая улица, 60",Бендеры,True,1.616,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630527,"Бендеры, Садовая улица, 58",Бендеры,True,1.606,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630530,"Бендеры, Садовая улица, 64",Бендеры,True,1.646,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630531,"Бендеры, Садовая улица, 66",Бендеры,True,1.657,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630532,"Бендеры, Песчанная улица, 29",Бендеры,True,1.86,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630534,"Бендеры, Песчанная улица, 21",Бендеры,True,1.787,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630536,"Бендеры, Песчанная улица, 27",Бендеры,True,1.832,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630537,"Бендеры, Песчанная улица, 19",Бендеры,True,1.802,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630540,"Бендеры, Песчанная улица, 17",Бендеры,True,2.11,14.0,n/a (city),0.0,0.0,14.0,2,1
w301630541,"Бендеры, Песчанная улица, 31",Бендеры,True,1.86,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630544,"Бендеры, улица Толбухина, 2",Бендеры,True,1.688,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630551,"Бендеры, Садовая улица, 70",Бендеры,True,1.741,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630552,"Бендеры, улица Толбухина, 3",Бендеры,True,1.752,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630556,"Бендеры, Садовая улица, 72",Бендеры,True,1.756,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630558,"Бендеры, Садовая улица, 74",Бендеры,True,1.763,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630559,"Бендеры, улица Толбухина, 5",Бендеры,True,1.771,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630561,"Бендеры, улица Толбухина, 7",Бендеры,True,1.784,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630562,"Бендеры, улица Толбухина, 9",Бендеры,True,1.796,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630564,"Бендеры, улица Няги, 3",Бендеры,True,1.859,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630565,"Бендеры, Садовая улица, 76",Бендеры,True,1.78,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630566,"Бендеры, улица Няги, 78",Бендеры,True,1.825,14.0,n/a (city),0.0,0.0,14.0,1,1
w301630568,"Бендеры, улица Няги, 79",Бендеры,True,1.817,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635367,"Бендеры, Рыбницкая улица, 24",Бендеры,True,1.82,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635369,"Бендеры, Рыбницкая улица, 22",Бендеры,True,1.833,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635370,"Бендеры, Рыбницкая улица, 20",Бендеры,True,1.85,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635371,"Бендеры, Рыбницкая улица, 18",Бендеры,True,1.866,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635372,"Бендеры, Рыбницкая улица, 16",Бендеры,True,1.88,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635374,"Бендеры, улица Карбышева, 37",Бендеры,True,1.877,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635375,"Бендеры, улица Карбышева, 35",Бендеры,True,1.898,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635376,"Бендеры, улица Карбышева, 33",Бендеры,True,1.915,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635377,"Бендеры, Рыбницкая улица, 14",Бендеры,True,1.895,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635379,"Бендеры, Рыбницкая улица, 12",Бендеры,True,1.911,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635380,"Бендеры, Рыбницкий переулок, 6",Бендеры,True,1.971,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635381,"Бендеры, Рыбницкая улица, 8",Бендеры,True,1.941,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635382,"Бендеры, Рыбницкая улица, 10",Бендеры,True,1.927,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635687,"Бендеры, Рыбницкая улица, 13",Бендеры,True,1.923,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635689,"Бендеры, Рыбницкая улица, 11",Бендеры,True,1.937,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635692,"Бендеры, Рыбницкий переулок, 9",Бендеры,True,1.982,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635697,"Бендеры, Рыбницкая улица, 2а",Бендеры,True,2.004,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635698,"Бендеры, Рыбницкий переулок, 2",Бендеры,True,1.976,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635701,"Бендеры, Рыбницкий переулок, 7",Бендеры,True,1.982,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635703,"Бендеры, Рыбницкая улица, 3",Бендеры,True,2.006,14.0,n/a (city),0.0,0.0,14.0,1,1
w301635704,"Бендеры, Рыбницкая улица, 5",Бендеры,True,1.992,14.0,n/a (city),0.0,0.0,14.0,1,1
w301982088,"Бендеры, Киевская улица, 11",Бендеры,True,4.692,20.768,n/a (city),0.0,0.0,20.768,3,2
w301982089,"Бендеры, улица Тургенева, 9",Бендеры,True,4.733,20.932,n/a (city),0.0,0.0,20.932,3,2
w301982090,"Бендеры, улица Тургенева, 7",Бендеры,True,4.769,21.076,n/a (city),0.0,0.0,21.076,3,2
w301982096,"Бендеры, улица Тургенева, 3",Бендеры,True,4.829,21.316,n/a (city),0.0,0.0,21.316,3,2
w301982100,"Бендеры, улица Старого, 3",Бендеры,True,5.09,22.36,n/a (city),0.0,0.0,22.36,3,2
w301982104,"Бендеры, Путейская улица, 4",Бендеры,True,4.907,21.628,n/a (city),0.0,0.0,21.628,3,2
w301982107,"Бендеры, Путейская улица, 6",Бендеры,True,4.885,21.54,n/a (city),0.0,0.0,21.54,3,2
w301982108,"Бендеры, Путейская улица, 10",Бендеры,True,4.853,21.412,n/a (city),0.0,0.0,21.412,3,2
w301982110,"Бендеры, Путейская улица, 10а",Бендеры,True,4.831,21.324,n/a (city),0.0,0.0,21.324,3,2
w301982111,"Бендеры, Путейская улица, 12",Бендеры,True,4.819,21.276,n/a (city),0.0,0.0,21.276,3,2
w301982112,"Бендеры, Путейская улица, 12а",Бендеры,True,4.802,21.208,n/a (city),0.0,0.0,21.208,3,2
w301982113,"Бендеры, Путейская улица, 12б",Бендеры,True,4.803,21.212,n/a (city),0.0,0.0,21.212,3,2
w302066893,"Бендеры, Школьная улица, 18",Бендеры,True,4.601,20.404,n/a (city),0.0,0.0,20.404,3,2
w302066894,"Бендеры, Севастопольская улица, 16",Бендеры,True,4.676,20.704,n/a (city),0.0,0.0,20.704,3,2
w302066895,"Бендеры, Школьная улица, 39",Бендеры,True,4.58,20.32,n/a (city),0.0,0.0,20.32,3,2
w302066901,"Бендеры, Севастопольская улица, 12",Бендеры,True,4.718,20.872,n/a (city),0.0,0.0,20.872,3,2
w302066902,"Бендеры, Севастопольская улица, 10",Бендеры,True,4.731,20.924,n/a (city),0.0,0.0,20.924,3,2
w302066903,"Бендеры, Севастопольская улица, 14",Бендеры,True,4.702,20.808,n/a (city),0.0,0.0,20.808,3,2
w302066905,"Бендеры, улица Чехова, 31",Бендеры,True,4.663,20.652,n/a (city),0.0,0.0,20.652,3,2
w302066906,"Бендеры, улица Чехова, 29",Бендеры,True,4.679,20.716,n/a (city),0.0,0.0,20.716,3,2
w302066907,"Бендеры, улица Чехова, 27",Бендеры,True,4.696,20.784,n/a (city),0.0,0.0,20.784,3,2
w302066909,"Бендеры, улица Старого, 23",Бендеры,True,4.742,20.968,n/a (city),0.0,0.0,20.968,3,2
w302066911,"Бендеры, улица Старого, 25",Бендеры,True,4.721,20.884,n/a (city),0.0,0.0,20.884,3,2
w302066913,"Бендеры, Севастопольская улица, 2",Бендеры,True,4.898,21.592,n/a (city),0.0,0.0,21.592,3,2
w302066914,"Бендеры, Севастопольская улица, 4",Бендеры,True,4.918,21.672,n/a (city),0.0,0.0,21.672,3,2
w302066922,"Бендеры, Школьная улица, 41",Бендеры,True,4.476,19.904,n/a (city),0.0,0.0,19.904,3,2
w302066923,"Бендеры, Киевская улица, 12",Бендеры,True,4.429,19.716,n/a (city),0.0,0.0,19.716,3,2
w302066924,"Бендеры, Киевская улица, 22/1",Бендеры,True,4.485,19.94,n/a (city),0.0,0.0,19.94,3,2
w302066925,"Бендеры, Киевская улица, 10",Бендеры,True,4.467,19.868,n/a (city),0.0,0.0,19.868,3,2
w302066929,"Бендеры, Киевская улица, 138",Бендеры,True,4.462,19.848,n/a (city),0.0,0.0,19.848,3,2
w302066930,"Бендеры, Школьная улица, 136",Бендеры,True,4.486,19.944,n/a (city),0.0,0.0,19.944,3,2
w302066931,"Бендеры, Школьная улица, 5",Бендеры,True,4.519,20.076,n/a (city),0.0,0.0,20.076,3,2
w302066932,"Бендеры, Школьная улица, 7",Бендеры,True,4.574,20.296,n/a (city),0.0,0.0,20.296,3,2
w302066945,"Бендеры, Школьная улица, 9",Бендеры,True,4.617,20.468,n/a (city),0.0,0.0,20.468,3,2
w302066946,"Бендеры, Школьная улица, 19",Бендеры,True,4.718,20.872,n/a (city),0.0,0.0,20.872,3,2
w302066947,"Бендеры, Школьная улица, 17",Бендеры,True,4.703,20.812,n/a (city),0.0,0.0,20.812,3,2
w302066948,"Бендеры, Школьная улица, 13",Бендеры,True,4.661,20.644,n/a (city),0.0,0.0,20.644,3,2
w302066949,"Бендеры, Школьная улица, 11",Бендеры,True,4.64,20.56,n/a (city),0.0,0.0,20.56,3,2
w302066951,"Бендеры, Школьная улица, 15",Бендеры,True,4.684,20.736,n/a (city),0.0,0.0,20.736,3,2
w302066953,"Бендеры, Школьная улица, 21",Бендеры,True,4.807,21.228,n/a (city),0.0,0.0,21.228,3,2
w302067664,"Бендеры, Железнодорожная улица, 102",Бендеры,True,4.644,20.576,n/a (city),0.0,0.0,20.576,3,2
w302067666,"Бендеры, Железнодорожная улица, 104",Бендеры,True,4.628,20.512,n/a (city),0.0,0.0,20.512,3,2
w302067676,"Бендеры, улица Калашникова, 4",Бендеры,True,4.662,20.648,n/a (city),0.0,0.0,20.648,3,2
w302067678,"Бендеры, улица Калашникова, 6",Бендеры,True,4.711,20.844,n/a (city),0.0,0.0,20.844,3,2
w302074717,"Бендеры, Железнодорожная улица, 85",Бендеры,True,5.022,22.088,n/a (city),0.0,0.0,22.088,3,2
w302074718,"Бендеры, Железнодорожная улица, 88",Бендеры,True,5.005,22.02,n/a (city),0.0,0.0,22.02,3,2
w302074719,"Бендеры, Железнодорожная улица, 87",Бендеры,True,5.004,22.016,n/a (city),0.0,0.0,22.016,3,2
w302074720,"Бендеры, Железнодорожная улица, 89",Бендеры,True,4.986,21.944,n/a (city),0.0,0.0,21.944,3,2
w302074721,"Бендеры, улица Старого, 27",Бендеры,True,5.046,22.184,n/a (city),0.0,0.0,22.184,3,2
w302074722,"Бендеры, улица Старого, 19",Бендеры,True,5.101,22.404,n/a (city),0.0,0.0,22.404,3,2
