address_id,route_km,taxi_reference_rub,driver_best_take_rub,formula_fee_rub,client_saving_rub,driver_gap_rub,balanced_ok
w315109558,4.442,26.65,21.65,21,5.65,0.65,True
w352679840,4.444,26.66,21.66,21,5.66,0.66,True
w165439310,4.445,26.67,21.67,21,5.67,0.67,True
w531470022,4.445,26.67,21.67,21,5.67,0.67,True
w318406789,4.446,26.68,21.68,21,5.68,0.68,True
w352332833,4.446,26.68,21.68,21,5.68,0.68,True
w304088437,4.447,26.68,21.68,21,5.68,0.68,True
w316027473,4.447,26.68,21.68,21,5.68,0.68,True
w91848269,4.447,26.68,21.68,21,5.68,0.68,True
w317484810,4.448,26.69,21.69,21,5.69,0.69,True
w407356389,4.448,26.69,21.69,21,5.69,0.69,True
w91848274,4.448,26.69,21.69,21,5.69,0.69,True
w318048549,4.45,26.7,21.7,21,5.7,0.7,True
w318122872,4.45,26.7,21.7,21,5.7,0.7,True
n2337992799,4.451,26.71,21.71,21,5.71,0.71,True
w310488384,4.451,26.71,21.71,21,5.71,0.71,True
n2325366573,4.452,26.71,21.71,21,5.71,0.71,True
w352314379,4.453,26.72,21.72,21,5.72,0.72,True
w406640928,4.453,26.72,21.72,21,5.72,0.72,True
w91847446,4.453,26.72,21.72,21,5.72,0.72,True
w405505232,4.454,26.72,21.72,21,5.72,0.72,True
w342059487,4.455,26.73,21.73,21,5.73,0.73,True
w400824549,4.455,26.73,21.73,21,5.73,0.73,True
w115331466,4.456,26.74,21.74,21,5.74,0.74,True
w304088430,4.456,26.74,21.74,21,5.74,0.74,True
w91848808,4.457,26.74,21.74,21,5.74,0.74,True
w353974255,4.459,26.75,21.75,21,5.75,0.75,True
w531470021,4.459,26.75,21.75,21,5.75,0.75,True
w315109557,4.461,26.77,21.77,21,5.77,0.77,True
w302066929,4.462,26.77,21.77,21,5.77,0.77,True
w318406783,4.462,26.77,21.77,21,5.77,0.77,True
w352332834,4.463,26.78,21.78,21,5.78,0.78,True
w304088436,4.464,26.78,21.78,21,5.78,0.78,True
w319620046,4.464,26.78,21.78,21,5.78,0.78,True
w318048550,4.465,26.79,21.79,21,5.79,0.79,True
w356960996,4.465,26.79,21.79,21,5.79,0.79,True
w310488385,4.466,26.8,21.8,21,5.8,0.8,True
w91847447,4.466,26.8,21.8,21,5.8,0.8,True
w302066925,4.467,26.8,21.8,21,5.8,0.8,True
w304088428,4.467,26.8,21.8,21,5.8,0.8,True
w342059486,4.467,26.8,21.8,21,5.8,0.8,True
w405505233,4.467,26.8,21.8,21,5.8,0.8,True
w91848805,4.467,26.8,21.8,21,5.8,0.8,True
w356961001,4.468,26.81,21.81,21,5.81,0.81,True
w409314670,4.468,26.81,21.81,21,5.81,0.81,True
w352155392,4.469,26.81,21.81,21,5.81,0.81,True
n2325366600,4.47,26.82,21.82,21,5.82,0.82,True
w319620043,4.47,26.82,21.82,21,5.82,0.82,True
w409314656,4.472,26.83,21.83,21,5.83,0.83,True
w531466229,4.473,26.84,21.84,21,5.84,0.84,True
w303915683,4.474,26.84,21.84,21,5.84,0.84,True
w161635486,4.476,26.86,21.86,21,5.86,0.86,True
w302066922,4.476,26.86,21.86,21,5.86,0.86,True
w303915677,4.477,26.86,21.86,21,5.86,0.86,True
w318122870,4.478,26.87,21.87,21,5.87,0.87,True
w161635483,4.479,26.87,21.87,21,5.87,0.87,True
w304088424,4.479,26.87,21.87,21,5.87,0.87,True
w318048552,4.479,26.87,21.87,21,5.87,0.87,True
w318406782,4.48,26.88,21.88,21,5.88,0.88,True
w342059488,4.48,26.88,21.88,21,5.88,0.88,True
w405505236,4.481,26.89,21.89,21,5.89,0.89,True
w352679841,4.484,26.9,21.9,21,5.9,0.9,True
w302066924,4.485,26.91,21.91,21,5.91,0.91,True
w352110239,4.485,26.91,21.91,21,5.91,0.91,True
w165439308,4.486,26.92,21.92,21,5.92,0.92,True
w302066930,4.486,26.92,21.92,21,5.92,0.92,True
w409314669,4.486,26.92,21.92,21,5.92,0.92,True
w161635484,4.488,26.93,21.93,21,5.93,0.93,True
w319139357,4.488,26.93,21.93,21,5.93,0.93,True
n2325366572,4.489,26.93,21.93,21,5.93,0.93,True
w531466228,4.489,26.93,21.93,21,5.93,0.93,True
w352332840,4.49,26.94,21.94,21,5.94,0.94,True
w304088427,4.492,26.95,21.95,21,5.95,0.95,True
w352737016,4.492,26.95,21.95,21,5.95,0.95,True
w356960999,4.492,26.95,21.95,21,5.95,0.95,True
w115331405,4.494,26.96,21.96,21,5.96,0.96,True
w342059489,4.494,26.96,21.96,21,5.96,0.96,True
n2337326463,4.495,26.97,21.97,21,5.97,0.97,True
w352110238,4.498,26.99,21.99,21,5.99,0.99,True
w400824553,4.498,26.99,21.99,21,5.99,0.99,True
w165439290,4.499,26.99,21.99,21,5.99,0.99,True
w319620039,4.499,26.99,21.99,21,5.99,0.99,True
w91848277,4.499,26.99,21.99,21,5.99,0.99,True
w304088417,4.5,27.0,22.0,22,5.0,0.0,True
w409314658,4.501,27.01,22.01,22,5.01,0.01,True
w318122869,4.503,27.02,22.02,22,5.02,0.02,True
w352155391,4.503,27.02,22.02,22,5.02,0.02,True
w352314370,4.503,27.02,22.02,22,5.02,0.02,True
w405505237,4.503,27.02,22.02,22,5.02,0.02,True
w409314668,4.503,27.02,22.02,22,5.02,0.02,True
w222772632,4.504,27.02,22.02,22,5.02,0.02,True
n4580309456,4.505,27.03,22.03,22,5.03,0.03,True
w531466227,4.505,27.03,22.03,22,5.03,0.03,True
w209267152,4.506,27.04,22.04,22,5.04,0.04,True
w353974419,4.506,27.04,22.04,22,5.04,0.04,True
w91848283,4.506,27.04,22.04,22,5.04,0.04,True
w115331412,4.508,27.05,22.05,22,5.05,0.05,True
w304088426,4.509,27.05,22.05,22,5.05,0.05,True
w406637927,4.509,27.05,22.05,22,5.05,0.05,True
w318072708,4.51,27.06,22.06,22,5.06,0.06,True
w352332842,4.51,27.06,22.06,22,5.06,0.06,True
w352737019,4.51,27.06,22.06,22,5.06,0.06,True
w222772631,4.511,27.07,22.07,22,5.07,0.07,True
w352332836,4.517,27.1,22.1,22,5.1,0.1,True
w319139352,4.518,27.11,22.11,22,5.11,0.11,True
w302066931,4.519,27.11,22.11,22,5.11,0.11,True
w325664973,4.52,27.12,22.12,22,5.12,0.12,True
w409314660,4.52,27.12,22.12,22,5.12,0.12,True
w528387461,4.521,27.13,22.13,22,5.13,0.13,True
w356960998,4.522,27.13,22.13,22,5.13,0.13,True
w352148079,4.523,27.14,22.14,22,5.14,0.14,True
w318185749,4.524,27.14,22.14,22,5.14,0.14,True
w310488387,4.527,27.16,22.16,22,5.16,0.16,True
w304088423,4.528,27.17,22.17,22,5.17,0.17,True
w409311299,4.528,27.17,22.17,22,5.17,0.17,True
w409314662,4.531,27.19,22.19,22,5.19,0.19,True
w91847458,4.531,27.19,22.19,22,5.19,0.19,True
w318406795,4.534,27.2,22.2,22,5.2,0.2,True
w91848810,4.534,27.2,22.2,22,5.2,0.2,True
w325664974,4.536,27.22,22.22,22,5.22,0.22,True
w409314659,4.537,27.22,22.22,22,5.22,0.22,True
w352314367,4.538,27.23,22.23,22,5.23,0.23,True
w445972312,4.539,27.23,22.23,22,5.23,0.23,True
n5160467350,4.54,27.24,22.24,22,5.24,0.24,True
w318406776,4.54,27.24,22.24,22,5.24,0.24,True
w352332837,4.54,27.24,22.24,22,5.24,0.24,True
w352737020,4.54,27.24,22.24,22,5.24,0.24,True
w406637926,4.54,27.24,22.24,22,5.24,0.24,True
w352110120,4.541,27.25,22.25,22,5.25,0.25,True
w319139353,4.544,27.26,22.26,22,5.26,0.26,True
w91848290,4.545,27.27,22.27,22,5.27,0.27,True
n2328168377,4.547,27.28,22.28,22,5.28,0.28,True
w409314663,4.547,27.28,22.28,22,5.28,0.28,True
w352148078,4.548,27.29,22.29,22,5.29,0.29,True
w352332841,4.548,27.29,22.29,22,5.29,0.29,True
w528387459,4.548,27.29,22.29,22,5.29,0.29,True
w304088422,4.551,27.31,22.31,22,5.31,0.31,True
w318185745,4.551,27.31,22.31,22,5.31,0.31,True
w528387460,4.551,27.31,22.31,22,5.31,0.31,True
w303915709,4.553,27.32,22.32,22,5.32,0.32,True
w318406775,4.555,27.33,22.33,22,5.33,0.33,True
w352679834,4.555,27.33,22.33,22,5.33,0.33,True
w409314664,4.555,27.33,22.33,22,5.33,0.33,True
w356960994,4.556,27.34,22.34,22,5.34,0.34,True
w352737022,4.557,27.34,22.34,22,5.34,0.34,True
w352314365,4.558,27.35,22.35,22,5.35,0.35,True
w528387455,4.558,27.35,22.35,22,5.35,0.35,True
w352332839,4.561,27.37,22.37,22,5.37,0.37,True
n2325729718,4.564,27.38,22.38,22,5.38,0.38,True
w303915691,4.564,27.38,22.38,22,5.38,0.38,True
w115331445,4.566,27.4,22.4,22,5.4,0.4,True
w515864773,4.567,27.4,22.4,22,5.4,0.4,True
w406631307,4.568,27.41,22.41,22,5.41,0.41,True
w319139349,4.57,27.42,22.42,22,5.42,0.42,True
w318406779,4.571,27.43,22.43,22,5.43,0.43,True
w352679835,4.571,27.43,22.43,22,5.43,0.43,True
w87493523,4.571,27.43,22.43,22,5.43,0.43,True
w91848811,4.573,27.44,22.44,22,5.44,0.44,True
w302066932,4.574,27.44,22.44,22,5.44,0.44,True
w318406774,4.575,27.45,22.45,22,5.45,0.45,True
w303915686,4.576,27.46,22.46,22,5.46,0.46,True
w303915708,4.576,27.46,22.46,22,5.46,0.46,True
w528387454,4.578,27.47,22.47,22,5.47,0.47,True
w115331518,4.579,27.47,22.47,22,5.47,0.47,True
w209287696,4.579,27.47,22.47,22,5.47,0.47,True
w302066895,4.58,27.48,22.48,22,5.48,0.48,True
n2328168376,4.581,27.49,22.49,22,5.49,0.49,True
w406631308,4.583,27.5,22.5,22,5.5,0.5,True
w352679837,4.588,27.53,22.53,22,5.53,0.53,True
w515864772,4.589,27.53,22.53,22,5.53,0.53,True
w224682791,4.59,27.54,22.54,22,5.54,0.54,True
w303915706,4.59,27.54,22.54,22,5.54,0.54,True
w352151103,4.591,27.55,22.55,22,5.55,0.55,True
w318406772,4.593,27.56,22.56,22,5.56,0.56,True
w225255275,4.594,27.56,22.56,22,5.56,0.56,True
w528387456,4.594,27.56,22.56,22,5.56,0.56,True
w318406781,4.597,27.58,22.58,22,5.58,0.58,True
w404770760,4.597,27.58,22.58,22,5.58,0.58,True
w352285322,4.599,27.59,22.59,22,5.59,0.59,True
n2339237483,4.601,27.61,22.61,22,5.61,0.61,True
w302066893,4.601,27.61,22.61,22,5.61,0.61,True
w319139344,4.601,27.61,22.61,22,5.61,0.61,True
w406631309,4.601,27.61,22.61,22,5.61,0.61,True
w115331348,4.602,27.61,22.61,22,5.61,0.61,True
w352151102,4.603,27.62,22.62,22,5.62,0.62,True
w515864769,4.604,27.62,22.62,22,5.62,0.62,True
w303915689,4.605,27.63,22.63,22,5.63,0.63,True
w318058442,4.606,27.64,22.64,22,5.64,0.64,True
w352679838,4.606,27.64,22.64,22,5.64,0.64,True
w402951443,4.606,27.64,22.64,22,5.64,0.64,True
w318185748,4.61,27.66,22.66,22,5.66,0.66,True
w352314106,4.611,27.67,22.67,22,5.67,0.67,True
w303915687,4.612,27.67,22.67,22,5.67,0.67,True
w352313738,4.612,27.67,22.67,22,5.67,0.67,True
w165439307,4.614,27.68,22.68,22,5.68,0.68,True
w303915705,4.614,27.68,22.68,22,5.68,0.68,True
w402951444,4.614,27.68,22.68,22,5.68,0.68,True
w302066945,4.617,27.7,22.7,22,5.7,0.7,True
w318058443,4.619,27.71,22.71,22,5.71,0.71,True
w319366971,4.619,27.71,22.71,22,5.71,0.71,True
w320184027,4.621,27.73,22.73,22,5.73,0.73,True
w352679839,4.622,27.73,22.73,22,5.73,0.73,True
w161058108,4.624,27.74,22.74,22,5.74,0.74,True
w679824638,4.625,27.75,22.75,22,5.75,0.75,True
w319135683,4.626,27.76,22.76,22,5.76,0.76,True
w115331437,4.627,27.76,22.76,22,5.76,0.76,True
w318184631,4.627,27.76,22.76,22,5.76,0.76,True
w209287680,4.628,27.77,22.77,22,5.77,0.77,True
w302067666,4.628,27.77,22.77,22,5.77,0.77,True
w318058445,4.631,27.79,22.79,22,5.79,0.79,True
w515864768,4.633,27.8,22.8,22,5.8,0.8,True
w406631310,4.634,27.8,22.8,22,5.8,0.8,True
w679824639,4.634,27.8,22.8,22,5.8,0.8,True
w318058451,4.636,27.82,22.82,22,5.82,0.82,True
w531443830,4.636,27.82,22.82,22,5.82,0.82,True
w318406793,4.637,27.82,22.82,22,5.82,0.82,True
w319366972,4.638,27.83,22.83,22,5.83,0.83,True
w352787255,4.638,27.83,22.83,22,5.83,0.83,True
w91848295,4.639,27.83,22.83,22,5.83,0.83,True
w302066949,4.64,27.84,22.84,22,5.84,0.84,True
w351856030,4.64,27.84,22.84,22,5.84,0.84,True
w319139342,4.643,27.86,22.86,22,5.86,0.86,True
w302067664,4.644,27.86,22.86,22,5.86,0.86,True
w91847460,4.645,27.87,22.87,22,5.87,0.87,True
n2328168378,4.647,27.88,22.88,22,5.88,0.88,True
w352153734,4.648,27.89,22.89,22,5.89,0.89,True
w319366973,4.649,27.89,22.89,22,5.89,0.89,True
w402951440,4.65,27.9,22.9,22,5.9,0.9,True
w531443831,4.652,27.91,22.91,22,5.91,0.91,True
w303915693,4.654,27.92,22.92,22,5.92,0.92,True
w318058455,4.655,27.93,22.93,22,5.93,0.93,True
w352787256,4.656,27.94,22.94,22,5.94,0.94,True
w91848807,4.656,27.94,22.94,22,5.94,0.94,True
w320343108,4.658,27.95,22.95,22,5.95,0.95,True
w165439286,4.659,27.95,22.95,22,5.95,0.95,True
w302066948,4.661,27.97,22.97,22,5.97,0.97,True
w319366974,4.661,27.97,22.97,22,5.97,0.97,True
w706969535,4.661,27.97,22.97,22,5.97,0.97,True
w302067676,4.662,27.97,22.97,22,5.97,0.97,True
w318058436,4.662,27.97,22.97,22,5.97,0.97,True
w319139341,4.662,27.97,22.97,22,5.97,0.97,True
w302066905,4.663,27.98,22.98,22,5.98,0.98,True
w515864766,4.664,27.98,22.98,22,5.98,0.98,True
w303915696,4.668,28.01,23.01,23,5.01,0.01,True
w352314156,4.668,28.01,23.01,23,5.01,0.01,True
w302066894,4.676,28.06,23.06,23,5.06,0.06,True
w318051689,4.677,28.06,23.06,23,5.06,0.06,True
w319366975,4.677,28.06,23.06,23,5.06,0.06,True
w319139339,4.678,28.07,23.07,23,5.07,0.07,True
w320343106,4.678,28.07,23.07,23,5.07,0.07,True
w409314661,4.678,28.07,23.07,23,5.07,0.07,True
w302066906,4.679,28.07,23.07,23,5.07,0.07,True
w515864767,4.679,28.07,23.07,23,5.07,0.07,True
w115331519,4.68,28.08,23.08,23,5.08,0.08,True
w302066951,4.684,28.1,23.1,23,5.1,0.1,True
w303915694,4.685,28.11,23.11,23,5.11,0.11,True
w303915697,4.685,28.11,23.11,23,5.11,0.11,True
w320344001,4.687,28.12,23.12,23,5.12,0.12,True
w318051688,4.691,28.15,23.15,23,5.15,0.15,True
w319366977,4.691,28.15,23.15,23,5.15,0.15,True
w301982088,4.692,28.15,23.15,23,5.15,0.15,True
w352750136,4.693,28.16,23.16,23,5.16,0.16,True
w319401191,4.694,28.16,23.16,23,5.16,0.16,True
w320343105,4.694,28.16,23.16,23,5.16,0.16,True
w352153731,4.694,28.16,23.16,23,5.16,0.16,True
w515863636,4.695,28.17,23.17,23,5.17,0.17,True
w161058107,4.696,28.18,23.18,23,5.18,0.18,True
w302066907,4.696,28.18,23.18,23,5.18,0.18,True
w303915703,4.696,28.18,23.18,23,5.18,0.18,True
w91847454,4.696,28.18,23.18,23,5.18,0.18,True
w115331426,4.699,28.19,23.19,23,5.19,0.19,True
w115331432,4.699,28.19,23.19,23,5.19,0.19,True
w319135680,4.699,28.19,23.19,23,5.19,0.19,True
w161058110,4.7,28.2,23.2,23,5.2,0.2,True
w161058104,4.702,28.21,23.21,23,5.21,0.21,True
w302066903,4.702,28.21,23.21,23,5.21,0.21,True
w303915701,4.702,28.21,23.21,23,5.21,0.21,True
w302066947,4.703,28.22,23.22,23,5.22,0.22,True
w318058441,4.703,28.22,23.22,23,5.22,0.22,True
w353044316,4.703,28.22,23.22,23,5.22,0.22,True
w318048554,4.706,28.24,23.24,23,5.24,0.24,True
w515863635,4.708,28.25,23.25,23,5.25,0.25,True
w352667484,4.709,28.25,23.25,23,5.25,0.25,True
w757835185,4.709,28.25,23.25,23,5.25,0.25,True
w302067678,4.711,28.27,23.27,23,5.27,0.27,True
w320342800,4.712,28.27,23.27,23,5.27,0.27,True
w303915700,4.713,28.28,23.28,23,5.28,0.28,True
w303915704,4.713,28.28,23.28,23,5.28,0.28,True
w302368617,4.714,28.28,23.28,23,5.28,0.28,True
w302066901,4.718,28.31,23.31,23,5.31,0.31,True
w302066946,4.718,28.31,23.31,23,5.31,0.31,True
w91847453,4.718,28.31,23.31,23,5.31,0.31,True
w302066911,4.721,28.33,23.33,23,5.33,0.33,True
w209267174,4.722,28.33,23.33,23,5.33,0.33,True
w318048555,4.722,28.33,23.33,23,5.33,0.33,True
w515863633,4.722,28.33,23.33,23,5.33,0.33,True
w285071411,4.724,28.34,23.34,23,5.34,0.34,True
w209287668,4.725,28.35,23.35,23,5.35,0.35,True
w318701784,4.725,28.35,23.35,23,5.35,0.35,True
w320342799,4.725,28.35,23.35,23,5.35,0.35,True
w115331487,4.728,28.37,23.37,23,5.37,0.37,True
w531446214,4.728,28.37,23.37,23,5.37,0.37,True
w352667485,4.729,28.37,23.37,23,5.37,0.37,True
w302066902,4.731,28.39,23.39,23,5.39,0.39,True
w352668654,4.731,28.39,23.39,23,5.39,0.39,True
w320342794,4.732,28.39,23.39,23,5.39,0.39,True
w301982089,4.733,28.4,23.4,23,5.4,0.4,True
w318048553,4.737,28.42,23.42,23,5.42,0.42,True
w319366983,4.737,28.42,23.42,23,5.42,0.42,True
w515863631,4.738,28.43,23.43,23,5.43,0.43,True
w161058112,4.741,28.45,23.45,23,5.45,0.45,True
w352667487,4.741,28.45,23.45,23,5.45,0.45,True
w302066909,4.742,28.45,23.45,23,5.45,0.45,True
w404770751,4.742,28.45,23.45,23,5.45,0.45,True
w209287661,4.743,28.46,23.46,23,5.46,0.46,True
w318701782,4.743,28.46,23.46,23,5.46,0.46,True
w320342787,4.743,28.46,23.46,23,5.46,0.46,True
n2325366580,4.75,28.5,23.5,23,5.5,0.5,True
w91848289,4.75,28.5,23.5,23,5.5,0.5,True
w352284839,4.752,28.51,23.51,23,5.51,0.51,True
w320342797,4.753,28.52,23.52,23,5.52,0.52,True
w515863629,4.753,28.52,23.52,23,5.52,0.52,True
w285071413,4.76,28.56,23.56,23,5.56,0.56,True
w352668652,4.761,28.57,23.57,23,5.57,0.57,True
w352668630,4.767,28.6,23.6,23,5.6,0.6,True
w165439291,4.768,28.61,23.61,23,5.61,0.61,True
w515863628,4.768,28.61,23.61,23,5.61,0.61,True
w301982090,4.769,28.61,23.61,23,5.61,0.61,True
w531443828,4.769,28.61,23.61,23,5.61,0.61,True
w352285308,4.772,28.63,23.63,23,5.63,0.63,True
w320342789,4.775,28.65,23.65,23,5.65,0.65,True
w165439289,4.776,28.66,23.66,23,5.66,0.66,True
w352365957,4.777,28.66,23.66,23,5.66,0.66,True
w352667488,4.782,28.69,23.69,23,5.69,0.69,True
w352668646,4.782,28.69,23.69,23,5.69,0.69,True
w515856073,4.782,28.69,23.69,23,5.69,0.69,True
w515863627,4.782,28.69,23.69,23,5.69,0.69,True
w209287670,4.786,28.72,23.72,23,5.72,0.72,True
w315618361,4.787,28.72,23.72,23,5.72,0.72,True
w531443829,4.788,28.73,23.73,23,5.73,0.73,True
w531446216,4.788,28.73,23.73,23,5.73,0.73,True
w115331434,4.791,28.75,23.75,23,5.75,0.75,True
w352285307,4.791,28.75,23.75,23,5.75,0.75,True
w352332816,4.793,28.76,23.76,23,5.76,0.76,True
w352153725,4.795,28.77,23.77,23,5.77,0.77,True
w209287695,4.796,28.78,23.78,23,5.78,0.78,True
w352667476,4.796,28.78,23.78,23,5.78,0.78,True
w515863626,4.796,28.78,23.78,23,5.78,0.78,True
w320342632,4.798,28.79,23.79,23,5.79,0.79,True
w320342793,4.799,28.79,23.79,23,5.79,0.79,True
w209287679,4.8,28.8,23.8,23,5.8,0.8,True
w209287691,4.8,28.8,23.8,23,5.8,0.8,True
w209287628,4.801,28.81,23.81,23,5.81,0.81,True
w352668649,4.801,28.81,23.81,23,5.81,0.81,True
w532689734,4.801,28.81,23.81,23,5.81,0.81,True
w209654357,4.802,28.81,23.81,23,5.81,0.81,True
w301982112,4.802,28.81,23.81,23,5.81,0.81,True
w317148288,4.802,28.81,23.81,23,5.81,0.81,True
w301982113,4.803,28.82,23.82,23,5.82,0.82,True
w315618362,4.804,28.82,23.82,23,5.82,0.82,True
w91847455,4.804,28.82,23.82,23,5.82,0.82,True
w352365954,4.805,28.83,23.83,23,5.83,0.83,True
n2325729715,4.807,28.84,23.84,23,5.84,0.84,True
w302066953,4.807,28.84,23.84,23,5.84,0.84,True
w315618360,4.808,28.85,23.85,23,5.85,0.85,True
w405112643,4.808,28.85,23.85,23,5.85,0.85,True
w531448058,4.808,28.85,23.85,23,5.85,0.85,True
w515863625,4.81,28.86,23.86,23,5.86,0.86,True
w352667495,4.811,28.87,23.87,23,5.87,0.87,True
w339300190,4.813,28.88,23.88,23,5.88,0.88,True
w209287640,4.814,28.88,23.88,23,5.88,0.88,True
w404770752,4.816,28.9,23.9,23,5.9,0.9,True
w320342791,4.817,28.9,23.9,23,5.9,0.9,True
w315618365,4.818,28.91,23.91,23,5.91,0.91,True
w352667478,4.818,28.91,23.91,23,5.91,0.91,True
w115331452,4.819,28.91,23.91,23,5.91,0.91,True
w301982111,4.819,28.91,23.91,23,5.91,0.91,True
w165439299,4.822,28.93,23.93,23,5.93,0.93,True
w315618358,4.822,28.93,23.93,23,5.93,0.93,True
w319370825,4.824,28.94,23.94,23,5.94,0.94,True
w209267141,4.826,28.96,23.96,23,5.96,0.96,True
w352667496,4.826,28.96,23.96,23,5.96,0.96,True
w160400930,4.827,28.96,23.96,23,5.96,0.96,True
w160400931,4.827,28.96,23.96,23,5.96,0.96,True
w515863624,4.827,28.96,23.96,23,5.96,0.96,True
w531446217,4.828,28.97,23.97,23,5.97,0.97,True
w209287630,4.829,28.97,23.97,23,5.97,0.97,True
w209287682,4.829,28.97,23.97,23,5.97,0.97,True
w301982096,4.829,28.97,23.97,23,5.97,0.97,True
w209287624,4.83,28.98,23.98,23,5.98,0.98,True
w515863623,4.83,28.98,23.98,23,5.98,0.98,True
w515864770,4.83,28.98,23.98,23,5.98,0.98,True
w115331358,4.831,28.99,23.99,23,5.99,0.99,True
w301982110,4.831,28.99,23.99,23,5.99,0.99,True
n4162783497,4.833,29.0,24.0,23,6.0,1.0,True
w320437658,4.835,29.01,24.01,24,5.01,0.01,True
w352155388,4.835,29.01,24.01,24,5.01,0.01,True
w315618357,4.836,29.02,24.02,24,5.02,0.02,True
n4997937710,4.84,29.04,24.04,24,5.04,0.04,True
w515864764,4.841,29.05,24.05,24,5.05,0.05,True
w320342631,4.846,29.08,24.08,24,5.08,0.08,True
w315618356,4.849,29.09,24.09,24,5.09,0.09,True
w531449255,4.849,29.09,24.09,24,5.09,0.09,True
w531448060,4.85,29.1,24.1,24,5.1,0.1,True
w352155387,4.851,29.11,24.11,24,5.11,0.11,True
w301982108,4.853,29.12,24.12,24,5.12,0.12,True
w515863621,4.855,29.13,24.13,24,5.13,0.13,True
w515863622,4.855,29.13,24.13,24,5.13,0.13,True
w315618354,4.862,29.17,24.17,24,5.17,0.17,True
w319370823,4.863,29.18,24.18,24,5.18,0.18,True
w115331523,4.864,29.18,24.18,24,5.18,0.18,True
w339300188,4.869,29.21,24.21,24,5.21,0.21,True
w531449257,4.869,29.21,24.21,24,5.21,0.21,True
w320342629,4.87,29.22,24.22,24,5.22,0.22,True
w531449256,4.87,29.22,24.22,24,5.22,0.22,True
w209416089,4.871,29.23,24.23,24,5.23,0.23,True
w515863620,4.871,29.23,24.23,24,5.23,0.23,True
w209287641,4.873,29.24,24.24,24,5.24,0.24,True
w515863618,4.874,29.24,24.24,24,5.24,0.24,True
w315193207,4.875,29.25,24.25,24,5.25,0.25,True
w115331343,4.876,29.26,24.26,24,5.26,0.26,True
w116073594,4.878,29.27,24.27,24,5.27,0.27,True
w209416051,4.878,29.27,24.27,24,5.27,0.27,True
w352155386,4.878,29.27,24.27,24,5.27,0.27,True
w319370821,4.879,29.27,24.27,24,5.27,0.27,True
w301982107,4.885,29.31,24.31,24,5.31,0.31,True
w515864771,4.888,29.33,24.33,24,5.33,0.33,True
w315108398,4.889,29.33,24.33,24,5.33,0.33,True
w320342628,4.893,29.36,24.36,24,5.36,0.36,True
w352155385,4.893,29.36,24.36,24,5.36,0.36,True
w209416052,4.894,29.36,24.36,24,5.36,0.36,True
w209416057,4.895,29.37,24.37,24,5.37,0.37,True
w515863616,4.895,29.37,24.37,24,5.37,0.37,True
n2330549402,4.896,29.38,24.38,24,5.38,0.38,True
w319370820,4.896,29.38,24.38,24,5.38,0.38,True
w515829316,4.896,29.38,24.38,24,5.38,0.38,True
w209287701,4.898,29.39,24.39,24,5.39,0.39,True
w302066913,4.898,29.39,24.39,24,5.39,0.39,True
w352265866,4.899,29.39,24.39,24,5.39,0.39,True
w531449258,4.902,29.41,24.41,24,5.41,0.41,True
w315108397,4.903,29.42,24.42,24,5.42,0.42,True
w209287657,4.905,29.43,24.43,24,5.43,0.43,True
w531451251,4.905,29.43,24.43,24,5.43,0.43,True
w301982104,4.907,29.44,24.44,24,5.44,0.44,True
w209416025,4.908,29.45,24.45,24,5.45,0.45,True
w209416077,4.909,29.45,24.45,24,5.45,0.45,True
w320437619,4.912,29.47,24.47,24,5.47,0.47,True
w515863617,4.912,29.47,24.47,24,5.47,0.47,True
w115331347,4.915,29.49,24.49,24,5.49,0.49,True
w515862141,4.915,29.49,24.49,24,5.49,0.49,True
w297019343,4.916,29.5,24.5,24,5.5,0.5,True
w352155384,4.916,29.5,24.5,24,5.5,0.5,True
w302066914,4.918,29.51,24.51,24,5.51,0.51,True
w115331384,4.919,29.51,24.51,24,5.51,0.51,True
w103643501,4.92,29.52,24.52,24,5.52,0.52,True
w115331404,4.92,29.52,24.52,24,5.52,0.52,True
w209416081,4.922,29.53,24.53,24,5.53,0.53,True
w91848273,4.922,29.53,24.53,24,5.53,0.53,True
w319367003,4.923,29.54,24.54,24,5.54,0.54,True
w209416021,4.924,29.54,24.54,24,5.54,0.54,True
w352265865,4.924,29.54,24.54,24,5.54,0.54,True
w531451252,4.924,29.54,24.54,24,5.54,0.54,True
n4397874158,4.926,29.56,24.56,24,5.56,0.56,True
w209287688,4.926,29.56,24.56,24,5.56,0.56,True
w209287690,4.926,29.56,24.56,24,5.56,0.56,True
w320437620,4.927,29.56,24.56,24,5.56,0.56,True
w209287627,4.929,29.57,24.57,24,5.57,0.57,True
w115331511,4.931,29.59,24.59,24,5.59,0.59,True
w209287648,4.931,29.59,24.59,24,5.59,0.59,True
w209287632,4.932,29.59,24.59,24,5.59,0.59,True
w352149230,4.932,29.59,24.59,24,5.59,0.59,True
w209287646,4.933,29.6,24.6,24,5.6,0.6,True
w531446815,4.935,29.61,24.61,24,5.61,0.61,True
w209416062,4.936,29.62,24.62,24,5.62,0.62,True
w209416026,4.937,29.62,24.62,24,5.62,0.62,True
w352155383,4.939,29.63,24.63,24,5.63,0.63,True
w319366999,4.94,29.64,24.64,24,5.64,0.64,True
w91847457,4.941,29.65,24.65,24,5.65,0.65,True
w115331414,4.942,29.65,24.65,24,5.65,0.65,True
w320437622,4.942,29.65,24.65,24,5.65,0.65,True
