address_id,route_km,taxi_reference_rub,driver_best_take_rub,formula_fee_rub,client_saving_rub,driver_gap_rub,balanced_ok
w318084707,5.522,33.13,28.13,28,5.13,0.13,True
w315618168,5.523,33.14,28.14,28,5.14,0.14,True
w315618156,5.524,33.14,28.14,28,5.14,0.14,True
w316645120,5.524,33.14,28.14,28,5.14,0.14,True
w352064506,5.525,33.15,28.15,28,5.15,0.15,True
n4397874166,5.527,33.16,28.16,28,5.16,0.16,True
w315807221,5.531,33.19,28.19,28,5.19,0.19,True
w209416029,5.532,33.19,28.19,28,5.19,0.19,True
w315618171,5.533,33.2,28.2,28,5.2,0.2,True
w352064505,5.533,33.2,28.2,28,5.2,0.2,True
w318084700,5.536,33.22,28.22,28,5.22,0.22,True
w315807231,5.537,33.22,28.22,28,5.22,0.22,True
w317051437,5.537,33.22,28.22,28,5.22,0.22,True
w320438948,5.537,33.22,28.22,28,5.22,0.22,True
w315618169,5.541,33.25,28.25,28,5.25,0.25,True
w320440063,5.541,33.25,28.25,28,5.25,0.25,True
w315618162,5.542,33.25,28.25,28,5.25,0.25,True
w316665821,5.542,33.25,28.25,28,5.25,0.25,True
w316759045,5.542,33.25,28.25,28,5.25,0.25,True
w318084704,5.543,33.26,28.26,28,5.26,0.26,True
w320440076,5.543,33.26,28.26,28,5.26,0.26,True
w91847086,5.543,33.26,28.26,28,5.26,0.26,True
w318084713,5.547,33.28,28.28,28,5.28,0.28,True
w317051440,5.55,33.3,28.3,28,5.3,0.3,True
w318084701,5.554,33.32,28.32,28,5.32,0.32,True
w352064507,5.555,33.33,28.33,28,5.33,0.33,True
w484497586,5.557,33.34,28.34,28,5.34,0.34,True
w316759216,5.561,33.37,28.37,28,5.37,0.37,True
w318084696,5.561,33.37,28.37,28,5.37,0.37,True
n2321834521,5.562,33.37,28.37,28,5.37,0.37,True
w316758835,5.562,33.37,28.37,28,5.37,0.37,True
w315851329,5.563,33.38,28.38,28,5.38,0.38,True
w317051446,5.564,33.38,28.38,28,5.38,0.38,True
w319133053,5.567,33.4,28.4,28,5.4,0.4,True
w320438943,5.568,33.41,28.41,28,5.41,0.41,True
w315807222,5.57,33.42,28.42,28,5.42,0.42,True
w352161715,5.57,33.42,28.42,28,5.42,0.42,True
w318084702,5.572,33.43,28.43,28,5.43,0.43,True
w316759219,5.573,33.44,28.44,28,5.44,0.44,True
n9170522018,5.576,33.46,28.46,28,5.46,0.46,True
w316758839,5.577,33.46,28.46,28,5.46,0.46,True
w91847063,5.577,33.46,28.46,28,5.46,0.46,True
w315851335,5.578,33.47,28.47,28,5.47,0.47,True
w320437642,5.581,33.49,28.49,28,5.49,0.49,True
w91847116,5.581,33.49,28.49,28,5.49,0.49,True
w316785289,5.582,33.49,28.49,28,5.49,0.49,True
w317051454,5.583,33.5,28.5,28,5.5,0.5,True
w319133052,5.583,33.5,28.5,28,5.5,0.5,True
w316645121,5.586,33.52,28.52,28,5.52,0.52,True
w318084711,5.587,33.52,28.52,28,5.52,0.52,True
w318084693,5.588,33.53,28.53,28,5.53,0.53,True
w352161714,5.588,33.53,28.53,28,5.53,0.53,True
w316759038,5.592,33.55,28.55,28,5.55,0.55,True
w320438942,5.594,33.56,28.56,28,5.56,0.56,True
w316759464,5.595,33.57,28.57,28,5.57,0.57,True
w317051457,5.598,33.59,28.59,28,5.59,0.59,True
w318548578,5.602,33.61,28.61,28,5.61,0.61,True
w352161713,5.604,33.62,28.62,28,5.62,0.62,True
w317051432,5.605,33.63,28.63,28,5.63,0.63,True
w320439372,5.605,33.63,28.63,28,5.63,0.63,True
w316785290,5.606,33.64,28.64,28,5.64,0.64,True
w316759508,5.611,33.67,28.67,28,5.67,0.67,True
w317051462,5.612,33.67,28.67,28,5.67,0.67,True
w315807223,5.62,33.72,28.72,28,5.72,0.72,True
w317051439,5.622,33.73,28.73,28,5.73,0.73,True
w318548576,5.624,33.74,28.74,28,5.74,0.74,True
w317051464,5.627,33.76,28.76,28,5.76,0.76,True
w317051450,5.628,33.77,28.77,28,5.77,0.77,True
w320440055,5.628,33.77,28.77,28,5.77,0.77,True
w209654410,5.629,33.77,28.77,28,5.77,0.77,True
w315807224,5.629,33.77,28.77,28,5.77,0.77,True
w316785292,5.629,33.77,28.77,28,5.77,0.77,True
w352161711,5.629,33.77,28.77,28,5.77,0.77,True
w91847073,5.629,33.77,28.77,28,5.77,0.77,True
w320439368,5.63,33.78,28.78,28,5.78,0.78,True
w316759073,5.632,33.79,28.79,28,5.79,0.79,True
w317051455,5.633,33.8,28.8,28,5.8,0.8,True
w317051441,5.634,33.8,28.8,28,5.8,0.8,True
w317053500,5.636,33.82,28.82,28,5.82,0.82,True
w318548577,5.636,33.82,28.82,28,5.82,0.82,True
w317051449,5.643,33.86,28.86,28,5.86,0.86,True
w352161710,5.643,33.86,28.86,28,5.86,0.86,True
w317051466,5.644,33.86,28.86,28,5.86,0.86,True
w316759217,5.649,33.89,28.89,28,5.89,0.89,True
w317051442,5.649,33.89,28.89,28,5.89,0.89,True
w315851332,5.652,33.91,28.91,28,5.91,0.91,True
w352149828,5.652,33.91,28.91,28,5.91,0.91,True
n2337985509,5.655,33.93,28.93,28,5.93,0.93,True
w317053502,5.656,33.94,28.94,28,5.94,0.94,True
w352161708,5.659,33.95,28.95,28,5.95,0.95,True
w320438936,5.66,33.96,28.96,28,5.96,0.96,True
w757869686,5.66,33.96,28.96,28,5.96,0.96,True
w317051467,5.661,33.97,28.97,28,5.97,0.97,True
w316759220,5.663,33.98,28.98,28,5.98,0.98,True
w319401764,5.663,33.98,28.98,28,5.98,0.98,True
w317051443,5.664,33.98,28.98,28,5.98,0.98,True
w91847104,5.666,34.0,29.0,28,6.0,1.0,True
w315851334,5.671,34.03,29.03,29,5.03,0.03,True
w317053511,5.672,34.03,29.03,29,5.03,0.03,True
w757869687,5.674,34.04,29.04,29,5.04,0.04,True
w320439366,5.676,34.06,29.06,29,5.06,0.06,True
w317051487,5.677,34.06,29.06,29,5.06,0.06,True
w316785294,5.678,34.07,29.07,29,5.07,0.07,True
w317051444,5.678,34.07,29.07,29,5.07,0.07,True
w352149826,5.678,34.07,29.07,29,5.07,0.07,True
w352161709,5.678,34.07,29.07,29,5.07,0.07,True
w316759289,5.681,34.09,29.09,29,5.09,0.09,True
w316785291,5.681,34.09,29.09,29,5.09,0.09,True
w91850354,5.683,34.1,29.1,29,5.1,0.1,True
w317051459,5.684,34.1,29.1,29,5.1,0.1,True
w320440052,5.685,34.11,29.11,29,5.11,0.11,True
w317149187,5.687,34.12,29.12,29,5.12,0.12,True
w317051448,5.694,34.16,29.16,29,5.16,0.16,True
w316759468,5.698,34.19,29.19,29,5.19,0.19,True
w320440053,5.698,34.19,29.19,29,5.19,0.19,True
w352161707,5.698,34.19,29.19,29,5.19,0.19,True
w209273571,5.699,34.19,29.19,29,5.19,0.19,True
w317149190,5.701,34.21,29.21,29,5.21,0.21,True
w317051463,5.702,34.21,29.21,29,5.21,0.21,True
w317053520,5.702,34.21,29.21,29,5.21,0.21,True
w184989544,5.703,34.22,29.22,29,5.22,0.22,True
w91850334,5.704,34.22,29.22,29,5.22,0.22,True
w209273591,5.707,34.24,29.24,29,5.24,0.24,True
w316785300,5.708,34.25,29.25,29,5.25,0.25,True
w320440054,5.709,34.25,29.25,29,5.25,0.25,True
w316785297,5.716,34.3,29.3,29,5.3,0.3,True
w317053545,5.716,34.3,29.3,29,5.3,0.3,True
w317149194,5.717,34.3,29.3,29,5.3,0.3,True
w352161706,5.717,34.3,29.3,29,5.3,0.3,True
w317051471,5.719,34.31,29.31,29,5.31,0.31,True
w318120119,5.719,34.31,29.31,29,5.31,0.31,True
w318120123,5.722,34.33,29.33,29,5.33,0.33,True
n2321833111,5.725,34.35,29.35,29,5.35,0.35,True
w528507074,5.728,34.37,29.37,29,5.37,0.37,True
w318120121,5.73,34.38,29.38,29,5.38,0.38,True
w317051494,5.733,34.4,29.4,29,5.4,0.4,True
w352161705,5.733,34.4,29.4,29,5.4,0.4,True
w317051468,5.734,34.4,29.4,29,5.4,0.4,True
w317051475,5.734,34.4,29.4,29,5.4,0.4,True
w318070625,5.734,34.4,29.4,29,5.4,0.4,True
w91847111,5.741,34.45,29.45,29,5.45,0.45,True
w352161717,5.742,34.45,29.45,29,5.45,0.45,True
n5640999867,5.747,34.48,29.48,29,5.48,0.48,True
w317053508,5.747,34.48,29.48,29,5.48,0.48,True
w91850362,5.747,34.48,29.48,29,5.48,0.48,True
w318120122,5.749,34.49,29.49,29,5.49,0.49,True
w209273634,5.75,34.5,29.5,29,5.5,0.5,True
w317051473,5.75,34.5,29.5,29,5.5,0.5,True
w318070628,5.751,34.51,29.51,29,5.51,0.51,True
w304053793,5.754,34.52,29.52,29,5.52,0.52,True
w318120125,5.755,34.53,29.53,29,5.53,0.53,True
w318120128,5.755,34.53,29.53,29,5.53,0.53,True
w317051496,5.756,34.54,29.54,29,5.54,0.54,True
w317053527,5.756,34.54,29.54,29,5.54,0.54,True
w352161704,5.756,34.54,29.54,29,5.54,0.54,True
w317053513,5.762,34.57,29.57,29,5.57,0.57,True
w317051479,5.765,34.59,29.59,29,5.59,0.59,True
w318070632,5.767,34.6,29.6,29,5.6,0.6,True
w317051503,5.768,34.61,29.61,29,5.61,0.61,True
w318071320,5.768,34.61,29.61,29,5.61,0.61,True
w318085081,5.773,34.64,29.64,29,5.64,0.64,True
w318548535,5.773,34.64,29.64,29,5.64,0.64,True
w317053546,5.775,34.65,29.65,29,5.65,0.65,True
w317053514,5.777,34.66,29.66,29,5.66,0.66,True
w318085082,5.777,34.66,29.66,29,5.66,0.66,True
w318548543,5.777,34.66,29.66,29,5.66,0.66,True
w317053524,5.782,34.69,29.69,29,5.69,0.69,True
w317051477,5.784,34.7,29.7,29,5.7,0.7,True
w91847100,5.784,34.7,29.7,29,5.7,0.7,True
w317053535,5.786,34.72,29.72,29,5.72,0.72,True
w317053529,5.787,34.72,29.72,29,5.72,0.72,True
w317051499,5.789,34.73,29.73,29,5.73,0.73,True
w209273566,5.79,34.74,29.74,29,5.74,0.74,True
w317053517,5.79,34.74,29.74,29,5.74,0.74,True
w318548540,5.79,34.74,29.74,29,5.74,0.74,True
w103643502,5.792,34.75,29.75,29,5.75,0.75,True
w317149188,5.792,34.75,29.75,29,5.75,0.75,True
w318548545,5.794,34.76,29.76,29,5.76,0.76,True
w317053541,5.8,34.8,29.8,29,5.8,0.8,True
w318085547,5.8,34.8,29.8,29,5.8,0.8,True
w320438945,5.8,34.8,29.8,29,5.8,0.8,True
w318085546,5.801,34.81,29.81,29,5.81,0.81,True
w317053522,5.802,34.81,29.81,29,5.81,0.81,True
w352110827,5.802,34.81,29.81,29,5.81,0.81,True
w317053532,5.803,34.82,29.82,29,5.82,0.82,True
w317053518,5.804,34.82,29.82,29,5.82,0.82,True
w318548547,5.808,34.85,29.85,29,5.85,0.85,True
w352284664,5.808,34.85,29.85,29,5.85,0.85,True
w317149192,5.809,34.85,29.85,29,5.85,0.85,True
w317149175,5.813,34.88,29.88,29,5.88,0.88,True
w317053540,5.815,34.89,29.89,29,5.89,0.89,True
n5653833599,5.816,34.9,29.9,29,5.9,0.9,True
w318070633,5.817,34.9,29.9,29,5.9,0.9,True
w318085549,5.82,34.92,29.92,29,5.92,0.92,True
w317053530,5.821,34.93,29.93,29,5.93,0.93,True
w352111432,5.823,34.94,29.94,29,5.94,0.94,True
w318070626,5.825,34.95,29.95,29,5.95,0.95,True
w318548551,5.828,34.97,29.97,29,5.97,0.97,True
w317149176,5.829,34.97,29.97,29,5.97,0.97,True
w317149166,5.841,35.05,30.05,30,5.05,0.05,True
w318070627,5.842,35.05,30.05,30,5.05,0.05,True
w318070638,5.843,35.06,30.06,30,5.06,0.06,True
w318085555,5.843,35.06,30.06,30,5.06,0.06,True
w352111431,5.843,35.06,30.06,30,5.06,0.06,True
w318085552,5.844,35.06,30.06,30,5.06,0.06,True
w317053539,5.845,35.07,30.07,30,5.07,0.07,True
w318548555,5.845,35.07,30.07,30,5.07,0.07,True
w352265835,5.846,35.08,30.08,30,5.08,0.08,True
w184989565,5.855,35.13,30.13,30,5.13,0.13,True
w317149167,5.857,35.14,30.14,30,5.14,0.14,True
w318070642,5.857,35.14,30.14,30,5.14,0.14,True
w318085558,5.857,35.14,30.14,30,5.14,0.14,True
w318085548,5.861,35.17,30.17,30,5.17,0.17,True
w318085550,5.861,35.17,30.17,30,5.17,0.17,True
w318085551,5.864,35.18,30.18,30,5.18,0.18,True
w342101744,5.864,35.18,30.18,30,5.18,0.18,True
w318070630,5.866,35.2,30.2,30,5.2,0.2,True
w318070636,5.866,35.2,30.2,30,5.2,0.2,True
w352064500,5.866,35.2,30.2,30,5.2,0.2,True
w317053531,5.867,35.2,30.2,30,5.2,0.2,True
w318085557,5.871,35.23,30.23,30,5.23,0.23,True
w317149168,5.872,35.23,30.23,30,5.23,0.23,True
w318070648,5.874,35.24,30.24,30,5.24,0.24,True
n2337889957,5.879,35.27,30.27,30,5.27,0.27,True
w317053537,5.879,35.27,30.27,30,5.27,0.27,True
w399052058,5.886,35.32,30.32,30,5.32,0.32,True
w317149169,5.887,35.32,30.32,30,5.32,0.32,True
w209273621,5.888,35.33,30.33,30,5.33,0.33,True
w318070647,5.888,35.33,30.33,30,5.33,0.33,True
w342101746,5.888,35.33,30.33,30,5.33,0.33,True
w528507076,5.895,35.37,30.37,30,5.37,0.37,True
w352111750,5.913,35.48,30.48,30,5.48,0.48,True
w317053543,5.917,35.5,30.5,30,5.5,0.5,True
w318070629,5.918,35.51,30.51,30,5.51,0.51,True
w318070639,5.926,35.56,30.56,30,5.56,0.56,True
w352163177,5.926,35.56,30.56,30,5.56,0.56,True
n2337889954,5.928,35.57,30.57,30,5.57,0.57,True
w318548553,5.928,35.57,30.57,30,5.57,0.57,True
w352111747,5.928,35.57,30.57,30,5.57,0.57,True
w342101752,5.933,35.6,30.6,30,5.6,0.6,True
w224621713,5.939,35.63,30.63,30,5.63,0.63,True
w352111443,5.941,35.65,30.65,30,5.65,0.65,True
w318548552,5.942,35.65,30.65,30,5.65,0.65,True
w516134057,5.944,35.66,30.66,30,5.66,0.66,True
w209273601,5.95,35.7,30.7,30,5.7,0.7,True
w352265854,5.952,35.71,30.71,30,5.71,0.71,True
w318548554,5.953,35.72,30.72,30,5.72,0.72,True
w352064499,5.954,35.72,30.72,30,5.72,0.72,True
w352163171,5.961,35.77,30.77,30,5.77,0.77,True
w209273619,5.967,35.8,30.8,30,5.8,0.8,True
w352064498,5.968,35.81,30.81,30,5.81,0.81,True
w352111440,5.968,35.81,30.81,30,5.81,0.81,True
w352265855,5.968,35.81,30.81,30,5.81,0.81,True
w352163169,5.97,35.82,30.82,30,5.82,0.82,True
w209273586,5.975,35.85,30.85,30,5.85,0.85,True
w317148591,5.983,35.9,30.9,30,5.9,0.9,True
w352111439,5.985,35.91,30.91,30,5.91,0.91,True
w209273585,5.99,35.94,30.94,30,5.94,0.94,True
n4162783293,5.991,35.95,30.95,30,5.95,0.95,True
w317148593,5.994,35.96,30.96,30,5.96,0.96,True
n2337889966,5.995,35.97,30.97,30,5.97,0.97,True
w209273575,5.999,35.99,30.99,30,5.99,0.99,True
w352111438,6.007,36.04,31.04,31,5.04,0.04,True
w352263829,6.009,36.05,31.05,31,5.05,0.05,True
w352111433,6.011,36.07,31.07,31,5.07,0.07,True
w352265856,6.011,36.07,31.07,31,5.07,0.07,True
w209273610,6.013,36.08,31.08,31,5.08,0.08,True
w352064501,6.013,36.08,31.08,31,5.08,0.08,True
w209273643,6.015,36.09,31.09,31,5.09,0.09,True
w209273608,6.021,36.13,31.13,31,5.13,0.13,True
w224943526,6.022,36.13,31.13,31,5.13,0.13,True
w352111435,6.024,36.14,31.14,31,5.14,0.14,True
w352263828,6.024,36.14,31.14,31,5.14,0.14,True
w352265846,6.026,36.16,31.16,31,5.16,0.16,True
n2337880821,6.03,36.18,31.18,31,5.18,0.18,True
w209273632,6.032,36.19,31.19,31,5.19,0.19,True
w352265853,6.032,36.19,31.19,31,5.19,0.19,True
w352111436,6.035,36.21,31.21,31,5.21,0.21,True
w352263844,6.036,36.22,31.22,31,5.22,0.22,True
w317148594,6.037,36.22,31.22,31,5.22,0.22,True
w91850337,6.038,36.23,31.23,31,5.23,0.23,True
w317055539,6.039,36.23,31.23,31,5.23,0.23,True
w352263824,6.039,36.23,31.23,31,5.23,0.23,True
w352265844,6.039,36.23,31.23,31,5.23,0.23,True
w352285811,6.04,36.24,31.24,31,5.24,0.24,True
w326811190,6.042,36.25,31.25,31,5.25,0.25,True
w209287681,6.045,36.27,31.27,31,5.27,0.27,True
w352263842,6.048,36.29,31.29,31,5.29,0.29,True
w209273615,6.051,36.31,31.31,31,5.31,0.31,True
w317148596,6.053,36.32,31.32,31,5.32,0.32,True
w352285810,6.055,36.33,31.33,31,5.33,0.33,True
w352263822,6.056,36.34,31.34,31,5.34,0.34,True
w209273614,6.061,36.37,31.37,31,5.37,0.37,True
w352263846,6.061,36.37,31.37,31,5.37,0.37,True
w91850345,6.061,36.37,31.37,31,5.37,0.37,True
w209273637,6.062,36.37,31.37,31,5.37,0.37,True
w352263840,6.062,36.37,31.37,31,5.37,0.37,True
w352263831,6.065,36.39,31.39,31,5.39,0.39,True
w352326939,6.066,36.4,31.4,31,5.4,0.4,True
w209267138,6.069,36.41,31.41,31,5.41,0.41,True
w326811191,6.078,36.47,31.47,31,5.47,0.47,True
w352263797,6.078,36.47,31.47,31,5.47,0.47,True
w352285809,6.079,36.47,31.47,31,5.47,0.47,True
w317148597,6.08,36.48,31.48,31,5.48,0.48,True
w209267171,6.084,36.5,31.5,31,5.5,0.5,True
w209287693,6.088,36.53,31.53,31,5.53,0.53,True
w317148599,6.088,36.53,31.53,31,5.53,0.53,True
w318072368,6.094,36.56,31.56,31,5.56,0.56,True
w352285807,6.096,36.58,31.58,31,5.58,0.58,True
w318090605,6.097,36.58,31.58,31,5.58,0.58,True
w318090581,6.098,36.59,31.59,31,5.59,0.59,True
w209267147,6.099,36.59,31.59,31,5.59,0.59,True
w352263835,6.099,36.59,31.59,31,5.59,0.59,True
n2337889960,6.104,36.62,31.62,31,5.62,0.62,True
w352265841,6.106,36.64,31.64,31,5.64,0.64,True
w352263837,6.11,36.66,31.66,31,5.66,0.66,True
w352285806,6.11,36.66,31.66,31,5.66,0.66,True
w318090582,6.113,36.68,31.68,31,5.68,0.68,True
w209267129,6.114,36.68,31.68,31,5.68,0.68,True
w352265843,6.121,36.73,31.73,31,5.73,0.73,True
w209287637,6.122,36.73,31.73,31,5.73,0.73,True
w209287660,6.123,36.74,31.74,31,5.74,0.74,True
w317055532,6.124,36.74,31.74,31,5.74,0.74,True
w352285804,6.125,36.75,31.75,31,5.75,0.75,True
w318090606,6.127,36.76,31.76,31,5.76,0.76,True
w318090583,6.128,36.77,31.77,31,5.77,0.77,True
w209287671,6.131,36.79,31.79,31,5.79,0.79,True
w352263839,6.133,36.8,31.8,31,5.8,0.8,True
w318090595,6.137,36.82,31.82,31,5.82,0.82,True
w352285589,6.137,36.82,31.82,31,5.82,0.82,True
w318090584,6.143,36.86,31.86,31,5.86,0.86,True
w352263816,6.143,36.86,31.86,31,5.86,0.86,True
w317055528,6.144,36.86,31.86,31,5.86,0.86,True
w209273592,6.15,36.9,31.9,31,5.9,0.9,True
w352285588,6.153,36.92,31.92,31,5.92,0.92,True
w317055533,6.158,36.95,31.95,31,5.95,0.95,True
w352263814,6.16,36.96,31.96,31,5.96,0.96,True
w352263834,6.166,37.0,32.0,31,6.0,1.0,True
w352285587,6.168,37.01,32.01,32,5.01,0.01,True
n2322118077,6.171,37.03,32.03,32,5.03,0.03,True
w209267127,6.171,37.03,32.03,32,5.03,0.03,True
w352263813,6.172,37.03,32.03,32,5.03,0.03,True
w317055538,6.173,37.04,32.04,32,5.04,0.04,True
w318090596,6.176,37.06,32.06,32,5.06,0.06,True
n8219706370,6.18,37.08,32.08,32,5.08,0.08,True
w352285586,6.18,37.08,32.08,32,5.08,0.08,True
n2322107955,6.181,37.09,32.09,32,5.09,0.09,True
w352263832,6.181,37.09,32.09,32,5.09,0.09,True
w352263811,6.185,37.11,32.11,32,5.11,0.11,True
w317055540,6.188,37.13,32.13,32,5.13,0.13,True
n2322107956,6.191,37.15,32.15,32,5.15,0.15,True
n2337865679,6.195,37.17,32.17,32,5.17,0.17,True
w317149178,6.195,37.17,32.17,32,5.17,0.17,True
w352263798,6.195,37.17,32.17,32,5.17,0.17,True
w352263808,6.2,37.2,32.2,32,5.2,0.2,True
w352263809,6.2,37.2,32.2,32,5.2,0.2,True
w317055542,6.202,37.21,32.21,32,5.21,0.21,True
w209287667,6.209,37.25,32.25,32,5.25,0.25,True
w284637199,6.212,37.27,32.27,32,5.27,0.27,True
w317149177,6.213,37.28,32.28,32,5.28,0.28,True
w352263801,6.216,37.3,32.3,32,5.3,0.3,True
w352263806,6.216,37.3,32.3,32,5.3,0.3,True
w352263818,6.218,37.31,32.31,32,5.31,0.31,True
n6428859910,6.219,37.31,32.31,32,5.31,0.31,True
w209267156,6.219,37.31,32.31,32,5.31,0.31,True
w209267180,6.219,37.31,32.31,32,5.31,0.31,True
w209267170,6.224,37.34,32.34,32,5.34,0.34,True
w318070643,6.228,37.37,32.37,32,5.37,0.37,True
w317055545,6.229,37.37,32.37,32,5.37,0.37,True
w317149174,6.23,37.38,32.38,32,5.38,0.38,True
w352263803,6.231,37.39,32.39,32,5.39,0.39,True
w209267146,6.24,37.44,32.44,32,5.44,0.44,True
w318070645,6.251,37.51,32.51,32,5.51,0.51,True
w318072372,6.257,37.54,32.54,32,5.54,0.54,True
w318071344,6.258,37.55,32.55,32,5.55,0.55,True
w319134604,6.259,37.55,32.55,32,5.55,0.55,True
w318072377,6.261,37.57,32.57,32,5.57,0.57,True
w319134694,6.263,37.58,32.58,32,5.58,0.58,True
w318071349,6.264,37.58,32.58,32,5.58,0.58,True
w209267157,6.269,37.61,32.61,32,5.61,0.61,True
w318072374,6.272,37.63,32.63,32,5.63,0.63,True
w317055544,6.273,37.64,32.64,32,5.64,0.64,True
w209267135,6.274,37.64,32.64,32,5.64,0.64,True
w319227705,6.274,37.64,32.64,32,5.64,0.64,True
w318071348,6.275,37.65,32.65,32,5.65,0.65,True
w318090600,6.275,37.65,32.65,32,5.65,0.65,True
w318072382,6.276,37.66,32.66,32,5.66,0.66,True
w318071347,6.279,37.67,32.67,32,5.67,0.67,True
w318071350,6.28,37.68,32.68,32,5.68,0.68,True
n2322107953,6.288,37.73,32.73,32,5.73,0.73,True
w318071345,6.288,37.73,32.73,32,5.73,0.73,True
w319223032,6.289,37.73,32.73,32,5.73,0.73,True
w352285582,6.291,37.75,32.75,32,5.75,0.75,True
w209267177,6.298,37.79,32.79,32,5.79,0.79,True
w319227708,6.299,37.79,32.79,32,5.79,0.79,True
w352285583,6.307,37.84,32.84,32,5.84,0.84,True
w318070641,6.312,37.87,32.87,32,5.87,0.87,True
w209267184,6.314,37.88,32.88,32,5.88,0.88,True
w319227709,6.316,37.9,32.9,32,5.9,0.9,True
w284637197,6.317,37.9,32.9,32,5.9,0.9,True
w319223034,6.317,37.9,32.9,32,5.9,0.9,True
w209273577,6.318,37.91,32.91,32,5.91,0.91,True
w352285585,6.323,37.94,32.94,32,5.94,0.94,True
n2322107942,6.325,37.95,32.95,32,5.95,0.95,True
w318071363,6.327,37.96,32.96,32,5.96,0.96,True
w209273611,6.33,37.98,32.98,32,5.98,0.98,True
w319227711,6.334,38.0,33.0,33,5.0,0.0,True
w209267149,6.337,38.02,33.02,33,5.02,0.02,True
w209273593,6.34,38.04,33.04,33,5.04,0.04,True
w318071364,6.34,38.04,33.04,33,5.04,0.04,True
w318072358,6.358,38.15,33.15,33,5.15,0.15,True
w319227716,6.358,38.15,33.15,33,5.15,0.15,True
n2322107954,6.368,38.21,33.21,33,5.21,0.21,True
w209273594,6.369,38.21,33.21,33,5.21,0.21,True
w91850336,6.369,38.21,33.21,33,5.21,0.21,True
n2322107952,6.373,38.24,33.24,33,5.24,0.24,True
w209273604,6.376,38.26,33.26,33,5.26,0.26,True
w316027125,6.38,38.28,33.28,33,5.28,0.28,True
w318072347,6.384,38.3,33.3,33,5.3,0.3,True
w373899387,6.393,38.36,33.36,33,5.36,0.36,True
w209267181,6.395,38.37,33.37,33,5.37,0.37,True
w316027126,6.398,38.39,33.39,33,5.39,0.39,True
n3773251959,6.399,38.39,33.39,33,5.39,0.39,True
w318072346,6.399,38.39,33.39,33,5.39,0.39,True
w316027129,6.403,38.42,33.42,33,5.42,0.42,True
w316027128,6.412,38.47,33.47,33,5.47,0.47,True
w318072345,6.414,38.48,33.48,33,5.48,0.48,True
w209267161,6.424,38.54,33.54,33,5.54,0.54,True
w352669559,6.426,38.56,33.56,33,5.56,0.56,True
w318072344,6.43,38.58,33.58,33,5.58,0.58,True
n2322107950,6.431,38.59,33.59,33,5.59,0.59,True
n2322112854,6.434,38.6,33.6,33,5.6,0.6,True
w209273580,6.435,38.61,33.61,33,5.61,0.61,True
w209267130,6.442,38.65,33.65,33,5.65,0.65,True
w319223038,6.442,38.65,33.65,33,5.65,0.65,True
n4886201637,6.465,38.79,33.79,33,5.79,0.79,True
n2325366591,6.471,38.83,33.83,33,5.83,0.83,True
n5172818464,6.472,38.83,33.83,33,5.83,0.83,True
w209273583,6.477,38.86,33.86,33,5.86,0.86,True
w209273600,6.49,38.94,33.94,33,5.94,0.94,True
w209267113,6.496,38.98,33.98,33,5.98,0.98,True
w318072352,6.496,38.98,33.98,33,5.98,0.98,True
w318072351,6.508,39.05,34.05,34,5.05,0.05,True
n2322107940,6.515,39.09,34.09,34,5.09,0.09,True
n2322112853,6.527,39.16,34.16,34,5.16,0.16,True
w209273633,6.535,39.21,34.21,34,5.21,0.21,True
w209273635,6.537,39.22,34.22,34,5.22,0.22,True
w231243207,6.537,39.22,34.22,34,5.22,0.22,True
n2322107948,6.543,39.26,34.26,34,5.26,0.26,True
w319227717,6.562,39.37,34.37,34,5.37,0.37,True
w209267167,6.566,39.4,34.4,34,5.4,0.4,True
w319227713,6.572,39.43,34.43,34,5.43,0.43,True
w319227862,6.588,39.53,34.53,34,5.53,0.53,True
w209273588,6.592,39.55,34.55,34,5.55,0.55,True
w319226838,6.601,39.61,34.61,34,5.61,0.61,True
w319227863,6.619,39.71,34.71,34,5.71,0.71,True
w209267179,6.623,39.74,34.74,34,5.74,0.74,True
w319227725,6.627,39.76,34.76,34,5.76,0.76,True
w319226848,6.632,39.79,34.79,34,5.79,0.79,True
w319227864,6.635,39.81,34.81,34,5.81,0.81,True
w316027884,6.636,39.82,34.82,34,5.82,0.82,True
w209273578,6.64,39.84,34.84,34,5.84,0.84,True
n2322107957,6.646,39.88,34.88,34,5.88,0.88,True
w319226853,6.648,39.89,34.89,34,5.89,0.89,True
w442395876,6.648,39.89,34.89,34,5.89,0.89,True
w209267114,6.651,39.91,34.91,34,5.91,0.91,True
w209273598,6.654,39.92,34.92,34,5.92,0.92,True
w319305792,6.655,39.93,34.93,34,5.93,0.93,True
w319227726,6.657,39.94,34.94,34,5.94,0.94,True
w209273573,6.66,39.96,34.96,34,5.96,0.96,True
n2334305069,6.664,39.98,34.98,34,5.98,0.98,True
w209267155,6.664,39.98,34.98,34,5.98,0.98,True
w209273609,6.667,40.0,35.0,35,5.0,0.0,True
w209273587,6.668,40.01,35.01,35,5.01,0.01,True
w222986064,6.669,40.01,35.01,35,5.01,0.01,True
w319305801,6.676,40.06,35.06,35,5.06,0.06,True
w209267172,6.682,40.09,35.09,35,5.09,0.09,True
w319227727,6.684,40.1,35.1,35,5.1,0.1,True
w319305804,6.705,40.23,35.23,35,5.23,0.23,True
