address_id,territory,district,street,house_number,lat,lon,fixed_origin_lat,fixed_origin_lon,fixed_origin_km,metric_source,legacy_expected_km,delta_fixed_minus_legacy_km,provenance
w209287660,Бендеры,,улица Полоза,16,46.82936,29.45144,46.82388,29.48313,6.123,central_km,5.772,0.351,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287661,Бендеры,,улица Чехова,132,46.82041,29.45979,46.82388,29.48313,4.743,central_km,4.656,0.087,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287662,Бендеры,,улица Бородина,9,46.82495,29.46265,46.82388,29.48313,5.159,central_km,4.868,0.291,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287663,Бендеры,,переулок Лермонтова,98,46.82397,29.46168,46.82388,29.48313,5.049,central_km,4.799,0.25,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287664,Бендеры,,переулок Лермонтова,92,46.82436,29.46185,46.82388,29.48313,5.079,central_km,4.812,0.267,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287665,Бендеры,,улица Ползунова,49,46.82465,29.46109,46.82388,29.48313,5.196,central_km,4.946,0.25,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287666,Бендеры,,улица Ползунова,41,46.82517,29.46133,46.82388,29.48313,5.257,central_km,4.968,0.289,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287667,Бендеры,,улица Полоза,12,46.8297,29.45195,46.82388,29.48313,6.209,central_km,5.858,0.351,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287668,Бендеры,,Школьная улица,4,46.82014,29.45833,46.82388,29.48313,4.725,central_km,4.608,0.117,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287670,Бендеры,,улица Калашникова,6а,46.81985,29.45591,46.82388,29.48313,4.786,central_km,4.754,0.032,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287671,Бендеры,,улица Полоза,20,46.82922,29.45086,46.82388,29.48313,6.131,central_km,5.78,0.351,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287672,Бендеры,,переулок Лермонтова,15,46.8237,29.46218,46.82388,29.48313,5.016,central_km,4.768,0.248,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287673,Бендеры,,улица Ползунова,88,46.82461,29.46195,46.82388,29.48313,5.108,central_km,4.833,0.275,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287674,Бендеры,,улица Бородина,80,46.82511,29.46215,46.82388,29.48313,5.166,central_km,4.873,0.293,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287675,Бендеры,,улица Ползунова,39,46.82543,29.46141,46.82388,29.48313,5.349,central_km,5.041,0.308,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287676,Бендеры,,переулок Лермонтова,57,46.82413,29.46088,46.82388,29.48313,5.112,central_km,4.862,0.25,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287677,Бендеры,,улица Чайковского,3,46.82104,29.45567,46.82388,29.48313,5.053,central_km,4.966,0.087,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287679,Бендеры,,улица Старого,11,46.82133,29.45939,46.82388,29.48313,4.8,central_km,4.701,0.099,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287680,Бендеры,,Школьная улица,134,46.81999,29.45981,46.82388,29.48313,4.628,central_km,4.563,0.065,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287681,Бендеры,,улица Полоза,14,46.82877,29.45158,46.82388,29.48313,6.045,central_km,5.695,0.35,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287682,Бендеры,,Железнодорожная улица,100,46.81957,29.45721,46.82388,29.48313,4.829,central_km,4.763,0.066,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287683,Бендеры,,улица 40 лет Советской Пионерии,76,46.82538,29.46225,46.82388,29.48313,5.238,central_km,4.93,0.308,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287686,Бендеры,,переулок Лермонтова,94,46.82423,29.46179,46.82388,29.48313,5.064,central_km,4.802,0.262,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287687,Бендеры,,улица Ползунова,51,46.82452,29.46103,46.82388,29.48313,5.181,central_km,4.931,0.25,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287688,Бендеры,,Школьная улица,24,46.82061,29.45585,46.82388,29.48313,4.926,central_km,4.861,0.065,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287689,Бендеры,,улица Ползунова,43,46.82505,29.46132,46.82388,29.48313,5.244,central_km,4.959,0.285,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287690,Бендеры,,улица Чехова,4,46.82115,29.45875,46.82388,29.48313,4.926,central_km,4.831,0.095,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287691,Бендеры,,Железнодорожная улица,98,46.82064,29.45758,46.82388,29.48313,4.8,central_km,4.721,0.079,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287693,Бендеры,,улица Полоза,18,46.8289,29.45101,46.82388,29.48313,6.088,central_km,5.737,0.351,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287695,Бендеры,,улица Калашникова,25,46.81963,29.45642,46.82388,29.48313,4.796,central_km,4.74,0.056,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287696,Бендеры,,Киевская улица,36,46.81901,29.45776,46.82388,29.48313,4.579,central_km,4.538,0.041,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287698,Бендеры,,улица Ползунова,45,46.8249,29.4612,46.82388,29.48313,5.225,central_km,4.946,0.279,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287699,Бендеры,,улица Бородина,84,46.82486,29.46206,46.82388,29.48313,5.137,central_km,4.853,0.284,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287700,Бендеры,,улица Халтурина,19,46.8232,29.46215,46.82388,29.48313,4.968,central_km,4.745,0.223,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209287701,Бендеры,,Школьная улица,27,46.82008,29.4561,46.82388,29.48313,4.898,central_km,4.832,0.066,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416015,Бендеры,,улица Добродеева,11,46.82248,29.45982,46.82388,29.48313,4.965,central_km,4.767,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416017,Бендеры,,улица 40 лет Советской Пионерии,72,46.82582,29.46245,46.82388,29.48313,5.248,central_km,4.931,0.317,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416019,Бендеры,,улица Ползунова,63,46.82366,29.4607,46.82388,29.48313,5.078,central_km,4.842,0.236,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416021,Бендеры,,улица Добродеева,5,46.82239,29.46033,46.82388,29.48313,4.924,central_km,4.726,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416024,Бендеры,,улица Ползунова,65,46.82354,29.46065,46.82388,29.48313,5.064,central_km,4.832,0.232,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416025,Бендеры,,улица Халтурина,114,46.82288,29.46126,46.82388,29.48313,4.908,central_km,4.693,0.215,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416026,Бендеры,,улица Добродеева,7,46.82242,29.46017,46.82388,29.48313,4.937,central_km,4.739,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416027,Бендеры,,улица Спартака,54,46.82722,29.46296,46.82388,29.48313,5.408,central_km,5.043,0.365,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416028,Бендеры,,улица Ползунова,25,46.8265,29.46184,46.82388,29.48313,5.407,central_km,5.072,0.335,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416029,Бендеры,,улица Ползунова,9,46.8276,29.46226,46.82388,29.48313,5.532,central_km,5.159,0.373,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416030,Бендеры,,улица Спартака,60,46.82657,29.46275,46.82388,29.48313,5.334,central_km,4.991,0.343,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416033,Бендеры,,улица Добродеева,17,46.82258,29.45931,46.82388,29.48313,5.005,central_km,4.807,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416037,Бендеры,,улица Ползунова,71,46.82312,29.4606,46.82388,29.48313,5.018,central_km,4.8,0.218,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416038,Бендеры,,улица Ползунова,31,46.82613,29.4617,46.82388,29.48313,5.365,central_km,5.057,0.308,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416039,Бендеры,,улица Спартака,64,46.82632,29.46265,46.82388,29.48313,5.305,central_km,4.971,0.334,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416040,Бендеры,,переулок Лермонтова,102,46.82363,29.46155,46.82388,29.48313,4.994,central_km,4.753,0.241,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416041,Бендеры,,улица Спартака,66,46.8262,29.46258,46.82388,29.48313,5.291,central_km,4.961,0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416042,Бендеры,,улица Ползунова,29,46.82624,29.46173,46.82388,29.48313,5.377,central_km,5.051,0.326,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416044,Бендеры,,переулок Лермонтова,100,46.82381,29.46161,46.82388,29.48313,5.049,central_km,4.799,0.25,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416045,Бендеры,,переулок Лермонтова,104,46.8235,29.46151,46.82388,29.48313,4.979,central_km,4.743,0.236,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416049,Бендеры,,улица Ползунова,11,46.82747,29.46222,46.82388,29.48313,5.518,central_km,5.166,0.352,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416050,Бендеры,,улица Добродеева,13,46.82252,29.45964,46.82388,29.48313,4.979,central_km,4.781,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416051,Бендеры,,улица Добродеева,118,46.82262,29.46114,46.82388,29.48313,4.878,central_km,4.672,0.206,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416052,Бендеры,,улица Добродеева,116,46.82276,29.4612,46.82388,29.48313,4.894,central_km,4.683,0.211,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416053,Бендеры,,улица Ползунова,69,46.82328,29.46054,46.82388,29.48313,5.034,central_km,4.811,0.223,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416054,Бендеры,,улица Ползунова,73,46.82303,29.46044,46.82388,29.48313,5.005,central_km,4.807,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416055,Бендеры,,улица Ползунова,59,46.82392,29.46079,46.82388,29.48313,5.14,central_km,4.89,0.25,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416056,Бендеры,,улица Добродеева,9,46.82245,29.46,46.82388,29.48313,4.951,central_km,4.753,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416057,Бендеры,,улица Добродеева,1,46.82233,29.4607,46.82388,29.48313,4.895,central_km,4.697,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416059,Бендеры,,улица Добродеева,19,46.82264,29.45918,46.82388,29.48313,5.016,central_km,4.818,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416061,Бендеры,,улица Халтурина,106,46.82339,29.46145,46.82388,29.48313,4.966,central_km,4.733,0.233,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416062,Бендеры,,улица Халтурина,110,46.82312,29.46135,46.82388,29.48313,4.936,central_km,4.713,0.223,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416063,Бендеры,,улица Ползунова,13,46.82735,29.46217,46.82388,29.48313,5.503,central_km,5.151,0.352,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416065,Бендеры,,улица Спартака,58,46.82671,29.46281,46.82388,29.48313,5.383,central_km,5.031,0.352,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416068,Бендеры,,улица Спартака,56,46.82699,29.46288,46.82388,29.48313,5.386,central_km,5.034,0.352,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416072,Бендеры,,улица Добродеева,15,46.82255,29.45948,46.82388,29.48313,4.992,central_km,4.794,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416073,Бендеры,,улица Ползунова,75,46.82292,29.46043,46.82388,29.48313,4.994,central_km,4.796,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416075,Бендеры,,улица 40 лет Советской Пионерии,70,46.82593,29.46249,46.82388,29.48313,5.26,central_km,4.939,0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416076,Бендеры,,улица Ползунова,61,46.82378,29.46074,46.82388,29.48313,5.157,central_km,4.906,0.251,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416077,Бендеры,,улица Добродеева,3,46.82235,29.46051,46.82388,29.48313,4.909,central_km,4.712,0.197,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416078,Бендеры,,улица Ползунова,33,46.82599,29.46164,46.82388,29.48313,5.348,central_km,5.041,0.307,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416079,Бендеры,,улица 40 лет Советской Пионерии,35,46.82583,29.46158,46.82388,29.48313,5.301,central_km,4.993,0.308,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416080,Бендеры,,улица Халтурина,108,46.82327,29.46139,46.82388,29.48313,4.952,central_km,4.724,0.228,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416081,Бендеры,,улица Халтурина,112,46.823,29.4613,46.82388,29.48313,4.922,central_km,4.703,0.219,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416082,Бендеры,,улица Ползунова,23,46.82662,29.46189,46.82388,29.48313,5.421,central_km,5.081,0.34,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416084,Бендеры,,улица Ползунова,27,46.82637,29.46179,46.82388,29.48313,5.392,central_km,5.062,0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416089,Бендеры,,улица Добродеева,120,46.82245,29.46108,46.82388,29.48313,4.871,central_km,4.673,0.198,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416090,Бендеры,,улица 40 лет Советской Пионерии,74,46.82565,29.46237,46.82388,29.48313,5.237,central_km,4.93,0.307,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416092,Бендеры,,улица Ползунова,15,46.82721,29.46214,46.82388,29.48313,5.488,central_km,5.136,0.352,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209416093,Бендеры,,улица 40 лет Советской Пионерии,68,46.82606,29.46253,46.82388,29.48313,5.275,central_km,4.95,0.325,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654269,Бендеры,,улица 28 Июня,3,46.8031,29.48181,46.82388,29.48313,2.579,central_km,2.845,-0.266,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654272,Бендеры,,улица Мичурина,6,46.80772,29.46603,46.82388,29.48313,2.773,central_km,2.888,-0.115,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654273,Бендеры,,улица Мичурина,5,46.80849,29.46435,46.82388,29.48313,2.778,central_km,3.067,-0.289,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654289,Бендеры,,улица Мичурина,5а,46.80849,29.46391,46.82388,29.48313,2.991,central_km,3.25,-0.259,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654291,Бендеры,,улица Мичурина,3,46.80846,29.46496,46.82388,29.48313,2.734,central_km,3.035,-0.301,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654292,Бендеры,,улица Старого,2а,46.82113,29.46369,46.82388,29.48313,4.97,central_km,4.859,0.111,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654294,Бендеры,,Первомайская улица,63,46.81404,29.48055,46.82388,29.48313,1.335,central_km,1.665,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654312,Бендеры,,Первомайская улица,65,46.8141,29.48074,46.82388,29.48313,1.348,central_km,1.677,-0.329,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654318,Бендеры,,улица Мичурина,6а,46.80799,29.46571,46.82388,29.48313,2.811,central_km,3.104,-0.293,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654351,Бендеры,,улица Мичурина,7,46.8086,29.46328,46.82388,29.48313,3.038,central_km,3.289,-0.251,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654357,Бендеры,,улица Старого,21/1,46.82185,29.46146,46.82388,29.48313,4.802,central_km,4.619,0.183,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654368,Бендеры,,улица 28 Июня,215,46.80245,29.4801,46.82388,29.48313,2.522,central_km,2.852,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654376,Бендеры,,Загородная улица,12,46.80799,29.46345,46.82388,29.48313,2.944,central_km,3.203,-0.259,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654379,Бендеры,,Колодезная улица,2,46.80793,29.48401,46.82388,29.48313,2.065,central_km,2.395,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654391,Бендеры,,улица Сергея Ревенялэ,2,46.82277,29.46485,46.82388,29.48313,5.242,central_km,4.982,0.26,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654393,Бендеры,,улица Дружбы,1,46.8072,29.46952,46.82388,29.48313,2.748,central_km,3.069,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654402,Бендеры,,улица Мичурина,4,46.80765,29.46653,46.82388,29.48313,2.674,central_km,2.868,-0.194,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w209654410,Бендеры,,Молодёжная улица,52а/1,46.82856,29.46225,46.82388,29.48313,5.629,central_km,5.233,0.396,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496742,Бендеры,,Комсомольская улица,4,46.82154,29.46964,46.82388,29.48313,1.522,central_km,1.858,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496746,Бендеры,,улица Пушкина,52,46.82035,29.47204,46.82388,29.48313,1.357,central_km,1.693,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496748,Бендеры,,улица Дзержинского,47,46.82272,29.4727,46.82388,29.48313,1.239,central_km,1.575,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496751,Бендеры,,улица Ленина,27А,46.82557,29.47362,46.82388,29.48313,0.894,central_km,1.23,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496753,Бендеры,,улица Пушкина,38,46.82367,29.47392,46.82388,29.48313,1.069,central_km,1.405,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496754,Бендеры,,улица Ленина,6,46.8254,29.47415,46.82388,29.48313,0.85,central_km,1.186,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496755,Бендеры,,улица Дзержинского,55,46.82038,29.47126,46.82388,29.48313,1.52,central_km,1.856,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496759,Бендеры,,Московская улица,17,46.82366,29.47331,46.82388,29.48313,1.086,central_km,1.422,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496761,Бендеры,,улица Пушкина,30,46.82456,29.47437,46.82388,29.48313,0.885,central_km,1.221,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496762,Бендеры,,улица Пушкина,50,46.82092,29.47266,46.82388,29.48313,1.276,central_km,1.612,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496764,Бендеры,,улица Калинина,50A,46.82319,29.47949,46.82388,29.48313,0.458,central_km,0.835,-0.377,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496765,Бендеры,,улица Пушкина,36,46.82397,29.47411,46.82388,29.48313,0.953,central_km,1.312,-0.359,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496769,Бендеры,,улица Кавриаго,6,46.81932,29.47175,46.82388,29.48313,1.496,central_km,1.833,-0.337,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496770,Бендеры,,Комсомольская улица,8,46.8211,29.46958,46.82388,29.48313,1.566,central_km,1.902,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496773,Бендеры,,улица Дзержинского,12,46.8212,29.47067,46.82388,29.48313,1.446,central_km,1.782,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496774,Бендеры,,улица Дзержинского,21,46.82773,29.4751,46.82388,29.48313,0.883,central_km,1.22,-0.337,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496777,Бендеры,,Московская улица,39,46.82224,29.47869,46.82388,29.48313,0.738,central_km,1.068,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496778,Бендеры,,улица Пушкина,34,46.82413,29.47417,46.82388,29.48313,0.934,central_km,1.299,-0.365,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496781,Бендеры,,Комсомольская улица,7A,46.82201,29.47066,46.82388,29.48313,1.445,central_km,1.781,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496784,Бендеры,,Комсомольская улица,5,46.82208,29.47036,46.82388,29.48313,1.518,central_km,1.854,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496787,Бендеры,,Комсомольская улица,6,46.82126,29.46966,46.82388,29.48313,1.552,central_km,1.888,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496790,Бендеры,,улица Дзержинского,39,46.82431,29.47296,46.82388,29.48313,1.247,central_km,1.583,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496791,Бендеры,,улица Пушкина,28,46.82477,29.47447,46.82388,29.48313,0.86,central_km,1.196,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496793,Бендеры,,улица Дзержинского,53,46.82119,29.47152,46.82388,29.48313,1.428,central_km,1.764,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w211496794,Бендеры,,Комсомольская улица,2,46.8218,29.46948,46.82388,29.48313,1.524,central_km,1.837,-0.313,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222738960,Бендеры,,Первомайская улица,45,46.81453,29.47673,46.82388,29.48313,1.585,central_km,1.915,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222738961,Бендеры,,Первомайская улица,47,46.81454,29.47734,46.82388,29.48313,1.403,central_km,1.733,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222738962,Бендеры,,Советская улица,70,46.81488,29.47749,46.82388,29.48313,1.444,central_km,1.774,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222738963,Бендеры,,улица Калинина,81,46.81497,29.47671,46.82388,29.48313,1.599,central_km,1.929,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222738964,Бендеры,,Советская улица,68,46.81635,29.47835,46.82388,29.48313,1.124,central_km,1.453,-0.329,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222751376,Бендеры,,Первомайская улица,49,46.81431,29.47843,46.82388,29.48313,1.513,central_km,1.843,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222751377,Бендеры,,Советская улица,83,46.81459,29.4782,46.82388,29.48313,1.489,central_km,1.818,-0.329,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222751378,Бендеры,,Первомайская улица,80,46.81459,29.47891,46.82388,29.48313,1.496,central_km,1.826,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222751379,Бендеры,,Советская улица,81,46.81516,29.47875,46.82388,29.48313,1.282,central_km,1.612,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222751380,Бендеры,,Советская улица,77,46.81549,29.47868,46.82388,29.48313,1.276,central_km,1.606,-0.33,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222751381,Бендеры,,Советская улица,75,46.8156,29.47911,46.82388,29.48313,1.3,central_km,1.629,-0.329,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222755778,Бендеры,,улица Кирова,12a,46.81691,29.47289,46.82388,29.48313,1.597,central_km,1.933,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222762485,Бендеры,,Первомайская улица,36,46.816,29.47015,46.82388,29.48313,1.956,central_km,2.258,-0.302,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
w222762487,Бендеры,,улица Дзержинского,67б,46.81743,29.46987,46.82388,29.48313,1.819,central_km,2.155,-0.336,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
