address_id,territory,district,street,house_number,lat,lon,fixed_origin_lat,fixed_origin_lon,fixed_origin_km,metric_source,legacy_expected_km,delta_fixed_minus_legacy_km,provenance
n2341956562,Гиска,,Школьный переулок,15,46.77909,29.43883,46.82388,29.48313,6.645,central_km,6.966,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956566,Гиска,,улица Ткаченко,1,46.77991,29.4383,46.82388,29.48313,6.523,central_km,6.844,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956576,Гиска,,Школьный переулок,5,46.77903,29.43845,46.82388,29.48313,6.618,central_km,6.939,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956594,Гиска,,улица Ткаченко,7а,46.77865,29.43842,46.82388,29.48313,6.669,central_km,6.99,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956599,Гиска,,улица Ткаченко,4а,46.7787,29.43794,46.82388,29.48313,6.647,central_km,6.968,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956604,Гиска,,улица Ткаченко,2,46.77968,29.43776,46.82388,29.48313,6.54,central_km,6.861,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956609,Гиска,,улица Ленина,131,46.78067,29.43787,46.82388,29.48313,6.424,central_km,6.745,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956612,Гиска,,улица Ленина,133,46.78054,29.43743,46.82388,29.48313,6.461,central_km,6.782,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956615,Гиска,,улица Ленина,146а,46.7805,29.43535,46.82388,29.48313,6.625,central_km,6.945,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956618,Гиска,,улица Ленина,156,46.78053,29.434,46.82388,29.48313,6.728,central_km,7.049,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956621,Гиска,,улица Ленина,166,46.78059,29.43157,46.82388,29.48313,6.913,central_km,7.234,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956624,Гиска,,улица Мичурина,179,46.78019,29.43098,46.82388,29.48313,6.969,central_km,7.29,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956627,Гиска,,улица Мичурина,181,46.78037,29.43015,46.82388,29.48313,7.015,central_km,7.335,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956681,Гиска,,Театральная улица,8,46.78276,29.43148,46.82388,29.48313,7.198,central_km,7.518,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956682,Гиска,,Театральная улица,10,46.78297,29.43127,46.82388,29.48313,7.226,central_km,7.547,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956684,Гиска,,Театральная улица,18,46.78333,29.43092,46.82388,29.48313,7.272,central_km,7.593,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956685,Гиска,,Театральная улица,16,46.78376,29.43144,46.82388,29.48313,7.331,central_km,7.651,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956686,Гиска,,Театральная улица,20,46.78322,29.43059,46.82388,29.48313,7.261,central_km,7.581,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956689,Гиска,,улица Ленина,168а,46.78061,29.43096,46.82388,29.48313,6.96,central_km,7.281,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956692,Гиска,,улица Ленина,178,46.78119,29.42633,46.82388,29.48313,7.323,central_km,7.644,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956693,Гиска,,улица Ленина,199,46.78089,29.42728,46.82388,29.48313,7.244,central_km,7.564,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956694,Гиска,,улица Ленина,201,46.78132,29.42553,46.82388,29.48313,7.384,central_km,7.705,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956699,Гиска,,улица Ленина,214,46.78349,29.41852,46.82388,29.48313,7.973,central_km,8.294,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956700,Гиска,,улица Ленина,216,46.78359,29.4182,46.82388,29.48313,8.001,central_km,8.321,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956701,Гиска,,улица Ленина,4,46.78266,29.41941,46.82388,29.48313,7.925,central_km,8.245,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956702,Гиска,,Октябрьская улица,6,46.78232,29.41921,46.82388,29.48313,7.965,central_km,8.286,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956703,Гиска,,улица Ленина,1,46.7825,29.41967,46.82388,29.48313,7.936,central_km,8.256,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956704,Гиска,,Октябрьская улица,8,46.78178,29.41899,46.82388,29.48313,8.028,central_km,8.349,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956705,Гиска,,Октябрьская улица,16,46.78274,29.41758,46.82388,29.48313,8.144,central_km,8.464,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956706,Гиска,,Октябрьская улица,22,46.78288,29.41714,46.82388,29.48313,8.127,central_km,8.447,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956707,Гиска,,Октябрьский переулок,20,46.78302,29.4177,46.82388,29.48313,8.07,central_km,8.391,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956708,Гиска,,Октябрьский переулок,249,46.78351,29.41789,46.82388,29.48313,8.019,central_km,8.339,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956709,Гиска,,улица Ленина,251,46.78375,29.41727,46.82388,29.48313,8.071,central_km,8.392,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956710,Гиска,,улица Ленина,253,46.78396,29.41689,46.82388,29.48313,8.107,central_km,8.428,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956711,Гиска,,улица Гагарина,1,46.78373,29.41655,46.82388,29.48313,8.135,central_km,8.422,-0.287,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956712,Гиска,,улица Гагарина,2,46.78392,29.41613,46.82388,29.48313,8.163,central_km,8.484,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956713,Гиска,,улица Гагарина,6,46.78391,29.41517,46.82388,29.48313,8.24,central_km,8.561,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956714,Гиска,,улица Гагарина,9,46.78373,29.41529,46.82388,29.48313,8.229,central_km,8.55,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956715,Гиска,,улица Гагарина,8,46.78393,29.41474,46.82388,29.48313,8.276,central_km,8.596,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956716,Гиска,,улица Гагарина,11,46.7838,29.41474,46.82388,29.48313,8.271,central_km,8.592,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956717,Гиска,,улица Ленина,257,46.78466,29.41537,46.82388,29.48313,8.247,central_km,8.568,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956718,Гиска,,улица Ленина,242,46.78511,29.41489,46.82388,29.48313,8.305,central_km,8.626,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956719,Гиска,,улица Ленина,244,46.78576,29.41352,46.82388,29.48313,8.433,central_km,8.753,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956720,Гиска,,улица Ленина,285,46.7867,29.41033,46.82388,29.48313,8.695,central_km,9.016,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956721,Гиска,,улица Гагарина,52,46.78642,29.41,46.82388,29.48313,8.836,central_km,9.157,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956722,Гиска,,улица Гагарина,57,46.78646,29.40953,46.82388,29.48313,8.845,central_km,9.165,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956723,Гиска,,улица Гагарина,28,46.78686,29.40945,46.82388,29.48313,8.791,central_km,9.111,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956724,Гиска,,Садовая улица,291,46.78726,29.40926,46.82388,29.48313,8.798,central_km,9.119,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956725,Гиска,,Октябрьская улица,32,46.78319,29.41563,46.82388,29.48313,8.245,central_km,8.566,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956726,Гиска,,Октябрьская улица,23,46.78303,29.41541,46.82388,29.48313,8.258,central_km,8.578,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956729,Гиска,,Садовая улица,5,46.78161,29.41481,46.82388,29.48313,8.389,central_km,8.71,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956730,Гиска,,улица Гагарина,49,46.78499,29.40941,46.82388,29.48313,8.703,central_km,9.024,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956731,Гиска,,улица Гагарина,42,46.78519,29.40947,46.82388,29.48313,8.702,central_km,9.023,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956732,Гиска,,улица Гагарина,51,46.78535,29.40909,46.82388,29.48313,8.748,central_km,9.068,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956733,Гиска,,Садовая улица,26,46.78675,29.40888,46.82388,29.48313,8.858,central_km,9.178,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956734,Гиска,,Садовая улица,30,46.78638,29.40847,46.82388,29.48313,8.909,central_km,9.23,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956736,Гиска,,улица Ленина,270,46.78748,29.40903,46.82388,29.48313,8.824,central_km,9.145,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956737,Гиска,,улица Ленина,274,46.78761,29.40854,46.82388,29.48313,8.865,central_km,9.186,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956738,Гиска,,Садовая улица,1,46.78797,29.40889,46.82388,29.48313,8.9,central_km,9.22,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956740,Гиска,,Садовая улица,24,46.78797,29.4086,46.82388,29.48313,8.902,central_km,9.223,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956741,Гиска,,Садовая улица,22,46.78833,29.40854,46.82388,29.48313,8.943,central_km,9.264,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956742,Гиска,,Садовая улица,14,46.78897,29.40834,46.82388,29.48313,9.014,central_km,9.335,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956743,Гиска,,улица Ленина,276,46.78811,29.40698,46.82388,29.48313,8.996,central_km,9.316,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956744,Гиска,,улица Ленина,280,46.78833,29.40626,46.82388,29.48313,9.056,central_km,9.377,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956745,Гиска,,улица Ленина,313,46.78846,29.40535,46.82388,29.48313,9.125,central_km,9.446,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956746,Гиска,,улица Ленина,296,46.78939,29.40243,46.82388,29.48313,9.37,central_km,9.691,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956747,Гиска,,улица Ленина,329,46.78922,29.40238,46.82388,29.48313,9.371,central_km,9.692,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956750,Гиска,,улица Мичурина,1,46.77985,29.43068,46.82388,29.48313,7.058,central_km,7.378,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956751,Гиска,,улица Мичурина,5,46.77946,29.43051,46.82388,29.48313,7.101,central_km,7.422,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956752,Гиска,,улица Мичурина,2,46.77983,29.43014,46.82388,29.48313,7.07,central_km,7.391,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956753,Гиска,,улица Мичурина,2а,46.77761,29.43003,46.82388,29.48313,7.311,central_km,7.632,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956754,Гиска,,улица Мичурина,7,46.778,29.43035,46.82388,29.48313,7.286,central_km,7.607,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956755,Гиска,,улица Мичурина,9,46.77767,29.43064,46.82388,29.48313,7.331,central_km,7.651,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956758,Гиска,,улица Мичурина,25,46.77493,29.43138,46.82388,29.48313,7.64,central_km,7.961,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956759,Гиска,,улица Мичурина,24,46.77495,29.43114,46.82388,29.48313,7.645,central_km,7.966,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956760,Гиска,,улица Победы,1,46.7771,29.42889,46.82388,29.48313,7.447,central_km,7.768,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956761,Гиска,,улица Победы,3,46.777,29.42865,46.82388,29.48313,7.448,central_km,7.768,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956762,Гиска,,улица Победы,7,46.77663,29.42793,46.82388,29.48313,7.506,central_km,7.827,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956763,Гиска,,улица Победы,9,46.77677,29.42776,46.82388,29.48313,7.507,central_km,7.828,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956764,Гиска,,улица Победы,11,46.77696,29.42806,46.82388,29.48313,7.476,central_km,7.797,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956765,Гиска,,улица Победы,13,46.77727,29.42837,46.82388,29.48313,7.442,central_km,7.762,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956766,Гиска,,улица Победы,2,46.77739,29.42853,46.82388,29.48313,7.441,central_km,7.761,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956767,Гиска,,улица Победы,28,46.77886,29.42553,46.82388,29.48313,7.874,central_km,8.194,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956768,Гиска,,улица Победы,31,46.77869,29.42524,46.82388,29.48313,7.867,central_km,8.187,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956769,Гиска,,улица Победы,33,46.7789,29.42495,46.82388,29.48313,7.84,central_km,8.161,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956770,Гиска,,улица Победы,48,46.78049,29.42321,46.82388,29.48313,7.608,central_km,7.91,-0.302,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956771,Гиска,,улица Победы,51,46.78073,29.42255,46.82388,29.48313,7.61,central_km,7.931,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956772,Гиска,,улица Победы,48а,46.78079,29.42179,46.82388,29.48313,7.666,central_km,7.987,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956773,Гиска,,улица Победы,66а,46.78005,29.41552,46.82388,29.48313,8.152,central_km,8.473,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956774,Гиска,,улица Победы,81а,46.77985,29.41562,46.82388,29.48313,8.151,central_km,8.472,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956775,Гиска,,улица Победы,68,46.77986,29.41479,46.82388,29.48313,8.212,central_km,8.532,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956776,Гиска,,Садовая улица,11,46.78055,29.4152,46.82388,29.48313,8.256,central_km,8.576,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956777,Гиска,,Садовая улица,33,46.77939,29.41484,46.82388,29.48313,8.247,central_km,8.568,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956778,Гиска,,Садовая улица,13,46.77935,29.41548,46.82388,29.48313,8.247,central_km,8.567,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341956779,Гиска,,Садовая улица,17,46.7782,29.41491,46.82388,29.48313,8.378,central_km,8.699,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341959256,Гиска,,Учительская улица,1,46.78205,29.44479,46.82388,29.48313,5.983,central_km,6.304,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341959259,Гиска,,Учительская улица,5,46.78168,29.44515,46.82388,29.48313,6.027,central_km,6.348,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341959262,Гиска,,Учительская улица,2,46.7818,29.44429,46.82388,29.48313,5.978,central_km,6.298,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341959265,Гиска,,Учительская улица,6,46.78146,29.44473,46.82388,29.48313,6.035,central_km,6.356,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341959268,Гиска,,Учительская улица,7,46.78147,29.44375,46.82388,29.48313,6.061,central_km,6.382,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341959271,Гиска,,Учительская улица,13,46.78113,29.44392,46.82388,29.48313,6.099,central_km,6.419,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341959274,Гиска,,Учительская улица,15,46.78127,29.44332,46.82388,29.48313,6.069,central_km,6.389,-0.32,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2341959277,Гиска,,Учительская улица,10,46.78081,29.4429,46.82388,29.48313,6.139,central_km,6.46,-0.321,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345371687,Парканы,,улица Романенко,116,46.85792,29.50837,46.82388,29.48313,6.461,central_km,6.497,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345372385,Парканы,,улица Романенко,71,46.85343,29.51039,46.82388,29.48313,6.128,central_km,6.118,0.01,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345372390,Парканы,,улица Романенко,73,46.85429,29.50989,46.82388,29.48313,6.018,central_km,6.054,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345373678,Парканы,,улица Русакова,36,46.84808,29.51864,46.82388,29.48313,5.411,central_km,5.446,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345373679,Парканы,,улица Русакова,65,46.85262,29.51751,46.82388,29.48313,6.017,central_km,6.052,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345390239,Парканы,,улица Чапаева,175,46.85123,29.52164,46.82388,29.48313,6.174,central_km,6.21,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345390240,Парканы,,улица Чапаева,134,46.85335,29.52138,46.82388,29.48313,6.291,central_km,6.326,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345390241,Парканы,,улица Чапаева,205,46.85336,29.5212,46.82388,29.48313,6.293,central_km,6.329,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345390242,Парканы,,улица Чапаева,231,46.85466,29.52093,46.82388,29.48313,6.44,central_km,6.475,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2345390824,Парканы,,улица Чапаева,61,46.84407,29.52335,46.82388,29.48313,5.438,central_km,5.473,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882336,Парканы,,улица Горького,4,46.83526,29.52749,46.82388,29.48313,4.567,central_km,4.603,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882337,Парканы,,улица Горького,6,46.83515,29.52753,46.82388,29.48313,4.58,central_km,4.616,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882338,Парканы,,улица Горького,8,46.83502,29.52756,46.82388,29.48313,4.594,central_km,4.63,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882339,Парканы,,улица Горького,10,46.8349,29.52761,46.82388,29.48313,4.608,central_km,4.644,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882340,Парканы,,улица Горького,12,46.83478,29.52765,46.82388,29.48313,4.622,central_km,4.657,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882341,Парканы,,улица Горького,14,46.83465,29.52767,46.82388,29.48313,4.637,central_km,4.672,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882342,Парканы,,улица Горького,16,46.83454,29.52771,46.82388,29.48313,4.649,central_km,4.685,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882343,Парканы,,улица Горького,18,46.83443,29.52776,46.82388,29.48313,4.661,central_km,4.697,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882344,Парканы,,улица Горького,20,46.83433,29.52781,46.82388,29.48313,4.673,central_km,4.709,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882345,Парканы,,улица Горького,22,46.83423,29.52783,46.82388,29.48313,4.685,central_km,4.72,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882346,Парканы,,улица Горького,24,46.83413,29.52785,46.82388,29.48313,4.696,central_km,4.732,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882347,Парканы,,улица Горького,26,46.83401,29.52787,46.82388,29.48313,4.709,central_km,4.745,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882349,Парканы,,улица Горького,28,46.83392,29.52789,46.82388,29.48313,4.72,central_km,4.756,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882351,Парканы,,улица Горького,30,46.83379,29.52795,46.82388,29.48313,4.734,central_km,4.77,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882354,Парканы,,улица Горького,32,46.8337,29.52798,46.82388,29.48313,4.745,central_km,4.78,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882355,Парканы,,улица Горького,34,46.83361,29.52798,46.82388,29.48313,4.755,central_km,4.791,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882356,Парканы,,улица Горького,36,46.83352,29.52805,46.82388,29.48313,4.765,central_km,4.801,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882357,Парканы,,улица Горького,38,46.83342,29.52807,46.82388,29.48313,4.777,central_km,4.812,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882358,Парканы,,улица Горького,40,46.83332,29.5281,46.82388,29.48313,4.789,central_km,4.824,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882359,Парканы,,улица Горького,42,46.83322,29.52812,46.82388,29.48313,4.799,central_km,4.834,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882360,Парканы,,улица Горького,44,46.83313,29.52814,46.82388,29.48313,4.809,central_km,4.845,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882361,Парканы,,улица Горького,48,46.83302,29.52816,46.82388,29.48313,4.822,central_km,4.857,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882362,Парканы,,улица Горького,50,46.83292,29.52819,46.82388,29.48313,4.833,central_km,4.868,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882363,Парканы,,улица Горького,52,46.83283,29.52823,46.82388,29.48313,4.843,central_km,4.879,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882364,Парканы,,улица Горького,54,46.8327,29.52821,46.82388,29.48313,4.857,central_km,4.893,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882365,Парканы,,улица Горького,56,46.83257,29.52824,46.82388,29.48313,4.871,central_km,4.907,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882366,Парканы,,улица Горького,58,46.83244,29.52828,46.82388,29.48313,4.886,central_km,4.922,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882367,Парканы,,улица Горького,60,46.83228,29.52833,46.82388,29.48313,4.904,central_km,4.94,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882368,Парканы,,улица Горького,62,46.83212,29.52836,46.82388,29.48313,4.922,central_km,4.958,-0.036,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
n2450882369,Парканы,,улица Горького,64,46.83198,29.52838,46.82388,29.48313,4.938,central_km,4.973,-0.035,stage09 OSRM route from the 0.85-weight central origin (scripts/stage09_engine.py); not invented
