address_id,territory,district,street,house_number,lat,lon,route_km,route_duration_min,route_metric_status,in_city_km,outside_city_km,outside_split_status,boundary_anchor_id,effective_km_1667,taxi_model_a_reference_rub,taxi_model_b_reference_rub,driver_take_fixed_a_rub,driver_take_percent_a_rub,driver_best_taxi_take_a_rub,current_zone_id,data_confidence,evidence_notes
w302066925,Бендеры,,Киевская улица,10,46.81861,29.46063,4.426,,expected_km_osrm,4.426,0.0,CITY_ALL_IN,,4.426,26.56,26.56,21.56,17.26,21.56,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066929,Бендеры,,Киевская улица,138,46.819,29.45975,4.411,,expected_km_osrm,4.411,0.0,CITY_ALL_IN,,4.411,26.47,26.47,21.47,17.21,21.47,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066930,Бендеры,,Школьная улица,136,46.81919,29.45994,4.43,,expected_km_osrm,4.43,0.0,CITY_ALL_IN,,4.43,26.58,26.58,21.58,17.28,21.58,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066931,Бендеры,,Школьная улица,5,46.81947,29.46006,4.456,,expected_km_osrm,4.456,0.0,CITY_ALL_IN,,4.456,26.74,26.74,21.74,17.38,21.74,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066932,Бендеры,,Школьная улица,7,46.81946,29.45971,4.508,,expected_km_osrm,4.508,0.0,CITY_ALL_IN,,4.508,27.05,27.05,22.05,17.58,22.05,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066945,Бендеры,,Школьная улица,9,46.81962,29.45919,4.551,,expected_km_osrm,4.551,0.0,CITY_ALL_IN,,4.551,27.31,27.31,22.31,17.75,22.31,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066946,Бендеры,,Школьная улица,19,46.81984,29.4579,4.652,,expected_km_osrm,4.652,0.0,CITY_ALL_IN,,4.652,27.91,27.91,22.91,18.14,22.91,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066947,Бендеры,,Школьная улица,17,46.81981,29.45809,4.637,,expected_km_osrm,4.637,0.0,CITY_ALL_IN,,4.637,27.82,27.82,22.82,18.08,22.82,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066948,Бендеры,,Школьная улица,13,46.81971,29.45862,4.595,,expected_km_osrm,4.595,0.0,CITY_ALL_IN,,4.595,27.57,27.57,22.57,17.92,22.57,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066949,Бендеры,,Школьная улица,11,46.81962,29.45887,4.574,,expected_km_osrm,4.574,0.0,CITY_ALL_IN,,4.574,27.44,27.44,22.44,17.84,22.44,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066951,Бендеры,,Школьная улица,15,46.81976,29.45833,4.618,,expected_km_osrm,4.618,0.0,CITY_ALL_IN,,4.618,27.71,27.71,22.71,18.01,22.71,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302066953,Бендеры,,Школьная улица,21,46.81989,29.45727,4.741,,expected_km_osrm,4.741,0.0,CITY_ALL_IN,,4.741,28.45,28.45,23.45,18.49,23.45,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302067664,Бендеры,,Железнодорожная улица,102,46.81925,29.4571,4.604,,expected_km_osrm,4.604,0.0,CITY_ALL_IN,,4.604,27.62,27.62,22.62,17.95,22.62,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w302067666,Бендеры,,Железнодорожная улица,104,46.81908,29.45718,4.587,,expected_km_osrm,4.587,0.0,CITY_ALL_IN,,4.587,27.52,27.52,22.52,17.89,22.52,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
