address_id,territory,district,street,house_number,lat,lon,route_km,route_duration_min,route_metric_status,in_city_km,outside_city_km,outside_split_status,boundary_anchor_id,effective_km_1667,taxi_model_a_reference_rub,taxi_model_b_reference_rub,driver_take_fixed_a_rub,driver_take_percent_a_rub,driver_best_taxi_take_a_rub,current_zone_id,data_confidence,evidence_notes
n2459147567,Парканы,,улица Чапаева,86,46.84958,29.52232,6.399,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147569,Парканы,,улица Чапаева,88,46.84973,29.5223,6.382,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147570,Парканы,,улица Чапаева,90,46.84988,29.52229,6.365,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147572,Парканы,,улица Чапаева,92,46.85003,29.52227,6.35,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147574,Парканы,,улица Чапаева,96,46.85031,29.52219,6.318,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147575,Парканы,,улица Чапаева,98,46.85046,29.52216,6.3,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147577,Парканы,,улица Чапаева,102,46.85072,29.52211,6.271,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147579,Парканы,,улица Чапаева,104,46.85089,29.52205,6.252,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147580,Парканы,,улица Чапаева,106,46.85103,29.52202,6.237,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147581,Парканы,,улица Чапаева,108,46.85116,29.52198,6.222,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147582,Парканы,,улица Чапаева,110,46.85128,29.52195,6.208,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147584,Парканы,,улица Чапаева,112,46.85142,29.52192,6.192,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147585,Парканы,,улица Чапаева,114,46.85156,29.52188,6.177,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147587,Парканы,,улица Чапаева,131а,46.84855,29.52224,6.511,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147588,Парканы,,улица Чапаева,133,46.84866,29.52223,6.499,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147589,Парканы,,улица Чапаева,135,46.84877,29.52221,6.486,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147591,Парканы,,улица Чапаева,135а,46.84889,29.52219,6.473,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147592,Парканы,,улица Чапаева,137,46.84902,29.52216,6.459,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147593,Парканы,,улица Чапаева,139,46.84913,29.52213,6.446,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147595,Парканы,,улица Чапаева,143,46.84927,29.52209,6.431,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147596,Парканы,,улица Чапаева,145,46.84938,29.52204,6.418,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147597,Парканы,,улица Чапаева,147,46.84951,29.52202,6.403,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147598,Парканы,,улица Чапаева,149,46.84964,29.52202,6.389,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147599,Парканы,,улица Чапаева,151,46.84976,29.52199,6.376,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147600,Парканы,,улица Чапаева,153,46.84988,29.52198,6.362,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147601,Парканы,,улица Чапаева,155,46.84999,29.52194,6.349,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147603,Парканы,,улица Чапаева,159,46.85021,29.52191,6.325,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147604,Парканы,,улица Чапаева,161,46.85034,29.52188,6.31,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147605,Парканы,,улица Чапаева,163,46.85047,29.52184,6.296,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147606,Парканы,,улица Чапаева,165,46.85059,29.52181,6.282,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147607,Парканы,,улица Чапаева,167,46.85073,29.52177,6.266,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147608,Парканы,,улица Чапаева,169,46.85086,29.52173,6.251,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147609,Парканы,,улица Чапаева,171,46.85097,29.52168,6.238,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147610,Парканы,,улица Чапаева,173,46.85111,29.52167,6.223,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147611,Парканы,,улица Чапаева,177,46.85137,29.52161,6.194,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147612,Парканы,,улица Чапаева,179,46.85151,29.52157,6.178,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147613,Парканы,,улица Чапаева,126,46.85249,29.52163,6.228,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147616,Парканы,,улица Чапаева,130,46.85287,29.52155,6.271,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147617,Парканы,,улица Чапаева,132,46.85308,29.52153,6.295,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147618,Парканы,,улица Чапаева,187,46.85197,29.52149,6.173,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147619,Парканы,,улица Чапаева,189,46.85212,29.52145,6.19,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147620,Парканы,,улица Чапаева,191,46.85223,29.5215,6.201,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147621,Парканы,,улица Чапаева,193,46.85237,29.52139,6.218,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147622,Парканы,,улица Чапаева,195,46.8525,29.52136,6.232,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147623,Парканы,,улица Чапаева,197,46.85265,29.52131,6.249,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147624,Парканы,,улица Чапаева,199,46.8528,29.52126,6.267,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147625,Парканы,,улица Чапаева,201,46.85304,29.52122,6.293,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147635,Парканы,,улица Чапаева,136,46.85351,29.52136,6.344,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147637,Парканы,,улица Чапаева,138,46.85368,29.52131,6.363,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147638,Парканы,,улица Чапаева,140,46.85391,29.52126,6.389,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147639,Парканы,,улица Чапаева,203,46.85326,29.52121,6.318,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147640,Парканы,,улица Чапаева,207,46.85345,29.52117,6.34,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147641,Парканы,,улица Чапаева,209,46.85355,29.52116,6.351,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147642,Парканы,,улица Чапаева,211,46.85365,29.52115,6.362,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147644,Парканы,,улица Чапаева,213,46.85373,29.52113,6.371,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459147645,Парканы,,улица Чапаева,215,46.85383,29.5211,6.381,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265202,Парканы,,улица Чапаева,217,46.85393,29.52107,6.393,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265203,Парканы,,улица Чапаева,219,46.85403,29.52106,6.405,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265204,Парканы,,улица Чапаева,221,46.85412,29.52104,6.415,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265205,Парканы,,улица Чапаева,223,46.85421,29.52102,6.425,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265206,Парканы,,улица Чапаева,225,46.85431,29.521,6.435,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265207,Парканы,,улица Чапаева,227,46.85439,29.52098,6.445,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265208,Парканы,,улица Чапаева,229,46.85452,29.52095,6.459,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265209,Парканы,,улица Чапаева,233,46.8549,29.52087,6.502,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265210,Парканы,,улица Чапаева,235,46.85502,29.52084,6.516,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265211,Парканы,,улица Чапаева,237,46.85514,29.52081,6.529,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265212,Парканы,,улица Чапаева,239,46.85525,29.5208,6.541,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265229,Парканы,,Молодёжная улица,3,46.84468,29.52482,5.632,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265230,Парканы,,Молодёжная улица,5,46.84491,29.52477,5.657,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265231,Парканы,,Молодёжная улица,7,46.84513,29.52473,5.682,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265232,Парканы,,Молодёжная улица,9,46.84532,29.5247,5.704,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265233,Парканы,,Молодёжная улица,11,46.84553,29.52464,5.728,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265234,Парканы,,Молодёжная улица,13,46.84571,29.52459,5.748,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265235,Парканы,,Молодёжная улица,15,46.84593,29.52455,5.772,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265236,Парканы,,Молодёжная улица,19,46.8464,29.52443,5.825,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265237,Парканы,,Молодёжная улица,17,46.84614,29.52449,5.796,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265238,Парканы,,Молодёжная улица,21,46.8466,29.52437,5.848,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265239,Парканы,,Молодёжная улица,23,46.8468,29.52431,5.871,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265240,Парканы,,Молодёжная улица,25,46.84701,29.52425,5.895,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265242,Парканы,,Молодёжная улица,27,46.84727,29.52418,5.924,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265245,Парканы,,Молодёжная улица,29,46.84751,29.52413,5.951,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265248,Парканы,,Молодёжная улица,31,46.84772,29.52407,5.975,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265251,Парканы,,Молодёжная улица,33,46.84794,29.52402,5.999,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265253,Парканы,,Молодёжная улица,35,46.84812,29.52396,6.02,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265254,Парканы,,Молодёжная улица,37,46.84837,29.5239,6.049,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265255,Парканы,,Молодёжная улица,4,46.84477,29.5251,5.639,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265256,Парканы,,Молодёжная улица,6,46.84492,29.52507,5.655,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265257,Парканы,,Молодёжная улица,10,46.8452,29.52498,5.687,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265258,Парканы,,Молодёжная улица,12,46.84539,29.52493,5.709,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265259,Парканы,,Молодёжная улица,14,46.84562,29.52488,5.735,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265260,Парканы,,Молодёжная улица,16,46.84581,29.52483,5.756,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265261,Парканы,,Молодёжная улица,18,46.84599,29.52478,5.777,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265262,Парканы,,Молодёжная улица,20,46.84616,29.52474,5.795,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265263,Парканы,,Молодёжная улица,22,46.84633,29.5247,5.815,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265264,Парканы,,Молодёжная улица,24,46.84651,29.52466,5.835,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265265,Парканы,,Молодёжная улица,26,46.84671,29.52459,5.858,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265266,Парканы,,Молодёжная улица,28,46.84692,29.52455,5.881,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265267,Парканы,,Молодёжная улица,30,46.8471,29.5245,5.902,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265268,Парканы,,Молодёжная улица,32,46.84734,29.52446,5.928,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265269,Парканы,,Молодёжная улица,34,46.84757,29.5244,5.954,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265270,Парканы,,Молодёжная улица,36,46.84776,29.52434,5.976,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265271,Парканы,,Молодёжная улица,38,46.84799,29.52427,6.002,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265272,Парканы,,Молодёжная улица,40,46.84819,29.52423,6.024,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265273,Парканы,,Молодёжная улица,42,46.8484,29.52421,6.047,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265274,Парканы,,Молодёжная улица,44,46.84871,29.52415,6.624,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265275,Парканы,,Молодёжная улица,46,46.84892,29.52405,6.599,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265276,Парканы,,Молодёжная улица,48,46.84915,29.52401,6.575,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265277,Парканы,,Молодёжная улица,50,46.84936,29.52397,6.552,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265278,Парканы,,Молодёжная улица,52,46.84959,29.52391,6.565,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265279,Парканы,,Молодёжная улица,54,46.84983,29.52383,6.537,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265280,Парканы,,Молодёжная улица,56,46.85008,29.52377,6.476,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
n2459265281,Парканы,,Молодёжная улица,58,46.85037,29.52372,6.477,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
