address_id,territory,street,house_number,lat,lon,source_object_type,normalized_object_type,deliverable_address_status,exclusion_reason,manual_review_required
n2458959259,Парканы,улица Суворова,121,46.84921,29.52017,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2458959260,Парканы,улица Суворова,123,46.84934,29.52013,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2458959261,Парканы,улица Суворова,125,46.84954,29.52006,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2458959262,Парканы,улица Суворова,127 сергей,46.84976,29.52,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2458959263,Парканы,улица Суворова,129,46.84993,29.51996,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008230,Парканы,улица Суворова,122,46.84821,29.52079,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008231,Парканы,улица Суворова,124,46.84854,29.52068,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008232,Парканы,улица Суворова,126,46.84872,29.52067,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008233,Парканы,улица Суворова,128,46.84895,29.52058,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008234,Парканы,улица Суворова,130,46.84912,29.52054,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008235,Парканы,улица Суворова,132,46.84929,29.52055,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008236,Парканы,улица Суворова,134,46.84949,29.52049,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008237,Парканы,улица Суворова,138,46.84965,29.52045,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008238,Парканы,улица Суворова,140,46.8498,29.5204,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008239,Парканы,улица Суворова,142,46.85001,29.52029,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008240,Парканы,улица Суворова,144,46.85014,29.52025,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008241,Парканы,улица Суворова,146,46.85028,29.52021,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008242,Парканы,улица Суворова,148,46.85041,29.52016,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008243,Парканы,улица Суворова,150,46.85056,29.52012,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008244,Парканы,улица Суворова,152,46.85075,29.52006,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008245,Парканы,улица Суворова,174,46.85123,29.5201,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008246,Парканы,улица Суворова,172,46.8511,29.52008,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008247,Парканы,улица Суворова,162,46.85099,29.52001,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008248,Парканы,улица Суворова,154,46.85088,29.52003,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008249,Парканы,улица Суворова,143,46.85089,29.51968,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008250,Парканы,улица Суворова,141,46.85075,29.51972,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008251,Парканы,улица Суворова,139,46.85061,29.51977,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008252,Парканы,улица Суворова,137,46.85046,29.51982,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008253,Парканы,улица Суворова,135,46.85033,29.51984,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008254,Парканы,улица Суворова,133,46.85021,29.51988,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008255,Парканы,улица Суворова,131,46.85008,29.51993,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008256,Парканы,улица Суворова,147,46.85171,29.51945,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008257,Парканы,улица Суворова,149,46.85187,29.5194,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008258,Парканы,улица Суворова,151,46.85203,29.51934,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008259,Парканы,улица Суворова,153,46.85222,29.51932,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008260,Парканы,улица Суворова,155,46.8524,29.51926,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459008261,Парканы,улица Суворова,157,46.85256,29.51922,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459013792,Парканы,улица Суворова,195,46.85319,29.51907,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459013797,Парканы,улица Суворова,161,46.85353,29.51906,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051284,Парканы,улица Чапаева,13,46.84017,29.52435,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051286,Парканы,улица Чапаева,15,46.8403,29.52433,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051289,Парканы,улица Чапаева,17,46.84042,29.5243,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051292,Парканы,улица Чапаева,19,46.84054,29.52427,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051295,Парканы,улица Чапаева,21,46.84064,29.52423,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051298,Парканы,улица Чапаева,23,46.84077,29.52418,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051301,Парканы,улица Чапаева,25,46.8409,29.52415,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051305,Парканы,улица Чапаева,27,46.84106,29.52411,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051310,Парканы,улица Чапаева,29,46.8412,29.52407,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051313,Парканы,улица Чапаева,31,46.84138,29.52402,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051316,Парканы,улица Чапаева,33,46.84152,29.524,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051319,Парканы,улица Чапаева,35,46.84166,29.52396,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051322,Парканы,улица Чапаева,37,46.84179,29.52393,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051324,Парканы,улица Чапаева,39,46.84197,29.5239,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051327,Парканы,улица Чапаева,39а,46.84209,29.52388,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051330,Парканы,улица Чапаева,41,46.84224,29.5238,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051333,Парканы,улица Чапаева,43,46.84237,29.52379,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051336,Парканы,улица Чапаева,45,46.84255,29.52374,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051339,Парканы,улица Чапаева,47,46.84272,29.52364,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051342,Парканы,улица Чапаева,49,46.84289,29.52366,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051345,Парканы,улица Чапаева,51,46.84304,29.52361,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051348,Парканы,улица Чапаева,53,46.84324,29.52358,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051350,Парканы,улица Чапаева,55,46.84338,29.52355,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051351,Парканы,улица Чапаева,57,46.84355,29.52353,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051352,Парканы,улица Чапаева,57а,46.84372,29.52347,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051354,Парканы,улица Чапаева,16б,46.84396,29.5237,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051355,Парканы,улица Чапаева,16а,46.84352,29.52381,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051358,Парканы,улица Чапаева,22,46.84477,29.52356,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051359,Парканы,улица Чапаева,24,46.84492,29.52351,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051360,Парканы,улица Чапаева,26,46.84506,29.52347,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051361,Парканы,улица Чапаева,28,46.84521,29.52344,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051362,Парканы,улица Чапаева,30,46.84536,29.52341,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051363,Парканы,улица Чапаева,32,46.84551,29.52333,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051364,Парканы,улица Чапаева,34,46.84566,29.5233,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051365,Парканы,улица Чапаева,36,46.84581,29.52327,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459051366,Парканы,улица Чапаева,38,46.84599,29.52324,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081089,Парканы,улица Чапаева,85,46.84561,29.52297,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081093,Парканы,улица Чапаева,83,46.84549,29.523,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081098,Парканы,улица Чапаева,81,46.84537,29.52302,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081103,Парканы,улица Чапаева,79,46.84525,29.52305,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081109,Парканы,улица Чапаева,77,46.84513,29.52307,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081114,Парканы,улица Чапаева,75,46.84503,29.52311,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081119,Парканы,улица Чапаева,73,46.84487,29.52315,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081125,Парканы,улица Чапаева,69,46.84464,29.52319,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081129,Парканы,улица Чапаева,71,46.84475,29.52315,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081133,Парканы,улица Чапаева,67,46.84455,29.52322,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081139,Парканы,улица Чапаева,65,46.84439,29.52323,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081144,Парканы,улица Чапаева,63,46.84424,29.52329,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081149,Парканы,улица Чапаева,91,46.84608,29.52286,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081153,Парканы,улица Чапаева,93,46.84619,29.52287,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081158,Парканы,улица Чапаева,"93а,б",46.84625,29.52278,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081162,Парканы,улица Чапаева,95,46.84636,29.52278,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081167,Парканы,улица Чапаева,97,46.84648,29.52276,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081173,Парканы,улица Чапаева,99,46.84657,29.52275,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081177,Парканы,улица Чапаева,101,46.84669,29.52271,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081182,Парканы,улица Чапаева,103,46.84682,29.52269,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081187,Парканы,улица Чапаева,105,46.84693,29.52263,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081196,Парканы,улица Чапаева,107,46.84705,29.52259,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081202,Парканы,улица Чапаева,109,46.84717,29.52257,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081206,Парканы,улица Чапаева,111,46.84729,29.52254,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081209,Парканы,улица Чапаева,113,46.84741,29.52252,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081212,Парканы,улица Чапаева,115,46.8475,29.52247,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081217,Парканы,улица Чапаева,115а,46.84763,29.52247,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081223,Парканы,улица Чапаева,117,46.84773,29.52243,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081228,Парканы,улица Чапаева,119,46.84784,29.52239,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081235,Парканы,улица Чапаева,121,46.84794,29.52238,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081241,Парканы,улица Чапаева,123,46.84806,29.52236,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081248,Парканы,улица Чапаева,125,46.84818,29.52233,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081254,Парканы,улица Чапаева,127,46.8483,29.5223,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081259,Парканы,улица Чапаева,129,46.84842,29.52227,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081276,Парканы,улица Чапаева,40,46.84615,29.5232,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081279,Парканы,улица Чапаева,42,46.84632,29.52316,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081282,Парканы,улица Чапаева,44,46.84651,29.52314,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081284,Парканы,улица Чапаева,46,46.84666,29.52309,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081287,Парканы,улица Чапаева,48,46.8468,29.52306,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081290,Парканы,улица Чапаева,50,46.84692,29.52299,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081293,Парканы,улица Чапаева,52,46.84708,29.52295,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081295,Парканы,улица Чапаева,54,46.84722,29.52292,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459081298,Парканы,улица Чапаева,56,46.84736,29.52289,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147555,Парканы,улица Чапаева,62,46.84777,29.5228,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147556,Парканы,улица Чапаева,64,46.84791,29.52276,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147557,Парканы,улица Чапаева,66,46.84802,29.52272,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147559,Парканы,улица Чапаева,68,46.84814,29.52269,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147560,Парканы,улица Чапаева,70,46.84827,29.52265,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147561,Парканы,улица Чапаева,76,46.84881,29.52251,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147562,Парканы,улица Чапаева,78,46.849,29.52247,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147563,Парканы,улица Чапаева,80,46.84915,29.52244,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147565,Парканы,улица Чапаева,82,46.84931,29.5224,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147566,Парканы,улица Чапаева,84,46.84945,29.52235,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147567,Парканы,улица Чапаева,86,46.84958,29.52232,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147569,Парканы,улица Чапаева,88,46.84973,29.5223,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147570,Парканы,улица Чапаева,90,46.84988,29.52229,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147572,Парканы,улица Чапаева,92,46.85003,29.52227,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147574,Парканы,улица Чапаева,96,46.85031,29.52219,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147575,Парканы,улица Чапаева,98,46.85046,29.52216,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147577,Парканы,улица Чапаева,102,46.85072,29.52211,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147579,Парканы,улица Чапаева,104,46.85089,29.52205,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147580,Парканы,улица Чапаева,106,46.85103,29.52202,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147581,Парканы,улица Чапаева,108,46.85116,29.52198,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147582,Парканы,улица Чапаева,110,46.85128,29.52195,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147584,Парканы,улица Чапаева,112,46.85142,29.52192,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147585,Парканы,улица Чапаева,114,46.85156,29.52188,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147587,Парканы,улица Чапаева,131а,46.84855,29.52224,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147588,Парканы,улица Чапаева,133,46.84866,29.52223,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147589,Парканы,улица Чапаева,135,46.84877,29.52221,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147591,Парканы,улица Чапаева,135а,46.84889,29.52219,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147592,Парканы,улица Чапаева,137,46.84902,29.52216,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147593,Парканы,улица Чапаева,139,46.84913,29.52213,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147595,Парканы,улица Чапаева,143,46.84927,29.52209,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147596,Парканы,улица Чапаева,145,46.84938,29.52204,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147597,Парканы,улица Чапаева,147,46.84951,29.52202,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147598,Парканы,улица Чапаева,149,46.84964,29.52202,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147599,Парканы,улица Чапаева,151,46.84976,29.52199,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147600,Парканы,улица Чапаева,153,46.84988,29.52198,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147601,Парканы,улица Чапаева,155,46.84999,29.52194,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147603,Парканы,улица Чапаева,159,46.85021,29.52191,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147604,Парканы,улица Чапаева,161,46.85034,29.52188,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147605,Парканы,улица Чапаева,163,46.85047,29.52184,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147606,Парканы,улица Чапаева,165,46.85059,29.52181,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147607,Парканы,улица Чапаева,167,46.85073,29.52177,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147608,Парканы,улица Чапаева,169,46.85086,29.52173,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147609,Парканы,улица Чапаева,171,46.85097,29.52168,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147610,Парканы,улица Чапаева,173,46.85111,29.52167,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147611,Парканы,улица Чапаева,177,46.85137,29.52161,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147612,Парканы,улица Чапаева,179,46.85151,29.52157,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147613,Парканы,улица Чапаева,126,46.85249,29.52163,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147616,Парканы,улица Чапаева,130,46.85287,29.52155,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147617,Парканы,улица Чапаева,132,46.85308,29.52153,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147618,Парканы,улица Чапаева,187,46.85197,29.52149,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147619,Парканы,улица Чапаева,189,46.85212,29.52145,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147620,Парканы,улица Чапаева,191,46.85223,29.5215,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147621,Парканы,улица Чапаева,193,46.85237,29.52139,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147622,Парканы,улица Чапаева,195,46.8525,29.52136,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147623,Парканы,улица Чапаева,197,46.85265,29.52131,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147624,Парканы,улица Чапаева,199,46.8528,29.52126,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147625,Парканы,улица Чапаева,201,46.85304,29.52122,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147635,Парканы,улица Чапаева,136,46.85351,29.52136,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147637,Парканы,улица Чапаева,138,46.85368,29.52131,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147638,Парканы,улица Чапаева,140,46.85391,29.52126,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147639,Парканы,улица Чапаева,203,46.85326,29.52121,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147640,Парканы,улица Чапаева,207,46.85345,29.52117,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147641,Парканы,улица Чапаева,209,46.85355,29.52116,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147642,Парканы,улица Чапаева,211,46.85365,29.52115,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147644,Парканы,улица Чапаева,213,46.85373,29.52113,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459147645,Парканы,улица Чапаева,215,46.85383,29.5211,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265202,Парканы,улица Чапаева,217,46.85393,29.52107,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265203,Парканы,улица Чапаева,219,46.85403,29.52106,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265204,Парканы,улица Чапаева,221,46.85412,29.52104,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265205,Парканы,улица Чапаева,223,46.85421,29.52102,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265206,Парканы,улица Чапаева,225,46.85431,29.521,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265207,Парканы,улица Чапаева,227,46.85439,29.52098,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265208,Парканы,улица Чапаева,229,46.85452,29.52095,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265209,Парканы,улица Чапаева,233,46.8549,29.52087,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265210,Парканы,улица Чапаева,235,46.85502,29.52084,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265211,Парканы,улица Чапаева,237,46.85514,29.52081,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265212,Парканы,улица Чапаева,239,46.85525,29.5208,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265229,Парканы,Молодёжная улица,3,46.84468,29.52482,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265230,Парканы,Молодёжная улица,5,46.84491,29.52477,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265231,Парканы,Молодёжная улица,7,46.84513,29.52473,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265232,Парканы,Молодёжная улица,9,46.84532,29.5247,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265233,Парканы,Молодёжная улица,11,46.84553,29.52464,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265234,Парканы,Молодёжная улица,13,46.84571,29.52459,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265235,Парканы,Молодёжная улица,15,46.84593,29.52455,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265236,Парканы,Молодёжная улица,19,46.8464,29.52443,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265237,Парканы,Молодёжная улица,17,46.84614,29.52449,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
n2459265238,Парканы,Молодёжная улица,21,46.8466,29.52437,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
