model_id,rounding_km,edges,policy,zone_id,lower_bound,upper_bound,boundary_convention,address_count,policy_status,minimum_fee_required_by_driver,maximum_fee_allowed_by_client,candidate_fee_rub,fallback_fee_rub,hard_constraint_coverage,violated_address_count,minimum_taxi_reference,median_taxi_reference,minimum_driver_best_take,median_driver_best_take,maximum_driver_gap,minimum_client_saving,median_client_saving,client_constraint_coverage,driver_constraint_coverage,joint_coverage,notes
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,DRIVER_CONSERVATIVE,2,1.5,3.0,"[lower_bound, upper_bound)",1294,FEASIBLE,11,17,12,,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,CUSTOMER_FIRST,3,3.0,4.0,"[lower_bound, upper_bound)",499,INFEASIBLE,17,13,,15,0.5331,233,18.0,20.99,13.0,15.99,3.99,3.0,5.99,0.7495,0.7836,0.5331,INFEASIBLE — driver floor 17 > client ceiling 13; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,BALANCED,3,3.0,4.0,"[lower_bound, upper_bound)",499,INFEASIBLE,18,13,,15,0.3828,308,18.0,20.99,13.0,15.99,3.99,3.0,5.99,0.7495,0.6333,0.3828,INFEASIBLE — driver floor 18 > client ceiling 13; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,DRIVER_CONSERVATIVE,3,3.0,4.0,"[lower_bound, upper_bound)",499,FEASIBLE,17,17,17,,1.0,0,18.0,20.99,13.0,15.99,1.99,1.0,3.99,1.0,1.0,1.0,FEASIBLE
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,CUSTOMER_FIRST,4,4.0,5.5,"[lower_bound, upper_bound)",1362,INFEASIBLE,24,19,,20,0.4633,731,24.01,28.17,19.01,23.17,7.97,4.01,8.17,0.9214,0.5419,0.4633,INFEASIBLE — driver floor 24 > client ceiling 19; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,BALANCED,4,4.0,5.5,"[lower_bound, upper_bound)",1362,INFEASIBLE,26,19,,21,0.3186,928,24.01,28.17,19.01,23.17,6.97,3.01,7.17,0.7959,0.5228,0.3186,INFEASIBLE — driver floor 26 > client ceiling 19; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,DRIVER_CONSERVATIVE,4,4.0,5.5,"[lower_bound, upper_bound)",1362,INFEASIBLE,26,23,,24,0.7173,385,24.01,28.17,19.01,23.17,3.97,0.01,4.17,0.9214,0.7959,0.7173,INFEASIBLE — driver floor 26 > client ceiling 23; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,CUSTOMER_FIRST,5,5.5,,"[lower_bound, upper_bound)",560,INFEASIBLE,35,28,,28,0.7429,144,33.01,36.08,28.01,31.08,11.75,5.01,8.08,1.0,0.7429,0.7429,INFEASIBLE — driver floor 35 > client ceiling 28; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,BALANCED,5,5.5,,"[lower_bound, upper_bound)",560,INFEASIBLE,37,28,,28,0.4911,285,33.01,36.08,28.01,31.08,11.75,5.01,8.08,1.0,0.4911,0.4911,INFEASIBLE — driver floor 37 > client ceiling 28; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,0.5,1.5|3.0|4.0|5.5,DRIVER_CONSERVATIVE,5,5.5,,"[lower_bound, upper_bound)",560,INFEASIBLE,38,32,,32,0.8125,105,33.01,36.08,28.01,31.08,7.75,1.01,4.08,1.0,0.8125,0.8125,INFEASIBLE — driver floor 38 > client ceiling 32; fallback=FALLBACK_PARTIAL_COVERAGE
