uid,address,territory,status,canonical_route_km,route_km,route_km_duration_opt,straight_km,crosses_checkpoint,external_km,base_price,external_surcharge,reference_price,internal_zone,routing_status,old_k4_zone_id
w428778437,"Бендеры, улица Тамары Кручок, 71",Бендеры,routed,2.817,2.817,2.817,2.496,False,0.0,14.0,0.0,14.0,1,routed,2
w428778438,"Бендеры, улица Тамары Кручок, 88",Бендеры,routed,2.864,2.8641,2.8641,2.55,False,0.0,14.0,0.0,14.0,1,routed,2
w428778439,"Бендеры, улица Тамары Кручок, 73",Бендеры,routed,2.863,2.8634,2.8634,2.517,False,0.0,14.0,0.0,14.0,1,routed,2
w428778441,"Бендеры, улица Тамары Кручок, 83",Бендеры,routed,2.951,2.9518,2.9518,2.625,False,0.0,14.0,0.0,14.0,1,routed,2
w428778443,"Бендеры, улица Тамары Кручок, 91",Бендеры,routed,3.064,3.0643,3.0643,2.688,False,0.0,14.257,0.0,14.257,1,routed,2
w428778444,"Бендеры, улица Тамары Кручок, 93",Бендеры,routed,3.08,3.08,3.08,2.703,False,0.0,14.32,0.0,14.32,1,routed,2
w438037259,"Протягайловка, улица Мунтяна, 111",Протягайловка,routed,8.51,8.51,8.51,4.806,False,0.0,36.04,0.0,36.04,3,routed,4
w438037450,"Протягайловка, улица Мунтяна, 109",Протягайловка,routed,8.517,8.5168,8.5168,4.785,False,0.0,36.067,0.0,36.067,3,routed,4
w438037579,"Протягайловка, улица Мунтяна, 107",Протягайловка,routed,8.498,8.4979,8.4979,4.755,False,0.0,35.992,0.0,35.992,3,routed,4
w438037691,"Протягайловка, улица Мунтяна, 105",Протягайловка,routed,8.539,8.5395,8.5395,4.728,False,0.0,36.158,0.0,36.158,3,routed,4
w438040296,"Протягайловка, улица Мунтяна, 106",Протягайловка,routed,8.193,8.1934,8.1934,4.549,False,0.0,34.774,0.0,34.774,3,routed,4
w438040297,"Протягайловка, улица Мунтяна, 93",Протягайловка,routed,8.191,8.1915,8.1915,4.577,False,0.0,34.766,0.0,34.766,3,routed,4
w438040299,"Протягайловка, улица Мунтяна, 91",Протягайловка,routed,8.152,8.1519,8.1519,4.549,False,0.0,34.608,0.0,34.608,3,routed,4
w438040314,"Протягайловка, улица Мунтяна, 64",Протягайловка,routed,7.58,7.5799,7.5799,4.17,False,0.0,32.32,0.0,32.32,3,routed,4
w438040319,"Протягайловка, улица Мунтяна, 59",Протягайловка,routed,7.587,7.5872,7.5872,4.192,False,0.0,32.349,0.0,32.349,3,routed,4
w438040321,"Протягайловка, улица Мунтяна, 58",Протягайловка,routed,7.519,7.5188,7.5188,4.115,False,0.0,32.075,0.0,32.075,3,routed,4
w438042066,"Протягайловка, улица Мунтяна, 126",Протягайловка,routed,8.386,8.3866,8.3866,4.676,False,0.0,35.546,0.0,35.546,3,routed,4
w439463474,"Гиска, улица Ленина, 188",Гиска,routed,7.382,7.3817,7.3817,6.41,False,0.0,31.527,0.0,31.527,3,routed,4
w441641177,"Протягайловка, улица Алеку Руссо, 22",Протягайловка,routed,6.675,6.6745,6.6745,3.359,False,0.0,28.698,0.0,28.698,2,routed,4
w441641178,"Протягайловка, улица Алеку Руссо, 25",Протягайловка,routed,6.71,6.7103,6.7103,3.402,False,0.0,28.841,0.0,28.841,2,routed,4
w441641179,"Протягайловка, улица Алеку Руссо, 23",Протягайловка,routed,6.676,6.6757,6.6757,3.377,False,0.0,28.703,0.0,28.703,2,routed,4
w441641182,"Протягайловка, улица Алеку Руссо, 27",Протягайловка,routed,6.735,6.7347,6.7347,3.423,False,0.0,28.939,0.0,28.939,3,routed,4
w441641823,"Протягайловка, улица Алеку Руссо, 29",Протягайловка,routed,6.763,6.7632,6.7632,3.442,False,0.0,29.053,0.0,29.053,3,routed,4
w441641825,"Протягайловка, улица Алеку Руссо, 31",Протягайловка,routed,6.786,6.7857,6.7857,3.461,False,0.0,29.143,0.0,29.143,3,routed,4
w441641826,"Протягайловка, улица Алеку Руссо, 33",Протягайловка,routed,6.812,6.8122,6.8122,3.48,False,0.0,29.249,0.0,29.249,3,routed,4
w441641827,"Протягайловка, улица Алеку Руссо, 35",Протягайловка,routed,6.838,6.8374,6.8374,3.5,False,0.0,29.35,0.0,29.35,3,routed,4
w441641829,"Протягайловка, улица Алеку Руссо, 37",Протягайловка,routed,6.865,6.8644,6.8644,3.52,False,0.0,29.458,0.0,29.458,3,routed,4
w441641830,"Протягайловка, улица Алеку Руссо, 38",Протягайловка,routed,6.86,6.8603,6.8603,3.498,False,0.0,29.441,0.0,29.441,3,routed,4
w441641832,"Протягайловка, улица Штефан чел Маре, 33",Протягайловка,routed,6.769,6.7684,6.7684,3.488,False,0.0,29.074,0.0,29.074,3,routed,4
w441677563,"Бендеры, улица Няги, 20",Бендеры,routed,2.026,2.0269,2.0269,1.605,False,0.0,14.0,0.0,14.0,1,routed,1
w441951719,"Бендеры, улица Менделеева, 11",Бендеры,routed,3.674,3.6736,3.6736,2.012,False,0.0,16.694,0.0,16.694,1,routed,2
w442395853,"Протягайловка, Совхозная улица, 2",Протягайловка,routed,7.91,7.9095,7.9095,4.557,False,0.0,33.638,0.0,33.638,3,routed,4
w442395854,"Протягайловка, Совхозная улица, 4",Протягайловка,routed,7.932,7.9321,7.9321,4.571,False,0.0,33.728,0.0,33.728,3,routed,4
w442395855,"Протягайловка, Совхозная улица, 6",Протягайловка,routed,7.951,7.9505,7.9505,4.584,False,0.0,33.802,0.0,33.802,3,routed,4
w442395856,"Протягайловка, Совхозная улица, 8",Протягайловка,routed,7.974,7.9733,7.9733,4.595,False,0.0,33.893,0.0,33.893,3,routed,4
w442395862,"Протягайловка, улица Алеку Руссо, 32",Протягайловка,routed,6.809,6.8088,6.8088,3.456,False,0.0,29.235,0.0,29.235,3,routed,4
w442395863,"Протягайловка, улица Алеку Руссо, 30",Протягайловка,routed,6.781,6.781,6.781,3.438,False,0.0,29.124,0.0,29.124,3,routed,4
w442395864,"Протягайловка, улица Алеку Руссо, 28",Протягайловка,routed,6.755,6.7545,6.7545,3.417,False,0.0,29.018,0.0,29.018,3,routed,4
w442395865,"Протягайловка, улица Алеку Руссо, 26",Протягайловка,routed,6.728,6.7275,6.7275,3.397,False,0.0,28.91,0.0,28.91,3,routed,4
w442395866,"Протягайловка, улица Алеку Руссо, 24",Протягайловка,routed,6.704,6.7041,6.7041,3.381,False,0.0,28.816,0.0,28.816,2,routed,4
w442395868,"Протягайловка, улица Штефан чел Маре, 31",Протягайловка,routed,6.762,6.7623,6.7623,3.449,False,0.0,29.049,0.0,29.049,3,routed,4
w442395876,"Бендеры, улица Интернационалистов, 13б",Бендеры,routed,6.648,6.6479,6.6479,2.725,False,0.0,28.592,0.0,28.592,2,routed,4
w442395879,"Бендеры, улица Павлика Морозова, 12",Бендеры,routed,7.269,7.0808,7.0808,2.637,False,0.0,30.323,0.0,30.323,3,routed,4
w443446821,"Бендеры, улица Димитрова, 1",Бендеры,routed,2.53,2.5298,2.5298,2.024,False,0.0,14.0,0.0,14.0,1,routed,2
w443454569,"Протягайловка, Гербовецкая улица, 157",Протягайловка,routed,7.459,7.4583,7.4583,4.179,False,0.0,31.833,0.0,31.833,3,routed,4
w444628311,"Бендеры, Песчанная улица, 140",Бендеры,routed,1.798,1.7974,1.7974,1.389,False,0.0,14.0,0.0,14.0,1,routed,1
w445972312,"Бендеры, Гвардейская улица, 24",Бендеры,routed,4.539,4.539,4.539,4.164,False,0.0,20.156,0.0,20.156,1,routed,3
w445972315,"Бендеры, Красноармейский переулок, 5",Бендеры,routed,4.417,4.4169,4.4169,3.85,False,0.0,19.668,0.0,19.668,1,routed,3
w446100568,"Гиска, улица Кирова, 31",Гиска,routed,4.627,4.627,4.627,4.072,False,0.0,20.508,0.0,20.508,1,routed,3
w446491251,"Бендеры, улица Кавриаго, 65",Бендеры,routed,0.887,0.8874,0.8874,0.794,False,0.0,14.0,0.0,14.0,1,routed,1
w450204067,"Протягайловка, Главная улица, 1",Протягайловка,routed,7.203,7.203,7.203,3.866,False,0.0,30.812,0.0,30.812,3,routed,4
w450204069,"Протягайловка, Главная улица, 3",Протягайловка,routed,7.237,7.2362,7.2362,3.889,False,0.0,30.945,0.0,30.945,3,routed,4
w461204241,"Гиска, улица Кирова, 29",Гиска,routed,4.599,4.5993,4.5993,4.044,False,0.0,20.397,0.0,20.397,1,routed,3
w461204243,"Гиска, улица Кирова, 27",Гиска,routed,4.593,4.5941,4.5941,4.039,False,0.0,20.376,0.0,20.376,1,routed,3
w461204245,"Гиска, улица Кирова, 25",Гиска,routed,4.58,4.5796,4.5796,4.025,False,0.0,20.318,0.0,20.318,1,routed,3
w47467967,"Бендеры, улица Космонавтов, 29",Бендеры,routed,3.439,3.4392,3.4392,2.749,False,0.0,15.757,0.0,15.757,1,routed,2
w47467969,"Бендеры, улица Космонавтов, 37",Бендеры,routed,3.239,3.2392,3.2392,2.705,False,0.0,14.957,0.0,14.957,1,routed,2
w47467971,"Бендеры, улица Космонавтов, 27",Бендеры,routed,3.489,3.4888,3.4888,2.762,False,0.0,15.955,0.0,15.955,1,routed,2
w47467972,"Бендеры, улица Космонавтов, 39",Бендеры,routed,3.193,3.1926,3.1926,2.697,False,0.0,14.77,0.0,14.77,1,routed,2
w47467973,"Бендеры, улица Космонавтов, 35",Бендеры,routed,3.289,3.2895,3.2895,2.714,False,0.0,15.158,0.0,15.158,1,routed,2
w47475148,"Бендеры, улица Победы, 12",Бендеры,routed,3.35,3.3507,3.3507,2.755,False,0.0,15.403,0.0,15.403,1,routed,2
w47475149,"Бендеры, Коммунистическая улица, 207",Бендеры,routed,4.22,3.9268,3.9268,2.892,False,0.0,17.707,0.0,17.707,1,routed,3
w47475152,"Бендеры, Коммунистическая улица, 209",Бендеры,routed,3.401,3.4009,3.4009,2.998,False,0.0,15.604,0.0,15.604,1,routed,2
w47475154,"Бендеры, улица Победы, 17а",Бендеры,routed,3.848,3.8483,3.8483,2.766,False,0.0,17.393,0.0,17.393,1,routed,3
w47475155,"Бендеры, улица Космонавтов, 14",Бендеры,routed,3.41,3.4099,3.4099,2.81,False,0.0,15.64,0.0,15.64,1,routed,2
w47475156,"Бендеры, улица Космонавтов, 33",Бендеры,routed,3.236,3.2366,3.2366,2.649,False,0.0,14.946,0.0,14.946,1,routed,2
w47475157,"Бендеры, улица Космонавтов, 31",Бендеры,routed,3.288,3.2883,3.2883,2.74,False,0.0,15.153,0.0,15.153,1,routed,2
w47475158,"Бендеры, Коммунистическая улица, 199",Бендеры,routed,2.933,2.9335,2.9335,2.5,False,0.0,14.0,0.0,14.0,1,routed,2
w47475160,"Бендеры, улица Победы, 4",Бендеры,routed,3.268,3.2677,3.2677,2.745,False,0.0,15.071,0.0,15.071,1,routed,2
w47475161,"Бендеры, улица Победы, 2",Бендеры,routed,3.212,3.2115,3.2115,2.739,False,0.0,14.846,0.0,14.846,1,routed,2
w47475164,"Бендеры, Коммунистическая улица, 203",Бендеры,routed,3.267,3.266,3.266,2.808,False,0.0,15.064,0.0,15.064,1,routed,2
w47475165,"Бендеры, Коммунистическая улица, 205",Бендеры,routed,3.331,3.3307,3.3307,2.844,False,0.0,15.323,0.0,15.323,1,routed,2
w47475167,"Бендеры, Коммунистическая улица, 201",Бендеры,routed,3.231,3.231,3.231,2.721,False,0.0,14.924,0.0,14.924,1,routed,2
w47475169,"Бендеры, улица Победы, 2а",Бендеры,routed,3.16,3.1594,3.1594,2.655,False,0.0,14.638,0.0,14.638,1,routed,2
w47475176,"Бендеры, улица Победы, 8",Бендеры,routed,3.361,3.3611,3.3611,2.751,False,0.0,15.444,0.0,15.444,1,routed,2
w47475180,"Бендеры, улица Победы, 10",Бендеры,routed,3.319,3.3189,3.3189,2.699,False,0.0,15.276,0.0,15.276,1,routed,2
w47475181,"Бендеры, улица Победы, 5",Бендеры,routed,3.26,3.2598,3.2598,2.557,False,0.0,15.039,0.0,15.039,1,routed,2
w47475182,"Бендеры, улица Победы, 3",Бендеры,routed,3.054,3.2139,3.2139,2.555,False,0.0,14.856,0.0,14.856,1,routed,2
w47475183,"Бендеры, улица Победы, 4а",Бендеры,routed,3.198,3.1977,3.1977,2.688,False,0.0,14.791,0.0,14.791,1,routed,2
w47475184,"Бендеры, Коммунистическая улица, 189а",Бендеры,routed,2.812,2.8126,2.8126,2.379,False,0.0,14.0,0.0,14.0,1,routed,2
w47475186,"Бендеры, Коммунистическая улица, 189",Бендеры,routed,2.729,2.7288,2.7288,2.298,False,0.0,14.0,0.0,14.0,1,routed,2
w47475970,"Бендеры, Спортивная улица, 4",Бендеры,routed,4.24,4.2403,4.2403,2.676,False,0.0,18.961,0.0,18.961,1,routed,2
w47475971,"Бендеры, Спортивная улица, 8",Бендеры,routed,4.31,4.3103,4.3103,2.68,False,0.0,19.241,0.0,19.241,1,routed,2
w47475972,"Бендеры, Спортивная улица, 2",Бендеры,routed,4.204,4.204,4.204,2.675,False,0.0,18.816,0.0,18.816,1,routed,2
w47475973,"Бендеры, Спортивная улица, 6",Бендеры,routed,4.276,4.2759,4.2759,2.677,False,0.0,19.104,0.0,19.104,1,routed,2
w476163294,"Парканы, улица Свердлова, 89",Парканы,routed,7.263,7.2628,7.2628,4.819,True,5.429,31.051,10.859,41.91,4,routed,4
w476163297,"Парканы, улица Свердлова, 87",Парканы,routed,7.284,7.2844,7.2844,4.802,True,5.451,31.138,10.902,42.039,4,routed,4
w476163299,"Парканы, улица Свердлова, 85",Парканы,routed,7.296,7.2962,7.2962,4.789,True,5.463,31.185,10.925,42.11,4,routed,4
w476163301,"Парканы, улица Свердлова, 83",Парканы,routed,7.308,7.3084,7.3084,4.779,True,5.475,31.234,10.95,42.183,4,routed,4
w484497586,"Бендеры, улица Калашникова, 55",Бендеры,routed,5.557,5.5567,5.5567,2.315,False,0.0,24.227,0.0,24.227,2,routed,3
w489021267,"Протягайловка, Лесовая улица, 70",Протягайловка,routed,8.455,8.4551,8.4551,4.942,False,0.0,35.82,0.0,35.82,3,routed,4
w493081348,"Бендеры, улица Тамары Кручок, 22",Бендеры,routed,2.039,2.039,2.039,1.831,False,0.0,14.0,0.0,14.0,1,routed,1
w493081351,"Бендеры, улица Тамары Кручок, 3",Бендеры,routed,1.821,1.8217,1.8217,1.631,False,0.0,14.0,0.0,14.0,1,routed,1
w511417416,"Гиска, улица 40 лет МССР, 86",Гиска,routed,5.163,5.1629,5.1629,4.77,False,0.0,22.652,0.0,22.652,2,routed,3
w511417418,"Гиска, улица 40 лет МССР, 82",Гиска,routed,5.108,5.1086,5.1086,4.73,False,0.0,22.434,0.0,22.434,2,routed,3
w511417420,"Бендеры, Южная улица, 129",Бендеры,routed,4.18,4.1798,4.1798,3.931,False,0.0,18.719,0.0,18.719,1,routed,3
w515829316,"Бендеры, 1-й Измаильский переулок, 10",Бендеры,routed,4.896,4.8964,4.8964,4.604,False,0.0,21.586,0.0,21.586,2,routed,3
w515856073,"Бендеры, 2-й Измаильский переулок, 2",Бендеры,routed,4.782,4.783,4.783,4.504,False,0.0,21.132,0.0,21.132,1,routed,3
w515862141,"Бендеры, 1-й Измаильский переулок, 12",Бендеры,routed,4.915,4.9151,4.9151,4.62,False,0.0,21.66,0.0,21.66,2,routed,3
w515863616,"Бендеры, 1-й Измаильский переулок, 35",Бендеры,routed,4.895,4.8954,4.8954,4.587,False,0.0,21.582,0.0,21.582,2,routed,3
w515863617,"Бендеры, 1-й Измаильский переулок, 37",Бендеры,routed,4.912,4.9118,4.9118,4.6,False,0.0,21.647,0.0,21.647,2,routed,3
w515863618,"Бендеры, 1-й Измаильский переулок, 8",Бендеры,routed,4.874,4.8741,4.8741,4.585,False,0.0,21.496,0.0,21.496,2,routed,3
w515863620,"Бендеры, 1-й Измаильский переулок, 33",Бендеры,routed,4.871,4.8718,4.8718,4.567,False,0.0,21.487,0.0,21.487,2,routed,3
w515863621,"Бендеры, 1-й Измаильский переулок, 31",Бендеры,routed,4.855,4.8551,4.8551,4.552,False,0.0,21.42,0.0,21.42,2,routed,3
w515863622,"Бендеры, 1-й Измаильский переулок, 6",Бендеры,routed,4.855,4.8543,4.8543,4.569,False,0.0,21.417,0.0,21.417,2,routed,3
w515863623,"Бендеры, 1-й Измаильский переулок, 4",Бендеры,routed,4.83,4.8301,4.8301,4.545,False,0.0,21.32,0.0,21.32,1,routed,3
w515863624,"Бендеры, 1-й Измаильский переулок, 27",Бендеры,routed,4.827,4.8273,4.8273,4.527,False,0.0,21.309,0.0,21.309,1,routed,3
w515863625,"Бендеры, 1-й Измаильский переулок, 25",Бендеры,routed,4.81,4.8103,4.8103,4.511,False,0.0,21.241,0.0,21.241,1,routed,3
w515863626,"Бендеры, 1-й Измаильский переулок, 23",Бендеры,routed,4.796,4.7967,4.7967,4.501,False,0.0,21.187,0.0,21.187,1,routed,3
w515863627,"Бендеры, 1-й Измаильский переулок, 21",Бендеры,routed,4.782,4.7824,4.7824,4.489,False,0.0,21.13,0.0,21.13,1,routed,3
w515863628,"Бендеры, 1-й Измаильский переулок, 19",Бендеры,routed,4.768,4.7683,4.7683,4.478,False,0.0,21.073,0.0,21.073,1,routed,3
w515863629,"Бендеры, 1-й Измаильский переулок, 17",Бендеры,routed,4.753,4.7523,4.7523,4.463,False,0.0,21.009,0.0,21.009,1,routed,3
w515863631,"Бендеры, 1-й Измаильский переулок, 15",Бендеры,routed,4.738,4.738,4.738,4.452,False,0.0,20.952,0.0,20.952,1,routed,3
w515863633,"Бендеры, 1-й Измаильский переулок, 13",Бендеры,routed,4.722,4.7228,4.7228,4.44,False,0.0,20.891,0.0,20.891,1,routed,3
w515863635,"Бендеры, 1-й Измаильский переулок, 11",Бендеры,routed,4.708,4.7084,4.7084,4.429,False,0.0,20.834,0.0,20.834,1,routed,3
w515863636,"Бендеры, 1-й Измаильский переулок, 9",Бендеры,routed,4.695,4.6949,4.6949,4.417,False,0.0,20.78,0.0,20.78,1,routed,3
w515864764,"Бендеры, 1-й Измаильский переулок, 29",Бендеры,routed,4.841,4.8413,4.8413,4.54,False,0.0,21.365,0.0,21.365,1,routed,3
w515864766,"Бендеры, 1-й Измаильский переулок, 5",Бендеры,routed,4.664,4.6638,4.6638,4.394,False,0.0,20.655,0.0,20.655,1,routed,3
w515864767,"Бендеры, 1-й Измаильский переулок, 7",Бендеры,routed,4.679,4.6791,4.6791,4.404,False,0.0,20.716,0.0,20.716,1,routed,3
w515864768,"Бендеры, 1-й Измаильский переулок, 3",Бендеры,routed,4.633,4.6332,4.6332,4.369,False,0.0,20.533,0.0,20.533,1,routed,3
w515864769,"Бендеры, 1-й Измаильский переулок, 173",Бендеры,routed,4.604,4.6047,4.6047,4.353,False,0.0,20.419,0.0,20.419,1,routed,3
w515864770,"Бендеры, 2-й Измаильский переулок, 3",Бендеры,routed,4.83,4.8307,4.8307,4.551,False,0.0,21.323,0.0,21.323,1,routed,3
w515864771,"Бендеры, 2-й Измаильский переулок, 7",Бендеры,routed,4.888,4.8885,4.8885,4.609,False,0.0,21.554,0.0,21.554,2,routed,3
w515864772,"Бендеры, 1-й Измаильский переулок, 171",Бендеры,routed,4.589,4.5892,4.5892,4.337,False,0.0,20.357,0.0,20.357,1,routed,3
w515864773,"Бендеры, 1-й Измаильский переулок, 169",Бендеры,routed,4.567,4.5669,4.5669,4.315,False,0.0,20.268,0.0,20.268,1,routed,3
w516134057,"Бендеры, улица 50 лет ВЛКСМ, 19а",Бендеры,routed,5.944,5.9445,5.9445,1.613,False,0.0,25.778,0.0,25.778,2,routed,3
w518287021,"Бендеры, улица Пушкина, 10",Бендеры,routed,0.884,0.8842,0.8842,0.59,False,0.0,14.0,0.0,14.0,1,routed,1
w525027750,"Протягайловка, Садовая улица, 20",Протягайловка,routed,8.619,8.619,8.619,3.707,False,0.0,36.476,0.0,36.476,4,routed,4
w528218630,"Бендеры, улица Ткаченко, 103",Бендеры,routed,0.961,0.9616,0.9616,0.789,False,0.0,14.0,0.0,14.0,1,routed,1
w528387454,"Бендеры, 1-й Измаильский переулок, 58",Бендеры,routed,4.578,4.5774,4.5774,4.331,False,0.0,20.31,0.0,20.31,1,routed,3
w528387455,"Бендеры, 1-й Измаильский переулок, 56",Бендеры,routed,4.558,4.5574,4.5574,4.311,False,0.0,20.23,0.0,20.23,1,routed,3
w528387456,"Бендеры, 1-й Измаильский переулок, 60",Бендеры,routed,4.594,4.5941,4.5941,4.349,False,0.0,20.376,0.0,20.376,1,routed,3
w528387459,"Бендеры, 1-й Измаильский переулок, 60А",Бендеры,routed,4.548,4.5474,4.5474,4.301,False,0.0,20.19,0.0,20.19,1,routed,3
w528387460,"Бендеры, 1-й Измаильский переулок, 167",Бендеры,routed,4.551,4.5504,4.5504,4.299,False,0.0,20.202,0.0,20.202,1,routed,3
w528387461,"Бендеры, 1-й Измаильский переулок, 153",Бендеры,routed,4.521,4.5214,4.5214,4.27,False,0.0,20.086,0.0,20.086,1,routed,3
w528486032,"Бендеры, улица Кутузова, 14",Бендеры,routed,3.934,3.9334,3.9334,2.587,False,0.0,17.734,0.0,17.734,1,routed,2
w528507074,"Бендеры, улица Ломоносова, 1",Бендеры,routed,5.728,5.7285,5.7285,2.347,False,0.0,24.914,0.0,24.914,2,routed,3
w528507076,"Бендеры, Кагульская улица, 13",Бендеры,routed,5.895,5.8941,5.8941,2.394,False,0.0,25.576,0.0,25.576,2,routed,3
w531442965,"Гиска, улица 40 лет МССР, 78",Гиска,routed,5.059,5.0592,5.0592,4.683,False,0.0,22.237,0.0,22.237,2,routed,3
w531442968,"Гиска, улица 40 лет МССР, 76",Гиска,routed,5.059,5.0592,5.0592,4.671,False,0.0,22.237,0.0,22.237,2,routed,3
w531442969,"Гиска, улица 40 лет МССР, 70",Гиска,routed,4.846,4.8462,4.8462,4.602,False,0.0,21.385,0.0,21.385,1,routed,3
w531442971,"Гиска, улица 40 лет МССР, 72",Гиска,routed,4.88,4.881,4.881,4.634,False,0.0,21.524,0.0,21.524,2,routed,3
w531442972,"Гиска, улица 40 лет МССР, 74",Гиска,routed,4.918,4.9177,4.9177,4.671,False,0.0,21.671,0.0,21.671,2,routed,3
w531443828,"Бендеры, 2-й Измаильский переулок, 4",Бендеры,routed,4.769,4.7687,4.7687,4.492,False,0.0,21.075,0.0,21.075,1,routed,3
w531443829,"Бендеры, 2-й Измаильский переулок, 6",Бендеры,routed,4.788,4.7883,4.7883,4.512,False,0.0,21.153,0.0,21.153,1,routed,3
w531443830,"Бендеры, 1-й Измаильский переулок, 62",Бендеры,routed,4.636,4.6362,4.6362,4.39,False,0.0,20.545,0.0,20.545,1,routed,3
w531443831,"Бендеры, 1-й Измаильский переулок, 64",Бендеры,routed,4.652,4.6529,4.6529,4.406,False,0.0,20.612,0.0,20.612,1,routed,3
w531446214,"Бендеры, 1-й Измаильский переулок, 175",Бендеры,routed,4.728,4.7279,4.7279,4.476,False,0.0,20.912,0.0,20.912,1,routed,3
w531446216,"Бендеры, 2-й Измаильский переулок, 177",Бендеры,routed,4.788,4.7884,4.7884,4.536,False,0.0,21.154,0.0,21.154,1,routed,3
w531446217,"Бендеры, 2-й Измаильский переулок, 10",Бендеры,routed,4.828,4.8284,4.8284,4.552,False,0.0,21.314,0.0,21.314,1,routed,3
w531446815,"Бендеры, 2-й Измаильский переулок, 9",Бендеры,routed,4.935,4.9351,4.9351,4.644,False,0.0,21.74,0.0,21.74,2,routed,3
w531448058,"Бендеры, 2-й Измаильский переулок, 1",Бендеры,routed,4.808,4.8087,4.8087,4.529,False,0.0,21.235,0.0,21.235,1,routed,3
w531448060,"Бендеры, 2-й Измаильский переулок, 12",Бендеры,routed,4.85,4.8496,4.8496,4.573,False,0.0,21.398,0.0,21.398,1,routed,3
w531449255,"Бендеры, 2-й Измаильский переулок, 181",Бендеры,routed,4.849,4.8483,4.8483,4.596,False,0.0,21.393,0.0,21.393,1,routed,3
w531449256,"Бендеры, 2-й Измаильский переулок, 14",Бендеры,routed,4.87,4.8696,4.8696,4.593,False,0.0,21.478,0.0,21.478,2,routed,3
w531449257,"Бендеры, 2-й Измаильский переулок, 183",Бендеры,routed,4.869,4.8683,4.8683,4.616,False,0.0,21.473,0.0,21.473,2,routed,3
w531449258,"Бендеры, 2-й Измаильский переулок, 185",Бендеры,routed,4.902,4.9017,4.9017,4.649,False,0.0,21.607,0.0,21.607,2,routed,3
w531449259,"Гиска, улица 40 лет МССР, 187",Гиска,routed,4.937,4.9372,4.9372,4.684,False,0.0,21.749,0.0,21.749,2,routed,3
w531451246,"Гиска, улица 40 лет МССР, 189",Гиска,routed,4.958,4.9571,4.9571,4.704,False,0.0,21.828,0.0,21.828,2,routed,3
w531451247,"Гиска, улица 40 лет МССР, 191",Гиска,routed,4.987,4.9872,4.9872,4.733,False,0.0,21.949,0.0,21.949,2,routed,3
w531451251,"Бендеры, 2-й Измаильский переулок, 18",Бендеры,routed,4.905,4.9053,4.9053,4.632,False,0.0,21.621,0.0,21.621,2,routed,3
w531451252,"Бендеры, 2-й Измаильский переулок, 20",Бендеры,routed,4.924,4.9239,4.9239,4.648,False,0.0,21.696,0.0,21.696,2,routed,3
w531466227,"Бендеры, 1-й Измаильский переулок, 151",Бендеры,routed,4.505,4.5047,4.5047,4.254,False,0.0,20.019,0.0,20.019,1,routed,3
w531466228,"Бендеры, 1-й Измаильский переулок, 159",Бендеры,routed,4.489,4.4892,4.4892,4.239,False,0.0,19.957,0.0,19.957,1,routed,3
w531466229,"Бендеры, Южная улица, 157",Бендеры,routed,4.473,4.4737,4.4737,4.223,False,0.0,19.895,0.0,19.895,1,routed,3
w531470021,"Бендеры, Южная улица, 155",Бендеры,routed,4.459,4.4592,4.4592,4.209,False,0.0,19.837,0.0,19.837,1,routed,3
w531470022,"Бендеры, Южная улица, 153",Бендеры,routed,4.445,4.4448,4.4448,4.195,False,0.0,19.779,0.0,19.779,1,routed,3
w531470023,"Бендеры, Южная улица, 151",Бендеры,routed,4.429,4.4292,4.4292,4.179,False,0.0,19.717,0.0,19.717,1,routed,3
w531470024,"Бендеры, Южная улица, 149",Бендеры,routed,4.401,4.4003,4.4003,4.15,False,0.0,19.601,0.0,19.601,1,routed,3
w531651450,"Бендеры, улица Тамары Кручок, 81",Бендеры,routed,2.934,2.9345,2.9345,2.608,False,0.0,14.0,0.0,14.0,1,routed,2
w531651451,"Бендеры, улица Тамары Кручок, 79",Бендеры,routed,2.897,2.8975,2.8975,2.572,False,0.0,14.0,0.0,14.0,1,routed,2
w531651452,"Бендеры, улица Тамары Кручок, 75",Бендеры,routed,2.875,2.8754,2.8754,2.545,False,0.0,14.0,0.0,14.0,1,routed,2
w531651455,"Бендеры, улица Тамары Кручок, 77",Бендеры,routed,2.882,2.8825,2.8825,2.558,False,0.0,14.0,0.0,14.0,1,routed,2
w531651458,"Бендеры, улица Тамары Кручок, 89",Бендеры,routed,3.048,3.0491,3.0491,2.674,False,0.0,14.196,0.0,14.196,1,routed,2
w531651463,"Бендеры, Индустриальная улица, 11",Бендеры,routed,2.754,2.7538,2.7538,2.495,False,0.0,14.0,0.0,14.0,1,routed,2
w531939441,"Гиска, Школьная улица, 15",Гиска,routed,6.646,6.646,6.646,5.776,False,0.0,28.584,0.0,28.584,2,routed,4
w531939442,"Гиска, Школьная улица, 17",Гиска,routed,6.67,6.6708,6.6708,5.798,False,0.0,28.683,0.0,28.683,2,routed,4
w531939443,"Гиска, Школьная улица, 19",Гиска,routed,6.677,6.6773,6.6773,5.796,False,0.0,28.709,0.0,28.709,2,routed,4
w531939446,"Гиска, Школьная улица, 21",Гиска,routed,6.66,6.66,6.66,5.778,False,0.0,28.64,0.0,28.64,2,routed,4
w531939448,"Гиска, Школьная улица, 23",Гиска,routed,6.617,6.6173,6.6173,5.735,False,0.0,28.469,0.0,28.469,2,routed,4
